9.308478184E-6	1.894613233E-4	1.744383771E-4	NaN	2.093685907E-5	8.178150892E-5	1.243982115E-4	2.968346816E-4	4.412028356E-4	4.716041440E-4	4.716278927E-4	4.908041446E-4	5.399071961E-4	5.077758688E-4	4.854129220E-4	5.770170828E-4	5.893032067E-4	5.006385036E-4	3.496153804E-4	1.027381659E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.392457198E-4	4.214847650E-5	NaN	NaN	NaN	NaN	1.944665710E-4	3.004445753E-4	1.687333133E-4	1.879788033E-4	3.279160883E-4	1.713174133E-4	NaN	NaN	1.352482359E-4	2.535909007E-4	3.474756377E-4	3.331111220E-4	1.922990632E-4	1.134200065E-4	2.140362631E-4	3.075270506E-4	2.238456946E-4	2.040922554E-4	2.903603308E-4	2.774113382E-4	3.554573050E-4	5.899521057E-4	7.264307351E-4	7.607779698E-4	7.036466268E-4	4.796348221E-4	3.064915945E-4	2.259121829E-4	NaN	NaN	NaN	2.098991827E-4	3.608220140E-4	2.350316354E-4	2.323231747E-4	3.667334968E-4	3.225910186E-4	2.733460678E-5	NaN	NaN	NaN	8.023624832E-5	3.689241712E-4	5.657415022E-4	3.856395779E-4	1.604578574E-4	1.019549964E-4	5.786589099E-5	NaN	NaN	NaN	NaN	2.381163649E-4	3.201545333E-4	2.296610328E-4	2.125253959E-4	4.156172799E-4	6.217610789E-4	5.694592837E-4	4.306778137E-4	4.245419696E-4	4.074884346E-4	3.086178622E-4	2.038172097E-4	1.579245145E-4	2.528601908E-4	3.482373722E-4	1.653826475E-4	NaN	NaN	7.615643699E-5	1.849572145E-4	2.304612717E-4	2.152135130E-4	2.906941227E-4	3.476128622E-4	2.956333046E-4	3.277694050E-4	4.119783407E-4	3.934380948E-4	2.841348469E-4	1.921828953E-4	4.255953245E-4	8.546927711E-4	8.171397494E-4	4.819208698E-4	4.051127180E-4	3.218174097E-4	NaN	NaN	NaN	2.038909879E-4	6.516386638E-4	6.996621960E-4	5.247347872E-4	3.854468814E-4	1.257360709E-4	NaN	NaN	NaN	1.671825739E-4	3.958219895E-4	7.246733294E-4	8.327140240E-4	7.497006445E-4	7.588927401E-4	5.427603610E-4	6.633727753E-5	NaN	6.018210479E-5	1.790456154E-4	2.232865809E-4	2.109681809E-4	1.637164969E-4	2.516082604E-4	4.823313793E-4	6.249680300E-4	3.985134827E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.370825132E-5	3.186766407E-4	3.665689146E-4	1.556185453E-4	2.857025265E-6	NaN	NaN	9.205993410E-5	2.765365352E-4	4.783862387E-4	6.546747172E-4	6.779270479E-4	6.932617398E-4	6.602316280E-4	5.464687129E-4	5.313970614E-4	5.597912823E-4	4.970547161E-4	2.246872464E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.038826522E-4	4.913004159E-5	2.429188135E-5	3.837146505E-5	NaN	NaN	NaN	1.038514893E-4	2.906190930E-4	1.726254850E-4	1.622449927E-4	3.817309916E-4	3.787013993E-4	1.637010137E-4	1.433777070E-4	2.409349108E-4	2.885461145E-4	3.395205131E-4	3.086955694E-4	1.814056450E-4	9.176656022E-5	1.651763305E-4	3.576215531E-4	4.168235173E-4	3.189184354E-4	2.357723133E-4	2.514963271E-4	4.198183888E-4	6.574818399E-4	7.597678341E-4	6.622006185E-4	4.692084622E-4	3.359826514E-4	3.837270488E-4	4.171281471E-4	1.725778129E-4	NaN	NaN	3.813828516E-4	4.368005903E-4	1.436805615E-4	1.097841960E-4	3.872033849E-4	4.856093146E-4	2.132486261E-4	NaN	NaN	NaN	1.545780106E-4	4.919354105E-4	6.506312056E-4	5.454805214E-4	3.481261374E-4	2.089481131E-5	NaN	NaN	NaN	NaN	NaN	2.149051870E-4	3.241450759E-4	2.429081651E-4	1.303234749E-4	2.220847091E-4	4.220336268E-4	3.961100883E-4	3.174405138E-4	3.724989365E-4	2.853942278E-4	1.178664752E-4	2.558473716E-5	NaN	NaN	NaN	NaN	NaN	5.598886855E-5	1.733011304E-4	8.938779501E-5	NaN	NaN	NaN	1.666425233E-4	1.983015827E-4	2.596298291E-4	3.401703434E-4	2.471357875E-4	5.536320532E-5	2.529237281E-5	3.573095019E-4	7.280391292E-4	5.757036270E-4	2.746261016E-4	3.056761343E-4	2.101428254E-4	NaN	NaN	NaN	3.061368770E-4	6.710632006E-4	7.087496924E-4	5.375855835E-4	4.041372449E-4	1.781979809E-4	NaN	NaN	NaN	3.728949378E-5	4.777391441E-4	8.123390726E-4	6.871654186E-4	3.830538772E-4	2.674476709E-4	1.491305156E-4	NaN	NaN	NaN	2.687507731E-6	1.290926157E-4	2.783767704E-4	2.610528609E-4	3.164466762E-4	5.386119010E-4	5.749375559E-4	2.542514412E-4	NaN	NaN	1.787621295E-4	NaN	NaN	NaN	NaN	2.056689846E-4
5.122390212E-5	3.754500940E-4	4.517796624E-4	1.277318224E-4	NaN	NaN	NaN	1.608464227E-4	2.828708966E-4	2.940593113E-4	4.105223925E-4	5.343935918E-4	6.593995495E-4	6.900961744E-4	5.561420694E-4	4.841618647E-4	5.465195281E-4	5.316964234E-4	2.347323898E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.443097613E-5	1.447079412E-4	5.555975440E-5	NaN	1.500266517E-4	2.903794229E-4	1.547776628E-4	NaN	NaN	NaN	5.108614459E-6	4.635080404E-5	1.162756380E-4	2.481426054E-4	2.691504778E-4	2.091086790E-4	2.299212647E-4	2.600124863E-4	3.130217374E-4	4.442894133E-4	4.418568278E-4	3.341649717E-4	2.799530630E-4	2.685965155E-4	3.204216773E-4	3.679772781E-4	3.027307976E-4	2.124291641E-4	2.377283672E-4	3.806385794E-4	5.736598396E-4	6.286557764E-4	4.209380131E-4	2.157295385E-4	2.299791377E-4	3.513637348E-4	3.631244763E-4	1.926409750E-4	7.955094043E-5	3.277278447E-4	6.591283018E-4	4.886128590E-4	8.120724669E-5	9.682811651E-5	4.297818232E-4	5.682515330E-4	3.981716873E-4	2.331300057E-4	1.707599731E-4	5.427436918E-5	7.577990618E-5	3.176494210E-4	4.150963214E-4	3.918163711E-4	3.241288650E-4	6.098774975E-5	NaN	1.765621419E-4	6.605911040E-5	NaN	NaN	1.601762924E-4	3.451746597E-4	3.753055062E-4	2.172239474E-4	8.743887156E-5	1.377194130E-4	1.606788865E-4	1.872250141E-4	2.319835476E-4	9.772748308E-5	2.138435229E-5	6.443059829E-5	2.030463475E-5	NaN	NaN	NaN	NaN	3.374683729E-4	3.301699471E-4	1.552808826E-4	NaN	NaN	4.676188837E-5	2.788384154E-4	3.413126396E-4	3.067893849E-4	2.449551539E-4	1.066141413E-4	4.657382669E-5	2.027924056E-4	4.199456889E-4	4.670760827E-4	2.167537023E-4	3.831426511E-5	1.511300943E-4	8.744632942E-5	NaN	NaN	3.232324962E-4	7.207173039E-4	7.332977257E-4	4.330832744E-4	2.291717828E-4	2.665439388E-4	2.497738460E-4	1.150820390E-4	1.301503380E-5	NaN	1.026901518E-4	6.348050083E-4	8.607808850E-4	6.081822794E-4	3.107264638E-4	1.437929895E-4	6.542464689E-5	5.404704279E-5	5.512735152E-5	6.034865874E-5	5.634035551E-5	1.258525008E-4	2.922833373E-4	3.457680577E-4	3.922063042E-4	5.183564499E-4	4.543932446E-4	1.800490863E-4	9.692899766E-6	1.883703080E-4	4.048831470E-4	2.411311143E-4	2.923120519E-5	1.746724301E-4	4.245916207E-4	4.834362189E-4
9.739324014E-5	3.385432647E-4	3.717686341E-4	3.060829840E-5	NaN	NaN	NaN	3.227553680E-4	3.333335335E-4	9.601437341E-5	7.510049909E-5	2.690037072E-4	4.537384084E-4	4.839473113E-4	3.592154535E-4	2.640133316E-4	2.673427225E-4	2.351545991E-4	6.485285121E-5	NaN	NaN	NaN	NaN	NaN	NaN	1.290287473E-4	1.234721913E-5	9.480148583E-5	1.482624066E-4	4.819358219E-5	1.145142887E-4	4.089192080E-4	5.444263224E-4	4.100781225E-4	1.401330373E-4	NaN	NaN	NaN	2.302497305E-4	4.286890617E-4	3.455368569E-4	1.537503704E-4	6.676799239E-5	3.976315929E-5	1.020396667E-5	1.963262912E-4	5.765563110E-4	6.636419566E-4	4.912118311E-4	4.137019860E-4	3.532654082E-4	2.423478436E-4	2.490108891E-4	3.338224196E-4	3.049224033E-4	2.095648815E-4	2.060694533E-4	3.064550110E-4	3.006784827E-4	1.327157224E-4	1.172714692E-4	2.517594257E-4	2.606908092E-4	1.565849088E-4	9.130559920E-5	1.990875171E-4	5.487428862E-4	7.434424479E-4	3.928440274E-4	NaN	5.336155300E-5	3.119348839E-4	4.353602417E-4	4.177385126E-4	4.264441377E-4	3.825173189E-4	1.150106909E-4	NaN	NaN	7.650951738E-5	2.147518244E-4	2.639237500E-4	1.862694917E-4	3.024144971E-4	4.563451221E-4	2.895789512E-4	9.456307453E-5	8.569380589E-5	2.084231091E-4	4.313665268E-4	5.631612730E-4	3.939885937E-4	1.276392286E-4	1.039510826E-4	2.024117421E-4	2.512666397E-4	2.005763818E-4	9.607111133E-5	1.951835147E-4	3.752631019E-4	4.042553192E-4	2.546259493E-4	NaN	NaN	3.664547403E-4	5.778744235E-4	4.011412675E-4	1.702834124E-4	5.152845915E-5	1.221086422E-4	3.314785426E-4	5.007406580E-4	4.642338608E-4	2.527870529E-4	6.260343798E-5	NaN	5.802274609E-5	3.781500855E-4	4.270604695E-4	1.968993020E-4	4.377524965E-5	1.493755990E-4	3.473138204E-4	3.143686044E-4	2.089351619E-4	3.787446476E-4	7.942790980E-4	1.098493231E-3	9.083992336E-4	3.751672339E-4	5.578195123E-5	1.113970211E-4	2.635462151E-4	3.678542853E-4	3.097423469E-4	7.063690282E-5	2.136578260E-4	7.600760437E-4	9.089612286E-4	6.657607155E-4	4.392798874E-4	2.190847445E-4	1.857055031E-4	3.988835961E-4	5.362126976E-4	5.790091818E-4	5.441562389E-4	4.136085336E-4	3.789386828E-4	3.323836718E-4	2.368995047E-4	2.574089449E-4	2.257638553E-4	4.787990110E-5	NaN	2.070659684E-4	3.851905931E-4	2.057170059E-4	NaN	7.437280874E-5	2.575315011E-4	2.858507505E-4
1.875523012E-4	2.803676471E-4	1.831931440E-4	NaN	NaN	NaN	1.002120989E-4	4.493955348E-4	4.688698100E-4	1.928950660E-4	1.327732025E-5	6.719891098E-5	2.043260611E-4	2.509064216E-4	1.534397161E-4	1.964818512E-5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.082845774E-4	5.255676660E-5	2.984092316E-5	2.578237036E-4	3.656305198E-4	2.527405159E-4	3.489177034E-4	5.807334092E-4	5.842910614E-4	4.557871434E-4	2.540079877E-4	NaN	NaN	1.336811110E-4	4.647276946E-4	6.423227023E-4	4.957948695E-4	2.250890539E-4	5.372011583E-5	NaN	NaN	4.959100625E-5	5.568485940E-4	7.889600238E-4	6.543433992E-4	5.127579207E-4	3.690776648E-4	1.877743489E-4	2.542067959E-4	4.720601428E-4	4.058706691E-4	1.965283445E-4	2.073514042E-4	3.166108800E-4	2.296538878E-4	6.141958147E-5	9.250252333E-5	1.256823889E-4	9.947217222E-6	2.520147973E-6	1.426519593E-4	2.925410517E-4	4.932764568E-4	5.324931117E-4	2.337595215E-4	1.312828590E-5	3.656564513E-5	5.446628711E-5	1.409686138E-5	NaN	8.694075223E-5	2.190610830E-4	1.787325746E-4	7.652690329E-6	NaN	1.926570840E-4	4.105454136E-4	4.839987378E-4	5.311190034E-4	7.212112541E-4	7.916916511E-4	6.330045289E-4	4.601392138E-4	2.553223458E-4	1.944748365E-4	4.518132773E-4	6.857553381E-4	5.927949678E-4	3.938391746E-4	3.727214062E-4	3.597583855E-4	1.870598498E-4	NaN	1.525756306E-5	3.270008019E-4	6.254430045E-4	7.158709923E-4	5.444070557E-4	2.311607968E-4	2.840514353E-4	6.367757451E-4	7.071730797E-4	4.677780671E-4	2.061781561E-4	1.412153360E-4	3.140536428E-4	4.752162204E-4	4.990756861E-4	3.961377079E-4	1.819169265E-4	NaN	NaN	7.355555681E-6	4.196531081E-4	3.902918252E-4	5.247478839E-5	1.743543726E-5	3.054107656E-4	5.201324238E-4	5.028662272E-4	4.989797599E-4	6.358127575E-4	8.476717048E-4	1.016483409E-3	8.799922070E-4	4.540684167E-4	1.185522051E-4	5.439888992E-5	1.738821011E-4	3.541900078E-4	3.060069866E-4	4.358926526E-5	2.370981383E-4	8.438361692E-4	1.036497299E-3	7.963597309E-4	4.693234514E-4	1.141563989E-4	1.255333773E-4	5.866180873E-4	8.874029736E-4	9.028838831E-4	7.906040992E-4	4.972248571E-4	2.855820348E-4	2.082736173E-4	8.482282283E-5	3.490090239E-5	NaN	NaN	NaN	9.914995462E-5	2.510313061E-4	6.867312186E-5	NaN	NaN	NaN	1.117389820E-5
2.029948955E-4	2.572568774E-4	5.755886377E-5	NaN	NaN	4.189083427E-7	1.345205383E-4	3.707574797E-4	4.627395829E-4	2.889850002E-4	2.394877083E-5	NaN	1.398648874E-5	1.477762562E-4	1.340270683E-4	6.618229963E-5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.892567816E-4	4.882396897E-4	4.879400076E-4	3.033053072E-4	3.766431182E-4	4.609472817E-4	2.936492383E-4	2.175115078E-4	2.214558190E-4	8.500512922E-5	6.267465506E-5	1.843602076E-4	2.695498406E-4	3.208875132E-4	2.990737848E-4	2.047550515E-4	1.063125965E-4	1.443028737E-6	NaN	5.408736979E-5	4.020058841E-4	6.573937717E-4	6.382291322E-4	4.577927175E-4	2.144629689E-4	3.239177022E-5	1.584173297E-4	3.456269624E-4	1.929059945E-4	5.591238005E-5	2.533236984E-4	4.407812376E-4	3.479107982E-4	1.985375711E-4	1.687096810E-4	4.725608596E-5	NaN	1.242703001E-4	3.893088433E-4	3.965944634E-4	3.115106374E-4	2.272425481E-4	1.484314707E-4	2.401538222E-4	3.070061211E-4	1.044192104E-4	NaN	NaN	NaN	7.580206875E-5	3.975102736E-4	4.352492106E-4	3.860432771E-4	4.632423224E-4	5.852879840E-4	7.088033017E-4	9.002637235E-4	1.072414336E-3	1.016310300E-3	8.673091070E-4	7.208092720E-4	4.144668346E-4	2.419614902E-4	4.458448093E-4	6.809892366E-4	6.946727517E-4	6.426480832E-4	6.012082449E-4	3.875581315E-4	3.267261854E-5	NaN	NaN	3.911300446E-4	6.984756328E-4	7.229699986E-4	4.534080508E-4	1.434552541E-4	2.524432493E-4	5.945849698E-4	6.692835595E-4	4.920318024E-4	2.757908660E-4	2.332097647E-4	3.583372163E-4	3.326251463E-4	1.903629745E-4	1.755006961E-4	1.649375190E-4	NaN	NaN	6.658474013E-5	4.819222086E-4	4.152890760E-4	8.663082554E-5	4.977471690E-5	2.228342055E-4	3.177710751E-4	3.317178634E-4	4.235026136E-4	5.723211798E-4	6.620814092E-4	6.732734619E-4	5.691164988E-4	3.804383741E-4	2.408848522E-4	1.476248144E-4	9.714663611E-5	1.507842826E-4	1.046047182E-4	NaN	2.328629635E-4	8.243930060E-4	1.039749477E-3	7.734762621E-4	3.552729322E-4	NaN	2.647167821E-5	5.556489341E-4	8.408217691E-4	6.680153892E-4	4.177830415E-4	1.086631964E-4	NaN	1.322840981E-4	2.011228207E-4	9.509732627E-5	NaN	NaN	NaN	1.637762180E-4	3.303901758E-4	2.003246336E-4	8.778731717E-5	NaN	NaN	NaN
1.313080284E-4	2.632993564E-4	1.126972420E-4	5.449911987E-5	1.398279855E-4	1.956852066E-4	2.583287715E-4	3.248496214E-4	3.180464555E-4	1.609151514E-4	NaN	NaN	1.021950520E-4	3.267701832E-4	3.573267022E-4	3.520830942E-4	2.956779790E-4	NaN	NaN	NaN	NaN	NaN	3.149199983E-5	NaN	NaN	1.475855242E-4	4.026644165E-4	4.592580080E-4	2.494972723E-4	1.527581044E-4	3.558872559E-4	3.610062122E-4	5.260769831E-5	NaN	1.284273312E-4	1.000393313E-4	9.475732077E-5	1.374538406E-4	5.541445717E-5	7.560066706E-7	3.744050264E-5	7.916234608E-5	1.258129632E-4	2.132408408E-4	3.192816803E-4	3.761798725E-4	3.869523935E-4	4.381311010E-4	4.761757446E-4	3.225532419E-4	1.388037981E-5	NaN	NaN	NaN	NaN	NaN	2.093061921E-4	3.389691992E-4	2.781860239E-4	2.806712000E-4	3.562511993E-4	2.841381356E-4	2.179983421E-4	3.778147511E-4	5.181259476E-4	4.208699102E-4	2.312721335E-4	1.132741600E-4	2.268026874E-4	5.734150182E-4	7.098038914E-4	3.797913669E-4	NaN	NaN	NaN	3.744385904E-4	6.961408071E-4	7.329575601E-4	6.037538988E-4	4.860641202E-4	4.650663177E-4	6.176274037E-4	8.536325768E-4	9.477157146E-4	8.433772600E-4	7.897680625E-4	7.674529916E-4	5.755490274E-4	4.114087787E-4	4.123809340E-4	4.607330193E-4	5.052714259E-4	5.333951558E-4	4.276415275E-4	1.378146553E-4	NaN	NaN	1.814450516E-4	4.615953949E-4	6.621050998E-4	6.026517367E-4	3.091773542E-4	6.830506027E-5	1.611756161E-4	4.266797623E-4	5.219001323E-4	4.138363292E-4	2.598189749E-4	2.807218698E-4	4.030338605E-4	2.770096471E-4	3.664430915E-5	3.391162682E-5	9.086624777E-5	NaN	NaN	3.156586899E-5	2.917805978E-4	2.046215377E-4	2.285532173E-5	4.863169670E-5	1.120878660E-4	1.731802477E-4	3.141321067E-4	4.935115576E-4	6.886182819E-4	7.713261293E-4	6.032660021E-4	3.445631010E-4	2.315427264E-4	2.401690872E-4	1.442666398E-4	NaN	NaN	NaN	NaN	7.496385660E-5	4.898752668E-4	7.242289139E-4	6.190652493E-4	3.427309275E-4	6.065073831E-5	1.477307160E-5	3.427939082E-4	5.110533675E-4	2.492032945E-4	NaN	NaN	NaN	1.937789784E-4	3.393188526E-4	1.722960296E-4	8.702708328E-6	NaN	NaN	3.048821236E-4	5.672281259E-4	6.156204036E-4	5.029513850E-4	2.178839786E-4	NaN	NaN
2.035266516E-4	2.798020723E-4	1.712435769E-4	1.869488915E-4	3.646911064E-4	5.837209756E-4	6.537570735E-4	4.836727749E-4	2.206708596E-4	NaN	NaN	NaN	2.863846603E-4	5.188352079E-4	4.501976073E-4	3.296810901E-4	NaN	NaN	NaN	NaN	NaN	6.947968359E-5	7.932340668E-5	8.966580208E-5	2.036156511E-4	4.428433313E-4	5.488422466E-4	3.170583514E-4	4.151295798E-5	1.618124807E-4	5.175810657E-4	5.195947597E-4	1.706323383E-4	2.973988921E-5	1.124033151E-4	1.417115272E-4	2.530546044E-4	3.510976676E-4	2.230307582E-4	1.057777190E-4	1.256656833E-4	1.447713585E-4	1.702155132E-4	3.730343888E-4	6.930156378E-4	7.481946959E-4	4.509702267E-4	2.762099612E-4	3.922511532E-4	3.363116703E-4	NaN	NaN	NaN	NaN	NaN	NaN	2.591625671E-4	2.852462640E-4	1.856270537E-4	2.323433000E-4	4.000315093E-4	4.459431511E-4	4.370165116E-4	4.772229295E-4	4.623366112E-4	3.918430593E-4	2.966374159E-4	2.275599691E-4	3.946904326E-4	7.370871608E-4	7.993234904E-4	3.990848782E-4	5.009371307E-6	1.193441494E-4	5.455463543E-4	8.361095097E-4	8.746843669E-4	7.330316585E-4	5.341229844E-4	3.307718725E-4	2.216257417E-4	2.748655679E-4	4.041311622E-4	4.762354074E-4	4.831224505E-4	5.543657462E-4	5.965497112E-4	5.346948747E-4	4.464998201E-4	2.868649608E-4	1.582236146E-4	2.284900838E-4	3.414204402E-4	2.136870899E-4	NaN	NaN	1.765759080E-4	3.086994402E-4	3.179028572E-4	4.447525425E-4	5.105954478E-4	4.119822697E-4	3.329887695E-4	3.673011379E-4	4.199021787E-4	3.738361411E-4	2.550660865E-4	1.918891503E-4	3.490070230E-4	5.625190097E-4	4.791372048E-4	2.310227137E-4	1.008797772E-4	2.004840826E-5	NaN	NaN	7.854376349E-8	7.096533864E-6	NaN	NaN	NaN	1.470468706E-4	3.272582544E-4	4.844840150E-4	5.099721602E-4	6.283990806E-4	7.626701263E-4	5.603768514E-4	2.455248032E-4	1.673270162E-4	1.918178459E-4	5.879943637E-5	NaN	NaN	NaN	NaN	NaN	1.938524074E-4	4.489817366E-4	5.784504465E-4	4.607029550E-4	1.543281978E-4	NaN	NaN	5.733190847E-5	NaN	NaN	NaN	NaN	2.130992070E-4	2.337415062E-4	9.241223597E-5	1.858750766E-4	2.977331751E-4	1.858056785E-4	2.796207555E-4	6.809257320E-4	9.483444155E-4	8.229165105E-4	3.974398714E-4	1.358694572E-4	1.816002477E-4
4.231568892E-4	2.452068438E-4	2.250951002E-5	1.156591024E-4	5.002228427E-4	9.347460000E-4	9.982786141E-4	6.032185629E-4	1.022840297E-4	NaN	NaN	NaN	1.957164495E-4	3.851685615E-4	2.009375748E-4	NaN	NaN	NaN	NaN	NaN	NaN	6.233963359E-5	1.915510220E-4	2.841727692E-4	4.008476099E-4	5.383073003E-4	4.899500636E-4	2.029098541E-4	1.045649115E-4	4.258184053E-4	7.586454158E-4	7.089297869E-4	4.133835027E-4	2.518241236E-4	2.616262063E-4	3.174425510E-4	4.719872377E-4	5.498693208E-4	3.873060050E-4	2.511475759E-4	2.537071996E-4	2.045414003E-4	1.496628684E-4	3.683559189E-4	7.368302322E-4	7.184540736E-4	2.654384007E-4	4.051331780E-5	2.351822186E-4	2.138760756E-4	NaN	NaN	NaN	2.364675129E-5	NaN	1.172157954E-5	2.642688924E-4	3.688756842E-4	2.644837368E-4	1.997813233E-4	2.872751502E-4	3.300104290E-4	3.644958779E-4	4.157886142E-4	3.553582646E-4	2.751081192E-4	2.494231449E-4	2.793681051E-4	4.347662616E-4	6.107885856E-4	5.703093484E-4	2.252090198E-4	NaN	2.112055081E-4	6.887691561E-4	8.663269109E-4	7.167891599E-4	4.693353549E-4	2.591056691E-4	5.707442688E-5	NaN	NaN	NaN	6.768715684E-5	2.607498318E-4	3.455632832E-4	2.973423689E-4	2.655982971E-4	2.606170601E-4	1.320614538E-4	1.135750972E-5	1.380170579E-4	3.887734783E-4	3.575781011E-4	9.294880147E-5	7.310248475E-5	3.094950807E-4	2.924081928E-4	1.004431979E-4	2.142268786E-4	4.176082439E-4	3.873819660E-4	3.224631655E-4	4.055652826E-4	4.467462131E-4	2.934288932E-4	1.213356736E-4	1.083855241E-4	3.201608779E-4	5.262239720E-4	4.458252515E-4	2.646206995E-4	1.778426813E-4	1.528151915E-4	2.467872109E-4	3.942266922E-4	3.575521114E-4	1.569706656E-4	NaN	NaN	NaN	1.658744732E-4	3.839947458E-4	3.407925833E-4	9.082194447E-5	1.428265969E-4	3.730193421E-4	3.002695157E-4	1.545667619E-4	1.996162900E-4	2.528089972E-4	1.589176973E-4	2.721252486E-6	NaN	NaN	1.125183335E-4	3.441773297E-4	3.958442539E-4	4.478366172E-4	5.386517732E-4	4.507353005E-4	1.233834919E-4	NaN	NaN	NaN	NaN	NaN	1.962985152E-5	1.987258729E-4	2.754817251E-4	1.753903925E-4	1.038011396E-4	3.590054694E-4	5.150586949E-4	2.167332714E-4	1.549934677E-4	6.001812289E-4	9.428407066E-4	8.369596326E-4	3.971983679E-4	1.487356785E-4	2.838683140E-4
3.925578494E-4	5.099389818E-5	NaN	2.941051207E-6	5.763152731E-4	1.048844191E-3	9.880602593E-4	4.782342876E-4	NaN	NaN	NaN	NaN	1.311292290E-4	2.303569781E-4	1.035424793E-5	NaN	NaN	NaN	NaN	NaN	2.437579133E-5	2.547312761E-4	3.426271724E-4	3.472492681E-4	3.679726506E-4	3.653321473E-4	2.254298743E-4	5.652427353E-5	2.619382576E-4	7.226798334E-4	8.863255498E-4	6.710348534E-4	4.169578315E-4	3.498671285E-4	3.832465154E-4	4.076381447E-4	4.789095256E-4	5.292659043E-4	4.151795874E-4	2.131154906E-4	4.770345549E-5	NaN	8.823263488E-5	4.444927908E-4	7.101103547E-4	5.672391271E-4	1.601108524E-4	NaN	2.577749183E-5	NaN	NaN	NaN	2.921546693E-4	3.852887894E-4	1.266505424E-4	7.454281877E-5	3.423562448E-4	5.674468121E-4	4.625017755E-4	2.536610409E-4	2.121869766E-4	1.899038616E-4	1.691074431E-4	1.675916428E-4	9.445050091E-5	3.560226105E-5	5.763952868E-5	1.593531051E-4	3.053658002E-4	3.952085972E-4	3.675007611E-4	1.450490381E-4	NaN	1.810737449E-4	4.751757951E-4	5.046941806E-4	3.465070040E-4	1.847703970E-4	7.999690570E-5	NaN	NaN	NaN	NaN	NaN	1.469523995E-4	9.840282291E-5	NaN	6.066122660E-5	1.334330300E-4	1.063809614E-4	6.624096568E-5	1.272301452E-4	3.241474042E-4	3.429345670E-4	1.279023854E-4	7.004239887E-5	2.438813972E-4	2.598723804E-4	1.446223614E-4	2.746429527E-4	4.175282957E-4	1.843260834E-4	NaN	5.706110460E-5	3.552801791E-4	3.533666895E-4	1.767060166E-4	1.048709382E-4	2.846031566E-4	4.642411659E-4	3.501852916E-4	2.004479757E-4	2.574576938E-4	4.178918316E-4	5.997598055E-4	7.101184456E-4	6.064702175E-4	3.777940874E-4	1.865850063E-4	2.387229506E-5	NaN	1.611511543E-4	3.131640842E-4	1.699719578E-4	NaN	2.713898357E-5	2.057775419E-4	1.467143156E-4	1.640816190E-4	3.066718346E-4	3.755624348E-4	3.142478236E-4	1.608484308E-4	8.406431152E-5	2.226119977E-4	5.569251371E-4	8.373157470E-4	7.531944430E-4	4.426575324E-4	2.917725069E-4	3.060527379E-4	1.871816494E-4	9.204916751E-6	1.098860739E-4	2.282195928E-4	8.094823716E-5	8.903246567E-7	1.204768996E-4	2.766041143E-4	3.379955306E-4	2.700403857E-4	2.479522373E-4	3.913374094E-4	3.812229261E-4	1.003698053E-4	1.299333962E-4	5.314250593E-4	7.783515612E-4	6.895156694E-4	3.296537616E-4	7.045249367E-5	1.385424257E-4
