2.144531318E-4	1.022979195E-4	2.867132425E-4	4.680052516E-4	3.611012071E-4	2.005079004E-4	1.626062731E-4	1.043637239E-4	6.816202949E-5	1.932216110E-4	2.859945525E-4	2.617409627E-4	2.511037455E-4	1.674799860E-4	5.700164911E-5	8.807579434E-5	2.621695457E-4	4.827484663E-4	5.351305008E-4	4.286561743E-4	3.396519751E-4	3.399528796E-4	4.474313755E-4	5.193740362E-4	4.944215179E-4	4.680395650E-4	3.683744580E-4	3.323839628E-4	5.232508993E-4	4.263997544E-4	1.597621849E-5	NaN	7.356611604E-5	3.188302799E-4	5.528362235E-4	5.940898554E-4	5.247615045E-4	3.412789665E-4	1.512897579E-4	1.187200396E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.333581506E-4	5.705762305E-4	5.361476797E-4	2.253885323E-4	1.359215457E-5	NaN	NaN	NaN	NaN	2.704596845E-4	3.563422651E-4	2.388960565E-4	2.074022923E-4	3.812587238E-4	5.470142933E-4	4.332476528E-4	2.466459700E-4	2.385077678E-4	2.792098676E-4	3.333538480E-4	3.413999802E-4	2.206520730E-4	9.601516649E-5	6.136466982E-5	1.466656104E-4	2.301626664E-4	1.684846211E-4	8.426945715E-5	1.201533014E-4	1.875677117E-4	1.064851167E-4	NaN	NaN	NaN	2.237344306E-4	4.493560991E-4	5.088258185E-4	4.063087981E-4	2.387016430E-4	2.045591827E-4	2.333967277E-4	1.373704436E-4	1.141889516E-5	1.142136898E-4	4.060013744E-4	4.871815327E-4	2.734773734E-4	1.084945106E-4	1.557827200E-4	2.648989321E-4	2.289871190E-4	9.108870290E-5	1.359309772E-5	NaN	NaN	NaN	NaN	NaN	1.142548626E-6	3.715467392E-5	1.607457962E-4	2.755280293E-4	1.712741941E-4	1.448151597E-4	4.064408422E-4	4.996448406E-4	3.945849312E-4	3.455516999E-4	2.879602544E-4	2.224505879E-4	2.472323249E-4	3.076414578E-4	3.700552625E-4	6.088252412E-4	8.850111626E-4	8.520858246E-4	5.466954317E-4	2.050819603E-4	8.189951041E-5	2.764725359E-4	4.429021501E-4	3.785863810E-4	3.910251253E-4	5.276497104E-4	4.611826153E-4	2.248779783E-4	1.377709559E-4	2.893254277E-4	5.594390677E-4	6.910962402E-4	5.253583658E-4	2.326252725E-4	NaN	NaN	NaN	1.279712305E-4	2.303535439E-4	3.821961291E-4	7.098210626E-4	9.684624965E-4	9.646327235E-4	7.123856340E-4	2.772091248E-4	NaN	5.412716291E-6	2.267261880E-4	3.525100474E-4	3.069128143E-4	1.707837946E-4	2.278135362E-4	4.458284529E-4	4.334966943E-4	2.290263365E-4	1.249540364E-4	1.934342145E-4	4.771079984E-4	7.537727943E-4	7.570140879E-4	6.835806998E-4	5.463304697E-4
NaN	NaN	3.789227922E-4	4.438238684E-4	2.008699521E-4	2.473263885E-4	4.344863992E-4	3.276794741E-4	1.708043274E-4	3.210505238E-4	5.577835836E-4	5.324514350E-4	3.308455634E-4	1.571813918E-4	8.315079322E-5	6.003688395E-5	5.509789116E-5	5.815552504E-5	NaN	NaN	7.130902668E-5	2.915133082E-4	4.571219324E-4	4.673233780E-4	3.631548025E-4	2.732646535E-4	1.656403765E-4	7.919737254E-5	9.042799502E-5	5.506101388E-6	NaN	3.001016012E-6	8.963286382E-5	2.175902482E-4	4.691830836E-4	6.959102466E-4	7.429428515E-4	4.493068845E-4	1.673082879E-4	2.280925110E-4	1.868063264E-4	NaN	NaN	NaN	1.520872611E-4	1.665040472E-4	NaN	NaN	1.861827768E-4	6.296590436E-4	7.878343458E-4	5.399070797E-4	1.895549503E-4	2.977560325E-5	NaN	1.144694852E-5	1.611475745E-4	3.029937507E-4	3.830989008E-4	3.577517637E-4	2.598474093E-4	2.606625494E-4	3.651736188E-4	3.434745886E-4	2.392594761E-4	2.121036086E-4	1.620354451E-4	2.151126100E-4	3.794416843E-4	3.773336939E-4	2.348685375E-4	1.051353975E-4	1.542833197E-4	3.647292615E-4	4.800392489E-4	5.605189363E-4	7.077497430E-4	6.323882262E-4	2.517319808E-4	NaN	NaN	NaN	1.277571282E-4	3.847274638E-4	3.399184498E-4	9.622272773E-5	7.313573587E-5	4.197637900E-4	6.935408455E-4	6.374288932E-4	5.031018518E-4	5.191519740E-4	5.411082529E-4	3.536757431E-4	1.361142640E-4	7.176054351E-5	7.939309580E-5	1.314880792E-4	2.063940046E-4	2.918569953E-4	2.985277388E-4	1.491228759E-4	2.858998232E-5	3.518751691E-5	1.507805573E-4	2.272815036E-4	6.103013584E-5	NaN	NaN	6.285190466E-5	5.275507283E-5	NaN	2.790348954E-4	5.322679644E-4	4.952976597E-4	3.829493071E-4	3.416888940E-4	3.916110145E-4	4.689066554E-4	4.196202208E-4	2.632596879E-4	3.882565652E-4	7.313046954E-4	8.389580762E-4	6.579998881E-4	2.602187451E-4	NaN	NaN	NaN	NaN	7.548765279E-5	4.586812283E-4	5.935447407E-4	4.908441915E-4	5.107661709E-4	6.581183407E-4	7.009104593E-4	5.677945446E-4	3.861390578E-4	3.132765414E-4	1.898871706E-4	NaN	1.138504649E-5	3.080111055E-4	3.947672376E-4	3.202225198E-4	4.508061102E-4	6.843957235E-4	7.276788820E-4	6.224503159E-4	4.064911918E-4	1.121233945E-4	NaN	NaN	1.037780385E-4	1.937668712E-4	1.463423978E-4	2.040719264E-4	4.049430718E-4	4.116514174E-4	3.719007655E-4	5.444072885E-4	7.449925761E-4	8.905299474E-4	8.925625007E-4	6.738347583E-4	4.544238036E-4	2.480419062E-4
NaN	NaN	4.825923243E-4	4.781666794E-4	1.484992245E-4	2.673852723E-4	5.943333381E-4	5.493333447E-4	3.887125349E-4	5.177927087E-4	7.229443290E-4	5.698365858E-4	2.464105200E-4	1.956720080E-4	3.373392101E-4	3.455931437E-4	1.854240982E-4	NaN	NaN	NaN	NaN	1.552140457E-4	2.102801373E-4	1.836135780E-4	1.684953895E-4	1.499882055E-4	7.362349425E-5	NaN	NaN	NaN	NaN	1.065657398E-5	NaN	8.858572983E-6	2.925709414E-4	5.690370454E-4	6.209678249E-4	2.980689460E-4	1.098849098E-4	3.625645186E-4	4.466856481E-4	2.470593026E-4	1.526376145E-4	2.446801809E-4	5.281636841E-4	5.536661483E-4	1.097764180E-4	NaN	1.846540981E-4	5.606826744E-4	8.106356836E-4	8.429819136E-4	7.650576881E-4	6.161051570E-4	3.508552909E-4	2.427956060E-4	3.314180067E-4	3.346425947E-4	2.937393729E-4	3.162464418E-4	3.513285774E-4	3.659270587E-4	3.532260598E-4	2.949988702E-4	2.094263036E-4	6.692793977E-5	NaN	NaN	2.011806646E-4	3.762942215E-4	3.288826847E-4	1.950929727E-4	2.532158978E-4	5.351731088E-4	6.869260105E-4	7.528042188E-4	8.652158431E-4	7.644750294E-4	4.558891815E-4	9.628189582E-5	NaN	NaN	2.523952935E-5	2.069203329E-4	1.781435276E-4	9.779215179E-5	2.461497206E-4	5.945093581E-4	7.054631133E-4	5.595239927E-4	4.925773828E-4	5.875867791E-4	6.252019666E-4	4.503199307E-4	3.120905603E-4	2.956291137E-4	1.896893955E-4	6.472858513E-5	6.492038665E-5	2.276218729E-4	3.739898093E-4	2.823616087E-4	1.811647235E-4	2.463411947E-4	3.583008365E-4	4.024767550E-4	2.699093602E-4	NaN	NaN	1.967119606E-4	3.768401220E-4	1.270380017E-4	NaN	1.259193232E-4	2.481811971E-4	2.459679963E-4	2.548784250E-4	3.098666784E-4	2.922363346E-4	1.922665542E-4	1.248225599E-4	2.839235822E-4	5.675619468E-4	7.132057217E-4	6.885778857E-4	4.116686760E-4	6.911852688E-5	NaN	NaN	NaN	NaN	2.667429217E-4	4.895586753E-4	4.849919351E-4	5.575160030E-4	6.322467816E-4	4.787113867E-4	2.314599551E-4	1.898860210E-4	3.957740846E-4	4.836907319E-4	2.669563110E-4	1.568059379E-4	2.811881131E-4	2.140615397E-4	NaN	NaN	1.204020518E-4	1.679735433E-4	2.988921187E-4	4.853643768E-4	4.170849279E-4	1.182760534E-4	NaN	NaN	NaN	3.653423119E-5	1.327024511E-4	3.418444830E-4	3.147007083E-4	2.602046006E-4	5.678798188E-4	9.367943858E-4	1.031386200E-3	7.752488600E-4	3.604455851E-4	1.556355419E-4	1.447734976E-4
NaN	3.216351033E-4	7.365157362E-4	6.303747068E-4	2.123904997E-4	1.749285002E-4	3.958495799E-4	4.281541624E-4	4.219283874E-4	5.672071129E-4	6.539382739E-4	4.228744365E-4	1.558062650E-4	2.450073662E-4	4.955131444E-4	5.592076341E-4	4.109640140E-4	1.252445072E-4	NaN	NaN	1.769620285E-4	2.814273466E-4	2.288817450E-5	NaN	NaN	NaN	NaN	NaN	NaN	6.937120634E-5	1.622714772E-4	6.018816202E-5	NaN	1.236057142E-4	3.821578866E-4	5.257453886E-4	4.957750789E-4	2.381374943E-4	9.341170517E-5	2.630809031E-4	3.319321549E-4	2.600011067E-4	2.924022265E-4	4.438400501E-4	7.593598566E-4	7.599974051E-4	2.424675622E-4	NaN	1.641918352E-4	4.091617302E-4	5.912004854E-4	7.299365825E-4	8.874582127E-4	8.502315031E-4	5.030625616E-4	2.915470395E-4	3.236040357E-4	2.247752709E-4	1.373347186E-5	NaN	1.465290698E-4	3.701361711E-4	4.479221534E-4	4.365248606E-4	3.497301950E-4	1.197187157E-4	NaN	NaN	4.599639215E-5	1.955398911E-4	2.880924731E-4	3.151757701E-4	4.502428346E-4	6.448526983E-4	6.002415321E-4	5.202571629E-4	5.863609840E-4	5.529973423E-4	4.321478773E-4	2.577335690E-4	1.482976586E-5	8.659070772E-6	1.354157430E-4	8.319423068E-5	1.042202130E-4	3.515767457E-4	6.579768378E-4	7.685945602E-4	4.815662687E-4	1.421020424E-4	1.385399373E-4	3.803960863E-4	5.665811477E-4	5.145543837E-4	4.809706297E-4	5.292919814E-4	3.446220071E-4	5.009917732E-5	NaN	5.067111124E-5	3.179549822E-4	3.825144668E-4	2.301371860E-4	9.018711717E-5	3.174397352E-5	9.982888878E-5	1.835438306E-4	6.622919318E-5	NaN	3.320571850E-4	7.077284390E-4	3.344909928E-4	NaN	NaN	NaN	1.518732024E-4	2.022682165E-4	1.953744504E-4	8.705703658E-5	NaN	NaN	NaN	2.025244612E-4	4.641771375E-4	6.086966023E-4	4.781841999E-4	2.836649946E-4	1.217891258E-4	NaN	NaN	NaN	1.464973611E-4	2.704227227E-4	2.171972010E-4	2.651880204E-4	3.145361843E-4	1.919416100E-4	7.576783537E-5	1.975514897E-4	5.331576103E-4	7.327570929E-4	5.126725300E-4	2.056092198E-4	1.655571832E-4	1.239092089E-4	NaN	NaN	NaN	NaN	2.769109960E-5	4.311165540E-4	5.690752296E-4	3.699086374E-4	2.390146437E-5	NaN	NaN	NaN	1.736026170E-4	4.332739045E-4	3.815005184E-4	1.082592426E-4	1.540842350E-4	4.660172854E-4	6.190910353E-4	3.603027144E-4	NaN	NaN	2.870474782E-5
1.586335129E-4	5.474165664E-4	7.705639582E-4	6.077444996E-4	2.386726119E-4	8.214339323E-5	1.418721658E-4	2.331038704E-4	3.631919390E-4	4.254395026E-4	3.402634175E-4	1.871305431E-4	1.365260541E-4	2.397272910E-4	3.231680021E-4	3.036886337E-4	2.422561374E-4	1.510818838E-4	6.292175385E-5	2.241319453E-4	5.736874882E-4	5.465774448E-4	5.102906289E-5	NaN	NaN	NaN	NaN	NaN	1.460663916E-4	3.647888370E-4	4.278318956E-4	3.239470825E-4	2.252730192E-4	2.793371095E-4	3.640530049E-4	4.234448716E-4	4.584248527E-4	3.695058986E-4	1.857861498E-4	5.749588672E-5	3.639608985E-5	1.605685829E-4	3.505278728E-4	4.997086362E-4	6.763454294E-4	5.644954508E-4	1.027379185E-4	NaN	1.548645232E-4	3.268759465E-4	2.943524159E-4	2.168997889E-4	3.640667128E-4	5.141691654E-4	4.318386200E-4	3.471536911E-4	3.033742250E-4	1.442198263E-4	NaN	NaN	NaN	2.622194297E-4	4.874723672E-4	6.284097908E-4	5.821564700E-4	3.476759593E-4	2.514271473E-4	2.795491891E-4	1.997497602E-4	1.413015416E-4	2.042330598E-4	2.820338705E-4	4.530608712E-4	5.707626115E-4	4.194034555E-4	3.415078681E-4	4.565501586E-4	4.161490069E-4	2.637504658E-4	1.903767406E-4	1.897913899E-4	2.793635358E-4	2.430386376E-4	3.357733294E-5	1.085398326E-4	4.662699357E-4	6.995763979E-4	6.304792478E-4	2.806632256E-4	4.603524212E-5	1.899316412E-4	4.583161208E-4	5.436992506E-4	3.820389102E-4	3.199163184E-4	4.470270942E-4	3.450392396E-4	7.586999709E-5	NaN	1.300393924E-4	3.943052143E-4	4.670334165E-4	2.179808362E-4	NaN	NaN	NaN	1.162275730E-4	7.378809096E-5	7.247271424E-5	4.170522152E-4	7.265877211E-4	3.456608974E-4	NaN	NaN	NaN	1.583061094E-4	1.403977658E-4	1.467849506E-4	1.688135817E-4	9.674020839E-5	NaN	NaN	NaN	2.827047138E-4	4.704480525E-4	4.448208492E-4	5.089526530E-4	4.829709069E-4	NaN	NaN	NaN	1.040660791E-4	7.123973046E-5	NaN	NaN	8.200086995E-6	NaN	NaN	1.093646351E-4	4.004249349E-4	6.934112753E-4	6.135214353E-4	2.758372575E-4	1.887122053E-4	3.135288716E-4	3.587946703E-4	3.340283292E-4	1.701701694E-4	NaN	NaN	2.914785291E-4	4.672841460E-4	4.537468776E-4	3.055228153E-4	2.661611143E-5	NaN	NaN	1.993608748E-4	5.034240312E-4	5.131547223E-4	1.455417951E-4	NaN	NaN	1.784172491E-5	NaN	NaN	NaN	NaN
3.764689027E-4	5.625586491E-4	6.030568038E-4	5.046886508E-4	3.154070291E-4	1.490441355E-4	9.694785695E-5	2.037706872E-4	3.212708398E-4	1.707065967E-4	NaN	NaN	1.503138774E-4	2.669488895E-4	2.264955401E-4	6.857587141E-5	1.009543121E-5	1.327763457E-4	2.500808332E-4	4.018485197E-4	6.253331667E-4	5.123314913E-4	NaN	NaN	NaN	NaN	NaN	5.063169010E-5	2.906276495E-4	5.459332606E-4	5.658489536E-4	4.060463107E-4	2.457603405E-4	1.526183041E-4	1.146798095E-4	2.021794353E-4	3.496078134E-4	3.819896665E-4	2.070956398E-4	NaN	NaN	2.357380727E-4	4.506873083E-4	4.707094049E-4	4.418484459E-4	2.416090574E-4	NaN	NaN	1.873053552E-4	3.097697918E-4	5.410018275E-5	NaN	NaN	2.605874324E-4	4.450549895E-4	5.286296946E-4	4.721920704E-4	3.264537081E-4	1.872584835E-4	6.545243377E-5	9.405887977E-5	1.942865929E-4	2.915765799E-4	5.125233438E-4	5.661682808E-4	4.192450142E-4	4.920351203E-4	5.982280709E-4	4.555131891E-4	3.221032675E-4	2.742618963E-4	2.266619413E-4	3.304227721E-4	4.244606243E-4	3.342881682E-4	4.078168422E-4	6.064234185E-4	4.776180140E-4	1.547977154E-4	4.559250374E-5	1.535120682E-4	2.481561678E-4	1.710947981E-4	8.856475324E-5	2.917970123E-4	5.698090536E-4	6.213159068E-4	5.154674291E-4	3.478099825E-4	3.568907850E-4	6.331750192E-4	8.012530161E-4	6.527973455E-4	3.543827042E-4	2.194213594E-4	3.111143596E-4	2.897938539E-4	1.308773353E-4	1.435446757E-4	3.328554740E-4	5.314473528E-4	5.777662154E-4	3.670993028E-4	8.001553215E-5	2.300561027E-5	1.770240051E-4	2.352328447E-4	1.637398818E-4	2.138455311E-4	4.300420696E-4	5.020825192E-4	1.367600053E-4	NaN	NaN	1.203603970E-4	1.708850032E-4	1.739858126E-4	3.053239780E-4	4.573390761E-4	4.099959915E-4	1.804965432E-4	7.383988850E-5	1.999969099E-4	3.716937499E-4	4.064617387E-4	4.284409806E-4	7.006699452E-4	8.174578543E-4	3.511114919E-4	NaN	NaN	9.071237582E-5	2.906333793E-5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.297327203E-4	5.532149808E-4	4.701369908E-4	4.293297243E-4	5.841820384E-4	7.052748115E-4	6.658897619E-4	4.105332482E-4	3.784655200E-5	NaN	9.164313815E-5	3.482091997E-4	5.084688892E-4	5.076545058E-4	2.202140313E-4	NaN	3.877832933E-5	3.770274052E-4	6.162838545E-4	5.773938610E-4	2.913982025E-4	4.170479224E-5	NaN	NaN	NaN	NaN	NaN	NaN
5.282070488E-4	5.605927436E-4	5.316713941E-4	4.635621735E-4	3.526830697E-4	2.112829825E-4	1.554231712E-4	2.454616770E-4	2.402879763E-4	NaN	NaN	6.072778433E-6	2.541725407E-4	3.867956693E-4	3.762509150E-4	1.646077872E-4	6.236288027E-5	2.979604760E-4	4.934645840E-4	4.910530988E-4	4.505269462E-4	2.029114985E-4	NaN	NaN	NaN	1.927212579E-4	2.141582663E-4	1.497283229E-4	3.833042283E-4	6.297262735E-4	4.953086609E-4	1.897877519E-4	6.525713979E-5	1.004137230E-4	1.021605349E-4	7.766093768E-5	7.012631977E-5	1.191150077E-4	1.610598847E-4	7.789759547E-5	1.106563795E-4	3.073779226E-4	3.829477355E-4	3.686625569E-4	3.603310033E-4	2.004666021E-4	NaN	5.189171588E-6	2.735454182E-4	2.820818336E-4	NaN	NaN	NaN	3.433800302E-4	5.768620176E-4	6.926393253E-4	5.848805304E-4	3.375185770E-4	2.324175875E-4	2.661427716E-4	2.416012576E-4	2.655610479E-5	NaN	2.403099934E-4	4.482821969E-4	3.986891825E-4	4.537469649E-4	4.880154447E-4	4.108274879E-4	4.374227428E-4	4.434623988E-4	2.852624748E-4	1.755289268E-4	1.309531362E-4	1.138881562E-4	3.211986623E-4	5.490653566E-4	4.194060748E-4	1.022028082E-4	NaN	1.170254836E-4	1.935203181E-4	1.592211047E-4	2.359330974E-4	4.493302840E-4	5.587110063E-4	5.598289426E-4	5.803269451E-4	5.730474950E-4	6.885261973E-4	9.521559696E-4	9.347583400E-4	6.115742144E-4	3.779064864E-4	3.295280039E-4	3.617381153E-4	3.395116655E-4	2.338471677E-4	2.506509190E-4	3.933377448E-4	4.767761275E-4	4.999272060E-4	3.975449363E-4	1.615384826E-4	9.698441863E-5	2.248414385E-4	2.475323563E-4	1.665117743E-4	1.717174746E-4	2.549283090E-4	2.156494302E-4	NaN	NaN	NaN	1.068085039E-4	2.507572353E-4	5.104265292E-4	7.900384371E-4	8.497813833E-4	6.055802223E-4	3.432108497E-4	3.367562313E-4	4.072149750E-4	4.033591540E-4	3.593484289E-4	3.811425122E-4	6.200794596E-4	7.380270981E-4	4.106536508E-4	8.490782784E-5	9.522199980E-5	2.256998996E-4	2.245184151E-4	7.429924881E-5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.456298437E-4	5.721388152E-4	5.841850652E-4	5.808759015E-4	6.567550008E-4	7.227139431E-4	5.378451315E-4	1.045752506E-4	NaN	NaN	2.250608668E-4	5.043547135E-4	5.575154210E-4	3.290950262E-4	1.156154322E-4	3.694239422E-4	7.819201564E-4	8.161481237E-4	5.557736149E-4	3.410745994E-4	2.746363461E-4	1.625427976E-4	3.065237252E-5	4.370576426E-5	NaN	NaN	NaN
5.388532882E-4	5.972490180E-4	5.722513306E-4	4.170290777E-4	2.343098022E-4	1.220313425E-4	1.671774953E-4	2.491679334E-4	1.192463242E-4	NaN	NaN	8.497876843E-5	3.352225467E-4	4.443189828E-4	4.572203616E-4	2.891281329E-4	2.003813279E-4	4.383499327E-4	6.295458297E-4	5.493843928E-4	3.434732207E-4	1.638262438E-5	NaN	NaN	6.789817417E-5	2.825684496E-4	9.428553312E-5	6.649636634E-5	5.079507246E-4	7.527450798E-4	3.907011705E-4	NaN	NaN	1.502892555E-4	3.310336906E-4	1.688306220E-4	NaN	NaN	2.462895936E-4	4.259728303E-4	3.875837720E-4	2.746459213E-4	1.797046571E-4	2.374825126E-4	3.228647693E-4	2.137079427E-4	5.152252925E-5	1.545663690E-4	3.524728527E-4	1.977881766E-4	NaN	NaN	6.962735642E-5	4.406406661E-4	7.208095049E-4	8.299042238E-4	5.333251320E-4	5.366682672E-5	NaN	6.337593845E-7	NaN	NaN	NaN	1.812514529E-4	4.598852829E-4	4.036453902E-4	3.017297713E-4	1.525652042E-4	1.125818453E-4	3.636725887E-4	5.695418804E-4	3.865618201E-4	1.428927862E-5	NaN	NaN	2.306569149E-5	1.773097028E-4	2.004339913E-4	1.062193842E-4	4.553181861E-5	1.932852319E-4	3.106777440E-4	2.736226888E-4	3.296718642E-4	3.676323104E-4	2.015431091E-4	1.335464622E-4	2.796736953E-4	4.402192426E-4	6.999316975E-4	9.755825158E-4	8.535255911E-4	4.890761338E-4	3.422926238E-4	3.284405102E-4	3.005466424E-4	3.475953999E-4	3.899300937E-4	4.024288792E-4	4.132606846E-4	3.503967309E-4	3.081028699E-4	2.666022920E-4	1.305786718E-4	8.203664038E-5	1.153010162E-4	8.762944344E-5	5.233549382E-5	4.944763714E-5	8.621798770E-5	1.201447158E-4	2.394878538E-5	NaN	NaN	8.567866462E-5	3.671949380E-4	7.347267237E-4	1.040783478E-3	1.035163878E-3	6.573153660E-4	3.392922517E-4	2.889488533E-4	2.428053558E-4	2.054042125E-4	2.106389875E-4	1.851040579E-4	2.717465395E-4	3.760290274E-4	3.037148272E-4	2.651027753E-4	3.921449534E-4	5.073014763E-4	4.556589993E-4	2.515091328E-4	3.574832226E-5	NaN	NaN	NaN	NaN	NaN	NaN	8.786211401E-5	4.251464852E-4	4.538095091E-4	3.058048605E-4	3.566115629E-4	6.445813342E-4	6.805842277E-4	2.984741295E-4	NaN	NaN	1.800043392E-4	3.923226614E-4	4.754032998E-4	3.890020889E-4	2.753898734E-4	5.237949081E-4	8.968696930E-4	8.795647882E-4	5.906124716E-4	4.164275015E-4	4.044146626E-4	3.643741074E-4	2.686226799E-4	1.297816198E-4	NaN	NaN	1.434827282E-4
5.294096773E-4	6.257272908E-4	5.452065379E-4	2.885909926E-4	1.063086747E-4	9.352891357E-5	2.294522710E-4	2.506515011E-4	NaN	NaN	NaN	2.305614908E-5	3.391382052E-4	4.805349745E-4	4.612014454E-4	3.061309981E-4	2.163912141E-4	3.624812234E-4	5.082532880E-4	4.775102134E-4	3.164162918E-4	8.188303764E-5	NaN	2.775463486E-7	2.631271200E-4	3.204209788E-4	NaN	NaN	5.128764315E-4	8.089306066E-4	4.557121720E-4	2.030333007E-6	NaN	2.178890572E-4	4.936240730E-4	3.769372415E-4	3.818950427E-5	2.899069841E-5	3.963616327E-4	6.496721180E-4	5.592542002E-4	2.902575943E-4	1.605254365E-4	2.226050128E-4	2.385923435E-4	1.478538761E-4	9.724362462E-5	2.063130087E-4	2.541417780E-4	2.526571916E-5	NaN	NaN	1.866703824E-4	4.112012393E-4	7.685407181E-4	9.108135710E-4	5.026228609E-4	8.879841516E-6	NaN	NaN	NaN	NaN	NaN	1.914633322E-4	3.796663659E-4	3.642539959E-4	2.678596356E-4	NaN	NaN	1.332661923E-4	5.725754891E-4	4.968097783E-4	7.128138532E-5	NaN	NaN	NaN	NaN	1.832679554E-4	2.406201238E-4	8.867862198E-5	1.602510310E-4	2.934498189E-4	2.436644136E-4	2.721913916E-4	2.088771435E-4	NaN	NaN	NaN	1.557756696E-5	3.977924353E-4	7.520387881E-4	7.437224267E-4	5.175467813E-4	3.445810871E-4	1.526806736E-4	5.467502342E-5	3.180745407E-4	6.601589266E-4	7.204185822E-4	5.674724816E-4	3.787935129E-4	2.990176145E-4	2.982354490E-4	2.515028464E-4	1.691368379E-4	5.658410373E-5	NaN	1.523662741E-5	8.354079182E-5	1.960347727E-4	3.695555788E-4	3.749118769E-4	7.978847134E-5	NaN	8.645436537E-6	3.010691726E-4	5.104077281E-4	7.374034612E-4	8.000921225E-4	4.909803392E-4	2.479992690E-4	2.290061384E-4	1.545388513E-4	1.163876805E-4	1.195709920E-4	3.543369894E-5	2.971011418E-5	1.371202379E-4	2.248621458E-4	3.724668932E-4	5.858967779E-4	6.247945130E-4	4.234626540E-4	1.904137462E-4	8.825552504E-5	1.199552134E-4	NaN	NaN	NaN	NaN	NaN	NaN	6.089871385E-5	1.149848686E-4	1.342994346E-5	9.057274292E-5	4.669875489E-4	6.799598923E-4	4.859589681E-4	2.437067014E-4	1.894937013E-4	2.121740836E-4	2.522081195E-4	3.712260805E-4	3.880015283E-4	2.360348444E-4	2.536142711E-4	5.223412882E-4	7.209235919E-4	6.710310117E-4	5.327334511E-4	4.671163624E-4	4.718285345E-4	4.289890931E-4	1.496797922E-4	NaN	NaN	1.178524035E-4
4.104367690E-4	5.202173488E-4	3.675838525E-4	9.142581985E-5	1.013800502E-4	3.222504456E-4	4.948291462E-4	3.929674567E-4	7.561366510E-5	NaN	NaN	3.387021934E-5	3.514597192E-4	5.200683954E-4	4.634844954E-4	3.162462381E-4	2.770498395E-4	3.862022422E-4	4.761465825E-4	4.729892826E-4	3.640332434E-4	1.953942847E-4	1.235550153E-4	1.841194025E-4	4.301291774E-4	5.806586123E-4	3.122498165E-4	1.235105738E-4	3.946302459E-4	6.795318914E-4	6.385746528E-4	4.605309514E-4	3.600989876E-4	3.916571732E-4	4.679999838E-4	3.823374864E-4	1.412303245E-4	9.470591613E-5	3.461807501E-4	5.498349201E-4	4.877600295E-4	3.373946820E-4	3.638741618E-4	4.102139792E-4	3.148741380E-4	2.693276329E-4	2.865716815E-4	2.718510223E-4	1.507174311E-4	NaN	2.037413469E-5	2.181339805E-4	2.432980982E-4	2.691495174E-4	5.711709382E-4	7.447494427E-4	4.880847409E-4	2.509843325E-4	3.107325028E-5	NaN	NaN	NaN	NaN	5.289940236E-5	1.214237855E-4	3.553536371E-4	5.526561872E-4	2.172524837E-4	NaN	3.712336184E-5	5.432500038E-4	5.730778212E-4	2.563538437E-4	6.743366248E-5	5.805008550E-5	5.546051034E-5	1.446503884E-4	4.221521667E-4	4.656503734E-4	1.924703829E-4	1.227641333E-4	1.842008787E-4	1.547547872E-4	2.064275468E-4	1.470858697E-4	NaN	NaN	NaN	NaN	1.184623252E-4	4.253074003E-4	5.711175036E-4	5.418778746E-4	3.474710102E-4	5.036452421E-5	7.370635558E-6	4.280838184E-4	8.782922523E-4	9.697066853E-4	7.972499589E-4	5.847404827E-4	4.738787538E-4	4.300634901E-4	3.226569388E-4	1.318592113E-4	7.451285001E-6	4.896370592E-5	1.388178061E-4	2.566443582E-4	5.036877119E-4	7.722929004E-4	7.317542331E-4	2.698889002E-4	NaN	NaN	2.581657282E-5	7.077841292E-5	2.464192221E-4	3.500589228E-4	1.361088071E-4	6.645809481E-5	2.288905962E-4	2.279606852E-4	1.481585350E-4	1.467251568E-4	1.640672563E-4	1.922957890E-4	2.071220806E-4	2.234505519E-4	4.019328335E-4	6.728380686E-4	6.541657494E-4	2.945075103E-4	NaN	NaN	5.892874105E-5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.674094576E-4	5.216216668E-4	5.514051882E-4	4.982325481E-4	3.724276321E-4	1.265586034E-4	4.194946086E-5	1.833395509E-4	2.112497750E-4	4.428307511E-5	NaN	1.425232331E-4	4.625222646E-4	5.546262837E-4	4.898841726E-4	4.742859455E-4	4.915292375E-4	4.199967079E-4	1.516611374E-4	NaN	NaN	4.215422086E-5
