7.529518189E-5	6.988370296E-5	NaN	NaN	NaN	NaN	NaN	3.269512963E-4	5.307695828E-4	3.742664994E-4	3.196256512E-5	NaN	NaN	1.248721092E-4	3.998469620E-4	5.010048626E-4	4.677749239E-4	3.040178854E-4	2.582183697E-5	NaN	3.118237510E-5	3.012509842E-4	4.875361337E-4	5.731855636E-4	7.316000992E-4	8.091777563E-4	6.496596034E-4	5.312358844E-4	5.436936626E-4	5.536513636E-4	4.660450213E-4	2.771561849E-4	2.412329341E-4	3.584199294E-4	3.909000079E-4	3.248879802E-4	2.681733167E-4	3.918025177E-4	5.677463487E-4	6.055712001E-4	5.753902951E-4	5.099413102E-4	5.053537898E-4	4.645475128E-4	1.856142189E-4	7.804757843E-6	2.344721579E-4	5.818307982E-4	6.313080667E-4	3.828884801E-4	2.171762317E-4	2.260639449E-4	2.573555394E-4	2.861486864E-4	2.897995000E-4	1.663278235E-4	NaN	NaN	NaN	NaN	6.426349046E-6	1.869807311E-4	2.121893340E-4	1.492286392E-4	2.290191624E-4	2.812558378E-4	1.123281327E-4	NaN	NaN	2.424299055E-5	2.259352914E-4	4.256412503E-4	4.088518326E-4	3.214243625E-4	2.879865060E-4	2.788740094E-4	2.265918738E-4	5.828145368E-5	NaN	NaN	NaN	NaN	NaN	NaN	1.112706468E-5	1.802595798E-4	1.548417276E-5	NaN	2.474896901E-4	3.650936997E-4	1.925547549E-4	5.618981959E-5	1.350101375E-4	3.384370066E-4	3.512543044E-4	2.185008198E-4	2.821894886E-4	3.587704850E-4	2.961239079E-4	4.163424892E-4	6.637754850E-4	6.004979950E-4	2.848595032E-4	1.484183158E-4	3.519067541E-4	5.773483426E-4	3.950093815E-4	NaN	NaN	NaN	NaN	1.467263210E-4	1.703767775E-4	5.425115160E-5	NaN	1.228119072E-4	2.604977635E-4	2.340194478E-4	3.269319423E-4	5.729767145E-4	5.803853273E-4	4.489174171E-4	3.178605693E-4	1.464908564E-4	1.365754870E-4	3.054311092E-4	4.401165061E-4	3.635000321E-4	1.206698944E-4	NaN	NaN	NaN	NaN	4.928273484E-5	7.251721399E-5	2.646032772E-5	9.351105837E-5	3.844492894E-4	4.645562440E-4	9.222154767E-5	NaN	7.897584874E-5	4.097919154E-4	5.552270450E-4	2.841172100E-4	NaN	NaN	1.782151958E-4	1.116824933E-4	1.055074754E-4	4.364198248E-4	7.840226754E-4	8.847482386E-4	7.249100599E-4	4.810313694E-4	3.367848112E-4	8.797713963E-5	NaN	NaN	NaN	1.629067701E-4	3.283281985E-4	5.035118666E-4	7.371381507E-4	8.589350618E-4	7.869405090E-4	6.931142416E-4	5.091555067E-4	2.218471782E-4	1.302607125E-4	1.639974362E-4	7.746925257E-5	NaN	NaN
1.854641159E-4	2.783018572E-4	2.931818308E-4	3.566773084E-4	4.681135470E-4	3.682612150E-4	3.117719898E-4	6.134139840E-4	8.451754111E-4	6.972854608E-4	4.014492442E-4	2.154029062E-4	2.319790801E-4	3.100181057E-4	2.988492197E-4	2.876030630E-4	3.651800216E-4	3.654636675E-4	1.659918635E-4	1.880885065E-5	8.263986820E-5	2.237931767E-4	2.987745102E-4	3.272962058E-4	4.382434709E-4	4.653296492E-4	3.102975606E-4	2.329300769E-4	2.419169759E-4	2.278411848E-4	1.132448888E-4	NaN	2.254452702E-4	5.750830751E-4	6.271201419E-4	5.269896355E-4	4.184002173E-4	4.412529524E-4	5.157091655E-4	4.930585274E-4	4.389208625E-4	3.366776509E-4	2.637807629E-4	2.266239026E-4	6.117639714E-5	NaN	1.024636367E-4	3.741586988E-4	4.190128238E-4	1.857579045E-4	NaN	NaN	NaN	3.119054018E-4	3.291893227E-4	1.213021733E-5	NaN	NaN	7.984606054E-5	1.472337026E-4	1.786164939E-4	1.623474964E-4	1.285678300E-4	1.498995261E-4	2.411916939E-4	2.910471521E-4	2.194712142E-4	1.409950492E-4	1.470137795E-4	1.926112745E-4	2.600117296E-4	2.701181802E-4	2.035959769E-4	1.807589579E-4	1.960626978E-4	2.265735966E-4	2.006626892E-4	3.957095942E-6	NaN	NaN	NaN	NaN	NaN	NaN	2.111601352E-4	4.230465274E-4	3.589554981E-4	2.339464845E-4	2.121246507E-4	2.381690574E-4	1.668911282E-4	2.621824024E-5	5.112975123E-5	2.767591504E-4	2.942653664E-4	1.067045450E-4	2.326774993E-4	4.912415752E-4	4.745647311E-4	4.837603192E-4	6.275582127E-4	4.961620434E-4	1.255318493E-4	NaN	1.517929036E-6	2.604926995E-4	3.947872610E-4	3.646630503E-4	2.775272878E-4	1.310899388E-4	3.008319436E-5	4.442877616E-5	7.894550072E-5	1.313526591E-4	2.141709701E-4	2.590195509E-4	1.901571231E-4	1.202098574E-4	2.874882775E-4	4.462272918E-4	3.415046958E-4	2.322218643E-4	1.485099638E-4	2.558333290E-5	2.520075031E-5	1.512808376E-4	3.364001168E-4	4.931110307E-4	5.270765396E-4	5.223275512E-4	4.441258206E-4	2.356953773E-4	1.624145516E-4	2.563747985E-4	2.692141861E-4	2.517693210E-4	3.908386861E-4	6.461893208E-4	6.520058960E-4	2.591093071E-4	NaN	NaN	3.134749713E-4	7.395014400E-4	6.710255402E-4	2.307203104E-4	5.516976671E-5	1.216755627E-4	9.946380305E-5	1.375858992E-4	4.250737256E-4	7.286819164E-4	7.958630449E-4	5.997173721E-4	3.341826086E-4	2.581036824E-4	2.600699081E-4	1.324089826E-4	4.328318755E-5	4.827414159E-5	2.274268263E-5	5.368242637E-5	2.479778777E-4	5.537238321E-4	7.013228023E-4	5.919174291E-4	4.822966002E-4	3.494376142E-4	1.351132960E-4	1.355637069E-4	2.132261870E-4	4.060705032E-5	NaN	NaN
2.815557236E-4	3.206450201E-4	3.540363687E-4	5.501777632E-4	7.156340871E-4	5.481636617E-4	4.376146535E-4	6.986471708E-4	8.558638510E-4	7.598935626E-4	7.280340069E-4	7.655850495E-4	7.155442145E-4	5.064617144E-4	2.400485828E-4	1.955128246E-4	4.028175317E-4	4.707588232E-4	2.633180702E-4	1.411820704E-4	1.884620287E-4	1.964159310E-4	1.098706198E-4	4.405185337E-6	2.016691178E-5	1.271786168E-4	1.925207180E-4	1.965845586E-4	1.162482586E-4	1.089324651E-4	1.894607703E-4	2.075423108E-4	3.305631108E-4	4.260052228E-4	3.827158944E-4	4.258757981E-4	4.441709898E-4	4.314063990E-4	4.617087834E-4	4.593932827E-4	3.828626941E-4	2.086087770E-4	1.060724535E-4	1.039138660E-4	NaN	NaN	1.898680057E-4	4.848044773E-4	4.185342405E-4	1.265192986E-4	NaN	NaN	NaN	1.281447912E-4	2.673971176E-4	9.828819748E-5	5.549633715E-5	2.646641224E-4	4.325321934E-4	5.462146946E-4	5.831376184E-4	4.110673035E-4	2.525622840E-4	3.365609155E-4	4.578758089E-4	4.496533365E-4	4.013991565E-4	3.729511518E-4	4.079857899E-4	3.941984905E-4	1.933030871E-4	NaN	NaN	5.640634117E-5	1.001924757E-4	1.360665192E-4	2.195574343E-4	1.776090503E-4	1.028579618E-6	NaN	NaN	2.565345312E-5	2.309032570E-4	3.025064652E-4	5.333682057E-4	8.035901701E-4	8.531425265E-4	5.576203694E-4	1.508606802E-4	NaN	NaN	NaN	3.019953354E-8	3.014901595E-4	3.686242271E-4	2.146321640E-4	4.080767976E-4	7.252782234E-4	6.748567685E-4	5.972081563E-4	6.427571061E-4	3.798792895E-4	NaN	NaN	NaN	6.580822082E-5	2.722812060E-4	4.910710268E-4	5.611224915E-4	3.642948868E-4	9.139491158E-5	NaN	NaN	5.032200716E-5	1.029434570E-4	1.293224486E-4	2.416230200E-5	NaN	1.346265490E-4	3.296004434E-4	3.609670093E-4	4.049074778E-4	3.895379195E-4	2.836154308E-4	2.456243383E-4	3.037745482E-4	4.160422250E-4	5.540024722E-4	6.260673981E-4	6.099128514E-4	5.346660619E-4	4.094300384E-4	3.536815930E-4	3.156002786E-4	1.855359733E-4	1.850125846E-4	4.110444570E-4	6.478779833E-4	6.558651221E-4	3.866605111E-4	5.429187149E-5	NaN	2.029473690E-4	7.232151693E-4	8.220343734E-4	4.664871085E-4	1.322896132E-4	NaN	NaN	1.577326329E-4	3.632708103E-4	5.431866739E-4	6.071708631E-4	4.794558627E-4	3.713101032E-4	4.850032856E-4	5.545437452E-4	3.927846847E-4	2.733310394E-4	2.398630750E-4	8.715816512E-5	NaN	1.135979692E-4	3.952062689E-4	4.610511824E-4	3.137896711E-4	2.980062272E-4	4.066058318E-4	3.613617737E-4	2.983772429E-4	3.110374382E-4	1.826981461E-4	NaN	NaN
2.645550994E-4	2.442318364E-4	2.290726406E-4	3.776583471E-4	4.491682048E-4	2.423053957E-4	1.450968266E-4	3.204163513E-4	3.815349774E-4	3.742216795E-4	5.727284006E-4	7.234932273E-4	5.433772458E-4	2.300706692E-4	6.234770262E-5	1.338297006E-4	3.735039791E-4	4.541298549E-4	2.490404295E-4	1.043340744E-4	1.426359377E-4	1.678387634E-4	1.024650410E-4	3.271115247E-6	6.570515325E-6	1.650402264E-4	2.994600218E-4	2.671196999E-4	1.286913175E-4	1.806854852E-4	4.540439404E-4	5.383289536E-4	4.099814396E-4	2.507154713E-4	2.186798083E-4	3.940950264E-4	4.673234071E-4	4.531408777E-4	5.581007572E-4	6.125878426E-4	4.538378562E-4	1.957536151E-4	8.552481449E-5	7.038145850E-5	NaN	NaN	1.710611396E-4	5.487204762E-4	4.518188362E-4	1.665103191E-4	NaN	NaN	NaN	NaN	1.882020442E-4	2.846979187E-4	3.831524227E-4	4.840499896E-4	4.341655294E-4	4.412561830E-4	5.569369532E-4	4.595046921E-4	2.762046934E-4	3.606533865E-4	4.672679934E-4	4.091606243E-4	4.205559671E-4	5.068261526E-4	5.924355937E-4	5.560509744E-4	2.742918150E-4	2.581346234E-5	6.696885976E-5	1.438611798E-4	9.524070265E-6	NaN	4.422900020E-5	2.138064301E-4	2.037287923E-4	NaN	NaN	1.989282173E-4	4.965449916E-4	4.579531669E-4	5.363694509E-4	8.111922070E-4	9.234750760E-4	6.010096986E-4	1.343793119E-4	NaN	NaN	NaN	NaN	3.119766188E-4	4.428477550E-4	3.339035320E-4	4.823138297E-4	6.944619236E-4	5.625787308E-4	4.560160160E-4	5.469332100E-4	3.976786102E-4	8.995990356E-5	9.332413174E-5	2.472299966E-4	1.983896364E-4	8.237980364E-5	1.639872498E-4	3.859429271E-4	3.953482665E-4	1.145014030E-4	NaN	5.593589594E-5	9.705586854E-5	2.656881770E-5	1.051044965E-4	1.305129699E-4	4.185130820E-5	1.296121918E-4	3.229590657E-4	5.258844467E-4	6.982402992E-4	6.490995875E-4	4.099323705E-4	2.622466127E-4	3.581317724E-4	5.006092251E-4	4.927768023E-4	3.630465362E-4	2.348336129E-4	2.232146071E-4	3.382271971E-4	4.976788186E-4	4.505496763E-4	1.346175122E-4	NaN	1.177090235E-4	2.795660112E-4	3.172938013E-4	2.826843411E-4	1.793932897E-4	9.414993110E-5	2.113631781E-4	4.057498300E-4	4.015953746E-4	2.751371940E-4	1.122189133E-4	NaN	NaN	1.816912845E-4	3.212818701E-4	3.866362676E-4	4.719801072E-4	4.058450868E-4	3.777460370E-4	5.981035647E-4	6.379798870E-4	3.217131598E-4	1.274318929E-4	1.553710172E-4	8.835027256E-5	1.429972235E-5	2.041353146E-4	4.287440970E-4	3.913499531E-4	2.666018263E-4	3.419407003E-4	5.659034359E-4	5.568811321E-4	3.203335218E-4	2.090427297E-4	1.908770209E-4	1.135721977E-4	NaN
2.204308839E-4	1.446015522E-4	1.051628860E-4	1.870253182E-4	1.535413612E-4	NaN	NaN	NaN	NaN	9.246090826E-7	2.967947803E-4	4.070028954E-4	1.293340902E-4	NaN	1.591305590E-5	1.349488011E-4	1.875559828E-4	2.293903090E-4	1.086315824E-4	NaN	NaN	NaN	8.891172183E-5	1.234581578E-4	1.944762917E-4	3.341024276E-4	3.807117173E-4	3.132955753E-4	2.497138630E-4	3.478382132E-4	5.955435918E-4	5.655838759E-4	2.919571125E-4	2.290382399E-4	4.393120471E-4	6.792459171E-4	6.774700014E-4	6.234599859E-4	7.446481031E-4	7.370027597E-4	4.410151450E-4	1.309105864E-4	NaN	NaN	NaN	NaN	6.415527423E-6	3.002555168E-4	2.709623368E-4	1.852089335E-4	2.307591494E-4	2.837758511E-4	1.351940737E-4	NaN	4.889050615E-5	2.702056954E-4	4.129389126E-4	3.911013191E-4	1.630412298E-4	4.155920760E-5	1.664768788E-4	1.698525011E-4	9.048423090E-5	2.393577743E-4	3.211637086E-4	2.292935533E-4	3.004125610E-4	4.459389893E-4	5.288766697E-4	5.468628369E-4	4.057790502E-4	2.961881983E-4	3.511266550E-4	2.181902819E-4	NaN	NaN	NaN	1.400474721E-4	2.871552133E-4	6.411527806E-7	NaN	1.890463900E-4	5.058275419E-4	4.477337643E-4	4.132505564E-4	5.557412514E-4	6.059974548E-4	4.153435875E-4	2.354781755E-4	2.111852227E-4	1.403593342E-4	NaN	3.791596464E-5	3.406121978E-4	4.865219234E-4	3.712851612E-4	3.623469966E-4	3.390775237E-4	8.601530863E-5	NaN	1.912419539E-4	3.748342860E-4	3.704787232E-4	4.324555048E-4	5.095000379E-4	2.958267578E-4	NaN	NaN	4.418864046E-5	2.495762310E-4	7.940125215E-5	NaN	2.497702662E-4	2.955645032E-4	1.310035150E-4	2.713167632E-4	4.136895877E-4	2.881646506E-4	2.111855138E-4	2.872860059E-4	4.935952020E-4	6.688283174E-4	5.526813911E-4	1.639063703E-4	NaN	NaN	1.341461902E-4	6.604319060E-5	NaN	NaN	NaN	2.533099614E-4	5.802083760E-4	6.267362623E-4	2.803084499E-4	5.291168054E-5	1.080905495E-4	2.873143421E-5	NaN	NaN	1.696360414E-4	3.172612051E-4	3.127107339E-4	1.326811180E-4	NaN	8.295891894E-5	1.996861101E-4	5.261217302E-5	1.276491002E-5	2.888130257E-4	4.306706251E-4	3.785666486E-4	3.820810816E-4	2.978507837E-4	1.791367395E-4	2.962639264E-4	3.959604946E-4	2.083363070E-4	NaN	NaN	NaN	4.650819756E-5	2.297971077E-4	3.764602880E-4	3.813227813E-4	3.731602046E-4	4.080634681E-4	4.871458805E-4	4.317973508E-4	1.973353210E-4	6.030491204E-5	6.020182991E-5	3.475678022E-5	NaN
2.674012503E-4	1.426015515E-4	1.077548877E-4	1.370177488E-4	3.717567233E-5	NaN	NaN	NaN	NaN	1.252820803E-4	3.952906118E-4	4.039305204E-4	1.762410102E-4	1.590166503E-4	3.687225981E-4	2.675270080E-4	NaN	NaN	NaN	NaN	NaN	NaN	1.432120189E-4	1.752049284E-4	2.042205451E-4	3.108255041E-4	3.652892192E-4	4.001359048E-4	4.883845686E-4	5.920357071E-4	6.898535066E-4	5.444852286E-4	2.762521908E-4	3.330447362E-4	6.297129439E-4	8.484791033E-4	8.454587078E-4	7.832638221E-4	7.910027052E-4	6.365062436E-4	3.072636900E-4	7.192313205E-5	NaN	NaN	NaN	NaN	NaN	1.252361399E-4	2.434696362E-4	3.932490654E-4	5.091724452E-4	4.995663767E-4	2.238716988E-4	NaN	2.037655395E-5	2.289363329E-4	2.663060150E-4	1.644635777E-4	NaN	NaN	5.001279351E-5	9.779060201E-5	7.671451749E-5	2.355353790E-4	2.274325379E-4	3.945787103E-5	6.380533887E-5	2.086671448E-4	3.356938250E-4	4.431174602E-4	4.131905152E-4	3.981346963E-4	5.062227719E-4	3.246114065E-4	NaN	NaN	NaN	1.265712781E-4	3.396951361E-4	1.359894814E-4	NaN	2.419822849E-4	5.111463834E-4	5.419831141E-4	4.826303048E-4	4.269135825E-4	3.415232059E-4	2.665024076E-4	3.601966309E-4	4.752921523E-4	3.053957771E-4	1.687903568E-5	4.901718967E-6	2.895437647E-4	5.029829917E-4	4.943546955E-4	3.990814439E-4	1.776519784E-4	NaN	NaN	NaN	2.094374067E-4	3.422179143E-4	4.044461821E-4	4.422029597E-4	2.783004020E-4	NaN	NaN	NaN	2.564080569E-5	6.301849498E-5	1.237846300E-4	2.925105509E-4	2.154897666E-4	4.409758185E-5	2.568431955E-4	4.594928760E-4	2.952955838E-4	6.241255323E-5	1.641497875E-5	2.029366588E-4	3.869161592E-4	3.485226480E-4	9.287895955E-5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.087426110E-4	4.802712938E-4	5.831788294E-4	3.924959456E-4	3.314517671E-4	4.198825918E-4	1.482577791E-4	NaN	NaN	NaN	3.025697952E-4	3.724934068E-4	2.229383681E-4	1.506244589E-4	3.245336702E-4	4.760501906E-4	3.357483365E-4	2.499891270E-4	4.781131283E-4	5.648711813E-4	3.572462592E-4	2.036378428E-4	1.371113758E-4	5.393062020E-5	1.052197113E-4	2.713366703E-4	2.879642998E-4	9.625140228E-5	NaN	7.452271529E-5	2.332571021E-4	2.353547025E-4	2.240511240E-4	2.987279149E-4	3.233262105E-4	2.510050545E-4	2.760748612E-4	3.141018678E-4	1.831097179E-4	1.547140710E-5	NaN	NaN	NaN
4.534995242E-4	3.958702146E-4	3.459403524E-4	2.126855397E-4	4.162743426E-5	7.823560009E-5	2.654017007E-4	2.323537774E-4	1.746466733E-4	3.076016728E-4	3.675992193E-4	2.672412083E-4	1.863173384E-4	3.392263607E-4	4.915691679E-4	2.191691456E-4	NaN	NaN	NaN	NaN	NaN	1.736281265E-4	3.679110960E-4	3.228670394E-4	2.395572956E-4	2.627354406E-4	3.336872323E-4	4.338478029E-4	5.630637170E-4	6.118385936E-4	6.095516146E-4	5.395862390E-4	4.381469917E-4	4.711625515E-4	5.523109576E-4	5.813472671E-4	5.570696667E-4	5.064162542E-4	4.162129480E-4	2.369607100E-4	1.378009038E-4	1.890854910E-4	1.132411053E-4	NaN	NaN	2.005667375E-5	8.480480028E-5	1.385303331E-4	3.919485316E-4	6.410595379E-4	5.856016651E-4	3.230293805E-4	2.739111096E-6	NaN	1.588589948E-4	3.490709059E-4	2.411687310E-4	6.268861762E-5	NaN	NaN	1.781778556E-4	2.985050960E-4	2.164382604E-4	2.244118223E-4	1.282171870E-4	NaN	NaN	NaN	2.420594974E-4	4.261223366E-4	4.356587306E-4	4.574593622E-4	5.518050166E-4	3.944724740E-4	NaN	NaN	NaN	2.626278438E-4	3.411220387E-4	2.106818283E-4	2.288447868E-4	4.572939943E-4	5.843973486E-4	5.434607738E-4	3.928338410E-4	2.456487564E-4	2.140776342E-4	2.722180216E-4	4.434451985E-4	5.192689132E-4	2.087537287E-4	NaN	NaN	5.142083319E-5	4.174337373E-4	6.191183929E-4	5.313209840E-4	2.412790345E-4	5.190537559E-5	7.723474846E-5	1.080583970E-4	7.315642142E-5	9.850873175E-5	2.072436037E-4	3.128203971E-4	2.317232429E-4	NaN	NaN	NaN	1.512966355E-5	1.431741257E-4	1.581657561E-4	1.349760132E-4	3.097036824E-5	NaN	1.647857280E-4	3.549248795E-4	1.488056732E-4	NaN	NaN	NaN	1.032333748E-4	1.649574988E-4	2.152636007E-4	1.580791140E-4	NaN	NaN	NaN	NaN	NaN	1.189451941E-4	2.096161043E-4	3.365422890E-4	4.644439614E-4	4.409603134E-4	4.641685809E-4	5.561420694E-4	3.731154138E-4	NaN	NaN	NaN	1.142396359E-4	4.064870009E-4	5.312386202E-4	5.500045954E-4	5.367072881E-4	5.224777851E-4	4.722582235E-4	5.060250987E-4	6.498029106E-4	5.553901428E-4	1.869669504E-4	NaN	NaN	1.411591256E-5	1.127260402E-4	2.109010966E-4	2.098683181E-4	8.689503738E-5	1.304257967E-5	2.347207628E-4	4.469317792E-4	2.699925390E-4	9.631317516E-5	1.767763024E-4	1.269957720E-4	NaN	1.760292216E-4	4.135810887E-4	3.240818623E-4	5.352926019E-5	NaN	NaN	1.722567322E-5
4.157540388E-4	5.301882629E-4	5.856832140E-4	4.124067491E-4	2.634497068E-4	4.067985865E-4	6.294685300E-4	5.935319932E-4	4.449965199E-4	2.869339369E-4	3.025595470E-5	NaN	NaN	5.644620978E-5	1.396922016E-4	NaN	NaN	NaN	NaN	1.118608416E-4	2.262531343E-4	2.895278158E-4	3.741269757E-4	4.147990257E-4	4.159883829E-4	3.986046941E-4	3.621120413E-4	2.777390764E-4	2.226886863E-4	2.528635669E-4	3.659267677E-4	4.722205049E-4	4.794998094E-4	4.420493497E-4	3.743470006E-4	2.580953878E-4	1.526651176E-4	1.155111167E-4	4.354530029E-5	NaN	1.075758919E-4	3.782039857E-4	3.165114613E-4	2.550027966E-5	NaN	5.005795538E-5	1.085493859E-4	1.719770808E-4	4.645690788E-4	7.040176424E-4	4.771350359E-4	6.425889751E-6	NaN	NaN	1.889765554E-4	4.070605792E-4	3.126185911E-4	1.564921404E-4	NaN	NaN	2.650727401E-4	3.994124709E-4	2.786012192E-4	2.152508678E-4	1.746432827E-4	1.514767791E-5	NaN	1.843424343E-6	2.444506972E-4	2.881300461E-4	2.875642676E-4	4.031776043E-4	3.946440993E-4	1.957848144E-4	5.823104220E-5	2.528152545E-4	5.931189517E-4	5.927897873E-4	3.059720329E-4	1.296042319E-4	2.091127099E-4	3.802348219E-4	4.385990323E-4	3.860980796E-4	2.505898301E-4	2.048882598E-4	3.718081280E-4	5.274443538E-4	6.066499627E-4	5.474606878E-4	1.487867557E-4	NaN	NaN	NaN	1.550366724E-4	5.465869908E-4	5.517362733E-4	2.836583299E-4	2.082040446E-4	3.881019657E-4	3.950693936E-4	1.157276274E-4	NaN	1.405097428E-4	2.803068492E-4	1.752215176E-4	NaN	NaN	3.059099618E-5	2.821525559E-4	3.584077349E-4	2.364796819E-4	2.057831298E-4	2.325032838E-4	1.295107213E-4	1.353428233E-4	2.220808965E-4	1.529379006E-5	NaN	NaN	NaN	NaN	NaN	1.196395533E-4	NaN	NaN	NaN	NaN	NaN	1.016261831E-5	2.070352202E-4	2.493071370E-4	3.144250659E-4	4.478749761E-4	4.355429264E-4	3.074374690E-4	2.684828360E-4	2.748312836E-4	2.227399818E-4	4.741147859E-5	NaN	9.612763824E-5	4.466155660E-4	6.201192737E-4	5.600619479E-4	3.314763890E-4	2.106870961E-4	3.130704572E-4	5.221758620E-4	6.500961608E-4	4.638571991E-4	8.811642329E-5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.957946272E-4	5.565134343E-4	2.681100741E-4	NaN	5.905442958E-5	6.569202469E-6	NaN	1.517360361E-4	4.895832390E-4	4.475683381E-4	1.806270302E-4	NaN	NaN	NaN
1.423020294E-4	3.745238355E-4	6.218166673E-4	5.772219156E-4	4.732762754E-4	5.251889233E-4	5.996474065E-4	6.273310282E-4	6.401020801E-4	4.487027181E-4	6.455497351E-5	NaN	NaN	3.114240099E-5	8.700197941E-5	3.664962060E-5	NaN	NaN	NaN	1.356752473E-4	1.689641213E-4	5.665165190E-6	1.002222416E-5	2.353940508E-4	4.862898495E-4	5.997020053E-4	5.324225058E-4	1.897501061E-4	NaN	NaN	1.095814659E-4	3.647659905E-4	3.428633208E-4	2.268101962E-4	1.945652912E-4	1.687441836E-4	1.248763292E-4	1.503473759E-4	9.712862084E-5	NaN	1.132627804E-4	2.577676787E-4	7.824532076E-5	NaN	NaN	NaN	6.727256732E-6	6.263483374E-5	3.489529190E-4	6.008743076E-4	3.324145218E-4	NaN	NaN	NaN	1.356952562E-4	3.528140951E-4	3.230636066E-4	2.654654090E-4	2.061930427E-4	1.958165522E-4	2.887191658E-4	2.849937009E-4	2.009203163E-4	2.399572404E-4	3.005709441E-4	1.871094864E-4	7.471915887E-5	2.222359326E-4	2.869583550E-4	2.280466288E-5	NaN	2.811545273E-4	2.565989853E-4	5.273684292E-5	2.284497750E-4	7.734259707E-4	1.078395522E-3	7.284344174E-4	2.100522979E-4	7.535395525E-6	NaN	NaN	4.184516729E-5	2.395656338E-4	3.665791592E-4	4.805397184E-4	6.918221479E-4	8.108193288E-4	7.644168800E-4	6.059612497E-4	2.463536512E-4	NaN	NaN	NaN	NaN	3.152778663E-4	4.640223633E-4	2.426184074E-4	2.304061927E-4	5.249708192E-4	5.764339003E-4	2.415096678E-4	1.063910895E-4	2.990303619E-4	3.625636455E-4	1.954679756E-4	2.294855949E-5	5.400930240E-5	3.151034762E-4	6.144996732E-4	6.471126107E-4	4.710963403E-4	4.970111186E-4	5.755514721E-4	3.617881739E-4	1.692720980E-4	1.474305172E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.217621466E-4	NaN	NaN	NaN	NaN	1.723514724E-4	3.164281079E-4	3.998821194E-4	4.230917548E-4	4.138643562E-4	2.828245924E-4	7.549897418E-5	NaN	5.075138688E-5	1.792516414E-4	1.970939047E-4	1.476145990E-4	3.088300000E-4	4.770739179E-4	4.466149257E-4	2.993571106E-4	6.153486174E-5	NaN	1.584362035E-4	4.025332746E-4	5.049100146E-4	3.036323178E-4	3.267188731E-5	3.926819409E-5	1.028242696E-4	NaN	NaN	NaN	NaN	NaN	4.799287854E-5	4.156583163E-4	6.412004586E-4	2.643228217E-4	NaN	NaN	NaN	NaN	1.348022779E-4	3.889038635E-4	4.063633969E-4	3.060627496E-4	2.501504496E-4	1.807024819E-4	1.244967007E-5
1.206076704E-4	3.032813547E-4	5.065345904E-4	4.344637273E-4	2.817931236E-4	2.073516225E-4	1.563840779E-4	2.434007620E-4	5.180382868E-4	5.922864657E-4	3.244486288E-4	1.237073448E-4	1.678203553E-4	3.250198206E-4	4.505490942E-4	4.321934539E-4	2.074599615E-4	NaN	NaN	1.769435476E-4	1.897049806E-4	NaN	NaN	1.268512133E-4	3.862038429E-4	5.834960612E-4	6.674462929E-4	3.720010282E-4	NaN	NaN	NaN	1.795445569E-4	1.770823874E-4	7.183677371E-5	9.438466077E-5	2.093597286E-4	3.179649357E-4	3.892264795E-4	2.393086907E-4	8.121375686E-6	3.995025963E-6	NaN	NaN	NaN	5.988310295E-5	1.628470200E-4	NaN	NaN	1.238076366E-4	3.720536188E-4	1.318050490E-4	NaN	NaN	NaN	1.745112095E-4	3.075562709E-4	2.263699425E-4	2.371174633E-4	3.606365062E-4	3.943563497E-4	2.546885225E-4	1.065247943E-5	NaN	7.415915024E-5	3.443004971E-4	3.904633049E-4	3.562206111E-4	4.561133683E-4	3.463753383E-4	NaN	5.958957263E-5	4.307993222E-4	4.253938096E-4	2.616339189E-4	4.134147603E-4	7.819407037E-4	9.025930776E-4	5.192048848E-4	1.092925449E-4	NaN	NaN	NaN	NaN	7.614868809E-5	3.586786333E-4	5.486361333E-4	6.734662456E-4	7.127867430E-4	6.317591760E-4	4.891327117E-4	2.636150748E-4	7.657155220E-5	1.695552601E-5	NaN	NaN	1.319777220E-4	3.483449400E-4	1.414790167E-4	1.267612097E-4	4.293968377E-4	5.054916837E-4	2.816251072E-4	2.862108231E-4	4.518310889E-4	3.542348277E-4	1.832729904E-4	1.881759817E-4	3.109474492E-4	5.315747112E-4	7.695668028E-4	7.664149161E-4	5.741224741E-4	5.179833388E-4	5.338415504E-4	3.955852299E-4	2.846576681E-4	2.685204090E-4	1.054181557E-4	1.906109901E-5	2.279087785E-4	3.237986530E-4	1.924617391E-4	6.029805809E-5	NaN	NaN	7.145683776E-5	NaN	NaN	2.274618419E-5	2.851667232E-4	4.974398180E-4	6.754854694E-4	6.196575123E-4	3.929249360E-4	1.894330926E-4	1.391737751E-4	2.256966982E-4	2.833865001E-4	2.845171839E-4	2.207533980E-4	2.092850336E-4	4.057508195E-4	4.975904594E-4	3.556716547E-4	1.587167790E-4	NaN	NaN	1.756648853E-4	4.293633683E-4	4.965974367E-4	2.241491457E-4	NaN	6.347730232E-5	2.219464659E-4	NaN	NaN	NaN	NaN	1.421228990E-5	1.481382205E-4	4.538171052E-4	6.538918242E-4	3.654993488E-4	NaN	NaN	1.802623410E-5	1.037270195E-4	1.273160306E-4	1.609138853E-4	2.094103547E-4	3.273490875E-4	4.635257937E-4	4.163138219E-4	1.611283806E-4
