7.382150216E-5	1.085610857E-4	2.119538549E-4	1.597964292E-4	1.319683797E-4	3.719836241E-4	5.655913847E-4	5.046345759E-4	3.609804553E-4	2.059769613E-4	NaN	NaN	NaN	1.836404117E-4	2.795714536E-4	1.288417261E-4	2.802031813E-4	6.518958835E-4	6.944464403E-4	2.758414194E-4	NaN	NaN	NaN	NaN	1.528360881E-4	4.964623367E-4	7.622460835E-4	5.145652685E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.781409469E-4	7.410216494E-4	7.339152507E-4	4.996536300E-4	2.395766933E-4	NaN	NaN	1.507583365E-4	2.937069803E-4	3.323655983E-4	3.968188248E-4	2.386332053E-4	3.930216189E-5	1.458884217E-4	2.695284493E-4	3.280603269E-4	5.119433627E-4	5.456463550E-4	3.495866549E-4	2.928864269E-4	4.515634791E-4	5.789599963E-4	5.892213667E-4	4.416041775E-4	2.533677034E-4	2.398996003E-4	3.410013160E-4	4.016515159E-4	2.674979041E-4	6.008501441E-5	3.861977530E-5	NaN	NaN	NaN	NaN	NaN	2.049274008E-5	NaN	NaN	NaN	NaN	2.306207753E-4	3.382695431E-4	3.091996768E-4	3.349167237E-4	3.214361495E-4	1.003009675E-4	NaN	NaN	2.702392521E-4	4.471790453E-4	5.077854730E-4	5.813188618E-4	6.089098752E-4	6.352880155E-4	6.297927466E-4	4.383926280E-4	1.846137020E-4	1.115785781E-4	2.497677924E-4	3.950991086E-4	3.249954607E-4	2.367691777E-4	4.984336556E-4	6.905206246E-4	2.516572713E-4	NaN	2.395338925E-5	1.410062105E-4	NaN	NaN	NaN	1.901345604E-5	1.879354531E-4	1.739409781E-4	2.130783250E-4	3.426387266E-4	1.521669037E-4	NaN	6.213851157E-5	1.144321068E-4	1.152623227E-4	1.141489411E-4	1.963897012E-5	9.945651254E-5	4.509823339E-4	6.886374322E-4	7.451203419E-4	8.199326694E-4	7.680417039E-4	5.642426549E-4	3.771072952E-4	1.382172049E-4	NaN	NaN	2.503871801E-4	2.917386009E-4	3.329580941E-4	5.561854341E-4	5.328510306E-4	2.883707057E-4	3.053575347E-4	4.375566787E-4	3.717724467E-4	6.554008723E-5	NaN	NaN	2.214190608E-4	4.356219142E-4	6.048354553E-4	6.498394068E-4	5.326977116E-4	2.968535700E-4	3.561516132E-5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.086625945E-5	3.871588269E-4	1.580708486E-4	NaN	1.382882474E-4	3.933460393E-4	4.059510247E-4	3.893914691E-4	4.367465153E-4	4.927015980E-4	4.953494645E-4	3.985527728E-4	2.415648923E-4	6.330613542E-5	NaN	NaN	1.812840055E-4	4.793057742E-4	4.567614815E-4	8.999336569E-5	NaN	NaN	NaN	8.433542826E-5	9.150539699E-5	4.096035991E-5
NaN	NaN	3.002362791E-5	1.075366308E-4	2.785897232E-4	5.038349191E-4	5.082207499E-4	3.875939292E-4	3.708063741E-4	3.022522724E-4	1.192582545E-6	NaN	NaN	5.481702465E-5	5.164131653E-5	NaN	NaN	3.922449541E-4	5.556473043E-4	2.901913540E-4	NaN	NaN	NaN	NaN	1.161760301E-4	4.878665786E-4	6.094765849E-4	3.037741117E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.357277696E-4	8.482354460E-4	8.009819430E-4	5.862869439E-4	2.482437703E-4	NaN	1.352030540E-5	2.913569915E-4	5.724546500E-4	6.850266946E-4	4.549172882E-4	1.859633776E-4	1.442147186E-4	1.175413709E-4	1.655901287E-4	4.048673727E-4	4.748131323E-4	3.031450906E-4	2.351891599E-4	3.339749528E-4	3.886879422E-4	2.877082443E-4	4.581380199E-5	NaN	NaN	4.337111022E-5	2.508707985E-4	3.428513592E-4	2.886214061E-4	3.053239489E-4	2.261920745E-4	NaN	NaN	NaN	NaN	2.484124561E-4	3.282587277E-4	1.244367450E-4	NaN	NaN	3.076312714E-4	5.435627536E-4	4.961593659E-4	3.151791752E-4	1.260469580E-4	NaN	NaN	NaN	5.866975698E-5	2.993696253E-4	3.457535931E-4	4.456898314E-4	5.285048392E-4	5.270641414E-4	5.301506608E-4	4.519577487E-4	2.444424317E-4	1.302473102E-4	2.754444431E-4	4.329372023E-4	2.164153702E-4	NaN	2.506263263E-4	6.115700235E-4	3.333308559E-4	NaN	5.168564167E-5	1.554880437E-4	1.555676499E-5	NaN	5.307176252E-5	2.615847334E-4	3.335922665E-4	2.428274165E-4	2.054300276E-4	2.969972265E-4	9.996843437E-5	NaN	NaN	5.171996600E-5	4.464837548E-5	NaN	NaN	NaN	2.071167692E-4	4.482601362E-4	5.998649285E-4	7.162555121E-4	5.988420453E-4	2.827026183E-4	1.047554397E-4	4.862191417E-5	NaN	NaN	9.495909762E-5	1.684714371E-4	2.530578058E-4	4.978638026E-4	5.143953022E-4	2.166251361E-4	1.625557052E-4	4.157600633E-4	5.250110407E-4	2.478703100E-4	NaN	4.958436693E-5	2.597403654E-4	2.857147192E-4	4.132228496E-4	5.752501311E-4	5.883636768E-4	5.761670764E-4	5.617666757E-4	4.723966413E-4	3.756715159E-4	NaN	NaN	NaN	NaN	NaN	NaN	2.512412320E-4	4.847302043E-4	3.175609745E-4	2.375914337E-4	4.558500077E-4	5.511487252E-4	5.164827453E-4	5.797264166E-4	6.021729205E-4	5.470783217E-4	5.017980584E-4	4.124871630E-4	2.280586777E-4	2.763483280E-5	NaN	NaN	1.522492530E-4	5.211578682E-4	6.054549012E-4	3.019853611E-4	NaN	NaN	NaN	2.566555922E-4	1.473633602E-4	NaN
2.950172075E-6	NaN	NaN	7.116972120E-5	3.527416266E-4	5.300433841E-4	3.797643585E-4	1.928166312E-4	1.769117225E-4	1.368931698E-4	NaN	NaN	NaN	NaN	4.025896942E-6	NaN	NaN	2.321135689E-4	3.206862020E-4	1.487940899E-4	1.049642378E-5	NaN	NaN	NaN	1.236194512E-4	5.123416195E-4	4.861868510E-4	6.070554809E-5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.037067170E-4	7.854115684E-4	9.485804476E-4	7.611818146E-4	4.762823228E-4	1.471551222E-4	NaN	1.347511279E-4	5.519090919E-4	6.761932746E-4	3.886334307E-4	2.043795685E-4	2.452343469E-4	1.324838668E-4	NaN	1.523624378E-4	3.342386335E-4	2.063934808E-4	NaN	NaN	4.668895417E-5	4.319707841E-6	NaN	NaN	NaN	NaN	NaN	1.318884169E-4	2.890619799E-4	4.425576190E-4	4.866713425E-4	1.758771105E-4	NaN	NaN	1.583007979E-4	4.562744871E-4	6.228082348E-4	5.123463925E-4	2.206517383E-4	1.454232115E-4	3.843832819E-4	6.218389026E-4	5.691655097E-4	2.718258766E-4	NaN	NaN	NaN	NaN	1.628626633E-4	3.736639628E-4	3.757606319E-4	3.638652561E-4	3.484540503E-4	3.232836316E-4	4.227161407E-4	5.340907373E-4	3.984505020E-4	1.896037284E-4	2.449582389E-4	4.452149151E-4	3.112983832E-4	NaN	5.047724335E-5	4.719939607E-4	5.865491694E-4	5.669558304E-4	5.878331140E-4	4.172323970E-4	1.638153481E-4	1.192789859E-4	2.729197440E-4	3.301126126E-4	2.979942074E-4	3.032207023E-4	3.248367575E-4	3.622799122E-4	1.992169418E-4	NaN	NaN	NaN	2.597438288E-5	NaN	NaN	1.400650973E-7	1.722131128E-4	2.066196757E-4	2.843432012E-4	4.338505678E-4	4.007655953E-4	1.838774187E-4	1.208990434E-4	2.350045106E-4	2.564020106E-4	1.659814006E-4	3.282016041E-5	NaN	1.017958348E-4	3.341010888E-4	3.506430367E-4	1.033945882E-4	2.129830591E-6	2.115102689E-4	3.698376531E-4	2.301419445E-4	9.267424321E-5	2.728155232E-4	3.931343963E-4	2.049548493E-4	1.254190574E-4	2.732457651E-4	4.322349268E-4	6.033725222E-4	7.382470067E-4	6.877466803E-4	4.557772772E-4	NaN	NaN	NaN	NaN	NaN	NaN	3.040623851E-4	6.478956784E-4	6.008757628E-4	4.590610915E-4	4.240628914E-4	3.066970094E-4	3.312517947E-4	5.936836242E-4	6.762704579E-4	5.253768759E-4	3.352439962E-4	1.830957626E-4	5.519516344E-5	NaN	NaN	NaN	3.403586743E-5	3.267887805E-4	5.481975386E-4	5.266630906E-4	2.435409551E-4	NaN	9.295117343E-5	4.651429481E-4	2.137641859E-4	NaN
3.755883372E-4	3.028306819E-4	7.757325511E-5	5.516777310E-5	3.429001372E-4	5.066223675E-4	3.503805201E-4	1.962144452E-4	1.343269250E-4	5.244548811E-5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.642753604E-5	6.263934483E-5	NaN	NaN	1.309841027E-4	NaN	NaN	4.762186290E-5	4.230884078E-4	3.960231261E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.800494495E-5	5.917024100E-4	8.008179720E-4	6.328631425E-4	4.778573057E-4	3.084763302E-4	NaN	NaN	1.977771026E-4	2.905419387E-4	NaN	NaN	1.903553057E-4	1.971197780E-4	NaN	NaN	2.778931812E-4	2.439895179E-4	NaN	NaN	NaN	1.731949014E-4	6.087494694E-5	NaN	NaN	NaN	NaN	NaN	2.395567135E-4	4.723453894E-4	5.806919071E-4	3.937315778E-4	6.215238682E-5	NaN	1.958722423E-4	4.707841726E-4	6.850870559E-4	7.051731809E-4	5.250972463E-4	4.199943796E-4	5.821174709E-4	8.140372229E-4	7.981131785E-4	4.963924875E-4	2.108641638E-5	NaN	NaN	NaN	3.047402715E-4	5.191224627E-4	5.314831506E-4	3.674173786E-4	2.033818600E-4	1.551526366E-4	2.326071990E-4	3.594544542E-4	3.183839435E-4	2.286363306E-4	3.260557423E-4	5.243109772E-4	4.944261746E-4	1.281701261E-4	NaN	3.676344932E-4	7.582692779E-4	9.584181826E-4	8.796271286E-4	3.992000711E-4	NaN	NaN	2.360871440E-4	2.073071373E-4	8.353297017E-5	1.504948596E-4	2.488268365E-4	3.131760459E-4	2.783704840E-4	8.696349687E-5	NaN	NaN	1.119737208E-4	1.193256103E-4	1.132767065E-4	2.393325994E-4	2.811726590E-4	1.433302969E-4	9.392565698E-5	2.474008943E-4	3.404242161E-4	2.753697918E-4	2.456658985E-4	3.316226648E-4	4.734436807E-4	5.016338546E-4	2.224342752E-4	NaN	NaN	1.242249855E-4	1.540664671E-4	NaN	NaN	NaN	NaN	NaN	5.007587970E-5	3.263354010E-4	4.221492272E-4	1.067343401E-4	NaN	NaN	NaN	2.783640812E-4	4.895439488E-4	5.034051719E-4	3.036259732E-4	NaN	NaN	NaN	NaN	NaN	NaN	1.477391561E-5	4.685882013E-4	6.120220642E-4	4.317637358E-4	1.865378872E-4	NaN	7.353017281E-5	4.476298927E-4	6.137719029E-4	4.842992639E-4	2.077467798E-4	NaN	NaN	NaN	NaN	NaN	1.739554500E-5	1.297745912E-4	3.752446210E-4	6.099627353E-4	4.070577561E-4	NaN	1.012562934E-4	4.949294962E-4	3.179681953E-4	NaN
6.027200725E-4	4.313767131E-4	7.085857214E-5	NaN	2.019349049E-4	4.333700927E-4	3.481681924E-4	2.392352908E-4	1.899953932E-4	1.099825313E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.693384057E-5	NaN	NaN	NaN	1.375648862E-4	2.681174665E-4	8.094731311E-5	NaN	NaN	NaN	1.046105390E-4	3.389382255E-5	NaN	NaN	NaN	NaN	NaN	NaN	1.147534276E-4	4.072595329E-4	5.153310485E-4	3.633894958E-4	3.320945834E-4	4.029519332E-4	1.784723136E-4	NaN	NaN	4.630498006E-5	NaN	NaN	NaN	1.135614948E-4	NaN	NaN	3.626302350E-4	3.631740983E-4	NaN	NaN	3.930455568E-5	4.777375725E-4	5.155357067E-4	2.413407783E-4	1.472357690E-4	1.880807104E-4	1.496424811E-4	1.876279421E-4	3.564081562E-4	4.569418670E-4	4.126395797E-4	2.709713590E-4	1.145763163E-4	1.013998699E-4	3.115728032E-4	5.261193728E-4	5.346189137E-4	4.467046529E-4	4.082275555E-4	4.422924540E-4	6.467731437E-4	9.217913612E-4	9.443895542E-4	7.094304310E-4	3.122502530E-4	NaN	NaN	NaN	2.950919734E-4	4.510843428E-4	4.322558525E-4	2.567269548E-4	1.495955803E-4	8.600262663E-5	NaN	NaN	NaN	5.565983520E-5	2.712665591E-4	4.481217184E-4	5.283483770E-4	2.857714717E-4	NaN	1.444132067E-4	5.368025741E-4	7.656728267E-4	6.457690615E-4	1.278634882E-4	NaN	NaN	1.782597828E-4	1.567817380E-4	4.469104624E-6	NaN	NaN	7.808052032E-5	2.239547757E-4	2.416049101E-4	2.340267529E-4	3.483473847E-4	5.128801567E-4	4.871109850E-4	3.186936083E-4	2.743484511E-4	3.576148592E-4	3.075798159E-4	1.541302336E-4	1.552497706E-4	2.647894726E-4	3.280249366E-4	2.820567461E-4	2.001063694E-4	3.315937065E-4	5.524093285E-4	3.928758670E-4	2.701030098E-5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.849928569E-5	4.092149320E-4	4.821377224E-4	1.353899570E-4	NaN	NaN	NaN	1.767392823E-4	3.265905834E-4	2.771098807E-4	8.991619688E-5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.282486676E-4	4.311753146E-4	2.699890465E-4	1.398094628E-5	NaN	NaN	2.315713355E-4	4.470431304E-4	5.077644601E-4	3.695137857E-4	1.680166315E-4	NaN	NaN	NaN	6.282891718E-6	1.807720109E-4	1.833004062E-4	3.858868149E-4	6.929628435E-4	4.520601942E-4	NaN	4.415042713E-5	4.643283028E-4	4.069861607E-4	NaN
4.623096320E-4	3.011317749E-4	6.756666608E-6	NaN	9.493092512E-5	4.108967551E-4	3.489773953E-4	1.090280639E-4	1.186493682E-5	NaN	NaN	NaN	NaN	NaN	1.756243582E-4	2.974830568E-4	2.087500325E-4	9.375202353E-5	6.324515562E-5	NaN	NaN	1.155340797E-4	1.219424812E-4	NaN	NaN	NaN	3.061328898E-4	4.129382432E-4	1.074707470E-4	NaN	NaN	5.777961633E-5	4.550104495E-5	2.409217996E-4	5.460363463E-4	NaN	NaN	NaN	NaN	8.248473750E-5	3.527624358E-4	4.154472845E-4	3.086264478E-4	3.732308687E-4	5.967911566E-4	5.334612215E-4	1.990635938E-4	8.556905232E-5	1.221505518E-4	NaN	NaN	NaN	NaN	NaN	NaN	3.347595630E-4	3.054436238E-4	NaN	NaN	NaN	3.789251787E-4	3.964512434E-4	2.043844579E-4	3.550311667E-4	6.504906341E-4	6.693539326E-4	5.092026549E-4	4.122714745E-4	3.246189735E-4	1.462752844E-4	3.501331094E-6	1.328762119E-5	1.612779597E-4	4.500864889E-4	6.065401831E-4	3.439983702E-4	3.421134534E-5	5.869216693E-5	2.239853493E-4	4.346820642E-4	7.018478937E-4	7.578004734E-4	6.005343748E-4	4.030712589E-4	6.719488010E-5	NaN	NaN	3.045230696E-4	3.329734609E-4	1.702080626E-4	6.061184104E-5	1.617288945E-4	1.254456292E-4	NaN	NaN	NaN	NaN	NaN	1.295509428E-4	3.660988004E-4	2.974150993E-4	NaN	NaN	1.127783617E-4	4.364108900E-4	3.835080424E-4	NaN	NaN	NaN	1.401063346E-4	5.929209510E-5	4.738079951E-5	9.270869486E-5	4.840782640E-5	1.138371736E-4	2.103974839E-4	1.953832107E-4	2.875608916E-4	5.112057552E-4	7.055294700E-4	6.894938997E-4	4.246550670E-4	2.700955374E-4	4.716219555E-4	6.179452175E-4	4.094613250E-4	1.807097287E-4	1.668750774E-4	2.732359571E-4	2.782506635E-4	1.190404946E-4	1.041758806E-4	3.245548869E-4	3.589240659E-4	8.280009206E-5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.533293395E-5	5.094999215E-4	6.175902090E-4	3.870773944E-4	1.580727549E-4	1.149375530E-4	2.522048599E-4	4.359501181E-4	3.639124043E-4	8.348686242E-5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.125233295E-4	2.243792114E-4	NaN	NaN	NaN	8.474695642E-5	5.751206845E-5	2.315746970E-4	4.908302217E-4	5.935944500E-4	5.352721200E-4	2.771418658E-4	NaN	NaN	1.331485109E-4	2.964460291E-4	2.919595572E-4	5.510408082E-4	9.400576237E-4	7.370118401E-4	2.073387441E-4	1.608300954E-4	5.175610422E-4	5.009601009E-4	3.451523298E-5
2.117192780E-4	2.926963207E-4	2.337021870E-4	1.107859061E-4	1.868236141E-4	4.028488183E-4	2.628170769E-4	NaN	NaN	NaN	NaN	NaN	1.388771125E-5	1.582262194E-4	2.589344222E-4	3.166607930E-4	2.874852507E-4	2.674463321E-4	3.093642881E-4	2.638694132E-4	2.287493844E-4	3.440536384E-4	3.958851448E-4	2.717726748E-4	1.551194873E-4	2.367727866E-4	4.959708895E-4	5.715930602E-4	2.685418294E-4	7.295621617E-5	2.237742156E-4	2.834986080E-4	1.874878362E-4	1.780313323E-4	1.840059267E-4	NaN	NaN	NaN	NaN	NaN	3.411276266E-4	4.087736015E-4	3.058529692E-4	3.969126556E-4	6.518907030E-4	6.407097098E-4	2.837846987E-4	1.058046764E-4	2.058175014E-4	1.279551798E-4	NaN	4.056687885E-6	7.465958333E-5	NaN	1.705117211E-5	2.365992550E-4	1.529033761E-4	NaN	NaN	NaN	2.189772495E-4	8.078856627E-5	NaN	1.901669457E-4	5.794282770E-4	7.194369682E-4	5.629593506E-4	3.486214555E-4	2.657916339E-4	2.194017434E-4	1.349265949E-4	7.384191122E-5	8.586869808E-5	2.703506325E-4	4.275486572E-4	2.049940958E-4	NaN	3.268719229E-5	2.594523539E-4	3.114502470E-4	4.289308272E-4	5.514075747E-4	4.453010333E-4	2.843330440E-4	7.669837942E-5	NaN	NaN	2.929432958E-4	3.082714102E-4	4.186989463E-5	NaN	9.779964603E-5	1.147234507E-4	NaN	NaN	NaN	NaN	NaN	NaN	7.728438504E-5	1.147970834E-4	NaN	NaN	NaN	3.658558999E-4	3.808383190E-4	6.396887329E-6	NaN	1.626129524E-4	7.075555914E-5	NaN	NaN	3.601561766E-4	4.198575334E-4	3.571889829E-4	2.554505772E-4	1.182626802E-4	2.198424190E-4	4.363634507E-4	5.868092994E-4	6.479492877E-4	5.041695549E-4	3.774815996E-4	5.633362452E-4	7.558916113E-4	6.145675434E-4	3.477462451E-4	1.730877120E-4	1.510011789E-4	2.059231047E-4	1.241648133E-4	NaN	6.505323108E-5	2.302956709E-4	1.579900272E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.825943557E-5	3.876356641E-4	5.171783268E-4	4.605147406E-4	3.524668573E-4	3.152653517E-4	4.704837920E-4	6.794242654E-4	4.629410978E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.425140701E-4	2.063042848E-5	NaN	NaN	1.886288373E-4	3.001042060E-4	3.761692642E-5	6.043988105E-5	2.786136756E-4	3.989351972E-4	4.516550398E-4	3.195897734E-4	1.402310154E-4	1.260736171E-4	2.261518821E-4	2.830321318E-4	2.540750429E-4	5.286738742E-4	1.017632778E-3	1.024597092E-3	5.046063452E-4	1.844141661E-4	4.177867086E-4	5.320978817E-4	2.316172177E-4
1.154396959E-4	3.377509711E-4	4.460118653E-4	3.924511257E-4	2.874690108E-4	2.843266411E-4	9.937578579E-5	NaN	NaN	NaN	4.886392344E-5	1.112731989E-4	2.845008275E-4	4.153714690E-4	2.337420010E-4	NaN	NaN	2.702946076E-4	5.007470609E-4	5.750264390E-4	6.063107867E-4	5.536076496E-4	3.926682111E-4	2.603706089E-4	2.558865526E-4	3.747805895E-4	4.695314565E-4	3.107074590E-4	NaN	4.334338519E-5	4.428194952E-4	6.382243591E-4	6.029724027E-4	3.987144446E-4	NaN	NaN	NaN	NaN	NaN	NaN	1.372681727E-4	2.621030435E-4	1.932466548E-4	2.846716088E-4	5.398431676E-4	5.459096865E-4	1.827248489E-4	1.368101039E-5	2.148297935E-4	3.373874351E-4	3.356006346E-4	4.224894801E-4	3.553341958E-4	7.806551730E-5	1.465351761E-5	1.681857975E-4	1.362050825E-4	NaN	NaN	2.091336646E-4	2.901752014E-4	6.636788748E-5	NaN	3.986789307E-5	2.171393717E-4	4.445201776E-4	5.202004686E-4	3.822244762E-4	3.417247499E-4	4.439698241E-4	4.282067530E-4	2.053582866E-4	NaN	4.090005916E-7	2.529046615E-4	2.573556267E-4	7.581929094E-5	2.073380747E-4	4.377200676E-4	2.914378128E-4	2.019609383E-4	4.134663031E-4	3.866072511E-4	1.561210811E-4	1.243775205E-5	NaN	3.504157576E-5	2.907016024E-4	3.543621569E-4	9.886355110E-5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.964214067E-5	NaN	NaN	4.127626016E-5	3.693865729E-4	4.533412575E-4	2.074382792E-4	1.945066906E-4	3.803928848E-4	1.717048581E-4	NaN	5.997761036E-5	5.366554251E-4	5.696938024E-4	2.641949686E-4	2.022640365E-5	NaN	2.567297197E-4	4.429082037E-4	4.273342493E-4	4.372609255E-4	4.471630673E-4	4.639348772E-4	5.868113367E-4	7.031181012E-4	6.776832161E-4	5.083721480E-4	2.160018485E-4	3.214218304E-5	1.023393561E-4	1.243031293E-4	NaN	NaN	1.268551714E-4	1.930639264E-4	2.750812382E-5	NaN	NaN	NaN	NaN	1.063920281E-4	9.964410128E-5	8.813478053E-5	2.158757270E-4	2.889544994E-4	2.922382264E-4	2.088203619E-4	1.077694033E-4	1.080893853E-4	3.407186014E-4	6.728363805E-4	5.113941734E-4	5.698007044E-6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.590803295E-4	NaN	NaN	NaN	4.572204489E-4	5.786066176E-4	2.363981330E-4	1.275721152E-4	1.462452637E-4	2.144251448E-5	NaN	NaN	1.058930720E-4	2.197924332E-4	2.533644438E-4	2.774294117E-4	2.560896100E-4	3.842127335E-4	7.394775166E-4	8.806343540E-4	4.629622563E-4	2.986022082E-5	2.462716075E-4	5.169081269E-4	3.995119187E-4
3.727615112E-4	3.683767573E-4	3.643005039E-4	3.869317297E-4	3.000491997E-4	2.198394213E-4	1.091375816E-4	NaN	NaN	2.358092606E-4	3.293924674E-4	1.929435821E-4	1.872542925E-4	4.160685639E-4	2.713229042E-4	NaN	NaN	3.523822816E-4	6.527149817E-4	7.214096258E-4	8.014740306E-4	6.831452483E-4	2.756433387E-4	NaN	NaN	6.543680502E-5	2.359278296E-4	1.055241155E-4	NaN	NaN	3.881293233E-4	6.073600962E-4	7.073121378E-4	6.338149542E-4	1.885196980E-4	NaN	NaN	NaN	NaN	NaN	NaN	2.229925158E-4	2.467075828E-4	3.223544336E-4	5.328824045E-4	5.288608954E-4	1.802870393E-4	2.004255839E-5	2.175315021E-4	3.986926749E-4	4.769088409E-4	5.616880953E-4	4.150671884E-4	1.983018819E-6	NaN	NaN	1.133967453E-4	1.389241370E-4	2.739740303E-4	4.609665193E-4	3.892826207E-4	1.300824661E-4	4.033056757E-5	1.142894325E-5	1.342186124E-6	2.743169898E-4	4.968615831E-4	3.745696449E-4	2.924849978E-4	3.969502577E-4	3.658671048E-4	9.391089407E-5	NaN	NaN	2.503826399E-4	3.994736471E-4	2.263195347E-4	2.311356511E-4	3.998260363E-4	1.745481131E-4	NaN	2.627168142E-4	4.129091976E-4	2.382883249E-4	1.351504907E-4	1.635216904E-4	2.646189823E-4	3.772887867E-4	4.257717810E-4	2.720581251E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.186522033E-4	3.335163929E-4	1.477556070E-4	NaN	1.011202221E-5	2.535346430E-4	4.610316246E-4	3.952196857E-4	3.869248321E-4	5.465530558E-4	4.613961792E-4	1.916939218E-4	2.184896875E-4	4.846645461E-4	4.103157262E-4	NaN	NaN	NaN	1.000713310E-4	3.069732338E-4	2.074617369E-4	1.675844542E-4	2.942280262E-4	4.540246737E-4	5.598841235E-4	5.974835949E-4	5.662793410E-4	3.780150728E-4	6.752818445E-5	NaN	1.185254441E-4	2.312479046E-4	1.478976337E-4	1.528647990E-4	3.287999134E-4	3.172930737E-4	3.572932837E-5	NaN	1.708204800E-4	2.158229909E-4	1.361017348E-4	3.588049149E-4	5.860206438E-4	5.981654976E-4	4.642842687E-4	3.358263639E-4	2.694336581E-4	7.692948566E-5	NaN	NaN	1.933449821E-4	5.433930783E-4	4.286009935E-4	8.215392882E-5	2.181770542E-4	3.134455765E-4	1.420302870E-4	1.973855542E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.037197701E-4	7.633894566E-4	8.655088604E-4	5.081330310E-4	2.982020087E-4	1.636746310E-4	NaN	NaN	NaN	NaN	2.015928621E-4	1.922612573E-4	1.864852384E-4	2.529537596E-4	3.074558335E-4	4.378436424E-4	5.548771005E-4	2.766799880E-4	NaN	2.796445042E-4	5.902859266E-4	4.370809183E-4
7.461463683E-4	5.069462350E-4	2.337986662E-4	1.860126358E-4	1.958931971E-4	1.869501430E-4	1.654485968E-4	1.838074095E-4	3.039530420E-4	4.653396609E-4	4.831399710E-4	1.575378992E-4	NaN	2.380772348E-4	3.141242196E-4	NaN	5.817707461E-6	4.887605319E-4	6.812415668E-4	5.784974783E-4	6.083147018E-4	5.944488803E-4	2.084130974E-4	NaN	NaN	NaN	2.290704106E-5	1.443943183E-4	5.729191253E-5	8.109563350E-5	3.030864464E-4	3.662557283E-4	3.841395373E-4	4.991884343E-4	3.170736018E-4	2.468338607E-5	9.650053698E-7	NaN	NaN	NaN	8.724304644E-5	3.371967177E-4	4.005589581E-4	4.504693497E-4	6.115972064E-4	5.617538700E-4	1.926186815E-4	4.756788258E-6	1.251139038E-4	2.509391052E-4	2.897366066E-4	3.362935095E-4	2.635311394E-4	NaN	NaN	NaN	NaN	7.476173050E-5	2.817304339E-4	5.048346356E-4	4.392985429E-4	1.876678434E-4	8.348983101E-5	4.321642336E-5	5.834306648E-5	2.746859391E-4	3.056376881E-4	6.756788207E-5	6.307988951E-5	2.248924138E-4	1.521872036E-4	NaN	NaN	2.312183642E-5	2.434395865E-4	3.444102185E-4	1.698942069E-4	6.308745651E-5	1.709031494E-4	1.191656247E-5	NaN	1.854719449E-4	4.772097163E-4	3.938089649E-4	2.572138910E-4	2.667555527E-4	3.936448775E-4	4.832421837E-4	5.235433346E-4	4.690877686E-4	1.787786750E-4	NaN	4.468899715E-5	NaN	NaN	NaN	NaN	8.409175643E-5	2.090983035E-4	3.849942586E-4	4.693094525E-4	2.414892806E-4	NaN	NaN	2.522141149E-4	4.859393521E-4	4.502242664E-4	3.742031404E-4	5.169933429E-4	6.219571806E-4	4.566013522E-4	2.549010678E-4	2.523769217E-4	2.428502630E-4	NaN	NaN	NaN	NaN	1.870582928E-4	1.216601668E-4	1.308613137E-4	2.952119976E-4	3.892701352E-4	4.202846903E-4	4.468292173E-4	3.445197362E-4	3.075153654E-5	NaN	NaN	1.709275675E-4	3.123735660E-4	3.090290993E-4	4.290594952E-4	7.319744327E-4	6.329377647E-4	4.555146006E-5	NaN	4.964579784E-5	2.715851588E-4	2.464653226E-4	3.398889967E-4	5.147368647E-4	5.651281681E-4	3.736550279E-4	1.915223256E-4	2.409271838E-4	1.815398282E-4	NaN	NaN	2.388387802E-4	5.622279714E-4	4.144189879E-4	1.009800908E-4	4.323752364E-4	7.379617891E-4	4.761412856E-4	2.900218533E-4	1.066919649E-4	NaN	NaN	NaN	NaN	NaN	NaN	3.108970122E-4	8.708831156E-4	9.357400122E-4	5.947328173E-4	3.141434281E-4	8.062642155E-5	NaN	NaN	NaN	NaN	NaN	NaN	2.445979953E-5	1.726548508E-4	2.900147229E-4	3.088685335E-4	3.870536457E-4	2.345203247E-4	4.234228982E-5	4.236770037E-4	7.015773444E-4	3.925103229E-4
