2.333571902E-4	2.986556792E-4	3.963765921E-4	4.911877913E-4	3.526954679E-4	1.747378556E-4	3.393535735E-4	5.449745804E-4	4.931115545E-4	1.962039823E-4	NaN	NaN	1.879731863E-4	2.077192621E-4	1.071699262E-5	NaN	NaN	NaN	7.402980555E-5	1.742614841E-4	1.759150473E-4	1.333044493E-4	1.639726688E-4	3.473119577E-4	5.011803005E-4	4.408356617E-4	3.235503391E-4	1.420980116E-4	NaN	NaN	NaN	NaN	1.618634269E-4	2.490247134E-4	3.109691024E-4	3.536997247E-4	2.602472377E-4	1.533847826E-4	1.698083215E-4	2.301053755E-4	2.820824739E-4	2.655553690E-4	1.615855581E-4	1.480964711E-4	1.459918276E-4	NaN	NaN	NaN	2.631194075E-4	4.130404268E-4	1.871201675E-4	6.854576350E-5	1.243479637E-4	1.923785603E-4	3.084629716E-4	3.528192465E-4	3.013559617E-4	1.891072461E-4	8.694232179E-7	NaN	2.542105904E-6	3.678792564E-5	NaN	2.355979668E-4	5.850471789E-4	6.139276084E-4	5.734252627E-4	6.287373835E-4	5.971992505E-4	4.267387558E-4	9.210974531E-5	NaN	NaN	2.344202367E-4	3.603103396E-4	5.676877918E-4	5.951451021E-4	2.741368662E-4	1.070149956E-4	1.184265202E-4	3.226567060E-5	NaN	9.719099580E-6	NaN	NaN	NaN	1.540459780E-4	4.949541835E-5	6.225358902E-6	NaN	NaN	NaN	NaN	1.326259080E-4	2.438840165E-4	4.605667782E-4	5.520732375E-4	3.005488834E-4	7.176785584E-5	7.581387763E-5	8.703565254E-5	3.136630767E-5	3.343043136E-5	4.235911183E-5	3.593666634E-6	2.205219062E-4	5.863881088E-4	5.315964809E-4	2.519230766E-4	2.290324774E-4	2.620964951E-4	1.797164732E-4	1.600786054E-4	1.599305106E-4	1.550405286E-4	2.448624000E-4	2.549066267E-4	2.282247442E-4	3.703993279E-4	3.942173207E-4	1.874830195E-4	1.890664571E-4	3.924616612E-4	4.001313646E-4	2.114762028E-4	9.343757847E-5	6.030292934E-5	1.463608078E-5	1.255647076E-4	3.611601132E-4
4.042306100E-4	3.906372294E-4	3.479146981E-4	4.935572506E-4	4.863971844E-4	2.997039701E-4	3.567321110E-4	4.405573418E-4	3.866451152E-4	2.631798270E-4	8.394609904E-5	1.257874537E-4	3.578859905E-4	4.093049502E-4	2.274862491E-4	2.196666901E-5	NaN	8.972129581E-5	2.911154297E-4	5.132069928E-4	5.020103417E-4	3.123725473E-4	1.655554806E-4	1.512543677E-4	1.988217555E-4	2.235951397E-4	2.690018446E-4	2.171215747E-4	NaN	NaN	NaN	8.574790263E-5	1.334839471E-4	9.317771037E-5	2.007667499E-4	2.555358515E-4	8.152001828E-5	NaN	3.031610322E-5	5.057689123E-5	3.368116813E-5	4.927958071E-5	6.495674461E-5	2.020163811E-4	3.366411838E-4	1.478608319E-4	NaN	NaN	2.116988180E-4	3.128332610E-4	1.923117088E-4	2.554624225E-4	3.977498272E-4	4.339236184E-4	5.077448441E-4	5.209348164E-4	4.289728822E-4	3.292936308E-4	1.408856042E-4	NaN	1.210749033E-4	2.162255259E-4	3.463814210E-5	1.011137501E-4	4.394886782E-4	5.567282205E-4	5.348750856E-4	5.981485592E-4	6.431721849E-4	4.954405013E-4	1.141929679E-4	NaN	NaN	2.679053287E-4	2.963263250E-4	2.705409424E-4	3.577822063E-4	3.023516038E-4	2.102791914E-4	1.284850150E-4	5.645205420E-6	5.175373371E-5	1.165212598E-4	NaN	NaN	NaN	1.274596434E-4	5.247675654E-5	7.048730595E-7	NaN	NaN	NaN	NaN	NaN	1.584989805E-4	4.819236638E-4	6.321335677E-4	4.678566766E-4	3.493830736E-4	3.596227034E-4	3.445211914E-4	2.755325695E-4	2.408441505E-4	2.274896397E-4	1.215537777E-4	2.408590663E-4	6.261288072E-4	6.199628115E-4	2.600715379E-4	1.565825078E-4	2.680873731E-4	3.334601934E-4	4.036666069E-4	4.576336651E-4	5.368724233E-4	6.678937352E-4	5.832868046E-4	4.038030456E-4	3.878791758E-4	2.107899782E-4	NaN	NaN	NaN	2.837268403E-4	2.943111758E-4	1.577171788E-4	1.325637422E-4	9.742578550E-5	8.703151252E-5	2.218195295E-4
4.838657915E-4	3.941736650E-4	2.482175478E-4	4.596280924E-4	6.642473745E-4	5.246791989E-4	3.880516160E-4	2.752307919E-4	2.520166163E-4	3.677431960E-4	3.332211054E-4	2.900559921E-4	4.254946543E-4	4.479649360E-4	2.572337980E-4	6.230947474E-5	NaN	NaN	9.568624955E-5	3.146626696E-4	3.533120616E-4	3.198785707E-4	3.512702824E-4	2.713294234E-4	1.333554392E-4	7.974927576E-5	1.174648423E-4	2.255132422E-4	NaN	NaN	NaN	5.483385758E-5	1.422853238E-4	1.196822413E-4	1.937700290E-4	2.100808051E-4	2.006606337E-5	NaN	NaN	NaN	NaN	NaN	NaN	1.157888473E-4	2.101005230E-4	1.352692052E-4	1.967727439E-5	5.992615115E-5	1.989262673E-4	1.793825359E-4	7.607683074E-5	2.931480994E-4	5.891227047E-4	6.090441020E-4	5.823269021E-4	5.468557356E-4	4.295860417E-4	3.216492478E-4	1.118164946E-4	NaN	NaN	4.459236879E-5	NaN	NaN	1.177273371E-4	3.031109227E-4	3.443754395E-4	4.352419928E-4	5.188146024E-4	3.940591996E-4	7.986769197E-5	NaN	4.303332025E-5	3.436620464E-4	2.362631058E-4	NaN	1.148046867E-4	3.190701827E-4	2.867302974E-4	9.069687803E-5	NaN	8.339370834E-5	2.419127122E-4	5.083387077E-5	NaN	NaN	8.730422996E-5	2.686684275E-5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.381863305E-5	3.184805682E-4	4.523461976E-4	5.058113020E-4	4.430350964E-4	3.181854845E-4	2.721014316E-4	3.352870408E-4	4.240642593E-4	3.565537045E-4	3.465199261E-4	5.718883476E-4	5.661838222E-4	1.940622024E-4	NaN	2.974370545E-5	1.962398528E-4	4.195856454E-4	6.282459362E-4	8.003448020E-4	9.396374808E-4	8.080356056E-4	5.419487134E-4	3.596731403E-4	2.953848480E-6	NaN	NaN	NaN	3.146763484E-4	4.521423834E-4	2.453402849E-4	1.418824104E-4	7.819101302E-5	8.572616025E-6	9.299132216E-5
4.455611634E-4	3.159579064E-4	1.895833120E-4	4.207326565E-4	7.017237949E-4	6.214019377E-4	4.386430955E-4	3.007241176E-4	2.883431443E-4	4.089159193E-4	4.112744064E-4	3.560784680E-4	4.175739887E-4	3.908703802E-4	1.869921107E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.479378891E-4	3.148950927E-4	1.887301478E-4	7.115912740E-5	NaN	NaN	NaN	NaN	NaN	NaN	1.278082927E-4	3.739093372E-4	5.057211383E-4	4.564588307E-4	2.635597484E-4	1.133332698E-4	1.984687151E-5	NaN	NaN	NaN	NaN	7.707592158E-5	5.941752170E-5	1.130946930E-5	4.969985093E-5	1.332720276E-4	2.306647657E-4	2.139459830E-4	4.391424955E-5	1.293228997E-4	4.282741866E-4	5.271910923E-4	5.344695528E-4	5.249207024E-4	4.837831366E-4	5.011500907E-4	3.674603358E-4	1.747609645E-6	NaN	NaN	NaN	1.659058580E-5	1.262861915E-4	1.444582012E-4	1.469911222E-4	2.852606995E-4	4.382913467E-4	3.734187630E-4	1.595074427E-4	6.572387065E-5	2.264967188E-4	4.315586993E-4	2.326573594E-4	NaN	1.527840823E-6	2.310328855E-4	2.512503706E-4	1.617119124E-4	1.247951150E-4	3.059789015E-4	4.379033926E-4	2.345443500E-4	NaN	6.577377917E-6	1.158159430E-4	5.157415580E-5	NaN	5.231469186E-5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.694123494E-4	3.252604220E-4	2.916796075E-4	1.980485395E-4	2.309480042E-4	3.791894706E-4	5.091514322E-4	4.658675171E-4	3.529224487E-4	3.630368446E-4	3.572490823E-4	1.477139594E-4	NaN	NaN	NaN	1.089358921E-4	4.597294028E-4	7.057418698E-4	7.403966156E-4	5.905033322E-4	4.734524700E-4	3.706853313E-4	3.807702524E-5	NaN	NaN	NaN	2.730648557E-4	5.155755207E-4	3.643919190E-4	2.123922168E-4	1.438980544E-4	1.386967779E-4	2.737196628E-4
3.406165633E-4	2.278547763E-4	2.126151812E-4	3.568294633E-4	4.862734640E-4	4.470743588E-4	3.775976948E-4	3.172545403E-4	2.467907907E-4	1.923547825E-4	1.991525060E-4	3.035698901E-4	3.919893061E-4	3.230790608E-4	1.751312666E-4	7.551193994E-5	4.173437992E-5	NaN	NaN	NaN	NaN	NaN	7.188597465E-6	2.341758955E-4	3.238832869E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.207384820E-4	8.541719289E-4	8.062368142E-4	5.683734780E-4	3.721556568E-4	1.932273590E-4	NaN	NaN	1.971815254E-5	1.319363364E-4	1.612234628E-4	6.460025907E-5	NaN	3.963434574E-5	9.250400035E-5	2.075018274E-4	3.585458326E-4	2.508746402E-4	1.500821672E-4	2.872003533E-4	3.924910270E-4	4.477243638E-4	4.524650576E-4	4.985806299E-4	7.185317809E-4	7.563183899E-4	3.507181536E-4	NaN	NaN	1.219039550E-4	2.919337421E-4	1.880020718E-4	1.720983892E-5	3.096216403E-7	1.752089011E-4	3.579737095E-4	3.303198610E-4	1.425007504E-4	1.986729694E-5	NaN	NaN	3.478251529E-5	NaN	5.949320257E-5	1.180937907E-4	6.328551535E-5	2.021960536E-4	4.100286460E-4	6.235637702E-4	6.433178205E-4	3.277634096E-4	4.310893928E-5	2.270957884E-5	1.523694373E-4	1.973720646E-4	1.560240780E-4	2.400523517E-4	2.607201750E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.702321843E-5	2.467663435E-4	3.139053588E-4	3.176769533E-4	3.834916861E-4	4.643045249E-4	4.291609221E-4	3.085638164E-4	2.441446122E-4	3.324040736E-4	3.743881534E-4	1.984192058E-4	NaN	NaN	NaN	3.748618183E-4	6.575732259E-4	5.283340579E-4	2.940212144E-4	3.332102206E-4	4.186632577E-4	2.541496069E-4	3.372487117E-5	NaN	NaN	1.295839902E-4	4.317047133E-4	4.485273093E-4	3.459840373E-4	3.193489392E-4	4.036262399E-4	5.504125729E-4
1.773552649E-4	5.629008592E-5	1.584221027E-4	2.990741632E-4	3.623425146E-4	4.291550140E-4	4.826130171E-4	3.986129013E-4	1.899482450E-4	NaN	2.930529627E-5	3.035634581E-4	4.219819966E-4	3.126574447E-4	2.918865648E-4	3.968582896E-4	4.615906510E-4	4.431378620E-4	3.534759744E-4	2.205727942E-4	NaN	NaN	NaN	2.101694554E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.111517046E-4	8.930761251E-4	8.734219591E-4	5.630272208E-4	3.292320471E-4	1.238920231E-4	NaN	1.026566606E-4	4.664935987E-4	5.653902772E-4	4.111902381E-4	1.746788621E-4	6.439528079E-5	1.179632309E-4	1.016129900E-4	1.777865546E-4	4.369699454E-4	4.581949906E-4	3.126450465E-4	2.349296265E-4	1.413408172E-4	1.131695244E-4	7.269770867E-5	1.023746445E-4	3.897469433E-4	5.911784247E-4	3.927315411E-4	NaN	NaN	2.159415744E-4	3.757712839E-4	1.653987565E-4	NaN	NaN	1.738026331E-4	2.954108350E-4	2.641938627E-4	7.297437696E-5	NaN	NaN	NaN	NaN	NaN	2.518582332E-4	2.050977200E-4	NaN	8.354658348E-5	3.591089335E-4	6.045202608E-4	6.627330440E-4	4.353791883E-4	2.278842148E-4	1.804833155E-4	2.976982505E-4	4.621558473E-4	4.950242001E-4	4.236011882E-4	2.454337373E-4	1.065319739E-4	NaN	NaN	2.050010371E-4	NaN	NaN	NaN	1.723337300E-5	3.502907639E-4	4.937916528E-4	3.367019235E-4	1.995451166E-4	2.398009092E-4	2.994396491E-4	3.048284270E-4	3.419794375E-4	5.603807513E-4	7.430255064E-4	5.612506648E-4	1.939627255E-4	NaN	8.608237113E-5	4.590727913E-4	6.754095084E-4	5.162542802E-4	2.898013336E-4	3.522970364E-4	4.878703621E-4	4.396967415E-4	3.222461673E-4	1.124618575E-4	NaN	NaN	2.391679591E-4	4.358088772E-4	4.318428691E-4	4.483075172E-4	5.590865039E-4	6.326797884E-4
9.770487668E-5	NaN	2.549436067E-5	3.171355929E-4	5.490069743E-4	6.706949207E-4	6.544083008E-4	4.997506039E-4	3.059508454E-4	1.134807171E-4	5.825411063E-5	2.217112778E-4	3.071600513E-4	2.316512546E-4	3.495519341E-4	7.040140918E-4	9.020463331E-4	7.988608559E-4	7.018197794E-4	6.736763753E-4	3.433377424E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.624164626E-4	6.831378560E-4	6.651492440E-4	3.775143996E-4	1.815129654E-4	NaN	NaN	6.560490874E-5	5.910376785E-4	7.993781473E-4	6.433993112E-4	2.565942123E-4	NaN	2.413197763E-5	7.558624202E-5	1.879452320E-4	4.385614593E-4	4.606315342E-4	3.203355591E-4	1.402313355E-4	NaN	NaN	NaN	NaN	NaN	6.743469567E-5	1.808131638E-4	8.535461529E-5	1.038013070E-4	3.314933274E-4	3.447995696E-4	1.268157939E-4	1.940533366E-5	1.497304038E-4	3.394327068E-4	3.787476744E-4	3.092426341E-4	1.223501749E-4	NaN	NaN	NaN	NaN	NaN	3.453608078E-4	4.430839035E-4	1.584692072E-4	1.057249301E-5	7.678364636E-5	3.771996126E-4	6.976574659E-4	7.596982177E-4	7.042897050E-4	5.856371135E-4	5.495260120E-4	6.506105419E-4	5.983739393E-4	3.084446071E-4	NaN	NaN	NaN	2.501258277E-4	2.706755768E-4	7.305177132E-5	NaN	NaN	6.237677007E-5	3.605514357E-4	4.560299858E-4	2.563169692E-4	1.830942711E-5	1.839774450E-5	1.741750457E-4	3.225889814E-4	4.403894127E-4	6.112498813E-4	7.314481190E-4	5.818707868E-4	2.979820129E-4	1.870299166E-4	3.146594099E-4	4.779832962E-4	5.027594161E-4	4.108683206E-4	3.189099662E-4	3.664990072E-4	4.717966658E-4	4.512114392E-4	2.995941904E-4	3.187412221E-5	NaN	NaN	1.034651068E-4	3.395731037E-4	3.291338217E-4	3.379494301E-4	4.803584889E-4	5.899729440E-4
7.853924217E-6	NaN	NaN	3.469820367E-4	7.658945397E-4	7.676181849E-4	4.741886805E-4	2.676554141E-4	2.967981563E-4	3.101970360E-4	1.761583262E-4	1.220143386E-4	1.355257555E-4	5.985366079E-5	1.497437333E-4	6.080653402E-4	9.750237223E-4	8.479761891E-4	6.918338477E-4	7.737679989E-4	5.633685505E-4	1.328145445E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.454653441E-4	5.856854841E-5	1.622088457E-4	4.458629119E-4	4.137620563E-4	2.321524807E-4	1.237451652E-4	NaN	NaN	NaN	2.309864649E-4	5.431270692E-4	6.546925870E-4	3.156749008E-4	NaN	NaN	NaN	1.377194858E-4	3.983846400E-4	3.837946279E-4	2.183295437E-4	1.015153030E-4	NaN	NaN	2.608103750E-5	NaN	NaN	NaN	1.181699408E-4	1.824597275E-4	2.724786173E-4	3.740670218E-4	1.814669085E-4	NaN	5.287033127E-5	2.951960778E-4	4.859936307E-4	4.294127866E-4	2.900130930E-4	1.663410803E-4	NaN	NaN	NaN	NaN	NaN	2.324679808E-4	4.985645064E-4	3.243064275E-4	NaN	NaN	2.544749586E-4	7.899393095E-4	9.670542204E-4	8.668132941E-4	6.529829116E-4	5.096218665E-4	4.871455312E-4	3.236543562E-4	NaN	NaN	NaN	NaN	1.838835306E-4	4.214776854E-4	2.711942943E-4	NaN	NaN	NaN	2.012119367E-4	2.644488704E-4	2.566575131E-4	1.499402570E-4	9.057472198E-5	1.359931630E-4	2.137418342E-4	2.832938335E-4	3.483707842E-4	4.191055777E-4	3.644193930E-4	1.990889141E-4	1.859860495E-4	3.421134024E-4	3.742338158E-4	2.219808957E-4	9.721156675E-5	7.022080536E-5	1.591121836E-4	3.541108745E-4	4.440423218E-4	2.738756302E-4	NaN	NaN	NaN	1.645626762E-4	2.173281246E-4	4.215430090E-5	NaN	1.306782797E-4	4.048189439E-4
NaN	NaN	NaN	3.091011022E-4	7.606233121E-4	6.988539826E-4	2.942015417E-4	5.889440581E-5	2.023525012E-4	4.084711545E-4	3.646650875E-4	2.137975825E-4	6.702144310E-5	NaN	NaN	2.388325811E-4	6.821215502E-4	6.510606036E-4	4.643917782E-4	5.624773330E-4	5.711421836E-4	2.774294699E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.240699832E-4	8.431352035E-5	1.465215464E-4	3.966957738E-4	3.928429796E-4	2.512410574E-4	1.519092621E-4	NaN	NaN	NaN	NaN	2.680006146E-4	5.464297719E-4	4.076012119E-4	NaN	NaN	NaN	3.313944762E-5	2.817611094E-4	3.546405642E-4	1.930220751E-4	1.203858919E-4	9.862994921E-5	1.025912570E-4	2.167805942E-4	1.741127198E-4	NaN	NaN	1.697509579E-4	2.623498731E-4	4.346570058E-4	5.289331893E-4	1.821657206E-4	NaN	1.024941375E-4	3.318738018E-4	4.355909477E-4	3.204128006E-4	1.565053826E-4	1.249079505E-4	NaN	NaN	NaN	NaN	NaN	1.848620450E-4	4.130155139E-4	3.263712279E-4	3.521719191E-5	NaN	2.516706882E-4	7.128807483E-4	7.315195980E-4	4.569517332E-4	2.671825932E-4	2.155760303E-4	1.434282167E-4	NaN	NaN	NaN	NaN	NaN	7.532089512E-5	4.996932112E-4	5.563955638E-4	3.100270405E-4	5.225642326E-6	NaN	2.249327372E-5	5.546532702E-5	2.127061452E-4	2.844691335E-4	2.608694194E-4	1.616472582E-4	1.194823199E-5	NaN	NaN	1.315236732E-4	1.345418132E-4	NaN	NaN	1.835445437E-4	3.250095178E-4	1.579996315E-4	NaN	NaN	NaN	1.214870426E-4	3.808537149E-4	4.071521689E-4	2.705586958E-4	2.392495371E-4	3.248257854E-4	3.339786781E-4	1.947050041E-4	NaN	NaN	NaN	8.400898514E-5
NaN	NaN	NaN	2.054683282E-4	5.024127313E-4	5.801764783E-4	4.143960541E-4	1.966568525E-4	2.195961715E-4	4.003471986E-4	3.984925861E-4	1.555701456E-4	NaN	NaN	NaN	1.914260974E-5	3.714609775E-4	4.150614550E-4	2.880977117E-4	3.704401897E-4	4.798570008E-4	2.864827111E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.247711818E-4	2.617418941E-4	2.504524309E-4	4.547154531E-4	5.284355138E-4	3.975288419E-4	2.674626012E-4	NaN	NaN	NaN	NaN	1.457337494E-4	3.250498266E-4	3.499203012E-4	1.701533183E-4	1.422509522E-4	1.753955585E-4	7.122237002E-5	1.588644373E-4	3.293849004E-4	2.941429557E-4	2.239247697E-4	1.751425734E-4	9.772842168E-5	9.332984337E-5	9.222649169E-6	NaN	NaN	8.785058890E-5	1.653423678E-4	4.170636239E-4	6.005866453E-4	2.797479392E-4	3.367623503E-5	1.562769467E-4	2.416300995E-4	2.589220239E-4	2.388943831E-4	1.643727737E-4	1.305147598E-4	NaN	NaN	NaN	3.188486062E-6	1.813336567E-4	3.554919094E-4	4.987824359E-4	4.779614101E-4	3.034429974E-4	1.886717218E-4	3.685702686E-4	6.446685875E-4	5.253662821E-4	1.917748887E-4	1.556781790E-4	2.552229853E-4	1.322585740E-4	NaN	NaN	NaN	NaN	NaN	NaN	4.028419498E-4	6.365203881E-4	6.083663320E-4	3.463292087E-4	1.319358271E-4	NaN	NaN	6.283188850E-5	1.681864233E-4	2.563248563E-4	2.213679691E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.006589446E-4	4.364609485E-4	3.865992767E-4	6.211420441E-6	NaN	NaN	NaN	1.832756825E-4	4.389646929E-4	5.676557776E-4	6.488793879E-4	6.518046139E-4	4.987691646E-4	3.868559143E-4	3.494423872E-4	2.205358032E-4	NaN	NaN
