4.581304092E-4	3.578636970E-4	2.101810096E-4	6.154136645E-5	1.059990755E-4	3.282001126E-4	4.888921394E-4	4.965158296E-4	3.210034629E-4	1.880146301E-4	2.009335731E-4	1.119172812E-4	1.147720832E-4	2.959508565E-4	3.159068583E-4	3.987821110E-4	5.270302063E-4	3.544545325E-4	2.612956159E-4	3.765982983E-4	3.305404680E-4	2.219351445E-4	2.652163384E-4	2.842814429E-4	2.145506587E-4	2.002021065E-4	1.511998707E-4	1.116935382E-4	3.035331611E-4	4.498634080E-4	3.792926727E-4	4.413063871E-4	6.881396985E-4	8.815866895E-4	7.503407542E-4	3.956478031E-4	3.086543584E-4	4.466681858E-4	6.229639403E-4	7.720989524E-4	NaN	5.615963601E-4	4.581648100E-4	4.288749187E-4	5.173396785E-4	6.874608807E-4	8.791525615E-4	9.153546416E-4	6.991773262E-4	3.742770350E-4	4.202074342E-5	NaN	NaN	NaN	NaN	6.763513375E-5	4.260548449E-4	4.143007682E-4	1.735924889E-4	2.512050560E-4	5.619819858E-4	6.801288691E-4	5.132293445E-4	1.811159600E-4	2.033108285E-5	1.691064099E-4	2.419793018E-4	1.548824366E-4	2.844385453E-4	5.029003951E-4	4.169898748E-4	1.134784325E-4	NaN	NaN	1.998385778E-5	2.624160879E-5	NaN	NaN	1.369250240E-4	2.310994460E-4	3.700159141E-4	5.798760685E-4	5.946944584E-4	2.721173805E-4	NaN	NaN	1.080393195E-4	3.050601226E-4	4.364015185E-4	3.967659432E-4	2.480388503E-4	8.558224363E-5	NaN	1.372391998E-4	4.068411363E-4	3.150573466E-4	1.281188888E-4	2.565608884E-4	5.161551526E-4	5.986812757E-4	4.762535973E-4	4.459119227E-4	5.356852198E-4	4.227898899E-4	2.245207870E-4	1.431868877E-4	6.244127144E-5	NaN	3.239992657E-5	2.563346061E-4	3.137995081E-4	1.494332682E-4	1.645301672E-4	2.996974799E-4	4.103736137E-4	7.132312167E-4	NaN	NaN	NaN	4.691931535E-4	8.637332940E-5	5.842231622E-5	1.873541769E-4	9.543867054E-5	NaN	1.334799745E-4	3.360290139E-4	3.499418672E-4	2.399920195E-4	1.134418635E-4	1.053196684E-4	2.440127137E-4	3.368095786E-4	2.101270366E-4	NaN	NaN	NaN	NaN	3.436170300E-5	2.943439467E-4	7.443443756E-4	8.278495516E-4	3.985875810E-4	1.876342430E-4	2.169059444E-4	1.454724552E-4	1.593937195E-4	2.746749960E-4	3.028915671E-4	1.733644021E-4	1.371212566E-4	1.527351851E-4	7.888999244E-5	1.165631838E-4	1.979653898E-4	2.337939368E-4	2.345177490E-4	6.328891322E-5	NaN	8.053607598E-5
6.113731652E-4	4.212454369E-4	3.011886438E-4	2.787841950E-4	2.920623519E-4	3.530613903E-4	3.715946514E-4	2.710821864E-4	7.680811541E-5	5.677338777E-5	2.077353856E-4	1.293358946E-4	NaN	6.630323333E-5	1.259124401E-4	3.119275207E-4	5.046617589E-4	3.247414425E-4	2.517098328E-4	5.061162519E-4	4.896671162E-4	1.984847477E-4	8.740070916E-5	6.843703886E-5	6.846091128E-5	2.309392294E-4	2.153187233E-4	NaN	NaN	7.605027349E-6	6.094306445E-5	1.329323131E-4	2.654359560E-4	3.861144360E-4	3.744368732E-4	1.897262991E-4	1.605447032E-4	3.176764294E-4	4.922314547E-4	6.234935718E-4	6.354997167E-4	6.352656055E-4	6.324973656E-4	4.830101971E-4	3.095853899E-4	2.980310237E-4	3.919031587E-4	4.341723106E-4	4.397997691E-4	4.136106290E-4	2.237367444E-4	NaN	NaN	NaN	NaN	7.370000094E-5	5.334813031E-4	7.464707596E-4	6.313797203E-4	4.934438621E-4	4.174204660E-4	4.295556573E-4	5.086687161E-4	3.772831697E-4	2.061962150E-4	3.066851641E-4	3.610111598E-4	1.932483428E-4	1.499346399E-4	2.742157085E-4	3.210540744E-4	3.299433447E-4	3.013326204E-4	2.123232262E-4	2.632535470E-4	1.915676257E-4	NaN	NaN	1.394425344E-4	2.541162830E-4	3.289566957E-4	3.780236293E-4	2.780630020E-4	7.354255649E-5	NaN	NaN	NaN	1.162800036E-4	2.404549887E-4	3.058871080E-4	3.331867920E-4	2.582939342E-4	6.139316974E-5	5.500761836E-5	3.308824671E-4	4.008372198E-4	2.282572386E-4	2.339515631E-4	5.401147646E-4	8.145709871E-4	6.791014457E-4	4.208692117E-4	4.166495637E-4	3.921250463E-4	1.500953513E-4	NaN	4.975526099E-5	1.720645087E-4	1.818779419E-4	2.275386069E-4	2.452808258E-4	8.218501898E-5	1.328125745E-5	2.039126848E-4	4.731561348E-4	7.596902433E-4	NaN	NaN	NaN	3.907325736E-4	NaN	NaN	1.071839870E-4	1.295973198E-4	1.607462082E-6	1.773896656E-4	5.199282314E-4	6.196852773E-4	4.901816137E-4	3.618544724E-4	3.811518836E-4	4.964373074E-4	4.815101274E-4	3.039774310E-4	1.037415423E-4	NaN	NaN	NaN	3.903776087E-5	2.905256988E-4	6.896451814E-4	8.306430536E-4	5.118136760E-4	2.837360080E-4	2.715527080E-4	1.754376135E-4	9.127801604E-5	1.195391087E-4	2.179303119E-4	2.453815541E-4	2.660927712E-4	2.157299605E-4	4.594769416E-5	4.340568194E-5	1.939264330E-4	3.984791692E-4	5.368433194E-4	2.849992597E-4	NaN	NaN
5.274410360E-4	3.142066707E-4	1.266156905E-4	1.705312461E-4	3.114319989E-4	4.061631917E-4	3.867264604E-4	2.566609182E-4	6.775305519E-5	2.665371721E-5	1.508232526E-4	1.497256017E-4	7.517082122E-5	1.038643895E-4	1.928367856E-4	4.080681829E-4	5.095539382E-4	2.710947301E-4	1.987608557E-4	4.463978694E-4	3.947381920E-4	3.468524665E-5	NaN	NaN	NaN	1.191025585E-4	1.503400272E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.691794361E-4	5.647831131E-4	5.584967439E-4	4.112392489E-4	4.240100679E-4	6.278411020E-4	7.616624935E-4	5.489027244E-4	1.685005991E-4	3.720582754E-5	1.291211374E-4	1.972340542E-4	3.126077354E-4	4.737753770E-4	4.332056560E-4	2.622563625E-4	2.097415563E-4	1.651976781E-4	5.670978862E-5	9.835573292E-5	3.919132287E-4	6.690372247E-4	6.271891762E-4	3.676703200E-4	1.016075767E-4	6.414896779E-5	2.866608556E-4	3.311611945E-4	2.463929995E-4	3.800424747E-4	4.530374426E-4	2.492642961E-4	8.019413508E-5	1.011602653E-4	2.099438425E-4	4.102370876E-4	5.326878745E-4	3.751047770E-4	2.544434974E-4	2.304044756E-4	2.213804328E-5	NaN	8.163001621E-5	1.045013705E-4	5.422620598E-5	NaN	NaN	NaN	NaN	NaN	NaN	1.604012068E-4	2.127908665E-4	2.129325439E-4	2.098633413E-4	2.074067161E-4	2.219270973E-4	3.013136156E-4	4.983607214E-4	5.567116896E-4	3.306013241E-4	1.257835684E-4	2.934108488E-4	6.206195103E-4	6.222524098E-4	4.443009384E-4	4.291492805E-4	3.641694202E-4	5.122056450E-7	NaN	NaN	2.202998294E-4	3.628934501E-4	2.876205253E-4	1.876804017E-4	3.091849794E-5	NaN	NaN	2.227300138E-4	4.690423084E-4	7.787951618E-4	1.043624361E-3	NaN	6.039908621E-4	1.680544083E-4	6.459139695E-5	2.708596876E-4	3.381083661E-4	2.402266546E-4	2.601409215E-4	4.140620003E-4	5.527667236E-4	6.248155260E-4	5.858608638E-4	4.844267387E-4	5.072623608E-4	5.875614006E-4	5.394821637E-4	3.498155565E-4	1.221037819E-4	5.621170203E-5	7.478644693E-5	8.978424739E-5	1.435726736E-4	2.671057882E-4	4.253216321E-4	4.456768802E-4	4.102500679E-4	3.830696514E-4	2.092045906E-4	NaN	NaN	NaN	2.781415533E-4	4.821603943E-4	4.417688469E-4	1.456020691E-4	NaN	NaN	3.376718378E-4	7.674525259E-4	6.137336604E-4	9.495456470E-5	NaN
3.213634482E-4	2.885151189E-4	8.734851144E-5	3.982054841E-5	1.970250451E-4	3.492796677E-4	3.865662147E-4	3.614871530E-4	2.914266370E-4	1.983594993E-4	1.116845451E-4	3.918781658E-5	2.745349229E-5	6.212222070E-5	1.821649203E-4	3.948743106E-4	3.631946165E-4	8.703795902E-5	7.931327855E-5	3.394520027E-4	3.692524333E-4	1.455888851E-4	9.662113735E-5	1.186974841E-4	NaN	NaN	1.456508762E-4	1.313372341E-4	6.580854824E-5	3.529042806E-5	3.824056330E-5	6.868893252E-5	5.189950753E-5	3.640150317E-5	3.804919834E-5	1.100299633E-4	3.960606409E-4	6.535140565E-4	5.150970537E-4	1.341668394E-4	4.809816164E-5	3.621343349E-4	6.176864263E-4	4.595050996E-4	6.135264266E-5	NaN	4.767669088E-5	2.254258870E-4	3.374647640E-4	4.222735297E-4	3.941252071E-4	3.156575549E-4	3.416856925E-4	4.018045147E-4	3.284658887E-4	1.071109218E-4	6.323405978E-5	2.637480211E-4	2.826170821E-4	9.281063831E-5	NaN	NaN	9.373210196E-5	2.288051182E-4	2.187233476E-4	3.366486344E-4	4.038019979E-4	2.072646457E-4	NaN	NaN	6.845344615E-5	2.503614232E-4	3.990014957E-4	2.831635647E-4	1.481573709E-4	1.759732404E-4	5.047765808E-5	NaN	NaN	NaN	NaN	NaN	NaN	8.261423500E-5	2.401009115E-4	2.039330720E-4	2.404263651E-4	3.523050109E-4	2.959737030E-4	1.580334356E-4	3.357879905E-5	5.183372559E-5	2.799463109E-4	4.403778876E-4	4.596725630E-4	4.474441230E-4	2.555706596E-4	NaN	NaN	2.816769993E-4	5.267147208E-4	5.686076474E-4	4.827990197E-4	3.157574392E-4	3.005647523E-5	NaN	NaN	2.164655598E-5	2.787964768E-4	2.791679581E-4	1.990008750E-4	1.245754538E-4	NaN	NaN	NaN	1.423203357E-4	4.117456265E-4	7.336476119E-4	8.989806520E-4	7.613662747E-4	4.075569741E-4	2.490089973E-4	4.157111398E-4	5.641792668E-4	5.232667318E-4	2.899472602E-4	9.764450078E-5	2.236681030E-4	5.182959721E-4	6.092310650E-4	4.281751753E-4	3.408952616E-4	4.689608177E-4	5.251094699E-4	3.532697738E-4	1.042877557E-4	1.203992288E-4	2.017389925E-4	9.007809240E-6	NaN	NaN	NaN	3.524802160E-4	4.631844058E-4	3.986149386E-4	1.847853709E-4	NaN	NaN	NaN	2.386244014E-4	5.280881305E-4	6.591447163E-4	5.516791716E-4	1.739311119E-4	NaN	2.376770135E-4	8.082300192E-4	7.587400614E-4	1.843190694E-4	NaN
2.048348251E-4	2.998616255E-4	1.858206961E-4	9.622448852E-5	1.744382025E-4	2.512343053E-4	2.648985246E-4	3.339862160E-4	4.703263403E-4	4.957689089E-4	2.922201820E-4	1.835014518E-5	NaN	NaN	NaN	1.573277696E-4	1.245557069E-4	NaN	NaN	2.370610309E-4	4.509287537E-4	4.893379519E-4	4.350178351E-4	3.168439143E-4	8.721642371E-5	8.087443348E-6	2.242711635E-4	4.400071630E-4	3.660272341E-4	7.921060751E-5	NaN	9.426443285E-5	2.600679582E-4	3.951794642E-4	4.383873893E-4	3.662540985E-4	3.100008180E-4	3.643369419E-4	3.541426850E-4	5.016658179E-5	NaN	1.036675676E-4	4.213510838E-4	4.398628662E-4	2.010660100E-4	NaN	3.004251994E-5	2.697204764E-4	3.504327033E-4	2.446721774E-4	1.278967102E-4	1.088053614E-4	2.070722694E-4	4.045315727E-4	5.268425448E-4	2.850175078E-4	1.643808105E-6	4.080512372E-5	7.508157432E-5	3.619968993E-5	4.836933294E-5	5.117303954E-5	1.436849416E-4	2.540451242E-4	2.680002945E-4	2.936049132E-4	3.000146244E-4	1.174385034E-4	NaN	NaN	9.596693417E-6	1.072266168E-4	1.939089707E-4	2.077426907E-4	2.208368242E-4	2.866988652E-4	1.596502698E-4	2.909764953E-5	6.952544209E-5	2.084005064E-5	4.760052616E-5	3.192033619E-4	5.283730570E-4	5.796334008E-4	5.697121960E-4	4.720013239E-4	4.393146955E-4	5.010123714E-4	4.299553402E-4	2.492017520E-4	8.643549518E-5	6.097565347E-5	2.467219601E-4	3.220661602E-4	1.893972367E-4	1.650585764E-4	6.698907237E-5	NaN	NaN	NaN	2.819922811E-4	4.379564780E-4	3.825693857E-4	2.786384721E-4	2.170290536E-4	3.873749301E-5	NaN	NaN	1.796454162E-4	2.317649487E-4	2.718134492E-4	3.369358019E-4	2.008629381E-4	NaN	NaN	8.995007374E-5	2.651173563E-4	4.872006248E-4	7.168762968E-4	6.816944806E-4	3.029109212E-4	4.221146082E-5	1.724421891E-4	3.966393124E-4	4.486130783E-4	1.390132093E-4	NaN	NaN	1.791085524E-4	4.664890876E-4	3.847657354E-4	1.770816161E-4	1.658057154E-4	2.082418068E-4	1.407011296E-4	1.373749728E-5	1.112689570E-4	2.188389044E-4	NaN	NaN	NaN	NaN	3.696989734E-4	4.505679244E-4	2.994797542E-4	8.297999739E-5	NaN	NaN	NaN	1.474379405E-5	1.927955309E-4	5.182204768E-4	8.415991906E-4	6.206127582E-4	1.771039679E-4	3.316001385E-4	8.329291013E-4	7.800068124E-4	2.815641055E-4	1.664775482E-5
2.349686110E-4	2.076543751E-4	1.089446159E-4	7.675965026E-5	1.216700475E-4	9.285275883E-5	1.454283847E-5	9.983815107E-5	4.507279664E-4	7.691431092E-4	7.340943557E-4	3.836072865E-4	2.098944969E-5	NaN	NaN	NaN	NaN	4.396722943E-5	1.498538331E-4	3.091692633E-4	5.353649030E-4	6.605820963E-4	5.590772489E-4	3.665008990E-4	1.925837569E-4	1.005963786E-4	2.124649327E-4	4.445728846E-4	4.416136362E-4	1.265205792E-4	NaN	4.601004184E-5	2.903530258E-4	5.285961670E-4	6.253367173E-4	4.552768660E-4	1.161076361E-4	1.769072151E-5	2.410203451E-4	2.343249507E-4	4.463694495E-5	1.534596522E-4	4.162405385E-4	5.854566698E-4	5.518584512E-4	2.936571545E-4	1.620627881E-4	2.879401145E-4	2.900210093E-4	1.227831817E-4	6.130674592E-5	5.557340410E-5	NaN	9.787549789E-5	4.112145980E-4	3.897532006E-4	9.027284977E-5	2.961769678E-5	1.199258259E-4	2.281186171E-4	3.665322147E-4	4.024553054E-4	3.943466872E-4	4.495110479E-4	4.942137748E-4	4.991996102E-4	4.934906028E-4	3.073168336E-4	NaN	NaN	NaN	1.458814950E-4	2.319227206E-4	3.131730191E-4	4.039271444E-4	4.835888685E-4	4.202745040E-4	4.316286941E-4	5.336697795E-4	4.341627355E-4	4.281229631E-4	7.130732993E-4	9.055244736E-4	7.968104328E-4	5.746534443E-4	4.356131831E-4	4.576220817E-4	5.747083342E-4	5.588466302E-4	4.209081817E-4	3.371240164E-4	2.632847754E-4	2.155249822E-4	1.603218261E-4	4.855595398E-5	7.538497448E-5	5.023007907E-5	NaN	NaN	NaN	9.233841411E-5	1.561545650E-4	1.665140881E-4	1.431370911E-4	1.500498474E-4	1.058184862E-4	8.157260163E-5	1.938676287E-4	2.362073574E-4	1.789479429E-4	2.530964266E-4	3.805925080E-4	2.475456276E-4	NaN	NaN	1.295791153E-4	1.983562106E-4	2.882305707E-4	4.870447738E-4	5.375062465E-4	2.349749993E-4	NaN	NaN	1.624302822E-4	3.099181631E-4	1.528032153E-4	NaN	NaN	NaN	3.283549158E-4	3.771138145E-4	7.166356954E-5	NaN	4.125924534E-5	1.103623654E-4	3.855132945E-6	NaN	2.324331035E-5	NaN	NaN	NaN	NaN	3.461072920E-4	2.662813640E-4	5.027029692E-5	NaN	NaN	NaN	NaN	NaN	NaN	1.601267286E-4	8.122258005E-4	8.416624041E-4	3.969368699E-4	4.172394401E-4	8.173058159E-4	8.379064966E-4	5.603525206E-4	4.312503443E-4
4.225561279E-4	2.706219966E-4	1.360286115E-4	1.344377379E-4	1.479762432E-4	7.869007095E-5	NaN	NaN	2.596499398E-4	6.856041146E-4	8.822444361E-4	7.228807081E-4	3.475683625E-4	9.000480350E-5	NaN	NaN	NaN	1.854739967E-4	3.407518670E-4	3.695688501E-4	4.632779746E-4	5.153600359E-4	4.139553930E-4	2.865101560E-4	2.288468095E-4	1.277036645E-4	1.387615612E-5	1.107365460E-4	2.674451971E-4	1.664364827E-4	NaN	NaN	1.628743048E-4	4.300005385E-4	6.319636595E-4	5.631472450E-4	2.309443662E-4	5.465636787E-5	2.768539125E-4	4.047330003E-4	2.583893947E-4	2.136671974E-4	3.079553426E-4	4.503951350E-4	5.612059613E-4	5.103711737E-4	4.342021130E-4	4.166232538E-4	2.539855486E-4	8.489868924E-5	2.037279919E-4	2.561696456E-4	NaN	NaN	5.401097224E-5	2.160430304E-4	3.513956472E-5	5.111437986E-6	2.332342410E-4	4.556661006E-4	5.679491442E-4	5.948133767E-4	5.812943564E-4	5.673909327E-4	5.471234908E-4	5.752957659E-4	6.957175792E-4	6.126721855E-4	1.117958236E-4	NaN	NaN	NaN	2.010977332E-4	4.105185217E-4	4.860486952E-4	4.903713125E-4	5.204206100E-4	7.024956285E-4	8.513795910E-4	7.398330490E-4	6.638874765E-4	6.994811120E-4	6.500249729E-4	4.798384616E-4	2.591147204E-4	1.752620446E-4	3.179776249E-4	5.582001759E-4	5.985915195E-4	4.313166137E-4	3.955792054E-4	3.387853503E-4	8.958083345E-5	NaN	NaN	NaN	8.202179015E-5	8.478248674E-6	NaN	1.328162325E-4	2.172289096E-4	1.450119453E-4	9.402618161E-5	1.471036830E-5	NaN	NaN	NaN	2.660137543E-4	3.357668757E-4	1.923195668E-4	1.943678217E-4	2.341843065E-4	6.647109694E-5	NaN	NaN	1.494585194E-5	1.337717094E-5	8.438515943E-5	2.675400756E-4	4.387985391E-4	3.961424809E-4	1.920790673E-4	2.020929969E-4	4.000887566E-4	5.789669813E-4	5.343501107E-4	2.760289935E-4	3.224718603E-5	2.686526022E-5	3.483885666E-4	3.728182928E-4	NaN	NaN	1.552537578E-4	3.074396809E-4	7.677465328E-5	NaN	NaN	NaN	NaN	NaN	1.157841689E-4	2.448553569E-4	5.114968008E-5	NaN	NaN	2.911825432E-4	NaN	NaN	NaN	NaN	NaN	5.337783950E-4	6.356703816E-4	1.825661020E-4	9.596394375E-5	4.727411724E-4	7.287319750E-4	7.922626100E-4	7.605845458E-4
4.666849854E-4	3.783016000E-4	3.008657950E-4	2.777428890E-4	2.459022799E-4	2.487066376E-4	1.527241839E-4	NaN	3.433297024E-5	2.194709523E-4	4.076184414E-4	4.673795775E-4	3.385023738E-4	3.106919758E-4	2.420759702E-4	NaN	NaN	2.171068481E-4	2.595747937E-4	1.496005425E-4	1.629154867E-4	2.149226202E-4	2.036917431E-4	1.624371653E-4	1.322961180E-4	2.319828855E-5	NaN	NaN	NaN	NaN	NaN	NaN	6.577205204E-5	4.410279798E-4	7.333345711E-4	7.369287778E-4	5.178909632E-4	3.876361006E-4	4.895441234E-4	4.636642116E-4	2.139369317E-4	1.015838789E-4	1.317199203E-4	1.859368349E-4	3.287730215E-4	5.122693838E-4	5.844873376E-4	4.687150940E-4	1.765206398E-4	NaN	6.455626863E-5	2.586218179E-4	1.760829218E-5	NaN	NaN	1.614768371E-5	NaN	NaN	1.845282532E-4	4.614586069E-4	5.029874155E-4	4.893997684E-4	5.124745076E-4	4.464469384E-4	2.730211709E-4	2.090471826E-4	4.022317007E-4	5.217525177E-4	1.682345755E-4	NaN	NaN	NaN	NaN	1.882663637E-4	3.603280347E-4	3.129069228E-4	4.000035988E-4	6.513788248E-4	7.423271309E-4	5.990211503E-4	4.914987367E-4	3.690578160E-4	2.143344464E-4	1.442805224E-4	2.398131437E-5	NaN	1.217020545E-4	5.551308859E-4	6.805766025E-4	3.476820712E-4	1.969163277E-4	2.137720294E-4	NaN	NaN	NaN	NaN	8.792713925E-5	2.271060221E-4	1.116278581E-4	1.536927739E-4	3.138354514E-4	3.196428297E-4	2.831051243E-4	2.355028701E-4	1.225789456E-4	NaN	NaN	2.787536068E-4	4.502548836E-4	3.484535555E-4	3.011563967E-4	2.178454306E-4	2.088071960E-5	NaN	NaN	NaN	NaN	NaN	9.953083645E-5	2.844426490E-4	4.532448947E-4	4.507764243E-4	5.141159054E-4	6.562583148E-4	7.286756299E-4	6.434135721E-4	4.437643220E-4	2.459111856E-4	1.727505878E-4	3.621228971E-4	3.052952525E-4	NaN	NaN	3.014059039E-4	5.532446085E-4	2.954912488E-4	NaN	NaN	1.383382769E-4	2.163959580E-4	1.416207378E-4	1.082915333E-4	1.089464713E-4	NaN	NaN	3.369162368E-5	5.191621603E-4	5.568034248E-4	NaN	NaN	NaN	NaN	1.682265865E-4	2.051102783E-4	NaN	NaN	5.483867426E-5	3.759756510E-4	5.945239682E-4	6.487414939E-4
2.020533575E-4	2.225349890E-4	2.127901971E-4	1.427255775E-4	8.924709255E-5	1.980266825E-4	2.620047017E-4	1.453978184E-4	8.026919386E-5	6.262543320E-5	1.066852783E-4	1.761320600E-4	1.565211569E-4	2.732722205E-4	4.307182971E-4	3.329474421E-4	2.270445111E-4	2.451037872E-4	1.216951205E-4	NaN	NaN	1.361476461E-4	2.028685703E-4	1.166363800E-4	4.867090865E-6	6.625464721E-6	NaN	NaN	NaN	NaN	NaN	NaN	1.516272168E-4	7.262787549E-4	9.903162718E-4	7.961911615E-4	5.211976822E-4	5.039450480E-4	6.103569176E-4	4.211883352E-4	4.785833517E-5	NaN	1.517408964E-4	2.316680329E-4	3.332280321E-4	4.850860278E-4	4.891492426E-4	3.150653210E-4	9.174018487E-5	NaN	NaN	9.616645548E-5	2.122483129E-4	4.437803364E-5	NaN	NaN	1.036917365E-5	NaN	3.684245894E-5	2.835957857E-4	2.757183101E-4	2.032333869E-4	2.431464818E-4	2.147295309E-4	NaN	NaN	NaN	1.968474098E-4	1.892465662E-4	NaN	NaN	NaN	NaN	NaN	1.628271275E-4	1.402470953E-4	2.705421357E-4	5.097395042E-4	5.296176532E-4	3.507938818E-4	1.962826937E-4	5.404205513E-5	1.241595146E-5	1.468770643E-4	1.325846388E-4	NaN	7.212845230E-5	6.318015512E-4	8.491695626E-4	3.814663505E-4	6.485963968E-5	1.287759951E-4	6.716022472E-5	NaN	NaN	NaN	1.789744420E-4	3.570206463E-4	1.118470027E-4	2.481878619E-5	3.145840601E-4	5.049799802E-4	5.486890441E-4	6.281787646E-4	6.533867563E-4	4.457400937E-4	2.180889132E-4	3.540175094E-4	5.446916330E-4	5.156515981E-4	4.941290244E-4	3.841479192E-4	1.685470052E-4	7.405012002E-5	1.521480881E-4	2.401885577E-4	1.949419384E-4	1.035313180E-4	6.515516725E-5	1.982350950E-4	4.046416725E-4	4.750186345E-4	5.554093514E-4	5.517700920E-4	3.512680414E-4	1.762827887E-4	1.468408009E-4	1.247644104E-4	8.774010348E-5	2.220625756E-4	1.971813908E-4	NaN	NaN	3.723141854E-4	7.451542187E-4	6.345258444E-4	3.788976464E-4	3.956854343E-4	5.481108674E-4	5.786945112E-4	4.057752667E-4	1.622623240E-4	5.120921560E-5	NaN	NaN	NaN	3.876197443E-4	4.831247497E-4	NaN	NaN	NaN	NaN	1.261530178E-5	1.120460183E-5	NaN	NaN	5.720600711E-6	1.431717683E-4	1.775016572E-4	1.827562228E-4
3.494550037E-5	1.386856165E-4	1.007366736E-4	NaN	NaN	NaN	1.195572841E-4	2.499874681E-4	3.728269076E-4	3.782139975E-4	3.045109625E-4	2.380276710E-4	7.994780026E-5	1.723476271E-5	1.912453736E-4	3.105608339E-4	2.676481090E-4	1.911443105E-4	7.913279842E-5	4.012088539E-5	2.163980971E-4	4.679168924E-4	5.345130921E-4	2.362711821E-4	NaN	7.701326831E-5	3.120610781E-4	2.289538534E-4	9.920218872E-5	NaN	NaN	NaN	8.860056550E-5	7.051106077E-4	9.575678268E-4	6.441555452E-4	2.678393212E-4	2.605523041E-4	3.971525584E-4	2.259531320E-4	NaN	NaN	9.374223009E-5	2.768948907E-4	3.907413920E-4	3.941284085E-4	2.794747998E-4	1.505759428E-4	8.395031182E-5	NaN	NaN	NaN	2.661303733E-4	2.995676186E-4	1.259513956E-4	1.017451796E-4	1.700198918E-4	5.026987492E-5	2.251852675E-5	1.435228914E-4	7.487963012E-5	NaN	5.733317448E-5	1.571821485E-4	2.882595481E-6	NaN	NaN	7.654910587E-5	2.865460701E-4	NaN	NaN	NaN	NaN	1.657630673E-5	1.681411813E-4	1.091690065E-4	1.752227836E-4	3.009602369E-4	3.739516833E-4	3.679342626E-4	2.370776783E-4	2.655690150E-5	NaN	1.464731904E-4	2.552345977E-4	1.166178117E-4	1.705785980E-4	6.702249520E-4	9.285996202E-4	5.174536491E-4	1.765144407E-4	2.295156155E-4	2.332396252E-4	4.482412987E-5	NaN	NaN	2.495631343E-4	4.334011755E-4	1.877054892E-4	8.432257891E-5	4.071527219E-4	6.107129157E-4	5.765823298E-4	6.808773032E-4	8.682998596E-4	7.336488925E-4	3.619980707E-4	2.911269257E-4	4.219882831E-4	4.432149290E-4	4.988294095E-4	4.468636471E-4	1.624058787E-4	NaN	7.369741797E-5	4.181347322E-4	4.579793895E-4	1.998972875E-4	5.453307676E-5	1.528298599E-4	3.093033156E-4	3.550202528E-4	4.673668300E-4	4.522521631E-4	8.596625412E-5	NaN	NaN	NaN	NaN	NaN	4.757336865E-5	NaN	NaN	3.782051208E-4	7.186250295E-4	6.879103021E-4	5.811604788E-4	5.666809157E-4	5.706703523E-4	6.380143459E-4	6.227807608E-4	3.547426895E-4	8.487144805E-5	4.753451867E-5	5.037839583E-5	5.655439600E-5	3.923545009E-4	5.936789094E-4	1.623051066E-4	NaN	NaN	NaN	NaN	7.597941294E-5	NaN	NaN	1.272473601E-4	1.368179364E-4	NaN	NaN
