1.214678050E-3	9.439988062E-4	7.240629056E-4	7.368038641E-4	8.678737795E-4	9.636034374E-4	1.095660846E-3	1.274524140E-3	1.391248312E-3	1.463839901E-3	1.427858020E-3	1.241935999E-3	1.142152003E-3	1.119591761E-3	9.719420923E-4	8.637462743E-4	9.086566279E-4	9.782697307E-4	1.003841287E-3	9.944966296E-4	1.003227546E-3	9.201570065E-4	7.087030681E-4	6.004602765E-4	5.994348321E-4
1.381312148E-3	1.135991071E-3	9.162877686E-4	9.318052907E-4	1.056694193E-3	1.106482698E-3	1.166841015E-3	1.296189264E-3	1.353753731E-3	1.345109777E-3	1.300826902E-3	1.183884451E-3	1.114492305E-3	1.091730664E-3	9.754897910E-4	9.167954559E-4	9.995732689E-4	1.053343527E-3	1.056881738E-3	1.073874533E-3	1.108124852E-3	1.021325472E-3	7.638504612E-4	5.842339015E-4	5.501905107E-4
1.406181254E-3	1.210521441E-3	1.014860813E-3	9.944271296E-4	1.066854456E-3	1.070951228E-3	1.072949148E-3	1.151145319E-3	1.201789477E-3	1.228817855E-3	1.229838119E-3	1.117286738E-3	9.895628318E-4	9.635965689E-4	9.296045173E-4	9.128853562E-4	1.016247203E-3	1.128100208E-3	1.220564009E-3	1.298544230E-3	1.276177587E-3	1.099736430E-3	8.570427890E-4	7.706797333E-4	8.030665922E-4
1.269307104E-3	1.205565175E-3	1.076903427E-3	1.052862382E-3	1.124546165E-3	1.115869498E-3	1.078859204E-3	1.134823193E-3	1.217384706E-3	1.300374046E-3	1.289042179E-3	1.071209321E-3	8.460576064E-4	8.594945539E-4	9.249420837E-4	9.095369605E-4	1.001452212E-3	1.188169466E-3	1.366160228E-3	1.424724818E-3	1.255201758E-3	1.006798120E-3	9.127717931E-4	9.984965436E-4	1.041107578E-3
1.203067484E-3	1.284352620E-3	1.217788900E-3	1.194232376E-3	1.296075643E-3	1.309873303E-3	1.251537469E-3	1.282520825E-3	1.371582737E-3	1.453909790E-3	1.384783885E-3	1.113084261E-3	9.032680537E-4	9.612527792E-4	1.030451269E-3	9.762264090E-4	1.049750485E-3	1.230386901E-3	1.369293896E-3	1.393737970E-3	1.214339631E-3	9.959010640E-4	9.927664651E-4	1.111385645E-3	1.064998796E-3
1.188301831E-3	1.295558759E-3	1.304615871E-3	1.331966836E-3	1.449597767E-3	1.442562556E-3	1.334740664E-3	1.316019334E-3	1.372270868E-3	1.424093032E-3	1.349982689E-3	1.180144958E-3	1.109811128E-3	1.174953301E-3	1.163261826E-3	1.072544488E-3	1.131178462E-3	1.229508664E-3	1.251440379E-3	1.314815483E-3	1.335515524E-3	1.219504047E-3	1.147788367E-3	1.171763055E-3	1.075286651E-3
1.221933402E-3	1.294330345E-3	1.357230474E-3	1.429837779E-3	1.513245516E-3	1.436605584E-3	1.272059162E-3	1.196111669E-3	1.186198089E-3	1.221482526E-3	1.235520351E-3	1.221776125E-3	1.236684504E-3	1.247321256E-3	1.172439312E-3	1.073478954E-3	1.118846354E-3	1.187843736E-3	1.151831471E-3	1.223492320E-3	1.395703410E-3	1.364625059E-3	1.199317863E-3	1.148446114E-3	1.104632276E-3
1.294389600E-3	1.321373275E-3	1.370309037E-3	1.430583769E-3	1.473251614E-3	1.389700919E-3	1.247103326E-3	1.161875902E-3	1.121457899E-3	1.176434802E-3	1.256935764E-3	1.262552338E-3	1.223400817E-3	1.182579203E-3	1.130741322E-3	1.050197636E-3	1.062490861E-3	1.164262998E-3	1.149684424E-3	1.124631963E-3	1.238769153E-3	1.221649116E-3	1.015586546E-3	9.084148915E-4	9.038108983E-4
1.229819492E-3	1.178825041E-3	1.226754044E-3	1.311058062E-3	1.378478948E-3	1.389750978E-3	1.335030887E-3	1.267450047E-3	1.246220432E-3	1.333948108E-3	1.385723823E-3	1.294900430E-3	1.196018653E-3	1.151557663E-3	1.115151797E-3	1.036101021E-3	1.008163672E-3	1.132848789E-3	1.176595455E-3	1.070905942E-3	1.042742399E-3	9.907924104E-4	7.958181086E-4	6.239465438E-4	5.427797441E-4
1.088618534E-3	9.785015136E-4	1.051086001E-3	1.160908374E-3	1.240437734E-3	1.338622416E-3	1.372114755E-3	1.340092975E-3	1.354510430E-3	1.443649875E-3	1.437516068E-3	1.302986755E-3	1.223391970E-3	1.157323481E-3	1.034912770E-3	9.305308340E-4	9.192746948E-4	1.072020270E-3	1.188121852E-3	1.101627713E-3	9.525986388E-4	7.834282587E-4	5.841255188E-4	3.926774662E-4	2.410716261E-4
1.042641816E-3	9.249679279E-4	9.802115383E-4	1.057739020E-3	1.095890533E-3	1.188305905E-3	1.261776080E-3	1.307220431E-3	1.380468719E-3	1.434603357E-3	1.380103175E-3	1.257287688E-3	1.177569618E-3	1.066331868E-3	9.290055023E-4	8.766297833E-4	8.965161978E-4	1.021331176E-3	1.162067871E-3	1.160976826E-3	9.677283815E-4	6.430221838E-4	3.955306020E-4	2.631936222E-4	1.739109866E-4
1.113213599E-3	1.043818309E-3	1.045158133E-3	1.069120248E-3	1.081561903E-3	1.122529153E-3	1.157209743E-3	1.222114428E-3	1.316941460E-3	1.336649293E-3	1.261420199E-3	1.146029914E-3	1.014223439E-3	9.152496932E-4	9.499462903E-4	1.006087754E-3	9.308885201E-4	9.063251782E-4	1.029452076E-3	1.122550340E-3	9.614972514E-4	6.076321006E-4	4.270715872E-4	4.651748750E-4	5.121034919E-4
