1.306624850E-3	1.354307868E-3	1.233612886E-3	1.162460190E-3	1.256594900E-3	1.437090919E-3	1.323344186E-3	8.891102625E-4	7.106743869E-4	9.031110094E-4	1.060279319E-3	1.030338346E-3	7.907433319E-4	4.932920565E-4	5.251849652E-4	7.381599862E-4	7.349957014E-4	6.400018465E-4	6.819996051E-4	8.688695380E-4	1.048992155E-3	1.046779449E-3	9.490380180E-4	9.482127498E-4	1.006726408E-3
1.233833027E-3	1.458958839E-3	1.512503601E-3	1.395300264E-3	1.227670698E-3	1.190055395E-3	1.085523283E-3	7.607445586E-4	6.362372078E-4	8.259813767E-4	9.540617466E-4	8.552117506E-4	5.218334263E-4	2.098671393E-4	3.284385020E-4	6.327716401E-4	7.264884189E-4	7.301376318E-4	7.470190176E-4	8.208488580E-4	9.863375453E-4	1.086864620E-3	1.068636077E-3	1.061097020E-3	1.078787376E-3
1.292934408E-3	1.523483894E-3	1.751234988E-3	1.712630503E-3	1.338080736E-3	1.049274928E-3	9.681438678E-4	8.092641947E-4	7.289722562E-4	9.026875487E-4	1.056431327E-3	9.397210670E-4	5.629674415E-4	2.810089209E-4	4.364171764E-4	7.389554521E-4	8.702496416E-4	9.356623632E-4	9.450495709E-4	9.298250079E-4	9.923098842E-4	1.049132668E-3	1.027128426E-3	9.720392409E-4	9.074910195E-4
1.324603218E-3	1.395385945E-3	1.647919882E-3	1.757714315E-3	1.442980836E-3	1.095152576E-3	1.013423200E-3	9.143219795E-4	7.855551085E-4	8.885956486E-4	1.096652006E-3	1.054379973E-3	7.709103520E-4	6.698671496E-4	9.124228964E-4	1.108650235E-3	1.087595709E-3	1.058893162E-3	1.033021370E-3	9.762851405E-4	9.361790726E-4	9.115063585E-4	8.985007880E-4	8.670785464E-4	8.078932879E-4
1.196710975E-3	1.200276427E-3	1.339150709E-3	1.490751281E-3	1.380373840E-3	1.172362361E-3	1.087589189E-3	9.794515790E-4	8.163012681E-4	8.344218368E-4	1.023792196E-3	1.038416289E-3	8.978398982E-4	1.007837011E-3	1.320376061E-3	1.382169547E-3	1.173739787E-3	1.016189461E-3	9.691923042E-4	9.502595058E-4	9.249060531E-4	9.017207194E-4	8.963741129E-4	8.580160211E-4	8.134491509E-4
1.105171395E-3	NaN	NaN	1.282519312E-3	1.304250793E-3	1.248319750E-3	1.163447509E-3	1.046754885E-3	9.327338194E-4	9.184103110E-4	1.040281029E-3	1.098734676E-3	1.075937180E-3	1.216720673E-3	1.455101883E-3	1.496837824E-3	1.310780412E-3	1.112583675E-3	1.030620071E-3	1.022915356E-3	1.038313145E-3	1.064196229E-3	1.040096511E-3	9.042730671E-4	7.700622664E-4
NaN	NaN	NaN	NaN	1.329516410E-3	1.320017385E-3	1.255342620E-3	1.161330962E-3	1.083973562E-3	1.018862473E-3	1.080473419E-3	1.251174719E-3	1.365216565E-3	1.396451727E-3	1.440818305E-3	1.539166667E-3	1.531313406E-3	1.363382093E-3	1.218033838E-3	1.141688088E-3	1.111546531E-3	1.140295179E-3	1.111599733E-3	9.255866171E-4	7.271408103E-4
NaN	NaN	NaN	NaN	1.443482237E-3	1.450220938E-3	1.408032258E-3	1.285746461E-3	1.089379191E-3	8.672008407E-4	8.820261573E-4	1.202178071E-3	1.483508036E-3	1.449505216E-3	1.296047354E-3	1.374468789E-3	1.518425066E-3	1.445478993E-3	1.293869922E-3	1.167999581E-3	1.069569029E-3	1.072116778E-3	1.097898814E-3	9.890949586E-4	8.347058319E-4
NaN	NaN	NaN	NaN	1.533873030E-3	1.614463399E-3	1.530942158E-3	1.263963175E-3	8.887113654E-4	5.628874642E-4	5.787160480E-4	9.674998000E-4	1.356243389E-3	1.369737322E-3	1.132887672E-3	1.124253497E-3	1.323378412E-3	1.390275545E-3	1.327408827E-3	1.205071225E-3	1.066226163E-3	1.073034247E-3	1.196984085E-3	1.195170800E-3	1.077541383E-3
NaN	NaN	NaN	NaN	1.454152633E-3	1.588525134E-3	1.418074942E-3	1.046160702E-3	7.035568124E-4	5.156656844E-4	5.638024304E-4	8.202787722E-4	1.127454685E-3	1.224330626E-3	1.080828835E-3	1.039155410E-3	1.195489313E-3	1.357666100E-3	1.422820147E-3	1.317293267E-3	1.122975373E-3	1.104739844E-3	1.259566867E-3	1.297171344E-3	1.204505912E-3
NaN	NaN	NaN	NaN	1.317211776E-3	1.448192983E-3	1.244934043E-3	9.028923232E-4	7.507870323E-4	8.068865282E-4	8.898911765E-4	8.923407877E-4	9.157874156E-4	9.822808206E-4	1.014253940E-3	1.082699862E-3	1.229872578E-3	1.400944428E-3	1.485792222E-3	1.365472097E-3	1.138122054E-3	1.069016755E-3	1.180060441E-3	1.210375689E-3	1.156146755E-3
NaN	NaN	NaN	NaN	1.200746628E-3	1.349474303E-3	1.225022250E-3	9.783388814E-4	9.168852703E-4	1.072231098E-3	1.206504530E-3	1.089048921E-3	8.441589889E-4	7.365057245E-4	8.414332406E-4	1.109764213E-3	1.413744059E-3	1.569779939E-3	1.469453447E-3	1.230911119E-3	1.047147438E-3	1.035440131E-3	1.158598694E-3	1.179061364E-3	1.115743886E-3
NaN	NaN	NaN	NaN	1.119135995E-3	1.248036744E-3	1.223655068E-3	1.104075462E-3	1.049370971E-3	1.151256380E-3	1.302520279E-3	1.235507545E-3	9.441619040E-4	7.150322199E-4	7.612089976E-4	1.086524804E-3	1.507378765E-3	1.670716912E-3	1.391633414E-3	1.026264858E-3	9.179432527E-4	1.023924095E-3	1.184388995E-3	1.196085243E-3	1.138251158E-3
NaN	NaN	NaN	NaN	1.208992093E-3	1.224477775E-3	1.195497694E-3	1.189213828E-3	1.179934130E-3	1.221405342E-3	1.317121903E-3	1.280035358E-3	1.068747253E-3	8.764020749E-4	8.710198454E-4	1.051297993E-3	1.339954673E-3	1.500009210E-3	1.275463728E-3	9.693830507E-4	9.529693052E-4	1.108772703E-3	1.239770791E-3	1.241243561E-3	1.216864912E-3
