1.140983542E-3	1.248113113E-3	1.403719420E-3	1.492122770E-3	1.373036532E-3	1.163516194E-3	1.172091695E-3	1.219106838E-3	NaN	NaN	NaN	NaN	NaN	1.275523915E-3	1.106968266E-3	1.030962565E-3	9.926154744E-4	1.038386486E-3	1.128369127E-3	1.174777979E-3	1.197385951E-3	1.187328016E-3	1.217964222E-3	1.347671030E-3	1.368595287E-3	1.226343215E-3	1.081689843E-3	9.663972887E-4	9.053326794E-4	9.816471720E-4	1.135028200E-3	1.288241590E-3	1.508416259E-3	1.687453710E-3	1.522636390E-3	1.118780696E-3	8.888958255E-4	8.983809385E-4	9.877620032E-4	1.011991524E-3	8.689156966E-4	7.487448165E-4	9.226336842E-4	1.217202283E-3
1.295298920E-3	1.355016604E-3	1.401407877E-3	1.402596710E-3	1.205550274E-3	9.475831757E-4	1.022329787E-3	1.183698652E-3	1.179779996E-3	NaN	NaN	NaN	NaN	1.073420746E-3	1.006742008E-3	1.100813504E-3	1.152817626E-3	1.153293997E-3	1.179803396E-3	1.186052803E-3	1.113813953E-3	1.029606326E-3	1.107373973E-3	1.306667924E-3	1.352379448E-3	1.231988310E-3	1.069367747E-3	9.270108421E-4	8.776396280E-4	9.036366828E-4	1.031176071E-3	1.260129502E-3	1.454226789E-3	1.581232878E-3	1.531483955E-3	1.202718937E-3	9.056020644E-4	9.005133179E-4	1.063813223E-3	1.181143220E-3	1.094038598E-3	9.247015696E-4	9.991341503E-4	1.255438779E-3
1.316700014E-3	1.338785863E-3	1.320320647E-3	1.328986022E-3	1.207439811E-3	9.820201667E-4	1.016048249E-3	1.190866809E-3	1.194045530E-3	NaN	NaN	NaN	NaN	1.048946753E-3	1.073834719E-3	1.246766187E-3	1.275551971E-3	1.180892927E-3	1.128167962E-3	1.027661143E-3	8.248050581E-4	7.642772398E-4	1.028423896E-3	1.346843201E-3	1.385672600E-3	1.266324078E-3	1.141373068E-3	1.056222012E-3	1.076603308E-3	1.077395747E-3	1.074344735E-3	1.184109366E-3	1.317060436E-3	1.481106039E-3	1.542360173E-3	1.288514817E-3	1.019808115E-3	9.994508000E-4	1.081010676E-3	1.129006385E-3	1.037858427E-3	9.014996467E-4	1.005974715E-3	1.256431220E-3
1.062666997E-3	1.002580859E-3	9.127404774E-4	9.892308153E-4	1.112304046E-3	1.095518004E-3	1.123100054E-3	1.281315112E-3	1.325372490E-3	1.257738797E-3	NaN	NaN	NaN	1.351157553E-3	1.364811789E-3	1.430201228E-3	1.295571681E-3	1.109801466E-3	1.131176483E-3	1.093723229E-3	7.877640310E-4	6.486631464E-4	9.907814674E-4	1.403594739E-3	1.480547711E-3	1.375570544E-3	1.262357575E-3	1.212054747E-3	1.273459406E-3	1.226457767E-3	1.059256028E-3	1.047415775E-3	1.234579482E-3	1.503583742E-3	1.555980882E-3	1.278657699E-3	1.113349455E-3	1.166473259E-3	1.111255260E-3	9.713657200E-4	8.648476796E-4	8.638192085E-4	1.102952985E-3	1.402309281E-3
8.090529591E-4	6.941310712E-4	5.703712814E-4	6.441361620E-4	8.684838540E-4	1.032755943E-3	1.130321529E-3	1.282736659E-3	1.345187076E-3	1.245701453E-3	1.247076667E-3	1.395485946E-3	1.480070991E-3	1.482253079E-3	1.517932396E-3	1.501101069E-3	1.269678120E-3	1.087250537E-3	1.284603495E-3	1.402885653E-3	9.842964355E-4	6.267677527E-4	8.779675700E-4	1.301141339E-3	1.435052603E-3	1.390733407E-3	1.318796654E-3	1.290385379E-3	1.327369828E-3	1.209231326E-3	9.843681473E-4	1.033655368E-3	1.335363952E-3	1.546298969E-3	1.428169431E-3	1.129937009E-3	1.120154513E-3	1.296768314E-3	1.175413956E-3	9.097692091E-4	8.183173486E-4	9.136463050E-4	1.226039138E-3	1.597370952E-3
7.384322234E-4	6.222407683E-4	5.273938878E-4	5.888038431E-4	7.554794429E-4	9.583625360E-4	1.116874046E-3	1.254799427E-3	1.307414263E-3	1.201092848E-3	1.116838190E-3	1.131001976E-3	1.155259321E-3	1.230051508E-3	1.408309792E-3	1.491601346E-3	1.300546923E-3	1.146084978E-3	1.381426700E-3	1.518099569E-3	1.056948211E-3	6.172382273E-4	7.419499452E-4	1.066144789E-3	1.247612061E-3	1.302537508E-3	1.269867294E-3	1.240246114E-3	1.265494036E-3	1.154867467E-3	9.841133142E-4	1.147923293E-3	1.486233552E-3	1.534435200E-3	1.313691377E-3	1.137305517E-3	1.256537158E-3	1.477511832E-3	1.370111015E-3	1.080280636E-3	9.377113893E-4	9.295596974E-4	1.094798441E-3	1.420700573E-3
7.560380618E-4	6.503656623E-4	5.596496630E-4	6.470264052E-4	7.735661347E-4	9.151906124E-4	1.037226291E-3	1.168955583E-3	1.281870180E-3	1.249729074E-3	1.148604788E-3	1.049046637E-3	9.283958934E-4	9.479236323E-4	1.245581429E-3	1.489188173E-3	1.364564290E-3	1.186561189E-3	1.329120714E-3	1.422104891E-3	1.100985333E-3	8.142809966E-4	8.428302826E-4	1.010464039E-3	1.248761429E-3	1.410057535E-3	NaN	NaN	NaN	NaN	NaN	1.223328407E-3	1.477602287E-3	1.430264674E-3	1.301207230E-3	1.356989844E-3	1.527021290E-3	1.669448917E-3	1.576856012E-3	1.272562658E-3	1.027784660E-3	9.265028639E-4	9.091799730E-4	1.012501074E-3
8.112059440E-4	7.289709756E-4	6.578401662E-4	7.328913198E-4	7.782653556E-4	8.139153360E-4	8.736285963E-4	1.040759147E-3	1.270256471E-3	1.342028379E-3	1.283682301E-3	1.191625139E-3	1.007787767E-3	8.911523619E-4	1.130449004E-3	1.430456876E-3	1.361732488E-3	1.176328515E-3	1.244654995E-3	1.304706442E-3	1.123499940E-3	9.997041197E-4	1.003362588E-3	1.099032233E-3	1.388339326E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.288681058E-3	1.212036237E-3	1.220255508E-3	1.419000095E-3	1.550687710E-3	1.602971810E-3	1.535636489E-3	1.206237823E-3	9.135715081E-4	9.268065915E-4	9.515160928E-4	8.915831568E-4
8.233170374E-4	7.380837924E-4	7.748682983E-4	8.869279409E-4	8.991613868E-4	9.477189160E-4	1.017487957E-3	1.139865140E-3	1.332001062E-3	1.403877162E-3	1.396393403E-3	1.427037641E-3	1.313778339E-3	1.070104539E-3	1.102166832E-3	1.320976065E-3	1.306840102E-3	1.194576034E-3	1.255399897E-3	1.254231669E-3	1.061641029E-3	9.662733646E-4	9.977704613E-4	1.126005780E-3	1.422530855E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.132274163E-3	1.052124426E-3	1.137917745E-3	1.296341303E-3	1.299790805E-3	1.310880762E-3	1.322130556E-3	1.060275477E-3	8.259887109E-4	9.478809079E-4	1.057996880E-3	1.030846382E-3
8.169269422E-4	6.797717069E-4	7.691610954E-4	9.906730847E-4	1.154114376E-3	1.374740503E-3	1.452828408E-3	1.335356152E-3	1.262037549E-3	1.232952345E-3	1.292403787E-3	1.506495057E-3	1.556330477E-3	1.310102642E-3	1.207398367E-3	1.321378048E-3	1.324245008E-3	1.291101566E-3	1.364603639E-3	1.318317722E-3	1.122485613E-3	1.028230065E-3	1.039604773E-3	1.153454767E-3	1.407436910E-3	NaN	NaN	NaN	NaN	NaN	NaN	1.265687053E-3	1.069233986E-3	9.993164567E-4	1.107245334E-3	1.154852216E-3	1.018546405E-3	9.892641101E-4	1.083769137E-3	1.032660832E-3	9.674095199E-4	1.031583175E-3	1.043805038E-3	1.090495265E-3
8.281028713E-4	7.363623008E-4	8.287992678E-4	1.074873842E-3	1.347722136E-3	1.683300361E-3	1.751225209E-3	1.443615416E-3	1.145140384E-3	1.015455928E-3	1.074773143E-3	1.330663217E-3	1.463642577E-3	1.314570894E-3	1.256453455E-3	1.349604107E-3	1.333843451E-3	1.316676266E-3	1.354572130E-3	1.245897962E-3	1.106987125E-3	1.089017256E-3	1.042032731E-3	1.044389675E-3	1.244884217E-3	NaN	NaN	NaN	NaN	NaN	NaN	1.162606874E-3	1.019537332E-3	9.779944085E-4	1.062483294E-3	9.962295881E-4	7.511256263E-4	6.651274743E-4	8.198564756E-4	1.034579473E-3	1.178662642E-3	1.145504881E-3	9.942406323E-4	1.032988774E-3
7.900282508E-4	8.646791102E-4	1.056321082E-3	1.230400871E-3	1.418628148E-3	1.717664418E-3	1.806375221E-3	1.553830807E-3	1.270143315E-3	1.092113904E-3	1.020299736E-3	1.082624658E-3	1.118389890E-3	1.036114059E-3	1.090122503E-3	1.246183529E-3	1.251000329E-3	1.245573163E-3	1.214876538E-3	9.680786752E-4	8.318269392E-4	9.341415134E-4	8.930310723E-4	7.884040824E-4	9.203543304E-4	1.203805092E-3	NaN	NaN	NaN	NaN	NaN	1.032689353E-3	9.663981036E-4	1.027052058E-3	1.145359362E-3	1.009165775E-3	6.798828254E-4	5.263933563E-4	6.900943699E-4	1.049172482E-3	1.272770111E-3	1.143129310E-3	8.959912811E-4	9.274777840E-4
7.093001623E-4	8.809649153E-4	1.165985246E-3	1.283644349E-3	1.402620925E-3	1.657776535E-3	1.709003234E-3	1.533171511E-3	1.392850652E-3	1.250568894E-3	1.055973349E-3	9.060340817E-4	8.285598014E-4	7.948386483E-4	9.359270916E-4	1.175024896E-3	1.258876175E-3	1.313659362E-3	1.271507237E-3	9.221156943E-4	7.241559797E-4	8.841945091E-4	9.378766990E-4	8.538015536E-4	8.854870684E-4	1.017211936E-3	NaN	NaN	NaN	NaN	NaN	NaN	9.191753343E-4	1.117831096E-3	1.365949633E-3	1.300022705E-3	1.003747806E-3	8.035651990E-4	8.689623792E-4	1.143866684E-3	1.239521895E-3	9.816770907E-4	7.294678944E-4	8.428310975E-4
7.115713088E-4	8.644350455E-4	1.079474576E-3	1.126409275E-3	1.278411364E-3	1.561476616E-3	1.501492807E-3	1.276644645E-3	1.247805310E-3	1.187608112E-3	9.922835743E-4	8.218426956E-4	7.765524206E-4	8.163176826E-4	9.791317862E-4	NaN	NaN	NaN	NaN	1.203044550E-3	9.196615429E-4	9.689222788E-4	1.108487602E-3	1.193139004E-3	1.182923676E-3	1.103671617E-3	NaN	NaN	NaN	NaN	NaN	NaN	9.663891979E-4	1.173326280E-3	1.472925534E-3	1.535562566E-3	1.400092267E-3	1.226138207E-3	1.163854264E-3	1.279483899E-3	1.242959290E-3	9.450587677E-4	7.544292021E-4	8.975724340E-4
9.163722862E-4	9.972242406E-4	9.936060524E-4	8.786856197E-4	1.026931102E-3	1.353231026E-3	1.287125400E-3	1.052927924E-3	1.024916535E-3	9.696342750E-4	8.893667255E-4	9.005530155E-4	9.399137343E-4	9.777947562E-4	NaN	NaN	NaN	NaN	NaN	NaN	1.157681108E-3	1.000124845E-3	1.079665846E-3	1.274887356E-3	1.309041167E-3	1.204927568E-3	1.097590313E-3	NaN	NaN	NaN	NaN	NaN	NaN	1.139699365E-3	1.408729120E-3	1.558775781E-3	1.550468267E-3	1.420505694E-3	1.308406703E-3	1.364578842E-3	1.315218629E-3	1.059597707E-3	9.114266722E-4	9.748181910E-4
1.133634592E-3	1.117363456E-3	9.051435627E-4	6.714611081E-4	7.898801705E-4	1.124168746E-3	1.203128835E-3	1.094474806E-3	9.885936743E-4	8.780336357E-4	9.885603795E-4	1.212285017E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.025265898E-3	9.520936292E-4	1.101318980E-3	1.179983607E-3	1.199444639E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.497658901E-3	1.448373310E-3	1.304752543E-3	1.251182053E-3	1.342734206E-3	1.273377798E-3	9.937253781E-4	8.718626923E-4	9.362571291E-4
