8.818993228E-4	1.049217535E-3	1.014317852E-3	1.179121318E-3	1.493288204E-3	1.484582666E-3	1.391140162E-3	1.346477773E-3	NaN	NaN	NaN	1.538379933E-3	1.207523863E-3	1.132082427E-3	1.295926981E-3	1.372113475E-3	1.341761439E-3	1.129974029E-3	8.471569745E-4	8.586876793E-4	1.126563759E-3	1.436419203E-3	1.548687578E-3	1.359688118E-3	1.162353787E-3	1.126275863E-3	1.138366759E-3	1.229455462E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.176840742E-3	1.048564794E-3	8.396534831E-4	7.562393439E-4	9.113913402E-4	1.010957058E-3
6.491159438E-4	8.254317800E-4	9.623534861E-4	1.219992409E-3	1.506274566E-3	1.542943995E-3	1.456946949E-3	1.270848792E-3	NaN	NaN	NaN	NaN	NaN	1.196488738E-3	1.273126225E-3	1.395524479E-3	1.462228131E-3	1.295514056E-3	9.798861574E-4	8.879053639E-4	1.076427405E-3	1.331289764E-3	1.374481595E-3	1.223072060E-3	1.147702453E-3	1.171156298E-3	1.211260096E-3	1.331069856E-3	1.447430812E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.106025185E-3	1.142335590E-3	1.210651011E-3	1.109166886E-3	9.854600066E-4	8.530917694E-4
5.756897153E-4	7.190380129E-4	8.386737318E-4	1.036751084E-3	1.291511231E-3	1.470973017E-3	1.460806117E-3	1.124384813E-3	NaN	NaN	NaN	NaN	NaN	1.360232942E-3	1.268099528E-3	1.278075390E-3	1.339447103E-3	1.240367186E-3	9.882543236E-4	8.930688491E-4	1.051481697E-3	1.233220333E-3	1.222115592E-3	1.170166302E-3	1.205786830E-3	1.190975308E-3	1.171324519E-3	1.318299095E-3	1.517976518E-3	1.478665043E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.097748755E-3	1.276384457E-3	1.652271370E-3	1.723283785E-3	1.480689389E-3	1.147122122E-3
5.373528111E-4	7.725604228E-4	8.849665755E-4	9.862959851E-4	1.141965156E-3	1.340227900E-3	1.311012660E-3	8.613930549E-4	NaN	NaN	NaN	NaN	NaN	NaN	1.398779568E-3	1.371132908E-3	1.359991962E-3	1.169576542E-3	8.786763647E-4	8.320730994E-4	1.069230493E-3	1.240366255E-3	1.200521830E-3	1.206003828E-3	1.267766813E-3	1.204309170E-3	1.138380612E-3	1.209589303E-3	1.359930495E-3	1.396066160E-3	1.353842206E-3	1.411545556E-3	1.317603746E-3	NaN	1.111028832E-3	1.296672621E-3	1.356862369E-3	1.266599051E-3	1.167938695E-3	1.298848307E-3	1.667408273E-3	1.908104983E-3	1.794097247E-3	1.413336839E-3
3.835585376E-4	7.245527813E-4	9.640555363E-4	1.091159414E-3	1.166939503E-3	1.295109279E-3	1.201762934E-3	7.239494589E-4	NaN	NaN	NaN	NaN	NaN	NaN	1.510149450E-3	1.591926673E-3	1.517161378E-3	1.151101431E-3	7.909557899E-4	8.363680681E-4	1.181493979E-3	1.367352554E-3	1.314439927E-3	1.313930494E-3	1.324877492E-3	1.187187154E-3	1.035393332E-3	9.537412552E-4	9.837085381E-4	1.087084180E-3	1.117426436E-3	1.135590952E-3	1.079353620E-3	9.584356449E-4	1.087903744E-3	1.396429143E-3	1.511505689E-3	1.387421507E-3	1.230060705E-3	1.217849087E-3	1.440744731E-3	1.724928501E-3	1.714367419E-3	1.354934881E-3
4.130246525E-4	6.454304093E-4	9.063478792E-4	1.078002271E-3	1.165133552E-3	1.316560199E-3	1.325891702E-3	9.981746553E-4	NaN	NaN	NaN	NaN	NaN	NaN	1.262129867E-3	1.393430051E-3	1.374135260E-3	1.089224475E-3	8.475888753E-4	9.728729492E-4	1.324276556E-3	1.482388470E-3	1.384853385E-3	1.310961321E-3	1.248949440E-3	1.025892911E-3	7.647242164E-4	6.396216340E-4	7.366862847E-4	9.741869289E-4	1.087924349E-3	1.109686564E-3	1.116939122E-3	1.087638666E-3	1.201903797E-3	1.474834280E-3	1.594326925E-3	1.405030373E-3	1.170209609E-3	1.187478192E-3	1.467367285E-3	1.747707254E-3	1.664612559E-3	1.250580768E-3
8.081234992E-4	8.484247955E-4	9.511145181E-4	1.071198611E-3	1.134194084E-3	1.253494760E-3	1.414993312E-3	1.396083273E-3	NaN	NaN	NaN	NaN	NaN	9.518649313E-4	8.401259547E-4	9.654058958E-4	1.100292313E-3	1.057888847E-3	9.660418727E-4	1.061849645E-3	1.340018585E-3	1.472079195E-3	1.315837493E-3	1.114095910E-3	9.584685322E-4	7.258445839E-4	5.244024796E-4	5.366426776E-4	7.763523026E-4	1.094752341E-3	1.240551472E-3	1.256349962E-3	1.260433812E-3	1.214694348E-3	1.227028086E-3	1.380304457E-3	1.429935335E-3	1.173482859E-3	9.586518281E-4	1.116772648E-3	1.459149644E-3	1.688387827E-3	1.599762938E-3	1.245213440E-3
1.176967169E-3	1.209856942E-3	1.237291377E-3	1.289426233E-3	1.219102414E-3	1.117129344E-3	1.226243796E-3	NaN	NaN	NaN	NaN	NaN	NaN	9.461874724E-4	7.891656132E-4	9.062814643E-4	1.104612369E-3	1.176925842E-3	1.122351736E-3	1.112862607E-3	1.277409494E-3	1.385134878E-3	1.235738397E-3	9.740682435E-4	7.157180808E-4	5.264771753E-4	5.712005659E-4	7.908917614E-4	1.025558100E-3	1.256589894E-3	1.352498424E-3	1.325699268E-3	1.316863578E-3	1.246671774E-3	1.128229778E-3	1.138589694E-3	1.117277658E-3	8.384100511E-4	6.781785632E-4	8.581418078E-4	1.058630878E-3	1.214040909E-3	1.352316467E-3	1.289463369E-3
1.176736201E-3	1.350947656E-3	1.518080244E-3	1.607172424E-3	1.452112687E-3	1.162231085E-3	1.079243957E-3	NaN	NaN	NaN	NaN	NaN	NaN	1.147692907E-3	9.993842104E-4	1.009230618E-3	1.105692936E-3	1.205713837E-3	1.215529395E-3	1.154171070E-3	1.208875095E-3	1.297912095E-3	1.259914017E-3	1.115366584E-3	8.615144179E-4	6.955168792E-4	8.755339077E-4	1.143198111E-3	1.251474256E-3	1.374425367E-3	1.442064880E-3	1.381542883E-3	1.410944271E-3	1.403135131E-3	1.169617753E-3	1.003091107E-3	9.546140791E-4	7.458926993E-4	6.041884772E-4	6.599187036E-4	6.494343397E-4	7.371917018E-4	1.078880043E-3	1.277049072E-3
1.077358262E-3	1.277755713E-3	1.532613067E-3	1.675040810E-3	1.558653777E-3	1.293079928E-3	1.169203199E-3	NaN	NaN	NaN	NaN	NaN	NaN	1.299670665E-3	1.122870250E-3	1.007509651E-3	9.708794532E-4	1.058958471E-3	1.142741763E-3	1.121825189E-3	1.151633915E-3	1.231133123E-3	1.288758474E-3	1.328030485E-3	1.218431746E-3	1.056199893E-3	1.091876999E-3	1.170377247E-3	1.162404078E-3	1.263268758E-3	1.374025131E-3	1.373320352E-3	1.503142179E-3	1.626162324E-3	1.377898850E-3	1.038372633E-3	9.283247637E-4	8.546932950E-4	7.887645625E-4	7.502583903E-4	6.088274531E-4	5.945866578E-4	9.126205696E-4	1.207465888E-3
