8.294448489E-4	8.508978644E-4	1.008219086E-3	1.095297397E-3	1.155358739E-3	1.341811148E-3	1.388632343E-3	1.163437031E-3	9.982208721E-4	9.996393928E-4	1.007450279E-3	1.021517324E-3	1.073486870E-3	1.032097964E-3	8.812840679E-4	7.927840343E-4	8.087473107E-4	8.589765639E-4	9.439818095E-4	1.125177369E-3	1.330610248E-3
9.038809221E-4	1.045921585E-3	1.194895245E-3	1.272213995E-3	1.271579182E-3	1.296592061E-3	1.278269454E-3	1.118708053E-3	1.017437433E-3	1.070194528E-3	1.080678194E-3	1.034594025E-3	1.044873265E-3	9.945317870E-4	8.150221547E-4	6.481870078E-4	5.781142390E-4	6.213276647E-4	7.463390357E-4	8.801380754E-4	1.038185786E-3
1.039094524E-3	1.247781329E-3	1.348805847E-3	1.371467253E-3	1.264640130E-3	1.176000223E-3	1.225855900E-3	1.222472754E-3	1.166536589E-3	1.178126317E-3	1.068826532E-3	8.850409649E-4	8.985640598E-4	9.598488687E-4	8.603016031E-4	6.802186253E-4	5.423651892E-4	5.657502334E-4	7.377213915E-4	8.907688898E-4	9.971375111E-4
1.189868315E-3	1.409755554E-3	1.461118343E-3	1.389852492E-3	1.189158647E-3	1.125810086E-3	1.329679741E-3	1.440938213E-3	1.385910669E-3	1.334194443E-3	1.097259112E-3	7.940960350E-4	8.082690183E-4	9.478769498E-4	9.200811619E-4	7.685145829E-4	6.229233695E-4	6.365853478E-4	8.179785218E-4	1.018721610E-3	1.127325115E-3
1.264203573E-3	1.456859056E-3	1.504558139E-3	1.405427232E-3	1.173462719E-3	1.141495653E-3	1.385178068E-3	1.499870326E-3	1.447062590E-3	1.359781367E-3	1.049495535E-3	7.178777014E-4	7.772419485E-4	1.026284532E-3	1.108979457E-3	9.686870035E-4	7.623345591E-4	7.176129729E-4	8.488455787E-4	1.053153886E-3	1.183837419E-3
1.216084929E-3	1.360141556E-3	1.461443841E-3	1.424087794E-3	1.258899341E-3	1.235528500E-3	1.328133862E-3	1.312461682E-3	1.301247510E-3	1.256282208E-3	9.474906838E-4	6.461380981E-4	7.273630472E-4	1.036359579E-3	1.223469735E-3	1.133360201E-3	9.141216287E-4	8.145075408E-4	8.555794484E-4	1.011434593E-3	1.163128531E-3
1.173157129E-3	1.292337780E-3	1.414445462E-3	1.371707069E-3	1.318019233E-3	1.399701694E-3	1.358362962E-3	1.189677278E-3	1.216217177E-3	1.258379081E-3	1.032283879E-3	7.799151354E-4	7.904155063E-4	1.000920311E-3	1.172890654E-3	1.171627082E-3	1.085486379E-3	1.039306168E-3	1.030287822E-3	1.093431260E-3	1.166807022E-3
1.194171375E-3	1.299579279E-3	1.381442766E-3	1.261313446E-3	1.255925978E-3	1.423820970E-3	1.349920523E-3	1.113957725E-3	1.115780906E-3	1.235579140E-3	1.217894023E-3	1.109411591E-3	1.083400799E-3	1.194040524E-3	1.296357950E-3	1.314108842E-3	1.331322361E-3	1.372565632E-3	1.367284101E-3	1.302378834E-3	1.178190112E-3
1.050607883E-3	1.135711209E-3	1.190861221E-3	1.060578972E-3	1.065575634E-3	1.233243151E-3	1.184502267E-3	9.472752572E-4	8.456269279E-4	9.778158274E-4	1.222257037E-3	1.379167894E-3	1.433708007E-3	1.483625849E-3	1.488071051E-3	1.461306703E-3	1.504755230E-3	1.586694270E-3	1.579906675E-3	1.435616286E-3	1.215184806E-3
7.717027911E-4	8.191482048E-4	9.152462007E-4	8.923877031E-4	9.732965846E-4	1.188792172E-3	1.220607082E-3	1.006091363E-3	7.828120724E-4	7.943919627E-4	1.079609501E-3	1.421450637E-3	1.608757302E-3	1.585318241E-3	1.458682003E-3	1.411600620E-3	1.491347095E-3	1.589544234E-3	1.592821791E-3	1.496340614E-3	1.365954173E-3
7.257219986E-4	6.487980718E-4	7.704992313E-4	8.802217199E-4	1.071675215E-3	1.367494697E-3	1.464660396E-3	1.255739015E-3	9.589676629E-4	8.233874105E-4	9.361367556E-4	1.257135416E-3	1.549131121E-3	1.526604756E-3	NaN	NaN	1.366158482E-3	1.431806362E-3	1.490098657E-3	1.508242451E-3	1.466633403E-3
9.909772780E-4	7.783062756E-4	7.892172434E-4	9.069018997E-4	1.145388000E-3	1.476290287E-3	1.615853282E-3	1.406459836E-3	1.058458700E-3	8.688296657E-4	8.692481206E-4	1.091860235E-3	1.442704815E-3	1.531540765E-3	NaN	NaN	1.183079905E-3	1.139125903E-3	1.258789678E-3	1.373683801E-3	1.347094658E-3
1.288288739E-3	1.108536846E-3	9.524389170E-4	9.702860843E-4	1.194562647E-3	1.504598767E-3	1.650102553E-3	1.430422883E-3	1.035996131E-3	8.706651861E-4	9.047987987E-4	1.082542818E-3	1.458400860E-3	1.688411226E-3	1.621790114E-3	1.411532983E-3	1.104726922E-3	9.333947673E-4	1.025950653E-3	1.154183643E-3	1.167934970E-3
1.405863673E-3	1.378731919E-3	1.172098098E-3	1.112041995E-3	1.286488725E-3	1.504593412E-3	1.519954414E-3	1.208898029E-3	8.372894372E-4	8.042528061E-4	9.752743645E-4	1.161134103E-3	1.464811969E-3	1.719938940E-3	1.731562894E-3	1.529485802E-3	1.206451794E-3	9.780291002E-4	9.069952066E-4	8.934465004E-4	9.469086071E-4
1.299301162E-3	1.394020976E-3	1.297344570E-3	1.199254883E-3	1.251003123E-3	1.364216674E-3	1.252703834E-3	8.646882488E-4	5.917856470E-4	7.410057005E-4	1.060429495E-3	1.246078755E-3	1.356561785E-3	1.461246284E-3	1.481982064E-3	1.372946193E-3	1.205726177E-3	1.042022603E-3	8.549481863E-4	7.222362328E-4	7.813177072E-4
1.027540420E-3	1.129854470E-3	1.182888052E-3	1.055106637E-3	9.217652841E-4	9.621487698E-4	9.264473920E-4	6.736536161E-4	5.390711012E-4	7.729145000E-4	1.137092127E-3	1.284397556E-3	1.230872353E-3	1.196098165E-3	1.153782359E-3	1.044929959E-3	9.903855389E-4	9.544627974E-4	8.859852096E-4	9.187493124E-4	1.066345954E-3
7.862828788E-4	7.652727654E-4	8.559099515E-4	7.317206473E-4	4.871382262E-4	4.663969739E-4	5.989618367E-4	6.459524157E-4	6.736678770E-4	8.627949283E-4	1.122378628E-3	1.203954685E-3	1.137953601E-3	1.120708766E-3	1.053064712E-3	8.982823347E-4	8.549832273E-4	9.003870655E-4	1.024903147E-3	1.310989610E-3	1.563519589E-3
7.191885379E-4	5.655719433E-4	5.631546373E-4	4.744545440E-4	3.329996252E-4	3.724569688E-4	6.068455987E-4	8.350043208E-4	9.496082785E-4	1.037773094E-3	1.125510898E-3	1.123569324E-3	1.071874751E-3	1.060800860E-3	1.010751701E-3	9.408088517E-4	9.672149899E-4	1.040617004E-3	1.178882201E-3	1.428530202E-3	1.606851816E-3
7.812795811E-4	6.116089062E-4	5.111682694E-4	4.666704917E-4	5.666560610E-4	7.907943800E-4	9.940079181E-4	1.108004828E-3	1.166126574E-3	1.214505173E-3	1.217706478E-3	1.121084904E-3	9.769635508E-4	8.829628350E-4	8.981894352E-4	1.043713419E-3	1.206216984E-3	1.255220152E-3	1.238712342E-3	1.238076249E-3	1.245026477E-3
9.343112470E-4	8.291975828E-4	7.181389374E-4	7.111496525E-4	9.357763920E-4	1.201725099E-3	1.238568104E-3	1.138273743E-3	1.116567408E-3	1.182432170E-3	1.205472508E-3	1.095299376E-3	9.244625689E-4	8.466927684E-4	9.680643561E-4	1.250709873E-3	1.439642045E-3	1.388992649E-3	1.245528110E-3	1.138340216E-3	1.087342389E-3
1.090430422E-3	1.064727432E-3	1.030595973E-3	1.064510667E-3	1.237784629E-3	1.343825716E-3	1.224073581E-3	1.075305277E-3	1.020360971E-3	1.010519336E-3	1.047378057E-3	1.081019524E-3	1.074548461E-3	1.072039944E-3	1.146120601E-3	1.340907766E-3	1.474048593E-3	1.381704002E-3	1.256535528E-3	1.242897706E-3	1.218801946E-3
1.110197627E-3	1.195781166E-3	1.306460821E-3	1.423153444E-3	1.535668271E-3	1.467609545E-3	1.251223031E-3	1.139107393E-3	1.059309812E-3	9.170612902E-4	9.223472443E-4	1.106161275E-3	1.256125863E-3	1.234441297E-3	1.121348701E-3	1.138084917E-3	1.260448480E-3	1.252580900E-3	1.202781452E-3	1.263843966E-3	1.227321220E-3
1.089197001E-3	1.261414727E-3	1.475361874E-3	1.674331957E-3	1.778965234E-3	1.610132516E-3	1.317942515E-3	1.212914125E-3	1.156478189E-3	9.737267392E-4	9.070379310E-4	1.083974144E-3	1.251064474E-3	1.206560759E-3	1.051947591E-3	1.003382844E-3	1.097363653E-3	1.126472605E-3	1.107895863E-3	1.218991471E-3	1.239103382E-3
1.133951009E-3	1.272000605E-3	1.488636830E-3	1.749023446E-3	1.859753858E-3	1.655617962E-3	1.358394162E-3	1.283796621E-3	1.292904606E-3	1.113357372E-3	9.283094550E-4	9.913498070E-4	1.106333337E-3	1.100657391E-3	1.078322879E-3	1.074426225E-3	1.087420620E-3	1.071392675E-3	1.102047041E-3	1.336539048E-3	1.500008511E-3
1.216863398E-3	1.251133159E-3	1.387362601E-3	1.639092690E-3	1.743656816E-3	1.574115828E-3	1.316958456E-3	1.219833386E-3	1.229027170E-3	1.079635113E-3	8.691129042E-4	8.684127824E-4	9.253040189E-4	9.577392484E-4	1.080742106E-3	1.153548947E-3	1.137681887E-3	1.136867446E-3	1.253395691E-3	1.521877246E-3	1.631215331E-3
1.273592701E-3	1.289328677E-3	1.288173604E-3	1.343890443E-3	1.392777776E-3	1.354093663E-3	1.175960177E-3	9.884861065E-4	9.232357843E-4	8.459237288E-4	7.538978825E-4	7.940166979E-4	8.209791267E-4	8.668310475E-4	1.079618232E-3	1.221637009E-3	1.225770917E-3	1.270073699E-3	1.423800830E-3	1.597480266E-3	1.528700115E-3
