1.531569753E-3	1.622264157E-3	1.443104236E-3	1.321811462E-3	1.437431900E-3	1.497834804E-3	1.428472111E-3	1.422857866E-3	1.432377845E-3	1.374278450E-3	1.213413314E-3	9.647293482E-4	8.132974035E-4	9.008651832E-4	1.132723060E-3	1.340255374E-3	1.399446512E-3	1.238327357E-3	1.077009016E-3	1.140926383E-3	NaN	1.229414833E-3	1.192225493E-3	1.191469142E-3
1.570662949E-3	1.603541896E-3	1.424579765E-3	1.303739264E-3	1.409348333E-3	1.529102214E-3	1.518754754E-3	1.474550809E-3	1.398528228E-3	1.294350950E-3	1.131777652E-3	8.719592006E-4	6.948624505E-4	8.012859034E-4	1.066684956E-3	1.253787312E-3	1.349147875E-3	1.311328379E-3	1.171464100E-3	NaN	NaN	NaN	1.281281118E-3	1.356831635E-3
1.441045664E-3	1.415243489E-3	1.298428862E-3	1.209363807E-3	1.246319036E-3	1.350900624E-3	1.380312140E-3	1.290591550E-3	1.149768010E-3	1.077344525E-3	1.001448720E-3	8.176537231E-4	6.940144813E-4	8.134665550E-4	1.029306906E-3	1.147481729E-3	1.286195358E-3	1.422388945E-3	1.392335049E-3	NaN	NaN	NaN	NaN	1.527899294E-3
1.204615692E-3	1.206473797E-3	1.200919854E-3	1.218539313E-3	1.264664344E-3	1.323473291E-3	1.332402579E-3	1.245549880E-3	1.106064534E-3	1.017850707E-3	9.567625821E-4	8.423703839E-4	7.494747406E-4	8.291577687E-4	1.015902148E-3	1.113166683E-3	1.210204209E-3	1.392345410E-3	1.503438922E-3	NaN	NaN	NaN	NaN	1.613841392E-3
1.117247157E-3	1.094656647E-3	1.122049987E-3	1.254160539E-3	1.385080395E-3	1.379898633E-3	1.276053954E-3	1.211593742E-3	1.149247051E-3	1.021701493E-3	9.329699678E-4	8.906243020E-4	7.829742390E-4	7.654922083E-4	9.605922387E-4	1.117861830E-3	1.167616807E-3	1.310894266E-3	1.537770615E-3	NaN	NaN	NaN	1.529847039E-3	1.624110155E-3
1.072624000E-3	9.023813182E-4	8.892272599E-4	1.067399280E-3	1.281478675E-3	1.292156521E-3	1.090857782E-3	9.801498381E-4	9.876437252E-4	9.195931489E-4	9.042213205E-4	9.951348184E-4	9.582060738E-4	9.151553968E-4	1.061980729E-3	1.175254001E-3	1.145448769E-3	1.187341521E-3	1.410819939E-3	1.545366715E-3	NaN	NaN	1.542602316E-3	1.507154084E-3
9.292335017E-4	6.586914533E-4	6.369175389E-4	7.763417671E-4	9.923279285E-4	1.114827581E-3	9.713042527E-4	8.334423183E-4	8.876224747E-4	9.341890109E-4	9.895252297E-4	1.138824853E-3	1.213033102E-3	1.223806641E-3	1.248489949E-3	1.190603478E-3	1.055256464E-3	9.698279318E-4	1.056164503E-3	1.198182930E-3	1.255851239E-3	1.368618803E-3	1.485546003E-3	1.299910247E-3
7.767659263E-4	5.646107020E-4	5.884330021E-4	6.885943585E-4	8.360783104E-4	9.981920011E-4	9.721167153E-4	9.235991747E-4	1.061320421E-3	1.173005323E-3	1.181589556E-3	1.254412113E-3	1.354457345E-3	1.375775086E-3	1.293381210E-3	1.131607685E-3	9.614470182E-4	8.266782970E-4	7.948893472E-4	9.064468322E-4	1.130575547E-3	1.362996176E-3	1.402500784E-3	1.159528270E-3
7.098782808E-4	5.709470715E-4	6.015950348E-4	7.249167538E-4	8.166758344E-4	8.658849983E-4	8.432644536E-4	9.009938804E-4	1.133198268E-3	1.267246669E-3	1.221338171E-3	1.245120191E-3	1.344176126E-3	1.356313354E-3	1.283659833E-3	1.166504459E-3	1.013457775E-3	8.951160125E-4	8.721795748E-4	9.837234393E-4	1.231866074E-3	1.395670348E-3	1.296400558E-3	1.125959097E-3
8.707269444E-4	7.114175241E-4	6.160396733E-4	7.103268872E-4	7.768439245E-4	7.326737978E-4	6.814555381E-4	7.679967093E-4	1.007094048E-3	1.127386698E-3	1.073441817E-3	1.122014248E-3	1.267643180E-3	1.339105424E-3	1.363132615E-3	1.303842058E-3	1.123341382E-3	1.026443439E-3	1.115614315E-3	1.276791212E-3	1.377639826E-3	1.293508452E-3	1.102786511E-3	1.112768194E-3
