4.546825076E-4	6.044401089E-4	8.023040136E-4	9.372934001E-4	1.180752879E-3	1.457631821E-3	1.485662651E-3	1.291164197E-3	1.072034007E-3	9.511738899E-4	8.417268400E-4	7.160137175E-4	6.730899331E-4	6.083829212E-4	5.283493665E-4	5.633567343E-4	7.065390819E-4	9.091747343E-4	1.101527130E-3	1.281712670E-3	1.315528993E-3	1.089423313E-3	9.432258666E-4	1.042169868E-3	1.139073982E-3	1.142175752E-3
5.044070422E-4	7.836425211E-4	1.144445501E-3	1.344846794E-3	1.510872389E-3	1.702887123E-3	1.747095259E-3	1.605443889E-3	1.325865043E-3	1.051885891E-3	8.637840510E-4	7.752425154E-4	8.212753455E-4	8.168683853E-4	7.653017528E-4	8.729269030E-4	1.093639643E-3	1.314486493E-3	1.491839532E-3	1.606140402E-3	1.550597721E-3	1.289563836E-3	1.081386930E-3	1.052599517E-3	1.082986942E-3	1.055660541E-3
3.957598819E-4	6.455018301E-4	1.100103022E-3	1.393648796E-3	1.513920375E-3	1.636117813E-3	1.723304507E-3	1.674406347E-3	1.404663548E-3	1.061082119E-3	8.686538786E-4	8.633863181E-4	1.006597420E-3	1.096484251E-3	1.058774767E-3	1.084151096E-3	1.272840309E-3	1.533721457E-3	1.677648164E-3	1.660653856E-3	1.560458331E-3	1.353522297E-3	1.077332650E-3	9.008024936E-4	8.668201044E-4	8.035644423E-4
4.650648916E-4	5.907499581E-4	1.051278203E-3	1.421535155E-3	1.517474186E-3	1.533613773E-3	1.536468859E-3	1.453004894E-3	1.213555108E-3	9.408959304E-4	8.476401563E-4	9.283938562E-4	1.091191778E-3	1.200010651E-3	1.153423684E-3	1.106854877E-3	1.295424765E-3	1.626735204E-3	1.778324717E-3	1.703148242E-3	1.585551770E-3	1.386815798E-3	1.035686117E-3	7.537525380E-4	6.467843778E-4	5.382218515E-4
8.117227117E-4	8.697601734E-4	1.205163077E-3	1.488336595E-3	1.521564904E-3	1.441317960E-3	1.320826821E-3	1.161984168E-3	9.739600355E-4	8.544304874E-4	9.349464672E-4	1.089675003E-3	1.169764088E-3	1.207350288E-3	1.172868302E-3	1.126217190E-3	1.295745722E-3	1.626467914E-3	1.833860413E-3	1.820000703E-3	1.671898761E-3	1.392659266E-3	9.693506290E-4	6.052880781E-4	3.994965518E-4	2.474205103E-4
1.171226962E-3	1.214630669E-3	1.317666727E-3	1.370810438E-3	1.371107297E-3	1.343842130E-3	1.241933205E-3	1.132668578E-3	1.033027191E-3	9.609845583E-4	1.052682055E-3	1.191460644E-3	1.227135421E-3	1.290082582E-3	1.343283220E-3	1.293033361E-3	1.317385118E-3	1.487605972E-3	1.682564733E-3	1.743539353E-3	1.584336162E-3	1.256781514E-3	8.320756024E-4	4.500567447E-4	1.648945763E-4	NaN
1.359241665E-3	1.372119412E-3	1.333137858E-3	1.247184584E-3	1.260694233E-3	1.295527676E-3	1.223109663E-3	1.222717692E-3	1.250534900E-3	1.134808757E-3	1.051389612E-3	1.091727871E-3	1.201928593E-3	1.413052320E-3	1.536614727E-3	1.419188920E-3	1.273705391E-3	1.274092123E-3	1.396493404E-3	1.458420418E-3	1.286751125E-3	9.641033830E-4	6.378010148E-4	4.007181269E-4	2.082014689E-4	NaN
1.331048901E-3	1.373740030E-3	1.419014647E-3	1.367018558E-3	1.351289800E-3	1.311308704E-3	1.166161965E-3	1.183337648E-3	1.286391634E-3	1.165047288E-3	9.841180872E-4	1.000395045E-3	1.210694318E-3	1.468966017E-3	1.518140431E-3	1.300472766E-3	1.084705465E-3	1.063734293E-3	1.178069273E-3	1.206766698E-3	9.940095479E-4	6.788237952E-4	4.874101141E-4	4.678189871E-4	5.062883138E-4	4.604342103E-4
1.129593817E-3	1.303602126E-3	1.494669239E-3	1.474149060E-3	1.389642828E-3	1.328124083E-3	1.214971649E-3	1.194200362E-3	1.244133688E-3	1.142220688E-3	9.962212062E-4	1.048441161E-3	1.249785186E-3	1.377129229E-3	1.320770825E-3	1.121419831E-3	9.334645583E-4	9.179242770E-4	1.034967252E-3	1.085164142E-3	9.276085766E-4	6.611695862E-4	5.403307150E-4	6.153628347E-4	7.980628288E-4	9.835953824E-4
9.584333748E-4	1.198263955E-3	1.360967988E-3	1.282370184E-3	1.175094279E-3	1.255020616E-3	1.380312606E-3	1.397065818E-3	1.339282957E-3	1.213741140E-3	1.061317744E-3	1.050148392E-3	1.136898180E-3	1.110567362E-3	1.033242792E-3	9.919269942E-4	9.193047881E-4	8.664325578E-4	9.069929365E-4	1.013168250E-3	1.031634281E-3	8.734338335E-4	7.624241989E-4	8.235236164E-4	1.005967148E-3	1.222070190E-3
