NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.696780237E-4	4.376456491E-4	7.110013394E-4	7.931888103E-4	7.772223325E-4	9.246064583E-4	9.693790344E-4	8.377675549E-4	8.030731697E-4	7.737776614E-4	7.373329136E-4	8.833334432E-4	1.079309732E-3	1.075947192E-3	9.697776404E-4	9.833205258E-4	1.155846287E-3	1.398025081E-3	1.458737068E-3	1.242285594E-3	1.121520996E-3	1.304987352E-3	1.475980622E-3	1.533482340E-3	1.615165849E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.601019461E-4	8.743068320E-4	1.236597425E-3	1.372988103E-3	1.205584966E-3	1.100562862E-3	1.018083887E-3	8.998737903E-4	9.611201240E-4	1.019335934E-3	9.740862297E-4	1.015386195E-3	1.042200718E-3	1.103924937E-3	1.262335689E-3	1.283750171E-3	1.214941381E-3	1.201819279E-3	1.218133490E-3	1.141076675E-3	8.876643842E-4	6.736858049E-4	7.102556410E-4	8.959007100E-4	1.123749185E-3	1.303459983E-3	1.166642178E-3	8.193540853E-4	6.612213328E-4	6.306908326E-4	6.714462652E-4	9.493208490E-4	1.196886413E-3	1.140902750E-3	1.041251002E-3	9.998623282E-4	8.720552432E-4	7.398990565E-4	7.296640542E-4	8.391216979E-4	8.771552239E-4	6.935089477E-4	4.580579989E-4	3.442181333E-4	2.775240282E-4	1.633233624E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.955398127E-5	6.304065755E-5	1.780895545E-4	4.157815129E-4	6.221836084E-4	8.306501550E-4	1.071955543E-3	1.115616411E-3	1.135644154E-3	1.384564792E-3	1.433353405E-3	1.201100531E-3	1.143172965E-3	1.176466583E-3	1.081796247E-3	1.051651663E-3	1.182745676E-3	1.260675257E-3	1.107152319E-3	8.787957486E-4	9.055025876E-4	1.147854840E-3	1.218456076E-3	1.032763394E-3	8.900495595E-4	9.560388862E-4	1.076250686E-3	1.219788799E-3	1.438219915E-3	1.473530079E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.029955107E-3	1.091705402E-3	1.384723699E-3	1.540024532E-3	1.348651713E-3	1.116354368E-3	1.030751504E-3	1.007488463E-3	1.053961343E-3	1.065919758E-3	1.034160261E-3	1.094653970E-3	1.163362525E-3	1.277703326E-3	1.433966681E-3	1.392617356E-3	1.216346165E-3	1.090500620E-3	1.048306585E-3	1.052404055E-3	9.606335661E-4	7.500430802E-4	6.447494379E-4	7.138756337E-4	8.221360622E-4	8.824688266E-4	8.017756627E-4	6.918921717E-4	7.296902477E-4	7.834886783E-4	8.090977208E-4	9.464810719E-4	1.111517078E-3	1.150369179E-3	1.161837950E-3	1.177580445E-3	1.071929699E-3	9.066580678E-4	8.815535111E-4	1.027294667E-3	1.079811016E-3	8.881230606E-4	6.554846768E-4	5.287321401E-4	3.978453751E-4	1.865147497E-4	5.780893480E-5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.511714217E-4	2.588249044E-4	3.203008964E-4	4.509001737E-4	7.290352951E-4	1.031778986E-3	1.148175797E-3	1.220323495E-3	1.362725627E-3	1.361626433E-3	1.398180495E-3	1.613700995E-3	1.581254881E-3	1.329944818E-3	1.306654536E-3	1.362879178E-3	1.236950979E-3	1.089273603E-3	1.032045344E-3	1.024836558E-3	9.749974124E-4	8.379792562E-4	7.973117172E-4	8.924130816E-4	9.002628503E-4	7.997956127E-4	7.402901538E-4	8.208118379E-4	9.608609835E-4	1.094623120E-3	1.301844371E-3	1.401241054E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.288403873E-3	1.365684555E-3	1.441410510E-3	1.244517276E-3	9.471945814E-4	9.202024085E-4	1.072024577E-3	1.188176335E-3	1.193783362E-3	1.149395481E-3	1.191824209E-3	1.287727151E-3	1.419173321E-3	1.562776510E-3	1.510241884E-3	1.253688475E-3	1.016529859E-3	9.316836367E-4	1.020824770E-3	1.112500788E-3	9.791040793E-4	7.759000291E-4	6.957893493E-4	6.623704103E-4	6.304951967E-4	6.361495471E-4	7.606703439E-4	9.466418996E-4	1.025429228E-3	9.681963129E-4	8.857971407E-4	9.351671324E-4	1.053717337E-3	1.120892237E-3	1.183899469E-3	1.190649346E-3	1.088239369E-3	1.080865855E-3	1.231048955E-3	1.263385406E-3	1.135960454E-3	1.000360004E-3	8.340981440E-4	5.981408758E-4	3.227770503E-4	1.564569684E-4	1.309544168E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	2.741182398E-4	5.721477792E-4	7.885425002E-4	7.780291489E-4	7.912428700E-4	9.880907601E-4	1.279993448E-3	1.463616383E-3	1.397408079E-3	1.329792314E-3	1.376202097E-3	1.359735616E-3	1.402570284E-3	1.490387483E-3	1.350704581E-3	1.168003073E-3	1.236982294E-3	1.322918339E-3	1.224257750E-3	1.050397288E-3	8.111847565E-4	6.426814944E-4	7.530655130E-4	9.127403027E-4	8.655517595E-4	7.492734585E-4	6.824848242E-4	6.303585833E-4	6.131425616E-4	7.687626057E-4	1.018637675E-3	1.143100206E-3	1.256069983E-3	1.355206245E-3	1.299720025E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.251288923E-3	1.231710310E-3	1.091304584E-3	8.350685239E-4	8.353971061E-4	1.075214474E-3	1.238150871E-3	1.218520687E-3	1.135672675E-3	1.192302094E-3	1.322581898E-3	1.348495716E-3	1.353420201E-3	1.339921029E-3	1.201323932E-3	1.029331586E-3	9.480442968E-4	1.040017814E-3	1.209420036E-3	1.194963465E-3	1.079475856E-3	9.884060128E-4	8.560607093E-4	7.670934428E-4	8.360315114E-4	1.045961399E-3	1.207385794E-3	1.236969023E-3	1.168499119E-3	9.930653032E-4	9.255794575E-4	9.876298718E-4	9.533733828E-4	9.385079029E-4	1.043181284E-3	1.102862065E-3	1.144634793E-3	1.218545251E-3	1.194748911E-3	1.185764442E-3	1.247733599E-3	1.145908027E-3	8.464098210E-4	5.191554665E-4	3.474309051E-4	3.453181416E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	4.297998385E-4	6.584207877E-4	8.265374927E-4	1.123270369E-3	1.388960984E-3	1.383565133E-3	1.381946378E-3	1.566174557E-3	1.741459710E-3	1.673865831E-3	1.410952769E-3	1.258554403E-3	1.233681571E-3	1.236293465E-3	1.297186944E-3	1.221352955E-3	9.744402487E-4	8.987956680E-4	1.084948773E-3	1.229751040E-3	1.167227863E-3	9.390817722E-4	5.506484886E-4	2.576535626E-4	4.418840399E-4	8.182989550E-4	8.559711277E-4	7.251985953E-4	6.718673394E-4	5.991971120E-4	5.859023076E-4	8.201152086E-4	1.121798065E-3	1.171013108E-3	1.139410888E-3	1.213789103E-3	1.249297406E-3	1.249323599E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.266148873E-3	1.235905336E-3	1.133287675E-3	9.585935622E-4	9.363474674E-4	1.078079455E-3	1.145060756E-3	1.076260349E-3	1.013000263E-3	1.152109238E-3	1.358640264E-3	1.342178672E-3	1.230744529E-3	1.186006586E-3	1.136415871E-3	1.060503186E-3	9.722669492E-4	1.016729977E-3	1.244698651E-3	1.406911528E-3	1.464824774E-3	1.435507555E-3	1.286093029E-3	1.200665836E-3	1.281313132E-3	1.406950410E-3	1.374844811E-3	1.280808705E-3	1.285876380E-3	1.213282114E-3	1.111636171E-3	1.046172343E-3	8.313598228E-4	6.454666145E-4	7.345506456E-4	9.165632655E-4	1.009770902E-3	9.963146877E-4	9.165378870E-4	1.013747766E-3	1.294854213E-3	1.370858168E-3	1.125920098E-3	8.323613438E-4	7.038939511E-4	6.741660181E-4	5.830121809E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	3.155732411E-4	6.869270583E-4	1.012912719E-3	1.170948148E-3	1.266574021E-3	1.307648607E-3	1.425917842E-3	1.584898215E-3	1.588204759E-3	1.591931446E-3	1.739035361E-3	1.808522153E-3	1.587846084E-3	1.254612114E-3	1.077209017E-3	1.014484209E-3	1.086217933E-3	1.207508030E-3	1.011045417E-3	6.963831838E-4	7.356271381E-4	1.020004391E-3	1.211029477E-3	1.174910110E-3	8.994353702E-4	4.486522812E-4	1.029217310E-4	2.332969452E-4	6.483151810E-4	8.166350308E-4	7.881147321E-4	7.246962632E-4	6.214823807E-4	7.055237074E-4	1.014300855E-3	1.210346702E-3	1.097884029E-3	9.613957955E-4	1.037572627E-3	1.146596856E-3	1.192884753E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.272698515E-3	1.319812494E-3	1.240708749E-3	1.157686696E-3	1.101692673E-3	1.038875431E-3	9.694629698E-4	9.297485230E-4	9.484877228E-4	1.102767885E-3	1.318481751E-3	1.440354623E-3	1.450033393E-3	1.345233992E-3	1.214561868E-3	1.125238952E-3	9.874883108E-4	9.709380683E-4	1.229615998E-3	1.479976694E-3	1.573527465E-3	1.564182690E-3	1.502227737E-3	1.500962651E-3	1.574172988E-3	1.605850761E-3	1.453062054E-3	1.293824171E-3	1.340880292E-3	1.341899857E-3	1.226786524E-3	1.109209028E-3	8.671460673E-4	6.062709144E-4	5.698415334E-4	6.817970425E-4	7.869538385E-4	7.958032656E-4	7.121716044E-4	8.277555462E-4	1.202563173E-3	1.392260077E-3	1.236419193E-3	1.069555990E-3	1.028750907E-3	9.055685368E-4	6.587713724E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.430005935E-4	9.518985753E-4	1.170436270E-3	1.368361874E-3	1.487811445E-3	1.556820003E-3	1.525859931E-3	1.484281383E-3	1.496989396E-3	1.427130774E-3	1.348202233E-3	1.409332152E-3	1.452244120E-3	1.300522825E-3	1.063413452E-3	9.026502958E-4	8.325171657E-4	9.299510857E-4	1.042553457E-3	8.026981959E-4	5.196127458E-4	6.555817672E-4	9.785757866E-4	1.168871764E-3	1.163315843E-3	9.495749255E-4	5.929760518E-4	3.076246066E-4	3.779687686E-4	7.255005185E-4	9.298272198E-4	8.899421664E-4	7.265480817E-4	6.345335860E-4	8.397151832E-4	1.145725371E-3	1.199276885E-3	1.013003406E-3	9.044129401E-4	1.016034745E-3	1.146785449E-3	1.197377918E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.259839861E-3	1.339971204E-3	1.260115998E-3	1.232525799E-3	1.172488555E-3	9.875951800E-4	8.777023759E-4	9.112480329E-4	9.795289952E-4	1.057172427E-3	1.171344891E-3	1.404666109E-3	1.606925856E-3	1.516536344E-3	1.320081530E-3	1.198605285E-3	1.026073820E-3	9.576981538E-4	1.151092816E-3	1.332821557E-3	1.375799067E-3	1.401052228E-3	1.430077478E-3	1.450960408E-3	NaN	NaN	NaN	1.280327095E-3	1.334489440E-3	1.349391532E-3	1.222083229E-3	1.082872739E-3	8.910027682E-4	6.685790722E-4	5.429128068E-4	5.019371165E-4	5.749057163E-4	7.107987185E-4	7.248508045E-4	7.922042860E-4	1.070781262E-3	1.231207396E-3	1.133310725E-3	1.058060327E-3	1.067764475E-3	9.226537659E-4	6.126011140E-4	3.659039212E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.413137536E-3	1.526087988E-3	1.458644518E-3	1.383239869E-3	1.381164999E-3	1.394802239E-3	1.385703334E-3	1.422411762E-3	1.480564475E-3	1.369216130E-3	1.174881938E-3	1.129234326E-3	1.165541820E-3	1.142921508E-3	1.022116863E-3	8.635894628E-4	7.693485823E-4	7.859375328E-4	8.057255764E-4	6.339279935E-4	4.667676112E-4	5.799703067E-4	8.074887446E-4	9.491656674E-4	9.753057966E-4	8.796053589E-4	7.054293528E-4	5.880475510E-4	6.673929747E-4	9.217355982E-4	1.125877607E-3	1.067882869E-3	8.242570329E-4	7.687334437E-4	1.030044397E-3	1.264334656E-3	1.235532924E-3	1.051904517E-3	9.739467059E-4	1.118067885E-3	1.293821610E-3	1.328500453E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.384959905E-3	1.401477493E-3	1.226312947E-3	1.134301885E-3	1.129564014E-3	1.053943881E-3	1.012259279E-3	1.033041044E-3	1.092916937E-3	1.186383772E-3	1.255662763E-3	NaN	NaN	1.500041690E-3	1.281841309E-3	1.151146833E-3	1.012988971E-3	9.324681596E-4	1.007776125E-3	1.108721364E-3	1.212784555E-3	1.366032637E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.414330443E-3	1.347943442E-3	1.111988095E-3	8.375708130E-4	6.557920715E-4	5.581966252E-4	4.054073652E-4	3.454837424E-4	5.416488857E-4	7.535110344E-4	8.871063474E-4	1.042089192E-3	1.121108187E-3	1.061085030E-3	9.503858164E-4	8.990945062E-4	8.790997090E-4	7.296951953E-4	4.710828653E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.747510629E-3	1.736831968E-3	1.549912267E-3	1.369134174E-3	1.237169839E-3	1.114523271E-3	1.109961420E-3	1.288251486E-3	1.469687908E-3	1.391956699E-3	1.177870552E-3	1.106018666E-3	1.139747095E-3	1.165912021E-3	1.094036736E-3	9.238899220E-4	7.925584214E-4	7.261753199E-4	6.835698150E-4	6.223832606E-4	5.575278774E-4	5.645263591E-4	6.622824003E-4	7.958188071E-4	8.527088794E-4	7.831443218E-4	7.066341932E-4	7.563089603E-4	8.386191330E-4	9.438316920E-4	1.163682318E-3	1.213560463E-3	9.846077301E-4	9.538168088E-4	1.250100904E-3	1.466443879E-3	1.420407323E-3	1.201783540E-3	1.049129060E-3	1.221249229E-3	1.536620548E-3	1.592051936E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.559605240E-3	1.525943051E-3	1.512918272E-3	1.457994687E-3	1.175056328E-3	9.486981435E-4	9.919347940E-4	1.150502358E-3	1.253115945E-3	1.241038204E-3	1.283093472E-3	1.454743207E-3	NaN	NaN	NaN	1.402822556E-3	1.143982285E-3	1.016923343E-3	9.958584560E-4	9.535669233E-4	9.187248070E-4	9.857632685E-4	1.188157941E-3	1.439528889E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.562968479E-3	1.282180077E-3	9.117067675E-4	7.381208707E-4	6.559359026E-4	4.160678363E-4	1.925069373E-4	3.172981960E-4	6.902191089E-4	1.029866165E-3	1.171115087E-3	1.146220602E-3	1.062129508E-3	8.579610148E-4	7.053925656E-4	8.313340368E-4	8.792174049E-4	5.922431592E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.615319401E-3	1.511981245E-3	1.340590185E-3	1.240065088E-3	1.116092200E-3	9.121140465E-4	8.221997996E-4	9.598860634E-4	1.159601845E-3	1.178125851E-3	1.093726838E-3	1.111696241E-3	1.170829055E-3	1.195739023E-3	1.160240965E-3	1.026306185E-3	8.948275936E-4	8.028591983E-4	7.099112263E-4	6.610893179E-4	6.538010784E-4	6.554644788E-4	7.589081069E-4	9.612215217E-4	1.035165275E-3	8.816621848E-4	7.728668861E-4	9.109997773E-4	9.645668906E-4	8.505596197E-4	9.452544618E-4	1.082709059E-3	9.963988559E-4	1.019450254E-3	1.286584185E-3	1.491160481E-3	1.490532886E-3	1.303988392E-3	1.108235447E-3	1.273250440E-3	1.662358292E-3	1.740229782E-3	1.547924359E-3	1.324578072E-3	1.071709092E-3	9.385629091E-4	9.929421358E-4	1.134895254E-3	1.354829175E-3	1.502168132E-3	1.434453065E-3	1.356913708E-3	1.320941374E-3	1.120036817E-3	8.727779496E-4	8.623247268E-4	1.086476259E-3	1.306089456E-3	1.376031199E-3	1.435990562E-3	1.580516808E-3	NaN	NaN	NaN	1.284373109E-3	1.087351935E-3	1.036608825E-3	1.153834746E-3	1.133556361E-3	9.876459371E-4	1.019273535E-3	1.222245744E-3	1.429353841E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.656349166E-3	1.478071790E-3	1.181002590E-3	1.021030243E-3	8.589279605E-4	5.757908220E-4	3.450303630E-4	3.787648166E-4	6.936449790E-4	1.097108237E-3	1.237398363E-3	1.088264282E-3	9.298782097E-4	7.285993779E-4	5.833299947E-4	7.417186862E-4	8.032571059E-4	4.725178587E-4	5.640966992E-5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
