1.030709944E-3	9.172511636E-4	1.129042590E-3	1.220744336E-3	1.167874667E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.108964439E-3	1.286545070E-3	1.342372852E-3	1.320070587E-3	1.218124758E-3	1.216225559E-3	1.253894297E-3	1.086274744E-3	9.550010436E-4	1.063670614E-3	1.150770113E-3	1.079960959E-3	1.057539019E-3	1.139912638E-3	NaN	NaN	1.718487358E-3	1.420269720E-3	1.003690064E-3	8.026860305E-4	8.034334751E-4	9.298770456E-4	1.077477122E-3	1.139208674E-3	1.106578973E-3	1.112459227E-3	1.209558221E-3	1.269958913E-3	1.190955751E-3	1.096787280E-3	1.210617251E-3	1.363189425E-3	1.309824060E-3	1.207106165E-3	1.076177810E-3	8.013525512E-4	5.628747749E-4	6.007737247E-4	9.262990206E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.015321584E-3	7.486244431E-4	7.906674873E-4	9.335199720E-4	1.114620012E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.356490918E-4	1.117520384E-3	1.273257425E-3	1.360839349E-3	1.371662016E-3	1.437030500E-3	1.496973098E-3	1.322935568E-3	1.108460943E-3	1.099754008E-3	1.097398694E-3	9.438457782E-4	9.032870876E-4	1.085966360E-3	NaN	NaN	1.867917948E-3	1.525548752E-3	1.053412445E-3	8.240021998E-4	7.067379775E-4	5.592556554E-4	5.136811524E-4	6.820648559E-4	9.013491217E-4	1.114171697E-3	1.373737119E-3	1.479556435E-3	1.278567826E-3	1.052044681E-3	1.154351630E-3	1.307480386E-3	1.192459837E-3	1.127464231E-3	1.128867967E-3	8.845026023E-4	5.878186785E-4	6.381396670E-4	1.068251557E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.969625924E-4	5.871980684E-4	6.468552747E-4	9.084375924E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.512061952E-4	9.549965034E-4	1.164025045E-3	1.398272812E-3	1.493072719E-3	1.553169917E-3	1.593888388E-3	1.475609490E-3	1.347687095E-3	1.357836998E-3	1.279010321E-3	1.020177617E-3	9.509829106E-4	1.180479769E-3	NaN	NaN	1.845412888E-3	1.471184427E-3	1.011369866E-3	8.207148639E-4	6.570923724E-4	3.139408363E-4	1.407394157E-4	4.137768701E-4	8.147299523E-4	1.162061119E-3	1.494326629E-3	1.587753999E-3	1.300052041E-3	9.183399961E-4	9.229608113E-4	1.123637659E-3	1.065265620E-3	1.075485256E-3	1.231492730E-3	1.097774133E-3	8.078429382E-4	8.007077267E-4	1.175306621E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.038380549E-3	8.063386776E-4	8.696648874E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.243043225E-3	1.051778439E-3	1.100149471E-3	1.322772820E-3	1.428562915E-3	1.433745376E-3	1.465591253E-3	1.442072331E-3	1.414418919E-3	1.469994429E-3	1.417646185E-3	1.200679806E-3	1.150106546E-3	1.318938099E-3	NaN	NaN	1.776998397E-3	1.429846860E-3	1.023107325E-3	8.682430489E-4	7.217786042E-4	3.840803402E-4	2.347321279E-4	4.923465312E-4	8.008588338E-4	1.091528451E-3	1.366902376E-3	1.376521657E-3	1.117252978E-3	7.882295758E-4	8.137569530E-4	1.145069138E-3	1.213890035E-3	1.225677552E-3	1.383720548E-3	1.298998133E-3	1.012439257E-3	9.049665532E-4	1.207443420E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.281925594E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.458317274E-3	1.173225115E-3	1.010146225E-3	1.133805956E-3	1.227427390E-3	1.157879480E-3	1.167385839E-3	1.227585250E-3	1.240589772E-3	1.299728639E-3	1.315650297E-3	1.183606451E-3	1.152428100E-3	1.272726920E-3	NaN	NaN	1.672828337E-3	1.417622669E-3	1.083407551E-3	9.373438661E-4	8.145782631E-4	5.552793737E-4	4.827419471E-4	7.035938906E-4	8.522002026E-4	9.847752517E-4	1.123054768E-3	1.085505122E-3	1.030948479E-3	9.800189873E-4	1.085610711E-3	1.426741946E-3	1.531890011E-3	1.436883933E-3	1.386128017E-3	1.199863153E-3	9.197382024E-4	7.836593431E-4	1.040534931E-3	1.605945290E-3	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.380878850E-3	1.148916315E-3	8.870846941E-4	9.101714822E-4	1.031314372E-3	9.545307257E-4	9.213365847E-4	9.957191069E-4	1.016978407E-3	1.120892586E-3	1.249100431E-3	1.148544485E-3	1.052607433E-3	1.115160761E-3	1.167544164E-3	NaN	1.387122902E-3	1.245520543E-3	1.095067360E-3	1.091012266E-3	1.051654690E-3	7.978439098E-4	6.321480614E-4	7.707752520E-4	8.877895307E-4	9.453840321E-4	1.029600273E-3	1.107502729E-3	1.286071842E-3	1.393391634E-3	1.408843091E-3	1.523155370E-3	1.537706819E-3	1.420549466E-3	1.258770353E-3	9.807721945E-4	7.290789508E-4	6.190580316E-4	7.743377937E-4	1.250700094E-3	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.292712288E-3	1.255986164E-3	9.952526307E-4	8.678583545E-4	9.652335430E-4	9.371754713E-4	9.132890846E-4	9.908514330E-4	1.026695012E-3	1.208125846E-3	1.432009973E-3	1.303209807E-3	1.063474338E-3	9.952452965E-4	9.875828400E-4	NaN	NaN	NaN	1.197065460E-3	1.452469965E-3	1.526162028E-3	1.239186502E-3	8.595925756E-4	8.178796852E-4	9.496046696E-4	1.025902573E-3	1.134329708E-3	1.328234444E-3	1.533168019E-3	1.539768651E-3	1.384425675E-3	1.269576023E-3	1.190258772E-3	1.187954447E-3	1.164098037E-3	9.383841534E-4	7.013025461E-4	5.728658871E-4	5.998968263E-4	9.350400651E-4	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.298426883E-3	1.502203057E-3	1.365087577E-3	1.115760067E-3	1.069554943E-3	1.040629111E-3	1.121308887E-3	1.296475879E-3	NaN	NaN	1.599827781E-3	1.380273723E-3	1.064086333E-3	9.354969370E-4	9.651256260E-4	1.128157601E-3	NaN	NaN	NaN	NaN	NaN	1.653721440E-3	1.233855612E-3	1.085200463E-3	1.201589010E-3	1.260013669E-3	1.286152052E-3	1.360823982E-3	1.390386489E-3	1.267491141E-3	1.069872756E-3	9.219680214E-4	8.550867205E-4	9.560636827E-4	1.083285781E-3	9.626619867E-4	7.090618601E-4	5.044515710E-4	4.687589535E-4	7.730916259E-4	1.234056544E-3	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.148100942E-3	1.424477086E-3	1.492490992E-3	1.321511460E-3	1.234954107E-3	1.262890408E-3	1.479217084E-3	NaN	NaN	NaN	1.502752188E-3	1.304161851E-3	1.102215261E-3	1.058341237E-3	1.163197216E-3	1.368329627E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.486327033E-3	1.415182371E-3	1.303031109E-3	1.208077301E-3	1.081405673E-3	9.391057538E-4	8.277525776E-4	7.775261183E-4	7.911053835E-4	9.214179008E-4	1.078325789E-3	1.018918236E-3	7.412002306E-4	4.817995359E-4	4.748054489E-4	7.993690087E-4	1.227188855E-3	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.172140241E-3	8.838525391E-4	1.022890909E-3	1.206258428E-3	1.205666107E-3	1.249204855E-3	1.440032036E-3	1.717527863E-3	NaN	NaN	1.435893821E-3	1.432328951E-3	1.407906646E-3	1.337634400E-3	1.336824964E-3	1.419482753E-3	1.570725930E-3	1.612031949E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.355065499E-3	1.174184610E-3	1.068416750E-3	8.931087796E-4	7.648498868E-4	7.732260274E-4	8.272783016E-4	8.831281448E-4	1.008374849E-3	1.166269416E-3	1.171347685E-3	9.381386335E-4	7.018930046E-4	7.126769633E-4	9.107693331E-4	1.133860787E-3	1.153364428E-3	NaN	NaN	NaN	NaN
