1.166612376E-3	1.209470094E-3	1.174838049E-3	1.105606672E-3	1.074940199E-3	1.043562312E-3	1.009688596E-3	1.094773063E-3	1.271122252E-3	1.336054411E-3	1.148376148E-3	8.969152113E-4	8.757127798E-4	9.790356271E-4	1.058344729E-3	1.139922417E-3	1.055969973E-3	7.947576814E-4	7.030089037E-4	8.366050897E-4	9.236959741E-4	8.554303204E-4	8.166919579E-4	9.629555861E-4	1.087768353E-3	1.019929885E-3	8.761571953E-4	8.422549581E-4	1.007430139E-3	1.171297161E-3	1.256290707E-3	1.368283876E-3	1.367157558E-3	1.229126239E-3	1.098882523E-3	1.054328517E-3	1.183643588E-3	1.411755802E-3	1.510011498E-3	1.427233103E-3	1.286092680E-3	1.151061617E-3	1.067867852E-3	9.541393956E-4	6.662199739E-4	4.228698963E-4	3.957420995E-4
1.395587344E-3	1.308837323E-3	1.192168100E-3	1.105025876E-3	9.861320723E-4	8.636238636E-4	8.529855404E-4	9.640937787E-4	1.076324028E-3	1.123638474E-3	1.080831862E-3	1.031330554E-3	1.129676471E-3	1.254306175E-3	1.290183747E-3	1.334788860E-3	1.272082678E-3	1.008883002E-3	8.499887772E-4	1.013116795E-3	1.242279657E-3	1.196109224E-3	1.030595275E-3	1.064215554E-3	1.188426162E-3	1.165965572E-3	9.783213027E-4	8.913039346E-4	1.085575204E-3	1.241415623E-3	1.221438870E-3	1.264364575E-3	1.302656950E-3	1.230568974E-3	1.179656596E-3	1.185771311E-3	1.213956275E-3	1.320653246E-3	1.487871283E-3	1.553078182E-3	1.474161283E-3	1.321418677E-3	1.191677642E-3	1.077663386E-3	8.055362268E-4	5.043465062E-4	4.086288973E-4
1.431762823E-3	1.308459090E-3	1.207852387E-3	1.193117350E-3	1.088951482E-3	9.507390205E-4	9.575166623E-4	9.914358379E-4	9.129868122E-4	8.861674578E-4	1.035455964E-3	1.251465874E-3	1.416204963E-3	1.461495063E-3	1.399447327E-3	1.334828790E-3	1.279472839E-3	1.193743898E-3	1.191145624E-3	1.403138507E-3	1.575916889E-3	1.363678603E-3	1.041581505E-3	1.008223742E-3	1.159317326E-3	1.192791504E-3	9.860623395E-4	8.520755218E-4	1.028367551E-3	1.148908050E-3	1.022983924E-3	9.592699935E-4	1.017128467E-3	1.060042181E-3	1.143571106E-3	1.240943675E-3	1.229086076E-3	1.212763484E-3	1.330221305E-3	1.435923507E-3	1.402509050E-3	1.286628074E-3	1.198936719E-3	1.151080360E-3	9.602943901E-4	6.729015149E-4	5.175669212E-4
1.368544064E-3	1.304579666E-3	1.282279030E-3	1.321950811E-3	1.210930059E-3	1.030447776E-3	1.055251225E-3	1.099606510E-3	9.334862698E-4	8.146656910E-4	1.011605142E-3	1.350126578E-3	1.505202730E-3	1.437808271E-3	1.261227415E-3	1.040317002E-3	9.057553252E-4	9.737545042E-4	1.193442149E-3	1.460462809E-3	1.521553611E-3	1.214039745E-3	9.288134170E-4	9.609985864E-4	1.093359664E-3	1.108895754E-3	9.676617337E-4	8.230215171E-4	8.640374290E-4	9.701303206E-4	9.255118784E-4	8.333440637E-4	8.350356948E-4	9.009098285E-4	1.045322046E-3	1.176962280E-3	1.138700056E-3	1.062972471E-3	1.147818053E-3	1.254938543E-3	1.190441428E-3	1.029749168E-3	9.797960520E-4	1.031684806E-3	9.245758993E-4	6.804787554E-4	5.322768702E-4
1.389822923E-3	1.426783274E-3	1.476124860E-3	1.527331420E-3	1.338589936E-3	9.877030971E-4	9.175338200E-4	1.026757760E-3	9.619740304E-4	8.791078581E-4	1.058393740E-3	1.340659801E-3	1.410568249E-3	1.312167151E-3	1.157372026E-3	9.051129455E-4	7.222175482E-4	8.266170626E-4	1.066194964E-3	1.221227692E-3	1.205146080E-3	1.011132263E-3	8.988044574E-4	9.942225879E-4	1.050974010E-3	1.036598114E-3	1.041775453E-3	9.250109433E-4	7.638644893E-4	7.934674504E-4	8.606958436E-4	8.322304930E-4	8.016120992E-4	8.024071576E-4	9.166864329E-4	1.088309451E-3	1.119119581E-3	1.084690331E-3	1.149700256E-3	1.203700551E-3	1.066361321E-3	7.984443218E-4	6.767589366E-4	7.638455718E-4	7.663073484E-4	6.443824386E-4	5.899252137E-4
1.435570419E-3	1.607391634E-3	NaN	NaN	1.541647129E-3	1.078654313E-3	8.763358928E-4	9.855953977E-4	1.052567502E-3	1.069916761E-3	1.198441139E-3	1.327617560E-3	1.327930368E-3	1.323311473E-3	1.312088571E-3	1.172929769E-3	1.063690172E-3	1.166173723E-3	1.264543389E-3	1.196892466E-3	1.124688191E-3	1.062205178E-3	9.951022221E-4	9.921547025E-4	9.558659513E-4	9.772665799E-4	1.146185677E-3	1.111500198E-3	8.560002316E-4	7.750617806E-4	8.442508406E-4	8.960761479E-4	8.748084656E-4	7.665523444E-4	8.178813150E-4	1.070202095E-3	1.227133791E-3	1.246960135E-3	1.238307799E-3	1.166449743E-3	9.952284163E-4	7.527206326E-4	6.063219626E-4	6.932180841E-4	8.103268920E-4	8.410320734E-4	8.671067772E-4
1.464059693E-3	NaN	NaN	NaN	NaN	1.306149410E-3	1.071978942E-3	1.092968276E-3	1.191077637E-3	1.274910872E-3	1.331679407E-3	1.306058024E-3	1.295339316E-3	1.424227725E-3	1.525894506E-3	1.468428760E-3	1.397809014E-3	1.429158263E-3	1.381053240E-3	1.191920950E-3	1.132629812E-3	1.193350763E-3	1.169715775E-3	1.066994853E-3	9.311573813E-4	9.460291476E-4	1.188859460E-3	1.265718136E-3	1.064047916E-3	9.417253314E-4	9.974614950E-4	1.114957617E-3	1.115223509E-3	9.579224279E-4	9.830954950E-4	1.218225923E-3	1.307201805E-3	1.253823284E-3	1.180471038E-3	1.041127136E-3	9.222776862E-4	8.691406110E-4	8.315233281E-4	8.789976127E-4	9.621714707E-4	1.043812023E-3	1.140882960E-3
1.487877104E-3	NaN	NaN	NaN	NaN	NaN	1.271872083E-3	1.217070152E-3	1.243434031E-3	1.357822213E-3	1.426829607E-3	1.313335262E-3	NaN	NaN	NaN	1.552336966E-3	1.437095343E-3	1.326638390E-3	1.222316176E-3	1.081756433E-3	1.064648270E-3	1.200100291E-3	1.300413744E-3	1.263252925E-3	1.120638335E-3	1.053206273E-3	1.201330568E-3	1.309937914E-3	1.181670697E-3	1.074558357E-3	1.150616561E-3	1.289367909E-3	1.299566124E-3	1.172061078E-3	1.186209847E-3	1.301851822E-3	1.226345310E-3	1.093330793E-3	1.034158631E-3	9.389464976E-4	9.511315147E-4	1.139935805E-3	1.246793079E-3	1.178457751E-3	1.038460410E-3	1.040174277E-3	1.236078329E-3
1.442490146E-3	NaN	NaN	NaN	NaN	NaN	1.366007840E-3	1.323282253E-3	1.228172681E-3	1.289994223E-3	1.433413941E-3	NaN	NaN	NaN	NaN	1.512128743E-3	1.355656656E-3	1.172824530E-3	1.149558579E-3	1.139781903E-3	1.079483307E-3	1.093653846E-3	1.192310709E-3	1.304260455E-3	1.344498713E-3	1.228982117E-3	1.137893298E-3	1.157291932E-3	1.101652044E-3	1.072198967E-3	1.183701330E-3	1.284858445E-3	1.266069012E-3	1.157112420E-3	1.121757785E-3	1.154201687E-3	1.099601388E-3	1.035203226E-3	9.674619068E-4	8.411762537E-4	9.145772201E-4	1.265048981E-3	1.510441769E-3	1.410757424E-3	1.141941757E-3	1.086330856E-3	1.320177573E-3
1.361866249E-3	NaN	NaN	NaN	NaN	1.248385874E-3	1.345371129E-3	1.347368467E-3	1.202678191E-3	1.172540942E-3	NaN	NaN	NaN	NaN	NaN	1.362366951E-3	1.196048572E-3	1.046605175E-3	1.130910940E-3	1.235928969E-3	1.156082260E-3	1.016388764E-3	9.693973116E-4	1.127993688E-3	1.364537282E-3	1.272695139E-3	9.981354233E-4	9.201986832E-4	9.277645149E-4	9.973929264E-4	1.152926707E-3	1.216145698E-3	1.186948037E-3	1.157991006E-3	1.152469893E-3	1.159122330E-3	1.171903335E-3	1.187281334E-3	1.067247009E-3	8.388966671E-4	8.445129497E-4	1.177423284E-3	1.470460324E-3	1.424127258E-3	1.224217587E-3	1.230187365E-3	1.432092628E-3
