1.272035646E-3	1.209844835E-3	1.049476559E-3	1.152848243E-3	1.370652346E-3	1.259770128E-3	9.983805940E-4	9.913758840E-4	1.099245506E-3	1.063615666E-3	9.758693050E-4	1.028694329E-3	1.164932270E-3	1.261974336E-3	1.178365317E-3	8.576447726E-4	7.450420526E-4	1.011910383E-3	1.166321454E-3	1.062607509E-3	9.297725046E-4	9.056016570E-4	1.019801944E-3	1.095878892E-3	1.035729656E-3	9.995333385E-4	9.697642527E-4	7.615076029E-4	5.323626101E-4	5.556453252E-4
1.137021231E-3	1.253727009E-3	1.241047401E-3	1.306480728E-3	1.414317638E-3	1.311028143E-3	1.117915381E-3	1.097429427E-3	1.168575371E-3	1.170426025E-3	1.151406905E-3	1.230907510E-3	1.315401401E-3	1.345021883E-3	1.291239983E-3	1.019121963E-3	8.401811938E-4	9.798755636E-4	1.077267108E-3	1.048790640E-3	1.059662900E-3	1.108995755E-3	1.199556631E-3	1.242626226E-3	1.163203851E-3	1.101259259E-3	1.012606663E-3	6.891361554E-4	3.690130834E-4	4.082242667E-4
1.100915950E-3	1.306002727E-3	1.389834913E-3	1.442396431E-3	1.511521405E-3	1.482324558E-3	1.384762116E-3	1.366893761E-3	1.371368649E-3	1.335898531E-3	1.348959981E-3	1.419157488E-3	1.400021021E-3	1.344938064E-3	1.354251290E-3	1.222595689E-3	1.012236113E-3	9.499961161E-4	9.255952900E-4	9.351140470E-4	1.077124733E-3	1.221536426E-3	1.251871814E-3	1.207390917E-3	1.166223665E-3	1.179629588E-3	1.106500393E-3	7.853185525E-4	4.618044186E-4	4.402976774E-4
1.159072272E-3	1.297722454E-3	1.324603800E-3	1.377038076E-3	1.546792337E-3	1.628998783E-3	1.525209984E-3	1.439094776E-3	1.399433590E-3	1.386745949E-3	1.453758101E-3	1.492511830E-3	1.403908012E-3	1.311841886E-3	1.330457628E-3	1.307355938E-3	1.179751474E-3	1.052203472E-3	8.979532286E-4	8.011914324E-4	9.611905552E-4	1.220163424E-3	1.259349403E-3	1.162673929E-3	1.154190977E-3	1.177648315E-3	1.091036364E-3	8.936008671E-4	6.849847850E-4	5.691222032E-4
1.269801287E-3	1.251327456E-3	1.093893894E-3	1.112507191E-3	1.404852257E-3	1.566030784E-3	1.392833306E-3	1.213330543E-3	1.194549142E-3	1.296964707E-3	1.425303868E-3	1.448593102E-3	1.389175188E-3	1.299809082E-3	1.250675763E-3	1.286558458E-3	1.356502995E-3	1.341579482E-3	1.104875351E-3	8.457056247E-4	9.560944163E-4	1.276950235E-3	1.340153278E-3	1.237518387E-3	1.253604773E-3	1.253205934E-3	1.132284990E-3	1.008883119E-3	8.488890599E-4	6.375003140E-4
1.358678099E-3	1.239398727E-3	9.469293291E-4	9.447287302E-4	1.272124471E-3	1.422731904E-3	1.202567713E-3	9.798937244E-4	1.011710381E-3	1.226582681E-3	1.363622723E-3	1.350950450E-3	1.314723631E-3	1.209868118E-3	1.121220994E-3	1.213865471E-3	1.413358841E-3	1.472737524E-3	1.198442071E-3	8.740971680E-4	9.527603979E-4	1.270066947E-3	1.367836259E-3	1.306098071E-3	1.334881177E-3	1.335798530E-3	1.224364038E-3	1.109182951E-3	9.411811479E-4	7.174778730E-4
1.289777458E-3	1.191729214E-3	9.228698327E-4	9.128570091E-4	1.171407523E-3	1.303208759E-3	1.157029881E-3	9.508083458E-4	9.556313744E-4	1.189647941E-3	1.336725778E-3	1.340829302E-3	1.330653904E-3	1.219969126E-3	1.134282327E-3	1.211815747E-3	1.336150453E-3	1.315138303E-3	1.044028555E-3	7.903719088E-4	8.572257939E-4	1.094868872E-3	1.203073771E-3	1.213816460E-3	1.283860765E-3	1.304532401E-3	1.207449706E-3	1.112372382E-3	1.027342514E-3	9.166402742E-4
1.088797813E-3	1.039665891E-3	9.042918682E-4	8.685841458E-4	1.026298851E-3	1.241893158E-3	1.288129250E-3	1.086712931E-3	9.190001292E-4	1.062458847E-3	1.302052056E-3	1.469573821E-3	1.530872076E-3	1.385203796E-3	1.233519870E-3	1.230470487E-3	1.255072886E-3	1.149458345E-3	9.206099785E-4	7.881142083E-4	8.233001572E-4	9.037461714E-4	9.419777780E-4	9.955508867E-4	1.108214376E-3	1.123454305E-3	1.040878473E-3	1.002872130E-3	9.990830440E-4	9.917254793E-4
9.781253757E-4	8.997973637E-4	8.856830536E-4	8.244038909E-4	9.198333137E-4	1.266870415E-3	1.490082010E-3	1.272966852E-3	8.995209355E-4	8.634872502E-4	1.137892832E-3	1.461086213E-3	1.588742482E-3	1.387497061E-3	1.134779770E-3	1.078502974E-3	1.117635751E-3	1.031606458E-3	8.626272902E-4	8.125118911E-4	8.271043189E-4	8.213477558E-4	8.133527008E-4	8.617535932E-4	9.411755600E-4	9.092822438E-4	9.058474097E-4	9.906688938E-4	9.782399284E-4	9.539474268E-4
9.333152557E-4	8.248826489E-4	8.844871772E-4	8.357398910E-4	9.113284177E-4	1.305592596E-3	1.588468323E-3	1.407567994E-3	9.780611144E-4	7.563591353E-4	8.788956911E-4	1.183423679E-3	1.375036780E-3	1.251648879E-3	1.020766911E-3	9.443215677E-4	9.902212769E-4	9.472001693E-4	8.131899522E-4	7.617708761E-4	7.916055620E-4	8.504189318E-4	8.584826137E-4	8.378758794E-4	8.467672160E-4	8.230942185E-4	9.611910209E-4	1.190941199E-3	1.153728459E-3	1.033976208E-3
