1.242240192E-3	1.012316439E-3	9.247516282E-4	1.098426408E-3	1.476536389E-3	1.642432762E-3	1.477885176E-3	1.304602949E-3	1.208432601E-3	1.101337955E-3	1.001884113E-3	9.240681538E-4	8.705745568E-4	7.830636459E-4	7.564525586E-4	9.588196990E-4	1.212519011E-3	1.299327821E-3	1.332880231E-3	1.350942417E-3	1.179994200E-3	8.793055895E-4	6.795807276E-4	7.292002556E-4	9.799245745E-4	1.209014910E-3	1.393089769E-3	1.518936362E-3	1.344673103E-3	1.096152933E-3	1.079597045E-3	9.697782807E-4	8.046117728E-4	9.899991564E-4	1.300078467E-3	1.263296581E-3	9.994619759E-4	9.803721914E-4	1.156088198E-3	1.153952442E-3	1.003746293E-3	8.796032052E-4	8.068944444E-4	9.022678714E-4	1.194988610E-3	1.394810388E-3	1.346490346E-3	1.248800778E-3	1.245562802E-3	1.204788103E-3	1.035861438E-3	9.202109650E-4	9.863318410E-4	1.113048987E-3	1.125482377E-3	1.081711845E-3	1.233471557E-3	1.452016179E-3	1.387926866E-3	1.280301134E-3	1.371685532E-3	1.261243015E-3	9.626890533E-4	8.745663799E-4	9.212949662E-4	1.023365417E-3	1.158673898E-3	1.109305886E-3	8.659395971E-4	6.894624676E-4	7.491075085E-4	9.390085470E-4	1.047261641E-3	1.048353384E-3	1.106301323E-3	1.269571716E-3
1.252454473E-3	1.103251008E-3	1.007074374E-3	1.141934190E-3	1.458512503E-3	1.511477982E-3	1.199476654E-3	9.473656537E-4	9.246576228E-4	9.298253572E-4	8.998888079E-4	8.820957737E-4	9.241612861E-4	9.569067624E-4	9.371684282E-4	1.085056225E-3	1.359342947E-3	1.457551378E-3	1.453251461E-3	1.422458212E-3	1.192235504E-3	9.160742047E-4	8.498618263E-4	9.395302623E-4	1.025078935E-3	1.076494227E-3	1.230205875E-3	1.409158111E-3	1.347050304E-3	1.157887396E-3	1.033102628E-3	8.727431414E-4	7.854801952E-4	9.097767179E-4	1.024260768E-3	1.006457256E-3	9.950939566E-4	1.087715733E-3	1.237567049E-3	1.293926733E-3	1.232555602E-3	1.137140440E-3	9.615951567E-4	8.390902658E-4	9.723394760E-4	1.146684051E-3	1.127049909E-3	9.976078290E-4	9.549451061E-4	1.005240832E-3	9.536454454E-4	8.272150881E-4	8.170676301E-4	9.460803703E-4	1.088617952E-3	1.192494528E-3	1.394237508E-3	1.588674961E-3	1.476863981E-3	1.316689304E-3	1.417051069E-3	1.386260847E-3	1.082069473E-3	8.519897819E-4	7.791626849E-4	8.614604012E-4	1.050840714E-3	1.104281750E-3	9.920216398E-4	9.396238020E-4	1.007850980E-3	1.105571515E-3	1.177996281E-3	1.175532932E-3	1.152377808E-3	1.243358362E-3
1.105161733E-3	1.097274595E-3	1.160103362E-3	1.283028512E-3	1.381692360E-3	1.277267234E-3	9.527130751E-4	7.077014307E-4	7.276439574E-4	7.881302736E-4	7.384503842E-4	6.959675229E-4	8.987081237E-4	1.243150793E-3	1.314348076E-3	1.278780052E-3	1.407568227E-3	1.466486719E-3	1.401164103E-3	1.269425848E-3	1.039119787E-3	9.485787014E-4	1.067731180E-3	1.128130360E-3	1.075313659E-3	1.082458999E-3	1.197754173E-3	1.269923989E-3	1.248404966E-3	1.211943105E-3	1.142293913E-3	1.054426888E-3	1.059461152E-3	1.063446165E-3	9.037762065E-4	8.207352948E-4	1.022004290E-3	1.195506076E-3	1.183073618E-3	1.170541393E-3	1.254875096E-3	1.368430094E-3	1.264150604E-3	9.694537730E-4	8.219808806E-4	8.641191525E-4	9.326586151E-4	8.964298759E-4	8.472729824E-4	9.846461471E-4	1.109487028E-3	9.773806669E-4	8.083799621E-4	8.926682058E-4	1.120957779E-3	1.282153884E-3	1.428874792E-3	1.537730917E-3	1.451531542E-3	1.334719360E-3	1.382190618E-3	1.362294541E-3	1.169641502E-3	9.552742122E-4	7.479076157E-4	6.992855924E-4	9.218231426E-4	1.102730981E-3	1.070323051E-3	1.048530219E-3	1.049797051E-3	1.006126287E-3	1.060215989E-3	1.130245859E-3	1.100048772E-3	1.200345345E-3
9.271928575E-4	9.165113443E-4	1.076658838E-3	1.268175431E-3	1.288552419E-3	1.159966690E-3	9.504560730E-4	7.512391312E-4	7.314490504E-4	7.852492854E-4	7.031985442E-4	5.834019976E-4	8.236488211E-4	1.342464820E-3	1.474867924E-3	1.322669908E-3	1.353766536E-3	1.356547466E-3	1.163740410E-3	9.060169104E-4	7.450270350E-4	8.822620148E-4	1.122005051E-3	1.091891085E-3	9.603544604E-4	1.040723175E-3	1.182693290E-3	1.188018476E-3	1.208277768E-3	1.268584048E-3	1.266100560E-3	1.308634994E-3	1.377339824E-3	1.277273870E-3	1.005763421E-3	8.685291396E-4	1.043091528E-3	1.178444247E-3	1.074937638E-3	1.012027962E-3	1.164920977E-3	1.394303865E-3	1.392204314E-3	1.107096090E-3	8.325825911E-4	7.723783492E-4	8.617194253E-4	8.631247329E-4	8.231124957E-4	1.029566978E-3	1.306323218E-3	1.247202046E-3	9.911956731E-4	9.739722591E-4	1.197631937E-3	1.387847238E-3	1.438184874E-3	1.350600389E-3	1.190101262E-3	1.106895856E-3	1.127531985E-3	1.091067097E-3	1.013749279E-3	9.530648822E-4	7.672638167E-4	6.535783759E-4	9.031714872E-4	1.136366860E-3	1.056928420E-3	9.642961086E-4	9.147290257E-4	8.539719856E-4	1.014685840E-3	1.241158228E-3	1.234869356E-3	1.273842878E-3
9.365739534E-4	8.937271778E-4	9.700683295E-4	1.148406300E-3	1.230200171E-3	1.185680623E-3	1.066127094E-3	8.803710225E-4	7.992823957E-4	8.654398844E-4	8.481962141E-4	7.087962586E-4	8.384548128E-4	1.285869745E-3	1.459622872E-3	1.343199168E-3	1.333949622E-3	1.271627145E-3	9.977566078E-4	6.714290939E-4	4.929532297E-4	6.320350803E-4	8.819092764E-4	8.941821870E-4	8.611707599E-4	1.040016417E-3	1.185384346E-3	1.166845672E-3	1.199190621E-3	1.227839501E-3	1.217033947E-3	1.344617456E-3	1.399288536E-3	1.210336923E-3	1.002571080E-3	9.081828757E-4	9.359717951E-4	1.022122218E-3	1.081571449E-3	1.159600331E-3	1.299097901E-3	1.399722300E-3	1.313893823E-3	1.063593547E-3	8.335026796E-4	7.868303801E-4	8.496536757E-4	7.927168044E-4	7.173993508E-4	8.897604421E-4	1.192053896E-3	1.292903209E-3	1.140795182E-3	1.023942372E-3	1.178465434E-3	1.468169969E-3	1.527676126E-3	1.261275262E-3	9.656226030E-4	8.947156020E-4	9.607626707E-4	9.482505266E-4	9.442374576E-4	1.000303775E-3	8.187883650E-4	5.773883313E-4	7.482884103E-4	1.003218116E-3	9.622293874E-4	8.873426123E-4	8.677144651E-4	8.867128636E-4	1.139186206E-3	1.443782938E-3	1.472833566E-3	1.404667739E-3
1.166800386E-3	1.195106190E-3	1.098730834E-3	1.091512269E-3	1.164118294E-3	1.151915989E-3	1.058205031E-3	9.410090861E-4	9.022752638E-4	1.001078868E-3	1.063048025E-3	9.895905387E-4	1.016341499E-3	1.251881476E-3	1.397767803E-3	1.363944262E-3	1.331419335E-3	1.245284802E-3	1.026527840E-3	7.356825517E-4	4.731600638E-4	4.370612442E-4	5.919815740E-4	7.201990229E-4	9.153813589E-4	1.167699462E-3	1.191528514E-3	1.050475286E-3	1.031740452E-3	1.081880298E-3	1.137444167E-3	1.261648489E-3	1.209622947E-3	9.578382596E-4	8.499796386E-4	8.368352428E-4	7.638345705E-4	8.305693627E-4	1.110839774E-3	1.368441968E-3	1.464916044E-3	1.414853963E-3	1.234050840E-3	1.004916849E-3	8.530570776E-4	8.535022498E-4	8.866733406E-4	7.612063200E-4	6.063991459E-4	6.476536510E-4	8.587830816E-4	1.073523541E-3	1.094093313E-3	9.616250754E-4	1.043629134E-3	1.360438066E-3	1.469747047E-3	1.259725774E-3	1.028199913E-3	9.883830789E-4	1.069213846E-3	1.076734974E-3	1.079502515E-3	1.149019925E-3	9.888367495E-4	6.534919958E-4	6.283094408E-4	8.291599806E-4	9.423067095E-4	9.964038618E-4	9.737404180E-4	9.723016992E-4	1.182887587E-3	1.451871824E-3	1.546564512E-3	1.453472883E-3
1.338905073E-3	1.436390681E-3	1.206060522E-3	9.940492455E-4	9.961527539E-4	1.007696847E-3	9.974959539E-4	1.008755760E-3	1.038292772E-3	1.138328575E-3	1.228109119E-3	1.264723600E-3	1.276540104E-3	1.240042504E-3	1.208805479E-3	1.242376864E-3	1.285634353E-3	1.253856230E-3	1.144451322E-3	9.629410924E-4	7.325880579E-4	6.214217283E-4	6.261173403E-4	6.893607206E-4	9.842683794E-4	1.293893554E-3	1.241923776E-3	9.867178742E-4	8.869900485E-4	1.025478821E-3	1.210229006E-3	1.263153041E-3	1.100128284E-3	8.453847258E-4	7.779052248E-4	8.090144838E-4	7.253300282E-4	7.789336960E-4	1.139230095E-3	1.447693678E-3	1.498360652E-3	1.436636783E-3	1.302326680E-3	1.114272745E-3	9.862799197E-4	9.460528381E-4	9.143131319E-4	8.003856638E-4	6.371937925E-4	5.638708244E-4	6.531528779E-4	8.352756267E-4	9.240856743E-4	9.113651467E-4	1.021734439E-3	1.176508376E-3	1.191312331E-3	1.210639486E-3	1.272564637E-3	NaN	1.296575763E-3	1.239793608E-3	1.176362624E-3	1.244104118E-3	1.255976851E-3	9.972617263E-4	7.458892069E-4	7.610247121E-4	9.587053210E-4	1.120992121E-3	1.057264046E-3	9.836156387E-4	1.138720079E-3	1.349625294E-3	1.457190490E-3	1.393541344E-3
1.316625858E-3	1.419130014E-3	1.177380094E-3	8.840139490E-4	8.337954641E-4	9.121547337E-4	1.055394299E-3	1.149753807E-3	1.176372403E-3	1.260946388E-3	1.311055967E-3	1.374720712E-3	1.422174508E-3	1.241571968E-3	1.083826181E-3	NaN	NaN	NaN	1.289473963E-3	1.250812900E-3	1.124649658E-3	1.038604183E-3	9.625895764E-4	8.872287581E-4	1.099536195E-3	1.435030019E-3	1.484486856E-3	1.272508525E-3	1.091349288E-3	1.191538875E-3	1.361689763E-3	1.312088803E-3	1.131723402E-3	9.351472254E-4	8.521025302E-4	9.005094180E-4	8.928563911E-4	9.630886489E-4	1.270819455E-3	1.476094825E-3	1.443378744E-3	1.442316920E-3	1.447912655E-3	1.348609105E-3	1.262508798E-3	1.161872293E-3	1.011065091E-3	9.175643791E-4	8.179748547E-4	6.762598641E-4	6.371708005E-4	6.967765512E-4	7.709680940E-4	9.611605201E-4	1.209098264E-3	1.172008226E-3	1.017192262E-3	1.220632112E-3	NaN	NaN	NaN	NaN	1.232415903E-3	1.321457792E-3	1.510014990E-3	1.347098383E-3	9.409975610E-4	7.570736925E-4	8.748951368E-4	1.030421001E-3	1.012982568E-3	1.007007435E-3	1.180720748E-3	1.324233250E-3	1.326343045E-3	1.247900189E-3
1.244968851E-3	1.366115408E-3	1.244235318E-3	1.005882747E-3	9.245606489E-4	9.924971964E-4	1.162767643E-3	1.222615014E-3	1.225992921E-3	1.335034030E-3	1.303744735E-3	1.249064226E-3	1.311915461E-3	1.233830699E-3	NaN	NaN	NaN	NaN	NaN	1.483707805E-3	1.344431890E-3	1.239825389E-3	1.223583939E-3	1.173582394E-3	1.251049223E-3	1.519818557E-3	1.711298712E-3	NaN	NaN	NaN	NaN	1.363513875E-3	1.269946806E-3	1.136993757E-3	9.858749108E-4	1.067591482E-3	1.238646451E-3	1.331040985E-3	1.416643150E-3	1.361103612E-3	1.201725448E-3	1.262497506E-3	1.438505249E-3	1.484045293E-3	1.518573961E-3	1.474329736E-3	1.241232967E-3	1.085064840E-3	1.010757871E-3	8.372744778E-4	7.124688709E-4	7.118243957E-4	8.001356618E-4	1.095161191E-3	1.393716433E-3	1.298330608E-3	1.112570520E-3	NaN	NaN	NaN	NaN	NaN	NaN	1.406259369E-3	1.650155289E-3	1.550485613E-3	1.186375041E-3	9.466574993E-4	9.058646974E-4	9.536050493E-4	1.023240620E-3	1.143518370E-3	1.311111613E-3	1.358257956E-3	1.247438486E-3	1.143629197E-3
1.182330307E-3	1.365422271E-3	1.394563005E-3	1.275902148E-3	1.194731914E-3	1.142573426E-3	1.155711128E-3	1.137442538E-3	1.176081831E-3	1.352289226E-3	1.291184686E-3	1.086928649E-3	1.094240812E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.335155801E-3	1.158131636E-3	1.217319514E-3	1.299814088E-3	1.308855717E-3	1.464612898E-3	NaN	NaN	NaN	NaN	NaN	NaN	1.453702338E-3	1.293497393E-3	9.948676452E-4	1.128017786E-3	1.552321366E-3	1.653769868E-3	1.438961714E-3	1.148036332E-3	9.365268052E-4	9.983513737E-4	1.198369660E-3	1.285222010E-3	1.409639837E-3	1.526603941E-3	1.362455427E-3	1.161859371E-3	1.118372544E-3	1.022072276E-3	9.059825679E-4	9.091417887E-4	1.014533103E-3	1.205618493E-3	1.340290764E-3	1.292749075E-3	1.256881631E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.589436317E-3	1.594790956E-3	1.456430764E-3	1.296349219E-3	1.154051279E-3	1.103731920E-3	1.191693591E-3	1.319864299E-3	1.374783693E-3	1.293539768E-3	1.176662510E-3	1.188381575E-3
