1.051367843E-3	9.194372687E-4	9.134892607E-4	8.976497338E-4	9.095676942E-4	9.867524495E-4	1.022701268E-3	1.117177890E-3	1.361162751E-3	1.515323645E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.346217585E-3	1.336694462E-3	1.187354326E-3	1.055176836E-3	9.738927474E-4	9.596910095E-4	1.066690194E-3	1.156362239E-3	1.115074032E-3	1.163461129E-3	1.283088466E-3	1.116924454E-3	8.001077804E-4	8.321796777E-4	1.242822269E-3	1.529785106E-3	1.416538958E-3	1.262913574E-3	1.474399003E-3	1.759819803E-3	1.646603341E-3	1.356510911E-3	1.141719404E-3	9.901756421E-4	1.109628007E-3	1.378547400E-3	1.407901524E-3	1.240873826E-3	1.115031191E-3
1.265961328E-3	1.188696013E-3	1.145233284E-3	1.058288966E-3	9.741651011E-4	1.000418444E-3	1.065998571E-3	1.155638252E-3	1.272984315E-3	1.335720415E-3	1.334384899E-3	NaN	NaN	NaN	NaN	NaN	1.233452931E-3	1.226886292E-3	1.206428162E-3	1.058495487E-3	9.143358329E-4	8.441808750E-4	9.354337817E-4	1.145328977E-3	1.224544831E-3	1.139918109E-3	1.125366660E-3	1.198388170E-3	1.167451148E-3	1.065419870E-3	1.087254146E-3	1.310730469E-3	1.517756376E-3	1.437608269E-3	1.280520693E-3	1.404449460E-3	1.626203069E-3	1.615303336E-3	1.463532913E-3	1.269886969E-3	1.090615406E-3	1.157592749E-3	1.379338326E-3	1.467640745E-3	1.392669161E-3	1.215525321E-3
1.323707635E-3	1.404877403E-3	1.437984640E-3	1.376240747E-3	1.227559871E-3	1.141246990E-3	1.180341234E-3	1.212786185E-3	1.108724740E-3	1.028796076E-3	1.096290885E-3	1.186217181E-3	1.242125290E-3	1.281205914E-3	1.366958371E-3	1.386371674E-3	1.242847997E-3	1.161612687E-3	1.137053478E-3	1.038999413E-3	9.434063686E-4	9.039588040E-4	9.831819916E-4	1.188628259E-3	1.346458099E-3	1.303000492E-3	1.123701921E-3	1.018568990E-3	1.087869983E-3	1.209570561E-3	1.182797248E-3	1.079556532E-3	1.098545268E-3	1.160367858E-3	1.183406333E-3	1.245765481E-3	1.340506016E-3	1.397695625E-3	1.385505544E-3	1.266027219E-3	1.122950460E-3	1.148317475E-3	1.308396808E-3	1.413480029E-3	1.398540218E-3	1.281362027E-3
1.308197388E-3	1.382677467E-3	1.412643818E-3	1.423465204E-3	1.316954964E-3	1.175306039E-3	1.174033736E-3	1.147971139E-3	9.010624490E-4	7.677045069E-4	9.400925483E-4	1.149147050E-3	1.242901664E-3	1.209915848E-3	1.222671359E-3	1.332184416E-3	1.317377319E-3	1.267425134E-3	1.290843706E-3	1.227525179E-3	1.102973241E-3	1.016826951E-3	9.290258167E-4	9.755837964E-4	1.253983122E-3	1.423578244E-3	1.257672324E-3	1.034056651E-3	1.044928678E-3	1.219735132E-3	1.188901486E-3	8.820293006E-4	7.173092454E-4	8.803968085E-4	1.113493810E-3	1.187742804E-3	1.194762881E-3	1.260164310E-3	1.275582472E-3	1.192847383E-3	1.131050522E-3	1.126980176E-3	1.168988878E-3	1.229149522E-3	1.241445192E-3	1.223234925E-3
1.390955877E-3	1.275477931E-3	1.125191106E-3	1.093839412E-3	1.073422143E-3	1.035347464E-3	1.048590522E-3	9.948279476E-4	8.008691948E-4	7.757137646E-4	1.011370565E-3	1.197186182E-3	1.226253109E-3	1.134771737E-3	1.106698997E-3	1.284866943E-3	1.381924958E-3	1.322344528E-3	1.300307340E-3	1.191073330E-3	1.018348965E-3	9.647750994E-4	8.573525702E-4	7.893988513E-4	1.041298267E-3	1.311748289E-3	1.299869735E-3	1.135713537E-3	1.049272716E-3	1.155701000E-3	1.150020980E-3	8.285013610E-4	6.154223811E-4	8.210308151E-4	1.126815216E-3	1.156336162E-3	1.107510412E-3	1.233805437E-3	1.318754279E-3	1.266575069E-3	1.234622090E-3	1.179064857E-3	1.130539807E-3	1.203249441E-3	1.239482313E-3	1.185319619E-3
1.371213701E-3	1.203682041E-3	1.005423255E-3	9.053765680E-4	8.725126390E-4	9.132199339E-4	9.335901705E-4	8.753194124E-4	8.280202746E-4	9.237216436E-4	1.125736628E-3	1.208862872E-3	1.149056945E-3	1.051296596E-3	1.046868041E-3	1.237821882E-3	1.365259173E-3	1.289930544E-3	1.178192324E-3	9.674107423E-4	7.652008790E-4	8.139827987E-4	8.685764624E-4	8.678704035E-4	1.033919281E-3	1.200120780E-3	1.190004288E-3	1.034967252E-3	9.168032557E-4	1.023566234E-3	1.058809808E-3	8.259671740E-4	6.871887599E-4	8.832337917E-4	1.122934744E-3	1.060171868E-3	9.944404010E-4	1.236655284E-3	1.450720243E-3	1.447265618E-3	1.402767142E-3	1.312047360E-3	1.227251254E-3	1.287776511E-3	1.292066765E-3	1.153861289E-3
1.150350319E-3	1.078047673E-3	1.019531628E-3	9.794617072E-4	9.242163505E-4	9.169133846E-4	8.781548240E-4	8.673210978E-4	9.726966382E-4	1.074807253E-3	1.144713140E-3	1.175021986E-3	1.114157960E-3	9.862614097E-4	9.366456070E-4	1.093005645E-3	1.280721975E-3	1.329594525E-3	1.217731740E-3	8.989995695E-4	6.371371564E-4	7.028332329E-4	8.668349474E-4	9.966839571E-4	1.160914777E-3	1.219548052E-3	1.074790605E-3	8.192951209E-4	7.344532642E-4	9.173254948E-4	9.989712853E-4	8.867629222E-4	8.099809638E-4	8.805307443E-4	1.001027063E-3	9.416560642E-4	9.386446909E-4	1.246802509E-3	1.508250367E-3	1.532925642E-3	1.514463453E-3	1.447209972E-3	1.260474208E-3	1.122067682E-3	1.097464352E-3	1.101050642E-3
1.033537439E-3	9.780359687E-4	9.510103264E-4	9.963208577E-4	1.042966382E-3	9.843722219E-4	8.318465552E-4	8.696726873E-4	1.107384567E-3	1.199916354E-3	1.147712814E-3	1.149271033E-3	1.127625001E-3	9.551309631E-4	8.205691120E-4	9.749043966E-4	1.302615739E-3	1.516300021E-3	1.381951850E-3	9.327142616E-4	6.074871635E-4	6.627533585E-4	8.813780732E-4	1.064467826E-3	1.171511598E-3	1.150836120E-3	9.969297098E-4	8.159886347E-4	8.103681612E-4	9.535900899E-4	1.002722653E-3	9.785122238E-4	9.009314817E-4	8.111444185E-4	8.645564085E-4	9.260616498E-4	1.019582967E-3	1.278664684E-3	1.457480830E-3	1.454870566E-3	1.487738220E-3	1.508417306E-3	1.230023103E-3	8.644632180E-4	8.787295083E-4	1.159213251E-3
1.106067910E-3	1.044028555E-3	9.493120015E-4	9.727651486E-4	1.107714605E-3	1.041610143E-3	8.289201069E-4	8.964068838E-4	1.178497099E-3	1.277034637E-3	1.174431294E-3	1.107619959E-3	1.096230699E-3	9.796897648E-4	8.702016203E-4	1.059180242E-3	1.491796225E-3	1.751856995E-3	1.497253310E-3	9.488198557E-4	6.240633666E-4	6.767050945E-4	9.333614144E-4	1.135693979E-3	1.131021883E-3	1.009458792E-3	9.546903311E-4	1.002675272E-3	1.032402157E-3	9.871382499E-4	9.513010154E-4	9.643505909E-4	8.791284054E-4	7.534137694E-4	8.480442339E-4	1.069410704E-3	1.222777180E-3	1.312481007E-3	1.335981186E-3	1.317342976E-3	1.385213574E-3	1.470195828E-3	1.241653808E-3	8.774181479E-4	9.396969690E-4	1.316510490E-3
1.074732863E-3	1.114100218E-3	1.090671052E-3	1.072521671E-3	1.151732286E-3	1.061731484E-3	9.022390004E-4	1.025858684E-3	1.263184240E-3	1.319003059E-3	1.203215332E-3	1.088685822E-3	1.101187780E-3	1.131947152E-3	1.107785152E-3	1.222278690E-3	1.582312048E-3	1.821260550E-3	1.530023525E-3	1.008316176E-3	7.048429688E-4	6.575477310E-4	8.797047194E-4	1.181313070E-3	1.219809754E-3	1.030540559E-3	9.565141518E-4	1.089324476E-3	1.092271530E-3	9.119172464E-4	8.432456525E-4	8.571468061E-4	7.820160827E-4	7.186056464E-4	8.668199880E-4	1.177882194E-3	1.327653183E-3	1.200599479E-3	1.097234315E-3	1.192506403E-3	1.338778180E-3	NaN	NaN	1.070930855E-3	1.119742985E-3	1.334401430E-3
