NaN	1.639639595E-5	5.344321835E-4	7.269202615E-4	7.516664336E-4	7.095485926E-4	5.593149690E-4	5.561864818E-4	6.439852295E-4	7.134676562E-4	1.023427816E-3	1.641593175E-3	2.034027362E-3	1.718149171E-3	1.183525310E-3	1.090879203E-3	1.215730561E-3	1.059707603E-3	6.956738071E-4	5.858389777E-4	7.380108582E-4	7.523024105E-4	6.453077658E-4	7.397807785E-4	9.458413115E-4	9.596494492E-4	9.411615320E-4	1.155373640E-3	1.412961283E-3	1.481987303E-3	1.461170032E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.239957870E-3	1.362261595E-3	1.301368582E-3	7.811479154E-4	4.878599138E-4	8.880303358E-4	1.278822077E-3	1.209348091E-3	1.057715272E-3	1.125017996E-3	1.325673074E-3	1.461752458E-3	1.399647444E-3	1.287113759E-3	1.332642511E-3	1.368835685E-3	1.196266152E-3	9.984105127E-4	1.005667727E-3	1.204738859E-3	1.425935072E-3	NaN	NaN	NaN	NaN	NaN	1.382188173E-3	1.096920110E-3	7.495245081E-4	6.496909773E-4
1.693899685E-4	2.263812785E-4	6.348067545E-4	9.029830107E-4	1.061777701E-3	1.116678235E-3	9.360229596E-4	8.799146162E-4	1.039863913E-3	1.038968214E-3	9.936436545E-4	1.297498238E-3	1.704707276E-3	1.652293256E-3	1.286159386E-3	1.121328329E-3	1.124263974E-3	9.709179285E-4	6.706432905E-4	5.867708242E-4	8.258586167E-4	9.614148294E-4	7.865196094E-4	7.157843793E-4	8.927989402E-4	9.495618287E-4	9.039213764E-4	1.056589303E-3	1.377947512E-3	1.593772555E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.147677656E-3	1.077143359E-3	5.824524560E-4	3.001511795E-4	6.991301198E-4	1.239405246E-3	1.320936251E-3	1.080506481E-3	9.984138887E-4	1.186499954E-3	1.398507040E-3	1.385848504E-3	1.234643278E-3	1.196823432E-3	1.173186465E-3	1.038835151E-3	9.756094078E-4	1.105926232E-3	1.350303995E-3	1.499878475E-3	1.490606228E-3	NaN	NaN	NaN	NaN	1.395801431E-3	1.111839549E-3	7.273861556E-4	5.638482980E-4
7.586082211E-4	7.460123161E-4	9.430205100E-4	1.139872242E-3	1.288875472E-3	1.323825098E-3	1.149995136E-3	1.146960887E-3	1.371913007E-3	1.286818995E-3	9.334484930E-4	8.522160933E-4	1.172806253E-3	1.493296935E-3	1.477208803E-3	1.269906294E-3	1.062245225E-3	8.524094010E-4	6.665490801E-4	6.360849948E-4	8.432837785E-4	1.003675745E-3	8.642083267E-4	7.888658438E-4	9.576457669E-4	9.758519591E-4	8.023069240E-4	8.163783932E-4	1.181093161E-3	1.539015328E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.155156409E-3	1.047427766E-3	6.068939692E-4	2.929702459E-4	4.544061376E-4	9.053195827E-4	1.194388489E-3	1.129278564E-3	1.029477455E-3	1.122489804E-3	1.311337808E-3	1.347771264E-3	1.170990639E-3	1.040805248E-3	9.739061352E-4	8.908395539E-4	9.612956783E-4	1.197766978E-3	1.405568328E-3	1.393418876E-3	1.228055218E-3	1.201247098E-3	NaN	NaN	NaN	NaN	1.257877331E-3	9.321817197E-4	NaN
1.210211427E-3	1.166957431E-3	1.185765141E-3	1.272465219E-3	1.338724978E-3	1.277199597E-3	1.112280996E-3	1.183092361E-3	1.416795654E-3	1.318725524E-3	9.570032707E-4	7.321321173E-4	8.896526997E-4	1.247140579E-3	1.308080158E-3	1.096473541E-3	8.909890894E-4	7.448699907E-4	7.093563909E-4	7.965081604E-4	1.012035529E-3	1.183513552E-3	1.066932222E-3	9.283915861E-4	1.005125931E-3	1.016995055E-3	8.245972567E-4	7.427551900E-4	1.063736505E-3	1.431120094E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.197269186E-3	1.184391440E-3	7.991811726E-4	4.258661647E-4	3.608445404E-4	6.358058308E-4	1.006473904E-3	1.141638029E-3	1.155194943E-3	1.195505494E-3	1.227603876E-3	1.204433735E-3	1.090825768E-3	9.723589756E-4	8.679994498E-4	8.350392454E-4	1.036219532E-3	1.353599015E-3	1.490784460E-3	1.295864698E-3	1.004513120E-3	1.011747285E-3	1.219368074E-3	NaN	NaN	NaN	NaN	NaN	NaN
1.357845846E-3	1.224795822E-3	1.169909141E-3	1.256405376E-3	1.294732210E-3	1.161280205E-3	1.022595679E-3	1.200322295E-3	1.477484708E-3	1.395093394E-3	1.105403644E-3	8.818177157E-4	8.639513399E-4	1.002283650E-3	9.872979717E-4	8.988882182E-4	8.597993292E-4	7.502041990E-4	7.004715153E-4	8.373410092E-4	1.145275426E-3	1.435828861E-3	1.390257501E-3	1.132274861E-3	1.035389607E-3	1.059633447E-3	9.485697374E-4	8.466326399E-4	1.051066327E-3	1.306826016E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.300548087E-3	1.004610793E-3	6.942939362E-4	5.628057406E-4	6.522797630E-4	9.316392243E-4	1.166552538E-3	1.333331456E-3	1.406779047E-3	1.310164342E-3	1.219293219E-3	1.215961878E-3	1.139789354E-3	9.730128222E-4	9.511094540E-4	1.170818810E-3	1.417951542E-3	1.451448537E-3	1.185248373E-3	8.987866458E-4	9.675445035E-4	1.230077236E-3	1.414556871E-3	1.562820631E-3	NaN	NaN	NaN	NaN
1.224419568E-3	9.988098172E-4	9.761077235E-4	1.195181394E-3	1.297405339E-3	1.135464292E-3	1.014836365E-3	1.285543898E-3	1.630301122E-3	1.572173438E-3	1.331618056E-3	1.138981781E-3	9.921344463E-4	9.492272511E-4	9.629508131E-4	1.046043937E-3	1.064651762E-3	8.323779330E-4	6.089684321E-4	6.757639349E-4	1.039500465E-3	1.469125506E-3	1.568404492E-3	1.303317375E-3	1.079693437E-3	1.031294116E-3	9.417676483E-4	9.200438508E-4	1.098018605E-3	1.234759693E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.419863664E-3	1.206846326E-3	1.034366433E-3	9.636465693E-4	9.583402425E-4	1.079318812E-3	1.220912789E-3	1.351296785E-3	1.432019402E-3	1.361261238E-3	1.294897054E-3	1.336910296E-3	1.258625183E-3	1.060157199E-3	1.034261310E-3	1.188113238E-3	1.293788664E-3	1.239424921E-3	1.018318930E-3	8.412600728E-4	9.585610824E-4	1.195084420E-3	1.386355492E-3	1.577730407E-3	1.664224779E-3	1.524082501E-3	NaN	NaN
1.123061520E-3	9.034944815E-4	9.411269566E-4	1.219967962E-3	1.293357229E-3	1.063521835E-3	9.581542690E-4	1.273643225E-3	1.631165971E-3	1.647230936E-3	1.531475806E-3	1.380161615E-3	1.134790829E-3	9.830832714E-4	1.039482537E-3	1.233118586E-3	1.280325931E-3	9.669530555E-4	5.953435320E-4	5.624388577E-4	9.197718464E-4	1.388101489E-3	1.565209357E-3	1.391362282E-3	1.193921082E-3	1.076403889E-3	9.430806385E-4	1.006952371E-3	1.216903212E-3	1.263601356E-3	1.310944557E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.341551775E-3	1.279515447E-3	1.327559701E-3	1.381100621E-3	1.395238098E-3	1.276656054E-3	1.117959036E-3	1.084906282E-3	1.116421423E-3	1.153937890E-3	1.230843249E-3	1.194901299E-3	1.005984610E-3	8.971342468E-4	9.782955749E-4	1.104866154E-3	1.122492715E-3	1.015824266E-3	9.322660626E-4	1.032060361E-3	1.180996536E-3	1.304891543E-3	1.455204561E-3	1.470579649E-3	1.329364139E-3	1.228313544E-3	NaN
1.144852024E-3	9.466633201E-4	1.004023361E-3	1.163083478E-3	1.046671649E-3	7.647586172E-4	8.060864056E-4	1.201135456E-3	1.477062702E-3	1.545634936E-3	1.628262224E-3	1.582343131E-3	1.328822924E-3	1.104389899E-3	1.061368734E-3	1.238502213E-3	1.392487320E-3	1.166613773E-3	7.562299143E-4	6.378549151E-4	9.325039573E-4	1.343585202E-3	1.490372932E-3	1.374024316E-3	1.265800791E-3	1.166979433E-3	1.012138440E-3	1.061298186E-3	1.258798642E-3	1.302608754E-3	1.337691676E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.536383975E-4	9.110497194E-4	9.997071465E-4	1.075026230E-3	1.114122802E-3	9.982531192E-4	7.769958465E-4	7.384596393E-4	9.458844434E-4	1.137610525E-3	1.183594111E-3	1.134227845E-3	1.116323750E-3	1.143127680E-3	1.194607816E-3	1.273928676E-3	1.256151125E-3	1.172161079E-3	1.135722385E-3	1.179063926E-3
1.127791940E-3	8.892806945E-4	9.187383694E-4	9.103256743E-4	6.700832164E-4	4.835051950E-4	7.404987118E-4	1.190453768E-3	1.316140755E-3	1.342215110E-3	1.584698795E-3	1.737038954E-3	1.626964542E-3	1.392320846E-3	1.166079543E-3	1.179177663E-3	1.337759662E-3	1.201161649E-3	8.356638136E-4	6.790998159E-4	8.965784800E-4	1.288191415E-3	1.448858762E-3	1.291924156E-3	1.121384790E-3	1.018892624E-3	8.722911589E-4	8.308340330E-4	9.740902460E-4	1.121389796E-3	1.235733507E-3	1.295172377E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.068615704E-3	1.116650179E-3	1.050157240E-3	1.025394420E-3	1.043204102E-3	8.864553529E-4	7.437546155E-4	9.034349350E-4	1.172739780E-3	1.330275438E-3	1.288570813E-3	1.106867101E-3	9.927109350E-4	1.023863442E-3	1.069471589E-3	1.026834711E-3	1.016256050E-3	1.086657401E-3	1.204311033E-3
1.009943662E-3	7.935095928E-4	7.974632899E-4	6.843426381E-4	5.069148028E-4	4.811012186E-4	7.488980191E-4	1.104448107E-3	1.180679654E-3	1.193295815E-3	1.445101458E-3	1.720485161E-3	1.809216454E-3	1.681402326E-3	1.379071153E-3	1.163971494E-3	1.115915715E-3	9.696272318E-4	7.453630096E-4	6.552183768E-4	7.940313662E-4	1.190685201E-3	1.469363458E-3	1.277582021E-3	9.426070028E-4	7.954791654E-4	6.883284077E-4	5.894244532E-4	6.940582534E-4	9.264553664E-4	1.091329730E-3	1.090905978E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.351833809E-3	1.119952882E-3	8.968184120E-4	9.607439861E-4	9.929664666E-4	9.012880619E-4	1.016969327E-3	1.255305833E-3	1.396336942E-3	1.359872986E-3	1.129724667E-3	9.207791300E-4	9.149151156E-4	9.319348028E-4	8.368032868E-4	8.346384857E-4	1.026305603E-3	1.320699812E-3
