7.283827290E-4	6.695569027E-4	7.232882781E-4	5.833574687E-4	5.313323345E-4	6.142689963E-4	7.369123050E-4	9.600699996E-4	1.157684135E-3	1.223901520E-3	1.280325581E-3	1.421164372E-3	1.611457439E-3	1.718965010E-3	1.553332433E-3	1.178123173E-3	8.609513170E-4	6.835831446E-4	6.821582210E-4	7.761589368E-4	8.590765065E-4	1.164624467E-3	1.512812800E-3	1.367158024E-3	9.607864777E-4	7.878282922E-4	7.468950935E-4	7.251754287E-4	9.023195598E-4	1.128889737E-3	1.141824061E-3	9.554403950E-4	7.030998822E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.229469897E-3	9.313873597E-4	9.478587890E-4	1.107304124E-3	1.173208700E-3	1.321567805E-3	1.455062651E-3	1.443801331E-3	1.383455470E-3	1.218383666E-3	9.642423247E-4	8.563732263E-4	8.564685704E-4	7.871725247E-4	7.761540473E-4	9.612593567E-4	1.273770002E-3
4.584014823E-4	5.286991363E-4	6.562962662E-4	5.496113445E-4	5.718409084E-4	7.227184251E-4	8.054327918E-4	9.944689227E-4	1.294666436E-3	1.353321131E-3	1.157956314E-3	1.046171179E-3	1.181639149E-3	1.476060832E-3	1.527524088E-3	1.123379450E-3	6.392762298E-4	4.087170237E-4	5.374544417E-4	8.529186016E-4	1.044482458E-3	1.275763148E-3	1.527758082E-3	1.375199645E-3	9.995240252E-4	8.560711285E-4	8.921031840E-4	9.967732476E-4	1.237306278E-3	1.367210760E-3	1.207561232E-3	9.433129453E-4	6.976902368E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.363755786E-3	1.500227023E-3	1.584787271E-3	1.536565251E-3	1.394875231E-3	1.337474212E-3	1.225624583E-3	9.501564782E-4	7.899471093E-4	8.381383377E-4	8.936279919E-4	9.048338397E-4	9.211290162E-4	1.005268074E-3
5.295471638E-4	5.736264284E-4	6.987635279E-4	6.781364209E-4	7.331009256E-4	8.684547502E-4	9.466857882E-4	1.109840581E-3	1.394377206E-3	1.420934219E-3	1.160354353E-3	9.710630984E-4	9.903521277E-4	1.218502177E-3	1.312403008E-3	9.644912789E-4	4.912213772E-4	2.276878076E-4	3.473262186E-4	7.752335514E-4	1.118867774E-3	1.324982964E-3	1.418354223E-3	1.252530958E-3	1.017255592E-3	9.577257442E-4	9.999976028E-4	1.081959112E-3	1.223836909E-3	1.273974194E-3	1.221042476E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.417106134E-3	1.418081229E-3	1.272632042E-3	1.261389232E-3	1.323878998E-3	1.138439402E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.454576850E-3	1.242748462E-3	1.134863007E-3	1.157221850E-3	1.072426327E-3	8.737785975E-4	8.500968688E-4	9.923973121E-4	1.130302902E-3	1.201418228E-3	1.094171894E-3	9.439682472E-4
8.337880136E-4	8.104463341E-4	8.788495325E-4	9.352199850E-4	9.884991450E-4	1.007425482E-3	9.846390458E-4	1.081967610E-3	1.348749967E-3	1.402040827E-3	1.209786627E-3	1.120180357E-3	1.119251247E-3	1.138758147E-3	1.087444951E-3	8.517825045E-4	5.933786742E-4	4.452799622E-4	5.478037056E-4	8.933510398E-4	1.131976256E-3	1.198897953E-3	1.237902907E-3	1.248005428E-3	1.244250918E-3	1.192170777E-3	1.079403562E-3	1.049961196E-3	1.139667351E-3	1.261575497E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.489414950E-3	1.409479184E-3	1.285857870E-3	1.095933374E-3	9.855350945E-4	9.352498455E-4	7.955370238E-4	8.133632364E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.191933174E-3	9.641188080E-4	9.691948653E-4	1.000124146E-3	8.668579976E-4	7.776946295E-4	9.786689188E-4	1.206669142E-3	1.324964222E-3	1.469799317E-3	1.396067091E-3	1.136387582E-3
9.873168310E-4	9.587986278E-4	9.912181413E-4	1.019992749E-3	1.000278746E-3	9.437157423E-4	9.175390005E-4	1.075436012E-3	1.393118524E-3	1.439415617E-3	1.228612731E-3	1.214304357E-3	1.305632875E-3	1.226519467E-3	1.068265876E-3	9.876982076E-4	9.797428502E-4	9.516404243E-4	9.903754108E-4	1.127815223E-3	1.126588671E-3	1.056016074E-3	1.157259452E-3	1.350878039E-3	1.440061606E-3	1.281857491E-3	1.023419085E-3	1.037225127E-3	1.281133038E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.283308142E-3	1.328788465E-3	1.330653904E-3	1.264910563E-3	1.085157506E-3	8.618725115E-4	6.839412381E-4	5.829735310E-4	6.698530051E-4	9.541086038E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.221986837E-3	1.104402589E-3	1.171207172E-3	1.105875126E-3	8.429583395E-4	7.034016890E-4	9.465440526E-4	1.192596275E-3	1.227872213E-3	1.370774466E-3	1.403955044E-3	1.187383546E-3
9.412323125E-4	9.474594262E-4	9.823659202E-4	9.192385478E-4	8.056312217E-4	7.834873977E-4	9.078863077E-4	1.224644715E-3	1.569116372E-3	1.535575371E-3	1.262400881E-3	1.263039885E-3	1.448126626E-3	1.409849734E-3	1.251887647E-3	1.254283474E-3	1.311856206E-3	1.240569400E-3	1.150987810E-3	1.138462918E-3	1.067692298E-3	1.045651152E-3	1.237638295E-3	1.426019589E-3	1.385857817E-3	1.083543408E-3	7.863874198E-4	9.133215062E-4	1.302978722E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.326270083E-4	1.072188374E-3	1.285007456E-3	1.371774008E-3	1.232686103E-3	9.871403454E-4	8.439537487E-4	8.404614637E-4	9.182951762E-4	1.086345292E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.529350760E-3	1.389787067E-3	1.335073495E-3	1.425486756E-3	1.390676596E-3	1.128556905E-3	8.681247709E-4	9.522817563E-4	1.118554152E-3	1.009999774E-3	1.005530241E-3	1.146316179E-3	1.168626943E-3
8.976919926E-4	1.020289608E-3	1.105594449E-3	1.009281841E-3	8.713285788E-4	8.807419799E-4	1.032447093E-3	1.323745353E-3	1.580050215E-3	1.485372777E-3	1.235603704E-3	1.269621192E-3	1.528359600E-3	1.567367348E-3	1.352995983E-3	1.259048469E-3	1.299883239E-3	1.237898949E-3	1.129569253E-3	1.125123352E-3	1.135482686E-3	1.181032858E-3	1.386651304E-3	1.564015402E-3	1.435537240E-3	9.934200207E-4	6.088875234E-4	6.750115426E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.505473961E-4	1.159728155E-3	1.367652556E-3	1.294628019E-3	1.098964596E-3	1.085514319E-3	1.220952487E-3	1.296828850E-3	1.330104307E-3	1.339262235E-3	NaN	NaN	NaN	NaN	1.619257382E-3	1.370724756E-3	1.294522895E-3	1.381980721E-3	1.303648227E-3	1.213459065E-3	1.399624860E-3	1.607569400E-3	1.505077234E-3	1.222508377E-3	1.181588275E-3	1.254787785E-3	1.005799859E-3	7.946897531E-4	9.412411018E-4	1.172976103E-3
8.388351998E-4	1.058445778E-3	1.228733105E-3	1.217772369E-3	1.132323407E-3	1.117659267E-3	1.148910029E-3	1.286304439E-3	1.458424493E-3	1.350752311E-3	1.124712406E-3	1.215063618E-3	1.595249050E-3	1.710218727E-3	1.329587423E-3	1.046248712E-3	1.157813706E-3	1.216693199E-3	1.086229575E-3	1.084776595E-3	1.197394216E-3	1.246913103E-3	1.373704989E-3	1.608773717E-3	1.578628318E-3	1.133291633E-3	7.148289005E-4	6.882089656E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.843393250E-4	9.638618794E-4	1.196225057E-3	1.212239382E-3	1.103418064E-3	1.175719895E-3	1.374902204E-3	1.464327448E-3	NaN	NaN	NaN	1.002837438E-3	1.148994663E-3	1.475530793E-3	1.502435189E-3	1.195545308E-3	1.016636612E-3	1.076450339E-3	9.745525313E-4	8.518742980E-4	1.189414877E-3	1.608381863E-3	1.552309608E-3	1.272452064E-3	1.277477830E-3	1.416697749E-3	1.229085145E-3	9.609931149E-4	9.645715472E-4	NaN
7.540992810E-4	8.716586744E-4	1.051052124E-3	1.145596383E-3	1.122415648E-3	1.090693637E-3	1.058529015E-3	1.141242450E-3	1.338658505E-3	1.250928384E-3	1.011145767E-3	1.164210611E-3	1.648731646E-3	1.778487233E-3	1.265069819E-3	8.834902546E-4	1.078759902E-3	1.153213554E-3	8.488629246E-4	7.566349232E-4	9.914139519E-4	1.142236171E-3	1.188613474E-3	1.363422372E-3	1.445856993E-3	1.206928981E-3	9.890167275E-4	1.034784131E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.813774377E-4	9.704608819E-4	1.122683869E-3	1.159108011E-3	1.135364408E-3	NaN	NaN	NaN	NaN	NaN	1.321346150E-3	1.181663945E-3	1.153180143E-3	1.233725343E-3	1.163308392E-3	8.856847417E-4	7.236240781E-4	8.000730886E-4	7.617004449E-4	6.888334756E-4	1.048361184E-3	1.436413033E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.527921698E-4	7.424923242E-4	8.500631666E-4	9.452310042E-4	9.325030260E-4	9.099093731E-4	8.809241117E-4	9.541018517E-4	1.183536253E-3	1.150895027E-3	9.637617623E-4	1.169613097E-3	1.600930700E-3	1.634139335E-3	1.127197640E-3	7.798990700E-4	9.622973157E-4	9.938101284E-4	6.580052432E-4	5.635768175E-4	8.490241598E-4	1.074819360E-3	1.028763596E-3	1.005089958E-3	1.104908646E-3	1.125737792E-3	1.192718162E-3	1.364284311E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.211590250E-3	1.310486579E-3	1.291143592E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.286705490E-3	1.142058405E-3	1.081066206E-3	9.519316372E-4	6.954576820E-4	5.575299147E-4	7.374314591E-4	9.393679793E-4	9.681553929E-4	1.138502266E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
