1.392727136E-3	1.108245924E-3	9.981589392E-4	1.274309354E-3	1.528494991E-3	1.566797844E-3	1.498294761E-3	1.430521370E-3	1.327194390E-3	1.187233720E-3	1.189359580E-3	1.186112640E-3	1.031894353E-3	9.476672858E-4	9.851297364E-4	1.089437050E-3	1.341126044E-3	1.570907654E-3	1.491027069E-3	1.279263292E-3	1.199060003E-3	1.169897965E-3	1.032211352E-3	7.831135881E-4
1.366180601E-3	1.085937722E-3	9.389641345E-4	1.168141142E-3	1.464745030E-3	1.505467342E-3	1.328465645E-3	1.183002722E-3	1.070322935E-3	9.557468002E-4	9.746772121E-4	9.745785501E-4	8.662938490E-4	8.664535126E-4	9.868683992E-4	1.103143208E-3	1.239652163E-3	1.364970696E-3	1.373942127E-3	1.362436102E-3	1.409782679E-3	1.366927056E-3	1.089133089E-3	6.972657866E-4
1.282890211E-3	1.027764403E-3	8.604608593E-4	9.895219700E-4	1.273122965E-3	1.329226652E-3	1.118326094E-3	9.649870335E-4	8.954527439E-4	8.892858750E-4	9.739027009E-4	9.065681952E-4	7.051235298E-4	7.196687511E-4	9.545184439E-4	1.109317294E-3	1.185650122E-3	1.368836733E-3	1.548359287E-3	1.540374360E-3	1.405138988E-3	1.232943148E-3	9.225251270E-4	5.220460007E-4
1.171924523E-3	1.027274295E-3	8.787921979E-4	8.856544737E-4	1.056342153E-3	1.083060401E-3	9.472865495E-4	9.428255726E-4	1.022677403E-3	1.158365398E-3	1.305820420E-3	1.170132426E-3	8.034729981E-4	6.456926349E-4	8.067252347E-4	9.468859062E-4	1.059171627E-3	1.403813483E-3	1.728103845E-3	1.600753516E-3	1.161182183E-3	8.238113369E-4	5.803769454E-4	3.196095931E-4
1.106907381E-3	1.096675638E-3	1.014841488E-3	9.449748904E-4	9.232167504E-4	8.186229388E-4	7.472938742E-4	9.028271306E-4	1.143193105E-3	1.389355166E-3	1.525923610E-3	1.358075882E-3	9.996569715E-4	7.833148702E-4	8.360093925E-4	9.008687339E-4	9.623894584E-4	1.263180166E-3	1.560505596E-3	1.404126175E-3	9.029909852E-4	5.200675805E-4	3.309878230E-4	1.977639768E-4
1.055376837E-3	1.187967137E-3	1.248058281E-3	1.217349898E-3	1.076757442E-3	8.443746483E-4	7.511458243E-4	8.964231820E-4	1.149959979E-3	1.414605300E-3	1.488788985E-3	1.349482569E-3	1.191985561E-3	1.095001702E-3	1.088847290E-3	1.061158837E-3	1.000814606E-3	1.081719995E-3	1.184206456E-3	1.033085631E-3	6.923415931E-4	4.367937800E-4	3.020837612E-4	2.228844969E-4
1.034702058E-3	1.297991490E-3	1.461694599E-3	1.467804424E-3	1.327309292E-3	1.118655782E-3	1.031093998E-3	1.056780224E-3	1.158455620E-3	1.351387822E-3	1.451740623E-3	1.470897929E-3	1.506349188E-3	1.459408435E-3	1.363566960E-3	1.266737585E-3	1.198112033E-3	1.188496826E-3	1.088431687E-3	8.090921910E-4	5.203374894E-4	3.838255070E-4	3.573782742E-4	4.003663198E-4
1.070226077E-3	1.391441911E-3	1.537367702E-3	1.441615168E-3	1.233719871E-3	1.077466528E-3	1.071427949E-3	1.069108839E-3	1.065634307E-3	1.221774262E-3	1.452089869E-3	1.627543126E-3	1.647425350E-3	1.515790354E-3	1.399666420E-3	1.374311396E-3	1.485863118E-3	1.589372871E-3	1.398957684E-3	9.755271021E-4	6.043636240E-4	4.336942802E-4	4.760981537E-4	7.007754175E-4
8.438699297E-4	1.203405787E-3	1.391411293E-3	1.200293889E-3	8.420321974E-4	6.731385365E-4	7.800699095E-4	9.095956921E-4	1.000397839E-3	1.193773467E-3	1.431740355E-3	1.513441443E-3	1.345082652E-3	1.167895622E-3	1.160816988E-3	1.278715557E-3	1.592670567E-3	1.849195454E-3	1.698505250E-3	1.328576705E-3	9.854150703E-4	7.469457923E-4	7.541796658E-4	1.023662393E-3
3.265930281E-4	6.665798719E-4	9.836163372E-4	8.638688596E-4	5.218468723E-4	4.366714566E-4	6.389276241E-4	8.515214431E-4	1.029697363E-3	1.223456813E-3	1.328222803E-3	1.208415488E-3	9.426703327E-4	8.726355154E-4	1.005842467E-3	1.180479187E-3	1.542675076E-3	1.858153846E-3	1.804421307E-3	1.596185379E-3	1.374303829E-3	1.159712556E-3	1.123850816E-3	1.257479656E-3
9.841623978E-5	2.873038757E-4	5.854113842E-4	5.944329896E-4	4.657169920E-4	5.507334135E-4	7.680329145E-4	9.058025898E-4	9.971196996E-4	1.087171026E-3	1.101062051E-3	9.714653715E-4	8.134713862E-4	8.777446346E-4	1.062358613E-3	1.208740636E-3	1.482993714E-3	NaN	NaN	NaN	NaN	1.414038590E-3	1.432807883E-3	1.426652656E-3
2.728614199E-4	3.597779723E-4	5.203695619E-4	6.150766276E-4	6.883373717E-4	8.312920108E-4	9.752140613E-4	1.032505999E-3	1.005454222E-3	9.479030850E-4	9.232824086E-4	9.061694727E-4	8.603929309E-4	9.044026956E-4	1.039401977E-3	1.167138689E-3	1.331047271E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.173434038E-4	6.179642514E-4	7.118835347E-4	8.547551697E-4	9.845335735E-4	1.054976485E-3	1.101915841E-3	1.110718586E-3	1.019967720E-3	8.821066003E-4	8.758712793E-4	9.819533443E-4	9.430366918E-4	8.287481032E-4	8.949633921E-4	1.057191519E-3	1.184541965E-3	1.238397788E-3	NaN	NaN	NaN	NaN	NaN	NaN
9.295850759E-4	1.008506282E-3	1.071973820E-3	1.150117954E-3	1.151703997E-3	1.146684284E-3	1.194122131E-3	1.170460135E-3	1.027126331E-3	8.565697935E-4	8.906407747E-4	1.148931100E-3	1.173623721E-3	9.319175733E-4	8.768215775E-4	9.759662789E-4	1.091657905E-3	1.275027171E-3	NaN	NaN	NaN	NaN	NaN	NaN
1.411943813E-3	1.483873348E-3	1.525026048E-3	1.458775136E-3	1.253831666E-3	1.204540022E-3	1.335704816E-3	1.350117731E-3	1.221360173E-3	1.034693676E-3	9.933602996E-4	1.248492743E-3	1.349301776E-3	1.102295355E-3	9.271454765E-4	8.716658922E-4	9.161797934E-4	1.209124108E-3	1.496690675E-3	NaN	NaN	NaN	NaN	NaN
1.489876304E-3	1.640633098E-3	1.702876063E-3	1.563325874E-3	1.279773656E-3	1.192905824E-3	1.310994267E-3	1.363289077E-3	1.340868184E-3	1.224293257E-3	1.078491565E-3	1.136897597E-3	1.180855092E-3	9.928905638E-4	8.304289659E-4	7.684850716E-4	8.010616875E-4	1.067506615E-3	1.367708901E-3	NaN	NaN	NaN	NaN	NaN
1.253096736E-3	1.475094352E-3	1.550137415E-3	1.406883006E-3	1.205987064E-3	1.120895031E-3	1.119588502E-3	1.141480636E-3	1.204639324E-3	1.173884724E-3	1.017257222E-3	9.706426063E-4	9.902289603E-4	8.583055460E-4	7.028132677E-4	6.931789103E-4	7.961440715E-4	1.011395711E-3	1.254726783E-3	1.316873706E-3	NaN	NaN	NaN	1.277390169E-3
1.125719049E-3	1.339967363E-3	1.387985889E-3	1.260491787E-3	1.180990250E-3	1.156780985E-3	1.113706734E-3	1.134641934E-3	1.207855181E-3	1.149428193E-3	9.968932718E-4	1.013763598E-3	1.135677448E-3	1.056319568E-3	8.525673184E-4	8.126723696E-4	8.961057756E-4	9.777767118E-4	1.116543193E-3	1.235442120E-3	1.277975156E-3	1.461488893E-3	1.613977365E-3	1.348227612E-3
1.142612658E-3	1.259390032E-3	1.249578898E-3	1.131566241E-3	1.102549490E-3	1.169195632E-3	1.272348687E-3	1.401313231E-3	1.444652793E-3	1.291552908E-3	1.126178307E-3	1.232029987E-3	1.439628657E-3	1.406017225E-3	1.245849417E-3	1.227459521E-3	1.238834229E-3	1.112990431E-3	1.054460416E-3	1.156144426E-3	1.249929774E-3	1.440074295E-3	1.604904188E-3	1.335397596E-3
1.054932713E-3	1.122052316E-3	1.134258811E-3	1.025001402E-3	9.396388195E-4	1.041606534E-3	1.316937036E-3	1.521308208E-3	1.497770892E-3	1.314622932E-3	1.195805147E-3	1.348710502E-3	1.571181463E-3	1.581749297E-3	1.509150607E-3	1.522381674E-3	1.492978074E-3	1.280759578E-3	1.094797510E-3	1.103497809E-3	1.142770401E-3	1.245888649E-3	1.373855863E-3	1.207632013E-3
8.558633854E-4	9.920628509E-4	1.141655608E-3	1.086067408E-3	9.207194671E-4	9.600610938E-4	1.251033274E-3	1.402561669E-3	1.278757816E-3	1.132902456E-3	1.126727206E-3	1.277672127E-3	1.450799522E-3	1.514101750E-3	1.499883016E-3	1.462519984E-3	1.374859829E-3	1.170426956E-3	9.978101589E-4	1.027277089E-3	1.103775809E-3	1.144952839E-3	1.171578770E-3	1.100025023E-3
9.027618798E-4	9.849085473E-4	1.119925990E-3	1.078899484E-3	9.016983095E-4	8.989163325E-4	1.175622572E-3	1.330055529E-3	1.151890145E-3	9.969957173E-4	1.070475788E-3	1.178303035E-3	1.219891594E-3	1.280827331E-3	1.314143185E-3	1.270937035E-3	1.204805565E-3	1.074881875E-3	9.837670950E-4	1.092380378E-3	1.240629470E-3	1.258781180E-3	1.188831055E-3	1.124452334E-3
1.285247155E-3	1.155248261E-3	1.070082071E-3	9.504299378E-4	8.285830845E-4	8.815458277E-4	1.161897555E-3	1.345760538E-3	1.163222129E-3	9.649404092E-4	1.045489684E-3	1.097388566E-3	9.936180431E-4	9.825236630E-4	1.053267973E-3	1.124987961E-3	1.227907371E-3	1.263403683E-3	1.278829179E-3	1.385894138E-3	1.446382841E-3	1.371939434E-3	1.253972994E-3	1.173743978E-3
1.524808933E-3	1.313176355E-3	1.140211709E-3	1.005516271E-3	9.576679440E-4	1.068894169E-3	1.244314364E-3	1.275239163E-3	1.045092009E-3	8.518176619E-4	9.378971299E-4	1.001356519E-3	8.795553003E-4	8.243471966E-4	9.320805548E-4	1.139477128E-3	1.367734512E-3	1.475865021E-3	1.508605899E-3	1.552668982E-3	1.496081590E-3	1.335382694E-3	1.208721078E-3	1.150107943E-3
1.429700409E-3	1.324701356E-3	1.269031432E-3	1.210889546E-3	1.171413925E-3	1.252333052E-3	1.319193863E-3	1.203735359E-3	9.364603902E-4	7.692993968E-4	8.635379490E-4	1.008159132E-3	9.932208341E-4	9.540009778E-4	1.068018028E-3	1.272127382E-3	1.431027777E-3	1.486205379E-3	1.473067561E-3	1.448320108E-3	1.364149619E-3	1.218816848E-3	1.111562131E-3	1.083418261E-3
1.333408873E-3	1.390468446E-3	1.404457609E-3	1.333310385E-3	1.214547432E-3	1.223954838E-3	1.317523536E-3	1.281595556E-3	1.097345958E-3	9.682555683E-4	1.023655175E-3	1.151507138E-3	1.184721477E-3	1.176520833E-3	1.249396591E-3	1.303350786E-3	1.299906173E-3	1.336473506E-3	1.327286009E-3	1.238051220E-3	1.178096631E-3	1.156794140E-3	1.133060665E-3	1.131137949E-3
1.287026214E-3	1.472395263E-3	1.475537894E-3	1.325085643E-3	1.149976160E-3	1.126257121E-3	1.285844948E-3	1.398080261E-3	1.335481531E-3	1.248386689E-3	1.227546134E-3	1.223935746E-3	1.241614227E-3	1.288554631E-3	1.295918482E-3	1.202629413E-3	1.136468141E-3	1.214305521E-3	1.215340337E-3	1.082637929E-3	1.069509541E-3	1.174794394E-3	1.239982317E-3	1.283304766E-3
