NaN	5.697994493E-5	6.472672103E-4	1.181102940E-3	1.502468716E-3	NaN	NaN	NaN	NaN	NaN	NaN	1.848169486E-3	1.710060285E-3	1.253001625E-3	8.045611903E-4	6.350986660E-4	6.423772429E-4	6.990559632E-4	5.838751676E-4	3.305914579E-4	2.455459326E-4	3.514432465E-4	3.901550663E-4	3.280308738E-4	4.142550752E-4	5.818242207E-4	5.726695526E-4	4.703424638E-4	4.170883331E-4	NaN	NaN	NaN	NaN	4.976642085E-4	3.905799531E-4	2.446715080E-4	2.537124092E-4	4.244479351E-4
NaN	1.381080801E-4	7.562842802E-4	1.270038076E-3	1.477324404E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.514821313E-3	1.227228786E-3	9.176797466E-4	8.004861302E-4	8.207294159E-4	8.837303612E-4	7.997903740E-4	5.559333367E-4	4.079072387E-4	4.050119023E-4	3.348953906E-4	1.827359374E-4	2.890564792E-4	6.040069857E-4	7.119194488E-4	6.333991187E-4	5.244452041E-4	3.032010281E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.621190131E-5	4.392944393E-4	8.808004204E-4	1.290749991E-3	1.506566885E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.442500041E-3	1.284927013E-3	9.953135159E-4	8.465203573E-4	9.162435890E-4	1.036610571E-3	9.474796825E-4	7.219352410E-4	6.584373186E-4	7.373723784E-4	7.145215641E-4	5.509816110E-4	5.615689442E-4	7.698522531E-4	8.585897740E-4	7.695282111E-4	5.510380142E-4	2.791691513E-4	6.727989239E-5	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.786027082E-4	6.942728651E-4	8.836441557E-4	1.203458756E-3	1.474812161E-3	1.596696093E-3	NaN	NaN	NaN	NaN	NaN	NaN	1.648428733E-3	1.428222051E-3	9.629281121E-4	6.858467241E-4	7.675604429E-4	9.502539760E-4	8.581527509E-4	6.359749241E-4	7.009336259E-4	1.014363486E-3	1.216572244E-3	1.102536335E-3	9.191650315E-4	8.756222087E-4	8.874001214E-4	7.962959935E-4	4.686518805E-4	1.497916237E-4	8.071123011E-5	9.547938680E-5	1.485021348E-4	2.232099505E-4	6.324286369E-5	NaN	NaN	NaN
6.654036115E-4	8.474886417E-4	8.658085717E-4	1.101586851E-3	1.314964611E-3	1.391494763E-3	NaN	NaN	NaN	NaN	NaN	NaN	1.869383035E-3	1.481322921E-3	8.514946676E-4	4.350536037E-4	3.948614758E-4	5.666722427E-4	5.626636557E-4	4.320916778E-4	5.745401140E-4	9.920345619E-4	1.349412254E-3	1.346486039E-3	1.127496478E-3	9.913437534E-4	9.930559900E-4	9.038382559E-4	4.584975541E-4	NaN	NaN	2.041378757E-4	4.820403701E-4	6.312418845E-4	5.000832607E-4	2.465971920E-4	1.019129777E-4	NaN
7.718667039E-4	8.609103970E-4	8.374950266E-4	9.929243242E-4	1.057681395E-3	1.095136278E-3	1.359378337E-3	NaN	NaN	NaN	NaN	1.985439099E-3	1.959459158E-3	1.477343030E-3	8.196970448E-4	3.189790878E-4	1.057622940E-4	1.781854808E-4	2.483043354E-4	2.682454651E-4	4.704059393E-4	8.273427375E-4	1.175434561E-3	1.288036234E-3	1.174114761E-3	1.077761641E-3	1.095433254E-3	1.010419335E-3	5.475891521E-4	1.067247649E-5	NaN	3.281755198E-4	8.137138793E-4	1.088308054E-3	9.883923922E-4	6.899550208E-4	4.624624853E-4	1.859999466E-4
6.844517775E-4	7.021309575E-4	7.185789291E-4	8.662731852E-4	8.907167939E-4	9.924859041E-4	1.315319445E-3	1.423835056E-3	NaN	NaN	1.778360340E-3	1.932501211E-3	1.839012140E-3	1.425015624E-3	8.649213705E-4	3.855261020E-4	1.367096120E-4	1.376265282E-4	2.024860441E-4	3.097917943E-4	5.197143764E-4	7.491052384E-4	1.024378580E-3	1.205163309E-3	1.135098282E-3	9.831256466E-4	9.167332901E-4	8.253793349E-4	5.106979515E-4	1.537630160E-4	1.508193091E-4	5.262935883E-4	9.900021832E-4	1.311750384E-3	1.299901982E-3	9.907440981E-4	6.879136781E-4	4.441489873E-4
5.143212038E-4	4.593583290E-4	5.412950995E-4	7.678719703E-4	9.264523396E-4	1.182437642E-3	1.538931858E-3	1.554010320E-3	1.353333937E-3	1.370670507E-3	1.562751131E-3	1.693908940E-3	1.610063016E-3	1.284180325E-3	7.970002480E-4	3.981110931E-4	3.005109611E-4	3.887401836E-4	4.764581681E-4	5.731182173E-4	6.599876797E-4	7.228960749E-4	9.502269677E-4	1.212715288E-3	1.184537890E-3	9.440524736E-4	7.230890333E-4	5.600570585E-4	3.741641704E-4	2.309650008E-4	3.477128339E-4	7.188773016E-4	1.123264083E-3	1.432935591E-3	1.513935742E-3	1.287038787E-3	9.749350720E-4	8.255504072E-4
5.193476682E-4	3.834515228E-4	4.524768738E-4	6.881956360E-4	9.824717417E-4	1.350565348E-3	1.661373768E-3	1.572252484E-3	1.159713487E-3	9.692750173E-4	1.165180351E-3	1.387998345E-3	1.358869602E-3	1.058054157E-3	5.490944604E-4	1.939151989E-4	2.569186618E-4	4.728733038E-4	6.081383326E-4	6.674762699E-4	6.573589053E-4	6.759869284E-4	9.366141749E-4	1.258455799E-3	1.254102564E-3	9.968583472E-4	7.642502314E-4	6.387725007E-4	5.452143960E-4	4.520360089E-4	5.238673184E-4	8.448802400E-4	1.248714630E-3	1.572653069E-3	1.736053964E-3	1.664435375E-3	1.407769392E-3	1.226075925E-3
7.464245427E-4	5.665867357E-4	5.177544081E-4	6.077486323E-4	8.724027430E-4	1.210989663E-3	1.418407192E-3	1.316658221E-3	8.957313257E-4	6.282207323E-4	7.568860310E-4	9.265497793E-4	9.151162230E-4	6.956785219E-4	2.681335318E-4	3.988598564E-6	1.090883234E-4	2.954905794E-4	4.272670485E-4	5.376779009E-4	6.319092354E-4	7.782687317E-4	1.086904667E-3	1.354685286E-3	1.255641924E-3	9.597043390E-4	8.282066556E-4	9.076443384E-4	9.897236014E-4	9.094484849E-4	8.107948233E-4	9.188139229E-4	1.210742281E-3	1.540173660E-3	1.820378355E-3	1.950282487E-3	1.806291635E-3	1.533024246E-3
