1.216794248E-3	1.135468017E-3	1.214503194E-3	1.309186569E-3	1.351163024E-3	1.319727395E-3	1.188890310E-3	1.128436648E-3	1.185097150E-3	1.272086520E-3	1.303268014E-3	1.246972708E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.249229419E-3	1.334689907E-3	1.209610025E-3	1.156109967E-3	1.344619086E-3	1.508563873E-3	1.324117649E-3	1.020205556E-3	9.292805917E-4	9.267774294E-4	1.009123866E-3	1.205113716E-3	1.252859249E-3	1.130394521E-3	1.037163078E-3	1.034368062E-3	1.142681693E-3	1.249994733E-3	1.187573886E-3	1.045404235E-3	9.170263074E-4	8.309656987E-4	8.593414095E-4	1.017742907E-3	1.263229060E-3	1.331569045E-3	1.094425446E-3	8.776538307E-4	8.900667890E-4	1.009409665E-3	1.047220198E-3	9.804143338E-4	1.050144201E-3	1.297858544E-3	1.404078677E-3	1.345706871E-3	1.344503486E-3	1.349017490E-3	1.211201656E-3	1.053015119E-3	1.114277053E-3	1.276912750E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.036808593E-3	1.008472405E-3	1.138921012E-3	1.252195449E-3	1.351837069E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.441367436E-3	1.373253064E-3	1.129470300E-3	1.099964022E-3	1.287786174E-3	1.392548671E-3	1.203146763E-3	8.719429024E-4	7.237026584E-4	8.054563659E-4	1.037597307E-3	1.229161513E-3	1.189522678E-3	1.050224877E-3	1.024174620E-3	1.149080694E-3	1.302210265E-3	1.300895587E-3	1.163592213E-3	1.063943375E-3	9.698799695E-4	8.093965589E-4	6.854656385E-4	7.678635302E-4	1.115952618E-3	1.367044519E-3	1.201226376E-3	9.288149304E-4	9.593850118E-4	1.177900936E-3	1.255793031E-3	1.240337500E-3	1.394942286E-3	NaN	NaN	NaN	NaN	NaN	NaN	1.158757601E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.030855929E-3	1.089881873E-3	1.262030681E-3	1.349928556E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.367760822E-3	1.457209000E-3	1.341215684E-3	1.083213370E-3	1.079769805E-3	1.247221837E-3	1.291392604E-3	1.151373959E-3	9.671800071E-4	9.197975742E-4	1.025874517E-3	1.162349014E-3	1.150528551E-3	1.009420026E-3	9.201639914E-4	9.869949427E-4	1.234170864E-3	1.398449996E-3	1.259895856E-3	1.123647089E-3	1.203164109E-3	1.247190754E-3	1.110247802E-3	8.866075077E-4	7.552755997E-4	9.243350360E-4	1.245336025E-3	1.313159126E-3	1.103337738E-3	1.047554775E-3	1.246058964E-3	1.346310833E-3	1.353878644E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.045258017E-3	1.170214731E-3	1.355225802E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.400262816E-3	1.288600848E-3	1.302571502E-3	1.215825439E-3	1.037079957E-3	1.054298365E-3	1.218642690E-3	1.267314423E-3	1.172660850E-3	1.084913500E-3	1.114063547E-3	1.219405560E-3	1.276659546E-3	1.198009937E-3	1.072386047E-3	9.783720598E-4	9.981514886E-4	1.249446534E-3	1.367169549E-3	1.119664754E-3	1.043407014E-3	1.322518336E-3	1.510372735E-3	1.478643855E-3	1.347385230E-3	1.136785373E-3	9.971808176E-4	1.133162645E-3	1.389653771E-3	1.375432475E-3	1.221774844E-3	1.256097225E-3	1.310875639E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.180430409E-3	1.301353099E-3	1.306447200E-3	1.245300984E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.352114137E-3	1.279690419E-3	1.202682499E-3	1.145020593E-3	1.132175210E-3	1.139578642E-3	1.065339660E-3	1.050216495E-3	1.152399695E-3	1.201401814E-3	1.138008432E-3	1.066986821E-3	1.111068064E-3	1.257323660E-3	1.383566647E-3	1.413368853E-3	1.360472292E-3	1.224777428E-3	1.165654277E-3	1.323285513E-3	1.317975111E-3	1.045670942E-3	1.067295088E-3	1.405258779E-3	1.563897706E-3	1.544510596E-3	1.546370913E-3	1.441771979E-3	1.199688762E-3	1.147202915E-3	1.365428092E-3	1.429627067E-3	1.275306568E-3	1.246617525E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.456730650E-3	1.500248327E-3	1.244127750E-3	9.863043670E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.379962196E-3	1.341864583E-3	1.150404336E-3	9.226914844E-4	8.934551151E-4	9.608140681E-4	1.037416514E-3	1.159417327E-3	1.153687597E-3	1.082576928E-3	1.093424507E-3	1.119720750E-3	1.106260926E-3	1.080820221E-3	1.144617563E-3	1.329092076E-3	1.508797519E-3	1.585294027E-3	1.540282741E-3	1.408872311E-3	1.385587035E-3	1.497769845E-3	1.434859820E-3	1.221756218E-3	1.223843778E-3	1.390547492E-3	1.401965157E-3	1.315172878E-3	1.342797885E-3	1.362627023E-3	1.251245150E-3	1.202643267E-3	1.275028335E-3	1.271111076E-3	1.216832665E-3	1.272468595E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.591369626E-3	1.529702451E-3	1.215197146E-3	9.416763787E-4	1.062887372E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.193798962E-3	1.132694422E-3	1.027997234E-3	7.848342066E-4	7.607239531E-4	9.410059429E-4	1.119181397E-3	1.264561550E-3	1.231624396E-3	1.116315834E-3	1.096697990E-3	1.109513571E-3	1.126458053E-3	1.158238738E-3	1.234578900E-3	1.397592016E-3	1.536783879E-3	1.561277779E-3	1.501720399E-3	1.419727923E-3	1.450156327E-3	1.558792079E-3	1.536649652E-3	1.362403855E-3	1.192791620E-3	1.160970074E-3	1.174459816E-3	1.127217547E-3	1.145849586E-3	1.205794280E-3	1.195027377E-3	1.206397894E-3	1.227176050E-3	1.193710137E-3	1.192621537E-3	1.229550689E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.508161309E-3	1.400508918E-3	1.260209363E-3	1.110572717E-3	1.178695937E-3	1.379266381E-3	1.375718624E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.234094612E-3	1.065061893E-3	1.095542917E-3	1.096002408E-3	8.567029145E-4	8.122249856E-4	1.016783877E-3	1.212835079E-3	1.322713215E-3	1.259163953E-3	1.151490025E-3	1.135875820E-3	1.097407425E-3	1.097869710E-3	1.197066624E-3	1.274508424E-3	1.341606374E-3	1.366067212E-3	1.323269331E-3	1.317189774E-3	1.322377706E-3	1.329463557E-3	1.395902480E-3	1.462641405E-3	1.348842634E-3	1.038840157E-3	8.879918023E-4	1.003054786E-3	1.131480793E-3	1.226420049E-3	1.242085011E-3	1.133641344E-3	1.084016287E-3	1.139856991E-3	1.197502133E-3	1.198966056E-3	1.096983091E-3	1.031997730E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.373182982E-3	1.153267920E-3	1.081048860E-3	9.451506776E-4	NaN	NaN	NaN	NaN	NaN	NaN
1.333875465E-3	1.237270655E-3	1.293626381E-3	1.298852731E-3	1.328701619E-3	1.401108108E-3	1.270207576E-3	1.127114287E-3	NaN	NaN	NaN	NaN	NaN	NaN	1.242041821E-3	1.123796334E-3	1.246257802E-3	1.223987201E-3	9.470063378E-4	8.515344816E-4	9.641008801E-4	1.101223286E-3	1.185363508E-3	1.171592041E-3	1.184284920E-3	1.185738132E-3	1.023942139E-3	9.989417158E-4	1.219727099E-3	1.307483413E-3	1.232929877E-3	1.121030655E-3	1.027965220E-3	1.104955794E-3	1.237898017E-3	1.254906645E-3	1.288558356E-3	1.451037591E-3	1.481099869E-3	1.164343441E-3	8.729117690E-4	9.383976576E-4	1.189705683E-3	1.374704763E-3	1.330449129E-3	1.118268468E-3	9.979860624E-4	1.061437186E-3	1.192740630E-3	1.222142484E-3	1.064182841E-3	9.027182241E-4	9.993863059E-4	NaN	NaN	NaN	NaN	NaN	NaN	1.537110540E-3	1.289483160E-3	9.685464320E-4	8.416579803E-4	8.348843548E-4	1.002791454E-3	1.436306164E-3	1.890841289E-3	1.961542759E-3	1.637694193E-3	1.304016914E-3
1.130053774E-3	1.040373230E-3	1.127578784E-3	1.229934627E-3	1.290853834E-3	1.313729212E-3	1.169829513E-3	1.055391738E-3	1.192787546E-3	NaN	NaN	NaN	NaN	NaN	1.256943448E-3	1.111490303E-3	1.199398190E-3	1.192124211E-3	1.007091138E-3	8.863338735E-4	8.838915383E-4	9.930706583E-4	1.059251488E-3	1.078487025E-3	1.249369467E-3	1.289989101E-3	1.000566874E-3	9.562260821E-4	1.282228855E-3	1.384107745E-3	1.222503372E-3	1.053622458E-3	9.343930287E-4	9.808273753E-4	1.126489718E-3	1.187577029E-3	1.244894462E-3	1.471127616E-3	1.656888169E-3	1.437030151E-3	1.043497934E-3	9.675339679E-4	1.174056903E-3	1.316898037E-3	1.287255203E-3	1.217577839E-3	1.200565021E-3	1.239420497E-3	1.295996830E-3	1.295952592E-3	1.155694481E-3	9.400706622E-4	9.097715956E-4	1.081767026E-3	1.240262529E-3	NaN	NaN	NaN	1.141660730E-3	1.200641040E-3	1.110757235E-3	8.058341919E-4	6.748793530E-4	8.141100989E-4	1.103611197E-3	1.443770365E-3	1.688817632E-3	1.647156198E-3	1.316333190E-3	9.625909734E-4
