1.323846052E-3	1.510289614E-3	1.556168194E-3	1.318212948E-3	9.399692062E-4	6.024158793E-4	2.599711006E-4	1.899671188E-4	4.531840095E-4	5.943190190E-4	5.967935431E-4	6.940458552E-4	9.272178286E-4	1.119617722E-3	1.046896446E-3	9.496132843E-4	1.048244885E-3	1.180508407E-3	1.133639715E-3	8.589897770E-4	6.363980938E-4	6.698235520E-4
1.258938340E-3	1.328223501E-3	1.245259074E-3	1.047012280E-3	8.738739998E-4	6.832116633E-4	3.670997103E-4	3.077666915E-4	5.711984122E-4	6.754277274E-4	6.896535633E-4	8.178818389E-4	9.465438197E-4	1.008618507E-3	9.677236667E-4	9.731581085E-4	1.073126681E-3	1.105589676E-3	1.005077385E-3	7.795011625E-4	6.440721336E-4	7.144334377E-4
1.290167100E-3	1.142323483E-3	8.607555646E-4	6.937494618E-4	7.380471798E-4	8.816202171E-4	8.693215786E-4	7.966181147E-4	8.166198968E-4	8.247304941E-4	8.974304073E-4	9.686800768E-4	9.509478114E-4	1.021162025E-3	1.113706501E-3	1.207558089E-3	1.307087601E-3	1.225066488E-3	9.769693715E-4	7.109458675E-4	6.581670605E-4	8.299557376E-4
1.226546708E-3	9.231447475E-4	5.603940226E-4	4.660122504E-4	6.575235748E-4	1.115353196E-3	1.485169982E-3	1.452629920E-3	1.234739437E-3	1.146648661E-3	1.240067766E-3	1.216834178E-3	1.089237281E-3	1.178297214E-3	1.296490664E-3	1.380732050E-3	1.525679603E-3	1.404651208E-3	9.798971005E-4	6.350415060E-4	6.721148966E-4	9.671932785E-4
1.114212791E-3	9.008049383E-4	6.458662101E-4	6.492097164E-4	8.502731216E-4	1.276958734E-3	1.687612035E-3	1.708853291E-3	1.479762257E-3	1.336196088E-3	1.378340647E-3	1.372180996E-3	1.299857162E-3	1.395571162E-3	1.439219224E-3	1.421427703E-3	1.587003004E-3	1.558278571E-3	1.125439187E-3	7.451509591E-4	7.546803099E-4	9.960568277E-4
1.308533247E-3	1.271169051E-3	1.115285559E-3	1.138809836E-3	1.267898129E-3	1.391625497E-3	1.463759225E-3	1.435956568E-3	1.335323090E-3	1.200651517E-3	1.201015315E-3	1.294447924E-3	1.299001393E-3	1.366100390E-3	1.404588809E-3	1.305731130E-3	1.383158960E-3	1.514696516E-3	1.336805290E-3	1.044948236E-3	9.271914605E-4	9.516499122E-4
1.608241466E-3	1.675926964E-3	1.561881276E-3	1.539126853E-3	1.603497076E-3	1.495545381E-3	1.253258670E-3	1.138984808E-3	1.159421867E-3	1.093073864E-3	1.090829959E-3	1.215559780E-3	1.144584268E-3	1.051022904E-3	1.073931577E-3	9.768365417E-4	9.959278395E-4	1.266519190E-3	1.380027039E-3	1.257739845E-3	1.109376666E-3	9.700068040E-4
1.524832915E-3	1.611583284E-3	1.562015037E-3	1.562481397E-3	1.641557552E-3	NaN	1.163554727E-3	1.017664908E-3	1.133887563E-3	1.197724952E-3	1.215701341E-3	1.283558668E-3	1.126949326E-3	8.958707913E-4	8.355609607E-4	7.711652433E-4	8.179124561E-4	1.085463096E-3	1.244788175E-3	1.221054001E-3	1.153588295E-3	9.923058096E-4
1.206354820E-3	1.234076801E-3	1.245773863E-3	1.386567019E-3	NaN	NaN	NaN	NaN	1.135281520E-3	1.256428310E-3	1.227281173E-3	1.186111127E-3	1.085505588E-3	9.730372694E-4	9.383574361E-4	9.129953687E-4	9.486087365E-4	1.068026992E-3	1.130506280E-3	1.137543470E-3	1.120003290E-3	1.008033985E-3
9.889113717E-4	9.669809951E-4	1.046424615E-3	1.336265705E-3	NaN	NaN	NaN	NaN	1.283065882E-3	1.236682408E-3	1.031614025E-3	8.762939251E-4	9.157353197E-4	1.068875776E-3	1.154204365E-3	1.148238312E-3	1.141673652E-3	1.189112896E-3	1.272189780E-3	1.296777395E-3	1.204147935E-3	1.085975091E-3
8.666536887E-4	8.482445846E-4	1.016514609E-3	1.347898855E-3	NaN	NaN	NaN	NaN	NaN	1.215943601E-3	8.503870340E-4	6.834766828E-4	8.562941803E-4	1.162172062E-3	1.273830188E-3	1.233601128E-3	1.208171947E-3	1.279233838E-3	1.421291265E-3	1.455638907E-3	1.345661003E-3	1.261825673E-3
8.152995142E-4	7.958753267E-4	1.011282438E-3	1.299241674E-3	NaN	NaN	NaN	NaN	NaN	1.121684443E-3	7.382186013E-4	6.918339641E-4	9.661127115E-4	1.283543184E-3	1.364467898E-3	1.285766833E-3	1.178227831E-3	1.118703396E-3	1.150778029E-3	1.217844081E-3	1.329873223E-3	1.489952090E-3
7.979199872E-4	7.793256664E-4	9.989748942E-4	1.261848025E-3	NaN	NaN	NaN	NaN	NaN	1.076859538E-3	7.950190920E-4	8.906259318E-4	1.174235600E-3	1.391469035E-3	1.422417234E-3	1.317480695E-3	1.094372245E-3	8.635747945E-4	7.984326221E-4	9.342606645E-4	1.234008465E-3	1.591135631E-3
7.143528783E-4	7.158058579E-4	9.368426399E-4	1.232186565E-3	NaN	NaN	NaN	NaN	NaN	1.158157247E-3	1.027319813E-3	1.166915055E-3	1.329047023E-3	1.347608049E-3	1.256412361E-3	1.122459304E-3	9.268954163E-4	7.926011458E-4	8.425125270E-4	9.883240564E-4	1.168706338E-3	1.454777434E-3
7.136588683E-4	7.491036085E-4	9.348407038E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.122827758E-3	1.234133961E-3	1.274889684E-3	1.184593071E-3	1.044283621E-3	9.210750577E-4	8.359589265E-4	9.068683721E-4	1.072105486E-3	1.099014422E-3	1.078969333E-3	1.305449521E-3
9.926854400E-4	1.091293059E-3	1.170670381E-3	NaN	NaN	NaN	NaN	NaN	NaN	8.866078570E-4	9.903359460E-4	1.142421388E-3	1.159866806E-3	1.121774898E-3	1.089864527E-3	9.815524099E-4	8.533677901E-4	9.448326891E-4	1.103051822E-3	1.022991375E-3	9.837575490E-4	1.299001626E-3
1.332492917E-3	1.435326529E-3	1.393888495E-3	NaN	NaN	NaN	NaN	NaN	NaN	6.538716261E-4	8.965377347E-4	1.187370624E-3	1.232783892E-3	1.246844418E-3	1.297134440E-3	1.129896380E-3	8.340330096E-4	8.330361452E-4	9.824814042E-4	9.049412329E-4	9.196794126E-4	1.239919686E-3
1.440435881E-3	1.470624586E-3	1.382379793E-3	NaN	NaN	NaN	NaN	NaN	NaN	6.806189194E-4	9.900789009E-4	1.361262635E-3	1.415797160E-3	1.368865604E-3	1.346326084E-3	1.137776184E-3	8.464878192E-4	8.500580443E-4	9.759943932E-4	8.865315467E-4	8.890983299E-4	1.089848927E-3
1.342664589E-3	1.360957278E-3	1.313433517E-3	NaN	NaN	NaN	NaN	NaN	NaN	9.817691753E-4	1.184152788E-3	1.449245261E-3	1.438721665E-3	1.247351523E-3	1.099089044E-3	9.831152856E-4	9.384191362E-4	1.046532649E-3	1.067357603E-3	8.918640087E-4	8.753234870E-4	9.985660436E-4
1.263332786E-3	1.274857437E-3	1.258739387E-3	NaN	NaN	NaN	NaN	NaN	1.356325345E-3	1.301382203E-3	1.325796475E-3	1.424558810E-3	1.369206933E-3	1.146396622E-3	1.004706137E-3	1.020274125E-3	1.156428014E-3	1.278938376E-3	1.136872452E-3	8.671808755E-4	8.841200033E-4	1.045397599E-3
