1.031852677E-3	8.892939659E-4	6.760787219E-4	4.281665897E-4	4.183676792E-4	7.379818708E-4	1.119642286E-3	1.303546480E-3	1.225508866E-3	9.626601823E-4	7.255142555E-4	6.741901161E-4	7.751695230E-4	9.641866782E-4	1.216073288E-3	1.410664758E-3	1.402008929E-3	1.281458768E-3	1.276063500E-3	1.387796947E-3	1.391430618E-3	1.151808654E-3	8.251829422E-4	6.260380615E-4	6.245754776E-4	7.821343606E-4	9.396499954E-4
1.188038848E-3	1.019885647E-3	8.333413862E-4	6.344229332E-4	6.267192657E-4	9.133587591E-4	1.299055177E-3	1.539610559E-3	1.505706925E-3	1.199089806E-3	8.949410985E-4	8.245299105E-4	8.468468441E-4	8.992813528E-4	1.063086558E-3	1.235106960E-3	1.302644843E-3	1.274877694E-3	1.253807917E-3	1.308547216E-3	1.307165250E-3	1.127123600E-3	8.646873757E-4	6.330428878E-4	5.508185714E-4	7.212622440E-4	9.211271536E-4
1.265614759E-3	1.249506488E-3	1.195063582E-3	1.068030833E-3	1.048997743E-3	1.201444888E-3	1.422309084E-3	1.639080001E-3	1.705411589E-3	1.461630687E-3	1.156727783E-3	1.071481965E-3	1.011930639E-3	9.111994295E-4	9.248908027E-4	1.006848644E-3	1.095921616E-3	1.113180537E-3	1.040609204E-3	1.070843544E-3	1.222862746E-3	1.237984048E-3	1.035757596E-3	7.504277164E-4	5.620523589E-4	6.531400722E-4	8.329409175E-4
1.146745984E-3	1.344143529E-3	1.486371038E-3	1.400883193E-3	1.291389228E-3	1.286049373E-3	1.335834851E-3	1.448186813E-3	1.536454540E-3	1.426938223E-3	1.270116540E-3	1.245144522E-3	1.182749984E-3	1.054060529E-3	9.566676454E-4	8.589535719E-4	8.098776452E-4	7.759702858E-4	6.778307725E-4	7.110125152E-4	1.034759218E-3	1.303954050E-3	1.201012172E-3	8.868129808E-4	6.352553610E-4	6.485959748E-4	7.913067238E-4
9.878086857E-4	1.252396614E-3	1.576412469E-3	1.582731958E-3	1.354324515E-3	1.196296886E-3	1.184380963E-3	1.247588545E-3	1.282743877E-3	1.228235313E-3	1.230673515E-3	1.336898073E-3	1.365024946E-3	1.283649821E-3	1.112106023E-3	8.754999726E-4	7.159641827E-4	6.330496399E-4	5.301500787E-4	5.379045033E-4	8.870197344E-4	1.261132653E-3	1.205980778E-3	8.833134780E-4	6.424107705E-4	6.611723802E-4	8.252787520E-4
9.785705479E-4	1.142973080E-3	1.494483207E-3	1.582182595E-3	1.322054653E-3	1.124977833E-3	1.158628264E-3	1.264281804E-3	1.286617015E-3	1.234161784E-3	1.289267791E-3	1.430106233E-3	1.430483419E-3	1.272151945E-3	1.049138256E-3	8.951244527E-4	8.977289544E-4	9.052586975E-4	7.818975719E-4	6.764017744E-4	8.607504424E-4	1.127267024E-3	1.095416374E-3	8.812166634E-4	7.306832122E-4	7.538300706E-4	8.993099909E-4
1.007512910E-3	1.023123390E-3	1.299877302E-3	1.439500600E-3	1.228411333E-3	1.048496575E-3	1.112808706E-3	1.267756685E-3	1.344294287E-3	1.338417293E-3	1.380565460E-3	1.430562930E-3	1.308722771E-3	1.062984695E-3	8.804239915E-4	8.904697024E-4	1.060886309E-3	1.153175952E-3	1.019121497E-3	8.299167384E-4	8.501383127E-4	9.863970336E-4	1.033677952E-3	1.028192695E-3	9.978692979E-4	9.673848399E-4	1.009940170E-3
9.593300638E-4	8.652384277E-4	1.116008847E-3	1.382984221E-3	1.242817962E-3	9.826533496E-4	9.889990324E-4	1.169308438E-3	1.278332202E-3	1.277705655E-3	1.257219468E-3	1.234031864E-3	1.121122739E-3	9.302898543E-4	8.309881669E-4	9.028537315E-4	1.049144543E-3	1.108993893E-3	1.011060784E-3	9.008695488E-4	9.316009819E-4	1.013350789E-3	1.070587314E-3	1.163130859E-3	1.246044878E-3	1.226796536E-3	1.183888176E-3
8.799827774E-4	7.492550649E-4	9.397583781E-4	1.315844711E-3	1.296740258E-3	9.918140713E-4	9.456849657E-4	1.137221232E-3	1.245248364E-3	1.207036665E-3	1.106199925E-3	1.055537257E-3	1.045995741E-3	9.652526351E-4	9.036306874E-4	9.660649230E-4	1.054364839E-3	1.060004928E-3	1.000808901E-3	9.969974635E-4	1.045932178E-3	1.017772942E-3	9.422047879E-4	9.913197719E-4	1.207199530E-3	1.368819154E-3	1.348614576E-3
9.177619941E-4	8.546363679E-4	8.848877042E-4	1.160329324E-3	1.231953502E-3	1.034150831E-3	1.026343205E-3	1.231643953E-3	1.383565716E-3	1.391858445E-3	1.277074916E-3	1.183844288E-3	1.201019972E-3	1.215463853E-3	1.194513170E-3	1.184867346E-3	1.147548785E-3	1.065547345E-3	1.035044785E-3	1.105649862E-3	1.093239989E-3	8.865532000E-4	6.561485352E-4	6.223177770E-4	8.748040418E-4	1.175045967E-3	1.236690092E-3
1.174650155E-3	1.147096278E-3	1.025034115E-3	1.049853396E-3	1.044980250E-3	9.650606662E-4	1.057101297E-3	1.292653847E-3	1.503462321E-3	1.592398505E-3	1.518072560E-3	1.375557855E-3	1.313089393E-3	1.358481473E-3	1.401828835E-3	1.332210726E-3	1.161437365E-3	9.953121189E-4	9.926845087E-4	1.151919947E-3	1.158542815E-3	8.887725999E-4	5.859072553E-4	4.614816571E-4	5.695919972E-4	7.662323187E-4	8.485722938E-4
1.360495342E-3	1.241278718E-3	1.076041372E-3	9.627534309E-4	8.651491371E-4	8.676899015E-4	1.038574381E-3	1.249527908E-3	1.429457101E-3	1.524908701E-3	1.469427720E-3	1.303785481E-3	1.175826648E-3	1.217533718E-3	1.319766045E-3	1.286115381E-3	1.147221541E-3	1.014563604E-3	9.930041851E-4	1.124792732E-3	1.190290903E-3	1.026695943E-3	7.689784397E-4	6.034171674E-4	5.624162150E-4	5.825298722E-4	6.174116279E-4
1.224570675E-3	1.105063711E-3	1.042490941E-3	9.861733997E-4	9.155704174E-4	9.767125593E-4	1.141181914E-3	1.239785808E-3	1.323021599E-3	1.399548259E-3	1.361108734E-3	1.226271968E-3	1.111600897E-3	1.138308435E-3	1.237176009E-3	1.233120449E-3	1.172150136E-3	1.123893773E-3	1.062928932E-3	1.044431119E-3	1.082324656E-3	1.085950993E-3	9.916247800E-4	8.734320872E-4	7.761035231E-4	6.834381493E-4	6.302702823E-4
1.004928607E-3	9.917290881E-4	1.079063630E-3	1.166969072E-3	1.176572288E-3	1.203181222E-3	1.248146873E-3	1.209024573E-3	1.227079891E-3	1.320526586E-3	1.322490396E-3	1.251185779E-3	1.165436930E-3	1.123865950E-3	1.155264908E-3	1.163973357E-3	1.127546653E-3	1.089950674E-3	1.030403306E-3	9.381318232E-4	9.153299616E-4	1.021564356E-3	1.086201402E-3	1.034445944E-3	9.457141277E-4	8.307885728E-4	7.212300552E-4
