8.902910049E-4	8.494437789E-4	9.390264750E-4	1.136231818E-3	1.285312115E-3	1.301668352E-3	1.225898275E-3	1.089559752E-3	1.090295264E-3	1.216366654E-3	1.247066306E-3	1.190619892E-3	1.109851873E-3	1.040333882E-3	1.060539507E-3	1.144232578E-3	1.135882805E-3	1.044597942E-3	1.009938656E-3	9.551894618E-4	8.796784095E-4	9.474208928E-4	1.027519815E-3	9.957257425E-4	9.674490429E-4	9.284453117E-4	8.552451618E-4
9.106427315E-4	7.535041077E-4	6.484461483E-4	8.016463253E-4	1.114110928E-3	1.276068971E-3	1.227975590E-3	1.072100829E-3	1.040615258E-3	1.166507718E-3	1.246406580E-3	1.191853080E-3	1.099922927E-3	1.064350479E-3	1.118467422E-3	1.269486034E-3	1.296167728E-3	1.156013575E-3	1.102427021E-3	1.068114303E-3	9.767703013E-4	9.636839968E-4	9.568048408E-4	9.045998449E-4	9.129795362E-4	9.248712449E-4	9.097217117E-4
1.160377520E-3	9.435067768E-4	6.361705018E-4	6.930019590E-4	1.094095060E-3	1.371455961E-3	1.369017875E-3	1.212838572E-3	1.098391367E-3	1.125252573E-3	1.230107271E-3	1.234712079E-3	1.176980441E-3	1.181271044E-3	1.237801393E-3	1.378685585E-3	1.405470772E-3	1.232087146E-3	1.089615864E-3	1.018159674E-3	1.005299040E-3	9.903621394E-4	8.728879620E-4	7.793425466E-4	8.091605850E-4	8.735208539E-4	9.301659302E-4
1.442258130E-3	1.223173924E-3	9.071535314E-4	9.621655336E-4	1.303224592E-3	1.493566902E-3	1.457764069E-3	1.356814057E-3	1.246926375E-3	1.129369251E-3	1.097742585E-3	1.091478160E-3	1.094786450E-3	1.154975267E-3	1.221367274E-3	1.314904890E-3	1.305008540E-3	1.135060098E-3	9.483429021E-4	8.743681246E-4	9.797730017E-4	9.844566230E-4	7.590547903E-4	6.295398925E-4	7.194919162E-4	8.975096280E-4	1.029737992E-3
1.471298514E-3	1.314324327E-3	1.176075893E-3	1.227265340E-3	1.311326399E-3	1.305745100E-3	1.291069086E-3	1.365853590E-3	1.424357877E-3	1.298727002E-3	1.126851188E-3	1.020515454E-3	9.777067462E-4	1.008294406E-3	1.077108667E-3	1.141921151E-3	1.123144873E-3	1.044792938E-3	9.571904084E-4	9.645116515E-4	1.113811275E-3	1.052052481E-3	7.354639820E-4	5.949329934E-4	7.280452410E-4	9.541428881E-4	1.103230286E-3
1.437862287E-3	1.369001577E-3	1.434272155E-3	1.441099681E-3	1.228708890E-3	1.057229587E-3	1.100989874E-3	1.307357801E-3	1.493607881E-3	1.456726808E-3	1.311931410E-3	1.199786435E-3	1.079408335E-3	9.895049734E-4	1.005477854E-3	1.037121750E-3	1.033939654E-3	1.084610703E-3	1.131128520E-3	1.186160371E-3	1.278709038E-3	1.128263073E-3	7.813206175E-4	6.338964449E-4	7.256626268E-4	8.940551779E-4	1.052682521E-3
NaN	NaN	1.705678878E-3	1.691217301E-3	1.342586824E-3	1.070543309E-3	1.082569826E-3	1.271022484E-3	1.464916510E-3	1.465947018E-3	1.355949673E-3	1.320412615E-3	1.264045131E-3	1.136784442E-3	1.077155233E-3	1.049333368E-3	1.060889568E-3	1.192589523E-3	1.250396017E-3	1.200551866E-3	1.204744913E-3	1.120893518E-3	9.088772931E-4	7.628255407E-4	7.078834460E-4	7.510348805E-4	9.393141954E-4
NaN	NaN	1.808455563E-3	1.730752760E-3	1.389223617E-3	1.099650864E-3	9.995864239E-4	1.061206800E-3	1.237366116E-3	1.303835539E-3	1.222693943E-3	1.253896626E-3	1.345752738E-3	1.274746144E-3	1.141521847E-3	1.078096568E-3	1.141289482E-3	1.289980020E-3	1.277670031E-3	1.121355570E-3	1.088059624E-3	1.121134148E-3	1.079788199E-3	9.675057372E-4	8.024682757E-4	7.660022238E-4	9.854745585E-4
NaN	1.649404410E-3	1.715398044E-3	1.501700142E-3	1.183025306E-3	9.424087475E-4	7.693148800E-4	6.868216442E-4	8.083807770E-4	9.858750273E-4	1.043527853E-3	1.152907033E-3	1.336963498E-3	1.326330588E-3	1.156629529E-3	1.077406923E-3	1.132061705E-3	1.196391648E-3	1.175632118E-3	1.127863419E-3	1.139677013E-3	1.128222793E-3	1.073331689E-3	1.011909102E-3	9.144193609E-4	9.359469404E-4	1.173244906E-3
1.275972696E-3	1.523092506E-3	1.573142479E-3	1.325109391E-3	1.000300283E-3	7.592605543E-4	6.086491048E-4	5.258038291E-4	5.607506610E-4	7.039293414E-4	8.600380970E-4	1.040930045E-3	1.234854455E-3	1.279032906E-3	1.196799101E-3	1.150896773E-3	1.105888863E-3	1.041510375E-3	1.076430664E-3	1.188618364E-3	1.230233465E-3	1.126304385E-3	1.018489245E-3	1.024468336E-3	1.045551733E-3	1.085609663E-3	1.207204070E-3
1.136842649E-3	1.250901376E-3	1.305893180E-3	1.198536251E-3	9.673662134E-4	7.175747305E-4	6.281988462E-4	6.737157237E-4	6.610879791E-4	6.032516831E-4	6.694037002E-4	8.636608254E-4	1.047488302E-3	1.157712191E-3	1.263623126E-3	1.321890973E-3	1.213187701E-3	1.122332178E-3	1.210112940E-3	1.289107138E-3	1.243338571E-3	1.137215644E-3	1.102007926E-3	1.202172600E-3	1.291707391E-3	1.236134209E-3	1.111024525E-3
1.075471635E-3	1.018956304E-3	9.612322901E-4	9.564495413E-4	9.337177617E-4	8.156489930E-4	7.943185628E-4	9.237044142E-4	9.175201412E-4	7.077269256E-4	6.230928702E-4	7.691202918E-4	9.375308291E-4	1.094771666E-3	1.328179962E-3	1.433802303E-3	1.274542301E-3	1.208705478E-3	1.319795731E-3	1.274136244E-3	1.105896663E-3	1.019638497E-3	1.071572071E-3	1.253897557E-3	1.421185792E-3	1.357981935E-3	1.100373687E-3
1.015285728E-3	9.726244025E-4	8.676714497E-4	8.592075901E-4	9.750120807E-4	1.046672231E-3	1.090368140E-3	1.187682152E-3	1.165777096E-3	9.340121760E-4	7.979282527E-4	8.753750008E-4	9.658903582E-4	1.072956831E-3	1.296130358E-3	1.404863782E-3	1.235360629E-3	1.159758423E-3	1.256977092E-3	1.157303574E-3	9.315818897E-4	8.243463817E-4	8.594120154E-4	1.030600630E-3	1.269490342E-3	1.369083300E-3	1.240975340E-3
8.519944968E-4	9.588372777E-4	1.002174802E-3	1.008966123E-3	1.156802871E-3	1.342473086E-3	1.402165391E-3	1.406579395E-3	1.345852041E-3	1.148590818E-3	1.018326730E-3	1.022178330E-3	1.008505002E-3	1.013780013E-3	1.156308223E-3	1.308809151E-3	1.249164692E-3	1.192667871E-3	1.284580794E-3	1.203039545E-3	9.746347205E-4	8.549625636E-4	8.161867736E-4	8.511214401E-4	1.049887738E-3	1.296797418E-3	1.396649750E-3
7.011883426E-4	9.201860521E-4	1.133359503E-3	1.152466401E-3	1.280748984E-3	1.502765575E-3	1.544818631E-3	1.510389964E-3	1.486393390E-3	1.330695581E-3	1.151256147E-3	1.086663920E-3	1.076863729E-3	1.074337983E-3	1.115076942E-3	1.223552506E-3	1.237908727E-3	1.218088088E-3	1.324509387E-3	1.283738529E-3	1.088524470E-3	1.028881874E-3	9.912030073E-4	8.879681700E-4	9.453842067E-4	1.162805478E-3	1.340544666E-3
5.781007931E-4	8.269433747E-4	1.179350889E-3	1.247283537E-3	1.315165195E-3	1.469272771E-3	1.501780236E-3	1.507010194E-3	1.521323225E-3	1.356566674E-3	1.134571969E-3	1.103175222E-3	1.212893636E-3	1.268195920E-3	1.220340724E-3	1.222536899E-3	1.235155622E-3	1.198782818E-3	1.229869784E-3	1.177873579E-3	1.036214526E-3	1.050504390E-3	1.060432172E-3	9.130857070E-4	8.775055176E-4	1.024394180E-3	1.156152342E-3
5.013353657E-4	6.479292642E-4	1.093618223E-3	1.332366606E-3	1.356578432E-3	1.339885173E-3	1.367353136E-3	1.438064850E-3	1.410848345E-3	1.223756582E-3	1.094912179E-3	1.182470936E-3	1.335850451E-3	1.369431149E-3	1.307690050E-3	1.341134775E-3	1.423285692E-3	1.357330941E-3	1.206409535E-3	1.047215890E-3	9.294865886E-4	9.507494979E-4	9.621499339E-4	8.380375220E-4	8.077341481E-4	9.606022504E-4	1.060135663E-3
7.263398147E-4	6.752944319E-4	1.038480084E-3	1.387470285E-3	1.388923731E-3	1.202748739E-3	1.206007320E-3	NaN	NaN	NaN	1.180383959E-3	1.300097327E-3	1.363177435E-3	1.339589478E-3	1.306536375E-3	1.396783860E-3	1.557603246E-3	1.537640463E-3	1.279192627E-3	9.840719867E-4	8.285801741E-4	8.350329008E-4	9.005677421E-4	9.120338364E-4	9.327417356E-4	1.044353354E-3	1.086671604E-3
1.127866446E-3	9.639860946E-4	1.153758611E-3	1.446754555E-3	1.428370131E-3	1.166312257E-3	NaN	NaN	NaN	NaN	NaN	NaN	1.260955934E-3	1.261552796E-3	1.212114003E-3	1.226635184E-3	1.385834767E-3	1.475969795E-3	1.275998424E-3	9.440314607E-4	7.592450711E-4	7.686203462E-4	9.336394141E-4	1.121318550E-3	1.176525373E-3	1.166576054E-3	1.139159431E-3
1.248407643E-3	1.102265902E-3	1.185679226E-3	1.387917087E-3	1.414006576E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.258355565E-3	1.104400610E-3	1.016215887E-3	1.157420222E-3	1.295661437E-3	1.209749957E-3	1.018788898E-3	9.078456205E-4	8.732599090E-4	9.576955345E-4	1.110759447E-3	1.120555797E-3	1.042413525E-3	1.049781335E-3
1.179947634E-3	1.075607841E-3	1.071298146E-3	1.173616387E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.359721180E-3	1.085544121E-3	9.461784502E-4	1.055954490E-3	1.123682130E-3	1.110662706E-3	1.157545717E-3	1.182436361E-3	1.052165404E-3	8.936306112E-4	8.148582419E-4	7.284317981E-4	6.774325157E-4	7.926900289E-4
