9.933579713E-4	8.309644763E-4	8.088204777E-4	1.001762808E-3	1.123043243E-3	1.140563982E-3	1.311449450E-3	NaN	NaN	NaN	1.032735570E-3	8.994013187E-4	8.383173845E-4	8.243581397E-4	8.693828131E-4	9.395497618E-4	9.291957249E-4	7.836851291E-4	8.724704385E-4	1.369645703E-3	1.652871608E-3	1.321217394E-3	9.288708097E-4	9.141353075E-4	1.016306691E-3	9.700388182E-4	8.384442772E-4	7.915968308E-4	8.573278319E-4	9.994088905E-4	1.232203213E-3	1.390210935E-3	1.310149790E-3	1.194557757E-3	1.271632500E-3	1.475461060E-3	NaN	NaN	1.365498872E-3	1.511918963E-3	1.684626215E-3	1.578689087E-3	1.294175861E-3	1.175442827E-3	1.142486115E-3	1.007387647E-3
1.033929177E-3	8.808672428E-4	7.435593870E-4	7.653105422E-4	8.148091147E-4	8.961227722E-4	1.165854512E-3	1.437868923E-3	1.521522878E-3	1.388844918E-3	1.150523429E-3	9.714183398E-4	8.531738422E-4	8.671684191E-4	1.006352482E-3	1.164082671E-3	1.237160293E-3	1.027038321E-3	8.207782521E-4	1.076682005E-3	1.380344969E-3	1.112778089E-3	6.154496805E-4	5.042607081E-4	7.020086050E-4	8.404182736E-4	8.307884564E-4	8.323073853E-4	9.200341883E-4	1.059322967E-3	1.232873532E-3	1.297938987E-3	1.199136721E-3	1.131187775E-3	1.219148049E-3	1.427958952E-3	1.554120565E-3	1.361539238E-3	1.075452310E-3	1.105505042E-3	1.385312527E-3	1.523249084E-3	1.365536824E-3	1.215476077E-3	1.197902020E-3	1.128544565E-3
9.909294313E-4	8.492878987E-4	6.331448094E-4	5.655430141E-4	6.257133209E-4	7.938074996E-4	1.140057575E-3	1.451781834E-3	1.582431840E-3	1.475053956E-3	1.213351265E-3	1.049502520E-3	9.815198136E-4	1.023652963E-3	1.204977743E-3	1.407159143E-3	1.500611193E-3	1.302463119E-3	1.046840218E-3	1.136925537E-3	1.281345845E-3	9.698742069E-4	4.360180756E-4	2.664779313E-4	4.463010409E-4	5.683400086E-4	5.844433908E-4	7.276911638E-4	9.085113415E-4	9.465588955E-4	9.745470597E-4	1.034815679E-3	1.044412376E-3	1.029724604E-3	1.089632278E-3	1.309834537E-3	1.463584835E-3	1.207144465E-3	7.981262170E-4	7.400742616E-4	1.011757646E-3	1.230175258E-3	1.168744871E-3	1.076523913E-3	1.145583577E-3	1.193355420E-3
1.047749305E-3	8.703274652E-4	6.088569644E-4	5.460442044E-4	6.783327553E-4	9.216712206E-4	1.245801570E-3	1.446240232E-3	1.506023924E-3	1.379497815E-3	1.111632562E-3	1.061351621E-3	1.205481705E-3	1.348336344E-3	NaN	NaN	NaN	NaN	1.392175443E-3	1.495652017E-3	1.461781678E-3	1.040168107E-3	4.863620270E-4	2.593295067E-4	3.449035285E-4	3.899937146E-4	3.992594720E-4	6.415526732E-4	9.204149828E-4	9.192868019E-4	8.301496273E-4	8.631622186E-4	9.761226829E-4	1.055654255E-3	1.096629188E-3	1.236017328E-3	1.315116766E-3	1.028063591E-3	6.597749307E-4	6.609267439E-4	9.322253172E-4	1.128682401E-3	1.088776276E-3	1.014947775E-3	1.077454421E-3	1.164145884E-3
1.154820551E-3	9.077021969E-4	6.703170366E-4	6.529772654E-4	7.928227424E-4	1.019666786E-3	1.274934039E-3	1.348850783E-3	1.326395082E-3	1.219444908E-3	1.026976388E-3	1.116798609E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.589077176E-3	1.537350006E-3	1.201405423E-3	7.610531175E-4	4.926745314E-4	4.691821814E-4	5.142713781E-4	5.199451116E-4	6.662306259E-4	9.272994939E-4	1.019682386E-3	9.635277675E-4	9.389445768E-4	1.037267735E-3	1.205800683E-3	1.317592454E-3	1.376162400E-3	1.280261320E-3	8.935377118E-4	5.902653211E-4	7.522717351E-4	1.148511190E-3	1.399031724E-3	1.353622763E-3	1.151143340E-3	1.001531258E-3	9.964668425E-4
1.119944500E-3	8.992643561E-4	8.155091200E-4	8.874693303E-4	9.772325866E-4	1.111401361E-3	1.316435169E-3	1.367920428E-3	1.313120825E-3	1.249705208E-3	1.173338969E-3	1.293028472E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.514198142E-3	1.499582897E-3	1.298932009E-3	1.026993967E-3	8.270016406E-4	7.887418615E-4	8.077551611E-4	6.800385308E-4	5.812057643E-4	7.381142932E-4	9.570119437E-4	1.053296844E-3	1.038847258E-3	1.050060615E-3	1.232117531E-3	1.500684302E-3	1.661903691E-3	1.517995377E-3	1.036932808E-3	6.913116085E-4	8.315396262E-4	1.182942884E-3	1.439459505E-3	1.455144142E-3	1.216803910E-3	9.268161375E-4	8.427020512E-4
9.850383503E-4	9.468308417E-4	1.059904462E-3	1.211092924E-3	1.224794541E-3	1.200000755E-3	1.318520401E-3	1.389530837E-3	1.301266020E-3	1.222811057E-3	1.252891612E-3	1.397896791E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.509368536E-3	1.321741147E-3	1.110546524E-3	1.085354830E-3	1.245863852E-3	1.251793699E-3	8.960638661E-4	5.644843332E-4	6.209521089E-4	8.590030484E-4	1.002928009E-3	9.790853364E-4	9.030274232E-4	1.050010207E-3	1.448193449E-3	1.809948357E-3	1.804740750E-3	1.351993531E-3	9.198198095E-4	8.678535814E-4	9.980611503E-4	1.173093449E-3	1.294148504E-3	1.214147196E-3	1.045955229E-3	1.019566320E-3
9.301857208E-4	1.087646466E-3	1.267684973E-3	1.389664481E-3	1.300949487E-3	1.090711216E-3	1.064889599E-3	1.134358812E-3	1.028004452E-3	9.044121834E-4	1.022048527E-3	1.293251640E-3	1.454854151E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.565210987E-3	1.408791286E-3	1.181589556E-3	1.224793610E-3	1.558411750E-3	1.612566877E-3	1.197665348E-3	8.590969956E-4	8.977569523E-4	1.025800360E-3	1.037792419E-3	9.435334359E-4	8.001397364E-4	8.330516866E-4	1.170038129E-3	1.612869790E-3	1.798647339E-3	1.506618457E-3	1.068262616E-3	8.848489961E-4	9.154219297E-4	1.082985313E-3	1.242914237E-3	1.242004801E-3	1.211360563E-3	1.317697344E-3
9.904593462E-4	1.233593794E-3	1.372540137E-3	1.409338787E-3	1.252329326E-3	9.637697949E-4	8.608142962E-4	9.411779465E-4	8.630532539E-4	6.964755012E-4	8.238324663E-4	1.209370559E-3	1.463443623E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.683215727E-3	1.546784420E-3	1.226395252E-3	1.130083576E-3	1.423770678E-3	1.559417113E-3	1.321862335E-3	1.200558618E-3	1.310003921E-3	1.301631215E-3	1.169353141E-3	1.072403975E-3	9.338412783E-4	8.247910882E-4	9.579187026E-4	1.304770121E-3	1.586542232E-3	1.502692350E-3	1.161544584E-3	9.248945280E-4	9.252600139E-4	1.098974491E-3	1.209477545E-3	1.161169494E-3	1.160479966E-3	1.343020936E-3
1.078539644E-3	1.359986840E-3	1.492706011E-3	1.448745839E-3	1.213728450E-3	9.566034423E-4	9.375146474E-4	1.075264066E-3	9.942910401E-4	7.339098374E-4	7.682079449E-4	1.186404028E-3	1.555513591E-3	1.579355332E-3	1.444014604E-3	NaN	NaN	NaN	NaN	NaN	1.716355793E-3	1.527166809E-3	1.138596097E-3	9.599412442E-4	1.209238195E-3	1.438449603E-3	1.361558097E-3	1.402238267E-3	1.589268213E-3	1.508414396E-3	1.276008668E-3	1.194825512E-3	1.172540826E-3	1.140555600E-3	1.160475658E-3	NaN	NaN	NaN	1.240484766E-3	1.014745561E-3	1.000459655E-3	1.121735782E-3	1.140125212E-3	NaN	NaN	NaN
