1.130396151E-3	1.147518284E-3	1.331980689E-3	1.549356850E-3	1.601861208E-3	1.514373231E-3	1.240019337E-3	7.793506957E-4	4.298249260E-4	3.897039860E-4	5.754535086E-4	8.500266122E-4	1.170026604E-3	NaN	NaN	NaN	NaN	1.316083944E-3	1.225319342E-3	1.283159479E-3	1.157044084E-3	8.681236068E-4	7.143463008E-4	8.621784509E-4	1.260895981E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.333710505E-3	1.194032608E-3	9.740369860E-4	7.980991504E-4	7.826419314E-4	9.958988521E-4	1.151068718E-3	1.019929536E-3	8.636120474E-4	9.937310824E-4	1.205688808E-3	1.252825838E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.582925441E-3	1.372115104E-3	1.324347686E-3	1.462195069E-3	1.436648774E-3	1.028540195E-3	6.837551482E-4	5.379165523E-4	4.624706926E-4
1.019310905E-3	1.126317657E-3	1.490296097E-3	1.702477108E-3	1.564119128E-3	1.291157678E-3	9.639650234E-4	5.914310459E-4	3.530251852E-4	4.218971008E-4	7.853468414E-4	1.196251018E-3	1.446628477E-3	NaN	NaN	NaN	NaN	1.339840936E-3	1.256939024E-3	1.306749997E-3	1.269141678E-3	1.040497911E-3	8.605417097E-4	9.618658223E-4	1.239838544E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.341344789E-3	1.362946699E-3	1.129075885E-3	8.065762813E-4	7.352517569E-4	9.910655208E-4	1.109803328E-3	8.980561979E-4	8.104926092E-4	1.071279636E-3	1.297044451E-3	1.307312865E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.363407238E-3	1.218345831E-3	1.296217903E-3	1.259176992E-3	9.193843580E-4	6.142915227E-4	4.541065427E-4	4.801255709E-4
1.086311531E-3	1.213145792E-3	1.627641614E-3	1.765602385E-3	1.468872069E-3	1.026972779E-3	6.656055339E-4	4.958010395E-4	4.924409441E-4	6.529440288E-4	1.042163582E-3	1.477016020E-3	1.707782038E-3	NaN	NaN	NaN	NaN	1.450822805E-3	1.302021206E-3	1.325904741E-3	1.358365524E-3	1.126024988E-3	8.929024334E-4	1.007902552E-3	1.257272786E-3	1.333008055E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.397059415E-3	1.250683912E-3	9.562716587E-4	8.876596694E-4	1.087939250E-3	1.157091116E-3	9.739827365E-4	9.015239775E-4	1.097140368E-3	1.256985939E-3	1.288470929E-3	1.355089829E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.275476534E-3	9.815434460E-4	9.689103463E-4	1.019312069E-3	8.388695423E-4	5.230916431E-4	2.193348773E-4	2.630176896E-4
1.428780728E-3	1.507255249E-3	1.740132459E-3	1.682659844E-3	1.333204913E-3	9.022955201E-4	6.195184542E-4	6.863509188E-4	9.060923476E-4	1.060906448E-3	1.272165449E-3	1.560265897E-3	1.718218904E-3	NaN	NaN	NaN	NaN	1.474322402E-3	1.261318801E-3	1.285761362E-3	1.370506128E-3	1.135049271E-3	8.443245897E-4	9.458404966E-4	1.221154816E-3	1.327556442E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.509331050E-3	1.423991751E-3	1.204700093E-3	1.070750761E-3	1.093336497E-3	1.172752585E-3	1.161918975E-3	1.110568410E-3	1.161078573E-3	1.198807731E-3	1.212408533E-3	1.300797565E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.187932328E-3	9.262618260E-4	8.752059657E-4	9.221128421E-4	7.628955645E-4	4.643279535E-4	1.609055907E-4	1.599103998E-4
1.636413392E-3	1.648373785E-3	1.676973654E-3	1.505641500E-3	1.256538322E-3	9.838338010E-4	7.968164864E-4	9.258476202E-4	1.198439044E-3	1.327854930E-3	1.377541106E-3	1.523925224E-3	1.620459254E-3	NaN	NaN	NaN	1.450665528E-3	1.271604560E-3	1.156901708E-3	1.206756802E-3	1.265406841E-3	1.085225958E-3	8.494763752E-4	9.323439444E-4	1.180628780E-3	1.280721510E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.660049194E-3	1.557980082E-3	1.354554086E-3	1.089784200E-3	9.232298471E-4	1.070074853E-3	1.264155726E-3	1.274779905E-3	1.248862594E-3	1.189121627E-3	1.162071596E-3	1.220801263E-3	1.188662834E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.210221089E-3	1.261806698E-3	1.106540672E-3	1.050366787E-3	1.023942721E-3	7.913984591E-4	5.427814322E-4	4.030689597E-4	3.750541655E-4
1.531746704E-3	1.450768672E-3	1.355731511E-3	1.220056787E-3	1.143631060E-3	1.064361772E-3	9.878654964E-4	1.038461574E-3	1.185693778E-3	1.308362233E-3	1.309643965E-3	1.372446422E-3	1.512100804E-3	1.551689347E-3	1.595563022E-3	1.475021010E-3	1.122313552E-3	9.836027166E-4	1.110186102E-3	1.205177279E-3	1.175252837E-3	1.057416783E-3	9.401105344E-4	9.881467558E-4	1.124369912E-3	1.150274999E-3	1.286630868E-3	NaN	NaN	NaN	NaN	NaN	NaN	1.513073687E-3	1.405611169E-3	1.290227054E-3	1.066933153E-3	8.884174749E-4	1.057197107E-3	1.279869699E-3	1.305248938E-3	1.260576071E-3	1.168486429E-3	1.155622071E-3	1.211458002E-3	1.156423357E-3	1.148727373E-3	1.279775868E-3	NaN	NaN	1.293583540E-3	1.150032389E-3	1.155742328E-3	1.303042751E-3	1.326082856E-3	1.207791502E-3	1.188220340E-3	1.188558643E-3	1.005256432E-3	8.228577208E-4	7.781449822E-4	7.049298147E-4
1.286772662E-3	1.143992180E-3	9.359077085E-4	7.928738487E-4	7.911049761E-4	8.889329038E-4	1.066278899E-3	1.150100492E-3	1.121161622E-3	1.162978238E-3	1.116088242E-3	1.048281323E-3	1.173304510E-3	1.342565753E-3	1.453620032E-3	1.268081949E-3	8.479820681E-4	7.886253879E-4	1.044105273E-3	1.151565579E-3	1.107166056E-3	1.093581552E-3	1.092068036E-3	1.075042877E-3	1.084404183E-3	1.088327030E-3	1.212305273E-3	1.484926324E-3	NaN	NaN	NaN	NaN	NaN	1.283287420E-3	1.230862574E-3	1.239070320E-3	1.109797158E-3	9.640353383E-4	1.049596933E-3	1.200051047E-3	1.261659549E-3	1.243498409E-3	1.161686028E-3	1.158296713E-3	1.175032812E-3	1.116695232E-3	1.197111444E-3	1.383085153E-3	1.397284446E-3	1.211856375E-3	1.029858133E-3	1.053064247E-3	1.255315030E-3	1.383646391E-3	1.297229901E-3	1.182985608E-3	1.226113527E-3	1.311998814E-3	1.271613408E-3	1.176723046E-3	1.119709457E-3	9.819497354E-4
9.640572243E-4	9.248300921E-4	6.932387478E-4	4.964184482E-4	4.239362024E-4	5.631564418E-4	9.891596856E-4	1.255536103E-3	1.165504102E-3	1.070489874E-3	9.430479258E-4	7.601518300E-4	7.736883708E-4	9.533560951E-4	1.129253185E-3	1.054286491E-3	7.780718151E-4	7.512003067E-4	9.289825102E-4	1.005786820E-3	1.022066921E-3	1.090552309E-3	1.117861597E-3	1.043398865E-3	1.054836554E-3	1.181321219E-3	1.296551782E-3	1.330374973E-3	1.192776952E-3	NaN	NaN	1.236819662E-3	1.317608054E-3	1.210363465E-3	1.162483939E-3	1.154539408E-3	1.014189795E-3	9.001301369E-4	9.382307762E-4	1.063384698E-3	1.179177430E-3	1.196353696E-3	1.179240528E-3	1.217220444E-3	1.191112446E-3	1.084562507E-3	1.124080154E-3	1.307638595E-3	1.379790483E-3	1.177202910E-3	8.790175780E-4	8.636580897E-4	1.129589393E-3	1.307426835E-3	1.270495704E-3	1.255603158E-3	1.368143479E-3	1.476868521E-3	1.490024850E-3	1.425263123E-3	1.320875599E-3	1.156433253E-3
7.739568246E-4	9.867473273E-4	8.767793188E-4	7.016793243E-4	5.051807384E-4	4.801961186E-4	8.669756353E-4	1.235298812E-3	1.243036706E-3	1.121810870E-3	9.882102022E-4	8.080828702E-4	7.330768858E-4	8.311179699E-4	9.671568405E-4	9.626459214E-4	8.122907602E-4	7.459398475E-4	8.220852469E-4	9.370152256E-4	1.037028618E-3	1.086676260E-3	1.003038604E-3	8.697427111E-4	1.012885594E-3	1.326172496E-3	1.400733250E-3	1.186441281E-3	8.778891061E-4	7.715357933E-4	1.001688768E-3	1.301290118E-3	1.351973042E-3	1.176373684E-3	1.030819258E-3	9.067319334E-4	8.049395401E-4	9.011536604E-4	1.042791875E-3	1.095582033E-3	1.081735827E-3	1.033732784E-3	1.108416822E-3	1.277227770E-3	1.307634753E-3	1.161114080E-3	1.059731818E-3	1.159432228E-3	1.315626665E-3	1.205430017E-3	8.637204883E-4	7.315162220E-4	9.132269188E-4	1.096218359E-3	1.169403200E-3	1.302906196E-3	1.498974278E-3	1.629749313E-3	1.641157316E-3	1.530423178E-3	1.376310014E-3	1.230846741E-3
9.127479861E-4	1.290406450E-3	1.308270846E-3	1.217836398E-3	9.744974086E-4	7.695907843E-4	8.970351191E-4	1.140516601E-3	1.209535636E-3	1.166147063E-3	1.195531688E-3	1.185507514E-3	1.087781275E-3	1.051067724E-3	1.016524620E-3	9.273443720E-4	8.364460664E-4	7.958603092E-4	8.467615698E-4	9.712714236E-4	1.089413418E-3	1.126439660E-3	9.756477084E-4	8.047695737E-4	1.023379504E-3	1.403278671E-3	1.422440284E-3	1.125398558E-3	8.636584389E-4	9.192783036E-4	1.232696697E-3	1.456067432E-3	1.406401047E-3	1.177232247E-3	9.570877301E-4	7.619690150E-4	7.389151724E-4	1.042761724E-3	1.287673367E-3	1.250619069E-3	1.068597194E-3	9.060159791E-4	9.855122771E-4	1.232664450E-3	1.346928300E-3	1.250523259E-3	1.143679605E-3	1.206545858E-3	1.329462975E-3	1.210929244E-3	8.725391817E-4	7.044184604E-4	7.973118918E-4	8.927182062E-4	9.636512841E-4	1.179750194E-3	1.443838584E-3	1.612086780E-3	1.657589455E-3	1.555209165E-3	1.424781396E-3	1.319107017E-3
