NaN	NaN	1.804531785E-3	1.476410194E-3	1.198739395E-3	1.185276313E-3	1.250809059E-3	1.303125522E-3	1.365393749E-3	1.392682665E-3	NaN	NaN	NaN	NaN	1.565340906E-3	1.260955934E-3	1.111663063E-3	9.823895525E-4	8.859412628E-4	9.725737036E-4	1.175682293E-3	1.278315205E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	1.691016718E-3	1.421051100E-3	1.137011917E-3	1.011964399E-3	1.020471100E-3	1.158434898E-3	1.408853335E-3	1.587635954E-3	NaN	NaN	NaN	NaN	1.511981594E-3	1.291340799E-3	1.209415030E-3	1.150141703E-3	1.001959667E-3	8.898121305E-4	9.340698598E-4	1.067513367E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.501301187E-3	1.460172702E-3	1.363637042E-3	1.177566010E-3	9.172455175E-4	7.485816022E-4	8.086893358E-4	1.099361456E-3	1.459954772E-3	1.661068643E-3	NaN	NaN	NaN	1.257468481E-3	1.229908434E-3	1.145749469E-3	1.123634283E-3	1.105941366E-3	1.035396475E-3	9.542685002E-4	9.317395161E-4	1.004867721E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.330426661E-3	1.163516426E-3	1.007617917E-3	8.167885244E-4	5.735757877E-4	4.774571862E-4	7.291604416E-4	1.185166882E-3	1.478420570E-3	1.517683733E-3	1.386738499E-3	1.147573465E-3	1.007140265E-3	1.015974907E-3	1.029125648E-3	1.043730183E-3	1.025689649E-3	9.617190226E-4	9.546129149E-4	1.016192720E-3	1.044004573E-3	1.056836452E-3	NaN	NaN	NaN	NaN	NaN	NaN	1.253090682E-3
1.137675135E-3	9.915325791E-4	8.240886382E-4	6.131857517E-4	3.891649831E-4	3.675827174E-4	7.742826710E-4	1.340153161E-3	1.548404689E-3	1.442479435E-3	1.315576024E-3	1.177725033E-3	1.061536372E-3	1.030667219E-3	1.034457819E-3	1.047759666E-3	1.017910661E-3	9.677611524E-4	1.000198536E-3	1.099889749E-3	1.121637644E-3	1.070545870E-3	NaN	NaN	NaN	NaN	NaN	NaN	1.201672130E-3
1.027276739E-3	9.903175524E-4	9.171287529E-4	7.825665525E-4	5.762993824E-4	4.774105910E-4	8.135840762E-4	1.363568823E-3	1.548245084E-3	1.409928780E-3	1.277990639E-3	1.165573252E-3	1.085388707E-3	1.099437708E-3	1.127389609E-3	1.103033195E-3	1.085057389E-3	1.139982138E-3	1.186355366E-3	1.196107944E-3	1.194191165E-3	NaN	NaN	NaN	NaN	NaN	NaN	1.176477410E-3	1.041765790E-3
1.065954217E-3	1.115010353E-3	1.173762023E-3	1.173744793E-3	9.755445062E-4	6.917507853E-4	7.730328362E-4	1.159630832E-3	1.311019761E-3	1.234085765E-3	1.186517184E-3	1.141663874E-3	1.102652051E-3	1.120047877E-3	1.154618105E-3	1.155797858E-3	1.196846832E-3	1.328081824E-3	1.333906897E-3	1.232929761E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.084677526E-3	9.440301801E-4
1.000186428E-3	1.104379306E-3	1.339604845E-3	1.534470706E-3	1.407444128E-3	1.018335577E-3	8.456051000E-4	9.629744454E-4	1.011479879E-3	1.054729335E-3	1.219665515E-3	1.317774877E-3	1.253318391E-3	1.092846971E-3	1.017414150E-3	1.086302334E-3	1.213628566E-3	1.362657524E-3	1.366574084E-3	1.271554269E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.074103639E-3	9.718319634E-4
8.258942398E-4	9.353678906E-4	1.281463308E-3	1.652162988E-3	1.692462130E-3	1.402768423E-3	1.136662671E-3	9.729192243E-4	8.161921869E-4	9.105225326E-4	1.276855706E-3	1.507714740E-3	1.399489120E-3	1.103167189E-3	9.742355323E-4	1.079127891E-3	1.178631210E-3	1.267031883E-3	1.364409807E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.151835429E-3	1.078113099E-3
8.555502282E-4	9.049871587E-4	1.143828034E-3	1.490036724E-3	1.673887949E-3	1.633259817E-3	1.496166107E-3	1.203774009E-3	8.197735879E-4	7.997314096E-4	1.202872489E-3	1.487220055E-3	1.388896257E-3	1.156502170E-3	1.100812806E-3	1.149711083E-3	1.098511741E-3	1.114879968E-3	1.349192346E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.177310827E-3
1.039422699E-3	1.028669882E-3	1.100979978E-3	1.313128625E-3	1.524837920E-3	1.655136119E-3	1.721271779E-3	1.531052985E-3	1.083882758E-3	8.930123295E-4	1.160044922E-3	1.395127852E-3	1.341010677E-3	1.232129056E-3	1.178566250E-3	1.053696033E-3	8.864760166E-4	9.422528674E-4	1.270041335E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.308898092E-3
1.140520326E-3	1.075304812E-3	1.094036386E-3	1.261705183E-3	1.415810199E-3	1.496795798E-3	1.664685318E-3	1.722414163E-3	1.425424358E-3	1.137534506E-3	1.200557803E-3	1.338296919E-3	1.354620093E-3	1.348945545E-3	1.234700554E-3	9.509483934E-4	7.414877182E-4	8.617838612E-4	1.190826180E-3	1.324739656E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.545075444E-3
1.150191994E-3	1.031344058E-3	1.061884337E-3	1.230895636E-3	1.272317837E-3	1.188603230E-3	1.379466848E-3	1.698503271E-3	1.628098078E-3	1.300587784E-3	1.145049348E-3	1.160298940E-3	1.240198500E-3	1.333082793E-3	1.279005082E-3	1.058673486E-3	8.658093866E-4	9.213561425E-4	1.171330572E-3	1.218769583E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.518074539E-3	1.695042592E-3
1.209508860E-3	1.040671836E-3	1.033743843E-3	1.138268970E-3	1.084803371E-3	9.204082307E-4	1.093746279E-3	1.505321008E-3	1.590496977E-3	1.313782879E-3	1.025653793E-3	9.173043072E-4	1.035990310E-3	1.233771094E-3	1.314928639E-3	1.280254568E-3	1.156863524E-3	1.085043885E-3	1.233664341E-3	1.324460842E-3	1.164520509E-3	NaN	NaN	NaN	NaN	NaN	NaN	1.371884719E-3	1.556119416E-3
1.311356784E-3	1.087998971E-3	9.746100986E-4	1.004017657E-3	9.811341297E-4	8.856619243E-4	9.720321978E-4	1.223722473E-3	1.339839888E-3	1.236191718E-3	1.005732222E-3	8.432644536E-4	9.843631415E-4	1.282616984E-3	1.434286940E-3	1.458003884E-3	1.380592701E-3	1.241144142E-3	1.289467327E-3	1.400194713E-3	1.282204175E-3	1.220906619E-3	NaN	NaN	NaN	1.333594439E-3	1.123008085E-3	1.080359216E-3	1.233085641E-3
1.297504990E-3	1.128191478E-3	9.660891956E-4	9.718340589E-4	1.031787135E-3	1.042777556E-3	1.043814933E-3	1.093712286E-3	1.173995552E-3	1.204795437E-3	1.081093680E-3	9.025487234E-4	9.827140020E-4	1.292892615E-3	1.490309834E-3	1.521902392E-3	1.444467460E-3	1.257081050E-3	1.172225690E-3	1.193256699E-3	1.110247220E-3	1.107239979E-3	1.333201537E-3	1.494885655E-3	1.365507487E-3	1.138545107E-3	9.980583563E-4	9.521417669E-4	1.034396235E-3
1.219003927E-3	1.259052777E-3	1.144806505E-3	1.096612890E-3	1.147516654E-3	1.204530359E-3	1.186267356E-3	1.160411630E-3	1.220704988E-3	1.293905894E-3	1.227432978E-3	1.020081341E-3	9.309145971E-4	1.112636179E-3	1.352328924E-3	1.461061416E-3	1.388429082E-3	1.159879030E-3	9.860157734E-4	9.517308790E-4	9.820538107E-4	1.090316568E-3	1.221122569E-3	1.227806555E-3	1.081055845E-3	1.024933648E-3	1.124892384E-3	1.119676745E-3	1.000283868E-3
1.141312299E-3	1.364477328E-3	1.343837241E-3	1.264028251E-3	1.297919429E-3	1.358714653E-3	1.310951659E-3	1.227703877E-3	1.244986197E-3	1.332637388E-3	1.313655870E-3	1.064849435E-3	8.205659105E-4	9.063920588E-4	1.206571120E-3	1.413628110E-3	1.388000674E-3	1.189245726E-3	1.011228538E-3	9.708204307E-4	1.106580836E-3	1.293721027E-3	1.300503151E-3	1.141902176E-3	9.830404306E-4	1.050919178E-3	1.317821909E-3	1.338878297E-3	1.012037625E-3
1.043124823E-3	1.283648890E-3	1.396153006E-3	1.419896493E-3	1.498379279E-3	1.531136921E-3	1.433035592E-3	1.305600395E-3	1.238776837E-3	1.244441024E-3	1.189322560E-3	8.996147662E-4	6.193062873E-4	7.439068868E-4	1.143314526E-3	1.440037857E-3	1.496225130E-3	1.373451669E-3	1.198782469E-3	1.106079202E-3	1.196211088E-3	1.335196546E-3	1.302501070E-3	1.145584858E-3	1.008350402E-3	1.057254849E-3	1.314804889E-3	1.375685795E-3	1.040354720E-3
1.067203237E-3	1.213663141E-3	1.395154977E-3	1.505244873E-3	1.579733333E-3	1.565979328E-3	1.476379926E-3	1.403736416E-3	1.285572187E-3	1.124085858E-3	9.860841092E-4	7.955926703E-4	6.305557908E-4	7.367567741E-4	1.083874376E-3	1.392349484E-3	1.496382523E-3	1.411802950E-3	1.251622918E-3	1.163630164E-3	1.164098387E-3	1.146111172E-3	1.102294540E-3	1.070222119E-3	1.034074929E-3	1.077580149E-3	1.243544160E-3	1.240425743E-3	9.388080216E-4
1.229921239E-3	1.251903595E-3	1.340331626E-3	1.420684159E-3	1.482330146E-3	1.485347981E-3	1.442043809E-3	1.423401874E-3	1.283347490E-3	1.005130704E-3	8.565128664E-4	9.174347506E-4	9.964706842E-4	1.009032945E-3	1.109304256E-3	1.301605487E-3	1.369349076E-3	1.239144476E-3	1.086466480E-3	1.095192041E-3	1.126650255E-3	1.045170589E-3	1.037571463E-3	1.120904228E-3	1.152103767E-3	1.204417436E-3	1.284699771E-3	1.151514240E-3	8.395145414E-4
1.300308271E-3	1.204873086E-3	1.157371560E-3	1.224098145E-3	1.366759418E-3	1.445420319E-3	1.415228820E-3	1.388944802E-3	1.267985324E-3	1.009339234E-3	8.808193379E-4	1.074398286E-3	1.361628179E-3	1.373473089E-3	1.247037901E-3	1.261183526E-3	1.265579253E-3	1.100011752E-3	9.284211555E-4	9.514880949E-4	1.036504284E-3	1.046235557E-3	1.136007952E-3	1.276608789E-3	1.320161158E-3	1.352660707E-3	1.381493406E-3	1.254056813E-3	1.042808406E-3
