8.601417649E-4	8.746650419E-4	9.424759191E-4	8.888639859E-4	7.255151286E-4	5.777538754E-4	7.926654653E-4	1.263083424E-3	1.430044300E-3	1.386921387E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.172142918E-3	1.462693210E-3	1.509966562E-3	1.522002509E-3	1.608376275E-3	1.531767775E-3	1.340097282E-3	1.295641763E-3	1.270099194E-3	1.046606223E-3	8.806181722E-4	9.786448209E-4	1.079945825E-3	1.156990882E-3	1.381283859E-3	1.468658913E-3	1.263948041E-3	1.043565455E-3	9.035087423E-4	7.447162061E-4	6.274049520E-4	8.069203468E-4	1.267459360E-3	1.540470868E-3	1.493712189E-3	1.508409972E-3	1.553097623E-3	1.410467317E-3	1.348010032E-3	1.407113159E-3	1.357681234E-3	1.379489782E-3	1.574383117E-3	1.714749262E-3	1.770174480E-3	1.692280988E-3
9.170612902E-4	1.131552970E-3	1.421043300E-3	1.393896062E-3	1.180745778E-3	1.084600575E-3	1.275960472E-3	1.591314911E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.823304135E-4	1.156564686E-3	1.395469182E-3	1.395351836E-3	1.323455712E-3	1.371012186E-3	1.424066606E-3	1.427886076E-3	1.522527891E-3	1.596341142E-3	1.373167965E-3	1.127575990E-3	1.171688898E-3	1.231744187E-3	1.249593566E-3	1.464180532E-3	1.635766472E-3	1.482778578E-3	1.206394751E-3	9.628200787E-4	6.998305325E-4	5.656179274E-4	8.128231857E-4	1.309754909E-3	1.552811242E-3	1.441429486E-3	1.425911556E-3	1.489816583E-3	1.347295125E-3	1.216436853E-3	1.189252129E-3	1.152505516E-3	1.234413241E-3	1.437701634E-3	1.618235605E-3	1.773947268E-3	1.748058363E-3
7.736417465E-4	1.121256151E-3	1.580487704E-3	1.661829068E-3	1.604567515E-3	1.679184730E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.240504207E-3	1.151597826E-3	1.025856473E-3	1.034667133E-3	1.246731263E-3	NaN	NaN	NaN	NaN	1.579208532E-3	1.669757185E-3	1.713668113E-3	1.507704263E-3	1.168056391E-3	1.037637820E-3	9.733270854E-4	9.338770178E-4	1.215883298E-3	1.579265692E-3	1.530053560E-3	1.202295069E-3	9.736658540E-4	8.538662223E-4	7.800794556E-4	8.825042169E-4	1.173356432E-3	1.318861847E-3	1.188098337E-3	1.165431109E-3	1.248618239E-3	1.099222223E-3	8.489580941E-4	6.839047419E-4	6.357653183E-4	7.912534056E-4	1.090774313E-3	1.390162040E-3	1.649658661E-3	1.712349360E-3
5.392479943E-4	8.886151481E-4	1.392862061E-3	1.603956800E-3	1.809178386E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.111239078E-3	1.157348277E-3	1.262021484E-3	1.140810899E-3	9.775821818E-4	1.106557786E-3	1.308171544E-3	NaN	NaN	NaN	NaN	1.631024992E-3	1.628481899E-3	1.539571793E-3	1.212358475E-3	9.281900129E-4	7.350090309E-4	6.180905621E-4	8.916261722E-4	1.373458188E-3	1.433399273E-3	1.096965862E-3	9.277258068E-4	1.018268289E-3	1.045275596E-3	1.004210906E-3	1.134947175E-3	1.275352319E-3	1.162144472E-3	1.060043811E-3	1.056733541E-3	8.412346360E-4	4.898078623E-4	2.849870070E-4	2.923489083E-4	5.143634626E-4	9.154141881E-4	1.320363255E-3	1.605248777E-3	1.687882701E-3
5.350904539E-4	7.235305384E-4	1.060978509E-3	1.226723776E-3	1.511371462E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.067740757E-4	1.075781649E-3	1.340096584E-3	1.278775744E-3	1.018934767E-3	9.909368819E-4	1.082336414E-3	1.192263560E-3	NaN	NaN	NaN	1.394534484E-3	1.405707211E-3	1.508940826E-3	1.304812497E-3	9.635051829E-4	7.084539975E-4	5.293858703E-4	6.848970079E-4	1.150344266E-3	1.355076209E-3	1.150758471E-3	1.024347497E-3	1.148147509E-3	1.208673930E-3	1.139897271E-3	1.230773632E-3	1.404773328E-3	1.312657609E-3	1.117265783E-3	1.019381802E-3	7.754774997E-4	3.950368846E-4	2.248661476E-4	3.136981977E-4	5.415374762E-4	9.028509958E-4	1.249322668E-3	1.456679660E-3	1.489864546E-3
6.902088062E-4	6.815028028E-4	8.142784936E-4	8.831132436E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.548928308E-4	8.155440446E-4	1.024553552E-3	1.356997294E-3	1.383218914E-3	1.141334069E-3	1.031670487E-3	1.026594662E-3	1.089208061E-3	1.205115113E-3	1.303364057E-3	1.312823966E-3	1.187812304E-3	1.241706312E-3	1.436116989E-3	1.280838507E-3	9.174756706E-4	7.312204107E-4	6.758075324E-4	7.740026922E-4	1.084676478E-3	1.296335366E-3	1.236901386E-3	1.174518489E-3	1.262671431E-3	1.326229773E-3	1.235016505E-3	1.210727729E-3	1.345211873E-3	1.326297643E-3	1.124705770E-3	9.392172797E-4	6.761819241E-4	3.476183338E-4	2.571584482E-4	3.940943279E-4	5.984543823E-4	8.911790210E-4	1.128222677E-3	1.244510524E-3	1.231816132E-3
8.511519409E-4	7.495837053E-4	7.925614482E-4	8.550544735E-4	1.034576329E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.032536966E-3	8.686488145E-4	9.965435602E-4	1.331386040E-3	1.490629744E-3	1.357020694E-3	1.215716125E-3	1.162066008E-3	1.209264738E-3	1.296311966E-3	1.286000945E-3	1.185848028E-3	1.118224696E-3	1.250659465E-3	1.417034538E-3	1.236776821E-3	8.707591915E-4	7.511306903E-4	8.327718824E-4	9.588864050E-4	1.154624159E-3	1.262416365E-3	1.198617276E-3	1.159284147E-3	1.250238041E-3	1.324931975E-3	1.180471503E-3	1.033973647E-3	1.144856564E-3	1.230768976E-3	1.073836698E-3	8.143045707E-4	5.520356353E-4	3.731708857E-4	4.011828569E-4	5.067007733E-4	6.285099080E-4	8.750688285E-4	1.072512241E-3	1.160645974E-3	1.131946221E-3
1.041993266E-3	9.096151334E-4	8.594257524E-4	8.906724397E-4	1.024972065E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.241033780E-3	9.430081700E-4	8.869999438E-4	1.188894035E-3	1.529698027E-3	1.554981922E-3	1.351019600E-3	1.190217561E-3	1.217538374E-3	1.294062939E-3	1.215317287E-3	1.096155378E-3	1.146976836E-3	1.319717267E-3	1.404857263E-3	1.249549678E-3	9.945138590E-4	9.078596486E-4	9.247349226E-4	1.014630194E-3	1.241990831E-3	1.317224349E-3	1.150019816E-3	1.050502062E-3	1.132505829E-3	1.181205153E-3	1.001194003E-3	8.616099367E-4	9.880072903E-4	1.098977635E-3	1.011201646E-3	8.177607669E-4	6.638493505E-4	6.785142468E-4	8.416525088E-4	9.490169468E-4	9.752163896E-4	1.057122950E-3	1.114717568E-3	1.122586778E-3	1.025877893E-3
1.185822301E-3	1.081670052E-3	9.287757566E-4	8.669553208E-4	9.739988600E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.404072973E-3	1.406234107E-3	1.095263404E-3	8.557257243E-4	1.015408779E-3	1.407338656E-3	1.581651508E-3	1.394144259E-3	1.142926165E-3	1.105306786E-3	1.159680658E-3	1.093109953E-3	1.047166064E-3	1.183496905E-3	1.332270098E-3	1.349117374E-3	1.236750162E-3	1.134147868E-3	1.129422802E-3	1.043974189E-3	1.050086110E-3	1.299192198E-3	1.334173372E-3	1.098399633E-3	1.010937034E-3	1.089925645E-3	1.029406791E-3	7.734778919E-4	6.872695521E-4	8.549321792E-4	9.766690200E-4	9.807007154E-4	9.244802641E-4	9.141053888E-4	1.065479591E-3	1.329380437E-3	1.550767454E-3	1.577043440E-3	1.373685314E-3	1.078680274E-3	8.937490056E-4	7.406121586E-4
1.337612746E-3	1.329612220E-3	1.112613827E-3	9.119878523E-4	9.816358797E-4	1.342518604E-3	NaN	NaN	NaN	NaN	NaN	8.972211508E-4	1.254615490E-3	1.463185530E-3	1.305885147E-3	1.044423319E-3	1.002933481E-3	1.210896764E-3	1.416565268E-3	1.360624912E-3	1.142628607E-3	1.038010581E-3	1.031853259E-3	9.624637314E-4	9.507675422E-4	1.106655574E-3	1.240554033E-3	1.262382953E-3	1.188563532E-3	1.153331948E-3	1.224624459E-3	1.178879291E-3	1.201713341E-3	1.363968826E-3	1.216393779E-3	9.425516473E-4	9.889437351E-4	1.117017120E-3	9.080166928E-4	5.148461205E-4	4.636398226E-4	7.353737601E-4	9.381278651E-4	1.008227584E-3	1.026162296E-3	1.104553114E-3	1.275559538E-3	1.479912549E-3	1.723106485E-3	1.785714179E-3	1.407054602E-3	8.458119119E-4	5.675169523E-4	5.196196144E-4
