8.677427541E-4	6.568938261E-4	5.973496591E-4	9.096637368E-4	1.307129394E-3	1.406561933E-3	1.287274761E-3	1.212928328E-3	1.258798758E-3	1.296004630E-3	1.265721279E-3	1.277351403E-3	1.262423932E-3	1.066281460E-3	8.696779842E-4	9.460251313E-4	1.215450233E-3	1.386639313E-3	1.282964018E-3	1.071806648E-3	1.050155726E-3	1.073298627E-3	8.826003177E-4	7.418765454E-4	9.080760065E-4	1.156346872E-3	1.339091570E-3	1.413188060E-3	NaN	NaN	NaN	NaN	1.635118504E-3	1.628829748E-3	1.548510045E-3	1.357970759E-3	1.133188489E-3	1.010572421E-3	8.977446123E-4	8.049921598E-4	9.309995221E-4	1.162060769E-3	1.227588509E-3	9.618639015E-4	5.542563158E-4	5.064001307E-4	9.110379033E-4	1.260386198E-3	1.199705061E-3	9.831020143E-4	9.016340482E-4	8.609186043E-4	7.864634972E-4	7.929546991E-4	9.252167656E-4	1.128405682E-3	1.238838304E-3	1.188631402E-3	1.221138984E-3	1.468881732E-3	NaN	NaN	NaN	NaN	NaN	1.676385640E-3
1.202753163E-3	8.654596750E-4	6.528169615E-4	8.937005186E-4	1.234015683E-3	1.303263009E-3	1.241751830E-3	1.298470423E-3	1.512384857E-3	1.685044495E-3	1.590859145E-3	1.363539137E-3	1.259737532E-3	1.209279173E-3	1.146211405E-3	1.200204599E-3	1.309160260E-3	1.289017848E-3	1.170920674E-3	1.112819300E-3	1.156994374E-3	1.194705255E-3	1.086556236E-3	9.295401978E-4	9.745972347E-4	1.208635163E-3	1.474169199E-3	1.576046692E-3	1.452288823E-3	NaN	1.577130868E-3	1.603332232E-3	1.527131768E-3	1.444623922E-3	1.405064366E-3	1.435427810E-3	1.420969144E-3	1.317204675E-3	1.230273745E-3	1.260121353E-3	1.279453514E-3	1.132357516E-3	9.724954143E-4	8.045678260E-4	5.474996869E-4	5.531736533E-4	9.654063033E-4	1.276303898E-3	1.143098227E-3	8.483493002E-4	7.325433544E-4	7.934999885E-4	8.469210006E-4	7.941714721E-4	7.970443694E-4	1.046517049E-3	1.264877152E-3	1.168464543E-3	1.119677559E-3	1.360152266E-3	1.603151322E-3	NaN	NaN	NaN	NaN	1.736803446E-3
1.347745303E-3	9.504444315E-4	6.760878605E-4	8.524652221E-4	1.122467103E-3	1.182939508E-3	1.177233062E-3	NaN	NaN	NaN	1.745491172E-3	1.444442198E-3	1.283035148E-3	1.354020787E-3	1.455841120E-3	1.549792360E-3	1.537995413E-3	1.338446280E-3	1.199067570E-3	1.283612102E-3	1.383161056E-3	1.380579197E-3	1.292708097E-3	1.133706071E-3	1.093563274E-3	1.298104879E-3	1.562982681E-3	1.559997210E-3	1.314329798E-3	1.256137039E-3	1.394602587E-3	1.395981526E-3	1.271770336E-3	1.162591041E-3	1.153436606E-3	1.278535696E-3	1.363242161E-3	1.283751219E-3	1.234823605E-3	1.367812860E-3	1.385967247E-3	1.081619179E-3	8.586099138E-4	8.853773470E-4	8.609734941E-4	8.713254356E-4	1.095211483E-3	1.265265862E-3	1.179191167E-3	1.009143656E-3	9.312407929E-4	9.565780056E-4	9.725239943E-4	8.360631764E-4	7.020748453E-4	8.639693842E-4	1.079549780E-3	9.785876609E-4	9.124076460E-4	1.166644040E-3	1.366307610E-3	NaN	NaN	NaN	1.467626542E-3	1.595242880E-3
1.257162658E-3	9.802815039E-4	8.370900759E-4	1.019066200E-3	1.226752182E-3	NaN	NaN	NaN	NaN	NaN	NaN	1.450127107E-3	1.253726892E-3	1.292624162E-3	1.447715447E-3	1.617909758E-3	1.675435808E-3	1.530345762E-3	1.385444077E-3	1.407470554E-3	1.455807011E-3	1.441485016E-3	1.391819096E-3	1.274772920E-3	1.187129412E-3	1.325263875E-3	1.545763691E-3	1.430470613E-3	1.101682661E-3	1.107807271E-3	1.306026708E-3	1.210679184E-3	9.620394558E-4	8.637092542E-4	9.239793872E-4	1.050644787E-3	1.101470785E-3	1.030659419E-3	9.884773754E-4	1.087668119E-3	1.143561676E-3	9.607232641E-4	8.608053904E-4	1.072080922E-3	1.262255129E-3	1.293340931E-3	1.308830571E-3	1.311773085E-3	1.284270780E-3	1.270056935E-3	1.210158924E-3	1.093121013E-3	1.024944708E-3	9.270849987E-4	7.622354897E-4	7.398686721E-4	7.946668193E-4	6.698532379E-4	6.486581988E-4	9.616885218E-4	1.154043828E-3	1.147526316E-3	1.238185796E-3	1.239904319E-3	1.143288566E-3	1.207625959E-3
1.184005523E-3	1.122081419E-3	1.172584598E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.078178990E-3	1.043874770E-3	1.196254045E-3	1.391817234E-3	1.501310151E-3	1.462596469E-3	1.334269298E-3	1.231877017E-3	1.241707243E-3	1.343295211E-3	1.431884710E-3	1.381262322E-3	1.204867614E-3	1.176030957E-3	1.324982266E-3	1.256443327E-3	1.019132207E-3	1.091648592E-3	1.270119217E-3	1.054455526E-3	7.074265159E-4	6.440348807E-4	7.900501369E-4	9.482326568E-4	9.981832700E-4	9.754176717E-4	9.927785723E-4	1.058005961E-3	1.089576632E-3	9.750226745E-4	9.098972077E-4	1.154432888E-3	1.475045225E-3	1.569229527E-3	1.488909591E-3	1.428100048E-3	1.443860237E-3	1.450437470E-3	1.312208129E-3	1.091216342E-3	1.038381713E-3	1.053675427E-3	9.338081582E-4	8.093171637E-4	7.338349242E-4	5.906823208E-4	5.909219617E-4	8.972726064E-4	1.095984946E-3	1.111310790E-3	1.185598550E-3	1.089187106E-3	8.584344760E-4	8.347147959E-4
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.992086514E-4	8.622516762E-4	9.952015243E-4	1.129219658E-3	1.193021657E-3	1.223353087E-3	1.179109444E-3	1.045776764E-3	1.030514948E-3	1.204779139E-3	1.376312575E-3	1.371843624E-3	1.187699381E-3	1.049679471E-3	1.073043444E-3	1.065982040E-3	1.011941582E-3	1.133617945E-3	1.249955618E-3	1.013386762E-3	6.782246637E-4	5.956408568E-4	7.151870523E-4	9.467452182E-4	1.125319628E-3	1.139197382E-3	1.160928048E-3	1.259611221E-3	1.291738823E-3	1.143500325E-3	9.940541349E-4	1.143880538E-3	1.461643027E-3	1.557147130E-3	1.434714184E-3	1.425541355E-3	1.543701161E-3	1.559771597E-3	1.373959822E-3	1.124177477E-3	1.067461097E-3	1.107013784E-3	1.061082585E-3	9.752596379E-4	8.488456369E-4	6.934338016E-4	7.004285580E-4	1.002480858E-3	1.307555242E-3	1.392576145E-3	1.342078322E-3	1.134532853E-3	8.821248193E-4	7.902723737E-4
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.088691643E-3	9.089034284E-4	8.883464616E-4	9.455676773E-4	9.474258404E-4	9.472520323E-4	1.041159849E-3	1.126268413E-3	1.080459100E-3	1.072573010E-3	1.216544770E-3	1.327243051E-3	1.283688704E-3	1.189100207E-3	1.130662160E-3	1.071005012E-3	1.022832002E-3	1.057091635E-3	1.180974999E-3	1.246677828E-3	1.108866767E-3	8.973567165E-4	7.392467232E-4	6.912771496E-4	9.399487753E-4	1.276618568E-3	1.279036398E-3	1.155646751E-3	1.221130136E-3	1.289250213E-3	1.143602072E-3	9.558975580E-4	1.038039569E-3	1.313246437E-3	1.390362508E-3	1.258964650E-3	1.275762683E-3	1.410222263E-3	1.422873698E-3	1.301846351E-3	1.136585837E-3	1.055554487E-3	1.051902305E-3	1.065677381E-3	9.999729227E-4	7.784905611E-4	6.032050005E-4	6.688833819E-4	1.039951458E-3	1.517710043E-3	1.684314804E-3	1.482592896E-3	1.198420883E-3	9.817427490E-4	8.159235003E-4
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.272210153E-3	1.143083093E-3	1.133687794E-3	1.095355954E-3	9.230616270E-4	8.034002967E-4	8.543573203E-4	9.766054573E-4	1.069386606E-3	1.174964826E-3	1.317318180E-3	1.345401164E-3	1.238559606E-3	1.251878566E-3	1.381143928E-3	1.367791905E-3	1.267868094E-3	1.234543510E-3	1.206572633E-3	1.161776599E-3	1.170324627E-3	1.154007390E-3	9.667694103E-4	7.985136472E-4	1.011080341E-3	1.377005479E-3	1.359238639E-3	1.109920791E-3	1.048995764E-3	1.079983776E-3	9.818334365E-4	8.667708607E-4	9.577901801E-4	1.187037094E-3	1.266568317E-3	1.197648118E-3	1.225406770E-3	1.265857834E-3	1.177535392E-3	1.111606252E-3	1.128608361E-3	1.141546760E-3	1.118086162E-3	1.087752520E-3	9.446432232E-4	6.625814131E-4	5.330325221E-4	6.454969989E-4	9.421889554E-4	1.364047173E-3	1.567171072E-3	1.392807579E-3	1.129763434E-3	8.971719071E-4	6.000027643E-4
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.363306656E-3	1.360129449E-3	1.265293104E-3	9.963067714E-4	8.013995830E-4	7.868354442E-4	8.538048132E-4	9.783329442E-4	1.153470250E-3	1.298935385E-3	1.261764206E-3	1.111132675E-3	1.218606485E-3	1.520689810E-3	1.610305975E-3	1.517800498E-3	1.398177235E-3	1.190082636E-3	1.053533750E-3	1.220778795E-3	1.368583762E-3	1.163812121E-3	9.772238554E-4	1.184214838E-3	1.486480120E-3	1.448244206E-3	1.168682589E-3	9.760319954E-4	8.999241400E-4	8.634086116E-4	9.185507079E-4	1.072930987E-3	1.201569685E-3	1.202320214E-3	1.167646726E-3	1.230271766E-3	1.231991686E-3	1.077755704E-3	1.032473752E-3	1.175928861E-3	1.282804180E-3	1.253911760E-3	1.174566802E-3	1.052310923E-3	8.907594602E-4	8.499810356E-4	9.081261815E-4	9.581884951E-4	1.087621553E-3	1.223234809E-3	1.155100996E-3	9.547265945E-4	7.236798410E-4	3.582794452E-4
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.394505147E-3	1.428821008E-3	1.326611266E-3	1.083981013E-3	9.451798978E-4	9.718292858E-4	1.020599040E-3	1.055500819E-3	1.117446809E-3	1.173288329E-3	1.051425119E-3	8.260619361E-4	9.464059840E-4	1.327358885E-3	1.473659999E-3	1.407589647E-3	1.315077767E-3	1.138862339E-3	1.039751107E-3	1.268660417E-3	1.452175435E-3	1.224578940E-3	1.022177748E-3	1.212731935E-3	1.477024402E-3	1.437162282E-3	1.158665633E-3	9.090661770E-4	7.715108222E-4	7.786950446E-4	9.758690139E-4	1.195521792E-3	1.257200493E-3	1.193224220E-3	1.151218428E-3	1.208356931E-3	1.194267184E-3	1.038320828E-3	9.944837075E-4	1.101806178E-3	1.150766388E-3	1.110624173E-3	1.105413307E-3	1.195937628E-3	1.287580002E-3	1.297077979E-3	1.216684817E-3	1.045579556E-3	9.083743789E-4	8.919340326E-4	8.368139970E-4	7.127961144E-4	6.249000435E-4	4.066838883E-4
