1.341866679E-3	1.536281081E-3	1.537630218E-3	1.425200142E-3	1.417882275E-3	1.447588787E-3	1.284902100E-3	1.038902672E-3	9.357015369E-4	9.344239370E-4	9.956571739E-4	1.081371913E-3	1.028282801E-3	9.044397739E-4	7.713978412E-4	4.672379873E-4	2.170690714E-4	3.602278011E-4	7.020058692E-4	8.971607313E-4	9.116728324E-4	8.391473093E-4	6.647831760E-4	4.643456778E-4	4.215826339E-4	6.071117241E-4	9.007440531E-4	1.087801298E-3
1.307918224E-3	1.428434625E-3	1.404708251E-3	1.373682055E-3	1.494324766E-3	1.612687251E-3	1.460673404E-3	1.140492386E-3	9.805676527E-4	9.937693831E-4	9.544230415E-4	8.576074615E-4	8.389086579E-4	9.255600162E-4	9.135886212E-4	6.394152297E-4	4.587000003E-4	6.318978849E-4	8.877983200E-4	1.047645696E-3	1.141100773E-3	1.084633870E-3	7.923590601E-4	4.581382382E-4	3.364659497E-4	4.575742059E-4	6.907042698E-4	9.163707728E-4
1.109298435E-3	1.102751587E-3	1.093339990E-3	1.159575535E-3	1.380779315E-3	1.536712633E-3	1.403505099E-3	1.145019196E-3	1.052514883E-3	1.105678384E-3	1.013556262E-3	7.876301534E-4	7.475111634E-4	9.417982656E-4	1.060510054E-3	9.300589445E-4	8.125682944E-4	8.919553366E-4	1.057861373E-3	1.248436631E-3	1.373995561E-3	1.233169343E-3	8.346542600E-4	5.410801969E-4	5.439512315E-4	6.497837021E-4	7.138637593E-4	8.230771637E-4
1.012767782E-3	9.494207916E-4	9.644513484E-4	1.057663234E-3	1.214777352E-3	1.237770193E-3	1.113996375E-3	1.069592545E-3	1.141870511E-3	1.225714106E-3	1.185585046E-3	1.035935245E-3	1.000025775E-3	1.110696816E-3	1.168747083E-3	1.110488200E-3	1.065393095E-3	1.117826323E-3	1.264907536E-3	1.433228143E-3	1.471053227E-3	1.241947059E-3	8.074716898E-4	5.643022014E-4	7.195590297E-4	9.478245047E-4	9.586110245E-4	9.002297302E-4
1.121650683E-3	1.101747504E-3	1.072470099E-3	1.037393464E-3	9.828355396E-4	8.150630165E-4	7.310993969E-4	9.140012553E-4	1.099174493E-3	1.143121743E-3	1.144744456E-3	1.141988905E-3	1.183180604E-3	1.230478636E-3	1.170934760E-3	1.076196902E-3	1.089785248E-3	1.209987095E-3	1.373888692E-3	1.482908614E-3	1.442455454E-3	1.212745206E-3	8.253852138E-4	6.065295893E-4	8.373713354E-4	1.211865922E-3	1.271550893E-3	1.096429303E-3
1.260733115E-3	1.283750054E-3	1.110487152E-3	8.583306335E-4	6.840141723E-4	5.475782091E-4	5.682583433E-4	7.879433106E-4	8.950249176E-4	8.558382979E-4	8.771941648E-4	9.581485647E-4	1.048845355E-3	1.112114871E-3	1.079374924E-3	1.031902502E-3	1.099669840E-3	1.232139650E-3	1.369784120E-3	1.461722073E-3	1.395014115E-3	1.161953202E-3	8.408396970E-4	6.693642936E-4	8.939205436E-4	1.285568345E-3	1.401026617E-3	1.249135006E-3
1.338047558E-3	1.360919676E-3	1.050947467E-3	6.780240219E-4	5.971618812E-4	7.087822305E-4	8.229268715E-4	8.663845365E-4	7.805807982E-4	7.338948199E-4	8.483398706E-4	9.877418634E-4	1.055911300E-3	1.062278636E-3	1.043743454E-3	1.085218741E-3	1.181537751E-3	1.203500899E-3	1.228955109E-3	1.308194478E-3	1.225135755E-3	1.008150168E-3	8.441901882E-4	8.151158690E-4	9.654558962E-4	1.158138271E-3	1.233590068E-3	1.209261012E-3
1.455324120E-3	1.440196065E-3	1.093584578E-3	7.582054241E-4	8.274008869E-4	1.109419274E-3	1.184693887E-3	1.008178922E-3	8.297429886E-4	8.805011748E-4	1.064427546E-3	1.182868844E-3	1.208542031E-3	1.137726358E-3	1.046007965E-3	1.078364439E-3	1.155394828E-3	1.078990288E-3	1.009888016E-3	1.071461244E-3	9.987517260E-4	8.359927451E-4	8.260346367E-4	9.411227074E-4	1.013559522E-3	9.378903778E-4	8.968016482E-4	1.001782250E-3
1.491821487E-3	1.381168142E-3	1.117163920E-3	9.415893583E-4	1.099755638E-3	1.378872897E-3	1.346862176E-3	1.071903156E-3	9.474034305E-4	1.096732682E-3	1.249379246E-3	1.269222819E-3	1.261469792E-3	1.189703005E-3	1.073630992E-3	1.052288222E-3	1.092488994E-3	1.053125598E-3	1.009337371E-3	1.037936308E-3	9.531854303E-4	7.927627885E-4	7.755499682E-4	9.032592643E-4	9.650349384E-4	8.137346595E-4	7.013905561E-4	8.142539300E-4
1.249262248E-3	1.059939153E-3	9.726588032E-4	9.804915171E-4	1.139941392E-3	1.348948339E-3	1.321433345E-3	1.136839273E-3	1.080479589E-3	1.208543777E-3	1.318054507E-3	1.323647564E-3	1.296135946E-3	1.208574278E-3	1.136246021E-3	1.132626086E-3	1.152350684E-3	1.205907902E-3	1.239066711E-3	1.195324352E-3	1.079545706E-3	9.814896621E-4	9.723381954E-4	1.002475270E-3	9.966454236E-4	9.061740129E-4	8.069313481E-4	8.163433522E-4
