1.104672905E-3	8.659370942E-4	7.132209139E-4	7.508053095E-4	9.570092079E-4	1.134161488E-3	1.060195733E-3	9.563589119E-4	1.301940065E-3	1.838109572E-3	1.924867393E-3	1.616192400E-3	1.237975666E-3	9.009433561E-4	7.167605800E-4	7.702051080E-4	9.654977475E-4	1.092973864E-3	1.236759941E-3	1.456062193E-3	1.488003880E-3	1.328163198E-3	1.093068277E-3	8.003795519E-4	6.300160312E-4	6.484256010E-4	7.159198867E-4	8.313709986E-4	1.028325874E-3	1.166910632E-3	1.186581212E-3	1.221129554E-3	1.260599587E-3	1.218552585E-3	1.162751811E-3	1.154436381E-3	NaN	1.310491469E-3	1.095626620E-3	8.248755476E-4	8.960943669E-4	1.153337653E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.078741815E-4	2.686975058E-4	2.437658113E-4	5.036458606E-4	9.358327370E-4	1.262771897E-3	1.259971294E-3	1.164729125E-3	1.437647385E-3	1.847871346E-3	1.868016901E-3	1.591257518E-3	1.341549330E-3	1.191692427E-3	1.053128508E-3	9.476360283E-4	1.001260011E-3	1.112557249E-3	1.202026266E-3	1.292501460E-3	1.324243494E-3	1.276561525E-3	1.071617822E-3	7.800111198E-4	7.209056639E-4	8.573600790E-4	8.904241840E-4	9.123918717E-4	1.096488093E-3	1.249133493E-3	1.260867575E-3	1.302739372E-3	1.368822530E-3	1.378395362E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	1.359334274E-4	6.301037502E-4	1.119032968E-3	1.361787785E-3	1.305517973E-3	1.205249922E-3	1.424003043E-3	1.743643777E-3	1.753036049E-3	1.557252486E-3	1.416635816E-3	1.339536975E-3	1.170685631E-3	9.723466355E-4	9.635822498E-4	1.063898206E-3	1.114879269E-3	1.121632056E-3	1.153531251E-3	1.173057710E-3	9.641097859E-4	6.852224469E-4	8.190932567E-4	1.177954953E-3	1.214570715E-3	1.098050969E-3	1.146335388E-3	1.181011670E-3	1.173671917E-3	1.294432674E-3	1.422584290E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	2.626840433E-4	7.923637750E-4	1.196502359E-3	1.375158085E-3	1.378327492E-3	1.332313521E-3	1.489236136E-3	1.720604603E-3	NaN	1.547745895E-3	1.392371953E-3	1.280646189E-3	1.072992221E-3	8.725669468E-4	8.762343205E-4	9.660929791E-4	1.048833830E-3	1.150443451E-3	1.236783224E-3	1.205080538E-3	9.421361610E-4	7.171710022E-4	9.604461957E-4	1.377190463E-3	1.393637620E-3	1.217825338E-3	1.165773021E-3	1.077337889E-3	1.026777783E-3	1.182892011E-3	1.343741780E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.834717690E-5	4.313946192E-5	2.354058088E-4	6.304625422E-4	1.004910679E-3	1.295455615E-3	1.457857667E-3	1.437102212E-3	1.475811005E-3	1.645802986E-3	1.707340125E-3	1.535192598E-3	1.295607188E-3	1.137398416E-3	9.403619915E-4	7.782442844E-4	8.085686131E-4	9.021506412E-4	1.059164526E-3	1.302719000E-3	1.422173809E-3	1.271001413E-3	9.490622324E-4	8.064544527E-4	1.053191023E-3	1.341003343E-3	1.286982791E-3	1.141857239E-3	1.155174337E-3	1.119170454E-3	1.027395949E-3	1.072415849E-3	1.194216777E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.615142487E-4	6.680248771E-5	NaN	2.715411247E-4	7.556737401E-4	1.257588854E-3	1.535736141E-3	1.426677103E-3	1.274845679E-3	1.383361639E-3	1.520620310E-3	1.372217783E-3	1.107386081E-3	9.938800940E-4	8.971320931E-4	8.148193010E-4	8.564993623E-4	9.090406820E-4	1.032220665E-3	1.256017014E-3	1.348505146E-3	1.172412885E-3	8.798735216E-4	8.166637272E-4	1.040695352E-3	1.191853429E-3	1.067128382E-3	9.670967120E-4	1.109651639E-3	1.200516126E-3	1.081009512E-3	1.026344486E-3	1.173844328E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.135787345E-3	1.199272927E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.257200100E-4	5.326445535E-5	NaN	NaN	4.400003236E-4	1.049052109E-3	1.444916008E-3	1.392271835E-3	1.194790355E-3	1.207649242E-3	1.267424785E-3	1.106047072E-3	9.120116010E-4	9.242662927E-4	9.906771593E-4	1.050160034E-3	1.095697051E-3	1.011960325E-3	9.630590794E-4	1.049234415E-3	1.093111350E-3	9.700680384E-4	7.655740483E-4	7.740104920E-4	1.015772810E-3	1.116486033E-3	9.240474901E-4	8.150384529E-4	1.046057208E-3	1.233070390E-3	1.136752660E-3	1.100783586E-3	1.282420475E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.090281294E-3	1.023933990E-3	1.192407450E-3	1.383042778E-3	1.465910929E-3	1.496911282E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.973467629E-4	3.960280446E-4	1.069427799E-5	NaN	2.284627262E-4	6.713874754E-4	1.098624431E-3	1.260048477E-3	1.285516191E-3	1.326523838E-3	1.265145489E-3	1.049902756E-3	8.926815935E-4	9.483363829E-4	1.105452422E-3	1.267269370E-3	1.290148590E-3	1.092765946E-3	9.839538252E-4	1.065808930E-3	1.080482383E-3	9.238611674E-4	7.272480289E-4	7.723077433E-4	1.051702769E-3	1.150679193E-3	9.000399732E-4	7.507694536E-4	1.023336546E-3	1.278866665E-3	1.245632651E-3	1.243447070E-3	1.356453984E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.259613084E-3	1.108002383E-3	1.034503570E-3	1.216883655E-3	1.439090702E-3	1.530086971E-3	1.480744337E-3	1.320247422E-3	1.091317041E-3	9.651532164E-4	1.101973234E-3	NaN	NaN	NaN	NaN
1.364834257E-3	1.035214169E-3	7.558196667E-4	5.335406750E-4	4.088346905E-4	5.460715038E-4	7.964564138E-4	9.842549916E-4	1.230584574E-3	1.470841933E-3	1.482746680E-3	1.269347849E-3	1.016840339E-3	9.312338661E-4	1.045424491E-3	1.218713704E-3	1.238163095E-3	1.087833894E-3	1.077438938E-3	1.213338459E-3	1.202606945E-3	1.003020327E-3	7.897978066E-4	8.366816328E-4	1.111663179E-3	1.197827514E-3	9.724451811E-4	8.470852626E-4	1.054228866E-3	1.220058766E-3	1.185916248E-3	1.213962329E-3	1.309099724E-3	1.390697085E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.067250036E-3	1.055608504E-3	1.048782957E-3	1.122729504E-3	1.314386842E-3	1.406287076E-3	1.400055946E-3	1.330228988E-3	1.113858423E-3	8.490505861E-4	7.528078277E-4	8.666751673E-4	9.807886090E-4	NaN	NaN	NaN
1.494927099E-3	1.475379919E-3	1.435301034E-3	1.127829542E-3	7.709750789E-4	6.727395812E-4	6.776290247E-4	7.216387894E-4	1.004644437E-3	1.384451287E-3	1.552757691E-3	1.411666279E-3	1.049943850E-3	7.904447848E-4	8.236872382E-4	9.851154173E-4	1.094308798E-3	1.128920470E-3	1.171421260E-3	1.199424849E-3	1.173413708E-3	1.080216374E-3	8.916361257E-4	8.656339487E-4	1.071249368E-3	1.147251925E-3	1.046857447E-3	1.014158712E-3	1.047741389E-3	9.923672769E-4	9.579243488E-4	1.100077410E-3	1.271471148E-3	1.392800827E-3	NaN	NaN	NaN	NaN	NaN	1.249765279E-3	1.021849574E-3	8.951679338E-4	9.209326236E-4	9.971507825E-4	1.071573584E-3	1.225806191E-3	1.349924016E-3	1.265307772E-3	1.188484370E-3	1.194535289E-3	1.052672742E-3	8.661643369E-4	8.193200338E-4	8.296308806E-4	8.375077741E-4	NaN	NaN	NaN
