8.372758166E-4	9.650675929E-4	1.303736586E-3	1.644537318E-3	1.578979194E-3	1.281559933E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.328062033E-3	1.139628235E-3	9.418214904E-4	9.408317273E-4	1.035317313E-3	1.128037577E-3	1.227183267E-3	1.195201767E-3	1.090354286E-3	9.075175039E-4	5.754315644E-4	4.329023068E-4	5.994237727E-4	7.951951702E-4	9.939451702E-4	1.185053610E-3	1.216992154E-3	1.220987528E-3	1.313308952E-3	1.378491404E-3	1.336649177E-3	1.172289951E-3	1.050921739E-3	1.073074876E-3
2.124941238E-4	4.629391478E-4	1.024121419E-3	1.567739644E-3	1.620927243E-3	1.374521758E-3	1.253465656E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.245922525E-3	1.085812110E-3	9.509731317E-4	9.469075012E-4	9.910630761E-4	1.077544177E-3	1.180391293E-3	1.108989352E-3	9.631506982E-4	8.505455335E-4	6.468666834E-4	4.858796601E-4	6.017653504E-4	8.790515130E-4	1.130468096E-3	1.261123340E-3	1.194053795E-3	1.124784234E-3	1.234246534E-3	1.371504855E-3	1.379290712E-3	1.271187095E-3	1.218659105E-3	1.241146121E-3
NaN	NaN	5.833835457E-4	1.314782188E-3	1.544868574E-3	1.427917974E-3	1.402081805E-3	1.493316144E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.168133924E-3	9.791837074E-4	9.442134178E-4	9.918119758E-4	1.095893444E-3	1.164861838E-3	1.055106288E-3	9.078339208E-4	9.053437971E-4	9.045616025E-4	7.735464606E-4	8.202316822E-4	1.109183766E-3	1.210337155E-3	1.065097284E-3	9.336844669E-4	9.467147174E-4	1.120847417E-3	1.318184542E-3	1.349590253E-3	1.262417180E-3	1.280734665E-3	1.344031072E-3
NaN	NaN	2.169444197E-4	9.370392654E-4	1.305414480E-3	1.344948192E-3	1.335978508E-3	1.388752251E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.343526063E-3	1.076844637E-3	9.763328126E-4	1.015685732E-3	1.098317327E-3	1.142904977E-3	1.100874739E-3	1.009889063E-3	9.966010693E-4	1.053542597E-3	9.927258361E-4	1.046084799E-3	1.276650117E-3	1.150605851E-3	7.455836167E-4	6.035151891E-4	7.541031227E-4	1.000416349E-3	1.214235905E-3	1.240659505E-3	1.155054895E-3	1.212191419E-3	1.338344999E-3
NaN	NaN	1.110364392E-4	6.890158984E-4	1.130064367E-3	1.263533486E-3	1.182735083E-3	1.136304694E-3	1.179689891E-3	1.241452643E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.265356666E-3	1.134994556E-3	1.112784026E-3	1.078268979E-3	1.052119071E-3	1.078876201E-3	1.062968746E-3	1.007244573E-3	1.022344339E-3	1.038265415E-3	1.135442639E-3	1.221140265E-3	9.308085428E-4	5.580897559E-4	5.903734127E-4	8.493859787E-4	1.047046972E-3	1.158962492E-3	1.118312357E-3	1.000337885E-3	1.071202103E-3	1.253863913E-3
4.659725237E-4	2.672445844E-4	4.426198138E-4	7.997267530E-4	1.167023089E-3	1.328540500E-3	1.216711942E-3	1.090253121E-3	1.121374778E-3	1.217774465E-3	1.231878879E-3	1.198046491E-3	1.163185341E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.257119584E-3	1.209794311E-3	1.116590574E-3	1.022162731E-3	1.027908060E-3	1.077843597E-3	1.099579618E-3	1.100510941E-3	1.084362855E-3	1.104876632E-3	9.936816059E-4	6.440117140E-4	5.184632610E-4	8.343046065E-4	1.115717459E-3	1.112817787E-3	1.054049935E-3	9.473662358E-4	7.836756413E-4	8.651138633E-4	1.119118882E-3
9.660860524E-4	9.350074106E-4	1.093394822E-3	1.200119383E-3	1.292111119E-3	1.402874244E-3	1.354429871E-3	1.234543393E-3	1.272475813E-3	1.376994420E-3	1.324029174E-3	1.203264925E-3	1.192773576E-3	1.182017266E-3	NaN	NaN	NaN	NaN	NaN	NaN	1.255851821E-3	1.282262499E-3	1.244973042E-3	1.148798619E-3	1.127700438E-3	1.186513458E-3	1.230017282E-3	1.187244779E-3	1.083812211E-3	9.947099024E-4	7.845560904E-4	4.782770120E-4	5.676806904E-4	1.076994464E-3	1.323615084E-3	1.119372901E-3	9.326072177E-4	8.189187502E-4	6.463244790E-4	7.105057593E-4	9.817988612E-4
1.150129247E-3	1.255291863E-3	1.484403387E-3	1.485637389E-3	1.356625115E-3	1.358341775E-3	1.343539916E-3	1.285923878E-3	1.375043415E-3	1.483660657E-3	1.383260242E-3	1.221693237E-3	1.246792264E-3	1.329949475E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.391155412E-3	1.337122987E-3	1.220902428E-3	1.249318128E-3	1.289582346E-3	1.174804755E-3	1.048154081E-3	1.018898562E-3	9.988613892E-4	8.276737644E-4	5.654400447E-4	6.765280850E-4	1.188507304E-3	1.402333612E-3	1.120601082E-3	8.661992033E-4	7.720949361E-4	6.589357508E-4	6.719619269E-4	7.994303596E-4
1.228963956E-3	1.273267437E-3	1.423265669E-3	1.461310079E-3	1.349882805E-3	1.263190992E-3	1.196443802E-3	1.218223944E-3	1.380667672E-3	1.428654185E-3	1.258370234E-3	1.115952153E-3	1.169091789E-3	1.279655728E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.407337259E-3	1.237075427E-3	1.061602496E-3	1.147756469E-3	1.184976310E-3	9.011602378E-4	7.278362755E-4	8.692939300E-4	9.896098636E-4	8.996726247E-4	6.889856304E-4	7.409133250E-4	1.163406996E-3	1.384951291E-3	1.156651648E-3	8.885993157E-4	7.889239350E-4	7.470579003E-4	7.357360446E-4	6.557012675E-4
1.306825201E-3	1.261716476E-3	1.276556519E-3	1.366574201E-3	1.327290898E-3	1.158283791E-3	1.018316834E-3	1.124060596E-3	1.381488401E-3	1.374637708E-3	1.122631133E-3	9.836175013E-4	1.008051680E-3	1.062894473E-3	1.104785712E-3	NaN	NaN	NaN	NaN	NaN	NaN	1.211152179E-3	1.066629542E-3	9.179327753E-4	9.491280653E-4	9.016753174E-4	5.523154396E-4	4.125798296E-4	6.293365732E-4	7.466887473E-4	7.047193358E-4	6.501529133E-4	7.941636723E-4	1.234859461E-3	1.512757153E-3	1.360745751E-3	1.097814995E-3	9.673075401E-4	9.567602538E-4	9.719637455E-4	7.781414315E-4
