1.096637454E-3	1.014799112E-3	1.004587975E-3	1.047418569E-3	1.027898514E-3	8.938610554E-4	7.817345904E-4	8.298594039E-4	8.826598641E-4	9.591777925E-4	1.083691255E-3	1.061773044E-3	9.519895539E-4	8.436025819E-4	7.448676042E-4	7.457000320E-4	6.875884137E-4	5.552469520E-4	6.023796741E-4	6.848254707E-4	6.098600570E-4	5.736440071E-4	6.914327387E-4	8.255362627E-4	9.352779016E-4	1.043042052E-3	1.074785017E-3	9.627836407E-4	6.927925861E-4	4.598649684E-4	4.690957430E-4
1.107926480E-3	1.055961940E-3	1.049792976E-3	1.094675041E-3	1.091076410E-3	9.033084498E-4	6.629868294E-4	6.393751246E-4	7.066627149E-4	7.491401047E-4	7.900560740E-4	7.862995262E-4	7.844269858E-4	7.599426899E-4	7.356403512E-4	7.882422651E-4	6.628037081E-4	4.257973633E-4	4.887255491E-4	6.785847945E-4	7.023238577E-4	7.186334115E-4	8.685726207E-4	1.019569114E-3	1.095446059E-3	1.117546111E-3	1.076538116E-3	1.007856918E-3	8.572592051E-4	6.378189428E-4	5.512016942E-4
8.297847817E-4	8.557813708E-4	1.005567145E-3	1.157146879E-3	1.116884523E-3	8.524354198E-4	6.131672417E-4	6.059940206E-4	6.199805648E-4	5.515999510E-4	5.327641265E-4	5.718062748E-4	5.908977473E-4	5.610644585E-4	6.233575987E-4	7.588987355E-4	6.316801882E-4	3.984315845E-4	4.493846209E-4	5.738561158E-4	5.726133822E-4	6.255879416E-4	8.292261045E-4	1.002585981E-3	1.026968937E-3	9.826711612E-4	9.294835036E-4	9.430568316E-4	9.328388842E-4	7.137578214E-4	4.522315867E-4
5.737771280E-4	6.537991576E-4	9.278645739E-4	1.115457620E-3	9.963383200E-4	7.493782323E-4	6.490537198E-4	6.998862955E-4	6.359383115E-4	4.576884385E-4	4.034743470E-4	4.834249557E-4	4.964193213E-4	4.273676604E-4	5.198874860E-4	6.758071249E-4	5.478636594E-4	3.734617203E-4	4.243253206E-4	4.375573481E-4	3.849781933E-4	4.743388563E-4	6.857900880E-4	8.186107734E-4	8.066138835E-4	7.760141161E-4	7.535770419E-4	7.886007079E-4	8.216643473E-4	6.009895005E-4	2.380994265E-4
4.136374628E-4	4.928085255E-4	7.501557120E-4	8.785763057E-4	7.366139907E-4	5.877733929E-4	5.871987087E-4	6.358307437E-4	5.500271218E-4	3.877848503E-4	3.657302004E-4	4.949800787E-4	5.625741906E-4	5.149501376E-4	5.698067253E-4	6.581039634E-4	5.168790231E-4	3.650685539E-4	3.619547933E-4	2.754071320E-4	2.272780112E-4	4.073753080E-4	6.314917118E-4	7.038121112E-4	6.872092490E-4	7.084268145E-4	6.873650709E-4	6.376795354E-4	5.857759388E-4	3.596904571E-4	5.308893742E-5
3.552421113E-4	4.951909650E-4	7.094052271E-4	7.635094807E-4	6.552240229E-4	5.771485739E-4	5.417974317E-4	5.275115254E-4	4.961097147E-4	4.472625151E-4	4.519551585E-4	5.371030420E-4	6.370447227E-4	6.812678184E-4	7.134945481E-4	7.102562813E-4	5.621496239E-4	4.166746803E-4	3.567317908E-4	2.227838559E-4	2.030674077E-4	4.592457844E-4	7.007264649E-4	7.425117656E-4	7.378871669E-4	7.800524472E-4	7.079690113E-4	5.258171004E-4	3.517658624E-4	1.186978188E-4	NaN
5.398205249E-4	7.234804798E-4	8.757513133E-4	8.703846834E-4	8.053636411E-4	7.526773261E-4	6.441309233E-4	5.718746106E-4	5.854045157E-4	6.127894740E-4	6.324547576E-4	6.615431630E-4	7.253795629E-4	7.974583423E-4	8.211228997E-4	7.751733065E-4	6.304132985E-4	4.953226889E-4	4.500410287E-4	3.288214502E-4	2.549508645E-4	4.524237884E-4	6.901494926E-4	7.300385623E-4	6.874401588E-4	6.941684405E-4	6.118236342E-4	4.081721709E-4	2.520141134E-4	1.158713349E-4	NaN
7.337761344E-4	8.534712251E-4	8.731943672E-4	8.161793812E-4	8.071864140E-4	8.124518208E-4	7.368628867E-4	6.895940169E-4	6.814271328E-4	6.519978051E-4	7.061645156E-4	8.252728730E-4	8.402815438E-4	7.316598785E-4	6.410210044E-4	6.758056115E-4	6.928280345E-4	6.104530767E-4	5.575426039E-4	4.140163364E-4	1.961111411E-4	2.339482307E-4	4.613393976E-4	5.196760176E-4	3.908462822E-4	3.352624481E-4	3.395746753E-4	2.997194242E-4	3.288514854E-4	3.514370183E-4	2.483722637E-4
6.793159409E-4	7.498560590E-4	6.561678601E-4	5.531031056E-4	6.128285313E-4	7.176099462E-4	7.098653005E-4	6.942882901E-4	6.518911105E-4	5.563798477E-4	6.788719329E-4	9.679049836E-4	9.689349681E-4	5.866124993E-4	2.592923120E-4	3.898338182E-4	6.862711743E-4	6.918737199E-4	5.579312565E-4	3.845797910E-4	1.273013331E-4	7.102677046E-5	2.610931406E-4	3.099792229E-4	1.094550680E-4	NaN	6.426607433E-5	1.641416748E-4	3.040317679E-4	3.813724034E-4	3.215923207E-4
5.014301860E-4	6.232603337E-4	5.547017790E-4	4.369864764E-4	5.229951930E-4	6.724884151E-4	6.402941071E-4	5.806447589E-4	5.537874531E-4	5.149894278E-4	6.886332994E-4	1.012615743E-3	1.029764884E-3	5.819192156E-4	1.137516374E-4	2.141009172E-4	6.291568279E-4	6.677972269E-4	4.600366810E-4	3.413463710E-4	2.306976967E-4	2.027923911E-4	3.272841568E-4	3.395681269E-4	1.208253598E-4	NaN	NaN	1.808053639E-5	1.334338158E-4	2.521539573E-4	3.438139684E-4
