3.872656962E-4	3.883733880E-4	4.042784276E-4	3.156197490E-4	1.858317264E-4	2.509395999E-4	4.288393247E-4	4.114528419E-4	3.000109864E-4	2.877781226E-4	2.970878268E-4	3.833783849E-4	6.261905073E-4	7.701106369E-4	7.100818912E-4	6.579574547E-4	6.847381010E-4	8.178169955E-4	9.403908625E-4	8.391828160E-4	7.829768001E-4	9.592272690E-4	9.895259282E-4	8.020385867E-4	6.781406701E-4	6.151773850E-4	5.794445751E-4	6.169215194E-4	7.631265325E-4	1.021652366E-3	1.131821075E-3	1.074017375E-3	1.156915328E-3
3.290392342E-4	3.619789204E-4	4.414506839E-4	3.248348075E-4	NaN	NaN	NaN	2.471100306E-4	2.526532335E-4	3.259702062E-4	3.212264273E-4	3.575992014E-4	5.533413496E-4	6.510807434E-4	5.561563885E-4	4.557089705E-4	4.963995889E-4	7.583635743E-4	1.022776938E-3	1.031122869E-3	1.021294622E-3	1.117804204E-3	1.013519010E-3	7.066891994E-4	4.817487497E-4	4.378635203E-4	4.906608374E-4	5.034038331E-4	5.820647930E-4	8.804398822E-4	1.137008308E-3	1.193158096E-3	1.248909743E-3
4.197996168E-4	3.777066013E-4	4.119879159E-4	3.199487983E-4	NaN	NaN	NaN	NaN	2.326034592E-4	4.332278622E-4	4.556597269E-4	3.908013750E-4	4.749003856E-4	5.806491827E-4	5.635821144E-4	4.667057365E-4	4.696621327E-4	7.291734219E-4	1.042140531E-3	1.140550943E-3	1.143973554E-3	1.185389119E-3	1.088224235E-3	7.575495983E-4	4.067811533E-4	3.118189343E-4	4.367755319E-4	5.217248690E-4	5.854483461E-4	7.870442350E-4	1.029764651E-3	1.185123809E-3	1.257161028E-3
3.776209778E-4	3.375747765E-4	3.494639532E-4	2.895354410E-4	NaN	NaN	NaN	NaN	3.095993015E-4	5.017091171E-4	5.170120858E-4	3.848146007E-4	4.081084335E-4	5.527485628E-4	6.322420668E-4	5.929850158E-4	5.694240099E-4	7.033328293E-4	9.030629881E-4	1.020330586E-3	1.077434863E-3	1.168901799E-3	1.195769408E-3	9.905411862E-4	6.654927856E-4	4.885504604E-4	4.896493047E-4	5.498488317E-4	6.523223710E-4	7.765072514E-4	8.806232363E-4	9.997101733E-4	1.117811655E-3
2.608379000E-4	3.007607302E-4	3.144582734E-4	2.477587841E-4	1.513851748E-4	NaN	NaN	3.626485122E-4	3.993673017E-4	4.562650865E-4	3.947251535E-4	2.498823451E-4	3.344865399E-4	5.810051225E-4	7.469686097E-4	7.668592734E-4	7.467417163E-4	7.835143479E-4	8.573964005E-4	9.353820351E-4	1.039289986E-3	1.199392369E-3	1.267161686E-3	1.093770145E-3	8.269517566E-4	6.373686483E-4	4.924570676E-4	4.379040038E-4	5.857959040E-4	8.062623092E-4	9.071914246E-4	9.714812622E-4	1.106125885E-3
3.715142084E-4	4.286072799E-4	4.060038191E-4	2.904770663E-4	1.040134885E-4	2.280540320E-5	2.382917301E-4	4.354213015E-4	3.799912811E-4	2.682757331E-4	1.071918887E-4	3.132544225E-5	2.984429011E-4	6.957511650E-4	8.968610200E-4	8.720220649E-4	8.057524101E-4	8.336562314E-4	9.141263436E-4	9.839691920E-4	1.106131589E-3	1.280688448E-3	1.253628754E-3	9.639274795E-4	7.240735576E-4	6.477157003E-4	5.431363825E-4	4.457163741E-4	5.993372761E-4	9.029689827E-4	1.040596282E-3	1.066085417E-3	1.155945240E-3
5.922942655E-4	5.801026127E-4	5.502350396E-4	4.511861771E-4	2.096803946E-4	8.109918417E-5	3.092635307E-4	5.118743284E-4	4.156416690E-4	2.236056898E-4	4.169228123E-5	4.193507266E-5	3.706048010E-4	7.500687498E-4	8.629019721E-4	7.566907443E-4	7.003878709E-4	8.086760063E-4	9.375911322E-4	9.749493329E-4	1.057277084E-3	1.186311827E-3	1.069958904E-3	7.776217535E-4	6.739071105E-4	7.239272236E-4	6.613229052E-4	5.565421307E-4	6.832265644E-4	9.198965854E-4	9.673568420E-4	9.093878325E-4	8.887999575E-4
6.669068825E-4	6.290489691E-4	6.520369207E-4	6.353830686E-4	4.285913601E-4	3.030033549E-4	4.908042029E-4	6.480861921E-4	5.397842033E-4	3.708070435E-4	2.732751891E-4	2.865318675E-4	4.627241869E-4	6.701789098E-4	6.990203401E-4	6.194869056E-4	6.574604195E-4	8.136236575E-4	8.978699916E-4	8.499896503E-4	8.723959327E-4	9.668059647E-4	8.578311536E-4	6.730052992E-4	6.814670633E-4	7.341977325E-4	6.553616258E-4	5.799467326E-4	6.869245553E-4	8.031550678E-4	7.323645987E-4	5.688708043E-4	3.850841022E-4
6.750653847E-4	6.310038152E-4	6.161879865E-4	6.145177758E-4	4.841164919E-4	4.085943219E-4	5.490405019E-4	6.639473722E-4	5.782732624E-4	4.719872959E-4	4.614345380E-4	4.559259687E-4	5.002540420E-4	6.357401726E-4	6.876098923E-4	6.436327239E-4	6.397319958E-4	6.834973465E-4	7.072235458E-4	6.883527385E-4	7.494321908E-4	8.764771046E-4	8.549792110E-4	7.481865468E-4	6.950751413E-4	6.322312402E-4	5.489438190E-4	5.245074281E-4	5.996430409E-4	6.422493607E-4	5.491707707E-4	3.389488265E-4	5.410102676E-5
8.146787295E-4	6.934602861E-4	5.287834792E-4	4.710040521E-4	4.202231939E-4	4.005488299E-4	4.853635619E-4	5.573238595E-4	5.323518417E-4	5.269627436E-4	5.751012941E-4	5.572564551E-4	5.682219053E-4	7.006373489E-4	7.720809081E-4	7.269587950E-4	6.349636824E-4	5.445208517E-4	5.206378410E-4	5.625984049E-4	6.776453811E-4	8.196404669E-4	8.642484318E-4	8.127254550E-4	6.946644280E-4	5.387560814E-4	4.246688914E-4	3.755172074E-4	3.861222067E-4	4.054724413E-4	3.541096521E-4	1.672603685E-4	NaN
