7.378257578E-4	7.022488280E-4	6.169811822E-4	5.871655885E-4	5.831819726E-4	5.642728065E-4	5.347208353E-4	5.109053454E-4	6.300905952E-4	9.063531761E-4	1.067796489E-3	1.057022600E-3	1.047389465E-3	1.062172232E-3	9.778366657E-4	7.567948196E-4	5.679374444E-4	5.037708324E-4	5.153078237E-4	6.118252059E-4	7.453967701E-4	8.428448346E-4	1.004365855E-3	1.226289896E-3	1.215970493E-3	9.514151025E-4	8.313843282E-4	9.635800379E-4	1.068630256E-3	1.096264459E-3	1.107619377E-3	1.038515358E-3
8.175529074E-4	6.874880637E-4	6.424554740E-4	6.246609264E-4	5.047635059E-4	3.918598231E-4	3.725384886E-4	4.272651277E-4	5.858808290E-4	8.316269959E-4	1.023758785E-3	1.082536997E-3	1.074297703E-3	1.115771011E-3	1.077759662E-3	7.843543426E-4	4.671266361E-4	3.403151932E-4	3.855237737E-4	5.838121288E-4	7.692367653E-4	8.709646063E-4	1.050280989E-3	1.203779713E-3	1.068460289E-3	7.470054552E-4	6.015026011E-4	7.351374952E-4	9.018947603E-4	9.704884142E-4	9.748506127E-4	9.595692391E-4
8.596351254E-4	6.796935922E-4	6.188215921E-4	5.946112215E-4	4.910572316E-4	3.988232638E-4	3.720295499E-4	4.370739334E-4	6.113540148E-4	7.867254899E-4	8.796608890E-4	9.294127813E-4	9.510067757E-4	1.006775070E-3	1.014895155E-3	7.814680575E-4	4.944486427E-4	3.754804493E-4	3.951839753E-4	5.171605153E-4	6.152899587E-4	6.912658573E-4	8.573941304E-4	9.431467042E-4	8.111051284E-4	5.869772867E-4	4.717817646E-4	5.837091012E-4	7.667336613E-4	8.367803530E-4	8.182580932E-4	7.899926277E-4
7.454165607E-4	6.141442573E-4	5.664586788E-4	5.793793243E-4	5.892621120E-4	5.801670486E-4	5.327550462E-4	5.220929743E-4	6.162251811E-4	6.656558253E-4	6.161315250E-4	6.745035644E-4	8.119606064E-4	8.969896007E-4	9.237804334E-4	8.250308456E-4	6.719520898E-4	5.778637133E-4	5.213159020E-4	4.831563565E-4	4.184795544E-4	3.970954567E-4	4.985816777E-4	5.966699682E-4	6.069384399E-4	5.185387563E-4	4.078724596E-4	4.731660301E-4	6.632340956E-4	7.629782776E-4	7.657036767E-4	7.359090378E-4
5.576292751E-4	4.901543143E-4	4.791171232E-4	5.194116966E-4	5.493913777E-4	5.675008870E-4	5.667843507E-4	5.474537029E-4	5.625634221E-4	5.127497716E-4	3.806830209E-4	4.331548116E-4	6.340602413E-4	7.861028425E-4	9.045918123E-4	9.465662879E-4	8.738369215E-4	7.458245964E-4	6.280282396E-4	5.262342165E-4	3.837171826E-4	2.698748140E-4	2.918950631E-4	4.253069346E-4	5.359357456E-4	4.651544732E-4	2.849586308E-4	2.640398161E-4	4.311196099E-4	5.845811102E-4	6.766956067E-4	7.484623347E-4
4.602313566E-4	4.452726571E-4	4.001591878E-4	3.638879862E-4	3.034017864E-4	2.909710747E-4	NaN	4.002200731E-4	4.213332722E-4	3.636651963E-4	2.455449139E-4	2.873761987E-4	4.643576394E-4	6.998226163E-4	9.606120293E-4	1.058865571E-3	9.418716072E-4	7.312442176E-4	5.681195180E-4	4.923719098E-4	4.099780344E-4	2.997059200E-4	2.784924873E-4	4.051421420E-4	5.061897100E-4	4.495574394E-4	3.158530744E-4	2.109688066E-4	2.101354476E-4	3.100429312E-4	4.869652912E-4	7.210217882E-4
3.804193111E-4	3.855227260E-4	2.854524937E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.764381886E-4	2.619938168E-4	4.237052344E-4	6.868720520E-4	1.000903430E-3	1.094631967E-3	9.402552387E-4	6.661591469E-4	3.954499844E-4	2.853278711E-4	3.346672165E-4	3.565938678E-4	3.596458992E-4	4.497466434E-4	4.893357982E-4	5.043850979E-4	5.431458121E-4	4.172186891E-4	2.443634730E-4	2.917108068E-4	5.442058318E-4	8.626657072E-4
2.499514667E-4	1.813766285E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.141736477E-4	4.039543564E-4	6.607933319E-4	9.614790906E-4	1.096995780E-3	1.005113008E-3	7.338170544E-4	3.664057876E-4	1.507690613E-4	2.286312229E-4	3.460605803E-4	4.167394363E-4	5.422920221E-4	5.829912261E-4	6.311918260E-4	7.230325136E-4	5.838586949E-4	3.836673859E-4	4.846578231E-4	7.924116799E-4	1.055602683E-3
1.876018650E-4	3.489395749E-5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.324458328E-4	5.327534745E-4	8.982232539E-4	1.140747918E-3	1.112927916E-3	8.628036594E-4	5.317013711E-4	2.934485383E-4	2.724419173E-4	3.167232499E-4	3.923730983E-4	5.677347654E-4	6.728432490E-4	7.344714249E-4	7.684823941E-4	6.105644279E-4	4.443748039E-4	5.743681104E-4	8.571109502E-4	9.951891843E-4
2.838807704E-4	1.106706914E-4	1.671541831E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.186784841E-4	6.950351526E-4	1.070929575E-3	1.123534050E-3	9.200247587E-4	6.910094526E-4	5.330680870E-4	4.675811506E-4	4.305409384E-4	4.363425542E-4	5.359116476E-4	6.386544555E-4	7.155858329E-4	7.155048661E-4	5.818367354E-4	4.610190517E-4	5.609411746E-4	7.717590779E-4	8.209692314E-4
