3.009464126E-4	2.953951189E-4	6.193947629E-4	8.236198919E-4	7.123036194E-4	5.341672222E-4	5.624667392E-4	7.157293730E-4	7.264763117E-4	5.732533755E-4	4.055018071E-4	3.430020879E-4	3.615326132E-4	2.498174726E-4	NaN	NaN	2.069538459E-4	4.326209018E-4	5.165925832E-4	4.175787326E-4	4.515584733E-4	6.455832627E-4	6.803373108E-4	5.981263239E-4	5.596595583E-4	4.798401496E-4	3.441973240E-4	3.714626655E-4	6.467429921E-4	9.040718433E-4
2.841681126E-4	3.420374414E-4	7.698644185E-4	1.087851124E-3	1.018275274E-3	7.340912125E-4	6.167129613E-4	7.492415025E-4	8.450315217E-4	7.814992568E-4	6.122376071E-4	4.932440352E-4	5.319500342E-4	4.702458100E-4	2.197935100E-4	6.348424358E-5	1.686613396E-4	4.493970191E-4	5.638534785E-4	3.780700208E-4	2.983595477E-4	4.787557409E-4	5.830003647E-4	5.306166131E-4	5.005754647E-4	4.994115443E-4	4.348835209E-4	3.905625781E-4	5.738402251E-4	8.985785535E-4
3.086751094E-4	3.931816900E-4	8.319797926E-4	1.152326236E-3	1.157282619E-3	9.312098264E-4	7.485371898E-4	7.865387597E-4	8.944477886E-4	9.317049989E-4	8.367374539E-4	7.409031386E-4	7.755967672E-4	6.656806800E-4	3.493895638E-4	1.410918194E-4	2.059974213E-4	4.787297803E-4	6.301257527E-4	4.631007614E-4	3.347235615E-4	4.927855334E-4	6.141806371E-4	4.987321445E-4	3.918007715E-4	4.565237032E-4	5.195781123E-4	4.721106670E-4	5.542484578E-4	8.604475297E-4
4.319322761E-4	4.446375533E-4	7.119724760E-4	8.486119914E-4	8.699016762E-4	8.231436368E-4	7.412865525E-4	7.405403303E-4	8.158853743E-4	8.875619969E-4	8.621909656E-4	8.361721411E-4	8.770191344E-4	7.346785278E-4	4.210621701E-4	2.284444345E-4	2.550575300E-4	4.607623850E-4	6.298795342E-4	5.496523227E-4	4.494213499E-4	5.696963635E-4	6.654456956E-4	5.552478251E-4	4.546155396E-4	5.260338075E-4	6.138511235E-4	5.584076280E-4	5.405920092E-4	7.374050911E-4
6.332991179E-4	5.220220773E-4	5.876400392E-4	5.365454708E-4	5.270175170E-4	6.140024052E-4	6.555727450E-4	6.538669113E-4	6.794080837E-4	7.384911296E-4	7.807460497E-4	8.372081793E-4	8.577201515E-4	6.817551912E-4	4.016805324E-4	2.378196223E-4	2.250543912E-4	3.273360489E-4	4.639967810E-4	5.011223839E-4	5.129461642E-4	6.047713687E-4	6.602235371E-4	6.359254476E-4	6.069252850E-4	6.106590154E-4	6.223120727E-4	5.746451789E-4	5.401982926E-4	6.356801023E-4
9.754637722E-4	7.739262655E-4	7.294595707E-4	6.070772070E-4	6.020562141E-4	7.396113360E-4	7.649175241E-4	6.656095502E-4	6.286442513E-4	6.928369403E-4	7.963932003E-4	9.148463723E-4	9.037441923E-4	6.670027506E-4	3.536502481E-4	1.660224661E-4	1.122668109E-4	9.274340118E-5	1.613963977E-4	3.603776277E-4	5.875418428E-4	7.083975943E-4	6.922794273E-4	6.514919223E-4	5.905219004E-4	4.819295136E-4	4.151675384E-4	3.936847788E-4	4.067817063E-4	5.114789819E-4
1.367340214E-3	1.084699295E-3	9.574780124E-4	8.574078674E-4	9.591137641E-4	1.146409777E-3	1.057628891E-3	7.959809154E-4	7.133259787E-4	7.696775137E-4	8.138967678E-4	8.875161875E-4	8.815481560E-4	6.912465324E-4	3.885098267E-4	1.216274322E-4	NaN	NaN	NaN	2.186635393E-4	6.037756102E-4	7.771243691E-4	7.312867674E-4	6.220662035E-4	5.026819417E-4	3.518140293E-4	2.347577829E-4	1.671596692E-4	1.734033285E-4	3.657728375E-4
1.530611073E-3	1.267363667E-3	1.109351171E-3	1.030328451E-3	1.181352884E-3	1.377932145E-3	1.265797531E-3	1.020212541E-3	9.930519154E-4	1.005830010E-3	8.752123103E-4	8.021413814E-4	7.851588889E-4	7.156123756E-4	5.141214933E-4	1.690582285E-4	NaN	NaN	NaN	1.084459582E-4	3.717890941E-4	5.310158012E-4	5.774036399E-4	5.444230046E-4	5.201567546E-4	4.689207417E-4	3.572350834E-4	2.285862720E-4	1.905758982E-4	4.152971669E-4
1.448631403E-3	NaN	NaN	NaN	NaN	1.386188669E-3	1.357655157E-3	1.247827313E-3	1.277823700E-3	1.252911054E-3	1.047453145E-3	9.018717101E-4	8.280177717E-4	7.889767876E-4	6.741749821E-4	3.091326507E-4	NaN	NaN	2.221527211E-5	1.039326453E-4	1.066094628E-4	2.188490616E-4	4.166812869E-4	5.418123910E-4	6.216614274E-4	6.151454872E-4	5.029392778E-4	3.960449249E-4	3.742511617E-4	5.398219801E-4
NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.231116825E-3	1.253659488E-3	1.240004553E-3	1.111053745E-3	1.022852724E-3	9.502175380E-4	9.178603650E-4	8.647476789E-4	5.563633749E-4	2.439496457E-4	2.145587350E-4	2.994354872E-4	2.503543219E-4	1.151409160E-4	1.901188225E-4	4.668301553E-4	6.759875105E-4	7.110722363E-4	5.606675404E-4	3.679994261E-4	3.309645399E-4	3.963375639E-4	4.991508904E-4
NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.011634246E-3	1.078337664E-3	1.114973682E-3	1.047790516E-3	1.018946292E-3	1.026091049E-3	1.012992114E-3	9.582058410E-4	7.863615174E-4	6.285532145E-4	6.157492171E-4	6.222866359E-4	4.831445694E-4	2.717993921E-4	2.686779189E-4	5.326141254E-4	7.892270223E-4	7.942711818E-4	5.293757422E-4	2.640207240E-4	2.657196892E-4	4.030273994E-4	4.992148024E-4
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.014576526E-3	1.136718784E-3	1.108239521E-3	1.068969257E-3	1.071499079E-3	9.667951963E-4	8.283471107E-4	8.581439033E-4	9.881313890E-4	1.027660794E-3	9.412310901E-4	7.335598348E-4	4.665489832E-4	3.697728971E-4	5.547408364E-4	8.053531055E-4	8.765207021E-4	7.080585347E-4	4.924149835E-4	4.799879389E-4	5.853885668E-4	6.646555266E-4
1.392394886E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.624466184E-4	1.223991741E-3	1.299206400E-3	1.209661015E-3	1.065093675E-3	8.209807565E-4	6.635832251E-4	8.496904629E-4	1.123284339E-3	1.155243954E-3	1.055565546E-3	9.110324900E-4	6.843919982E-4	5.549453199E-4	6.413867814E-4	8.008385194E-4	9.357625386E-4	9.499546140E-4	8.188845241E-4	7.280182326E-4	7.085909019E-4	7.060241769E-4
