3.545508953E-4	4.047966213E-4	4.362114996E-4	2.444889105E-4	1.305498590E-4	3.125793592E-4	5.817056517E-4	7.938162307E-4	9.266888956E-4	8.582585142E-4	6.447792985E-4	5.191145465E-4	5.247946829E-4	6.217513583E-4	7.774077822E-4	9.626031970E-4	NaN	NaN	NaN	NaN	1.863816287E-3	1.565497951E-3	1.072605257E-3	4.502111988E-4	4.113675095E-5	NaN
4.807942023E-4	4.052571021E-4	3.281089885E-4	1.170751784E-4	6.059608495E-6	1.597755472E-4	4.738310818E-4	7.486397517E-4	8.702424821E-4	7.703528972E-4	5.480918335E-4	4.398608871E-4	4.500627983E-4	5.563520244E-4	7.717796252E-4	1.009828644E-3	1.211815164E-3	NaN	NaN	NaN	1.908219652E-3	1.676279702E-3	1.144226757E-3	4.728281638E-4	1.265348546E-4	1.404942304E-5
5.110514467E-4	3.403826558E-4	1.838625758E-4	NaN	NaN	2.646090979E-5	3.902849567E-4	7.290332578E-4	9.036241681E-4	8.827486890E-4	7.091939915E-4	6.031339290E-4	5.809619906E-4	6.154630682E-4	7.930421270E-4	1.058354741E-3	1.269152504E-3	NaN	NaN	NaN	1.822254155E-3	1.602873788E-3	1.080455841E-3	4.616017104E-4	1.874469162E-4	1.019826959E-4
5.348074483E-4	3.694150073E-4	2.397426142E-4	6.304506678E-5	5.045945272E-6	1.642183634E-4	4.725263570E-4	7.424468640E-4	9.522445034E-4	1.046824618E-3	9.059355943E-4	7.227002643E-4	6.314074271E-4	6.245573750E-4	7.761646411E-4	1.049772836E-3	1.243050559E-3	1.359889982E-3	1.562183606E-3	1.696376945E-3	1.612738706E-3	1.368430443E-3	9.500642191E-4	5.118685076E-4	2.566184266E-4	9.104933270E-5
5.592564121E-4	4.641998676E-4	3.674996260E-4	1.965118281E-4	1.978768851E-4	3.812783980E-4	5.699971225E-4	7.090882282E-4	8.967549657E-4	1.059759990E-3	9.871594375E-4	7.844980573E-4	6.558250752E-4	6.460604491E-4	7.740330184E-4	9.768677410E-4	1.060499810E-3	1.090672682E-3	1.279420918E-3	1.445144415E-3	1.374942367E-3	1.147204894E-3	8.705893997E-4	6.103849155E-4	3.620029893E-4	1.350614330E-4
4.477264883E-4	4.138960794E-4	3.374409280E-4	2.238584566E-4	2.935233933E-4	4.261497816E-4	4.943193635E-4	5.939131370E-4	7.624014397E-4	9.388715844E-4	9.961350588E-4	9.109495440E-4	8.082803688E-4	7.706820616E-4	8.206647472E-4	8.969444316E-4	8.728196844E-4	9.065825143E-4	1.146440161E-3	1.294467016E-3	1.176544698E-3	9.591735434E-4	7.675253437E-4	6.214040332E-4	4.608943127E-4	2.890946344E-4
4.166905128E-4	3.297147341E-4	2.307159011E-4	2.062087005E-4	NaN	NaN	3.080332826E-4	4.064587120E-4	5.364291137E-4	6.789386971E-4	8.276173612E-4	8.692133124E-4	8.395701880E-4	8.002361865E-4	7.812637486E-4	7.814863347E-4	7.516367477E-4	8.621679153E-4	1.148552401E-3	1.233664923E-3	1.020076335E-3	7.738000713E-4	6.220134092E-4	5.569095374E-4	4.875232407E-4	3.641725343E-4
5.466787261E-4	3.796247765E-4	2.126485779E-4	NaN	NaN	NaN	NaN	2.209159429E-4	2.938385296E-4	3.336212831E-4	4.520028306E-4	5.884905113E-4	6.943708286E-4	6.638058112E-4	5.438869703E-4	5.201844033E-4	5.813384196E-4	7.523295353E-4	1.026885817E-3	1.114468789E-3	9.155926527E-4	6.949647213E-4	5.810039002E-4	4.838429741E-4	3.324490390E-4	1.845112129E-4
5.963987787E-4	4.475447931E-4	2.659253369E-4	NaN	NaN	NaN	NaN	NaN	2.326770336E-4	1.625400037E-4	1.642971474E-4	3.616515605E-4	5.933042266E-4	5.307187093E-4	3.040757147E-4	2.844090632E-4	4.190553445E-4	5.766408285E-4	7.992555620E-4	9.478863212E-4	8.570184000E-4	7.373825065E-4	7.087863050E-4	5.319972406E-4	1.982408721E-4	NaN
4.305941402E-4	3.159934713E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.003156260E-4	1.550868765E-4	3.481654567E-4	5.910160253E-4	5.103261792E-4	2.985364990E-4	2.845569979E-4	3.481370804E-4	3.959847090E-4	5.610428052E-4	7.803242188E-4	8.173523238E-4	8.072746568E-4	8.675040444E-4	6.657891790E-4	2.026534494E-4	NaN
3.133667633E-4	1.393836137E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.229929232E-4	2.836213971E-4	4.960855003E-4	7.189376629E-4	6.572462735E-4	4.905094975E-4	4.348143120E-4	3.909360094E-4	3.655282489E-4	4.756570270E-4	6.955012796E-4	8.417016361E-4	9.181438363E-4	9.499781299E-4	6.814317894E-4	1.708264172E-4	NaN
4.958035424E-4	2.124923340E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.158808493E-4	3.537795856E-4	6.070353556E-4	8.598914137E-4	8.422643878E-4	7.015252486E-4	6.501426105E-4	6.486974889E-4	6.870744983E-4	7.503463421E-4	8.429942536E-4	9.649239364E-4	1.043996657E-3	9.484958136E-4	5.724801449E-4	1.128063668E-4	NaN
6.333892816E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.970631856E-4	2.818955982E-4	5.260893377E-4	8.098716498E-4	8.550505154E-4	7.850704715E-4	8.067386225E-4	8.795924368E-4	9.572227136E-4	9.987514932E-4	1.018415671E-3	1.079615788E-3	1.114839572E-3	9.317850345E-4	4.954880569E-4	9.736446373E-5	NaN
4.508921120E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.933491876E-4	2.224551863E-4	4.261859576E-4	6.794939400E-4	7.574192714E-4	7.607167354E-4	8.045244031E-4	8.187583880E-4	7.888349937E-4	8.283366915E-4	9.814343648E-4	1.132434118E-3	1.172148506E-3	9.943622863E-4	5.638278089E-4	1.552906615E-4	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.626362839E-4	2.768168924E-4	4.125302075E-4	5.786052789E-4	6.947551155E-4	7.869320689E-4	8.091864293E-4	7.053195732E-4	5.316160386E-4	5.702218041E-4	8.895565406E-4	1.136769773E-3	1.166447764E-3	1.030957210E-3	6.750607281E-4	2.756800095E-4	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.911630483E-4	2.669988025E-4	3.050764790E-4	3.904530604E-4	4.836865410E-4	6.738746888E-4	8.435628843E-4	8.264594362E-4	6.725005223E-4	4.901652574E-4	5.724055227E-4	9.152378771E-4	1.076030196E-3	1.013041358E-3	8.787419065E-4	5.844591651E-4	2.649329836E-4	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.572171162E-4	3.843258892E-4	2.102950239E-4	3.556203155E-4	4.722102021E-4	5.151868681E-4	6.712710601E-4	7.622771082E-4	6.872829399E-4	6.111016846E-4	5.808791611E-4	7.745103212E-4	1.071711886E-3	1.053784508E-3	8.333082660E-4	5.956576206E-4	2.762538497E-4	5.615460759E-5	NaN
NaN	NaN	NaN	NaN	NaN	NaN	6.267671124E-4	5.683620693E-4	3.135808511E-4	2.845047857E-4	5.445706774E-4	7.067814004E-4	7.082607481E-4	7.042650250E-4	6.118980818E-4	5.269882968E-4	5.887792213E-4	6.802994758E-4	9.347770829E-4	1.225591870E-3	1.123627997E-3	7.649827166E-4	4.023609217E-4	8.492437337E-5	NaN	NaN
NaN	NaN	NaN	NaN	NaN	5.021789693E-4	4.590058816E-4	3.711059690E-4	3.421119181E-4	4.983012914E-4	7.185817230E-4	8.051870391E-4	7.694200031E-4	6.496550632E-4	4.801720497E-4	4.653663782E-4	5.952031934E-4	6.544801872E-4	8.583384915E-4	1.173894387E-3	1.127568190E-3	7.552397437E-4	3.782484855E-4	1.421806373E-4	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	5.845179548E-4	4.211229971E-4	4.539066576E-4	6.499763695E-4	7.279097917E-4	6.803703145E-4	6.107521476E-4	4.897414474E-4	3.992362472E-4	4.576626816E-4	5.417100037E-4	5.110225757E-4	6.347111776E-4	9.279977530E-4	9.520762833E-4	6.555698928E-4	3.276687057E-4	1.427316311E-4	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	6.450034562E-4	4.833588901E-4	4.794056294E-4	6.088560913E-4	6.160417106E-4	5.617233692E-4	5.257498706E-4	4.703535233E-4	4.634081270E-4	4.898102488E-4	4.622009583E-4	3.760137188E-4	4.251045466E-4	6.297387881E-4	6.886724732E-4	4.792421241E-4	1.776079444E-4	1.934261672E-5	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.236761888E-4	4.522487870E-4	5.179739092E-4	5.177920684E-4	5.360684008E-4	5.589174107E-4	5.414789775E-4	5.453609629E-4	5.193842808E-4	4.384334025E-4	3.325596335E-4	2.937775280E-4	4.064945679E-4	5.302024656E-4	4.238551192E-4	1.388140954E-4	2.256300286E-5	NaN	NaN
