NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.495304940E-4	5.072775530E-4	6.206794060E-4	7.109750877E-4	4.637571692E-4	1.659518603E-4	2.013384656E-4	4.365904024E-4	6.397807156E-4	7.761009037E-4	9.289972368E-4	1.076815417E-3	1.034165150E-3	7.369001396E-4	4.367809743E-4	4.046614049E-4	4.879729240E-4
NaN	NaN	NaN	NaN	NaN	NaN	5.296494346E-4	4.885809030E-4	4.903161898E-4	7.164389244E-4	8.491900517E-4	5.306524690E-4	1.531735033E-4	2.192283573E-4	5.432080361E-4	7.460428751E-4	7.930472493E-4	9.028574568E-4	1.078141853E-3	1.075756387E-3	8.361197542E-4	5.588420318E-4	4.181056283E-4	4.150636669E-4
NaN	NaN	NaN	NaN	NaN	4.004945804E-4	4.401032347E-4	4.077062185E-4	5.161537556E-4	7.639189134E-4	8.523871657E-4	5.745603121E-4	2.887758310E-4	3.659411159E-4	6.046775379E-4	7.232783246E-4	7.542694220E-4	8.226821083E-4	8.665349451E-4	8.250958053E-4	7.594976341E-4	6.730579189E-4	5.658771261E-4	5.507417955E-4
NaN	NaN	NaN	NaN	3.778888495E-4	3.844619205E-4	3.309383465E-4	3.015772381E-4	5.080426345E-4	7.453095168E-4	7.593373884E-4	5.726590171E-4	3.996006271E-4	3.947720979E-4	4.938335042E-4	5.931936321E-4	6.955706049E-4	7.486895192E-4	6.425167667E-4	5.321412464E-4	6.005537580E-4	7.269139169E-4	8.071873453E-4	8.771874709E-4
NaN	NaN	NaN	NaN	3.294923517E-4	3.361083218E-4	2.258536697E-4	1.614864741E-4	3.850712383E-4	6.022974849E-4	5.907926825E-4	4.959467333E-4	3.820370766E-4	3.103294002E-4	3.664401884E-4	4.783804470E-4	6.063911133E-4	6.818886031E-4	5.656698486E-4	4.511670559E-4	5.554646486E-4	7.142921095E-4	8.394131437E-4	9.433450177E-4
NaN	NaN	NaN	NaN	3.181945067E-4	3.248989815E-4	2.089781192E-4	1.634463115E-4	3.385740274E-4	4.720197176E-4	4.849471152E-4	5.414440529E-4	5.481377593E-4	5.063998979E-4	5.405520205E-4	5.686020013E-4	5.986715551E-4	6.590326666E-4	6.027927739E-4	5.403106916E-4	6.340576219E-4	6.872157683E-4	6.841230206E-4	7.403952768E-4
NaN	NaN	NaN	4.043217341E-4	4.211706982E-4	3.721584508E-4	2.517177491E-4	2.616775455E-4	3.676016349E-4	3.859405988E-4	4.413775168E-4	6.809358019E-4	8.799470379E-4	9.118362796E-4	8.585499600E-4	7.469656994E-4	6.540538743E-4	6.308049778E-4	5.979706184E-4	6.224183599E-4	7.401093026E-4	7.342490717E-4	6.795488298E-4	7.213096833E-4
NaN	NaN	NaN	4.667912726E-4	4.764098849E-4	4.076447804E-4	3.106216609E-4	3.588797990E-4	4.287665361E-4	4.370189272E-4	5.642372416E-4	8.458808297E-4	1.069831895E-3	1.103200251E-3	9.684690158E-4	7.841369952E-4	6.448960630E-4	5.608173669E-4	5.542173749E-4	6.966756191E-4	8.756703464E-4	8.723482606E-4	8.498376701E-4	9.009142523E-4
NaN	NaN	4.570344754E-4	3.897411516E-4	3.895006666E-4	3.699201043E-4	3.340615658E-4	4.125820706E-4	4.973543691E-4	5.871265894E-4	8.065013681E-4	1.017678296E-3	1.078494010E-3	1.016122173E-3	8.743272047E-4	7.614698843E-4	7.100940566E-4	6.714463234E-4	7.027414977E-4	8.591863443E-4	9.752410697E-4	9.094004054E-4	8.776135510E-4	9.054765105E-4
NaN	3.702261019E-4	3.543185885E-4	2.479380637E-4	2.712376881E-4	3.121026966E-4	3.100124304E-4	4.026995157E-4	4.967868445E-4	6.037946441E-4	8.630304364E-4	1.071899896E-3	1.046978054E-3	8.966389578E-4	7.841800689E-4	8.140456630E-4	8.811016451E-4	8.668978699E-4	8.538786205E-4	8.807195118E-4	8.290059632E-4	6.928556249E-4	6.614574231E-4	6.563387578E-4
2.855003404E-4	3.378702095E-4	3.026653139E-4	2.339456114E-4	3.320881515E-4	4.150579043E-4	4.093059106E-4	4.953050520E-4	5.794991157E-4	6.309155724E-4	8.336626925E-4	1.061463612E-3	1.082081115E-3	9.372027125E-4	8.205128834E-4	8.410426090E-4	8.429127629E-4	7.379873423E-4	6.640228676E-4	6.248821737E-4	5.322596407E-4	4.374465207E-4	4.368740483E-4	4.075551697E-4
2.010369353E-4	2.998194250E-4	3.740994434E-4	4.563152906E-4	6.246161647E-4	6.741075777E-4	6.036214763E-4	6.290816236E-4	7.008415996E-4	7.323510363E-4	8.292628336E-4	9.693710017E-4	1.025860780E-3	9.616761236E-4	8.132049115E-4	6.758600357E-4	5.408108118E-4	4.268509510E-4	4.211543710E-4	4.239071277E-4	3.798260877E-4	3.517125442E-4	3.466366616E-4	3.099258174E-4
2.180581650E-4	2.756799804E-4	3.994893923E-4	6.174715818E-4	8.224829216E-4	8.070923504E-4	6.539595779E-4	5.978211993E-4	6.802874850E-4	7.583522820E-4	7.594377967E-4	7.381809410E-4	7.697365363E-4	7.931316504E-4	6.573934224E-4	4.542721726E-4	3.226801637E-4	3.099107125E-4	4.097835917E-4	4.389767128E-4	3.957269073E-4	3.835074021E-4	3.501969622E-4	2.982843434E-4
3.892671375E-4	3.213418531E-4	3.721263201E-4	6.047119969E-4	7.991359453E-4	7.827260997E-4	6.462302990E-4	5.689941463E-4	6.523752236E-4	7.309805369E-4	6.204568199E-4	4.481828946E-4	4.428482207E-4	5.379663780E-4	4.839416943E-4	3.494190460E-4	2.713732538E-4	2.913346689E-4	4.455824674E-4	5.258359015E-4	4.903646186E-4	4.695649841E-4	4.025427916E-4	2.969449852E-4
5.588170607E-4	4.668664478E-4	5.015949719E-4	6.712487084E-4	7.946193218E-4	8.234155830E-4	7.725552423E-4	6.815459928E-4	6.849316997E-4	6.781174452E-4	4.728902131E-4	2.379180078E-4	2.397202916E-4	3.844199528E-4	3.960190807E-4	3.206362890E-4	2.660012979E-4	2.924829605E-4	4.903415102E-4	6.270894082E-4	5.999456043E-4	5.756548489E-4	5.216227146E-4	3.995565930E-4
5.970713682E-4	6.247420097E-4	6.599384360E-4	7.032800349E-4	7.645058795E-4	8.431330207E-4	8.051884361E-4	6.365578156E-4	5.655707209E-4	5.501174601E-4	3.854635288E-4	2.204169286E-4	2.789616410E-4	4.262749280E-4	4.241399583E-4	3.746924922E-4	3.869111824E-4	4.662498832E-4	6.577646709E-4	7.394579006E-4	6.415221724E-4	6.149252877E-4	6.590102566E-4	6.036423147E-4
5.668472149E-4	7.030107081E-4	6.181187928E-4	5.148640485E-4	5.783955567E-4	6.732614711E-4	5.650257808E-4	3.403990995E-4	2.847585420E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.522489664E-4	6.572906277E-4	8.000116795E-4	8.481318946E-4	7.031886489E-4	6.188304396E-4	6.807450554E-4	6.624383968E-4
6.188506377E-4	6.967951776E-4	4.815448774E-4	3.610707063E-4	4.514846951E-4	4.953361349E-4	3.554782306E-4	1.853844296E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.717912572E-4	7.314439281E-4	9.069283842E-4	8.518176037E-4	6.634519086E-4	5.688837264E-4	5.178885767E-4
7.597476942E-4	6.994174910E-4	4.980532685E-4	4.791753890E-4	5.368970451E-4	4.659999977E-4	3.473496763E-4	2.665978391E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.509686889E-4	8.219319861E-4	8.482598932E-4	5.810138537E-4	3.143087088E-4	NaN
8.795706090E-4	7.477356703E-4	5.984943127E-4	6.461657467E-4	6.679011858E-4	5.284304498E-4	4.293413076E-4	3.843628801E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.606505485E-4	6.095789140E-4	3.132967395E-4	NaN	NaN
9.662645170E-4	8.259072783E-4	6.357553066E-4	6.641662330E-4	7.218761602E-4	6.271366728E-4	5.407872959E-4	4.823085328E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.537287412E-4	1.091547456E-4	NaN	NaN
