1.033526612E-3	9.170744452E-4	6.708884030E-4	6.052863318E-4	6.411512149E-4	5.999736604E-4	5.522216088E-4	4.887419054E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.856445249E-4	8.591740043E-4	6.001137081E-4	4.250865895E-4	3.874101676E-4	4.126456042E-4	4.778229049E-4	4.653802898E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.835048410E-4	NaN	NaN
8.093351498E-4	6.586078671E-4	4.391107359E-4	2.560713910E-4	2.661701874E-4	4.351557873E-4	6.194371381E-4	6.395637756E-4	4.560280940E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.495318186E-4	5.460190587E-4	7.676404202E-4	NaN
6.835077656E-4	5.511249765E-4	3.952768748E-4	2.940940612E-4	4.252118524E-4	7.031923742E-4	9.109487291E-4	9.098526207E-4	6.841645809E-4	4.510975268E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.952142433E-4	7.194281206E-4	8.880625246E-4	8.652242832E-4
7.442325004E-4	6.086133653E-4	4.703767481E-4	4.382575280E-4	5.843135295E-4	7.748523494E-4	8.884528070E-4	8.964751032E-4	7.323526079E-4	5.546678440E-4	4.925960093E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.282824473E-4	6.378720282E-4	8.576604887E-4	8.105965680E-4	7.277159602E-4
8.651344106E-4	7.369446103E-4	6.180008641E-4	6.210856372E-4	6.609327393E-4	6.145258085E-4	5.629361258E-4	5.878738593E-4	5.661284085E-4	5.304964725E-4	5.107193720E-4	4.300335422E-4	3.376452078E-4	NaN	NaN	NaN	NaN	NaN	1.098360153E-4	2.972428920E-4	6.218532217E-4	6.614606245E-4	4.518137430E-4	3.509031958E-4
8.425110718E-4	7.979897200E-4	7.319988217E-4	7.453503204E-4	7.194401696E-4	5.748676485E-4	4.551458114E-4	4.374797863E-4	4.383629130E-4	4.632189230E-4	4.459764168E-4	3.140634508E-4	1.378548477E-4	NaN	1.541855795E-6	NaN	1.787433575E-4	6.094376295E-5	3.887228013E-5	2.502508869E-4	4.642715212E-4	3.781497944E-4	1.571382745E-4	6.495072012E-5
7.257472025E-4	7.508638082E-4	7.014054572E-4	7.182254922E-4	7.630446344E-4	7.255867240E-4	6.235552137E-4	5.056165392E-4	4.136236385E-4	4.161731049E-4	4.660036939E-4	4.982543760E-4	4.110208829E-4	1.823393104E-4	8.912218618E-5	1.693118684E-4	1.812269038E-4	1.568624721E-4	2.116849355E-4	3.483663313E-4	4.534217587E-4	3.860099823E-4	2.414471091E-4	1.253502414E-4
6.952680997E-4	6.577987224E-4	5.677823210E-4	6.273833569E-4	8.045912255E-4	8.544981247E-4	6.924087065E-4	4.873641592E-4	3.899247968E-4	4.281523288E-4	5.864720442E-4	8.143107407E-4	8.508165483E-4	5.825623521E-4	3.310521133E-4	2.468803432E-4	2.514640219E-4	3.654692555E-4	4.971545422E-4	5.709832185E-4	6.353926728E-4	6.437476841E-4	5.795438192E-4	4.490908759E-4
7.599645760E-4	5.758955376E-4	4.523661919E-4	5.781034124E-4	8.193323738E-4	8.484877180E-4	6.402170402E-4	5.047131563E-4	5.353264278E-4	6.044159527E-4	7.127316203E-4	8.848570287E-4	9.225010290E-4	7.269351627E-4	4.906776012E-4	3.572829009E-4	3.931894316E-4	6.021023728E-4	7.861758349E-4	8.623587200E-4	9.419721900E-4	9.854927193E-4	9.377983515E-4	8.099412662E-4
8.784882957E-4	6.238470087E-4	5.303311045E-4	6.938437582E-4	8.774644230E-4	7.894793525E-4	5.816575722E-4	6.072156830E-4	7.619599928E-4	8.041618275E-4	7.783929468E-4	7.614098140E-4	7.007729146E-4	6.025121547E-4	5.376514746E-4	5.420168745E-4	6.558746099E-4	8.432414033E-4	9.519920568E-4	9.785704315E-4	1.045079087E-3	1.081125694E-3	1.032894012E-3	9.706971468E-4
1.012327150E-3	7.697045803E-4	7.133376785E-4	8.646816714E-4	9.772509802E-4	7.758219144E-4	5.064265570E-4	5.571470829E-4	7.303729653E-4	7.851140690E-4	7.847098168E-4	7.228168542E-4	5.696023582E-4	4.568670702E-4	4.915050231E-4	6.316233776E-4	8.087815368E-4	9.459553403E-4	9.562449413E-4	8.861441165E-4	8.564995951E-4	8.389608702E-4	8.442326216E-4	9.390051127E-4
1.057520625E-3	8.702661726E-4	7.880745106E-4	8.040007669E-4	8.804909303E-4	7.693426451E-4	5.354593741E-4	5.094330409E-4	5.862811813E-4	6.337544182E-4	7.293305825E-4	7.634941721E-4	6.100485334E-4	4.025018716E-4	3.243184183E-4	4.023415968E-4	5.876204232E-4	7.671851781E-4	8.127673063E-4	7.461101632E-4	6.811813801E-4	6.518789451E-4	7.276587421E-4	9.198289481E-4
1.038966700E-3	9.908485226E-4	9.075460257E-4	7.029483677E-4	6.659147330E-4	7.345774211E-4	6.867327029E-4	6.188416737E-4	5.475367070E-4	5.090305931E-4	6.179883494E-4	7.255181554E-4	6.233245367E-4	3.734155907E-4	1.830511173E-4	1.724956091E-4	3.287209256E-4	5.054433132E-4	5.719383480E-4	5.778829800E-4	6.294909981E-4	6.935589481E-4	7.697331603E-4	9.039562428E-4
9.528679075E-4	1.059269765E-3	1.106720068E-3	8.508550236E-4	6.793422508E-4	7.417823654E-4	7.574827177E-4	6.587177049E-4	5.255228025E-4	4.823659547E-4	5.934439250E-4	6.738883094E-4	5.470254109E-4	3.066546924E-4	1.882375072E-4	2.755579189E-4	4.127994762E-4	4.518784408E-4	4.274954263E-4	4.661252897E-4	6.238511414E-4	7.325548213E-4	7.146911230E-4	7.594467606E-4
8.022239781E-4	9.417478577E-4	1.094139181E-3	9.444997995E-4	7.636459777E-4	7.359748706E-4	6.833039806E-4	5.520111881E-4	4.672382202E-4	5.317013711E-4	6.749223103E-4	7.002603379E-4	5.442823749E-4	3.415946849E-4	3.173428995E-4	5.057070521E-4	6.256922497E-4	5.644742632E-4	5.005954299E-4	5.500686821E-4	6.767627783E-4	6.817292306E-4	5.760272034E-4	6.505597266E-4
7.343071629E-4	8.242685581E-4	9.335743962E-4	8.546820027E-4	7.719859132E-4	7.742937887E-4	7.057169569E-4	5.315663293E-4	4.426613159E-4	5.538889091E-4	7.171911420E-4	7.554145996E-4	6.699226797E-4	5.377226043E-4	5.065836594E-4	6.329261232E-4	6.996461307E-4	6.604428054E-4	6.821099087E-4	7.723758463E-4	8.123826701E-4	6.842633593E-4	5.712140119E-4	7.249795599E-4
7.104226388E-4	8.126558969E-4	9.181621717E-4	9.320418467E-4	9.661670192E-4	1.034011366E-3	9.784162976E-4	7.309749490E-4	5.280232872E-4	5.578228738E-4	6.985167274E-4	7.866880042E-4	7.837039884E-4	7.183576818E-4	7.032192661E-4	7.483899244E-4	7.099464419E-4	6.772259949E-4	7.744620088E-4	8.676453144E-4	8.128272020E-4	6.233486347E-4	5.691631814E-4	7.565544220E-4
8.056331426E-4	9.511230746E-4	1.101686386E-3	1.192700700E-3	1.238289755E-3	1.265241182E-3	1.209139125E-3	9.514559060E-4	6.678169011E-4	5.666700890E-4	6.072287797E-4	6.895547849E-4	7.149875746E-4	7.052357541E-4	8.099024999E-4	8.938361425E-4	7.634314825E-4	6.869183271E-4	7.849979447E-4	7.810489042E-4	5.887725856E-4	3.613921872E-4	3.661331139E-4	6.014420069E-4
1.078215544E-3	1.202545827E-3	1.301499666E-3	1.368747908E-3	1.347706653E-3	1.285945182E-3	1.228129724E-3	1.022645622E-3	7.349429652E-4	5.393670872E-4	4.578885564E-4	4.825951764E-4	5.042720004E-4	5.285727675E-4	7.597794756E-4	9.704877157E-4	8.719512261E-4	8.079840336E-4	8.623345639E-4	7.126861601E-4	4.126946151E-4	1.384995267E-4	8.741671627E-5	NaN
1.153522637E-3	1.209302689E-3	1.239710255E-3	1.327191829E-3	1.339577371E-3	1.259523910E-3	1.188959926E-3	1.010387437E-3	7.169481250E-4	4.750566732E-4	3.559479082E-4	3.784778819E-4	4.327405768E-4	4.723476886E-4	7.104414399E-4	9.739999077E-4	9.715842316E-4	9.582730127E-4	9.151546401E-4	6.431688089E-4	3.525300999E-4	5.820927618E-5	NaN	NaN
9.288335568E-4	9.118495509E-4	9.246221744E-4	1.087327837E-3	1.201309147E-3	1.147509087E-3	1.063061995E-3	9.249999421E-4	6.467085332E-4	3.816315439E-4	2.767374099E-4	3.520455793E-4	5.041330005E-4	5.880942917E-4	7.163635455E-4	8.570098435E-4	8.610940422E-4	8.636342245E-4	7.515042089E-4	4.743506724E-4	2.672702540E-4	NaN	NaN	NaN
