8.961502463E-4	7.034805021E-4	4.080068029E-4	1.265342726E-4	NaN	NaN	NaN	4.681652354E-4	4.830388643E-4	4.220821138E-4	4.775339912E-4	6.742061814E-4	7.730741636E-4	6.836467655E-4	6.244952092E-4	7.539541111E-4	9.190008277E-4	9.398995899E-4	8.658553706E-4	7.132014725E-4	5.691631231E-4	6.556335138E-4	7.922141813E-4	7.270344067E-4	5.652452237E-4	3.856620751E-4
7.241874118E-4	5.658988375E-4	3.974626015E-4	1.843013742E-4	NaN	NaN	NaN	6.200011121E-4	5.526308087E-4	3.627860278E-4	3.340521071E-4	5.135838292E-4	5.919872201E-4	5.400879891E-4	6.007051561E-4	7.936817128E-4	9.509953670E-4	9.835081873E-4	9.199624183E-4	7.752825040E-4	6.839521811E-4	8.121013525E-4	9.959919844E-4	1.025597681E-3	9.227140108E-4	7.342807367E-4
6.420005811E-4	5.391864106E-4	4.507996491E-4	2.950328635E-4	1.310823427E-4	NaN	NaN	6.775578950E-4	5.656707217E-4	3.439793363E-4	3.122185008E-4	4.324725305E-4	3.578940232E-4	2.839434601E-4	5.145356990E-4	8.022303809E-4	8.925494622E-4	8.669816889E-4	8.266950608E-4	7.714203093E-4	7.767525385E-4	8.703622152E-4	9.695780464E-4	1.036496018E-3	1.036373666E-3	9.305540007E-4
7.092868327E-4	5.947213504E-4	4.376040306E-4	2.866461291E-4	1.528743887E-4	2.427107684E-4	3.961858456E-4	3.913809196E-4	3.090544778E-4	2.281291381E-4	2.917054517E-4	4.046940885E-4	2.945429587E-4	2.656287397E-4	5.953765358E-4	8.861797396E-4	8.614046383E-4	7.737004198E-4	7.864123327E-4	7.903926307E-4	7.777868304E-4	7.873472641E-4	8.393062744E-4	9.186547832E-4	9.210492717E-4	8.245248464E-4
6.863980088E-4	5.380719085E-4	3.274921037E-4	1.682366565E-4	1.131122699E-4	1.965118136E-4	1.443154179E-4	NaN	NaN	1.192197742E-4	2.786488913E-4	3.917202412E-4	3.638159251E-4	4.170527973E-4	7.098198403E-4	9.022374288E-4	7.941952790E-4	7.339668227E-4	9.003470768E-4	9.887379128E-4	8.634288097E-4	7.413401618E-4	7.839422906E-4	8.492866764E-4	7.876633317E-4	6.730270688E-4
5.139624700E-4	3.955258289E-4	2.907621092E-4	1.747609349E-4	1.330533123E-4	2.008780139E-4	9.419017442E-5	NaN	NaN	2.589213254E-4	4.020697379E-4	4.322347231E-4	4.209428153E-4	4.790388630E-4	6.607210962E-4	7.790268864E-4	6.908241776E-4	6.879317807E-4	9.861600120E-4	1.215851167E-3	1.062680967E-3	7.922361256E-4	6.862385198E-4	6.392809446E-4	6.264642579E-4	6.852383958E-4
4.845176009E-4	4.139555967E-4	4.316264240E-4	3.945256467E-4	3.195940226E-4	3.463515895E-4	3.367241879E-4	2.382911334E-4	2.643742191E-4	4.384330241E-4	5.666043144E-4	5.374175380E-4	4.316756094E-4	3.910427913E-4	4.711394140E-4	5.911370390E-4	5.944060977E-4	6.151031703E-4	9.053319809E-4	1.219946891E-3	1.170941163E-3	8.902295376E-4	6.285993732E-4	4.478226765E-4	5.293225986E-4	7.720630383E-4
6.795776426E-4	6.108157686E-4	5.980930291E-4	6.038312567E-4	5.479574320E-4	5.464919959E-4	6.150029367E-4	5.672712578E-4	4.247692123E-4	4.479528870E-4	6.349052419E-4	6.448170752E-4	4.134033807E-4	2.235436841E-4	2.393812756E-4	4.067164555E-4	5.253318232E-4	5.904397694E-4	8.086694870E-4	1.071833191E-3	1.126889256E-3	1.000631019E-3	7.670032210E-4	5.746596144E-4	6.841780269E-4	8.798167109E-4
7.965281839E-4	7.116820198E-4	5.710699479E-4	5.596530973E-4	6.027208292E-4	6.574657164E-4	7.647735183E-4	7.619400858E-4	5.757586914E-4	4.893535515E-4	6.382396678E-4	6.609748234E-4	3.928962979E-4	1.721622684E-4	2.129869245E-4	4.210632760E-4	5.662866752E-4	6.297240034E-4	7.872772403E-4	9.585159132E-4	1.046707039E-3	1.054029446E-3	8.987697074E-4	7.593346527E-4	8.369621355E-4	8.587930934E-4
7.641055854E-4	6.811601343E-4	4.078846832E-4	2.839434019E-4	4.112566821E-4	6.396697136E-4	8.652301622E-4	9.503040928E-4	8.239384042E-4	6.521542673E-4	5.997085827E-4	5.148028140E-4	3.352236527E-4	3.016534029E-4	4.641351698E-4	6.793692010E-4	7.369232480E-4	6.779303658E-4	7.726807962E-4	9.366212180E-4	1.068363199E-3	1.135936822E-3	1.011099783E-3	9.015185642E-4	9.279117803E-4	8.169866051E-4
