8.209562511E-4	8.589678910E-4	7.244734443E-4	4.527703568E-4	3.635687754E-4	5.350562860E-4	7.222001441E-4	6.755910581E-4	4.747603089E-4	4.411367700E-4	6.693475880E-4	9.019646095E-4	8.792289882E-4	6.704109255E-4	5.666091456E-4	6.148458924E-4	6.481084274E-4	6.647094269E-4	5.554773961E-4	2.423381811E-4	1.916407382E-5	6.093673437E-5	4.031741992E-4	9.022097220E-4	1.065516379E-3	7.775559206E-4	4.639406397E-4	4.401386832E-4	6.519790040E-4	8.168371860E-4	7.561926031E-4	5.823802203E-4	4.837150918E-4	4.066497204E-4	1.748161740E-4	3.609657142E-5	3.148527467E-4	6.725722924E-4	7.870596601E-4	7.558246143E-4	5.950265331E-4	3.529255919E-4	3.086834040E-4
9.151734994E-4	9.249906288E-4	6.848482299E-4	3.806808963E-4	3.121150658E-4	4.270462377E-4	5.281305057E-4	5.192254321E-4	4.889226402E-4	6.236358313E-4	8.785941172E-4	9.647876723E-4	7.809057715E-4	5.730626290E-4	5.806693807E-4	7.210799376E-4	8.286928642E-4	9.208239499E-4	8.800496580E-4	6.045092596E-4	3.064826597E-4	2.451924956E-4	5.631726817E-4	9.956738213E-4	1.057324116E-3	7.534751785E-4	4.801400937E-4	4.655180383E-4	6.426974433E-4	8.297108579E-4	8.396963822E-4	6.355795194E-4	4.370985553E-4	3.585414961E-4	2.504606964E-4	2.229530364E-4	5.292815040E-4	9.157814784E-4	1.067361911E-3	1.040727366E-3	8.065197035E-4	3.284509003E-4	2.747932558E-5
9.858254343E-4	8.995740209E-4	6.401578430E-4	4.428669054E-4	4.420512123E-4	4.951540031E-4	4.617865488E-4	3.686875571E-4	3.835680836E-4	5.640343879E-4	7.246116875E-4	6.943743792E-4	5.234682467E-4	4.610457981E-4	6.596708554E-4	8.753532311E-4	9.019173449E-4	8.880477981E-4	8.315626183E-4	6.663616514E-4	4.778591683E-4	4.097867350E-4	6.320999237E-4	9.436800028E-4	1.005311147E-3	8.278626483E-4	6.215624744E-4	5.790555151E-4	7.267923793E-4	9.167899843E-4	9.397624526E-4	7.460483466E-4	5.436433130E-4	4.726096813E-4	4.374135751E-4	4.389305541E-4	6.326608709E-4	9.319749079E-4	1.141497982E-3	1.240995480E-3	1.054001390E-3	4.660022969E-4	2.717150710E-5
1.002371660E-3	8.633461548E-4	6.754619535E-4	5.819783546E-4	5.948154721E-4	6.333140191E-4	5.512468051E-4	3.877718991E-4	4.355724086E-4	6.194504676E-4	5.954162916E-4	4.340587766E-4	3.441112931E-4	4.406355147E-4	7.741213194E-4	9.879824938E-4	8.682445623E-4	7.435396546E-4	6.674651522E-4	5.458911182E-4	4.518174392E-4	4.128251458E-4	5.126142059E-4	7.081945660E-4	8.557736874E-4	8.451811154E-4	6.777271628E-4	6.257569767E-4	8.644682821E-4	1.139392029E-3	1.170375384E-3	1.031859778E-3	8.693227428E-4	7.121018134E-4	5.516929668E-4	4.155494389E-4	4.445402592E-4	6.219898351E-4	8.293403662E-4	1.086415723E-3	1.086464152E-3	5.844522384E-4	1.686395844E-4
9.517110884E-4	7.803756744E-4	5.781271611E-4	4.339703009E-4	4.148592416E-4	5.472794874E-4	5.985755706E-4	5.133172963E-4	6.126839435E-4	7.572951727E-4	6.008782075E-4	4.158833472E-4	4.416219890E-4	6.129226531E-4	8.962842985E-4	9.601227939E-4	7.099021459E-4	6.138384342E-4	6.301588146E-4	4.911473370E-4	3.392767103E-4	2.750088170E-4	3.048401559E-4	4.549057921E-4	6.776162772E-4	7.632370689E-4	6.299069501E-4	5.965348682E-4	8.968124748E-4	1.201121369E-3	1.203360502E-3	1.079481328E-3	9.367592866E-4	7.453485159E-4	5.124050658E-4	2.967735636E-4	3.115881991E-4	4.685980384E-4	5.771592259E-4	8.130776696E-4	9.418252739E-4	6.346884184E-4	3.388189944E-4
8.413565229E-4	6.395172095E-4	3.917040594E-4	1.943793905E-4	1.767188951E-4	3.978826862E-4	6.267931894E-4	6.828436162E-4	7.023231592E-4	6.568002864E-4	4.885165254E-4	4.565988202E-4	6.008995697E-4	7.688500336E-4	9.434786043E-4	9.046255727E-4	6.483010366E-4	6.056865095E-4	6.638654158E-4	4.865092924E-4	2.362174419E-4	1.129335724E-4	1.403297210E-4	3.297994845E-4	6.117977900E-4	7.622663979E-4	7.030653651E-4	6.544003845E-4	7.936418988E-4	9.300924139E-4	8.844191907E-4	7.590919267E-4	6.136885495E-4	5.112421932E-4	4.058539344E-4	2.828274737E-4	4.167962470E-4	6.381171406E-4	6.527004298E-4	7.665949524E-4	9.327345761E-4	8.143878658E-4	6.089368835E-4
6.924169720E-4	4.895090824E-4	2.741837816E-4	1.366559445E-4	1.423915674E-4	3.285377461E-4	6.349449395E-4	8.356277249E-4	7.661266718E-4	5.138534470E-4	3.563784412E-4	4.533888714E-4	6.415598327E-4	7.657964015E-4	8.711667033E-4	8.738438482E-4	7.658469258E-4	7.582394173E-4	7.330958033E-4	5.152335507E-4	2.325037640E-4	3.425357500E-5	3.148080577E-5	2.610228548E-4	5.783070810E-4	7.375821006E-4	7.047233521E-4	6.567060482E-4	6.576523883E-4	6.381195853E-4	6.136447773E-4	5.543043953E-4	4.109392175E-4	3.610782151E-4	3.739361418E-4	3.597639734E-4	5.436005304E-4	7.604443817E-4	7.687657489E-4	8.948344621E-4	1.125467476E-3	1.076451153E-3	8.080455591E-4
6.695953780E-4	4.237901594E-4	1.687218173E-4	6.388087786E-5	8.723993960E-5	2.346804104E-4	5.915423390E-4	9.530020179E-4	9.489000076E-4	6.435497780E-4	4.543652176E-4	5.489481264E-4	7.311768131E-4	7.791011594E-4	7.329366053E-4	6.971906987E-4	7.397401496E-4	8.729218389E-4	8.699494647E-4	6.703073741E-4	4.015313170E-4	1.313137327E-4	4.913658631E-5	2.402198734E-4	4.919174826E-4	5.483420100E-4	4.807515361E-4	5.522018182E-4	6.756341900E-4	6.718927762E-4	6.730106543E-4	6.503086188E-4	4.727072373E-4	3.464953916E-4	3.581544152E-4	4.123448452E-4	5.665028584E-4	7.035600138E-4	7.474249578E-4	9.699722868E-4	1.256860676E-3	1.155758626E-3	7.348721847E-4
7.670792984E-4	4.659466213E-4	1.378150482E-4	5.022713958E-5	1.089063662E-4	2.629513037E-4	6.195157766E-4	1.014898531E-3	1.068912796E-3	8.221747121E-4	6.683696411E-4	7.596381474E-4	9.284000844E-4	8.842659299E-4	6.417838158E-4	4.802782205E-4	5.954704247E-4	9.039252182E-4	1.006932347E-3	8.478693198E-4	6.151916459E-4	3.200482461E-4	1.642067073E-4	2.811265585E-4	4.264627642E-4	3.792568459E-4	3.109582467E-4	5.094225635E-4	7.748907665E-4	8.232953260E-4	8.096526726E-4	7.538563223E-4	5.095354281E-4	2.743861987E-4	2.563020971E-4	3.701745882E-4	5.131309736E-4	6.159794284E-4	6.950524403E-4	9.374091751E-4	1.188783906E-3	1.018599491E-3	5.298418109E-4
8.853925974E-4	6.243401440E-4	3.053637920E-4	2.384649706E-4	3.233854368E-4	4.600336251E-4	6.959284656E-4	9.296014323E-4	9.112958796E-4	7.573288167E-4	7.570829475E-4	8.740522317E-4	9.717243956E-4	8.753254660E-4	5.974246305E-4	4.194806097E-4	5.544422311E-4	8.857568027E-4	9.847881738E-4	8.486445877E-4	7.069932180E-4	4.713027156E-4	2.971907961E-4	3.769460891E-4	4.549224104E-4	3.442716261E-4	2.857074142E-4	5.098922411E-4	7.808728260E-4	8.247292717E-4	7.536522462E-4	6.346297450E-4	3.987666278E-4	1.837708842E-4	1.520237856E-4	2.325522655E-4	3.420338617E-4	4.725269973E-4	5.981784198E-4	8.102389984E-4	9.944180492E-4	7.989270962E-4	3.553419083E-4
