1.347779908E-4	1.806514629E-4	3.100814647E-4	4.173774214E-4	5.365950055E-4	6.282561226E-4	5.713884020E-4	4.433944414E-4	3.967612574E-4	4.520963703E-4	5.313639413E-4	5.872264155E-4	6.194426678E-4	7.346062339E-4	1.019187155E-3	1.272087917E-3	1.254961709E-3	1.002605190E-3	6.940856692E-4	4.535880871E-4	3.246119886E-4	3.328407765E-4	4.913063021E-4	7.367251674E-4	8.497781237E-4	7.434042054E-4	6.766078877E-4	7.868063403E-4	1.020598458E-3	1.263265847E-3	1.288016909E-3	1.067920239E-3	7.498618215E-4	4.393587005E-4	2.400589874E-4	1.787479414E-4	1.628592436E-4	1.876043389E-4	4.625371657E-4	9.115849971E-4	1.113767386E-3	1.105547883E-3	1.126985298E-3	1.042659045E-3	9.204545640E-4	1.016456867E-3	1.116410014E-3	9.726235876E-4	8.130741189E-4	9.200065397E-4	1.188007882E-3
5.849627632E-5	3.127590171E-4	5.947138416E-4	7.898303447E-4	9.127568337E-4	8.660560125E-4	6.288313307E-4	4.451957357E-4	4.860844056E-4	6.434852257E-4	7.382224430E-4	7.681950228E-4	8.199894219E-4	9.371850756E-4	1.103352639E-3	1.238080091E-3	1.222375431E-3	1.015356276E-3	7.536960184E-4	5.513035576E-4	4.372858966E-4	4.933591117E-4	6.822060095E-4	8.773963782E-4	1.016801805E-3	1.037040842E-3	9.445110918E-4	8.427715511E-4	8.610515506E-4	9.723620606E-4	9.820160922E-4	8.460630197E-4	6.421927246E-4	3.709106531E-4	1.233012299E-4	6.590695557E-5	1.234740485E-4	1.919144270E-4	4.886044771E-4	9.753548075E-4	1.151673147E-3	1.041059615E-3	1.012008172E-3	9.367124876E-4	7.659337716E-4	7.645502337E-4	9.024401661E-4	9.557743906E-4	9.276173660E-4	1.013116795E-3	1.213630196E-3
NaN	2.421498793E-4	5.738088512E-4	8.317780448E-4	9.510662640E-4	8.444968844E-4	6.312579499E-4	5.598345888E-4	6.751512992E-4	8.180197910E-4	8.204897167E-4	7.021972560E-4	6.495082635E-4	7.430225960E-4	8.687268128E-4	9.606880485E-4	9.851719951E-4	8.832854801E-4	7.251632633E-4	6.015684339E-4	6.040045992E-4	8.113161311E-4	1.063219272E-3	1.254091272E-3	1.472112373E-3	1.609065686E-3	1.461447100E-3	1.106599462E-3	8.508642786E-4	8.224390331E-4	8.504313882E-4	8.152631926E-4	7.028266555E-4	4.280246212E-4	1.234417286E-4	5.788687486E-5	1.119493536E-4	1.407855307E-4	3.877773706E-4	8.467698353E-4	1.023830147E-3	9.183835355E-4	9.535074933E-4	9.780999972E-4	7.851169212E-4	6.819874397E-4	8.372258744E-4	1.017550821E-3	1.064617885E-3	1.109339064E-3	1.229795278E-3
NaN	NaN	2.893582277E-4	5.713854334E-4	6.500032614E-4	5.683890195E-4	4.949949798E-4	5.704468931E-4	7.696978864E-4	9.010289214E-4	7.945986581E-4	5.292014685E-4	3.680186928E-4	4.231722851E-4	5.620884476E-4	7.054244634E-4	8.227343205E-4	8.363286033E-4	7.396847359E-4	6.225670222E-4	6.876739790E-4	9.555294528E-4	1.154522994E-3	1.313043991E-3	1.606480102E-3	1.818324439E-3	1.700223074E-3	1.311539556E-3	9.021622827E-4	7.112228195E-4	7.389270468E-4	8.064087597E-4	7.159870001E-4	3.679063229E-4	4.249833728E-5	1.294820549E-6	1.958325811E-5	2.327706716E-5	2.423699043E-4	6.041569868E-4	7.679490373E-4	7.720489521E-4	9.202726069E-4	1.030626125E-3	8.802873781E-4	7.770504453E-4	9.118931484E-4	1.070588594E-3	1.113779028E-3	1.108155469E-3	1.137921819E-3
NaN	NaN	2.575206163E-4	4.940339713E-4	4.681142163E-4	4.146118590E-4	4.299502762E-4	5.167431664E-4	7.198407548E-4	8.800215437E-4	8.095626836E-4	5.944053992E-4	4.306959163E-4	3.992308921E-4	4.591030302E-4	5.792141310E-4	7.104176912E-4	7.570729940E-4	6.472804816E-4	4.856660089E-4	5.620177253E-4	8.192954119E-4	9.467420168E-4	1.112663420E-3	1.463131863E-3	1.671190490E-3	1.598090399E-3	1.302299323E-3	8.292870480E-4	4.956211196E-4	5.393686588E-4	6.932495162E-4	5.741158966E-4	1.974829938E-4	NaN	NaN	NaN	NaN	2.616129641E-4	5.212706164E-4	5.835756310E-4	5.907879677E-4	7.180402172E-4	8.124740561E-4	7.600378012E-4	7.882377831E-4	9.598705801E-4	1.087859506E-3	1.094572013E-3	9.911312955E-4	8.964476874E-4
NaN	1.301572920E-4	5.575495888E-4	6.668916903E-4	5.419783411E-4	5.297377356E-4	5.928843166E-4	5.939928815E-4	6.492085522E-4	7.498826599E-4	7.917682524E-4	7.621537661E-4	6.543754716E-4	5.103976582E-4	4.289865319E-4	4.573784827E-4	5.305148661E-4	5.538710393E-4	4.485847603E-4	3.309702151E-4	4.543545365E-4	6.677005440E-4	7.243535365E-4	8.829801809E-4	1.213807031E-3	1.357033732E-3	1.275352552E-3	1.020058524E-3	5.657150177E-4	3.036770795E-4	4.841169284E-4	6.837358233E-4	5.359767820E-4	2.480901894E-4	1.504409156E-4	1.381104667E-4	NaN	NaN	2.159619180E-4	4.632406926E-4	5.111488863E-4	5.141875590E-4	5.912034540E-4	6.571327103E-4	6.928538205E-4	8.118813275E-4	9.877827251E-4	1.098997542E-3	1.076945337E-3	9.048166103E-4	7.576371427E-4
NaN	4.089648137E-4	7.646288723E-4	7.449989789E-4	6.077279104E-4	6.449001376E-4	7.245362503E-4	6.948399241E-4	6.463000900E-4	6.163422368E-4	5.976967514E-4	5.713949795E-4	4.926363472E-4	3.802891006E-4	3.010017099E-4	3.105428186E-4	3.865183680E-4	4.572236503E-4	4.122685932E-4	3.252081224E-4	3.760874388E-4	4.303169844E-4	3.973157436E-4	5.263743806E-4	8.078957908E-4	9.302113904E-4	8.690880495E-4	6.635483587E-4	3.765116562E-4	3.843087470E-4	7.144734845E-4	8.679121383E-4	6.795657100E-4	4.855774459E-4	4.695037787E-4	4.201082338E-4	1.703268354E-4	NaN	NaN	2.025129797E-4	3.795402881E-4	5.636745482E-4	7.726980839E-4	8.836823981E-4	9.040717268E-4	9.125411161E-4	9.293383337E-4	9.672982851E-4	9.756831569E-4	9.029100765E-4	8.500333643E-4
2.083612635E-4	5.395986373E-4	7.159765810E-4	6.073942641E-4	5.054788780E-4	5.376488552E-4	5.831276649E-4	6.269587902E-4	6.957713049E-4	6.691070739E-4	4.979567602E-4	2.986531472E-4	2.347477857E-4	3.023899335E-4	3.371659550E-4	3.421016445E-4	4.556071362E-4	6.488259532E-4	6.558762980E-4	4.456987663E-4	2.484880679E-4	1.047539336E-4	4.312653618E-5	1.879074407E-4	4.437812022E-4	5.675943685E-4	5.524088047E-4	4.625255533E-4	4.119089281E-4	6.460346631E-4	1.018029870E-3	1.102641691E-3	8.550196653E-4	6.106623914E-4	5.787214614E-4	6.191907451E-4	4.698275588E-4	1.017699760E-4	NaN	NaN	1.706019539E-4	5.659537856E-4	9.734129999E-4	1.148194773E-3	1.069415826E-3	8.705435321E-4	7.019784534E-4	6.862884038E-4	7.815824938E-4	8.845414850E-4	9.379795520E-4
5.885946448E-4	7.188057643E-4	6.838261033E-4	5.021853140E-4	3.632441221E-4	3.253273608E-4	3.439865832E-4	4.683147126E-4	7.078057388E-4	8.327953401E-4	6.704417756E-4	4.099136568E-4	3.765713773E-4	5.403312389E-4	5.832183524E-4	5.016525974E-4	5.976609536E-4	8.673415869E-4	8.783275262E-4	5.178222200E-4	1.262665901E-4	NaN	NaN	7.142737741E-5	2.926381421E-4	3.709631565E-4	3.903943580E-4	4.433581198E-4	5.524971057E-4	8.218258154E-4	1.120153931E-3	1.177369501E-3	9.470750811E-4	6.695805932E-4	6.041949382E-4	7.236048696E-4	7.287441404E-4	4.042170185E-4	1.812989649E-5	NaN	6.600187771E-5	4.689152993E-4	9.382131975E-4	1.172626740E-3	1.051379484E-3	7.395527209E-4	5.226886133E-4	5.325694219E-4	6.673691096E-4	8.165020845E-4	8.792641456E-4
8.682407206E-4	9.021334699E-4	7.966764970E-4	5.441568210E-4	2.943484869E-4	2.184767654E-4	2.696961456E-4	3.890412045E-4	6.507430808E-4	8.745445521E-4	7.895983290E-4	5.823379615E-4	5.863444530E-4	7.300022990E-4	7.327379426E-4	6.220506039E-4	6.787403254E-4	8.728270186E-4	8.022626862E-4	4.001961206E-4	1.431170949E-5	NaN	NaN	NaN	2.746224054E-4	2.622475731E-4	2.878969244E-4	4.349259834E-4	6.029595388E-4	8.015866042E-4	9.689314174E-4	9.977091104E-4	8.836982888E-4	7.614907809E-4	7.574992487E-4	8.470991161E-4	8.635716513E-4	6.392480573E-4	3.417862754E-4	2.004147973E-4	2.144531609E-4	3.894052934E-4	7.366693462E-4	1.065101475E-3	1.073674648E-3	8.034126367E-4	5.985376192E-4	5.763022345E-4	6.054588011E-4	6.646232214E-4	7.374142297E-4
8.801991935E-4	8.981970022E-4	8.312404389E-4	5.509014591E-4	2.902236301E-4	3.363991564E-4	5.175687256E-4	6.166250678E-4	7.678615511E-4	8.832760504E-4	7.105395198E-4	5.010452005E-4	5.418944638E-4	6.808402832E-4	7.325192564E-4	7.243306609E-4	7.615065551E-4	7.876755553E-4	6.179980701E-4	3.007673367E-4	4.595083738E-5	NaN	NaN	NaN	NaN	NaN	2.276734012E-4	3.820459824E-4	5.639147130E-4	7.049234700E-4	7.710104692E-4	8.067589370E-4	8.563217707E-4	9.423908778E-4	1.023344928E-3	1.034855726E-3	9.305133717E-4	6.867148331E-4	5.331779830E-4	5.658710143E-4	5.194357946E-4	3.834038798E-4	5.120266578E-4	9.370605112E-4	1.164337853E-3	1.005665166E-3	7.854890428E-4	6.644091918E-4	5.745036178E-4	5.789161078E-4	7.077485789E-4
8.496738155E-4	8.208408835E-4	7.646891172E-4	5.350689171E-4	4.059128987E-4	6.254449254E-4	9.193192818E-4	9.999388130E-4	9.899775032E-4	8.959523402E-4	5.933965440E-4	3.758299572E-4	4.345228663E-4	5.711953272E-4	6.973413401E-4	8.102611173E-4	8.539872360E-4	7.741301088E-4	5.735291634E-4	3.635739558E-4	2.018443192E-4	NaN	NaN	NaN	NaN	NaN	NaN	3.257099597E-4	5.466179573E-4	6.828788901E-4	7.071951404E-4	7.917191251E-4	9.567769594E-4	1.126338961E-3	1.224844367E-3	1.186212990E-3	9.704060503E-4	6.493551773E-4	5.917206872E-4	8.178909193E-4	7.842479972E-4	4.514981119E-4	4.244823940E-4	8.456720388E-4	1.131979050E-3	1.012597582E-3	7.901738863E-4	6.602115463E-4	6.164400256E-4	6.860360736E-4	8.407081477E-4
8.610067307E-4	7.857616292E-4	6.987758097E-4	5.497632665E-4	5.274389405E-4	7.291503716E-4	9.284500265E-4	9.564795764E-4	9.105392965E-4	8.108039619E-4	5.833755713E-4	4.255308886E-4	4.452001594E-4	5.533078220E-4	7.516455371E-4	9.608435212E-4	1.033471082E-3	9.085295605E-4	6.602890790E-4	4.439011100E-4	2.638691803E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.528501304E-4	6.311091129E-4	6.980837788E-4	7.818847662E-4	8.648414514E-4	9.584442596E-4	1.066300436E-3	1.080646063E-3	9.138384485E-4	6.544162170E-4	6.341630942E-4	8.344913949E-4	7.749437937E-4	4.821608309E-4	4.686465836E-4	7.666258607E-4	9.204318631E-4	8.163481834E-4	6.956258439E-4	6.722191465E-4	7.556744968E-4	8.934288053E-4	9.865976172E-4
7.868530229E-4	6.839511916E-4	5.995040410E-4	5.436245119E-4	5.434011691E-4	5.578012788E-4	5.238225567E-4	5.031476612E-4	5.610515946E-4	6.278637447E-4	6.113518029E-4	5.554778036E-4	5.069454201E-4	5.888777087E-4	8.736471646E-4	1.159456908E-3	1.239214442E-3	1.043145894E-3	7.045374950E-4	4.508163838E-4	2.531190403E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.774794411E-4	4.676175886E-4	6.433833041E-4	6.807873724E-4	5.521513522E-4	5.491200136E-4	7.424461073E-4	8.923092391E-4	8.747411193E-4	7.509411080E-4	6.479377626E-4	5.644374178E-4	4.214236687E-4	3.506536887E-4	4.825974174E-4	6.741920952E-4	7.383418852E-4	7.432885468E-4	8.014224586E-4	8.786816034E-4	9.820996784E-4	1.061030780E-3	1.027578954E-3
7.019793265E-4	6.051521632E-4	5.670511164E-4	5.804043030E-4	5.664517521E-4	4.482919176E-4	2.912528580E-4	2.600205771E-4	3.447223280E-4	4.610912874E-4	6.035772967E-4	6.521003670E-4	5.192949320E-4	5.249380483E-4	8.163438179E-4	1.092040911E-3	1.134878723E-3	9.083674522E-4	6.035152473E-4	4.650266492E-4	3.743549460E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.832486934E-4	5.361252697E-4	5.521342391E-4	3.240602964E-4	3.339719260E-4	6.206411053E-4	8.411391755E-4	8.925260627E-4	8.577795816E-4	7.230848423E-4	4.793022817E-4	3.251704911E-4	4.119534569E-4	6.129821995E-4	7.882282371E-4	8.877516957E-4	9.493419784E-4	1.022315468E-3	1.031680498E-3	1.001726137E-3	9.683896205E-4	8.935612277E-4
6.356904050E-4	5.738704349E-4	5.454004859E-4	5.393277388E-4	5.223292974E-4	4.403947096E-4	3.550426918E-4	3.938357404E-4	4.771513049E-4	5.743082729E-4	7.766917697E-4	8.307169774E-4	5.769231357E-4	4.729566572E-4	6.571592530E-4	7.788988296E-4	7.388436934E-4	5.984629388E-4	5.000958918E-4	5.728021497E-4	6.284083938E-4	4.805497301E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.616082154E-4	4.075524048E-4	4.642496933E-4	3.456252161E-4	4.170603934E-4	6.422401057E-4	7.648549508E-4	7.753285463E-4	8.187274216E-4	8.518176619E-4	7.625182043E-4	6.894938415E-4	7.239184924E-4	8.098494145E-4	9.982511401E-4	1.183558255E-3	1.207008259E-3	1.120905858E-3	9.268938447E-4	7.392703556E-4	6.900244043E-4	7.179223467E-4
5.187499337E-4	4.742933088E-4	4.526286502E-4	4.478326009E-4	5.026247236E-4	5.332408473E-4	5.366485566E-4	6.514519337E-4	7.842208142E-4	8.817542694E-4	1.033002045E-3	1.001483877E-3	7.213217323E-4	6.246073754E-4	7.012064452E-4	6.312690093E-4	4.930649884E-4	4.338786530E-4	4.886952229E-4	6.463879254E-4	7.261121063E-4	5.731653655E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.093404812E-4	4.165276478E-4	4.876226885E-4	5.861032405E-4	6.315701758E-4	5.878151278E-4	5.596658448E-4	6.793867215E-4	8.374548634E-4	8.491536137E-4	7.848105161E-4	7.081318181E-4	6.915795966E-4	9.054490365E-4	1.183517976E-3	1.269244356E-3	1.169734169E-3	8.941724082E-4	6.571566337E-4	6.428482011E-4	7.123521063E-4
4.777452559E-4	4.731174558E-4	5.405069096E-4	5.874593626E-4	6.700755330E-4	7.174925995E-4	7.205227157E-4	8.234176203E-4	9.153497522E-4	9.209081763E-4	9.408140322E-4	8.688629605E-4	7.053187001E-4	6.941694301E-4	7.645314327E-4	7.102705422E-4	5.887491279E-4	5.161655135E-4	5.407462595E-4	6.312956102E-4	6.205595564E-4	3.987988457E-4	1.777876896E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.093685616E-4	2.661170147E-4	3.878033895E-4	4.939102801E-4	4.848460085E-4	4.184728314E-4	4.516276531E-4	6.320120883E-4	7.332312525E-4	6.334786885E-4	5.075841327E-4	4.235887318E-4	4.564843548E-4	7.187816082E-4	1.004695892E-3	1.151742064E-3	1.188433613E-3	1.031232416E-3	8.469201275E-4	8.276382578E-4	8.070321637E-4
4.654303775E-4	5.202382454E-4	6.779752439E-4	7.119250367E-4	6.858385168E-4	6.588946562E-4	6.803745637E-4	7.963334792E-4	8.391138399E-4	7.698814734E-4	7.148900186E-4	6.635038881E-4	5.806107656E-4	5.668297526E-4	7.130840095E-4	8.913332131E-4	9.045652696E-4	7.809301023E-4	6.826663739E-4	6.465853658E-4	5.312673748E-4	2.929301700E-4	1.577687799E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.514081378E-4	1.005672239E-4	1.010484702E-4	1.924808457E-4	2.719566110E-4	3.145546070E-4	4.518711066E-4	6.489659427E-4	6.398150581E-4	4.433203721E-4	3.139473265E-4	2.683426137E-4	3.578852920E-4	6.418520352E-4	8.551942883E-4	9.208176634E-4	1.007493585E-3	1.008142252E-3	9.011020302E-4	8.405105327E-4	7.398166927E-4
3.448709613E-4	3.650378203E-4	5.058518727E-4	5.370847648E-4	4.806932411E-4	4.326999187E-4	5.068283062E-4	6.931737298E-4	8.038833039E-4	8.128094487E-4	7.834384451E-4	7.263931329E-4	6.034299731E-4	5.169838551E-4	7.196931983E-4	1.042729360E-3	1.114743762E-3	9.742146358E-4	8.055157959E-4	6.608566036E-4	4.927991540E-4	3.165081725E-4	2.798166533E-4	3.187875263E-4	NaN	NaN	NaN	NaN	2.912167402E-4	2.568002092E-4	3.041290911E-4	2.407048742E-4	9.375051741E-5	8.258729940E-5	1.509619324E-4	2.436943032E-4	4.380460596E-4	5.901723634E-4	4.960179213E-4	3.105843207E-4	2.441031829E-4	2.210075909E-4	2.744340745E-4	5.026884610E-4	6.822328432E-4	7.122235256E-4	8.081620908E-4	9.221084765E-4	8.554728702E-4	6.939431187E-4	5.398853682E-4
2.959963749E-4	1.777534490E-4	2.360241051E-4	3.581783094E-4	3.897816932E-4	3.307599691E-4	3.962530755E-4	6.049296353E-4	7.767232019E-4	8.874036721E-4	9.259741637E-4	8.705380023E-4	6.992552662E-4	5.676989094E-4	7.323592436E-4	9.479970322E-4	9.427302284E-4	8.884615381E-4	8.339193882E-4	6.948809605E-4	5.177144194E-4	3.751084150E-4	2.711130073E-4	1.385859214E-4	7.029778499E-5	2.229125530E-4	4.251660721E-4	4.437125172E-4	3.633792512E-4	4.442424397E-4	6.527670193E-4	6.099425955E-4	3.355988010E-4	1.675378153E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.247440279E-4	2.180586744E-4	3.740357351E-4	5.698558525E-4	6.693492760E-4	8.237016737E-4	1.007145271E-3	9.343415149E-4	6.702031824E-4	5.181249580E-4
4.232983629E-4	2.312080906E-4	2.354843018E-4	3.781350679E-4	3.504948691E-4	1.685135358E-4	1.881741046E-4	4.008866090E-4	5.861846730E-4	7.472450961E-4	8.972824435E-4	9.702999378E-4	8.557580877E-4	7.053539739E-4	7.545757107E-4	7.734349929E-4	6.918047438E-4	7.808236987E-4	9.112453554E-4	8.309531258E-4	6.426010514E-4	4.864445946E-4	2.615276317E-4	NaN	NaN	1.018871262E-4	4.083029344E-4	5.007318105E-4	5.000988021E-4	6.761410623E-4	9.354954818E-4	8.497591480E-4	4.974303301E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.675636449E-4	3.583889047E-4	5.465686554E-4	6.187831168E-4	7.667702739E-4	9.440773283E-4	8.612801903E-4	6.391209317E-4	6.299758097E-4
5.124661839E-4	4.345478083E-4	4.674346419E-4	4.951345618E-4	2.538148838E-4	NaN	NaN	6.769086758E-5	2.973353257E-4	5.556755932E-4	8.488780004E-4	1.080775051E-3	1.030763844E-3	8.295199368E-4	7.702525472E-4	7.128992002E-4	6.488646031E-4	7.797711878E-4	9.215456666E-4	8.628286305E-4	7.225394947E-4	5.936459056E-4	3.543984494E-4	3.105786527E-5	NaN	1.364132913E-4	4.000870686E-4	5.544092855E-4	6.162897334E-4	7.812891272E-4	9.792720666E-4	8.659966988E-4	5.595026305E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.273004841E-4	4.265452444E-4	3.810087510E-4	4.934560275E-4	6.610272685E-4	6.226982805E-4	5.524729495E-4	6.951306132E-4
5.804153625E-4	6.266403361E-4	7.216960657E-4	6.820627023E-4	3.336263180E-4	NaN	NaN	NaN	1.380754402E-4	4.944406683E-4	8.318464388E-4	1.048848615E-3	1.002480974E-3	8.306882228E-4	7.665068842E-4	7.286540931E-4	7.284067688E-4	8.338065818E-4	9.022519225E-4	8.776544128E-4	8.077084203E-4	6.654757308E-4	4.476292524E-4	2.694672439E-4	2.437834046E-4	3.160923952E-4	4.450762353E-4	6.020903820E-4	6.870462094E-4	7.918773917E-4	8.964757435E-4	7.917788462E-4	5.724492366E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.076739329E-4	1.507143606E-4	3.008784843E-4	4.929754650E-4	5.142879090E-4	5.370000144E-4	7.019927143E-4
7.052978035E-4	6.970896502E-4	8.182315505E-4	8.743044455E-4	6.306334399E-4	3.216548357E-4	1.363670308E-4	6.491686509E-5	1.927130215E-4	4.761945456E-4	7.046517567E-4	7.950018626E-4	8.050604956E-4	8.586047334E-4	9.162412607E-4	8.923428250E-4	9.239133797E-4	1.036391826E-3	1.109967707E-3	1.124849543E-3	1.016833237E-3	7.619474200E-4	5.427942378E-4	4.823573981E-4	5.074371584E-4	4.891169956E-4	4.737865238E-4	5.598201533E-4	6.590036210E-4	7.388788508E-4	7.509735879E-4	6.281993119E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.488417329E-4	3.492216347E-4	5.109306658E-4	5.063743447E-4	5.203609471E-4	6.528037484E-4
6.613238365E-4	5.688118399E-4	7.243211730E-4	9.432401857E-4	9.026102489E-4	7.245947490E-4	5.143401795E-4	3.339239629E-4	3.097330045E-4	4.190533655E-4	5.182045861E-4	5.374241737E-4	6.064401241E-4	8.342087385E-4	1.027939608E-3	1.072590123E-3	1.112097409E-3	1.174762379E-3	1.226945082E-3	1.240279409E-3	1.076833927E-3	7.847262896E-4	6.189196138E-4	5.979020498E-4	5.909044412E-4	5.048639141E-4	3.708546283E-4	3.784964792E-4	5.222589243E-4	6.126887165E-4	5.259280442E-4	3.593600413E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.330998541E-4	4.663841682E-4	6.040011649E-4	5.579447607E-4	5.504002911E-4	6.503960467E-4
6.058154395E-4	5.761560751E-4	7.454408333E-4	9.375711670E-4	9.602389764E-4	8.873438346E-4	6.784572033E-4	4.547463323E-4	3.941185714E-4	4.262703005E-4	4.559842346E-4	4.453951260E-4	4.814733111E-4	6.841620198E-4	9.510003147E-4	1.141597517E-3	1.210708753E-3	1.153237768E-3	1.082632691E-3	1.026687678E-3	8.482194389E-4	6.169356056E-4	5.229921662E-4	4.961460363E-4	4.618568637E-4	3.888973442E-4	2.369273716E-4	2.289431723E-4	4.436053277E-4	5.746125826E-4	4.262836010E-4	2.119346609E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.031736803E-4	4.150696041E-4	6.143570063E-4	6.451028166E-4	6.743031554E-4	7.510171854E-4
8.150251233E-4	9.140432812E-4	1.028450672E-3	1.012789668E-3	9.082771139E-4	8.660723106E-4	7.210717304E-4	5.223077023E-4	4.965504049E-4	5.448310985E-4	5.260749604E-4	4.615125363E-4	4.690901551E-4	6.432133378E-4	9.059894364E-4	1.135117025E-3	1.238298719E-3	1.155316015E-3	9.763452690E-4	7.934664609E-4	5.964549491E-4	4.369938397E-4	3.534633433E-4	2.666344808E-4	2.355959587E-4	2.782616648E-4	2.253384009E-4	2.179706935E-4	4.402959894E-4	6.191030261E-4	4.852611164E-4	2.524756128E-4	1.861126948E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.920986542E-4	2.919932595E-4	5.302862846E-4	6.694343174E-4	7.430535043E-4	8.343873196E-4
9.264270775E-4	1.084674732E-3	1.174299512E-3	1.097652363E-3	9.383927099E-4	8.951751515E-4	8.349525742E-4	6.962211919E-4	6.609083503E-4	6.717978395E-4	5.833171890E-4	4.771853855E-4	5.262295599E-4	7.175511564E-4	8.600305300E-4	9.283796535E-4	1.018754789E-3	1.036178088E-3	8.858764195E-4	6.746204454E-4	5.314967129E-4	4.472768051E-4	3.342159034E-4	1.931186271E-4	1.761677559E-4	2.952752693E-4	3.130867262E-4	2.648651425E-4	4.113538889E-4	6.022116286E-4	5.109159392E-4	2.972345392E-4	2.666712680E-4	3.060025629E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.478383344E-4	3.533049021E-4	3.133544815E-4	5.044837599E-4	7.032942376E-4	8.195468690E-4	9.555672295E-4
8.128485642E-4	9.364904254E-4	1.015791087E-3	1.033269684E-3	9.827803588E-4	9.746128926E-4	9.754457278E-4	9.174133884E-4	8.480894612E-4	7.320899749E-4	5.476439837E-4	4.431124835E-4	5.312461872E-4	6.859291461E-4	6.974666030E-4	6.231333828E-4	6.764847203E-4	7.853361312E-4	7.663629367E-4	6.819969276E-4	6.362565327E-4	5.462280824E-4	3.640052746E-4	2.579104039E-4	3.366445890E-4	4.650608171E-4	4.693567171E-4	3.984490759E-4	4.809562524E-4	6.589337136E-4	6.108428352E-4	4.250459024E-4	4.076375917E-4	4.814079148E-4	4.076088080E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.680322113E-4	5.381542724E-4	4.216152302E-4	5.764337839E-4	8.633633261E-4	1.078634989E-3	1.237089513E-3
