4.351763346E-4	2.436865325E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.706875966E-4	5.012522452E-4	5.406294949E-4	4.259985581E-4	3.966129152E-4	3.563470091E-4	2.495123190E-4	3.546072112E-4	6.378972321E-4	8.281186456E-4	9.778391104E-4	1.106896205E-3	9.953452973E-4	6.838238332E-4	5.509617040E-4	7.436846499E-4
5.142035079E-4	2.056056546E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.688378540E-4	5.498012179E-4	5.536972312E-4	5.164530012E-4	5.295636947E-4	4.649528710E-4	3.255486954E-4	4.071067960E-4	6.310879835E-4	7.561072707E-4	8.961690473E-4	1.036211499E-3	9.369118488E-4	6.157036987E-4	3.642465163E-4	4.229634942E-4
5.934309447E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.947198275E-4	3.984479699E-4	4.135023628E-4	4.228136386E-4	4.434532020E-4	4.236811947E-4	3.894652764E-4	4.616994411E-4	5.427152500E-4	6.170968409E-4	8.015588392E-4	9.305252461E-4	8.462086553E-4	6.090846728E-4	3.140632762E-4	2.147003834E-4
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.867616178E-4	3.418025735E-4	2.808204736E-4	2.615083067E-4	2.700584009E-4	3.228253045E-4	4.094887117E-4	4.903033841E-4	5.217150319E-4	4.565087438E-4	4.851695849E-4	6.897554267E-4	8.159346762E-4	7.810549578E-4	6.269717123E-4	3.331517510E-4	1.635464578E-4
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.972767783E-4	4.886081442E-4	3.433003440E-4	2.339689818E-4	2.446937724E-4	3.672324819E-4	5.362827796E-4	6.591798738E-4	6.711290916E-4	5.569201894E-4	5.167208146E-4	6.246816483E-4	7.254901575E-4	7.634171634E-4	6.640593056E-4	4.417983000E-4	3.814065713E-4
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.324383965E-4	6.099166931E-4	4.542775278E-4	2.833381586E-4	2.645590284E-4	3.959565365E-4	5.857422366E-4	7.199865067E-4	7.537674974E-4	6.707741995E-4	5.989921046E-4	6.124546635E-4	6.899336004E-4	7.788186776E-4	6.796563976E-4	5.189154763E-4	6.447244086E-4
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.244013737E-4	6.305293646E-4	5.031247274E-4	3.233398893E-4	2.428683219E-4	3.256236087E-4	5.194595433E-4	6.554702413E-4	6.879175198E-4	6.531853578E-4	6.522001931E-4	6.770506152E-4	7.216815720E-4	7.819418097E-4	6.183019141E-4	4.387804947E-4	6.567981909E-4
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.715722218E-4	6.648309645E-4	5.553461961E-4	4.232142528E-4	3.259725345E-4	3.739658277E-4	5.654948181E-4	6.955626886E-4	7.278475678E-4	7.106194389E-4	7.221504929E-4	7.159447414E-4	6.852516672E-4	6.838002591E-4	4.916143371E-4	3.327028826E-4	5.731002311E-4
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.792166874E-4	6.012196536E-4	5.827738205E-4	5.788193666E-4	5.150254001E-4	5.143886665E-4	6.441498408E-4	7.681605639E-4	8.558699046E-4	8.176623378E-4	7.176382351E-4	6.445115432E-4	5.989085184E-4	5.862706457E-4	4.285388859E-4	3.456984705E-4	5.836130003E-4
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.344319994E-4	4.531303421E-4	5.404597032E-4	6.496102433E-4	6.176684401E-4	5.608685897E-4	5.814916804E-4	6.566860829E-4	7.861252525E-4	7.805291098E-4	7.096188492E-4	6.996554439E-4	6.599841872E-4	6.085675559E-4	4.997370997E-4	4.751089728E-4	6.597104948E-4
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.801571438E-4	3.960513859E-4	4.645262088E-4	5.723063368E-4	5.698063178E-4	5.333057488E-4	5.102755968E-4	5.054266658E-4	5.838256911E-4	6.921307649E-4	8.644144982E-4	9.381342097E-4	7.428508252E-4	5.743505317E-4	5.437125219E-4	5.631492822E-4	6.515062996E-4
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.956893634E-4	3.112008853E-4	3.287132713E-4	4.219939001E-4	4.645046429E-4	4.903686931E-4	5.201038439E-4	4.978879588E-4	4.775412672E-4	6.393680233E-4	9.785962757E-4	1.009249827E-3	6.236290792E-4	3.872203233E-4	4.292755912E-4	4.753610119E-4	4.850649275E-4
NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.419528657E-4	2.324469679E-4	1.874200825E-4	2.628319198E-4	3.779058752E-4	3.916487913E-4	3.656875342E-4	4.270889913E-4	4.836785956E-4	4.412287381E-4	5.372486194E-4	8.167185588E-4	7.960126386E-4	4.389909736E-4	2.290625416E-4	2.598205174E-4	3.466678609E-4	3.773476928E-4
NaN	NaN	NaN	NaN	NaN	NaN	3.683726827E-4	2.771118889E-4	1.988521544E-4	2.967807231E-4	4.462408251E-4	5.081957206E-4	3.829606576E-4	2.030839823E-4	2.304831723E-4	4.142004182E-4	4.852796264E-4	5.186101771E-4	6.464533508E-4	6.379212136E-4	4.314349499E-4	2.369279973E-4	2.052351629E-4	3.647931444E-4	4.648909380E-4
2.572841768E-4	NaN	NaN	NaN	NaN	2.851808676E-4	4.834853462E-4	4.035726015E-4	3.928855003E-4	5.304552033E-4	6.216042675E-4	6.021630252E-4	4.450740817E-4	2.304098889E-4	2.136391849E-4	4.374323471E-4	6.137827295E-4	6.544524804E-4	6.977507728E-4	6.894608377E-4	5.375837209E-4	3.390839265E-4	3.002483281E-4	4.805560457E-4	5.532606156E-4
2.486101293E-4	NaN	NaN	NaN	NaN	4.535230983E-4	6.014380488E-4	5.745019298E-4	5.870502209E-4	5.966210156E-4	5.354838795E-4	5.246069632E-4	5.162149318E-4	4.099031503E-4	3.602948273E-4	5.005737767E-4	6.665063556E-4	7.421253249E-4	7.901099743E-4	7.437173626E-4	5.576399853E-4	4.055214231E-4	4.264910240E-4	5.450536264E-4	5.252261180E-4
