4.959017388E-4	4.956191988E-4	6.395027158E-4	8.033643826E-4	9.240591899E-4	9.718685178E-4	8.773504524E-4	7.184813148E-4	7.019444602E-4	8.282925119E-4	9.333763155E-4	9.362928686E-4	8.651631651E-4	7.028282271E-4	6.086798385E-4	6.790260668E-4	6.292085745E-4	5.547872861E-4	6.905068876E-4	7.343984325E-4	6.280384259E-4	6.921478780E-4	8.248654776E-4	7.795406273E-4	6.926910719E-4	7.090160507E-4	6.870413199E-4	4.438071046E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.174948750E-4	5.216954160E-4
5.238997401E-4	5.044635036E-4	6.002456648E-4	7.549896254E-4	9.089977830E-4	9.887774941E-4	9.167422540E-4	7.683534641E-4	7.068020059E-4	7.688463666E-4	8.861859678E-4	9.457917186E-4	8.507543243E-4	5.849575973E-4	4.126940039E-4	4.977848148E-4	5.339280469E-4	5.381876254E-4	7.167803706E-4	7.614928763E-4	5.746752140E-4	4.846219090E-4	5.441220128E-4	6.559710018E-4	8.257879526E-4	1.000658609E-3	1.048653270E-3	8.731127018E-4	5.515704397E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.155329462E-5	2.908504102E-4
6.323180278E-4	6.226613186E-4	6.874170504E-4	8.319418412E-4	9.689940489E-4	1.059253351E-3	1.081414870E-3	1.010188251E-3	8.749460103E-4	7.980889059E-4	9.066681378E-4	1.052898588E-3	9.308909648E-4	5.271781120E-4	2.420304372E-4	3.484842600E-4	5.556737306E-4	6.499799783E-4	7.490722346E-4	7.471652352E-4	5.585969193E-4	4.350880336E-4	5.430753808E-4	7.914610323E-4	1.020645141E-3	1.137449755E-3	1.114741433E-3	1.010547159E-3	8.613615646E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.144480677E-4
6.677595666E-4	6.365331355E-4	6.963962805E-4	8.119490813E-4	8.775197202E-4	9.767487645E-4	1.107528224E-3	1.111863297E-3	9.851433570E-4	8.822150994E-4	9.358260431E-4	1.034020446E-3	9.032499511E-4	5.391542218E-4	2.851708559E-4	4.115664051E-4	6.927130744E-4	7.733288221E-4	6.953960401E-4	5.702815834E-4	3.938872251E-4	3.597616160E-4	5.968969199E-4	8.415111806E-4	8.861729293E-4	8.292953717E-4	7.341149030E-4	6.980539183E-4	7.393573760E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.759935160E-4
7.860332262E-4	6.475175032E-4	6.489724037E-4	7.492116420E-4	7.425952354E-4	7.765728515E-4	9.082714096E-4	9.528498049E-4	9.411076899E-4	9.494310361E-4	9.323458071E-4	8.700320614E-4	7.586890715E-4	6.017800188E-4	4.771155363E-4	5.573102972E-4	7.642321871E-4	7.677435060E-4	5.621190066E-4	3.604971280E-4	2.150503133E-4	2.536899119E-4	5.286743981E-4	6.940666935E-4	5.977608962E-4	4.894666490E-4	4.109224537E-4	3.717938089E-4	4.133850744E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.626299725E-4	7.003538194E-4	6.226270343E-4	7.503111265E-4	7.033311995E-4	6.264098920E-4	6.907110219E-4	7.325783372E-4	7.920852513E-4	8.873213665E-4	8.413273026E-4	6.811731146E-4	6.290065940E-4	6.804430741E-4	6.221095100E-4	5.541403079E-4	6.168693653E-4	5.858229706E-4	4.125184787E-4	3.180696804E-4	3.186989925E-4	3.706769203E-4	4.894135054E-4	5.218939041E-4	4.283886228E-4	4.093053285E-4	4.093012540E-4	3.275213239E-4	2.491144405E-4	1.894563757E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.030082814E-3	7.364227204E-4	6.679031649E-4	8.146090549E-4	7.284414605E-4	5.819596699E-4	5.857343785E-4	5.698455498E-4	5.922054988E-4	6.906748749E-4	6.726985448E-4	5.484506255E-4	5.827215500E-4	7.704187883E-4	7.726490730E-4	6.455580005E-4	6.323965499E-4	5.782227963E-4	4.360902531E-4	4.491717555E-4	5.902125267E-4	6.073939148E-4	4.986081040E-4	3.958875604E-4	3.200026113E-4	3.289936285E-4	3.667777637E-4	3.132093698E-4	2.434617636E-4	2.743469668E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.954877896E-4	8.004803676E-4	8.277964662E-4	9.471498779E-4	8.374023018E-4	6.953238044E-4	6.478447467E-4	5.486185546E-4	5.245818174E-4	6.262013922E-4	6.577648455E-4	5.967157776E-4	6.488781655E-4	8.567032055E-4	9.669473511E-4	9.636978502E-4	9.713894106E-4	8.479789249E-4	6.058290601E-4	5.518686376E-4	7.063993253E-4	7.228816394E-4	5.491502816E-4	4.057275364E-4	2.704145736E-4	1.645940210E-4	1.877964241E-4	2.491854248E-4	3.033062094E-4	4.379313032E-4	6.526091020E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.239597082E-4	7.795607671E-4	9.075981798E-4	1.000364777E-3	9.054586990E-4	7.974739419E-4	7.266330649E-4	6.203233497E-4	6.599784829E-4	8.357881452E-4	8.672567783E-4	7.361689932E-4	6.742833648E-4	7.989951409E-4	9.719563532E-4	1.081510214E-3	1.100067166E-3	9.255566401E-4	6.145884981E-4	4.828551318E-4	6.085355999E-4	6.695112679E-4	5.902600824E-4	5.288362736E-4	3.802579886E-4	1.814714051E-4	1.849194086E-4	3.428018244E-4	4.534908512E-4	5.373928580E-4	6.896221312E-4	7.215539808E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.501088453E-4	5.851603346E-4	7.959500654E-4	9.256036137E-4	8.732600836E-4	7.943488308E-4	7.356356946E-4	6.899006548E-4	8.623800823E-4	1.138672815E-3	1.094179112E-3	8.027512813E-4	6.329981843E-4	6.613864098E-4	7.572185714E-4	8.361949585E-4	8.576608961E-4	7.297098637E-4	4.820407776E-4	3.822958388E-4	4.725750186E-4	4.815819557E-4	4.387953959E-4	5.269357353E-4	5.710573168E-4	4.362037580E-4	3.657426860E-4	4.865832161E-4	5.669598468E-4	5.383036914E-4	6.015344406E-4	6.962195621E-4	6.552099949E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.807627363E-4	4.704250023E-4	7.518604980E-4	9.280447848E-4	9.110779501E-4	8.720742189E-4	8.383919485E-4	8.044198621E-4	1.006907667E-3	1.271474175E-3	1.135364757E-3	8.359595668E-4	7.448932156E-4	6.948506343E-4	5.788841518E-4	5.609600339E-4	6.588365068E-4	6.400179700E-4	4.480492207E-4	3.577385214E-4	3.929394297E-4	3.333135683E-4	2.770049905E-4	4.339124716E-4	6.586991367E-4	6.178182666E-4	4.020863562E-4	3.620575008E-4	4.245577438E-4	4.438263422E-4	5.722718197E-4	7.731585647E-4	8.323311340E-4	7.359517040E-4	NaN	NaN	NaN	NaN	NaN	NaN
4.515224136E-4	6.338550593E-4	9.095768910E-4	1.051670872E-3	1.025103498E-3	9.962421609E-4	9.670276195E-4	8.935584337E-4	1.003106474E-3	1.142335939E-3	9.934509872E-4	8.833199972E-4	9.346118895E-4	7.854099968E-4	5.113509251E-4	4.668464244E-4	6.172922440E-4	5.998662091E-4	3.473313700E-4	2.026144066E-4	2.541557478E-4	3.379796399E-4	4.124429834E-4	5.034942878E-4	6.296312786E-4	5.988032208E-4	3.373953223E-4	1.710549695E-4	2.283597714E-4	3.933580883E-4	6.578168832E-4	9.136860608E-4	9.333736380E-4	7.537854835E-4	5.792668089E-4	4.614685895E-4	NaN	NaN	NaN	NaN
