1.062800293E-3	1.158204977E-3	1.136898529E-3	9.534985293E-4	6.532497937E-4	3.967717057E-4	3.875506227E-4	6.181744393E-4	8.283067145E-4	8.926271112E-4	9.303938714E-4	9.468039498E-4	7.995680207E-4	6.139112520E-4	6.406314205E-4	7.264897577E-4	6.713260664E-4	6.175787421E-4	6.006697658E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.596612464E-4	7.084784447E-4	8.289974066E-4	7.559763617E-4	5.391857703E-4	5.187225179E-4	5.665188073E-4	4.516799818E-4	4.369010276E-4	5.977475666E-4	7.198420353E-4	7.983841351E-4	8.073914796E-4	7.185495924E-4	7.053097361E-4	7.292975206E-4	5.447759759E-4	2.394886396E-4	8.636294660E-5	1.439907464E-5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.051035503E-4	6.370249903E-4	9.181920905E-4	1.033055247E-3	9.646951803E-4	9.630660643E-4	1.016127993E-3	8.722183993E-4	5.808657734E-4	4.037265608E-4	4.069980059E-4	4.522210511E-4	4.052654258E-4	3.832120856E-4	4.710090871E-4	4.695434181E-4	4.516727640E-4	6.219769712E-4	6.913422840E-4	5.134023377E-4	4.255591193E-4	4.524723336E-4	4.077730700E-4	3.577701282E-4	NaN	NaN	NaN	NaN	NaN
1.091624028E-3	1.127797877E-3	1.094556297E-3	9.135819273E-4	6.583369686E-4	4.480066127E-4	3.973652492E-4	5.792712327E-4	7.944756653E-4	8.521100972E-4	8.587769698E-4	8.371153963E-4	6.829029298E-4	5.379161448E-4	6.299106753E-4	8.357065963E-4	9.308538865E-4	9.568475070E-4	8.970582858E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.233222666E-4	7.723307936E-4	6.490055821E-4	4.834417778E-4	5.591344670E-4	5.703456118E-4	3.680742811E-4	3.014445538E-4	4.363055923E-4	5.896455841E-4	7.208393654E-4	7.582210819E-4	7.092487067E-4	7.589953602E-4	8.950893534E-4	8.796409820E-4	6.474124384E-4	4.602026893E-4	4.786209902E-4	4.879221669E-4	3.165701637E-4	NaN	NaN	NaN	NaN	NaN	2.964940213E-4	2.911767806E-4	3.132921411E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.135655472E-4	6.368973409E-4	8.196056588E-4	8.966744645E-4	9.762398549E-4	9.760291432E-4	7.102928939E-4	3.548866080E-4	2.568736381E-4	4.301531881E-4	5.884316633E-4	5.274806754E-4	4.266251635E-4	4.519597860E-4	3.636002366E-4	2.349893475E-4	4.343230685E-4	6.618119660E-4	5.472917110E-4	4.004978109E-4	4.445217492E-4	4.854986619E-4	4.430312838E-4	3.929210652E-4	3.230206785E-4	NaN	NaN	NaN
9.854773525E-4	1.059916802E-3	1.008944935E-3	7.732191007E-4	5.874264752E-4	5.200190935E-4	5.055250367E-4	6.507651997E-4	8.449731977E-4	8.478838135E-4	7.409526734E-4	6.490061060E-4	5.867276341E-4	6.054745754E-4	7.541820523E-4	9.310551686E-4	9.999385802E-4	1.003611716E-3	9.223682573E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.960825318E-4	6.465474144E-4	6.146703963E-4	6.144085201E-4	7.103667012E-4	5.717130844E-4	2.312350844E-4	1.048224367E-4	2.916537633E-4	5.690992111E-4	7.450873381E-4	7.637453964E-4	7.161591784E-4	7.712613442E-4	9.649642743E-4	1.099249232E-3	9.839949198E-4	8.178245625E-4	8.723275969E-4	9.478162392E-4	7.400857285E-4	3.480178129E-4	5.908747698E-5	3.618783740E-5	2.201411116E-4	3.124588402E-4	2.183447359E-4	2.294631267E-4	4.144518462E-4	5.784348468E-4	7.552250754E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.978975244E-4	4.072447482E-4	5.786833935E-4	7.479945780E-4	8.737011231E-4	8.399520884E-4	5.865367129E-4	3.293782647E-4	3.361277049E-4	5.661027390E-4	7.336092531E-4	6.416817778E-4	4.448925902E-4	3.783878637E-4	2.926238230E-4	1.454215235E-4	2.453762281E-4	4.787828948E-4	5.297546159E-4	5.107998732E-4	5.597903510E-4	5.530350609E-4	4.798004229E-4	4.536773777E-4	3.891249653E-4	3.392085782E-4	4.764219339E-4	NaN
6.543148775E-4	8.088262985E-4	8.426147397E-4	6.258589565E-4	4.750746011E-4	4.641346459E-4	4.750808585E-4	6.119825994E-4	7.863621577E-4	7.604531711E-4	6.239583599E-4	5.480365944E-4	5.488997558E-4	5.852119648E-4	6.804764271E-4	7.949047722E-4	8.219309966E-4	8.287750534E-4	7.998584770E-4	5.581716541E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.671043229E-4	7.460775669E-4	8.270771941E-4	8.170219953E-4	5.832175375E-4	2.572427911E-4	1.297863928E-4	3.544295905E-4	7.219779654E-4	8.859555819E-4	8.216808783E-4	7.114301552E-4	7.248396287E-4	9.382850258E-4	1.151099685E-3	1.133424696E-3	1.063133357E-3	1.131064724E-3	1.138694119E-3	9.218121995E-4	5.481747794E-4	2.137452539E-4	1.908885897E-4	3.977044835E-4	3.860307042E-4	1.888800034E-4	2.599078871E-4	5.608003121E-4	7.772522513E-4	9.474635008E-4	1.005663187E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.556520049E-4	3.722082765E-4	5.739215994E-4	6.927370559E-4	6.796266534E-4	5.998859997E-4	4.968322464E-4	4.724422470E-4	6.059868028E-4	7.654452929E-4	7.089208229E-4	4.567173601E-4	3.183207882E-4	3.080602619E-4	2.359738864E-4	2.217770088E-4	3.779192630E-4	6.043320755E-4	7.838310557E-4	8.258735761E-4	7.008987595E-4	5.426987773E-4	4.600780085E-4	3.294994822E-4	2.636753779E-4	4.435361479E-4	5.034974893E-4
3.155476297E-4	5.021969555E-4	6.725243875E-4	5.686054355E-4	4.172894405E-4	3.623545344E-4	3.853891394E-4	5.355783505E-4	6.939810701E-4	6.785684964E-4	5.836760392E-4	5.476547522E-4	5.426363205E-4	5.011453177E-4	4.905884853E-4	5.279367324E-4	5.402017850E-4	5.999352434E-4	6.441642181E-4	4.640366824E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.044941885E-4	8.127753972E-4	8.432043833E-4	7.579152589E-4	6.308986922E-4	5.160009605E-4	4.494243476E-4	5.932649365E-4	8.697639569E-4	9.367964230E-4	8.150131325E-4	7.435312727E-4	7.865712978E-4	9.398665279E-4	1.081279945E-3	1.113521168E-3	1.187290763E-3	1.275799586E-3	1.178654376E-3	1.006434322E-3	8.030619356E-4	4.864034127E-4	3.516325669E-4	4.368077207E-4	3.238350037E-4	1.728690113E-4	3.794106015E-4	6.688952562E-4	7.477145409E-4	8.205958293E-4	8.942096611E-4	8.006963180E-4	7.365917554E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.527091268E-5	2.234972490E-4	4.971206072E-4	6.542376941E-4	6.840307615E-4	6.913893158E-4	5.615975242E-4	3.561910125E-4	3.754150530E-4	6.138590979E-4	6.740347599E-4	4.316269478E-4	2.839062654E-4	3.738467931E-4	4.418747558E-4	4.216994566E-4	4.742181336E-4	7.021481870E-4	9.356861701E-4	9.382097051E-4	7.372166147E-4	5.531853531E-4	4.825465148E-4	4.152874462E-4	4.391896073E-4	6.110813119E-4	5.861048121E-4
2.373572497E-4	3.960395115E-4	5.851971800E-4	5.652411492E-4	4.387867230E-4	3.529073729E-4	3.627515107E-4	4.630769254E-4	5.763107329E-4	6.073216209E-4	5.533748190E-4	4.665654269E-4	4.229512706E-4	4.270694917E-4	4.275937972E-4	3.970210091E-4	3.600279742E-4	3.922623582E-4	4.379821185E-4	3.753177880E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.338143769E-4	8.086765883E-4	7.658922113E-4	6.938471925E-4	6.981299957E-4	7.501965156E-4	7.493530284E-4	7.857336313E-4	9.128871607E-4	9.249597788E-4	8.507199236E-4	8.942628046E-4	9.559520986E-4	9.552859119E-4	9.771253681E-4	1.062469091E-3	1.225539367E-3	1.300302334E-3	1.152448123E-3	1.033524284E-3	9.878317360E-4	7.678185357E-4	5.602266174E-4	4.481663927E-4	1.962540118E-4	1.256394607E-4	4.636093217E-4	7.102712407E-4	6.529985112E-4	6.319021923E-4	7.171024336E-4	7.467059768E-4	7.959207869E-4	8.419115911E-4	7.367648650E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.990475430E-4	5.515931407E-4	8.375057951E-4	9.254664765E-4	8.480004617E-4	5.818390055E-4	2.617028949E-4	2.192967950E-4	4.646453890E-4	5.572743248E-4	3.611695138E-4	2.594639664E-4	3.866618790E-4	5.447751028E-4	5.767943803E-4	5.193406250E-4	5.996008404E-4	7.744304603E-4	7.764850161E-4	6.178813637E-4	5.288795219E-4	6.025491748E-4	7.275500684E-4	8.272777195E-4	8.252622210E-4	6.280179950E-4
4.066746042E-4	5.376456538E-4	5.899196840E-4	5.233822740E-4	4.173830966E-4	3.393350926E-4	3.393828229E-4	3.873070236E-4	4.684167798E-4	5.584033206E-4	5.325652892E-4	3.521238978E-4	2.750825952E-4	4.083147796E-4	4.934185999E-4	4.347866634E-4	3.583452490E-4	3.144429065E-4	3.200349165E-4	3.901321033E-4	4.912115983E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.176055224E-4	7.795211277E-4	7.774473634E-4	7.904819795E-4	8.270274848E-4	8.585304022E-4	8.342833607E-4	8.092842763E-4	9.049646324E-4	1.016411348E-3	1.062309602E-3	1.137979445E-3	1.118561137E-3	9.628801490E-4	9.170204285E-4	1.040488598E-3	1.180515508E-3	1.205258653E-3	1.095032203E-3	1.006598817E-3	9.831748903E-4	8.562222938E-4	7.137411158E-4	5.883498816E-4	3.465273476E-4	3.056498244E-4	5.648855004E-4	6.588753313E-4	5.261849728E-4	5.001884419E-4	5.938963150E-4	6.463413592E-4	7.177840453E-4	8.444951964E-4	8.969145129E-4	7.948590210E-4	5.785499234E-4	3.928519145E-4	3.638199123E-4	4.049484560E-4	3.267948923E-4	1.250618225E-4	NaN	NaN	NaN	1.591043547E-4	3.519681923E-4	5.809041322E-4	8.835200570E-4	1.006758190E-3	8.597496198E-4	5.948091275E-4	3.630103311E-4	3.410264326E-4	5.435358034E-4	6.333686179E-4	4.781637981E-4	3.142398782E-4	2.748731640E-4	3.788279428E-4	4.882136127E-4	4.677052493E-4	4.999805824E-4	6.268350407E-4	6.401444552E-4	5.498251412E-4	5.427549477E-4	6.869533099E-4	8.865068085E-4	9.353965870E-4	7.111789891E-4	4.245352175E-4
5.999205750E-4	7.047596155E-4	6.550979451E-4	5.337077309E-4	3.829722991E-4	2.740927157E-4	3.111246042E-4	4.111518792E-4	4.958893405E-4	5.729916156E-4	5.351997679E-4	3.362491843E-4	2.970728674E-4	5.094380467E-4	6.044119946E-4	5.351682194E-4	5.023831036E-4	4.860453191E-4	4.890855635E-4	5.949672777E-4	7.874034345E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.429234636E-4	7.444332005E-4	8.976480458E-4	1.000928227E-3	9.318005759E-4	7.465961971E-4	6.484869518E-4	8.149968344E-4	1.125214971E-3	1.303046127E-3	1.329077058E-3	1.218597870E-3	1.003070385E-3	9.007554618E-4	9.684134857E-4	1.032760949E-3	1.038315939E-3	1.022352139E-3	9.862419683E-4	9.404583252E-4	8.346753893E-4	7.637947565E-4	7.810063544E-4	7.187927258E-4	6.853489904E-4	7.312193047E-4	6.116902805E-4	4.053399316E-4	3.986278025E-4	5.424775882E-4	6.175161689E-4	6.784991710E-4	8.728593239E-4	1.049897983E-3	9.991492843E-4	8.391855517E-4	7.802200853E-4	8.941655396E-4	1.076323679E-3	9.868864436E-4	5.607114290E-4	1.987003634E-4	8.992969379E-5	2.052172640E-4	4.557843786E-4	5.226856447E-4	4.730418150E-4	6.021764711E-4	7.076894399E-4	6.225072430E-4	5.097264075E-4	4.301667504E-4	4.598075175E-4	6.983572384E-4	8.768489934E-4	7.526082918E-4	4.493006854E-4	2.140770521E-4	2.341900981E-4	3.896359995E-4	4.789736122E-4	5.587412161E-4	6.276676431E-4	5.764977541E-4	4.902909859E-4	5.226448993E-4	6.712275790E-4	8.437990909E-4	8.332655416E-4	5.521517014E-4	3.182577784E-4
6.819685223E-4	7.397970767E-4	7.522711530E-4	6.761883269E-4	4.076078185E-4	1.902307413E-4	2.719381300E-4	4.610682372E-4	5.386639386E-4	5.459440290E-4	4.963280517E-4	3.687216958E-4	4.081535444E-4	6.403960870E-4	7.292903028E-4	6.910474622E-4	7.341670571E-4	7.872141432E-4	7.518685888E-4	7.408382371E-4	8.798508206E-4	9.736084612E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.513442109E-4	5.386563134E-4	7.789737429E-4	1.019782503E-3	9.529165109E-4	6.631424767E-4	4.962231615E-4	6.598624168E-4	1.050209161E-3	1.297057839E-3	1.269870671E-3	1.127763302E-3	9.800777771E-4	8.861817769E-4	8.595903637E-4	8.498013485E-4	8.784838137E-4	9.526128415E-4	9.969576495E-4	1.003751415E-3	9.215626051E-4	8.285894291E-4	8.540191920E-4	8.472079062E-4	7.836334407E-4	7.229702896E-4	5.558510311E-4	3.518939484E-4	3.438500862E-4	5.319101620E-4	6.765793660E-4	7.359274896E-4	9.196522878E-4	1.163223642E-3	1.168010291E-3	1.011464046E-3	9.874256793E-4	1.216131379E-3	1.550964080E-3	1.519103535E-3	9.799968684E-4	4.456879687E-4	2.304214286E-4	2.917590027E-4	5.196550046E-4	5.864648265E-4	4.583385307E-4	4.367160727E-4	4.707668850E-4	4.456092429E-4	4.643226566E-4	4.805208300E-4	5.195907434E-4	7.492888835E-4	9.216652252E-4	7.463535294E-4	4.066891852E-4	2.278637985E-4	3.007296473E-4	4.440648481E-4	5.349584972E-4	6.100568571E-4	6.191516877E-4	4.986530403E-4	3.938143200E-4	4.675248638E-4	6.478979485E-4	7.970155566E-4	7.906173705E-4	6.294291234E-4	5.325372913E-4
7.548282738E-4	7.976681809E-4	9.052660316E-4	8.504008292E-4	4.580886743E-4	1.498642814E-4	2.303924120E-4	4.133616749E-4	4.290532670E-4	4.061969812E-4	4.472177243E-4	4.359913582E-4	4.902288201E-4	7.084209356E-4	8.643878973E-4	8.900607354E-4	9.467188502E-4	9.976421716E-4	8.498392417E-4	6.543657510E-4	7.120819646E-4	8.172803791E-4	7.323832833E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.571905254E-4	4.022936628E-4	6.239362410E-4	8.934844518E-4	8.885326679E-4	6.665883702E-4	5.026265280E-4	5.547913606E-4	8.234657580E-4	1.030340209E-3	9.931444656E-4	8.993517258E-4	9.076949791E-4	9.208180709E-4	8.249378880E-4	7.154467166E-4	7.442604401E-4	8.512248751E-4	9.272597963E-4	1.007554936E-3	9.973512497E-4	8.587501361E-4	7.648301544E-4	7.182114641E-4	6.874467363E-4	6.678171922E-4	5.823660758E-4	4.813877167E-4	4.707088810E-4	5.838161451E-4	7.454946754E-4	8.460653480E-4	9.803464636E-4	1.196749625E-3	1.239964389E-3	1.090148813E-3	1.069064252E-3	1.333354623E-3	1.703350572E-3	1.758423052E-3	1.325692981E-3	7.650692714E-4	3.781513078E-4	2.356076875E-4	3.907669161E-4	5.827132263E-4	5.574879469E-4	4.725572362E-4	4.207585007E-4	3.821898717E-4	4.472378932E-4	5.292886635E-4	5.742288777E-4	7.073341985E-4	6.995201111E-4	3.646175028E-4	NaN	NaN	NaN	5.161921727E-4	6.070430973E-4	6.345588481E-4	5.830469308E-4	4.360454332E-4	3.458768188E-4	4.594381026E-4	6.311952020E-4	6.813440123E-4	6.492026732E-4	6.476861890E-4	7.312903181E-4
