3.592665307E-4	4.029658448E-4	4.916032194E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.407842156E-4	5.845708656E-4	5.813268363E-4	6.467935164E-4	6.722360849E-4	5.363876699E-4	3.004948085E-4	2.774940804E-4	4.433276190E-4	5.125794560E-4	5.454146303E-4	5.842049140E-4	5.167594063E-4	5.074625951E-4	7.323620375E-4	9.501785971E-4	9.356312221E-4	8.565371390E-4	8.299512556E-4	7.930985885E-4	8.230928797E-4	9.487920906E-4	1.043402357E-3	1.094516367E-3	1.193226664E-3
5.004986306E-4	4.855470615E-4	5.623889156E-4	6.373621291E-4	6.318134256E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.372772041E-4	6.014806568E-4	5.665069912E-4	5.689815152E-4	5.044021527E-4	3.208839335E-4	2.709145483E-4	3.887431521E-4	4.614971695E-4	5.220847670E-4	5.827409332E-4	5.354116438E-4	4.672501236E-4	5.352282897E-4	6.335670478E-4	6.400910206E-4	6.456435076E-4	6.671954761E-4	6.526268553E-4	6.983032217E-4	8.904587594E-4	1.116016763E-3	1.226134133E-3	1.219472731E-3
6.287253345E-4	6.164320512E-4	7.596669020E-4	9.137731395E-4	1.007755171E-3	9.452661616E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.639429389E-4	5.995842512E-4	6.522629410E-4	5.098388647E-4	4.009790719E-4	3.806204477E-4	2.940253180E-4	2.367355773E-4	2.859081142E-4	3.414978855E-4	3.695086925E-4	4.096134508E-4	4.178077215E-4	3.965709475E-4	4.465800594E-4	5.492727505E-4	5.787006230E-4	5.963909207E-4	8.115204400E-4	1.132413629E-3	1.285320497E-3	1.230536262E-3
5.616572453E-4	6.456687697E-4	8.947838214E-4	1.052595326E-3	1.099066809E-3	9.925512131E-4	7.608967717E-4	6.543051568E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.037662245E-4	5.850517773E-4	7.683984586E-4	6.800770061E-4	5.167748313E-4	3.580336343E-4	1.324761251E-4	1.310303742E-5	5.728338510E-5	1.445840608E-4	2.704687067E-4	4.060025967E-4	4.483069933E-4	4.204666475E-4	4.358767183E-4	5.084921140E-4	4.618273815E-4	3.689874138E-4	6.059678271E-4	1.031190273E-3	1.222657622E-3	1.202588552E-3
3.970620746E-4	5.376925110E-4	8.524900186E-4	9.994610446E-4	9.960578755E-4	9.001513827E-4	7.038573967E-4	5.921960110E-4	5.585078616E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.098459078E-4	7.710041828E-4	7.727451739E-4	6.121586193E-4	4.010213888E-4	1.527084387E-4	5.044012141E-5	1.045474564E-4	1.901234500E-4	3.244978434E-4	4.531166633E-4	5.339800264E-4	5.977945984E-4	6.003233138E-4	5.225049099E-4	2.811985905E-4	6.588370161E-5	3.339050163E-4	8.527658065E-4	1.110371668E-3	1.177660539E-3
4.252405779E-4	5.350601277E-4	7.965674158E-4	8.832770400E-4	8.600704023E-4	8.429369773E-4	6.967179943E-4	4.814649001E-4	3.357161186E-4	2.458523668E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.955569261E-4	7.703005103E-4	6.376307574E-4	4.229883198E-4	1.816299045E-4	9.063161269E-5	2.272685815E-4	4.360253224E-4	5.542006693E-4	5.300739431E-4	5.674346467E-4	7.526462432E-4	8.174974937E-4	6.198501796E-4	1.958039938E-4	NaN	1.431821584E-4	6.942253094E-4	1.004535821E-3	1.117573353E-3
6.008827477E-4	6.808255566E-4	8.183132741E-4	8.069767500E-4	7.864495274E-4	8.441261598E-4	7.080207579E-4	3.921828174E-4	2.138894633E-4	2.363097883E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.441861042E-4	6.039160071E-4	4.390942340E-4	1.789538073E-4	5.114994201E-5	2.707931271E-4	6.206358084E-4	7.408679230E-4	6.326370058E-4	6.400982384E-4	8.496936061E-4	9.471405647E-4	7.165154093E-4	2.118822013E-4	NaN	1.096450578E-4	6.192364381E-4	8.659450104E-4	9.261709638E-4
7.622854318E-4	7.925098180E-4	7.849592948E-4	7.006059750E-4	7.100506336E-4	7.899779011E-4	6.284793490E-4	3.213663877E-4	2.433871414E-4	3.739234817E-4	4.553537001E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.075227236E-4	6.541993935E-4	6.428569322E-4	4.214702058E-4	2.456759103E-4	3.898458090E-4	6.682627718E-4	7.687410689E-4	7.297087577E-4	7.520657382E-4	8.619070868E-4	9.189241682E-4	7.423044299E-4	3.206117544E-4	5.181797314E-5	2.541554568E-4	5.890536704E-4	6.569310790E-4	6.511258543E-4
9.908777429E-4	9.343076381E-4	7.843762287E-4	6.275913911E-4	6.045751506E-4	6.101774634E-4	4.232636129E-4	2.327326947E-4	2.696326701E-4	3.992719867E-4	3.953545820E-4	3.577269963E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.034653099E-4	9.105427889E-4	8.761414210E-4	7.262151339E-4	6.391237839E-4	6.134382566E-4	6.077429280E-4	6.261776434E-4	6.532258703E-4	7.284079911E-4	8.553715306E-4	8.217029390E-4	5.174537073E-4	2.489608014E-4	2.790462459E-4	4.187239683E-4	4.506444675E-4	5.177429412E-4
1.166891889E-3	1.053446671E-3	8.761489298E-4	7.091103471E-4	6.027165218E-4	4.735573602E-4	2.879126405E-4	2.680733160E-4	4.050173156E-4	4.753166286E-4	3.625656536E-4	2.212904510E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.759632913E-4	9.090999374E-4	1.101229805E-3	1.062868745E-3	7.729479694E-4	4.430774716E-4	3.329034953E-4	3.683577816E-4	4.320801527E-4	6.501367316E-4	9.494917467E-4	9.948782390E-4	7.006241940E-4	3.261407255E-4	1.515203476E-4	2.262059279E-4	4.236349487E-4	6.608857657E-4
