8.686378715E-4	7.379896124E-4	6.828007172E-4	8.320636116E-4	8.733599680E-4	6.589176483E-4	4.581787216E-4	4.297767591E-4	5.239896709E-4	7.116501802E-4	8.652905817E-4	9.168936522E-4	8.400412626E-4	6.436192780E-4	4.402887134E-4	2.943063737E-4	3.000610741E-4	3.000425349E-4	2.134745882E-4	4.144604609E-4	8.039303357E-4	7.977211499E-4	4.573873593E-4	3.673454630E-4	4.915624741E-4	5.012249458E-4	5.665095523E-4	6.409302587E-4	5.346309044E-4	5.590174114E-4	7.172438782E-4	7.658150862E-4	8.180019213E-4	8.340422064E-4	8.336981409E-4	9.853048250E-4	1.162604312E-3
9.916066192E-4	7.498027408E-4	6.099049933E-4	7.558948128E-4	8.028392913E-4	5.720792687E-4	4.050735442E-4	3.720617678E-4	3.548300010E-4	4.789360682E-4	7.280705613E-4	9.383974248E-4	9.255164186E-4	6.877706037E-4	4.369374656E-4	2.638116712E-4	2.364226384E-4	2.316015598E-4	1.856449962E-4	3.453920654E-4	5.783553352E-4	4.899673513E-4	2.142510057E-4	2.100401471E-4	3.692819737E-4	3.947543155E-4	4.934594617E-4	6.368054892E-4	6.114794523E-4	6.473350222E-4	6.876141415E-4	6.005171454E-4	6.739685778E-4	7.500771317E-4	6.460387958E-4	6.698511424E-4	8.565988392E-4
1.185381436E-3	1.053335262E-3	8.569951751E-4	8.678699960E-4	9.133763961E-4	7.736734697E-4	6.696253549E-4	6.186282262E-4	5.052255583E-4	5.136483815E-4	7.164407289E-4	9.451254737E-4	9.222951485E-4	6.618587067E-4	4.556339118E-4	3.556238953E-4	3.369165352E-4	3.338872921E-4	3.380292910E-4	4.419535981E-4	4.960101796E-4	3.617478651E-4	2.127590269E-4	2.686120861E-4	3.700786910E-4	3.341852571E-4	3.987417440E-4	6.210212596E-4	7.755567203E-4	8.591210935E-4	7.715449901E-4	5.491540651E-4	5.993261584E-4	7.070039865E-4	5.621021264E-4	5.456540966E-4	7.595243515E-4
1.145842834E-3	1.140869688E-3	1.002641278E-3	9.759578970E-4	1.050354098E-3	1.011892920E-3	9.299014346E-4	8.224496851E-4	6.979175378E-4	7.006639498E-4	8.003194816E-4	8.717788151E-4	7.670865161E-4	5.624078331E-4	4.879929184E-4	4.864051298E-4	4.726913758E-4	4.663218861E-4	5.173312384E-4	6.322624977E-4	6.550931721E-4	5.249064416E-4	3.914214903E-4	4.137087381E-4	4.881318600E-4	4.405423533E-4	4.196349764E-4	6.186269457E-4	8.958843537E-4	1.021001139E-3	8.800581563E-4	6.374779623E-4	6.675366312E-4	7.518075290E-4	6.075055571E-4	6.064371555E-4	8.232309483E-4
9.096837020E-4	9.633370792E-4	1.007032348E-3	1.102920389E-3	1.121701440E-3	9.688625578E-4	8.017140208E-4	6.456203992E-4	5.724162911E-4	7.048093830E-4	8.579518762E-4	8.688634261E-4	7.345452905E-4	5.880997051E-4	5.686691147E-4	5.659831222E-4	5.233629490E-4	5.137498374E-4	5.525211454E-4	6.349671166E-4	7.059714990E-4	6.476825220E-4	4.540176014E-4	3.486025380E-4	4.238981928E-4	4.735288676E-4	4.224178556E-4	5.144911702E-4	7.898074691E-4	9.438174893E-4	8.396630292E-4	6.934850244E-4	7.819273160E-4	8.785692626E-4	7.672837819E-4	7.643118151E-4	9.399024420E-4
7.368471124E-4	7.724657771E-4	9.605257073E-4	1.230096095E-3	1.176885329E-3	8.318668115E-4	5.946895690E-4	4.330509983E-4	3.530157846E-4	5.615833215E-4	8.470147150E-4	9.644932579E-4	9.197519976E-4	8.035840001E-4	7.158571389E-4	6.262531970E-4	5.645604688E-4	5.809673457E-4	5.661169416E-4	5.195164122E-4	5.617165007E-4	5.797359045E-4	3.916996357E-4	1.836084411E-4	2.112548536E-4	3.305715509E-4	2.960677084E-4	2.992324589E-4	5.209067604E-4	6.958288723E-4	6.631560973E-4	6.260977243E-4	7.644738071E-4	8.496701485E-4	7.617832744E-4	7.767571951E-4	9.664895479E-4
7.015068550E-4	6.329113967E-4	7.917273906E-4	1.169449766E-3	1.190986834E-3	8.773707668E-4	6.910174852E-4	5.200767191E-4	3.721943067E-4	5.239642924E-4	7.438776665E-4	8.486702573E-4	9.314157069E-4	9.445006144E-4	8.417554200E-4	6.685917033E-4	5.771854776E-4	6.121450569E-4	5.858766381E-4	4.888484837E-4	4.907089751E-4	5.135419196E-4	3.573456488E-4	1.259074052E-4	9.944692283E-5	2.091605566E-4	1.619712275E-4	1.172367847E-4	2.978095144E-4	4.837157030E-4	5.266006920E-4	5.682640476E-4	6.843390292E-4	6.963776541E-4	6.168810069E-4	6.500472664E-4	8.128401241E-4
6.979504251E-4	5.746918614E-4	6.107517984E-4	9.356181836E-4	1.062361291E-3	9.263909888E-4	7.999310037E-4	5.847938010E-4	4.365195637E-4	5.392703461E-4	5.626520724E-4	5.293745780E-4	7.052842993E-4	8.921581903E-4	8.602435119E-4	6.833434454E-4	5.724076182E-4	5.548056797E-4	4.979846999E-4	4.879842745E-4	5.927160382E-4	6.140557234E-4	4.400547768E-4	2.102394210E-4	1.597263326E-4	2.226500219E-4	1.332534594E-4	8.325000090E-5	2.574586542E-4	4.128581495E-4	4.638587998E-4	5.439146771E-4	6.297439104E-4	5.809710710E-4	5.074575893E-4	4.943169770E-4	4.907279508E-4
7.468418917E-4	7.105033146E-4	6.403223961E-4	7.603247650E-4	8.639883599E-4	8.301307098E-4	6.942617474E-4	4.560414527E-4	3.896527342E-4	5.220700405E-4	4.909673007E-4	4.244286683E-4	6.102084299E-4	8.380595245E-4	8.638157742E-4	7.451941492E-4	6.347934250E-4	5.208948860E-4	3.927658545E-4	4.864532384E-4	7.430661353E-4	7.629695465E-4	5.423994735E-4	3.453467507E-4	3.064693301E-4	3.077713191E-4	1.712189551E-4	1.479943312E-4	3.572579881E-4	4.635162768E-4	4.435537558E-4	5.251545808E-4	6.070545060E-4	5.130510544E-4	4.275042447E-4	3.710994206E-4	2.224599884E-4
9.011426591E-4	9.725441341E-4	8.147625485E-4	7.628151798E-4	8.435766795E-4	8.492296911E-4	6.880583824E-4	4.615118669E-4	4.145730636E-4	5.280784098E-4	5.610066582E-4	5.236689467E-4	5.953010987E-4	7.620246615E-4	8.311584243E-4	7.314831018E-4	5.902056000E-4	4.533061583E-4	3.267830762E-4	4.346781061E-4	7.080321084E-4	7.137347711E-4	5.080951378E-4	4.070050491E-4	4.095680779E-4	3.432799713E-4	1.455707243E-4	1.344308548E-4	3.943803313E-4	5.008929875E-4	4.302221641E-4	4.746181949E-4	5.301914061E-4	4.477462207E-4	4.318288702E-4	4.259361594E-4	2.402447717E-4
