8.541955031E-4	1.019899733E-3	8.172132075E-4	5.686871591E-4	6.535063731E-4	8.412383031E-4	7.384301862E-4	4.099577491E-4	2.663336636E-4	4.406078078E-4	6.773417699E-4	7.739473367E-4	7.662828430E-4	6.638253108E-4	4.515429027E-4	3.983526549E-4	4.981582751E-4	3.951942199E-4	1.583592966E-4	1.171613258E-4	2.796563786E-4	3.578913747E-4	3.249816073E-4	4.567448632E-4	6.374770310E-4	5.948558683E-4	5.759288324E-4	6.684537511E-4	5.867963191E-4	4.995413474E-4	6.185452221E-4
8.847715217E-4	9.987618541E-4	7.577409269E-4	4.983296967E-4	5.869564484E-4	8.623427711E-4	8.798554773E-4	5.775652244E-4	3.524105414E-4	4.319290456E-4	6.444953615E-4	7.795282872E-4	7.855194854E-4	6.113966228E-4	3.295619099E-4	2.831400197E-4	4.338278959E-4	4.432481655E-4	3.360039846E-4	2.485936857E-4	2.213001426E-4	2.495918598E-4	3.320759279E-4	5.112282815E-4	6.111373077E-4	4.845911171E-4	4.567084543E-4	6.206543185E-4	5.942234420E-4	4.436646996E-4	5.217075814E-4
1.029574429E-3	1.046102028E-3	7.727339398E-4	4.991630558E-4	5.887486623E-4	9.101499454E-4	9.577911696E-4	6.752596819E-4	4.452474532E-4	4.482690420E-4	5.965976743E-4	7.014110452E-4	6.079519517E-4	3.401373688E-4	1.211223425E-4	1.641144045E-4	3.013068927E-4	3.029377840E-4	2.446538419E-4	1.857764146E-4	1.838050666E-4	3.279203374E-4	5.027872394E-4	5.730154226E-4	5.186017952E-4	4.173882189E-4	4.806097131E-4	6.453756941E-4	5.924094585E-4	4.430212721E-4	5.636056885E-4
1.130403252E-3	1.142538153E-3	9.241931257E-4	6.832095096E-4	7.594664930E-4	1.005746657E-3	9.434709209E-4	6.360643310E-4	4.619113170E-4	4.597722436E-4	5.419251975E-4	5.984712043E-4	4.599163076E-4	1.984535193E-4	9.843684529E-5	2.309187112E-4	3.280954261E-4	2.307203540E-4	1.197476595E-4	1.248784247E-4	2.500989358E-4	4.972444731E-4	6.661360385E-4	5.941941054E-4	4.392190313E-4	4.079509235E-4	5.340102944E-4	6.003009039E-4	4.559706722E-4	3.806306922E-4	6.322012050E-4
8.865327109E-4	9.513850673E-4	9.142539348E-4	8.773376467E-4	1.014857553E-3	1.158742816E-3	9.971030522E-4	6.750830798E-4	5.257839803E-4	5.099311238E-4	5.254144198E-4	5.450733006E-4	4.517365014E-4	2.799101057E-4	2.487617894E-4	4.066303372E-4	5.214913399E-4	4.236022651E-4	2.938051766E-4	2.943549771E-4	3.831994545E-4	5.863638362E-4	7.571594324E-4	7.019074983E-4	5.689124228E-4	5.326268729E-4	5.924666766E-4	5.708448007E-4	3.807612520E-4	3.431001387E-4	6.458018324E-4
5.675206776E-4	6.098864833E-4	6.921580061E-4	8.602257003E-4	1.068304293E-3	1.172393211E-3	1.046554535E-3	7.942846278E-4	6.522012991E-4	6.082276814E-4	6.152325077E-4	6.523221964E-4	5.876287469E-4	4.322188906E-4	3.664413525E-4	4.748443607E-4	6.056211423E-4	5.542306462E-4	4.395230499E-4	4.104240506E-4	3.860367287E-4	4.752085079E-4	6.728685694E-4	7.619324606E-4	7.678141119E-4	7.473189034E-4	7.412950508E-4	6.854532403E-4	4.583015107E-4	3.691015590E-4	6.250243168E-4
5.144912284E-4	4.716480908E-4	5.619377480E-4	7.943363744E-4	9.508616058E-4	9.899878642E-4	9.486719500E-4	8.418394718E-4	7.492433069E-4	6.480257725E-4	6.154524162E-4	6.619949709E-4	5.788627896E-4	3.915611305E-4	3.060594900E-4	3.825960448E-4	5.206777714E-4	5.250661052E-4	4.324344336E-4	4.038324987E-4	3.537205921E-4	3.528193338E-4	4.906517570E-4	6.311322795E-4	7.447644603E-4	7.846971857E-4	7.678715629E-4	6.826961180E-4	4.397790472E-4	3.704928677E-4	6.490018568E-4
5.145086325E-4	4.444386868E-4	5.611706292E-4	8.094093064E-4	8.794592577E-4	8.292103303E-4	8.016391075E-4	7.908985135E-4	7.758930442E-4	6.529274397E-4	5.507939495E-4	5.420094822E-4	4.036889004E-4	2.272995043E-4	2.405967971E-4	3.577895986E-4	4.825005599E-4	5.147468182E-4	4.290660145E-4	4.103288229E-4	4.176256189E-4	4.032150609E-4	4.533714673E-4	5.343365483E-4	6.132182898E-4	6.063889014E-4	5.215992569E-4	4.220221599E-4	2.872676705E-4	3.460047883E-4	6.845588214E-4
4.731501394E-4	4.410559486E-4	5.780004431E-4	8.367373375E-4	9.099844028E-4	8.141036960E-4	6.864269963E-4	6.157291937E-4	6.423786981E-4	6.175106973E-4	5.762247019E-4	5.437184009E-4	3.535764699E-4	2.269045799E-4	3.970394901E-4	5.711381091E-4	5.790611613E-4	4.768642539E-4	3.328803577E-4	3.443564638E-4	4.257895926E-4	4.226886085E-4	4.380885512E-4	5.000101519E-4	5.291345296E-4	4.374541459E-4	2.757890325E-4	1.967395947E-4	1.808628585E-4	2.627632639E-4	5.614216789E-4
6.001420552E-4	6.329556927E-4	6.797278184E-4	8.524679579E-4	9.432407096E-4	8.287872188E-4	6.058433210E-4	4.908433184E-4	5.464835558E-4	6.008199998E-4	6.406094180E-4	6.228986895E-4	4.294117971E-4	3.462652094E-4	5.870618043E-4	7.852193667E-4	6.930838572E-4	4.266049655E-4	2.197231370E-4	2.734558657E-4	3.692385799E-4	3.130003170E-4	2.895443467E-4	3.629360290E-4	4.009963886E-4	3.361456911E-4	2.354732715E-4	2.216233406E-4	2.248573728E-4	1.850839908E-4	3.403535229E-4
8.303956129E-4	9.088804945E-4	7.976414054E-4	8.231031825E-4	9.249547729E-4	8.560062852E-4	6.766185979E-4	6.510988460E-4	7.302081794E-4	7.406743825E-4	7.586853462E-4	7.522545638E-4	6.217270275E-4	5.554308882E-4	6.912933895E-4	8.367223782E-4	7.873649593E-4	5.386343109E-4	3.714438644E-4	4.854355357E-4	5.660322495E-4	4.102621460E-4	2.549603523E-4	2.331973519E-4	2.361722582E-4	2.348358830E-4	2.891420736E-4	4.010894918E-4	4.473590525E-4	3.286727006E-4	2.768670092E-4
9.768361924E-4	1.005755272E-3	8.211054374E-4	8.036612999E-4	9.692300810E-4	1.000190852E-3	8.786236867E-4	8.468369488E-4	8.584723691E-4	8.439488593E-4	8.888238808E-4	9.220828651E-4	8.953735814E-4	8.590174257E-4	8.203293546E-4	8.382087690E-4	8.518091054E-4	7.082145312E-4	6.433205563E-4	8.415560005E-4	9.508001967E-4	7.207095041E-4	3.798584512E-4	2.138099226E-4	1.764400804E-4	1.884189987E-4	3.035955888E-4	4.852227285E-4	6.231287261E-4	5.692619015E-4	3.933984553E-4
9.757587104E-4	9.145035292E-4	8.060892578E-4	8.486452862E-4	1.012544963E-3	1.039647614E-3	8.880115347E-4	7.426402299E-4	6.802542484E-4	7.465760573E-4	8.647834766E-4	8.983646403E-4	9.472483071E-4	1.008653664E-3	9.400197305E-4	8.806098485E-4	8.676836151E-4	7.406700752E-4	7.113931351E-4	9.084161138E-4	1.014499576E-3	7.989876904E-4	4.328099603E-4	2.589968208E-4	2.502583375E-4	2.257055748E-4	2.363264648E-4	3.314788337E-4	4.945902620E-4	5.859071389E-4	5.260850303E-4
