NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.526206324E-4	2.745268575E-4	5.241790786E-4	6.291391328E-4	4.314199032E-4	2.000281384E-4	1.622029813E-4	2.033852506E-4	1.380696194E-4	6.707598368E-5	1.964784751E-4	3.757450904E-4	4.594570491E-4	5.624294863E-4	5.687703378E-4	3.783156571E-4	2.745201928E-4	3.190278949E-4	3.439192951E-4
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.443971753E-4	4.205988371E-4	5.740205524E-4	4.944563261E-4	2.978344564E-4	2.250847174E-4	2.133419330E-4	1.406034862E-4	1.397664746E-4	2.898055245E-4	4.137943615E-4	4.589185992E-4	4.854198487E-4	4.161299439E-4	3.198023769E-4	3.349714098E-4	3.648199490E-4	3.706816642E-4
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.327024799E-4	4.066012916E-4	5.413217004E-4	5.543542793E-4	4.117852950E-4	3.644673270E-4	3.527275403E-4	2.815122134E-4	3.433526726E-4	4.779419105E-4	4.221463169E-4	3.136268060E-4	2.960590937E-4	2.465064463E-4	2.671055845E-4	3.629041312E-4	3.478093422E-4	3.891070955E-4
NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.550056812E-4	7.679383270E-4	7.785771159E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.973990631E-4	3.830101341E-4	4.490546708E-4	3.657616326E-4	3.933045955E-4	4.785885394E-4	4.528018762E-4	5.113839288E-4	5.996953696E-4	4.133387702E-4	2.007392031E-4	2.318706684E-4	2.883423003E-4	3.642872034E-4	4.533466999E-4	3.799675906E-4	4.001411435E-4
NaN	NaN	NaN	NaN	NaN	2.703219070E-4	3.024661273E-4	5.009554443E-4	6.661250954E-4	6.477866555E-4	5.104881711E-4	3.469515068E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.091159205E-5	1.557873329E-4	2.478180104E-4	2.024293644E-4	2.862433903E-4	4.823111813E-4	5.367999547E-4	5.762685323E-4	6.366557209E-4	4.556272761E-4	2.425569110E-4	3.207337286E-4	4.339762672E-4	4.506146943E-4	4.690653295E-4	4.173365305E-4	4.269679484E-4
NaN	NaN	NaN	3.261294623E-4	3.178085026E-4	3.498361912E-4	3.329475294E-4	4.300229193E-4	5.743037327E-4	5.472206394E-4	4.295807157E-4	3.497224825E-4	2.801188675E-4	1.123158363E-4	NaN	7.305811596E-5	3.122911730E-4	3.256817581E-4	1.158426385E-4	1.776836689E-5	1.279718854E-4	1.866753737E-4	1.189492032E-4	1.858364558E-4	3.928947554E-4	5.096727400E-4	5.787772825E-4	6.279118243E-4	4.948647693E-4	3.299251548E-4	4.002503701E-4	5.057337112E-4	4.779261362E-4	4.577476066E-4	4.626678710E-4	5.068451283E-4
NaN	NaN	5.167671479E-4	3.098891175E-4	3.678159264E-4	4.844024952E-4	4.090334987E-4	4.633150238E-4	6.679919316E-4	6.371666677E-4	4.714238166E-4	3.977288725E-4	3.059768060E-4	1.282093435E-4	7.559970254E-5	2.443636185E-4	4.214493092E-4	4.005386145E-4	2.200519957E-4	1.324773184E-4	2.005042770E-4	2.109986963E-4	1.628964674E-4	2.631847747E-4	4.292953236E-4	5.107517936E-4	5.897209048E-4	6.457857089E-4	5.844152765E-4	4.853105929E-4	4.792418040E-4	5.178038264E-4	5.397061468E-4	5.737629253E-4	5.818816135E-4	6.110350951E-4
5.142753362E-4	5.651238025E-4	3.789198818E-4	2.098522818E-4	3.897164133E-4	6.286391290E-4	5.758334300E-4	6.398148253E-4	8.934175130E-4	8.635758422E-4	6.547663943E-4	5.456142244E-4	4.239724949E-4	2.980998834E-4	3.545313375E-4	5.093774525E-4	6.212964654E-4	6.312507321E-4	4.472235159E-4	2.390944428E-4	1.826702064E-4	1.528448920E-4	1.944430987E-4	4.473967128E-4	6.193199661E-4	5.545978784E-4	5.319398479E-4	6.070156232E-4	6.786297890E-4	6.838872214E-4	5.952056963E-4	5.400579539E-4	6.235766341E-4	7.246782188E-4	6.878757267E-4	6.353156059E-4
5.437634536E-4	5.843922263E-4	4.154316266E-4	2.605658374E-4	4.160098615E-4	6.686429842E-4	6.503489567E-4	6.940985331E-4	9.340188117E-4	9.800845291E-4	8.217710420E-4	6.446446641E-4	4.847490345E-4	4.666509922E-4	5.840701051E-4	6.213413435E-4	6.422806764E-4	7.066761609E-4	6.053140387E-4	4.132075701E-4	3.010235378E-4	1.881248463E-4	2.191722306E-4	5.622556782E-4	7.545994013E-4	5.644282210E-4	4.182080447E-4	4.494402965E-4	5.553109222E-4	6.304105627E-4	5.592885427E-4	5.098763504E-4	6.288459408E-4	7.345930208E-4	6.956710713E-4	6.656097830E-4
7.045776001E-4	8.307324024E-4	6.628520205E-4	3.864516329E-4	3.633222659E-4	5.379640497E-4	5.383156240E-4	5.169862416E-4	6.860681460E-4	8.566073375E-4	8.480708348E-4	6.498409202E-4	4.785092606E-4	5.765347742E-4	7.294293027E-4	6.561836926E-4	5.522479187E-4	5.507674650E-4	5.391068407E-4	5.505645531E-4	5.592753296E-4	4.371575487E-4	4.024957889E-4	6.604727823E-4	7.687887992E-4	5.591622903E-4	4.371252726E-4	4.004818911E-4	3.786451707E-4	4.362433392E-4	4.456973984E-4	4.627337621E-4	5.971891806E-4	7.035678718E-4	7.458326290E-4	8.465275750E-4
