6.320860703E-4	8.142323350E-4	7.885727682E-4	6.812509964E-4	6.148911780E-4	5.194245605E-4	4.871610145E-4	5.793262389E-4	5.911847111E-4	5.051320768E-4	5.865575513E-4	7.657765527E-4	7.423650241E-4	5.477850791E-4	3.458629944E-4	2.108500776E-4	2.983830054E-4	5.963172298E-4	NaN	NaN	NaN	NaN	NaN	4.724386090E-4	5.850702291E-4	5.591270165E-4	4.063684028E-4	3.763955028E-4	4.899086780E-4	5.314199370E-4	3.823094303E-4	1.308840292E-4
5.767861730E-4	8.265374345E-4	8.750828565E-4	8.350389544E-4	8.034483762E-4	7.241953281E-4	6.168776308E-4	5.483738496E-4	4.120454250E-4	2.239843598E-4	3.061204916E-4	6.054748083E-4	6.861077272E-4	4.778082075E-4	2.088748442E-4	7.709396596E-5	1.977948850E-4	4.036515893E-4	3.763483255E-4	NaN	NaN	NaN	7.793260011E-5	3.806389868E-4	6.080000312E-4	6.355301011E-4	5.216006539E-4	5.044705467E-4	5.657221191E-4	5.749295815E-4	4.730752553E-4	3.214742756E-4
7.614196511E-4	8.207742940E-4	8.138777339E-4	8.640193264E-4	9.710622835E-4	1.024186844E-3	8.717735764E-4	6.154099246E-4	3.736981889E-4	1.552640169E-4	1.526711421E-4	3.438541025E-4	4.210161860E-4	3.309031599E-4	2.156140981E-4	2.034296922E-4	3.013539826E-4	3.421165165E-4	2.360729850E-4	4.284293937E-6	NaN	NaN	NaN	3.314636124E-4	6.247992278E-4	6.366668968E-4	5.463776761E-4	6.022879388E-4	7.085726829E-4	7.792554097E-4	7.702044677E-4	6.729066954E-4
9.216048638E-4	7.649329491E-4	6.489971420E-4	6.862562732E-4	8.715604781E-4	1.062554074E-3	9.055037517E-4	5.293867434E-4	3.222887462E-4	2.708192042E-4	2.884388377E-4	3.256486962E-4	3.171887947E-4	3.268120636E-4	4.223018768E-4	5.864182604E-4	6.576811429E-4	5.351675209E-4	4.215393565E-4	3.369441547E-4	1.173988057E-4	NaN	7.626451406E-5	4.403641797E-4	7.060662028E-4	6.550176768E-4	5.400475347E-4	6.016835687E-4	7.120365626E-4	8.415415068E-4	9.527713410E-4	9.302075487E-4
9.754383354E-4	7.967796992E-4	6.428268971E-4	6.002712762E-4	7.529165596E-4	9.427596233E-4	7.780291489E-4	4.304673057E-4	3.415860701E-4	4.421694321E-4	5.011205212E-4	4.912224249E-4	4.950960283E-4	5.750376731E-4	7.075399044E-4	8.294778527E-4	7.937351475E-4	6.032678066E-4	5.808280548E-4	6.818475667E-4	5.319853663E-4	2.810444275E-4	2.807611600E-4	4.915123573E-4	6.754844217E-4	6.519308081E-4	5.995138199E-4	6.583306240E-4	6.650596624E-4	7.231888594E-4	8.979911800E-4	9.564436041E-4
1.005260972E-3	8.843896794E-4	7.325577899E-4	7.050041459E-4	8.928027819E-4	1.004415331E-3	7.722526789E-4	4.686561297E-4	4.187723098E-4	5.195649574E-4	5.861311220E-4	6.474441616E-4	7.763283793E-4	8.945414447E-4	8.902035770E-4	7.846133085E-4	6.253986503E-4	4.787637445E-4	5.537568941E-4	7.671554922E-4	7.412609411E-4	5.342929508E-4	4.060737847E-4	4.090925504E-4	5.336191389E-4	6.097415462E-4	6.578777102E-4	7.103848620E-4	5.815764307E-4	5.157891428E-4	6.794479559E-4	7.632359047E-4
1.047863276E-3	9.542215266E-4	8.302034694E-4	8.565011085E-4	1.015785732E-3	9.897048585E-4	7.054731832E-4	4.537625064E-4	4.156923969E-4	5.013232585E-4	5.916649825E-4	7.170338067E-4	8.838163340E-4	9.494018159E-4	8.328775875E-4	6.230473518E-4	4.782379256E-4	4.440024495E-4	5.259979516E-4	6.574498257E-4	6.336143124E-4	4.974979674E-4	4.014726146E-4	4.004164075E-4	5.464969436E-4	6.435652613E-4	6.512624677E-4	6.359112449E-4	4.843923089E-4	4.130180751E-4	5.020140088E-4	5.302330246E-4
1.103724120E-3	1.044918899E-3	1.016946277E-3	1.054789638E-3	1.003168873E-3	7.732822560E-4	5.021080142E-4	3.601335629E-4	3.798318794E-4	4.735283728E-4	5.496628000E-4	6.376966485E-4	7.354585105E-4	7.477776962E-4	6.516724243E-4	5.077537498E-4	4.927092814E-4	6.104539498E-4	6.521484465E-4	5.597489653E-4	3.735410573E-4	2.535613894E-4	3.177330946E-4	4.878616892E-4	6.811094936E-4	7.230372867E-4	6.170682609E-4	5.100518465E-4	4.348724906E-4	4.698818957E-4	4.890203127E-4	4.580254608E-4
1.024484751E-3	1.025040750E-3	1.068487763E-3	1.116452389E-3	9.727554279E-4	6.873503444E-4	4.647798196E-4	3.840002173E-4	3.984543728E-4	4.272228398E-4	4.163859121E-4	4.211810010E-4	4.864564107E-4	5.650771782E-4	5.843859981E-4	5.224121269E-4	5.802575615E-4	7.382440381E-4	6.655429024E-4	3.908924118E-4	1.444037625E-4	7.712085790E-5	2.417637443E-4	5.114286323E-4	7.386776851E-4	7.977662026E-4	6.942634354E-4	5.403531832E-4	4.609743191E-4	5.110212951E-4	5.077181850E-4	4.871301644E-4
8.247504011E-4	9.177692118E-4	9.369621985E-4	9.469567449E-4	8.980139974E-4	7.444762741E-4	5.873017362E-4	5.303876242E-4	5.155178369E-4	4.637009697E-4	3.565334482E-4	2.686825173E-4	3.239913494E-4	5.098035326E-4	6.567021483E-4	6.559534813E-4	6.727169966E-4	6.782552227E-4	4.355195560E-4	1.431460405E-4	4.725175313E-5	1.241331338E-4	3.284288687E-4	5.729285185E-4	7.535878103E-4	8.184809121E-4	7.966956473E-4	7.074263995E-4	5.878621014E-4	5.219039740E-4	4.791125539E-4	4.680168931E-4
7.416909793E-4	9.287827415E-4	9.237219347E-4	8.171335212E-4	7.955902256E-4	7.437530439E-4	6.420936552E-4	6.287497818E-4	6.257193745E-4	5.543117295E-4	4.122034588E-4	2.631913812E-4	3.074995184E-4	5.577855627E-4	7.811766118E-4	8.231087704E-4	7.642460405E-4	6.215276080E-4	3.644260287E-4	1.898050978E-4	1.836384763E-4	3.120728361E-4	5.590064102E-4	7.529315189E-4	7.700652350E-4	7.293776143E-4	7.846640656E-4	8.468960878E-4	7.443278446E-4	5.462290719E-4	4.326379567E-4	4.125662672E-4
7.609639433E-4	9.985278593E-4	1.040837960E-3	8.667022339E-4	7.795776473E-4	7.294865209E-4	6.613947917E-4	6.510593812E-4	5.992997903E-4	5.186876515E-4	4.483383091E-4	3.874880786E-4	4.955276963E-4	7.544000982E-4	9.382957360E-4	9.190252167E-4	7.423986099E-4	5.519646802E-4	4.619614629E-4	4.294050741E-4	3.303123522E-4	3.306613362E-4	5.912196357E-4	7.965522818E-4	6.908530486E-4	5.442813854E-4	6.402407889E-4	7.925971295E-4	7.131664315E-4	4.843093338E-4	3.710129531E-4	3.654255706E-4
8.037910447E-4	1.029046951E-3	1.081417664E-3	9.260681109E-4	8.066431619E-4	7.445498486E-4	7.110037259E-4	6.508173537E-4	5.026516737E-4	4.413429415E-4	5.148760974E-4	6.148709217E-4	7.687245379E-4	9.297937504E-4	9.947197977E-4	8.913592319E-4	6.125084474E-4	4.037670442E-4	4.575343046E-4	5.227118381E-4	3.529849637E-4	2.407155989E-4	4.774668487E-4	7.211065385E-4	5.765748210E-4	3.190006246E-4	3.400623973E-4	4.772238026E-4	4.719542922E-4	4.120738013E-4	4.189816245E-4	3.865019244E-4
8.635664708E-4	9.922082536E-4	9.099241579E-4	7.354333065E-4	6.262098905E-4	6.085908972E-4	6.262147799E-4	4.800037714E-4	2.524759038E-4	2.884379937E-4	5.310131819E-4	7.303283783E-4	8.287951350E-4	8.339840570E-4	8.233501576E-4	7.786809001E-4	5.766927497E-4	4.012429563E-4	4.657854734E-4	5.411793245E-4	4.228443431E-4	3.506965877E-4	5.498249084E-4	7.541459636E-4	5.945798475E-4	2.734326117E-4	1.792963158E-4	2.382603270E-4	3.170870768E-4	4.998634686E-4	6.690641167E-4	5.827634595E-4
8.745585801E-4	9.207873372E-4	6.875467952E-4	4.329675867E-4	3.407952609E-4	4.327872884E-4	5.280549522E-4	2.953834482E-4	NaN	1.188606839E-4	4.736151022E-4	7.096132031E-4	7.734387764E-4	7.074037567E-4	6.496832357E-4	6.774922367E-4	6.595927407E-4	5.861643585E-4	5.726329400E-4	5.761830835E-4	5.572815426E-4	6.075978163E-4	7.511095027E-4	8.226633072E-4	6.697422941E-4	4.470084095E-4	3.494455887E-4	3.234447795E-4	4.134142073E-4	7.209400646E-4	9.776153602E-4	8.976672543E-4
8.453588816E-4	9.560069884E-4	7.463436341E-4	4.598660162E-4	3.703732800E-4	5.279178731E-4	6.570498808E-4	3.979294561E-4	1.146488648E-4	2.807736746E-4	6.065118941E-4	7.697402034E-4	8.218774456E-4	7.840358885E-4	6.811286439E-4	6.457954878E-4	6.910689990E-4	7.015246083E-4	6.421666476E-4	6.112940609E-4	6.825826131E-4	8.103907458E-4	9.150752448E-4	9.015412652E-4	7.490765420E-4	6.213761517E-4	5.920790136E-4	5.834863987E-4	6.952049443E-4	9.831776842E-4	1.165687572E-3	1.091145445E-3
8.431728347E-4	1.073564170E-3	9.614694864E-4	6.850343780E-4	5.580238649E-4	6.587902899E-4	7.454118459E-4	5.422226968E-4	3.735787177E-4	5.509713665E-4	7.578561199E-4	7.879589684E-4	7.943228120E-4	8.162210579E-4	7.560846861E-4	6.348083261E-4	5.824133987E-4	6.100700703E-4	6.151990965E-4	6.407613400E-4	7.326100604E-4	8.391040610E-4	9.905000916E-4	1.082366914E-3	9.470611694E-4	7.640917902E-4	7.408657693E-4	8.065030561E-4	9.393030778E-4	1.132377889E-3	1.187720452E-3	1.089988276E-3
9.423617157E-4	1.110510202E-3	9.577305173E-4	6.984543288E-4	5.628936342E-4	5.883275298E-4	6.529779057E-4	5.652171094E-4	4.634590878E-4	5.207604845E-4	5.884880084E-4	5.691585829E-4	5.619280855E-4	6.364071742E-4	6.606299430E-4	4.963451065E-4	3.293698828E-4	3.832392977E-4	5.410681479E-4	6.639119820E-4	7.165431161E-4	7.558895741E-4	9.787714807E-4	1.240098500E-3	1.171764336E-3	9.020302678E-4	7.989575970E-4	8.681899053E-4	9.735287749E-4	1.099636080E-3	1.149260672E-3	1.090469072E-3
1.052301843E-3	1.025509671E-3	8.160395082E-4	6.598934415E-4	5.961654824E-4	5.689400714E-4	5.995276151E-4	5.880366080E-4	4.789436352E-4	3.847652988E-4	3.843708546E-4	4.098030331E-4	4.290042270E-4	5.257161101E-4	5.698904279E-4	3.789030598E-4	1.832623675E-4	2.679749450E-4	5.192428944E-4	7.263302105E-4	7.876006421E-4	7.849157555E-4	9.461019072E-4	1.179259154E-3	1.168339513E-3	9.256271878E-4	7.626813604E-4	7.861588965E-4	8.447677828E-4	9.191193385E-4	1.017709379E-3	1.086774748E-3
9.687656420E-4	8.666031063E-4	7.270309143E-4	7.183591370E-4	7.561491220E-4	7.160749519E-4	6.795791560E-4	6.499324227E-4	5.224740016E-4	3.898384457E-4	4.200703988E-4	5.165715120E-4	5.627100472E-4	6.278298679E-4	6.311286706E-4	4.883051733E-4	3.946788784E-4	4.758444265E-4	6.552048726E-4	8.597763954E-4	9.816866368E-4	9.801037377E-4	9.471047670E-4	9.271113086E-4	8.873753250E-4	7.650493062E-4	6.612549769E-4	6.809897022E-4	6.918438594E-4	6.828518817E-4	7.596439100E-4	9.307581349E-4
8.606282645E-4	7.395331631E-4	5.919786636E-4	6.335793296E-4	7.911925204E-4	8.647382492E-4	8.556193206E-4	7.874541916E-4	6.166030071E-4	4.661021812E-4	5.110669299E-4	6.790207117E-4	7.945276448E-4	8.026055293E-4	7.227336755E-4	6.530890823E-4	6.882357993E-4	7.562197279E-4	8.197382558E-4	9.626394021E-4	1.127918717E-3	1.153808902E-3	9.634393500E-4	7.007172680E-4	5.802035448E-4	5.511019845E-4	5.577681004E-4	6.126859807E-4	6.100342725E-4	5.662238691E-4	5.850753514E-4	7.383453776E-4
1.003132784E-3	8.040484390E-4	5.091335624E-4	5.126342294E-4	7.659409312E-4	9.613417787E-4	9.989766404E-4	9.008370107E-4	7.266526227E-4	6.138802855E-4	6.522926269E-4	8.359599742E-4	1.030680491E-3	1.049705897E-3	9.157509194E-4	7.951454609E-4	7.570472080E-4	7.606836152E-4	8.004246047E-4	9.247286362E-4	1.070860424E-3	1.080481103E-3	8.727709646E-4	6.051086821E-4	4.910589196E-4	5.008890876E-4	5.599395372E-4	6.165002706E-4	6.086850190E-4	5.699040485E-4	5.260405014E-4	5.834515323E-4
