NaN	NaN	NaN	4.132792819E-4	5.131494836E-4	5.369892460E-4	4.195373622E-4	3.115618892E-4	3.025661863E-4	3.655639011E-4	5.054101930E-4	6.028368371E-4	5.548613844E-4	4.069619463E-4	2.050867770E-4	3.112018385E-5	4.204433571E-5	2.605009358E-4	4.780979652E-4	5.676681176E-4	6.291559548E-4	5.976799293E-4	3.834524541E-4	3.436722327E-4	5.364539102E-4	5.734647275E-4	4.793874687E-4	4.351726384E-4	3.790964838E-4	3.847288899E-4	6.229260471E-4	8.376687765E-4	8.056777879E-4	7.336962153E-4	5.964465672E-4	3.125196090E-4	8.011585305E-5	NaN
5.917317467E-4	5.066426820E-4	3.483819892E-4	2.558799752E-4	3.308821470E-4	4.497795599E-4	4.506849800E-4	3.795746015E-4	3.483691253E-4	3.786064626E-4	4.826071381E-4	5.727257812E-4	5.481254775E-4	4.396117874E-4	3.118132590E-4	2.188507060E-4	1.772223623E-4	2.110508067E-4	3.383813309E-4	4.791482352E-4	5.677572917E-4	5.341181532E-4	3.347838647E-4	2.462835109E-4	3.956040891E-4	5.101609859E-4	5.270902766E-4	5.078714457E-4	3.903441830E-4	3.361491836E-4	5.246253568E-4	6.596669555E-4	6.504153716E-4	7.515635807E-4	6.862593000E-4	3.302401165E-4	1.207004752E-4	1.460834028E-4
6.909193471E-4	5.268428358E-4	2.936967066E-4	1.591252367E-4	2.462741395E-4	4.126871354E-4	4.832958803E-4	4.766124475E-4	4.695701064E-4	4.794809793E-4	5.339891068E-4	5.635911948E-4	5.046520964E-4	4.248520709E-4	3.709953453E-4	3.359705152E-4	2.630954259E-4	2.077485842E-4	3.080807219E-4	4.779854207E-4	5.812997115E-4	6.036981358E-4	4.683153238E-4	2.752875444E-4	2.423951955E-4	3.098795132E-4	4.027000978E-4	4.670987837E-4	3.987516102E-4	3.713366459E-4	5.277292803E-4	5.818413920E-4	5.277361488E-4	6.366283633E-4	6.256202469E-4	3.999123583E-4	3.424682945E-4	4.527154379E-4
7.132635801E-4	4.780277086E-4	1.585729478E-4	3.469344301E-5	1.820620382E-4	3.883199824E-4	4.880600900E-4	5.120337592E-4	5.537398392E-4	6.192827714E-4	6.640346837E-4	5.792520824E-4	3.943879274E-4	2.891916665E-4	2.726264065E-4	2.541542053E-4	1.910757419E-4	1.880138443E-4	3.722963156E-4	6.091336836E-4	7.233819342E-4	7.398129674E-4	6.402382278E-4	4.381712351E-4	2.930768242E-4	2.539207926E-4	3.395695821E-4	4.526256234E-4	4.434977018E-4	4.637635720E-4	6.017655251E-4	6.349115283E-4	5.731357960E-4	6.116178120E-4	5.993722589E-4	5.128809717E-4	5.237823352E-4	5.825997796E-4
7.451482816E-4	4.552161554E-4	3.720978566E-5	NaN	7.527063281E-5	2.556272957E-4	3.111734695E-4	2.846684947E-4	3.601602803E-4	5.626038765E-4	6.716703065E-4	4.833317071E-4	1.647523750E-4	3.832402945E-5	7.863583596E-5	1.121462701E-4	9.933913680E-5	1.745866612E-4	4.540972586E-4	7.678269176E-4	8.784997044E-4	8.166989428E-4	6.869621575E-4	5.122807925E-4	3.602677025E-4	3.191873257E-4	4.738833522E-4	6.504959310E-4	6.430952344E-4	5.954111693E-4	5.982842413E-4	6.008177297E-4	6.460953737E-4	7.176123327E-4	6.868627970E-4	6.252212333E-4	5.923624267E-4	5.606574123E-4
7.911556168E-4	4.928684211E-4	8.693425480E-5	NaN	1.054327004E-4	1.414634607E-4	8.154017996E-5	NaN	5.274458454E-5	3.538442252E-4	5.506989546E-4	3.781204869E-4	5.897315350E-5	NaN	3.956160799E-5	1.564382401E-4	2.268341777E-4	3.260477970E-4	5.716520245E-4	8.318545879E-4	8.769078413E-4	7.545848493E-4	6.010539364E-4	4.391438852E-4	3.460046137E-4	4.033201549E-4	6.257874775E-4	8.088593022E-4	7.872738643E-4	6.793900393E-4	5.485879956E-4	5.030633183E-4	6.405247841E-4	7.429159014E-4	6.468347274E-4	5.492314813E-4	5.306972889E-4	5.432498874E-4
7.878488395E-4	5.131673533E-4	1.958264329E-4	1.850331755E-4	2.779732167E-4	2.181174350E-4	7.379040471E-5	NaN	NaN	2.734336886E-4	5.206554779E-4	4.874341830E-4	3.003898601E-4	2.058627870E-4	2.375892218E-4	3.233104362E-4	4.020472115E-4	4.953094176E-4	6.816367386E-4	8.375541074E-4	7.731926162E-4	6.070469972E-4	4.805813951E-4	3.803768195E-4	3.960719041E-4	5.216695135E-4	6.657235790E-4	7.615774521E-4	7.740898873E-4	7.224841393E-4	5.948354956E-4	5.485307192E-4	6.583072827E-4	6.295250496E-4	3.670570732E-4	1.941568044E-4	2.432045439E-4	4.068836861E-4
7.139932713E-4	5.125055322E-4	3.280938545E-4	3.905039921E-4	5.215889541E-4	4.709537025E-4	2.897740633E-4	1.373981795E-4	1.794334821E-4	3.864556784E-4	5.656331195E-4	5.973625812E-4	5.018953234E-4	4.272162332E-4	4.329780641E-4	4.375062999E-4	4.535582848E-4	5.740292836E-4	7.851499249E-4	8.853757754E-4	7.203514688E-4	5.096501554E-4	4.327255592E-4	4.122147511E-4	5.100832204E-4	6.793568027E-4	7.693144144E-4	8.046565345E-4	8.309803670E-4	8.229973027E-4	7.497294573E-4	7.418183377E-4	8.238637820E-4	7.129182923E-4	3.422167210E-4	5.708436220E-5	7.038139302E-5	2.815006883E-4
5.816436606E-4	5.351506406E-4	5.284280633E-4	6.158644101E-4	7.333777030E-4	7.218372775E-4	5.617487477E-4	4.209981707E-4	4.480366188E-4	5.315398448E-4	5.567991175E-4	5.316316965E-4	4.443143262E-4	4.235582892E-4	5.138029810E-4	5.308269756E-4	5.414561601E-4	6.753620692E-4	8.158699493E-4	8.342327783E-4	6.867664633E-4	5.513483193E-4	5.305767409E-4	4.948583082E-4	5.571375368E-4	7.749749930E-4	9.590970003E-4	1.001460361E-3	9.385787416E-4	8.786961553E-4	8.457846707E-4	8.797275950E-4	1.003655256E-3	9.960868629E-4	6.963186897E-4	3.531684342E-4	2.578882268E-4	3.717535292E-4
3.802212013E-4	4.749591171E-4	5.444077542E-4	6.120835315E-4	7.341987803E-4	8.104100707E-4	7.269397611E-4	6.017203559E-4	6.034645485E-4	6.059674197E-4	5.211724201E-4	4.483509692E-4	3.858489799E-4	4.013908037E-4	5.183139583E-4	5.761604407E-4	6.495796260E-4	7.223339635E-4	6.416007527E-4	5.774697056E-4	5.959459231E-4	6.316369399E-4	6.104247295E-4	4.467705439E-4	3.915514972E-4	6.064894260E-4	9.147725650E-4	1.077787019E-3	1.012436813E-3	9.087519138E-4	8.740705089E-4	8.897233638E-4	1.003707526E-3	1.107946737E-3	9.987874655E-4	7.450004341E-4	5.524830776E-4	4.812041007E-4
3.198010090E-4	4.283023300E-4	4.191824701E-4	4.992709728E-4	7.112979656E-4	8.297960158E-4	7.288078777E-4	5.930521293E-4	6.108119851E-4	6.081486354E-4	4.770636733E-4	3.935322457E-4	3.743575653E-4	3.691388411E-4	4.182046105E-4	4.999501980E-4	6.438033888E-4	6.580391782E-4	4.195887595E-4	3.196399193E-4	4.624788126E-4	6.086922367E-4	5.561730941E-4	2.927028108E-4	1.758257567E-4	3.356743837E-4	6.627440453E-4	1.009740750E-3	1.129498589E-3	1.071750186E-3	9.944977937E-4	9.103160119E-4	8.969285409E-4	9.827620815E-4	1.057503046E-3	1.005390426E-3	7.749220240E-4	5.175893311E-4
4.999792436E-4	5.206076312E-4	4.266506876E-4	5.567669868E-4	8.201482706E-4	8.525347221E-4	6.745014107E-4	5.820322549E-4	6.391071365E-4	6.227411795E-4	4.881426867E-4	4.270372447E-4	4.129260196E-4	3.325834405E-4	3.096070432E-4	4.166801809E-4	5.845687119E-4	5.805619294E-4	3.373585059E-4	2.248981473E-4	3.677083587E-4	5.708301323E-4	5.623060279E-4	3.084725759E-4	1.899640047E-4	2.719273034E-4	5.103995209E-4	9.088614606E-4	1.133692451E-3	1.105852774E-3	1.006372506E-3	8.751809946E-4	7.860503974E-4	8.134698146E-4	9.641158977E-4	1.087605371E-3	9.361390257E-4	6.425944739E-4
6.755582290E-4	6.125927321E-4	4.943172098E-4	6.218667259E-4	8.497159579E-4	8.184019825E-4	6.838819827E-4	7.136266213E-4	7.816957659E-4	7.417266024E-4	6.615669699E-4	6.278821966E-4	5.648944643E-4	3.988752724E-4	3.215771867E-4	4.448145919E-4	6.130191032E-4	6.096276338E-4	4.335698613E-4	3.440370492E-4	4.434009315E-4	6.303353002E-4	6.482622703E-4	4.365434579E-4	3.091150720E-4	3.069906088E-4	4.496419569E-4	7.596247597E-4	8.741731290E-4	7.660766714E-4	6.913783145E-4	6.740586250E-4	6.884269533E-4	7.200370892E-4	8.441448445E-4	1.017169794E-3	9.770152392E-4	7.815831923E-4
8.112792275E-4	7.355317357E-4	5.838138168E-4	6.173446891E-4	7.833480486E-4	7.869255496E-4	7.483002264E-4	7.988251164E-4	7.946370170E-4	7.778499275E-4	7.957447087E-4	7.431918057E-4	6.064668996E-4	4.189365718E-4	3.217177873E-4	4.512646701E-4	6.695378688E-4	7.394865388E-4	6.685288390E-4	6.264834665E-4	6.650019204E-4	7.292683586E-4	6.648415583E-4	4.858240136E-4	4.006678937E-4	3.814400407E-4	4.776279093E-4	6.819742848E-4	6.519204471E-4	4.825740762E-4	5.119325360E-4	6.740923272E-4	7.530539879E-4	6.979203317E-4	7.136876229E-4	8.482580888E-4	8.753282600E-4	8.001635433E-4
9.106769576E-4	8.815429173E-4	7.112877793E-4	6.416213582E-4	6.967408117E-4	6.988860550E-4	7.107009878E-4	6.878419663E-4	5.684186472E-4	5.905014696E-4	7.063547964E-4	6.291400059E-4	4.548018333E-4	3.432491212E-4	2.936734818E-4	3.992817947E-4	6.245188415E-4	7.522638189E-4	7.587876753E-4	7.555228658E-4	7.891011192E-4	8.050173637E-4	6.760018296E-4	5.147738266E-4	5.128463381E-4	5.694235442E-4	6.883701426E-4	8.453365299E-4	7.774373516E-4	6.626330432E-4	8.341873763E-4	1.074723550E-3	1.025770209E-3	7.517105551E-4	6.034253165E-4	6.469931104E-4	6.972010015E-4	7.117816713E-4
7.810168318E-4	8.137725526E-4	7.341328892E-4	6.607971736E-4	5.777908373E-4	4.961814848E-4	5.452637561E-4	5.483405548E-4	4.437259922E-4	5.262538325E-4	6.846096949E-4	5.705512012E-4	3.943736083E-4	4.204778234E-4	4.776409187E-4	5.241187173E-4	6.250063889E-4	6.731948815E-4	6.503966870E-4	6.570332334E-4	7.753752288E-4	8.790488937E-4	7.496433100E-4	5.635120324E-4	5.823884858E-4	7.191733457E-4	9.066550410E-4	1.064102980E-3	1.014734735E-3	9.689705912E-4	1.181884320E-3	1.364808995E-3	1.207225258E-3	8.711348637E-4	6.335601793E-4	5.439166562E-4	5.559328129E-4	6.021140725E-4
