NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.592105635E-4	1.237408374E-3	1.176581369E-3	9.463621536E-4	7.549506845E-4	6.829567719E-4	6.026442279E-4	4.766939965E-4	4.551419988E-4	5.213172408E-4	6.406753673E-4	8.129983325E-4	8.771306020E-4	7.651076885E-4	6.093309494E-4	5.097524263E-4	4.706573673E-4	4.620352120E-4	4.739762226E-4	4.611506301E-4	3.836793767E-4	3.027761995E-4	3.450039367E-4	6.398731493E-4	1.089869067E-3	1.488759182E-3	1.650975086E-3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.994338426E-4	1.027563703E-3	1.181310741E-3	1.058962895E-3	8.811160224E-4	8.587702760E-4	8.081044070E-4	5.859924131E-4	4.257662804E-4	4.347974609E-4	5.090269842E-4	6.014718092E-4	7.035557646E-4	7.511756849E-4	6.865846226E-4	5.664234050E-4	4.873371508E-4	4.967534333E-4	5.507871392E-4	5.065760924E-4	4.014964215E-4	3.760205873E-4	4.287084448E-4	6.287859287E-4	9.272098541E-4	1.137766987E-3	1.177142258E-3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.196533261E-4	1.028003171E-3	1.082903938E-3	9.676391492E-4	9.701118106E-4	9.658885538E-4	7.409731043E-4	5.302586942E-4	5.207518116E-4	5.382277304E-4	5.238315789E-4	6.613761652E-4	8.716958109E-4	8.505822625E-4	6.251541781E-4	4.844998766E-4	5.758156185E-4	7.431286504E-4	7.134287152E-4	5.954919616E-4	6.286232383E-4	7.281170110E-4	8.658439619E-4	1.014106674E-3	1.014329260E-3	9.107836522E-4
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.763597532E-4	9.671698208E-4	9.383988217E-4	9.969500825E-4	1.098395791E-3	1.031325548E-3	9.361618431E-4	9.365074802E-4	8.623410249E-4	7.077878108E-4	7.339326548E-4	8.803164819E-4	7.953749155E-4	5.165119655E-4	3.927965881E-4	5.599779543E-4	8.146242471E-4	8.787277620E-4	8.349830168E-4	8.672676049E-4	8.947490714E-4	9.685081313E-4	1.121819136E-3	1.094211126E-3	9.284634143E-4
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.951403338E-4	7.352644461E-4	8.653559489E-4	1.105083851E-3	1.310661901E-3	1.463630470E-3	1.487221103E-3	1.283793012E-3	9.825031739E-4	8.378747152E-4	8.112665382E-4	6.429305067E-4	4.027008836E-4	3.516933357E-4	5.057654926E-4	7.256377721E-4	9.025609470E-4	1.041255076E-3	1.113546314E-3	1.023586839E-3	9.551150724E-4	1.058364753E-3	1.039727475E-3	8.982607978E-4
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.802067367E-4	4.345973721E-4	6.255360786E-4	9.581708582E-4	1.342908014E-3	1.693357830E-3	1.784376567E-3	1.552592497E-3	1.204342698E-3	1.001866884E-3	9.239075589E-4	7.290436770E-4	4.878920736E-4	4.177678202E-4	4.767161736E-4	6.096514990E-4	8.539562114E-4	1.130903023E-3	1.243966515E-3	1.080974471E-3	8.612614474E-4	8.321547648E-4	8.293282008E-4	8.446199936E-4
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.552708127E-4	4.383347405E-4	8.127692272E-4	1.195221907E-3	1.575654605E-3	1.727158669E-3	1.573770423E-3	1.301718294E-3	1.179926214E-3	1.174869132E-3	9.942557663E-4	6.957544829E-4	5.279025645E-4	5.070167826E-4	6.201614160E-4	8.753969450E-4	1.115969033E-3	1.152522396E-3	9.071913664E-4	5.637646536E-4	4.490545543E-4	5.580813158E-4	8.106353343E-4
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.931579365E-4	6.795898080E-4	1.024093828E-3	1.379075926E-3	1.537898905E-3	1.422728063E-3	1.240254496E-3	1.243354985E-3	1.324130339E-3	1.188137336E-3	8.965686429E-4	6.719759549E-4	6.182481302E-4	7.839436876E-4	1.062331256E-3	1.193830394E-3	1.082348404E-3	7.396767032E-4	2.951251226E-4	1.164096175E-4	3.096368455E-4	6.802844582E-4
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.153757330E-4	4.632479977E-4	8.053149795E-4	1.161456923E-3	1.332103624E-3	1.246263855E-3	1.164856832E-3	1.288678148E-3	1.401446527E-3	1.283073914E-3	1.048148726E-3	8.414536715E-4	7.881547208E-4	1.024610479E-3	1.371321036E-3	1.397576882E-3	1.083609182E-3	6.582311471E-4	2.003666305E-4	NaN	1.118011714E-4	4.609874159E-4
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.876747556E-4	4.729597713E-4	7.979988004E-4	1.053630956E-3	1.131382654E-3	1.219442114E-3	1.405467512E-3	1.428874908E-3	1.225006883E-3	1.050388673E-3	9.727244033E-4	9.503447218E-4	1.163149369E-3	1.524692285E-3	1.468565082E-3	9.738918161E-4	4.965001135E-4	8.548740880E-5	NaN	NaN	1.698631240E-4
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.141179091E-4	3.510599199E-4	7.563479594E-4	1.116721542E-3	1.390091958E-3	1.532670576E-3	1.388023258E-3	1.094827079E-3	1.027501305E-3	1.129522221E-3	1.066961093E-3	1.072800136E-3	1.347953803E-3	1.325819059E-3	8.429728332E-4	3.475382691E-4	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.663400468E-4	1.015141723E-3	1.412249519E-3	1.515770680E-3	1.314797322E-3	1.056266134E-3	1.088322024E-3	1.254703035E-3	1.083793119E-3	8.863974945E-4	1.072038198E-3	1.149334363E-3	8.189987857E-4	3.550353285E-4	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.128144450E-4	1.003832673E-3	1.138962922E-3	1.063641859E-3	9.579705657E-4	1.018158975E-3	1.127013005E-3	9.538893937E-4	8.095976082E-4	9.858655976E-4	1.065745600E-3	8.431297611E-4	4.848518292E-4	1.198752871E-4	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.707432236E-4	5.494965008E-4	6.357292295E-4	7.434955332E-4	8.231289685E-4	7.566590793E-4	7.913690642E-4	9.698530193E-4	9.630650748E-4	7.968413411E-4	6.011184305E-4	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.553844363E-5	2.492882777E-4	4.977679346E-4	7.019666955E-4	7.381503819E-4	7.812001859E-4	8.396211197E-4	7.556246710E-4	6.752355839E-4	6.248133723E-4	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.662902837E-5	4.691480426E-4	8.569510537E-4	9.406553581E-4	8.213006076E-4	6.823236472E-4	5.709318793E-4	5.706067313E-4	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.200991291E-4	9.063394973E-4	9.720053640E-4	7.520611398E-4	5.323344376E-4	4.479122872E-4	NaN	NaN	NaN	NaN	NaN	NaN
5.840618396E-4	5.652054097E-4	4.543455434E-4	3.672844905E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.529038121E-4	7.452916470E-4	5.098778056E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.536325625E-4	4.955229815E-4	4.891016288E-4	5.109391059E-4	4.794257111E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.673262301E-4	3.929861705E-4	5.247708177E-4	5.943664582E-4	4.703500308E-4	4.232567444E-4	5.329598789E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.156080249E-4	2.874341444E-4	4.425911175E-4	5.235111457E-4	3.956761211E-4	3.553541319E-4	4.288316413E-4	4.144511186E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.375003093E-4	3.405693860E-4	3.660190268E-4	4.216097004E-4	4.157066287E-4	4.386106448E-4	4.046206595E-4	3.249699366E-4	3.604422964E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.526673726E-4	5.536703975E-4	4.505658580E-4	4.813490668E-4	6.140142214E-4	7.044291706E-4	5.889994791E-4	4.319358268E-4	4.571403842E-4	5.671830731E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.015909169E-4	6.268091383E-4	7.100289222E-4	6.319307140E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.708080859E-4	7.205934380E-4	5.238637677E-4	4.875092709E-4	6.770091131E-4	8.630034281E-4	7.923449739E-4	5.779470666E-4	4.887197865E-4	5.214270204E-4	5.006929277E-4	NaN	NaN	NaN	NaN	NaN	2.161358570E-4	3.616007452E-4	6.098242593E-4	7.696415996E-4	7.045125240E-4	4.583791015E-4	3.220825165E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.824901888E-4	8.054159698E-4	5.480610998E-4	3.967971134E-4	5.098067923E-4	7.404094795E-4	7.586887223E-4	5.005268031E-4	3.192064760E-4	3.938026784E-4	4.691137292E-4	NaN	NaN	NaN	NaN	3.388987680E-4	4.182804259E-4	4.823316704E-4	6.517313886E-4	8.633814869E-4	8.731638081E-4	6.433500675E-4	4.560025991E-4	4.050594580E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.101728878E-3
7.632686174E-4	7.523832028E-4	5.534924567E-4	4.224687582E-4	4.307915224E-4	5.698283785E-4	5.964870215E-4	3.296899667E-4	1.138256339E-4	2.073306387E-4	3.526213695E-4	2.862002002E-4	1.448204857E-4	5.924698053E-5	3.416000982E-5	1.816313743E-4	4.426640808E-4	6.452483358E-4	8.043876733E-4	9.525088826E-4	9.841985302E-4	8.594255778E-4	6.359565305E-4	3.490669187E-4	1.552696340E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.054033435E-4	1.258643460E-3
6.914280821E-4	6.264858530E-4	5.178845604E-4	5.350182764E-4	5.106505705E-4	5.014434573E-4	4.748618812E-4	2.792343148E-4	1.130080564E-4	1.409175893E-4	2.141637960E-4	2.085715823E-4	2.006806317E-4	1.378055022E-4	3.151921192E-6	1.055269167E-4	4.610030446E-4	7.203237619E-4	8.132264484E-4	8.554883534E-4	8.761826903E-4	8.833936299E-4	7.506926195E-4	4.176171497E-4	1.846606756E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.751173594E-4	7.656459929E-4	1.052266336E-3
7.579767844E-4	6.105566281E-4	5.547917099E-4	6.542184274E-4	6.254797336E-4	5.170705845E-4	4.386581422E-4	3.543203929E-4	2.822054958E-4	2.356365439E-4	1.972121827E-4	1.879845513E-4	2.690919791E-4	3.096482542E-4	2.576223342E-4	3.990322293E-4	7.007460226E-4	7.867979002E-4	6.899017608E-4	6.321998662E-4	6.651473232E-4	7.923328667E-4	8.008965524E-4	5.819826038E-4	4.558783839E-4	4.884549999E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.795927089E-4	4.778229923E-4	5.431753816E-4	7.760796580E-4
7.763331523E-4	6.804890581E-4	6.463403115E-4	6.593859289E-4	5.998172564E-4	4.848697863E-4	3.981052141E-4	4.189497267E-4	4.479525960E-4	3.783433640E-4	2.883068228E-4	2.629792143E-4	3.586413804E-4	4.832722188E-4	5.486032460E-4	6.946399226E-4	9.071558597E-4	9.081582539E-4	6.909785443E-4	4.824743373E-4	4.644911678E-4	6.675603800E-4	7.770050433E-4	6.472272216E-4	5.996459513E-4	6.882519810E-4	5.400254158E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.422162987E-4	4.458281328E-4	3.493127879E-4	4.981685197E-4
8.167944616E-4	7.431987906E-4	6.242836826E-4	4.928684793E-4	4.581662070E-4	4.359234299E-4	3.572694550E-4	4.080111394E-4	5.281124613E-4	5.215218407E-4	4.726799380E-4	4.949999857E-4	5.639898009E-4	6.085178466E-4	6.111606490E-4	6.490177475E-4	8.030267782E-4	9.184485534E-4	7.871975540E-4	5.056960508E-4	4.097591154E-4	5.954350345E-4	7.255529636E-4	6.550072576E-4	6.438910495E-4	7.829594542E-4	7.770704105E-4	5.330180866E-4	4.230350896E-4	NaN	NaN	NaN	NaN	NaN	NaN	8.228491060E-4	7.020217017E-4	3.710181045E-4	1.513845491E-4	1.956651540E-4
9.293497424E-4	7.549033617E-4	5.333203007E-4	4.034330486E-4	4.941754160E-4	5.872352049E-4	4.813101841E-4	4.347848590E-4	5.646916688E-4	6.406257162E-4	6.514010602E-4	7.096635527E-4	6.869646604E-4	5.503082648E-4	4.818917369E-4	5.210489035E-4	6.724974955E-4	8.523169672E-4	8.312504506E-4	6.124580977E-4	4.874379665E-4	5.742002977E-4	6.919525913E-4	7.444284856E-4	8.096224628E-4	9.648681153E-4	1.059161732E-3	9.301597020E-4	8.052536286E-4	7.883513463E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.550077807E-5	NaN
9.777296800E-4	7.589447196E-4	5.720729823E-4	5.385075347E-4	6.611990393E-4	7.507902337E-4	6.456272677E-4	5.543853040E-4	6.599210901E-4	7.710129721E-4	8.010421880E-4	7.942956872E-4	6.013339735E-4	3.534315911E-4	3.813419899E-4	5.691439728E-4	7.296489784E-4	8.450184832E-4	8.468918386E-4	6.996066077E-4	5.309403641E-4	5.086419405E-4	6.814869121E-4	9.179706685E-4	1.026398386E-3	1.055141794E-3	1.052148524E-3	9.302187827E-4	7.905068342E-4	6.759598036E-4	4.188960011E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.771111654E-4	7.999841473E-4	7.383312914E-4	7.603932172E-4	7.563122781E-4	7.127184072E-4	6.728918524E-4	7.268855697E-4	8.544902084E-4	9.077233262E-4	9.094535490E-4	8.418861544E-4	5.497512175E-4	3.283599217E-4	4.968717112E-4	7.529545692E-4	8.606997435E-4	9.286562563E-4	9.804945439E-4	8.656039718E-4	5.783558008E-4	4.138687800E-4	6.230184808E-4	9.783321293E-4	1.044679317E-3	8.810193394E-4	7.347046048E-4	6.134746945E-4	5.060311523E-4	3.897443530E-4	2.111329377E-4	6.208812556E-5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
