7.591138710E-4	6.415524986E-4	6.348780589E-4	5.496226368E-4	5.007779691E-4	7.066193502E-4	8.551428909E-4	6.661858642E-4	3.766290320E-4	2.793831518E-4	3.006527259E-4	3.066822537E-4	3.468469658E-4	3.966246441E-4	3.717800428E-4	2.592479577E-4	1.927120175E-4	2.081477141E-4	2.055391378E-4	2.835462801E-4	4.290162178E-4	5.088741891E-4	6.312764017E-4	7.880916819E-4	8.240308380E-4	9.226512630E-4	1.252648304E-3	1.494885539E-3
8.340848144E-4	6.091376999E-4	5.288129323E-4	5.156149855E-4	6.069663796E-4	8.601468871E-4	9.886132320E-4	7.387887454E-4	3.481709573E-4	2.290765697E-4	3.526654036E-4	4.361123720E-4	4.422216152E-4	4.603055713E-4	4.516245099E-4	3.655006585E-4	3.692130558E-4	4.594640632E-4	4.103749234E-4	3.177997132E-4	3.273642214E-4	4.358820443E-4	6.448777858E-4	7.652621716E-4	7.147438009E-4	7.913250593E-4	1.093731145E-3	1.309541520E-3
9.056894341E-4	6.569565739E-4	4.912941367E-4	4.558228538E-4	5.845575943E-4	8.371804142E-4	9.334597271E-4	6.542316405E-4	2.649694798E-4	2.186282509E-4	4.730070068E-4	6.083080079E-4	5.050260224E-4	4.174305068E-4	4.341174499E-4	4.553895269E-4	5.548204063E-4	6.655959296E-4	5.829470465E-4	4.386422224E-4	4.193432978E-4	5.301274941E-4	7.282699225E-4	8.268892416E-4	7.434784784E-4	7.615825161E-4	9.935382986E-4	1.127090305E-3
1.006153878E-3	8.200258017E-4	5.570031935E-4	4.284539318E-4	5.209836527E-4	7.265824825E-4	7.879610639E-4	5.536659737E-4	2.594381804E-4	2.689073153E-4	5.429869052E-4	6.835174863E-4	5.438401131E-4	3.882614837E-4	3.403001465E-4	3.745869326E-4	5.157009582E-4	5.825880216E-4	4.895332968E-4	4.636422091E-4	5.575966788E-4	6.068864604E-4	6.143191131E-4	6.130875554E-4	5.472921184E-4	5.853640032E-4	8.175276453E-4	9.314503986E-4
9.906679625E-4	8.897148655E-4	5.999666755E-4	4.360733146E-4	4.846406810E-4	6.176196039E-4	7.044331287E-4	6.123226485E-4	3.870028595E-4	3.016426926E-4	4.509483697E-4	5.951395724E-4	5.774092861E-4	4.628629831E-4	2.945558226E-4	2.604039037E-4	4.252679937E-4	4.468889092E-4	3.279015073E-4	4.020574270E-4	5.618509022E-4	5.052459310E-4	3.619772906E-4	3.227709385E-4	2.828931028E-4	3.190576390E-4	5.598776625E-4	7.836591685E-4
8.409991860E-4	8.175003459E-4	5.720763002E-4	4.265860480E-4	4.237227549E-4	4.403691273E-4	5.303607322E-4	5.769031704E-4	4.285292234E-4	3.026172635E-4	3.900998854E-4	5.774603924E-4	7.111837040E-4	6.584876683E-4	4.044455127E-4	3.052343964E-4	4.599395324E-4	4.557144421E-4	3.253277391E-4	4.195786896E-4	5.209858064E-4	3.332538472E-4	1.762323955E-4	2.391577000E-4	2.610333031E-4	2.811561862E-4	5.088595208E-4	8.341534995E-4
7.451447891E-4	7.142437971E-4	4.722713784E-4	3.562403435E-4	3.756691876E-4	3.345787991E-4	3.681062080E-4	4.531245213E-4	3.951090039E-4	3.220986691E-4	4.154130293E-4	6.555308355E-4	8.756738971E-4	8.612247766E-4	6.424827152E-4	5.526287132E-4	6.270135636E-4	5.342086079E-4	3.529515525E-4	4.119453370E-4	4.561723326E-4	2.053877106E-4	7.425085641E-5	2.200442541E-4	3.047235659E-4	3.637992486E-4	6.003944436E-4	9.131111437E-4
7.579173543E-4	6.557528977E-4	4.436065210E-4	4.539428046E-4	5.973806255E-4	5.632191314E-4	4.916123580E-4	5.003864062E-4	4.490475112E-4	3.378934343E-4	3.663108218E-4	6.445337203E-4	9.010751965E-4	8.867123397E-4	7.748968783E-4	7.675905363E-4	7.370194071E-4	4.794026900E-4	1.797703007E-4	1.858503674E-4	2.897417289E-4	1.864571968E-4	1.611931511E-4	3.066913632E-4	3.594650479E-4	4.080167564E-4	6.310318713E-4	8.852473111E-4
8.306015516E-4	7.027179818E-4	6.037270068E-4	7.840372273E-4	1.008224208E-3	9.598448523E-4	8.040376706E-4	7.249127957E-4	6.192871951E-4	3.783854772E-4	2.532074868E-4	5.104430020E-4	7.771075470E-4	7.340163575E-4	6.741053658E-4	7.465418312E-4	6.929059164E-4	3.657470807E-4	2.389845577E-5	NaN	1.430698612E-4	2.516518289E-4	3.980718902E-4	5.428023869E-4	5.272935960E-4	5.092391511E-4	6.921964814E-4	9.290432790E-4
8.422079845E-4	7.599701639E-4	7.661831914E-4	9.916664567E-4	1.172671327E-3	1.116953325E-3	9.898453718E-4	9.134120191E-4	8.025096613E-4	4.971253802E-4	2.075191733E-4	3.212196752E-4	5.602987367E-4	5.532482755E-4	5.378806964E-4	6.554845604E-4	6.308520678E-4	3.532037372E-4	8.995360986E-5	2.371073606E-5	7.736113912E-5	2.121351718E-4	4.289050412E-4	6.099981838E-4	6.524383789E-4	6.682637031E-4	8.204932674E-4	1.009150990E-3
7.446244708E-4	7.367276703E-4	8.053465281E-4	9.466959164E-4	1.018904382E-3	9.746027645E-4	9.164244402E-4	8.769425331E-4	8.350802818E-4	6.447564228E-4	3.270432644E-4	2.093163494E-4	2.687213128E-4	3.048444341E-4	4.379266466E-4	6.505564670E-4	6.281659589E-4	3.718914231E-4	2.021737164E-4	1.439568296E-4	9.980618051E-5	1.476517500E-4	3.017481358E-4	5.099528935E-4	6.860806025E-4	7.901691133E-4	8.872193866E-4	9.651856963E-4
6.782294950E-4	7.216513040E-4	7.817345904E-4	7.968787686E-4	8.003967814E-4	7.962698000E-4	7.591486210E-4	6.703716936E-4	6.363079301E-4	6.189663545E-4	4.449822882E-4	1.793452539E-4	NaN	NaN	2.286448143E-4	5.950318882E-4	6.247388665E-4	4.246670869E-4	3.464275214E-4	3.379484115E-4	2.969592169E-4	2.795388864E-4	3.205216781E-4	4.968800931E-4	7.005351945E-4	7.842064952E-4	7.908881526E-4	7.825228968E-4
6.604134687E-4	7.067085244E-4	6.958456943E-4	6.471266388E-4	6.917718565E-4	7.605346036E-4	6.968503585E-4	4.765466729E-4	3.380744602E-4	3.990482364E-4	4.197129456E-4	2.155436232E-4	NaN	NaN	1.000857301E-4	4.540802911E-4	5.439615343E-4	4.941115621E-4	4.787727958E-4	4.300040018E-4	3.682774550E-4	3.229499853E-4	3.267215507E-4	4.957867204E-4	6.467016065E-4	6.551396800E-4	6.381797721E-4	6.354304496E-4
6.750454777E-4	6.624198868E-4	6.079153973E-4	6.385059678E-4	8.050540346E-4	9.042469319E-4	7.785129710E-4	4.669658956E-4	2.495621447E-4	3.168028779E-4	4.528684076E-4	3.927871585E-4	1.778576989E-4	9.803121065E-5	2.542055154E-4	3.979196481E-4	4.439810000E-4	4.901737557E-4	NaN	2.530683414E-4	1.268672786E-4	9.963999037E-5	1.857679599E-4	4.289247736E-4	5.421378883E-4	5.005692365E-4	5.399275688E-4	6.247833953E-4
6.960069295E-4	6.047734059E-4	5.974132800E-4	7.796456921E-4	1.013861038E-3	1.057035988E-3	9.106036741E-4	6.495850394E-4	4.231961793E-4	4.240194685E-4	5.460146931E-4	5.508325994E-4	4.241840215E-4	3.573931754E-4	3.968072124E-4	3.759430256E-4	3.567048698E-4	NaN	NaN	5.351873551E-5	NaN	1.781892934E-5	1.895258611E-4	4.915550817E-4	6.142019993E-4	5.559619167E-4	5.773459561E-4	6.622227374E-4
6.217546761E-4	5.879709497E-4	7.514348836E-4	1.034187153E-3	1.171562355E-3	1.080241054E-3	9.839367121E-4	8.728191024E-4	6.351732882E-4	4.805191711E-4	5.010706955E-4	5.076185917E-4	4.410332185E-4	4.102960229E-4	3.949386592E-4	3.027890634E-4	2.675182477E-4	2.832584141E-4	1.692076621E-4	5.215160490E-5	1.154757847E-4	2.501341514E-4	3.941887117E-4	6.297567743E-4	8.175975527E-4	8.653959958E-4	8.431896567E-4	8.099772385E-4
5.140047870E-4	6.336115766E-4	9.666144033E-4	1.264270861E-3	1.255729585E-3	1.067668432E-3	1.044981298E-3	1.041124575E-3	7.396306610E-4	3.890329390E-4	2.808547288E-4	3.043979523E-4	3.721098474E-4	4.532204766E-4	4.020963097E-4	2.438023948E-4	2.198729053E-4	2.760654315E-4	2.498808026E-4	2.521093120E-4	3.811613133E-4	5.198936560E-4	5.241631297E-4	5.400887458E-4	7.210244657E-4	9.417958208E-4	1.027220162E-3	9.860759601E-4
4.728152708E-4	6.312514888E-4	9.623108199E-4	1.213949872E-3	1.175633981E-3	1.039589290E-3	1.077149296E-3	1.076877932E-3	7.253672811E-4	2.727835963E-4	8.021013491E-5	1.319979638E-4	3.150977718E-4	4.528993741E-4	3.702436225E-4	1.957499771E-4	1.705161267E-4	2.591018274E-4	3.605211095E-4	4.574258928E-4	5.657930160E-4	6.697456120E-4	5.754441954E-4	3.945557983E-4	4.608702147E-4	7.263078005E-4	9.592542192E-4	1.026308979E-3
