3.532924165E-4	5.562587176E-4	6.561461487E-4	4.641343548E-4	2.333425364E-4	1.873391011E-4	2.987060871E-4	4.278847773E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.622917717E-4	7.237204118E-4	7.176896906E-4	5.915464135E-4	5.799680366E-4	8.204348269E-4	1.047193888E-3	1.070748549E-3	9.624504601E-4	8.083028952E-4	5.975172971E-4	3.534873249E-4	2.992846421E-4	5.489556352E-4	8.899149252E-4	1.001988770E-3	7.794910343E-4	4.851405392E-4	3.790061455E-4	4.766643979E-4
3.636312904E-4	6.557448651E-4	9.008382331E-4	8.042936097E-4	6.062192260E-4	5.345032550E-4	6.081578322E-4	7.237878744E-4	8.114132215E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.433009017E-4	5.445266142E-4	4.197660601E-4	3.600462805E-4	6.019613938E-4	8.761321078E-4	9.815513622E-4	9.427718469E-4	8.241696050E-4	7.153979968E-4	6.904573529E-4	7.329762448E-4	7.551688468E-4	8.055402432E-4	8.512933855E-4	6.782232667E-4	3.704693518E-4	2.408615692E-4	4.068682028E-4
4.769836087E-4	6.976836012E-4	9.159352630E-4	9.521422326E-4	9.260082734E-4	8.350322023E-4	7.767943316E-4	8.408393478E-4	9.254746838E-4	8.477485389E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.315752645E-4	1.755407866E-4	3.451824596E-4	5.277081509E-4	6.138790050E-4	6.851264043E-4	7.321021985E-4	7.262867875E-4	8.138968842E-4	9.544874192E-4	8.594056708E-4	6.937970757E-4	6.869235076E-4	5.882094265E-4	3.608184925E-4	3.243980755E-4	5.616178387E-4
7.095591864E-4	7.275636308E-4	7.587917498E-4	8.607131895E-4	1.020071679E-3	9.447762277E-4	7.692299550E-4	7.641574484E-4	8.203212637E-4	6.894364487E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.737037620E-5	1.258776465E-4	1.737079292E-4	2.392179304E-4	4.100459628E-4	5.878607626E-4	5.876618670E-4	5.965923774E-4	7.173991762E-4	6.508213701E-4	5.277085584E-4	6.040590233E-4	6.451340741E-4	5.689297104E-4	5.856743664E-4	7.196642109E-4
8.919546381E-4	8.638931904E-4	7.885789382E-4	8.217479917E-4	9.123259806E-4	7.635289803E-4	5.504855653E-4	5.293022841E-4	5.757818581E-4	4.869925615E-4	3.543435596E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.968798435E-5	2.531883074E-4	5.037478404E-4	5.480158143E-4	4.526844423E-4	4.649889888E-4	4.814329150E-4	5.153313978E-4	6.665724213E-4	7.809333620E-4	7.855825825E-4	7.481171633E-4	7.154778577E-4
7.737019914E-4	8.644075715E-4	8.429802838E-4	7.855962031E-4	6.685853587E-4	4.118017678E-4	2.519446716E-4	3.027536732E-4	3.967873345E-4	3.929217637E-4	3.520208993E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.241419083E-5	2.033228375E-4	4.444575170E-4	6.219407078E-4	5.516913370E-4	4.643480061E-4	4.730082292E-4	5.490386975E-4	6.798596587E-4	8.107359172E-4	8.881654940E-4	8.669265662E-4	8.212316898E-4
4.523737007E-4	6.223178934E-4	7.023541839E-4	6.463386235E-4	4.573049664E-4	2.018162777E-4	1.406787924E-4	2.772631706E-4	3.926416102E-4	3.987348755E-4	3.502674808E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.325706009E-4	2.730023698E-4	4.279698478E-4	6.539496244E-4	6.477526622E-4	5.035413778E-4	3.836275719E-4	3.825918247E-4	5.187109928E-4	7.071623695E-4	8.778700139E-4	9.542860789E-4	9.928526124E-4
3.849789209E-4	5.294142175E-4	5.995366955E-4	4.930311698E-4	3.019350406E-4	1.486245019E-4	2.084597800E-4	3.789234906E-4	4.323557660E-4	3.772327618E-4	3.311844484E-4	4.134756746E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.470511583E-4	3.922213218E-4	4.663635336E-4	5.514111253E-4	5.381291267E-4	4.631830088E-4	3.353600041E-4	3.340332187E-4	5.220621824E-4	6.812545471E-4	7.646780577E-4	8.126277826E-4	8.766722749E-4
5.884661805E-4	7.163403789E-4	6.611528224E-4	3.845441970E-4	1.776478312E-4	2.054739598E-4	4.091749724E-4	5.306963576E-4	4.725827603E-4	3.915663110E-4	3.751357435E-4	4.950079019E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.327849845E-4	4.332060635E-4	4.252240178E-4	3.091475228E-4	2.381989470E-4	3.059099254E-4	3.526514920E-4	4.659201077E-4	6.870407960E-4	7.500306820E-4	6.748157903E-4	6.394334487E-4	7.116040215E-4
7.448801189E-4	9.838006226E-4	8.591199294E-4	4.545814591E-4	2.268053940E-4	3.767568851E-4	6.527533988E-4	6.856371765E-4	5.321856006E-4	4.423634091E-4	4.223724245E-4	5.211216630E-4	6.067550858E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.674665884E-4	2.643784974E-4	3.674737527E-4	4.283803864E-4	3.681207309E-4	2.032133343E-4	9.545606736E-5	1.748962532E-4	2.944428707E-4	4.550362064E-4	6.695339107E-4	7.431155536E-4	7.221940905E-4	7.505231770E-4	8.483062265E-4
