2.536764077E-4	2.565490140E-4	5.914169597E-4	1.088123652E-3	1.233850722E-3	9.925325867E-4	8.201970486E-4	7.961297524E-4	6.799909170E-4	4.582364927E-4	2.801617666E-4	NaN	NaN	NaN	NaN	NaN	3.870388609E-4	6.087372312E-4	6.548554520E-4	5.561407306E-4	3.502421314E-4	3.247022105E-4	5.790886935E-4	7.406017976E-4	6.720267120E-4	6.003665621E-4	6.450958317E-4	6.503761397E-4	4.403651692E-4	2.343256783E-4	2.755866153E-4	3.904890327E-4	5.312616704E-4	6.870983634E-4	5.717162276E-4	2.751995053E-4	8.034686289E-6	NaN	NaN	9.115642752E-5	2.970681235E-4
4.829316167E-4	4.819637688E-4	6.948567461E-4	1.052310457E-3	1.155140111E-3	9.536514408E-4	7.654087385E-4	6.701401435E-4	5.458140513E-4	3.290151362E-4	7.479862688E-5	NaN	NaN	NaN	NaN	NaN	3.546840162E-4	5.411884631E-4	6.448453641E-4	6.734353374E-4	5.068893079E-4	3.628681297E-4	4.547311692E-4	5.770866410E-4	6.013810635E-4	6.351966294E-4	7.063290104E-4	6.733525079E-4	4.670295457E-4	3.195474565E-4	3.791507625E-4	4.878341861E-4	6.674626493E-4	9.002884035E-4	8.890551399E-4	6.651091389E-4	3.892188834E-4	1.105976044E-4	5.041803524E-5	1.856254967E-4	2.211859246E-4
8.930452750E-4	8.991025388E-4	1.023205812E-3	1.185034518E-3	1.165799098E-3	9.625361417E-4	7.330036606E-4	6.191878347E-4	5.937553360E-4	4.595846112E-4	1.835935691E-4	NaN	NaN	NaN	NaN	NaN	NaN	4.125181877E-4	5.649485975E-4	7.661705604E-4	7.532470627E-4	5.704210489E-4	4.905317910E-4	5.004980485E-4	4.828170931E-4	5.206001224E-4	6.497870781E-4	6.907235947E-4	5.518757389E-4	4.185871512E-4	4.292798112E-4	5.284385406E-4	7.510767318E-4	1.028952422E-3	1.095375745E-3	9.133699350E-4	5.961716524E-4	2.834685729E-4	1.786330540E-4	2.805434633E-4	3.829775669E-4
1.108443132E-3	1.089741127E-3	1.186151290E-3	1.219072030E-3	1.097134082E-3	9.318328230E-4	8.473753114E-4	8.990170900E-4	9.124575881E-4	6.893615355E-4	3.580448101E-4	8.415319462E-5	NaN	NaN	NaN	NaN	NaN	3.187349066E-4	4.197593953E-4	6.888630451E-4	8.446277352E-4	7.667812752E-4	6.871733349E-4	6.432643277E-4	5.234281416E-4	4.563978873E-4	5.161232548E-4	5.896816147E-4	5.781722721E-4	4.691423092E-4	3.995970474E-4	5.318992189E-4	8.296860615E-4	1.031471766E-3	9.736550273E-4	7.269256166E-4	4.208466853E-4	2.266226074E-4	2.140862343E-4	3.438330896E-4	5.723406794E-4
9.389480110E-4	8.914250066E-4	9.541651234E-4	9.587200475E-4	8.893578779E-4	8.715699660E-4	1.042342745E-3	1.305940794E-3	1.272517489E-3	8.505809237E-4	4.281816364E-4	2.637205180E-4	NaN	NaN	NaN	NaN	NaN	2.776217880E-4	3.116629669E-4	5.653952830E-4	8.012268227E-4	8.467226289E-4	9.050261579E-4	9.453463717E-4	8.182851016E-4	6.716366624E-4	5.546472967E-4	4.965776461E-4	5.332164001E-4	4.889517440E-4	4.047618131E-4	5.471190088E-4	8.289604448E-4	8.935378864E-4	7.135655615E-4	4.551295133E-4	2.401608945E-4	2.394280600E-4	3.555937437E-4	4.223011783E-4	5.712006241E-4
6.572544808E-4	6.398421247E-4	6.683341344E-4	6.768950261E-4	7.017591270E-4	7.565533160E-4	9.481678135E-4	1.220989740E-3	1.236999524E-3	9.168895776E-4	5.584614701E-4	4.355907731E-4	4.657582904E-4	NaN	NaN	NaN	2.337289770E-4	2.783855307E-4	3.456205013E-4	5.687924568E-4	7.300434518E-4	7.428083336E-4	8.808224811E-4	1.030396321E-3	9.611598216E-4	8.380988729E-4	6.744739949E-4	5.057258531E-4	4.799513845E-4	4.763029865E-4	4.400757607E-4	5.298502510E-4	6.927978829E-4	7.111803861E-4	6.427069311E-4	5.442648544E-4	4.120945523E-4	4.322520981E-4	5.247324007E-4	4.595628416E-4	4.205937148E-4
5.516958772E-4	5.300115445E-4	5.108251935E-4	5.195394624E-4	6.087555084E-4	6.657854537E-4	7.000633050E-4	7.778471336E-4	8.240404422E-4	7.796308491E-4	6.389864720E-4	5.447351141E-4	6.282614777E-4	6.721667014E-4	4.527516721E-4	2.016458457E-4	1.693223603E-4	2.598821593E-4	4.107179120E-4	6.126412190E-4	6.600759807E-4	5.887086736E-4	7.278670091E-4	8.818219649E-4	7.736163680E-4	6.734057679E-4	6.432919763E-4	5.586991902E-4	4.824039934E-4	4.268240009E-4	3.618996125E-4	3.697301145E-4	4.778014554E-4	5.886732251E-4	7.241505664E-4	8.007860743E-4	7.210162003E-4	6.464119069E-4	5.893333000E-4	3.941371397E-4	2.205748024E-4
6.470715743E-4	5.998354172E-4	5.349908606E-4	5.465364084E-4	6.632574950E-4	7.238339749E-4	6.733487826E-4	5.552365910E-4	4.476605973E-4	4.704573366E-4	5.213902332E-4	5.474905483E-4	6.952947006E-4	7.625492290E-4	4.858733737E-4	1.903835218E-4	1.825329819E-4	3.020392905E-4	4.442548088E-4	5.949957413E-4	5.779798958E-4	4.857690365E-4	6.490828819E-4	8.131469949E-4	6.618130719E-4	5.246870569E-4	5.581051228E-4	5.747600808E-4	5.257432931E-4	4.251571081E-4	2.762428776E-4	2.323133522E-4	4.010795674E-4	6.324384012E-4	8.182537858E-4	8.856789791E-4	8.333329461E-4	7.578631048E-4	6.421617582E-4	4.235953966E-4	2.009113086E-4
8.177050622E-4	8.035053615E-4	7.060442003E-4	7.182477275E-4	8.288743556E-4	8.576948312E-4	7.943888195E-4	5.919070099E-4	2.908915631E-4	2.105644671E-4	3.356990637E-4	4.624502326E-4	6.297326763E-4	6.752472837E-4	4.405791406E-4	2.732253051E-4	3.831849899E-4	5.108120968E-4	5.564164603E-4	6.020427682E-4	5.243747146E-4	4.060275678E-4	5.818911013E-4	8.111278876E-4	7.103554090E-4	5.191979581E-4	4.510391445E-4	4.441406054E-4	4.708944180E-4	4.480691859E-4	3.122417256E-4	2.727999818E-4	5.096964305E-4	8.098110557E-4	9.311296162E-4	8.734851726E-4	8.037427324E-4	7.656450616E-4	6.818222464E-4	5.530385533E-4	3.652563901E-4
8.519931580E-4	8.470148314E-4	7.128728321E-4	7.474815357E-4	8.924987633E-4	9.109484963E-4	8.638647269E-4	6.795171648E-4	3.214332974E-4	1.890481362E-4	3.195268800E-4	4.127117281E-4	4.590395256E-4	4.643994034E-4	3.814186493E-4	3.628116974E-4	5.178123247E-4	6.407274632E-4	5.905173603E-4	5.177811836E-4	4.376998695E-4	3.496715508E-4	4.606283910E-4	6.200941280E-4	5.295572337E-4	3.474401892E-4	2.360046346E-4	1.998585212E-4	NaN	3.756296355E-4	3.115550207E-4	2.548696939E-4	4.699525598E-4	7.976595080E-4	9.059634758E-4	8.158471901E-4	7.787495852E-4	7.833159179E-4	7.261399296E-4	6.416966789E-4	4.605453287E-4
