4.786158679E-4	4.454436712E-4	2.010846947E-4	1.372897095E-4	3.258728539E-4	4.678139812E-4	4.900718923E-4	5.514122895E-4	6.093028933E-4	5.792377051E-4	5.566402688E-4	5.659691524E-4	5.644306075E-4	4.785713973E-4	3.051563981E-4	2.725145023E-4	4.104477703E-4	4.488260893E-4	3.130381228E-4	2.142473240E-4	2.760483476E-4	3.344489669E-4	3.267969587E-4	3.261665697E-4	2.891171898E-4	2.565032628E-4	2.546581090E-4	2.449261665E-4	2.353948075E-4	2.141722507E-4	3.005254257E-4	4.579306697E-4	4.660375707E-4	3.763236455E-4	2.826451382E-4	1.703977905E-4	6.307932199E-5	2.280377885E-5	7.326992636E-5	9.106915968E-5	5.031883484E-5	1.491744333E-4	4.147217842E-4	5.754013546E-4	4.830894759E-4	3.282856487E-4	2.512798528E-4	2.124416205E-4	2.118867851E-4	1.991734171E-4	1.327159116E-4	9.764630522E-5	1.120843372E-4	5.144900206E-5	NaN	NaN	2.267820382E-4	2.831333550E-4	3.718624066E-5	NaN	1.194847391E-5	1.902836957E-4	1.933846215E-4	3.902682874E-5	NaN	NaN	8.577441804E-6	7.316702249E-5	1.866550156E-4	2.517549437E-4	1.847115636E-4	2.263637871E-4	3.716345236E-4	3.635018074E-4	2.499140683E-4	2.659492893E-4	3.819122794E-4	3.193379671E-4	1.010730339E-4	8.592360814E-7	NaN	NaN	5.882506230E-5	2.189343213E-4	1.873796282E-4	1.803042105E-4	2.430101886E-4	3.277433570E-4	5.126709584E-4	6.017467240E-4	4.857286112E-4	4.300965520E-4	4.714613606E-4	3.362698772E-4	9.921485616E-5	6.437980483E-5	1.105807969E-4	8.563126903E-5	1.124567279E-4	1.233414951E-4
5.209518713E-4	4.156393697E-4	1.611572807E-4	1.205694571E-4	2.965871245E-4	4.125606501E-4	4.390524409E-4	5.568250781E-4	6.951111136E-4	6.674191100E-4	5.715488223E-4	5.091176718E-4	4.365466593E-4	3.675685439E-4	3.527649096E-4	3.967253724E-4	4.244467127E-4	3.797346726E-4	2.653756237E-4	1.778873120E-4	2.399851801E-4	3.325359430E-4	3.914887202E-4	4.864079820E-4	5.105254822E-4	4.533224565E-4	4.030623531E-4	3.713032056E-4	3.396372776E-4	2.910134499E-4	3.564509097E-4	4.610175674E-4	3.918006259E-4	2.738193434E-4	1.877345494E-4	9.402172873E-5	3.720817040E-5	3.081870454E-5	9.469706129E-5	1.617222588E-4	1.637070382E-4	2.463841229E-4	4.493247543E-4	5.582743906E-4	5.139595596E-4	4.526133416E-4	3.860399011E-4	2.964753076E-4	2.399940859E-4	2.263967035E-4	2.326423710E-4	2.068926697E-4	1.306901104E-4	2.730101914E-5	NaN	1.110006924E-4	2.658516169E-4	2.621558961E-4	4.279717541E-5	NaN	2.272403799E-5	2.567398187E-4	2.923045540E-4	1.060673458E-4	NaN	3.220065537E-6	2.351139992E-4	3.079794697E-4	3.039028961E-4	2.548325865E-4	1.344897319E-4	1.483681117E-4	3.151812125E-4	3.690123849E-4	3.025605110E-4	3.610056592E-4	5.022670375E-4	4.233861400E-4	1.510387519E-4	NaN	NaN	NaN	2.222064650E-4	3.905302729E-4	3.260578087E-4	2.548924531E-4	2.186564525E-4	2.901911794E-4	5.089419428E-4	5.888459273E-4	4.867036187E-4	4.838205059E-4	5.314488662E-4	3.497179423E-4	1.166085858E-4	1.668370824E-4	2.968675399E-4	2.996888361E-4	2.739613992E-4	1.875981543E-4
4.215010849E-4	2.868739830E-4	9.500346641E-5	1.414056169E-4	3.332226770E-4	4.252550425E-4	4.232356441E-4	5.304451915E-4	6.884810282E-4	6.300975801E-4	4.585698480E-4	3.887405037E-4	3.430540091E-4	3.015086113E-4	3.755421494E-4	4.564794945E-4	3.905207268E-4	3.279388184E-4	3.291393514E-4	2.689899120E-4	2.305946837E-4	2.514853841E-4	3.221688676E-4	4.722554586E-4	5.412023747E-4	4.798212904E-4	3.819456906E-4	3.137833264E-4	3.105205833E-4	3.188407863E-4	3.714672639E-4	3.923423064E-4	2.792833257E-4	2.089103655E-4	2.001546090E-4	1.616101508E-4	1.549304288E-4	1.695487590E-4	2.067307214E-4	2.732493740E-4	2.872484329E-4	2.903417044E-4	3.437027335E-4	3.676873748E-4	3.714024497E-4	3.875020775E-4	3.352985368E-4	2.689641842E-4	2.617947175E-4	2.965745516E-4	3.423191083E-4	2.827178978E-4	1.565586426E-4	8.027015429E-5	9.721092647E-5	2.109158377E-4	2.960424463E-4	3.014164977E-4	1.877102768E-4	3.736072904E-5	1.100279551E-4	3.062330361E-4	3.777123056E-4	2.553944360E-4	8.849646110E-5	1.607930317E-4	3.644047538E-4	4.080113431E-4	3.038353752E-4	1.607763843E-4	6.833033694E-5	1.231764472E-4	2.679815807E-4	3.328415041E-4	3.211330331E-4	3.899964213E-4	5.009330343E-4	4.341036838E-4	2.038101957E-4	1.705840805E-5	NaN	1.023512159E-4	3.199432686E-4	3.627375991E-4	3.223092353E-4	3.402761940E-4	2.931347699E-4	2.709157125E-4	3.886345658E-4	4.832083941E-4	5.028007436E-4	5.547215696E-4	5.686726654E-4	3.848277847E-4	2.352782612E-4	3.997689637E-4	5.855432828E-4	5.608472857E-4	4.618607345E-4	3.171444405E-4
2.167087514E-4	1.099889996E-4	2.290465272E-5	1.596114162E-4	3.385071177E-4	3.939647868E-4	4.266150063E-4	5.711112753E-4	6.815262605E-4	5.017332151E-4	2.407131251E-4	2.345089888E-4	3.431282530E-4	3.892192035E-4	4.800760362E-4	5.336957402E-4	3.834127565E-4	2.656731522E-4	2.956987591E-4	2.498514950E-4	1.703210437E-4	1.760182204E-4	2.546913456E-4	3.706026764E-4	4.004433868E-4	3.220972721E-4	1.873788569E-4	1.199185353E-4	2.128277119E-4	3.161313653E-4	3.438381827E-4	2.785112010E-4	1.473873272E-4	1.063733216E-4	1.267346815E-4	1.257573313E-4	1.657849498E-4	2.211706742E-4	2.824222029E-4	3.861928708E-4	4.119871010E-4	2.906321897E-4	1.420246117E-4	7.570764137E-5	1.282900921E-4	1.792953699E-4	1.262039441E-4	1.665319869E-4	3.093100386E-4	3.703932452E-4	3.240412916E-4	1.779463346E-4	1.081759983E-4	1.522011444E-4	1.781811152E-4	2.111865906E-4	2.217649599E-4	2.495528024E-4	2.621928579E-4	1.729171927E-4	1.727400522E-4	3.105853975E-4	4.325655755E-4	3.999944311E-4	2.495171211E-4	2.375909535E-4	3.706285497E-4	4.151711764E-4	2.503496071E-4	NaN	NaN	5.969137783E-5	2.025352296E-4	2.462616249E-4	2.681814367E-4	3.258643555E-4	3.858723794E-4	3.623097728E-4	2.611928212E-4	1.985119452E-4	2.275961451E-4	2.869167656E-4	2.428520529E-4	1.316324342E-4	2.060554543E-4	4.012123100E-4	4.261242284E-4	3.228232381E-4	2.906337904E-4	3.847376793E-4	5.105182645E-4	5.661764881E-4	5.280415644E-4	3.716380161E-4	3.213505552E-4	5.644828780E-4	7.353774854E-4	6.276758504E-4	4.763151519E-4	3.700793313E-4
7.312843809E-5	4.855483348E-5	7.152713806E-5	2.441868128E-4	3.228260903E-4	2.514801745E-4	2.918592363E-4	4.925647518E-4	5.952998181E-4	4.133491893E-4	1.958384091E-4	2.527655161E-4	4.306953051E-4	5.032840418E-4	5.575591349E-4	5.792772281E-4	4.181167460E-4	2.295607992E-4	1.694620150E-4	1.453810255E-4	1.535943302E-4	2.069642069E-4	2.643807093E-4	2.786284895E-4	2.123090962E-4	1.062815718E-4	NaN	NaN	6.311390462E-5	2.204256307E-4	2.618534490E-4	2.119661513E-4	1.185759538E-4	7.500006905E-5	7.460155757E-5	8.796824841E-5	1.411264093E-4	2.122979495E-4	3.140255867E-4	4.622680135E-4	5.154622486E-4	3.584831720E-4	1.309590007E-4	4.718867058E-5	1.232123323E-4	1.400036272E-4	6.141611084E-5	1.889305131E-4	4.247805628E-4	4.381068575E-4	2.253882849E-4	NaN	4.204885499E-6	2.051907795E-4	2.790606522E-4	2.515779925E-4	1.576108916E-4	1.258818811E-4	1.662422728E-4	1.130719102E-4	1.088412318E-4	2.453665657E-4	3.802954743E-4	3.450612421E-4	1.647382887E-4	1.187312373E-4	2.805332479E-4	4.117156786E-4	2.730818524E-4	NaN	NaN	5.297396274E-5	1.723274472E-4	1.847631793E-4	2.017535589E-4	2.381980448E-4	2.820903028E-4	3.063080949E-4	2.890043543E-4	3.074967244E-4	3.865357139E-4	3.479364677E-4	1.145563874E-4	7.891634596E-6	2.278762840E-4	4.887782852E-4	5.586071638E-4	4.575928906E-4	3.029991058E-4	2.905923466E-4	4.107613058E-4	4.877694009E-4	4.604965507E-4	3.196634061E-4	2.848668955E-4	4.904734669E-4	5.680673057E-4	3.942244221E-4	2.657222503E-4	2.663388732E-4
1.301737939E-4	1.515481854E-4	1.841162157E-4	3.241827362E-4	3.268111614E-4	1.830472320E-4	1.899837807E-4	3.492449177E-4	4.543992109E-4	3.992994316E-4	3.004847968E-4	3.261526581E-4	4.150332534E-4	4.486684047E-4	4.771958920E-4	5.091062048E-4	4.348472285E-4	2.474207431E-4	8.271600382E-5	9.192986909E-5	2.453422931E-4	3.467774368E-4	3.542964114E-4	2.886468137E-4	1.597623632E-4	4.607249139E-5	NaN	NaN	6.145131465E-6	1.544775150E-4	2.388621506E-4	2.704066283E-4	2.480101830E-4	2.155833936E-4	2.034930512E-4	2.105695748E-4	2.297509782E-4	2.767482074E-4	3.694892512E-4	4.670048074E-4	5.013160990E-4	4.128557630E-4	2.830103622E-4	2.869192394E-4	3.676266060E-4	3.101015172E-4	1.974881889E-4	3.203997912E-4	5.245310604E-4	4.756650887E-4	1.735218830E-4	NaN	NaN	2.198805742E-4	3.065520141E-4	2.756170288E-4	1.690336503E-4	1.190585244E-4	1.180375839E-4	3.353073771E-5	2.927211972E-5	1.463738881E-4	2.312035795E-4	1.858644100E-4	4.644157525E-5	2.717048119E-5	2.029141178E-4	3.698701621E-4	3.215217730E-4	1.673903898E-4	1.422014902E-4	2.100013371E-4	2.345567773E-4	2.337654150E-4	2.222477633E-4	1.960711961E-4	2.057063684E-4	2.149569773E-4	1.956352789E-4	2.298931940E-4	3.188084520E-4	2.573874372E-4	3.701893729E-5	6.820356066E-5	3.684501862E-4	5.467060837E-4	5.921326810E-4	5.364599638E-4	3.144836810E-4	1.579423551E-4	2.253041894E-4	3.681698872E-4	4.080627987E-4	2.881955297E-4	2.309989941E-4	3.430432698E-4	3.380776034E-4	1.832211128E-4	1.360474853E-4	2.248439851E-4
2.910936892E-4	2.776949550E-4	2.441479301E-4	3.227863635E-4	3.419003915E-4	3.020596923E-4	3.046030179E-4	3.118017630E-4	3.546380030E-4	3.916299902E-4	3.442405141E-4	2.940090490E-4	2.989820787E-4	3.249280853E-4	3.604617086E-4	4.006679519E-4	4.041802313E-4	2.875728824E-4	1.313966641E-4	1.953927131E-4	4.157589574E-4	4.773237451E-4	3.976963344E-4	3.075886343E-4	2.022811823E-4	1.118779037E-4	2.966254215E-5	7.277701570E-6	1.087372802E-4	2.519276750E-4	3.594212758E-4	3.979857720E-4	3.676832130E-4	3.076170688E-4	2.655190474E-4	2.803120296E-4	3.329610918E-4	3.875794355E-4	4.081389343E-4	3.813290386E-4	3.860084689E-4	3.954737913E-4	3.790914197E-4	4.345900088E-4	4.826486984E-4	4.070224822E-4	3.227651177E-4	3.791936906E-4	4.708354827E-4	3.711336467E-4	8.581487782E-5	NaN	6.707970897E-5	2.285121009E-4	2.293684665E-4	1.806296204E-4	1.475155586E-4	1.833372226E-4	2.061377018E-4	1.461143984E-4	1.363860938E-4	1.613471250E-4	1.720885048E-4	1.765490597E-4	1.252957591E-4	9.309923189E-5	1.806410583E-4	2.851591853E-4	3.050973755E-4	3.489792871E-4	4.057423794E-4	3.284904524E-4	2.232928528E-4	2.409339068E-4	2.362585801E-4	1.448050461E-4	9.684789984E-5	7.257710968E-5	7.888039545E-5	1.618757669E-4	2.353050659E-4	1.769242372E-4	5.712372877E-5	1.801125909E-4	4.317836137E-4	4.939952632E-4	5.167386262E-4	4.961235682E-4	2.493428765E-4	7.139013178E-6	2.159080759E-5	1.862446225E-4	2.728413674E-4	2.169206564E-4	1.987552387E-4	2.653751872E-4	2.344007225E-4	1.375521533E-4	1.701579313E-4	3.175320453E-4
3.596815513E-4	3.185441019E-4	3.032761742E-4	3.426790936E-4	3.877532436E-4	5.039314274E-4	5.224876222E-4	3.861875739E-4	3.649652645E-4	4.197128874E-4	3.610796120E-4	2.717999450E-4	2.331532887E-4	2.404758416E-4	2.966074098E-4	3.531812981E-4	3.699852969E-4	3.164369264E-4	2.761349315E-4	4.099228536E-4	5.717245513E-4	5.039867829E-4	3.215135366E-4	2.340479405E-4	1.960824593E-4	1.083921597E-4	2.120555473E-5	4.951084338E-5	1.892003493E-4	3.501771134E-4	4.325703194E-4	3.940871684E-4	3.126702795E-4	2.362604573E-4	1.797189325E-4	2.300194901E-4	3.617804905E-4	4.145754792E-4	3.401496506E-4	2.583470487E-4	2.964700689E-4	3.576457384E-4	3.532897099E-4	3.566501255E-4	3.676758788E-4	4.056692997E-4	4.394317511E-4	4.013829166E-4	3.415573738E-4	1.891360880E-4	NaN	NaN	1.551425812E-4	2.399999357E-4	1.493337186E-4	5.552847870E-5	7.405814540E-5	1.890908607E-4	2.823294490E-4	3.252004972E-4	3.364455770E-4	2.715368464E-4	2.144847385E-4	2.155997936E-4	1.686126052E-4	1.149068266E-4	1.700900029E-4	2.459219832E-4	2.786153636E-4	3.824829764E-4	4.414359864E-4	2.538537083E-4	4.187873492E-5	7.337125862E-5	1.289469656E-4	3.109781755E-5	NaN	NaN	3.393938459E-5	1.965843257E-4	2.324355737E-4	1.683845767E-4	1.576504292E-4	2.924155851E-4	4.113669856E-4	3.816787503E-4	3.966772638E-4	3.919599112E-4	1.784630294E-4	NaN	NaN	1.043568554E-4	2.192746178E-4	2.403288236E-4	2.720229677E-4	3.067623184E-4	2.444929851E-4	1.429659314E-4	1.695720130E-4	3.267422435E-4
3.306698345E-4	2.934929798E-4	3.472893732E-4	3.515081189E-4	4.034853482E-4	6.350544281E-4	6.897273124E-4	5.253613344E-4	4.858413304E-4	4.824470379E-4	3.640455834E-4	2.562433074E-4	1.870744454E-4	1.785261702E-4	2.732775756E-4	3.537298762E-4	3.520455211E-4	3.108815581E-4	3.332440101E-4	4.592363257E-4	5.190789816E-4	3.770890471E-4	1.625304139E-4	1.009038533E-4	1.276846742E-4	NaN	NaN	NaN	2.203369513E-4	3.768154129E-4	3.865662438E-4	2.709414111E-4	1.881091157E-4	1.704364113E-4	1.352497784E-4	1.671964565E-4	2.823122195E-4	2.970286296E-4	2.045568108E-4	1.817163720E-4	2.602524182E-4	2.957253600E-4	2.573637175E-4	2.187295613E-4	2.561051806E-4	4.521181982E-4	5.872260663E-4	4.617525265E-4	3.015930124E-4	1.692108781E-4	1.155450354E-5	3.224107422E-5	1.653126674E-4	1.801416656E-4	9.261352534E-5	1.155603513E-5	3.573427966E-5	1.327386126E-4	2.262948838E-4	3.198379709E-4	3.521702311E-4	2.690785041E-4	1.876891038E-4	1.565389102E-4	1.152238910E-4	1.167276132E-4	1.997857908E-4	2.710856206E-4	3.027226485E-4	3.647959966E-4	3.506217327E-4	1.156075596E-4	NaN	NaN	2.659948586E-5	NaN	NaN	NaN	1.000686680E-4	2.549029014E-4	2.126198960E-4	1.467631955E-4	2.411197929E-4	3.688803408E-4	3.652686719E-4	2.625867783E-4	2.466944279E-4	2.679142926E-4	1.850577391E-4	9.185999807E-5	1.245928288E-4	2.703280770E-4	3.925052297E-4	4.174056521E-4	4.108544672E-4	3.955962893E-4	3.320079995E-4	2.191469830E-4	1.664622832E-4	2.540803398E-4
2.727657265E-4	2.640531457E-4	3.402807633E-4	2.744321828E-4	2.974619856E-4	5.671777180E-4	6.686049746E-4	5.612418754E-4	5.246321089E-4	4.531551094E-4	3.025705810E-4	2.274146827E-4	2.088408655E-4	2.439714008E-4	3.045814519E-4	2.851196041E-4	2.546634641E-4	2.585413749E-4	2.808404679E-4	3.290090826E-4	3.326166188E-4	1.989171433E-4	NaN	NaN	1.187395173E-4	NaN	NaN	NaN	2.626376518E-4	3.828288754E-4	3.524362110E-4	2.188807703E-4	1.244250889E-4	1.202453495E-4	7.667067257E-5	3.344248762E-5	7.674652443E-5	9.080553718E-5	6.229464634E-5	1.253802911E-4	2.410881134E-4	2.688812383E-4	2.156442933E-4	1.768274524E-4	2.723079233E-4	5.102545256E-4	6.170278648E-4	4.737154522E-4	3.531232651E-4	3.134404542E-4	2.152690431E-4	1.546207786E-4	1.326116180E-4	9.021584265E-5	7.058527990E-5	6.814223161E-5	9.232365846E-5	1.223682921E-4	1.445249218E-4	1.955575572E-4	2.379282232E-4	1.977552165E-4	1.479509665E-4	1.609446917E-4	1.935092150E-4	2.107758046E-4	2.111856738E-4	2.537083055E-4	3.629981366E-4	4.286098410E-4	3.174181911E-4	3.721933899E-5	NaN	NaN	3.491350071E-5	7.306823682E-5	5.822793537E-5	1.084480609E-4	2.158456628E-4	2.891007171E-4	2.104164450E-4	1.909619750E-4	3.386579338E-4	4.173396155E-4	3.269295266E-4	1.729988289E-4	1.178955063E-4	1.832984271E-4	2.484612342E-4	2.821816015E-4	3.536269651E-4	4.793288244E-4	5.580816069E-4	5.187193165E-4	4.284086754E-4	3.761749540E-4	3.660625662E-4	3.118757159E-4	2.322005894E-4	2.542753355E-4
