9.099914460E-4	1.018569223E-3	1.149876392E-3	9.607157554E-4	6.456925767E-4	5.913277855E-4	6.057125283E-4	5.494536599E-4	6.491677486E-4	6.464226171E-4	4.435513983E-4	5.976872635E-4	1.015498769E-3	1.044190722E-3	6.673007738E-4	4.635924706E-4	6.982433260E-4	9.233629680E-4	9.037504788E-4	8.023959817E-4	5.811269511E-4	3.106483782E-4	3.513016854E-4	7.153056213E-4	8.789497660E-4	7.106902776E-4	6.414534873E-4	7.526725531E-4	8.375758771E-4	9.541275213E-4	9.878099663E-4	8.390569128E-4	7.239751285E-4	6.581755006E-4	7.328268839E-4	9.057275020E-4	9.302422404E-4	8.963703294E-4	8.396822959E-4	7.683473523E-4	8.020556415E-4	1.009836909E-3	1.406800700E-3	1.691639307E-3	1.424408052E-3	8.659795276E-4	8.157719858E-4	1.155433245E-3	1.178035513E-3	1.002200064E-3	9.185546078E-4	7.018251927E-4	5.085606244E-4	7.597107324E-4	1.168517745E-3	1.373694860E-3	1.351147424E-3	9.658677736E-4	5.698877503E-4	6.181112840E-4	7.935045287E-4	7.644175203E-4	6.004204624E-4	5.096982932E-4	5.752446014E-4	6.998818135E-4	8.294745930E-4	8.975846577E-4	8.855853230E-4	8.458331577E-4	8.558093687E-4	9.717019857E-4	NaN	NaN	NaN	NaN	1.020954922E-3	8.060389664E-4	9.326193831E-4	1.107169082E-3	1.137984451E-3	9.898938006E-4	8.782471414E-4	9.171451675E-4	1.085734810E-3	1.299781725E-3	1.153877005E-3	9.104526252E-4	1.062912052E-3	1.126039540E-3	8.960426785E-4	7.945307298E-4	9.078441071E-4	1.041210955E-3	1.114232000E-3	1.140943728E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.108816941E-3	1.024571364E-3	1.057782792E-3	7.994835614E-4	4.579088709E-4	6.599485641E-4	1.049623941E-3	1.006538980E-3	9.070661035E-4	1.000316232E-3	9.737789514E-4
7.508394774E-4	9.537311853E-4	9.914058028E-4	7.555327029E-4	6.191340508E-4	7.567098946E-4	8.417211357E-4	6.864945171E-4	5.800402723E-4	5.165672046E-4	3.827135661E-4	5.481736152E-4	9.571106639E-4	9.702256066E-4	5.723410286E-4	4.556943022E-4	6.931265816E-4	6.439716090E-4	4.724672763E-4	5.985590979E-4	6.282406393E-4	4.463985097E-4	5.210505333E-4	8.153484087E-4	7.862012717E-4	4.688249610E-4	4.060738720E-4	6.096370053E-4	7.275945973E-4	7.605336141E-4	7.456692401E-4	7.355798734E-4	7.672326174E-4	6.955052959E-4	7.058270276E-4	8.429380832E-4	8.726327796E-4	8.338689222E-4	8.130305796E-4	8.695819415E-4	9.687928250E-4	1.082063885E-3	1.335450099E-3	1.481078449E-3	1.047793543E-3	5.339040072E-4	7.447042153E-4	1.158910920E-3	1.166785602E-3	1.092517632E-3	9.966073558E-4	7.421417395E-4	7.211201591E-4	1.060260693E-3	1.243034611E-3	1.120546483E-3	8.704499924E-4	4.950655275E-4	3.261076054E-4	5.714186118E-4	8.642579196E-4	9.623898077E-4	8.419505320E-4	6.243080134E-4	5.218959413E-4	6.262848619E-4	8.373036981E-4	9.598205797E-4	1.001827186E-3	1.012179186E-3	9.864196181E-4	9.406253230E-4	NaN	NaN	NaN	NaN	7.790144300E-4	7.826329675E-4	1.094677486E-3	1.191561576E-3	9.556175210E-4	6.346318405E-4	5.844780826E-4	8.692973643E-4	1.276719500E-3	1.443864778E-3	1.069618505E-3	7.094077300E-4	8.438636432E-4	9.621970821E-4	8.568393532E-4	8.550610510E-4	1.019054791E-3	1.138431719E-3	1.047307160E-3	9.091415559E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.169242896E-3	1.196836354E-3	1.114530372E-3	8.338384214E-4	7.182522095E-4	9.844686138E-4	1.133631333E-3	9.254368488E-4	9.042988531E-4	9.795575170E-4	7.462765789E-4
5.534064840E-4	7.779629668E-4	7.121282397E-4	6.088325754E-4	7.029692642E-4	8.435001946E-4	9.293198818E-4	9.407126927E-4	9.267377900E-4	8.149996866E-4	5.949165788E-4	6.337885861E-4	9.099062299E-4	8.786708931E-4	5.604192265E-4	5.810242728E-4	8.486140869E-4	7.103654789E-4	5.537267425E-4	8.285475196E-4	9.983313503E-4	9.037431446E-4	8.580232970E-4	7.962684031E-4	4.834193096E-4	2.031789627E-4	4.254011146E-4	8.133887895E-4	8.323752554E-4	5.977944238E-4	3.629300336E-4	3.084600612E-4	3.875201801E-4	3.881956218E-4	4.445217201E-4	6.783162826E-4	9.257986094E-4	9.879324352E-4	9.372419445E-4	9.618439362E-4	1.018650364E-3	1.077650581E-3	1.137167215E-3	1.019120915E-3	5.941740237E-4	3.469897492E-4	6.608773838E-4	9.947686922E-4	1.142034074E-3	1.297158422E-3	1.156315790E-3	7.984997355E-4	8.503388963E-4	1.246912521E-3	1.309801126E-3	8.880595560E-4	3.705356503E-4	7.474050653E-5	2.085416781E-4	6.741120596E-4	1.114996150E-3	1.333455206E-3	1.201599138E-3	8.476700750E-4	6.686689449E-4	8.321735659E-4	1.059390721E-3	1.077321474E-3	1.066427678E-3	1.077265944E-3	9.266686393E-4	7.305244799E-4	7.825589855E-4	NaN	NaN	1.033404144E-3	6.601446657E-4	7.226851303E-4	1.028385595E-3	1.128248754E-3	9.296289645E-4	6.293453043E-4	5.803022068E-4	9.419837152E-4	1.399239758E-3	1.498164143E-3	1.179218059E-3	9.148131358E-4	9.100211319E-4	8.884320850E-4	8.161156438E-4	8.328551776E-4	9.363332065E-4	9.930274682E-4	8.695442812E-4	7.877625758E-4	9.512037504E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.413445105E-3	1.283782069E-3	1.205594977E-3	9.922983591E-4	8.431074093E-4	1.011398388E-3	1.281465637E-3	1.169000054E-3	8.163195453E-4	7.822115440E-4	7.468002732E-4	4.070254217E-4
5.190938828E-4	5.912570632E-4	4.890433629E-4	6.040249136E-4	7.835682482E-4	7.487174589E-4	7.853754214E-4	1.045504119E-3	1.235809526E-3	1.031913678E-3	6.144311628E-4	5.345084355E-4	7.476087776E-4	7.767191273E-4	6.858598790E-4	8.873185143E-4	1.162660890E-3	1.026585931E-3	8.943923167E-4	1.040230389E-3	1.105225179E-3	1.106081414E-3	9.816525271E-4	6.079896120E-4	1.818568708E-4	1.066543191E-4	6.128014647E-4	1.061572926E-3	9.397824178E-4	5.602734163E-4	1.925928373E-4	NaN	1.176734804E-5	2.056683152E-4	4.884816008E-4	8.506186423E-4	1.175749465E-3	1.182394102E-3	1.030703657E-3	9.468353237E-4	9.266010602E-4	1.030898886E-3	9.496333660E-4	5.412222235E-4	1.809938985E-4	1.624197321E-4	4.368712835E-4	7.807154907E-4	1.160821761E-3	1.355011715E-3	1.087417826E-3	7.498030900E-4	8.073408972E-4	1.107689226E-3	1.178680803E-3	7.958873175E-4	3.089825623E-4	1.750809170E-4	4.898641491E-4	1.002930803E-3	1.310727559E-3	1.317153336E-3	1.110724988E-3	8.159337449E-4	7.451359998E-4	1.027434133E-3	1.237339107E-3	1.097655972E-3	9.987658123E-4	1.010383712E-3	8.168567438E-4	6.504973862E-4	8.271563565E-4	1.100454596E-3	1.127764466E-3	9.366654558E-4	7.382692420E-4	7.471555145E-4	1.000616234E-3	1.242890256E-3	1.257064636E-3	1.018620329E-3	7.992982282E-4	8.933419012E-4	1.124451286E-3	1.185480971E-3	1.079680980E-3	9.465883486E-4	8.226332720E-4	7.363242912E-4	7.223002031E-4	7.098841597E-4	6.874553510E-4	6.698474754E-4	6.288781296E-4	7.259143167E-4	8.935620426E-4	1.013664063E-3	1.170112868E-3	1.051030471E-3	6.626407267E-4	6.831018254E-4	1.201261184E-3	1.534526818E-3	1.450133394E-3	1.246914850E-3	9.562640334E-4	6.659289938E-4	7.503236993E-4	1.210761606E-3	1.526553882E-3	1.343278796E-3	1.010188833E-3	8.625263581E-4	6.053629331E-4	2.957370889E-4
4.730135261E-4	3.817508696E-4	3.539339232E-4	6.478757132E-4	8.147590561E-4	7.160171517E-4	8.166403277E-4	1.179430634E-3	1.334130531E-3	9.572082781E-4	4.519988724E-4	4.009973491E-4	6.147166132E-4	7.172339829E-4	8.479841053E-4	1.153240446E-3	1.332813175E-3	1.165622729E-3	1.009373111E-3	9.191730060E-4	8.672819822E-4	1.067255042E-3	9.898127755E-4	4.714362149E-4	1.400418987E-4	2.917779784E-4	7.637072704E-4	9.371340857E-4	6.659560022E-4	3.870545188E-4	1.895608439E-4	9.034220420E-5	1.812515839E-4	4.500802897E-4	7.940679789E-4	1.159674954E-3	1.346004661E-3	1.162612578E-3	1.011895132E-3	9.798491374E-4	9.378480026E-4	1.053646090E-3	8.995234384E-4	4.175452632E-4	2.103168517E-4	2.607739298E-4	3.869181965E-4	7.236911333E-4	1.056964626E-3	9.145076619E-4	5.519727129E-4	5.528196925E-4	7.574854535E-4	8.789762505E-4	9.414399392E-4	7.994867046E-4	5.614054389E-4	5.825011176E-4	9.165980737E-4	1.261738944E-3	1.181729138E-3	8.415696211E-4	6.536467699E-4	5.978808040E-4	7.232459029E-4	1.096009742E-3	1.293087262E-3	1.098592184E-3	9.464930044E-4	9.439307032E-4	8.346976247E-4	8.256599540E-4	1.055124565E-3	1.141790301E-3	9.709472652E-4	7.920480566E-4	7.032577414E-4	8.736415184E-4	1.293215668E-3	1.535544405E-3	1.437400701E-3	1.108470722E-3	7.861535414E-4	7.176052313E-4	7.977130008E-4	8.089367766E-4	7.296082331E-4	6.497678114E-4	6.260622758E-4	6.484487676E-4	6.889220676E-4	6.927685463E-4	6.351327756E-4	5.085520679E-4	4.300622386E-4	6.586390082E-4	9.139526519E-4	9.477018612E-4	9.659148636E-4	7.115061162E-4	2.729322005E-4	4.053448210E-4	9.722182294E-4	1.227803295E-3	1.160389162E-3	9.489571676E-4	5.303781945E-4	2.487372258E-4	5.452936166E-4	1.219821163E-3	1.616944210E-3	1.524760970E-3	1.320742886E-3	1.054093940E-3	5.757140461E-4	3.377014655E-4
3.720836830E-4	3.210111754E-4	4.430223489E-4	8.334731683E-4	1.005896600E-3	9.746623109E-4	1.112382277E-3	1.306783059E-3	1.181849162E-3	7.011865964E-4	3.868078638E-4	5.549111520E-4	7.864392828E-4	8.244239725E-4	9.243093664E-4	1.141821500E-3	1.211022609E-3	1.086335978E-3	9.706456913E-4	7.607659791E-4	7.095605833E-4	1.100160996E-3	1.110022771E-3	6.425925530E-4	5.691554979E-4	8.693223353E-4	9.749337914E-4	6.337672821E-4	2.535287349E-4	1.877061150E-4	2.591364610E-4	4.226805468E-4	6.524366327E-4	8.198089781E-4	9.683470125E-4	1.186001231E-3	1.193712698E-3	9.586708038E-4	1.031799475E-3	1.189722912E-3	1.103423419E-3	1.073729014E-3	8.521521813E-4	5.309990374E-4	6.039608852E-4	6.987098022E-4	6.247169222E-4	7.282657316E-4	7.365026395E-4	2.964146843E-4	NaN	2.911771589E-4	6.321424153E-4	6.936817663E-4	7.779275766E-4	8.160361904E-4	7.554703043E-4	8.675085846E-4	1.184004941E-3	1.318286522E-3	9.462928283E-4	4.985224223E-4	3.804609005E-4	4.369276576E-4	6.825476303E-4	1.093087834E-3	1.242445433E-3	9.987499798E-4	7.572828908E-4	7.779309526E-4	9.223670932E-4	1.044265111E-3	1.121783280E-3	1.084888587E-3	8.931836928E-4	5.951203639E-4	4.850037803E-4	9.610636043E-4	1.583096921E-3	1.607907470E-3	1.188370981E-3	7.466059178E-4	5.333007430E-4	6.413469091E-4	8.116746321E-4	7.550262962E-4	5.642301403E-4	5.888137384E-4	7.876518648E-4	8.336766041E-4	8.219340234E-4	9.191418067E-4	9.257195634E-4	6.731019821E-4	4.818775051E-4	7.872819551E-4	1.148369629E-3	1.119437860E-3	9.455292020E-4	5.672813859E-4	1.634080691E-4	3.552837297E-4	8.572273073E-4	1.014211681E-3	9.155309526E-4	6.420856225E-4	2.001785033E-4	5.934711953E-5	5.023085396E-4	1.157776103E-3	1.471190830E-3	1.434471691E-3	1.342026517E-3	1.035288791E-3	4.829289974E-4	3.684981784E-4
4.394793941E-4	6.066177157E-4	8.684752975E-4	1.200378174E-3	1.296206145E-3	1.232692506E-3	1.213586074E-3	1.161908032E-3	9.011393995E-4	5.145519972E-4	4.544256371E-4	7.974309265E-4	1.024496509E-3	9.533612756E-4	9.043026948E-4	9.962447220E-4	1.037059352E-3	9.903177852E-4	9.116005385E-4	7.023598300E-4	7.050244021E-4	1.071435632E-3	1.055965549E-3	7.723418530E-4	9.721339447E-4	1.286687562E-3	1.050311141E-3	4.670830094E-4	1.986202988E-4	2.720290795E-4	3.426764742E-4	4.969231086E-4	7.735366817E-4	9.648875566E-4	1.041846815E-3	1.090842416E-3	9.575034492E-4	8.454873459E-4	1.169116935E-3	1.370296814E-3	1.154549420E-3	9.679615032E-4	6.705662236E-4	4.522490781E-4	7.165065035E-4	9.203914087E-4	8.025947609E-4	6.889034994E-4	4.651100899E-4	3.108571764E-5	NaN	1.464092056E-4	5.132258520E-4	6.861627917E-4	8.582330192E-4	9.312744369E-4	8.510770276E-4	9.114469285E-4	1.154741272E-3	1.162839471E-3	8.035537321E-4	5.366140977E-4	4.512985761E-4	4.208334140E-4	6.675844779E-4	1.072890474E-3	1.168804243E-3	8.661664906E-4	5.352339940E-4	6.250767037E-4	1.022664015E-3	1.168660703E-3	1.042588265E-3	9.995242581E-4	9.123114287E-4	5.553347874E-4	4.374231503E-4	9.849818889E-4	1.476172823E-3	1.322042197E-3	8.753223810E-4	4.899248597E-4	4.103197425E-4	7.077800110E-4	9.989064420E-4	8.827566053E-4	6.101522595E-4	7.535793120E-4	1.054530614E-3	1.016112859E-3	9.680435760E-4	1.141436747E-3	1.189136994E-3	9.729459998E-4	8.602429880E-4	1.131931436E-3	1.315208268E-3	1.097763772E-3	8.233893313E-4	5.905654980E-4	5.100521375E-4	8.305713418E-4	1.169194700E-3	1.132166130E-3	9.279525839E-4	6.336281076E-4	3.082568583E-4	2.680931357E-4	5.794645404E-4	9.438005509E-4	1.084982650E-3	1.089462196E-3	1.063023112E-3	8.038314991E-4	3.767015005E-4	4.043589870E-4
5.782840890E-4	8.945219452E-4	1.202973188E-3	1.398735680E-3	1.413644990E-3	1.286669634E-3	1.064049546E-3	8.963985019E-4	7.323244936E-4	4.760502779E-4	4.691212089E-4	7.854022551E-4	9.814188816E-4	9.325161809E-4	8.941511624E-4	9.524474153E-4	9.694845066E-4	9.223688976E-4	8.221737226E-4	6.752228946E-4	7.316617994E-4	8.951213094E-4	7.661751006E-4	6.989596877E-4	1.036208356E-3	1.220772392E-3	8.705542423E-4	4.647217866E-4	4.452735884E-4	4.953759490E-4	3.609094420E-4	3.035733826E-4	5.084312870E-4	8.750259876E-4	1.162741333E-3	1.176429098E-3	9.027924971E-4	8.361907094E-4	1.212093863E-3	1.319353236E-3	1.078236499E-3	8.977819816E-4	5.193202524E-4	2.459475945E-4	5.429128068E-4	8.606289630E-4	8.609761717E-4	7.336538401E-4	4.830165999E-4	1.760259765E-4	1.049602288E-4	4.182267294E-4	7.842817577E-4	9.485723567E-4	1.086147502E-3	1.135196886E-3	9.443108574E-4	7.616790244E-4	7.848368259E-4	7.804397028E-4	6.759244716E-4	6.743375561E-4	6.392877549E-4	5.825639819E-4	8.061247063E-4	1.137123443E-3	1.187018468E-3	9.292867617E-4	6.835151580E-4	8.060785476E-4	1.107568969E-3	1.114680083E-3	9.913985850E-4	1.056508627E-3	1.016182010E-3	7.363632321E-4	7.266476750E-4	1.041814103E-3	1.107009011E-3	8.890129975E-4	6.519154995E-4	4.460527853E-4	4.842362541E-4	8.749913541E-4	1.232004259E-3	1.057287096E-3	6.999914185E-4	8.407080313E-4	1.077296562E-3	9.666462429E-4	9.202904184E-4	1.057226793E-3	1.119564287E-3	1.130695920E-3	1.234680065E-3	1.345445518E-3	1.187927905E-3	8.666158537E-4	7.128315629E-4	7.045467501E-4	8.472696063E-4	1.218199497E-3	1.441534027E-3	1.277586562E-3	1.018776442E-3	8.287267992E-4	7.034830633E-4	6.514338893E-4	6.701414823E-4	7.401684998E-4	7.910307031E-4	7.927930565E-4	7.153728511E-4	5.555193056E-4	4.658722028E-4	6.469602813E-4
6.745736464E-4	9.471336962E-4	1.243735780E-3	1.414183876E-3	1.419695327E-3	1.226307359E-3	9.041746380E-4	7.889292319E-4	7.504452951E-4	5.135451793E-4	4.546907439E-4	6.953046541E-4	8.295915322E-4	8.274595020E-4	8.912525955E-4	9.521502070E-4	9.050688241E-4	8.462388068E-4	7.843494532E-4	7.467740215E-4	8.369031711E-4	8.099002880E-4	5.994603853E-4	6.491009844E-4	9.636038449E-4	1.045952900E-3	7.845389191E-4	5.928750033E-4	6.134317373E-4	5.509236362E-4	4.171631590E-4	3.454905236E-4	4.029750125E-4	7.888934924E-4	1.309607993E-3	1.404276583E-3	9.940178134E-4	8.014733903E-4	1.066101016E-3	1.158542698E-3	1.073819934E-3	9.070240776E-4	3.961564216E-4	1.454954909E-4	5.562932929E-4	9.385203593E-4	9.510716773E-4	8.121419814E-4	6.263758987E-4	4.503237724E-4	4.718709679E-4	8.141492144E-4	1.101249130E-3	1.084992778E-3	1.115209889E-3	1.178943086E-3	9.368504398E-4	5.494488869E-4	3.804870357E-4	4.561121750E-4	6.671804585E-4	9.111011750E-4	1.009382773E-3	9.940724121E-4	1.048480277E-3	1.140135806E-3	1.113636652E-3	9.789268952E-4	9.402316064E-4	1.028271858E-3	9.696836933E-4	7.648743340E-4	8.018603548E-4	1.041456359E-3	1.065519988E-3	9.692065651E-4	1.056024339E-3	1.067361212E-3	8.154662210E-4	5.757337785E-4	4.215869994E-4	3.781237465E-4	5.980629940E-4	1.062370022E-3	1.421219786E-3	1.200065599E-3	8.243092452E-4	9.368535248E-4	1.051557017E-3	8.590852958E-4	7.644971483E-4	8.206334896E-4	8.951331256E-4	1.043334603E-3	1.228985027E-3	1.209256006E-3	9.147339151E-4	6.849383353E-4	7.231123163E-4	8.130096248E-4	8.753352449E-4	1.073605614E-3	1.254097675E-3	1.194980461E-3	1.016554306E-3	9.028901695E-4	9.312444599E-4	9.895169642E-4	9.414091473E-4	8.648709045E-4	8.251945837E-4	7.153649931E-4	5.191576201E-4	4.937456688E-4	8.067913586E-4	1.128239324E-3
7.431299891E-4	9.420124697E-4	1.296242233E-3	NaN	NaN	NaN	7.777798455E-4	8.257663576E-4	8.823338430E-4	6.932339165E-4	6.625255337E-4	8.369580028E-4	8.177659474E-4	7.115912158E-4	7.875824813E-4	8.589158533E-4	7.820311585E-4	7.650092011E-4	8.435458876E-4	9.592996794E-4	1.074571628E-3	9.786272421E-4	7.343494217E-4	6.462782621E-4	7.483969675E-4	8.604202885E-4	8.208740619E-4	6.905993214E-4	5.487665767E-4	4.676491953E-4	6.357622915E-4	7.460400229E-4	5.926628946E-4	7.861912600E-4	1.370538026E-3	1.521049184E-3	1.094311709E-3	8.539265837E-4	9.757027728E-4	1.061431249E-3	1.107087708E-3	8.539534174E-4	2.556161198E-4	1.807944063E-4	7.491617580E-4	1.111045945E-3	1.007615821E-3	7.988550351E-4	6.854124367E-4	5.862321123E-4	5.660463939E-4	7.843383937E-4	9.358420502E-4	8.516812813E-4	9.002662264E-4	9.964311030E-4	7.811546093E-4	4.027152318E-4	1.790949027E-4	2.752579458E-4	6.429548957E-4	1.045551733E-3	1.285106526E-3	1.249151537E-3	1.025577891E-3	9.129297687E-4	9.571442497E-4	9.794534417E-4	9.688258870E-4	8.731663693E-4	5.783655215E-4	3.497597354E-4	5.315848975E-4	8.674420533E-4	9.835404344E-4	1.020797761E-3	1.079423702E-3	9.876828408E-4	8.076886297E-4	6.085435743E-4	3.872539965E-4	4.310152435E-4	7.680975250E-4	1.144016860E-3	1.340964809E-3	1.125144190E-3	8.764576633E-4	9.785313159E-4	1.006289269E-3	8.490371401E-4	8.155638352E-4	8.681124891E-4	9.061932215E-4	9.988633683E-4	1.117156236E-3	1.017940114E-3	6.965748616E-4	4.928429262E-4	5.651933025E-4	7.177274092E-4	7.456198218E-4	7.646435406E-4	9.005741449E-4	9.886277840E-4	8.689046372E-4	7.283223094E-4	8.897480438E-4	1.211611205E-3	1.244852552E-3	1.045015524E-3	8.943633875E-4	7.179711829E-4	5.347193219E-4	6.635955651E-4	1.141897403E-3	1.367808669E-3
