8.668228402E-4	7.148037548E-4	4.833128769E-4	2.889624448E-4	3.992595011E-4	6.824056618E-4	7.070345455E-4	6.258175708E-4	7.568112924E-4	9.932976682E-4	1.295650727E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.401396585E-3	1.364339609E-3	1.018085401E-3	6.382848369E-4	5.204203189E-4	6.441728328E-4	1.058341004E-3	1.367582125E-3	1.132881385E-3	8.311182028E-4	8.178240387E-4	8.067514864E-4	7.573903422E-4	6.976662553E-4	6.464983453E-4	7.341048913E-4	7.771455566E-4	7.261197898E-4	7.750695222E-4	8.998472476E-4	1.094532083E-3	1.229129033E-3	1.060185721E-3	7.844337379E-4	8.391780430E-4	1.141472138E-3	1.083014999E-3	6.835790700E-4	6.708706496E-4	1.000391669E-3	1.043285942E-3	1.006137230E-3	1.102157519E-3	8.506662562E-4	4.915939644E-4	5.073017091E-4	5.929678446E-4	7.118359790E-4	1.087613753E-3	1.371629769E-3	1.270296052E-3	1.113949693E-3	1.223711297E-3	1.390928752E-3	1.202302752E-3	7.395643624E-4	3.403352457E-4	2.255318250E-4	5.538389087E-4	9.891055524E-4	1.137637882E-3	1.013119239E-3	8.208793006E-4	7.541825180E-4	7.123025134E-4	7.322138990E-4	NaN	NaN	NaN	NaN	1.336901914E-3	1.044172561E-3	8.387244307E-4	7.122514071E-4	5.926726735E-4	5.515372031E-4	8.837875794E-4	1.233670278E-3	1.074077096E-3	7.418182213E-4	7.416981971E-4	9.398108814E-4	8.232310647E-4	5.059059476E-4	7.811577525E-4	1.493851771E-3	1.479994971E-3	7.256610552E-4	4.021900822E-4	7.068397827E-4	7.939325296E-4	5.415854976E-4	4.021278874E-4	3.336930822E-4	4.204311990E-4	8.262566407E-4	1.102335053E-3	8.561381837E-4	4.283642629E-4	5.021131947E-4	1.133021899E-3	1.565534505E-3	1.330730389E-3	9.154091822E-4	8.417931385E-4	9.372374043E-4	7.875143783E-4	3.968965029E-4	2.445711289E-4	6.050494267E-4	1.118658576E-3	1.131069963E-3	6.652505836E-4	4.905692185E-4	8.125333698E-4	1.151172677E-3	1.269946340E-3	1.268371241E-3	1.138278050E-3	8.044316783E-4	6.689603324E-4	8.972746436E-4	1.024201745E-3	1.050345483E-3	1.078512985E-3	9.229289135E-4	6.764840800E-4	6.201791111E-4	9.672290180E-4	1.340794959E-3	1.292964327E-3
8.224885096E-4	7.010926493E-4	4.151058092E-4	3.189927666E-4	5.158095737E-4	6.910618395E-4	6.489602965E-4	5.881428369E-4	8.168225177E-4	1.172718825E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.366358949E-3	9.070161614E-4	4.744042526E-4	4.136052739E-4	7.398069720E-4	1.241476159E-3	1.392618520E-3	1.124982373E-3	8.959506522E-4	8.376814076E-4	7.535101031E-4	6.790201296E-4	6.560705369E-4	6.240172661E-4	6.749566528E-4	7.841056213E-4	8.433454786E-4	7.856495213E-4	7.132230676E-4	9.310179739E-4	1.211543567E-3	1.065590535E-3	7.102036034E-4	6.925088819E-4	9.134993306E-4	8.060427499E-4	5.308720283E-4	6.788552855E-4	9.962525219E-4	1.014585374E-3	1.017449074E-3	1.064358163E-3	8.299655747E-4	6.468798383E-4	7.356535643E-4	7.856533630E-4	8.759050979E-4	1.112387981E-3	1.180945779E-3	1.019694842E-3	9.133983986E-4	9.153822903E-4	8.157677366E-4	5.490310723E-4	3.230065631E-4	2.067834575E-4	2.761865035E-4	6.670340081E-4	1.080250717E-3	1.167135546E-3	9.225087706E-4	6.739001255E-4	6.140843034E-4	5.525664892E-4	6.162359496E-4	NaN	NaN	NaN	NaN	1.202345360E-3	9.763597045E-4	7.873889990E-4	6.382750580E-4	5.411679158E-4	7.281478611E-4	1.215742319E-3	1.413365942E-3	1.059469068E-3	6.898324355E-4	7.678850088E-4	9.855200769E-4	8.479528478E-4	7.421651389E-4	1.200295985E-3	1.602211734E-3	1.071440638E-3	1.810507238E-4	1.025058809E-4	5.077031092E-4	4.402243067E-4	2.021643450E-4	2.802696545E-4	4.547823628E-4	7.916101604E-4	1.205458888E-3	1.191652846E-3	7.483271766E-4	4.425563384E-4	6.940441672E-4	1.223773696E-3	1.470241230E-3	1.232788316E-3	9.369492182E-4	9.134335560E-4	8.085280424E-4	4.737384152E-4	1.896036410E-4	2.582392190E-4	8.986938046E-4	1.664317562E-3	1.633881126E-3	9.282419342E-4	5.397512577E-4	6.828711485E-4	9.486877825E-4	1.090509817E-3	1.060966402E-3	9.334021597E-4	7.568012807E-4	7.186853909E-4	8.706905064E-4	1.023865421E-3	1.088366029E-3	9.462558664E-4	7.178570377E-4	5.905056023E-4	6.252211751E-4	9.005745524E-4	1.050608815E-3	9.628292173E-4
6.473938120E-4	5.632521934E-4	3.313736524E-4	3.959352034E-4	7.173315389E-4	8.545889286E-4	7.969015278E-4	7.403123309E-4	9.378587711E-4	NaN	NaN	NaN	NaN	NaN	6.774714566E-4	6.533122505E-4	1.029293053E-3	NaN	NaN	NaN	NaN	8.003020193E-4	4.351738899E-4	5.436145002E-4	9.788881289E-4	1.371705323E-3	1.353688887E-3	1.120340195E-3	9.300128440E-4	7.812125841E-4	6.350335898E-4	5.490968470E-4	5.690265680E-4	5.770683638E-4	5.739472690E-4	6.599056069E-4	7.471505669E-4	6.287670694E-4	5.157694686E-4	8.653919213E-4	1.360619674E-3	1.312792883E-3	8.255119319E-4	6.065376801E-4	7.524801185E-4	7.170213503E-4	6.108151865E-4	8.085577283E-4	9.639278869E-4	8.085328154E-4	6.715594209E-4	7.187123992E-4	8.601460722E-4	1.063222764E-3	1.127825235E-3	1.022628741E-3	1.025847974E-3	1.136922394E-3	1.136184204E-3	1.039723982E-3	9.730177699E-4	8.713426068E-4	6.116428995E-4	3.695212363E-4	3.713974147E-4	4.558094079E-4	6.194307934E-4	9.417915135E-4	1.169505296E-3	1.118991175E-3	8.355271420E-4	6.853229715E-4	8.246822981E-4	8.970070630E-4	9.276083438E-4	NaN	NaN	NaN	1.121914480E-3	1.037338399E-3	8.971484494E-4	7.670841296E-4	6.446699263E-4	4.899866180E-4	6.848667981E-4	1.219784492E-3	1.414151047E-3	1.085419324E-3	8.213933907E-4	1.012444380E-3	1.143635833E-3	8.075457299E-4	7.402955671E-4	1.282274374E-3	1.490981784E-3	8.190835943E-4	1.277112751E-4	2.143277234E-4	4.517438647E-4	2.399191872E-4	9.516840510E-5	2.685862128E-4	5.906663719E-4	1.087405137E-3	1.343254815E-3	1.055026543E-3	6.396598765E-4	5.946879392E-4	9.484760230E-4	1.276107505E-3	1.319891191E-3	1.109840116E-3	9.821684798E-4	1.056496403E-3	8.785206592E-4	4.599996319E-4	2.232991246E-4	4.337141581E-4	1.181014115E-3	1.874109032E-3	1.667678356E-3	9.179714834E-4	5.482381675E-4	5.540322745E-4	6.952069816E-4	8.780982462E-4	9.225719841E-4	9.604460793E-4	1.070962404E-3	1.087529236E-3	1.019484596E-3	1.070140745E-3	1.088190824E-3	7.613379858E-4	4.541088711E-4	4.849797115E-4	6.881427253E-4	8.800324867E-4	8.440830279E-4	7.562175160E-4
4.120306112E-4	3.782692074E-4	3.013744135E-4	4.877258325E-4	8.297550376E-4	1.047412166E-3	1.154287020E-3	1.144722686E-3	NaN	NaN	NaN	NaN	NaN	9.808776667E-4	8.124885499E-4	8.529903716E-4	1.033936278E-3	NaN	NaN	NaN	NaN	NaN	5.723852082E-4	8.200818556E-4	1.245328225E-3	1.407085685E-3	1.212760108E-3	1.024109428E-3	8.963911096E-4	7.665911689E-4	6.875232793E-4	6.130381371E-4	5.617809948E-4	5.462727277E-4	5.852445029E-4	7.424740470E-4	8.880819660E-4	7.944985991E-4	7.167794975E-4	1.079669339E-3	1.549182227E-3	1.489458722E-3	9.578269091E-4	6.593088619E-4	7.965353434E-4	8.538640104E-4	8.195801638E-4	9.144371725E-4	8.670604439E-4	5.494850338E-4	2.786558471E-4	3.920154413E-4	8.643921465E-4	1.244028448E-3	1.269947505E-3	1.192493248E-3	1.161524327E-3	1.102755545E-3	1.029201434E-3	1.037009293E-3	1.150080352E-3	1.181631698E-3	9.203710943E-4	6.402909639E-4	6.679092185E-4	7.770545199E-4	8.854233311E-4	1.004614402E-3	1.012574648E-3	9.517133585E-4	8.669223171E-4	9.663707460E-4	1.272372203E-3	1.350701321E-3	1.219701837E-3	NaN	NaN	1.228380483E-3	9.437914705E-4	9.380973061E-4	7.538402569E-4	6.300637033E-4	6.164875231E-4	4.515068431E-4	5.615940318E-4	1.130160759E-3	1.465592999E-3	1.192691387E-3	8.312585996E-4	8.794845198E-4	8.726182277E-4	5.025707069E-4	5.315297167E-4	1.100908616E-3	1.311392291E-3	8.523861179E-4	4.608864547E-4	6.038742140E-4	6.853885716E-4	4.301949521E-4	3.067433718E-4	3.912115353E-4	6.949401577E-4	1.146291965E-3	1.162314438E-3	8.097841637E-4	6.765091093E-4	8.517269744E-4	1.098471927E-3	1.194077078E-3	1.079709968E-3	8.453971823E-4	8.424282423E-4	1.050103572E-3	9.193312144E-4	5.117870751E-4	3.375633387E-4	6.367504247E-4	1.247973531E-3	1.576335519E-3	1.236517099E-3	7.670780178E-4	6.392833311E-4	5.493296776E-4	5.501215346E-4	7.362712640E-4	8.016501088E-4	9.321585530E-4	1.209990354E-3	1.182609471E-3	9.228778072E-4	9.275602642E-4	9.801049018E-4	6.770181353E-4	4.021019849E-4	5.245131324E-4	7.940649521E-4	8.120319690E-4	6.386959576E-4	6.167587126E-4
2.656230063E-4	3.727924486E-4	5.436209613E-4	7.951653097E-4	1.008006046E-3	1.214628108E-3	1.375450403E-3	1.330880565E-3	NaN	NaN	NaN	1.218045829E-3	9.850218194E-4	7.821589825E-4	6.770570180E-4	8.494825452E-4	1.044851146E-3	9.278638754E-4	NaN	NaN	NaN	NaN	NaN	1.045235549E-3	1.305640442E-3	1.212890609E-3	9.152275161E-4	7.265353343E-4	6.043200847E-4	6.193897570E-4	8.054595091E-4	8.530783816E-4	7.201101980E-4	6.375918165E-4	6.812445354E-4	7.677220274E-4	8.421068196E-4	9.006213513E-4	1.039691386E-3	1.300133765E-3	1.408545533E-3	1.190076582E-3	8.407108835E-4	7.328803185E-4	9.367633029E-4	1.086980687E-3	1.068284502E-3	9.766003350E-4	7.655760855E-4	4.741786397E-4	3.109446843E-4	5.382721429E-4	1.027783728E-3	1.257929136E-3	1.213575364E-3	1.189773204E-3	1.126185409E-3	9.815831436E-4	8.535155794E-4	8.871851605E-4	1.140789245E-3	1.305080135E-3	9.972783737E-4	5.357386544E-4	5.056068185E-4	7.316096453E-4	8.632495883E-4	8.323821821E-4	7.518448401E-4	8.124048472E-4	9.884861065E-4	1.235437347E-3	1.406162512E-3	1.241925173E-3	9.524143534E-4	1.022189856E-3	1.128483564E-3	8.571500075E-4	7.805114728E-4	8.626420167E-4	5.617199349E-4	3.512391704E-4	4.588365264E-4	4.793474800E-4	6.295316853E-4	1.114891609E-3	1.426835079E-3	1.194084878E-3	7.927595288E-4	7.183296257E-4	6.435444229E-4	3.704675473E-4	4.646618618E-4	9.041615995E-4	1.140224980E-3	9.756839136E-4	7.209590985E-4	7.681309362E-4	8.458750090E-4	7.135173073E-4	5.856517819E-4	5.700497422E-4	8.283790085E-4	1.099698013E-3	8.657283615E-4	6.071287789E-4	8.318683831E-4	1.108245342E-3	1.116950763E-3	1.000054879E-3	8.123642765E-4	5.913498462E-4	6.334878271E-4	8.327251999E-4	6.890359218E-4	3.291903413E-4	2.842582762E-4	6.707587745E-4	1.124112168E-3	1.200500643E-3	8.793186862E-4	6.748043234E-4	7.002019556E-4	5.592032685E-4	5.121675786E-4	7.309050416E-4	7.940453943E-4	8.613451500E-4	1.045323675E-3	9.027961642E-4	6.433728267E-4	7.382687181E-4	9.024422034E-4	8.155778050E-4	6.568419631E-4	7.188974996E-4	8.620591252E-4	6.827583420E-4	5.011821049E-4	5.758639309E-4
6.315467181E-4	8.457199438E-4	1.030611573E-3	1.115374384E-3	1.124581322E-3	1.194030396E-3	1.217768528E-3	NaN	NaN	NaN	NaN	1.008639461E-3	5.446044961E-4	2.689533285E-4	3.720730892E-4	8.417688077E-4	1.176517922E-3	1.010777196E-3	NaN	NaN	NaN	NaN	NaN	1.219764934E-3	1.191878458E-3	9.381414857E-4	7.562402752E-4	6.165025989E-4	4.266015312E-4	5.144437309E-4	8.843512041E-4	1.061237766E-3	9.761052788E-4	8.901396650E-4	7.845591172E-4	5.103126750E-4	3.707250580E-4	6.963181659E-4	1.197864767E-3	1.410158817E-3	1.154426951E-3	7.368109073E-4	5.914772628E-4	7.441311027E-4	1.004786347E-3	1.189840608E-3	1.196687343E-3	1.000749529E-3	6.887369091E-4	4.890252603E-4	5.485964357E-4	8.602497983E-4	1.161231427E-3	1.170416712E-3	1.085985452E-3	1.065370627E-3	1.022606855E-3	9.630697896E-4	8.518770919E-4	8.447456639E-4	1.024378347E-3	1.062982599E-3	6.640983047E-4	1.239680860E-4	1.062351439E-4	5.320641794E-4	7.923692465E-4	7.322568563E-4	6.572866114E-4	8.110305644E-4	1.125679351E-3	1.370154670E-3	1.264575985E-3	8.477919619E-4	5.631297245E-4	6.277699140E-4	7.001131889E-4	6.494523259E-4	8.292864659E-4	9.748912416E-4	6.539215683E-4	3.623299999E-4	4.454968730E-4	6.133702118E-4	7.938747876E-4	9.931098903E-4	1.136204111E-3	1.179720392E-3	1.114677754E-3	1.048723818E-3	8.176318952E-4	5.124219460E-4	5.470611504E-4	7.517843624E-4	9.469258948E-4	9.993260028E-4	7.821584004E-4	7.253179210E-4	9.253470344E-4	9.897674900E-4	7.787582581E-4	5.470303586E-4	6.579163601E-4	7.735102554E-4	4.946065019E-4	4.064226523E-4	8.378470666E-4	1.216441509E-3	1.235743403E-3	1.092788181E-3	9.141633054E-4	7.346233469E-4	6.580439513E-4	6.123673520E-4	3.960518516E-4	2.057427482E-4	3.997324966E-4	8.089516778E-4	1.033086213E-3	9.495364502E-4	6.898627034E-4	6.144345971E-4	7.208920433E-4	5.996491527E-4	5.604763282E-4	9.483443573E-4	1.225088490E-3	1.177887316E-3	9.947370272E-4	7.083189557E-4	5.933765788E-4	6.955018616E-4	8.034671191E-4	9.076312999E-4	9.062397294E-4	8.759610937E-4	7.947865524E-4	5.310909473E-4	5.617422285E-4	7.378743612E-4
1.102524460E-3	1.273445087E-3	1.241976861E-3	1.095660031E-3	1.008709311E-3	9.596867021E-4	9.256787598E-4	9.789272444E-4	NaN	1.371302642E-3	1.222466002E-3	6.800357369E-4	1.891780994E-4	9.959736053E-5	4.503260425E-4	9.918182623E-4	1.225117594E-3	1.003626501E-3	7.924137753E-4	NaN	NaN	NaN	NaN	1.387157012E-3	1.127044321E-3	8.270003018E-4	7.790170494E-4	6.738567026E-4	4.794819106E-4	6.108279340E-4	9.886913467E-4	1.131681027E-3	1.038203249E-3	9.828257607E-4	8.253174019E-4	3.873180831E-4	2.194623958E-4	6.942299078E-4	1.230083639E-3	1.339298324E-3	9.856873658E-4	5.147818592E-4	4.739113501E-4	7.792525575E-4	9.886821499E-4	1.021045027E-3	9.980355389E-4	8.837649948E-4	6.671517040E-4	6.238102214E-4	8.697164012E-4	1.105050556E-3	1.056896639E-3	8.956111269E-4	9.274660260E-4	1.039315131E-3	1.116815838E-3	1.165796653E-3	1.056183362E-3	9.343730053E-4	8.597183623E-4	6.929205265E-4	4.320463631E-4	9.973838314E-5	3.131271660E-5	3.628098348E-4	6.265545962E-4	6.429843488E-4	6.960373721E-4	9.192035650E-4	1.217402518E-3	1.374361920E-3	1.115397085E-3	6.684311084E-4	5.549261114E-4	6.537138834E-4	6.651115837E-4	8.006926510E-4	1.114582759E-3	1.186673879E-3	8.806200349E-4	5.739201442E-4	5.055484944E-4	6.045945338E-4	7.086729165E-4	6.886632764E-4	8.434341289E-4	1.294503920E-3	1.524052233E-3	1.328551676E-3	8.857707726E-4	5.965757300E-4	6.452394882E-4	6.681715604E-4	7.324597682E-4	8.359765052E-4	7.118816138E-4	7.424260257E-4	1.071728184E-3	1.199812861E-3	8.716254961E-4	4.501269432E-4	3.551979025E-4	3.594085283E-4	2.716688323E-4	3.936162393E-4	7.856930606E-4	1.198749407E-3	1.407009782E-3	1.323388307E-3	1.123389229E-3	9.329857421E-4	6.763273850E-4	3.679695947E-4	1.458292245E-4	2.913726494E-4	8.558199625E-4	1.235096017E-3	1.065045944E-3	6.976303412E-4	5.066319718E-4	6.720662932E-4	9.665484540E-4	8.852640749E-4	NaN	NaN	1.838281867E-3	1.548907603E-3	8.658052539E-4	5.043926649E-4	5.884828861E-4	6.102572661E-4	6.098600570E-4	8.486806764E-4	9.706292767E-4	9.056311683E-4	6.790805492E-4	4.524579272E-4	7.036758470E-4	9.139946778E-4
9.320121608E-4	1.070381724E-3	1.051119878E-3	9.561893530E-4	8.597696433E-4	7.136522909E-4	8.377551567E-4	1.156778075E-3	1.184313092E-3	1.096469699E-3	9.985150537E-4	6.663705572E-4	3.784798027E-4	4.524729156E-4	7.433095016E-4	1.051366096E-3	1.176411868E-3	1.091487473E-3	9.904538747E-4	NaN	NaN	NaN	NaN	1.485147397E-3	1.059474540E-3	7.361154421E-4	6.495259586E-4	4.778262228E-4	3.449414799E-4	5.704343203E-4	9.601371712E-4	1.002021367E-3	7.641835255E-4	7.222729037E-4	7.579015801E-4	5.887405714E-4	6.424979074E-4	1.050165156E-3	1.231982955E-3	1.095310785E-3	8.229631931E-4	5.934049259E-4	7.574663032E-4	1.095306128E-3	1.094006118E-3	8.241625619E-4	6.930081872E-4	7.249392220E-4	7.216806989E-4	8.646829519E-4	1.186098671E-3	1.193430275E-3	7.877250900E-4	6.074766861E-4	8.995413082E-4	1.158721745E-3	1.224031090E-3	1.263352809E-3	1.191217336E-3	9.856529068E-4	6.591569399E-4	4.151718167E-4	4.782380711E-4	4.631949123E-4	2.943364962E-4	3.568322572E-4	5.028489395E-4	5.835987395E-4	7.953200256E-4	1.079674345E-3	1.248160610E-3	1.214096090E-3	8.849645965E-4	5.858742516E-4	7.098735077E-4	8.343991940E-4	7.602795959E-4	9.477303247E-4	1.206451328E-3	1.108765835E-3	8.589238278E-4	6.507699145E-4	4.979474470E-4	5.234355340E-4	5.897014635E-4	5.207300419E-4	7.533684256E-4	1.339418697E-3	1.539210905E-3	1.182090258E-3	7.248801994E-4	6.474433467E-4	8.170259534E-4	7.338263677E-4	6.475106347E-4	6.795881782E-4	6.161753554E-4	7.462344365E-4	1.100505702E-3	1.251210342E-3	1.041915384E-3	7.270696806E-4	4.994551418E-4	3.292882175E-4	3.764408757E-4	6.556470180E-4	9.537151782E-4	1.292124507E-3	1.472301781E-3	1.245334628E-3	9.220634820E-4	7.109835860E-4	4.343828477E-4	9.056080307E-5	NaN	4.967495915E-4	1.373390784E-3	1.663727453E-3	1.137646614E-3	5.494895158E-4	5.091658095E-4	9.673977620E-4	1.385381562E-3	NaN	NaN	NaN	NaN	1.511590090E-3	5.786785623E-4	3.300292301E-4	5.659061135E-4	5.203211331E-4	5.104738520E-4	7.894915179E-4	8.731941925E-4	7.862997008E-4	5.790547584E-4	4.398808233E-4	7.318099961E-4	9.480312001E-4
5.254313000E-4	6.469454966E-4	8.231467218E-4	9.023902821E-4	7.525260444E-4	5.889012245E-4	9.878438432E-4	1.409052406E-3	1.070949365E-3	7.457014872E-4	8.819985669E-4	8.680907195E-4	7.248969050E-4	7.241815329E-4	7.605251158E-4	9.191951249E-4	1.160018961E-3	1.288742758E-3	1.261546975E-3	1.049448154E-3	NaN	NaN	1.629211241E-3	1.512814662E-3	9.424365708E-4	5.850717425E-4	4.274735111E-4	1.863871585E-4	5.405808042E-5	2.862099209E-4	6.966505898E-4	7.559586084E-4	4.787543148E-4	4.244628071E-4	5.818592617E-4	6.895450642E-4	9.953833651E-4	1.408110489E-3	1.382426359E-3	1.015618793E-3	NaN	NaN	1.364353113E-3	1.518031117E-3	1.188815339E-3	7.716293912E-4	7.035227027E-4	9.100518073E-4	1.028759871E-3	1.143195666E-3	1.284190337E-3	1.052834559E-3	5.556173273E-4	5.311765126E-4	1.024496509E-3	1.278265379E-3	1.176606514E-3	1.136673964E-3	1.120189088E-3	8.845335105E-4	4.447018437E-4	2.457584487E-4	5.305187078E-4	7.075429894E-4	5.845365813E-4	6.181925419E-4	7.067407132E-4	7.161229150E-4	9.072637768E-4	1.193787553E-3	1.275447081E-3	1.056882436E-3	6.612499128E-4	5.496705999E-4	8.814238827E-4	1.043101656E-3	9.236256592E-4	9.752536425E-4	9.936788119E-4	8.339355118E-4	8.003305993E-4	7.420832408E-4	6.057246937E-4	6.999480538E-4	7.503596134E-4	5.401209928E-4	6.453439710E-4	1.124089817E-3	1.312424545E-3	1.050434890E-3	7.222396089E-4	7.862319471E-4	9.830797790E-4	8.407291025E-4	7.577079814E-4	8.406845154E-4	8.073739009E-4	8.558941190E-4	1.082212082E-3	1.264930121E-3	1.243643812E-3	1.058378606E-3	7.876402815E-4	5.337006296E-4	5.643787445E-4	8.504781290E-4	1.158506260E-3	1.440594438E-3	1.413068851E-3	9.666845435E-4	5.626641796E-4	4.079629143E-4	2.879995445E-4	1.131825484E-4	1.961262315E-4	9.167221142E-4	1.768235234E-3	1.790246344E-3	1.068591955E-3	4.940590006E-4	6.066327915E-4	1.124671544E-3	1.447185292E-3	NaN	NaN	NaN	NaN	1.135310042E-3	4.433445574E-4	4.540925147E-4	6.807247410E-4	5.669351085E-4	5.625889171E-4	7.522075321E-4	7.366862264E-4	6.610931014E-4	5.064249272E-4	3.654709144E-4	6.040380104E-4	9.376820526E-4
6.239730865E-4	6.422685110E-4	8.459733799E-4	9.242487722E-4	6.757295923E-4	5.642887554E-4	1.072770101E-3	1.343947602E-3	8.360635256E-4	5.968121113E-4	8.835745975E-4	9.867992485E-4	9.212617879E-4	7.928949199E-4	6.364186993E-4	7.812406402E-4	1.065575285E-3	1.222728286E-3	1.290140557E-3	1.197114936E-3	1.123814611E-3	1.365339034E-3	1.644821488E-3	1.436790801E-3	8.831385639E-4	5.267765373E-4	3.267357533E-4	5.726776362E-5	NaN	1.731984812E-4	5.549805355E-4	6.920045125E-4	5.416586064E-4	4.601799883E-4	5.339969066E-4	6.999922916E-4	1.109942561E-3	1.577649615E-3	1.565256855E-3	NaN	NaN	NaN	1.686936477E-3	1.465764712E-3	9.233509772E-4	NaN	NaN	NaN	NaN	1.452697674E-3	1.324335230E-3	1.036220347E-3	6.706922431E-4	6.522311014E-4	1.074472559E-3	1.313090906E-3	1.173412777E-3	1.081326045E-3	1.010161825E-3	6.972327828E-4	2.492351050E-4	1.099260116E-4	4.057231708E-4	6.203519879E-4	6.910788943E-4	9.449910722E-4	1.076528453E-3	9.408460464E-4	9.479013388E-4	1.152940327E-3	1.227028319E-3	9.620215278E-4	6.148523535E-4	7.239928818E-4	1.174382865E-3	1.321257558E-3	1.139826025E-3	9.499094449E-4	7.682376308E-4	7.627573214E-4	9.853788652E-4	9.976454312E-4	8.998911362E-4	1.012869063E-3	8.937032544E-4	5.088335020E-4	5.126784672E-4	8.703321218E-4	1.103261602E-3	1.045690384E-3	8.461087127E-4	8.980974671E-4	1.005052240E-3	8.646367351E-4	9.052658570E-4	1.117121894E-3	1.152691781E-3	1.085569733E-3	1.064084237E-3	1.126323594E-3	1.123391441E-3	9.603552171E-4	7.603921695E-4	6.004172610E-4	5.833026371E-4	7.788367220E-4	1.075028908E-3	1.297248062E-3	1.204125700E-3	7.913904265E-4	4.491758300E-4	4.103613901E-4	4.954822361E-4	5.234510754E-4	7.107190904E-4	1.325999736E-3	1.854958362E-3	1.602598466E-3	9.050049121E-4	4.973408650E-4	5.932920030E-4	8.698817692E-4	1.015250105E-3	NaN	NaN	NaN	1.419276348E-3	7.797133294E-4	5.177355488E-4	7.228787290E-4	8.190641529E-4	6.681049126E-4	6.308639422E-4	6.533882697E-4	5.921300035E-4	6.247879355E-4	5.829347647E-4	4.434333532E-4	6.365570589E-4	1.051189261E-3
