9.075066919E-5	2.679494792E-4	8.001179667E-4	1.177099417E-3	1.266715000E-3	NaN	NaN	NaN	1.328201732E-3	1.272019814E-3	8.931404445E-4	5.964153097E-4	5.922864075E-4	9.048884967E-4	1.144743874E-3	9.083512705E-4	5.181059823E-4	4.285849282E-4	8.056364022E-4	1.299246447E-3	1.254517352E-3	9.163609939E-4	8.047901210E-4	8.451764588E-4	1.025631442E-3	1.119441120E-3	8.374289027E-4	5.842801183E-4	6.163579528E-4	7.174180937E-4	8.197575225E-4	8.168873028E-4	5.823230022E-4	3.191849974E-4	4.213239590E-4	8.487689192E-4	9.584588697E-4	5.447880249E-4	1.674848027E-4	3.059949377E-4	7.011239650E-4	8.724129875E-4	9.042407037E-4	8.327605319E-4	7.492071018E-4	9.457877022E-4	1.028945087E-3	7.950064028E-4	6.272493047E-4	5.339436466E-4	5.038952804E-4	7.520593354E-4	1.136936713E-3	1.257893629E-3	1.047632191E-3	7.211588090E-4	6.794462097E-4	1.056892565E-3	1.137946500E-3	5.892122863E-4	8.128758782E-5	1.145894275E-4	5.280206096E-4	9.458970162E-4	1.305865473E-3	1.538998215E-3	NaN	NaN	NaN	1.290669315E-3	1.481406623E-3	1.216742676E-3	8.226672653E-4	7.825134089E-4	9.699967341E-4	8.000254165E-4	3.486196510E-4	2.300571505E-4	4.186253645E-4	6.693602190E-4	9.805443697E-4	1.024212688E-3	7.206965238E-4	6.110985996E-4	7.683999138E-4	8.354585152E-4	7.318290882E-4	6.831097999E-4	8.057601517E-4	7.478432963E-4	6.379926344E-4	1.003232668E-3	1.384468982E-3	1.250116853E-3	1.032758271E-3	9.908295469E-4	8.352752193E-4	6.195359165E-4	6.858387496E-4	9.350823238E-4	9.665256948E-4	7.070560241E-4
7.834594726E-6	2.194020053E-4	8.386591217E-4	1.382199116E-3	1.487635542E-3	NaN	NaN	NaN	1.080202172E-3	9.123337222E-4	7.139043300E-4	5.603369209E-4	5.767198163E-4	8.906570147E-4	1.133558340E-3	9.369109757E-4	6.569740945E-4	6.994322757E-4	1.121378154E-3	1.445546979E-3	1.166467555E-3	8.286216180E-4	8.612384554E-4	9.077958530E-4	9.132323903E-4	8.639338193E-4	6.787214079E-4	6.237938069E-4	6.810915656E-4	7.017650642E-4	7.845046930E-4	7.625553990E-4	5.625748308E-4	4.699843121E-4	6.623520167E-4	1.002457109E-3	1.062555937E-3	6.720532547E-4	2.646498615E-4	4.158547963E-4	8.652071119E-4	9.893686511E-4	9.687386919E-4	9.651978035E-4	1.048634411E-3	1.387071447E-3	1.364822849E-3	7.577770739E-4	2.938645193E-4	1.431464334E-4	9.904953913E-5	3.927116340E-4	9.636722971E-4	1.246347092E-3	1.053184154E-3	7.312719245E-4	7.901779609E-4	1.046123798E-3	7.820980973E-4	1.951746963E-4	NaN	2.317669569E-4	7.749166689E-4	1.102059032E-3	1.204990782E-3	1.242964529E-3	1.060885144E-3	8.346884861E-4	9.489486692E-4	1.308150939E-3	1.455734484E-3	1.130520832E-3	6.548060919E-4	5.992152728E-4	8.732466376E-4	7.507570554E-4	3.272747272E-4	3.336106311E-4	6.531949621E-4	8.554012165E-4	9.065129561E-4	7.440964109E-4	5.731309066E-4	7.875306183E-4	1.064504380E-3	9.553247946E-4	7.548948633E-4	8.431648021E-4	9.883752791E-4	8.844322874E-4	9.018112905E-4	1.289305626E-3	1.450819895E-3	1.146733528E-3	9.301945101E-4	9.808436735E-4	9.834821103E-4	9.023034945E-4	9.849598864E-4	1.171188313E-3	1.090309815E-3	7.320729783E-4
1.440913329E-4	3.600673808E-4	1.013671630E-3	1.605829922E-3	1.602009637E-3	NaN	NaN	1.088987105E-3	7.070146967E-4	5.170564982E-4	5.434025661E-4	5.678887828E-4	7.070646388E-4	1.055072178E-3	1.208723988E-3	9.362107376E-4	6.392630166E-4	6.122412742E-4	8.868094883E-4	1.133777900E-3	9.932364337E-4	8.696031291E-4	9.901309386E-4	1.013544155E-3	8.758216281E-4	7.178451051E-4	7.289502537E-4	9.062405443E-4	8.800550713E-4	6.996940356E-4	6.897156127E-4	6.476616836E-4	4.954460892E-4	5.413372419E-4	8.068757015E-4	1.033905311E-3	1.043066266E-3	8.419831865E-4	6.199385971E-4	7.037761388E-4	9.169980185E-4	9.389619227E-4	9.991951520E-4	1.138027408E-3	1.446002279E-3	1.910554478E-3	1.690623118E-3	7.378112059E-4	1.067162157E-4	5.808263813E-5	2.004596899E-4	5.104508018E-4	9.227805422E-4	1.131671597E-3	1.051857136E-3	9.522796609E-4	1.088607009E-3	1.035614521E-3	5.005926942E-4	3.361593917E-5	NaN	3.879595315E-4	1.058728900E-3	1.350369886E-3	1.165063703E-3	9.763088892E-4	9.190883720E-4	8.759829216E-4	9.149264661E-4	1.089604688E-3	1.222515595E-3	1.064318232E-3	6.469356595E-4	4.850174300E-4	7.069464191E-4	6.804811419E-4	4.469395790E-4	5.762549117E-4	8.372529410E-4	8.674577111E-4	8.368854760E-4	8.117960533E-4	7.811401738E-4	8.786158287E-4	9.048119537E-4	6.430348731E-4	5.101530696E-4	8.458000957E-4	1.169939758E-3	1.069734455E-3	9.472408565E-4	1.071955077E-3	1.030698884E-3	7.539539365E-4	7.119640359E-4	9.513906552E-4	1.169389696E-3	1.253113733E-3	1.277345000E-3	1.247502631E-3	1.043084078E-3	8.013169863E-4
1.868267427E-4	4.503622185E-4	1.107702730E-3	1.616404275E-3	1.484964276E-3	NaN	1.283666235E-3	1.001986675E-3	5.412956234E-4	4.765835183E-4	5.592852831E-4	6.407068577E-4	9.941270109E-4	1.379878027E-3	1.254334929E-3	7.554773474E-4	4.332522221E-4	3.603425284E-4	4.856834421E-4	6.877339329E-4	7.138744113E-4	7.256109384E-4	8.693380514E-4	1.010782318E-3	9.531665710E-4	7.083414821E-4	7.384758792E-4	1.019375050E-3	9.681184310E-4	7.502100198E-4	7.530728471E-4	6.704120897E-4	4.546907730E-4	5.188394571E-4	8.198925643E-4	9.636249742E-4	9.030054207E-4	8.293405990E-4	8.185287006E-4	9.400972631E-4	1.018080977E-3	9.666881524E-4	1.020933851E-3	1.176881487E-3	1.535755349E-3	1.956811408E-3	1.660421025E-3	6.975493743E-4	8.082201384E-5	2.291255805E-4	7.197336527E-4	1.044752309E-3	1.085793250E-3	1.046894118E-3	1.052536652E-3	1.165000955E-3	1.322619268E-3	1.134301536E-3	6.177485338E-4	1.993316400E-4	1.330487430E-4	6.412289804E-4	1.351309591E-3	1.472728443E-3	1.038530958E-3	7.534472970E-4	8.392326999E-4	9.238534840E-4	8.590953075E-4	8.278499590E-4	9.503372130E-4	1.014854875E-3	7.292893133E-4	4.779940064E-4	5.726579111E-4	5.552264629E-4	4.608980089E-4	6.830660859E-4	9.101842879E-4	9.000313003E-4	9.954796406E-4	1.202563173E-3	1.153068268E-3	9.023495368E-4	6.873909733E-4	5.442258553E-4	5.900521646E-4	9.238490020E-4	1.196531346E-3	1.008571591E-3	6.600253400E-4	5.989218480E-4	6.100969040E-4	5.291004200E-4	6.347193266E-4	9.209063137E-4	1.161374850E-3	1.261450467E-3	1.252361108E-3	1.167961396E-3	9.966210928E-4	9.169005789E-4
1.731066295E-4	5.240506725E-4	1.052072039E-3	1.324109035E-3	1.123000635E-3	NaN	1.137276413E-3	8.528838516E-4	5.910035688E-4	6.608421681E-4	6.265310221E-4	7.187345182E-4	1.252563670E-3	1.520307269E-3	1.029698527E-3	4.396766017E-4	3.557729360E-4	4.572755424E-4	4.848833196E-4	5.251026014E-4	5.447511212E-4	5.797632621E-4	7.301797159E-4	1.020400203E-3	1.087496406E-3	7.318804855E-4	5.931170308E-4	8.223123150E-4	8.830876322E-4	8.999234415E-4	9.949224768E-4	7.992499159E-4	5.442329566E-4	6.467390340E-4	8.538990514E-4	8.790435968E-4	8.647121722E-4	9.036722477E-4	9.505020571E-4	1.076758490E-3	1.147590810E-3	1.059404109E-3	1.000591787E-3	1.088445657E-3	1.380033442E-3	1.630706945E-3	1.322401338E-3	5.432314356E-4	7.851946430E-5	4.179023090E-4	1.108887489E-3	1.363348565E-3	1.152430545E-3	1.021181117E-3	1.103314571E-3	1.160281827E-3	1.113179838E-3	9.916833369E-4	7.233551005E-4	3.217201156E-4	2.965401800E-4	8.798144409E-4	1.302293269E-3	1.104189781E-3	7.332963869E-4	6.655514590E-4	8.522758144E-4	9.140192997E-4	7.741021691E-4	6.812762585E-4	7.920308271E-4	8.787598344E-4	6.243870594E-4	3.969538666E-4	4.861451162E-4	4.655347439E-4	4.291996302E-4	7.730735815E-4	1.128516509E-3	1.185609261E-3	1.295371447E-3	1.482436433E-3	1.327836420E-3	9.083772893E-4	6.789207109E-4	7.762286114E-4	8.957798127E-4	8.943991270E-4	8.814698667E-4	6.958393496E-4	4.243040166E-4	4.178428208E-4	5.376536283E-4	6.425034953E-4	8.177851560E-4	9.331943002E-4	9.150297847E-4	8.901819820E-4	9.708204889E-4	1.068970771E-3	1.084174146E-3	1.132740406E-3
4.571481841E-4	8.540130802E-4	1.214571064E-3	1.273853704E-3	1.028589788E-3	9.863354499E-4	9.910636581E-4	7.870221743E-4	7.738216082E-4	8.213702240E-4	6.472362438E-4	8.097729296E-4	1.335075125E-3	1.330714906E-3	7.321255398E-4	4.593321646E-4	7.559159421E-4	8.957501268E-4	6.815113593E-4	5.544555606E-4	6.234571920E-4	7.498989580E-4	9.170434205E-4	1.180385239E-3	1.209494891E-3	8.211575332E-4	6.122444756E-4	7.710417267E-4	9.080334567E-4	1.017810777E-3	9.743327973E-4	6.605403032E-4	6.237830385E-4	9.152956773E-4	9.614821756E-4	8.280948387E-4	8.717453456E-4	9.557057056E-4	9.578000754E-4	1.063721604E-3	1.174610225E-3	1.081862487E-3	9.402734577E-4	1.018192503E-3	1.293239417E-3	1.370250480E-3	9.514259873E-4	3.596094612E-4	2.505625016E-4	7.571108290E-4	1.310561434E-3	1.366507611E-3	1.069531310E-3	9.780775290E-4	1.125766779E-3	9.869947098E-4	6.191984285E-4	5.723309005E-4	6.409458583E-4	5.270981928E-4	7.334068650E-4	1.116620959E-3	9.505857597E-4	6.050394732E-4	6.346165901E-4	8.623964386E-4	1.000754652E-3	8.690293762E-4	6.175467861E-4	5.729052937E-4	7.221422275E-4	7.789814845E-4	5.989536294E-4	4.983314429E-4	6.237637135E-4	6.040279986E-4	6.133221323E-4	1.054137363E-3	1.446769224E-3	1.362915151E-3	1.223304425E-3	1.248831744E-3	1.153376536E-3	9.115068242E-4	8.129138150E-4	9.620469064E-4	9.244613466E-4	5.938239046E-4	4.670715134E-4	4.984251573E-4	5.028076703E-4	5.713920109E-4	6.734298076E-4	8.864459232E-4	1.104355673E-3	1.065981691E-3	8.478852105E-4	6.943743210E-4	7.657854585E-4	9.380602278E-4	1.098934910E-3	1.249726745E-3
9.291371098E-4	1.321693999E-3	1.600822783E-3	1.537311939E-3	1.224169042E-3	1.094554202E-3	9.934157133E-4	9.058598662E-4	1.007476472E-3	9.168490069E-4	6.992018898E-4	9.476091363E-4	1.332698739E-3	1.139867469E-3	6.990393740E-4	7.821269101E-4	1.173806260E-3	1.049188897E-3	6.396351382E-4	6.791686756E-4	9.622008074E-4	1.081180293E-3	1.124255126E-3	1.216001576E-3	1.167544280E-3	9.289300651E-4	8.910829201E-4	1.097789733E-3	1.180631458E-3	1.028431812E-3	6.471250672E-4	3.315460344E-4	5.990917562E-4	1.060556388E-3	1.067957492E-3	8.860767120E-4	8.189681685E-4	7.261702558E-4	6.818842958E-4	8.798494819E-4	1.090974081E-3	1.034468063E-3	8.621111629E-4	9.075323469E-4	1.168480841E-3	1.197300153E-3	7.625939324E-4	4.466035170E-4	8.121214341E-4	1.403614762E-3	1.588710235E-3	1.344669145E-3	9.610481211E-4	8.490760229E-4	9.747925797E-4	7.638512179E-4	3.690914309E-4	4.365617351E-4	7.268804475E-4	9.170546546E-4	1.214175834E-3	1.223152853E-3	7.192119374E-4	5.173775717E-4	7.884620572E-4	1.023695571E-3	1.063804841E-3	8.101503481E-4	5.006901920E-4	5.231149844E-4	6.984364009E-4	7.709614583E-4	7.667219033E-4	8.005398558E-4	9.063091711E-4	9.159127367E-4	9.957595030E-4	1.362998853E-3	1.492130104E-3	1.094086445E-3	7.527244161E-4	7.943959790E-4	9.473600076E-4	9.671087610E-4	8.768716361E-4	8.035324281E-4	5.635286798E-4	2.373638563E-4	2.621740277E-4	4.585317802E-4	5.986736505E-4	7.211663178E-4	8.496867958E-4	1.096788445E-3	1.252190443E-3	1.216570730E-3	1.125229057E-3	9.141491610E-4	7.191681652E-4	7.282873848E-4	9.674855974E-4	1.201090403E-3
1.069276244E-3	1.337077469E-3	1.506033004E-3	1.382150687E-3	1.133464626E-3	1.057003974E-3	1.012867666E-3	1.030708314E-3	1.082752598E-3	8.850230370E-4	6.921365275E-4	8.743125363E-4	1.076245797E-3	9.053542744E-4	6.940534804E-4	8.714603609E-4	1.053098240E-3	6.944981869E-4	4.689187917E-4	9.672266315E-4	1.352360705E-3	1.194083248E-3	1.000602380E-3	9.661772056E-4	9.394182707E-4	9.008081979E-4	1.053146552E-3	1.333102817E-3	1.297356095E-3	8.647526265E-4	4.095756449E-4	3.178339684E-4	7.074813475E-4	1.123378985E-3	1.195657998E-3	1.086991164E-3	8.318142500E-4	5.038824747E-4	4.913801095E-4	8.365185931E-4	1.089198631E-3	9.970422834E-4	7.166907890E-4	5.507366732E-4	6.845330354E-4	8.429413429E-4	7.120110677E-4	7.679682458E-4	1.384915900E-3	1.866265899E-3	1.699259738E-3	1.185451983E-3	7.201200351E-4	5.651300889E-4	5.942267017E-4	4.656780220E-4	3.724684939E-4	6.055127014E-4	9.305052226E-4	1.155272126E-3	1.298331888E-3	1.134163700E-3	7.546771085E-4	7.026179810E-4	8.765484090E-4	9.731715545E-4	9.695785702E-4	7.168399752E-4	4.771757522E-4	5.468241870E-4	6.287950091E-4	6.423755549E-4	7.522537489E-4	8.523410652E-4	9.105541976E-4	9.905584157E-4	1.170929871E-3	1.379090827E-3	1.221645973E-3	7.514583995E-4	5.470049218E-4	7.733132225E-4	1.064617652E-3	1.045798650E-3	6.907116622E-4	3.018427524E-4	3.386578828E-5	4.244418506E-6	2.513079089E-4	4.276184191E-4	5.388545105E-4	7.710876525E-4	1.032931032E-3	1.255254960E-3	1.268534572E-3	1.245928695E-3	1.314620487E-3	1.081263181E-3	6.778914249E-4	6.111208932E-4	9.474136750E-4	1.166095142E-3
9.384531295E-4	9.712007595E-4	9.586518863E-4	8.572067600E-4	7.730002399E-4	7.679644623E-4	8.118108963E-4	9.046061896E-4	9.079058073E-4	7.880749763E-4	6.909059593E-4	6.693911855E-4	6.439755089E-4	5.506835296E-4	5.793521996E-4	8.131004288E-4	8.074056241E-4	4.594444472E-4	6.238195347E-4	1.315668691E-3	1.402555266E-3	9.659673669E-4	7.479788037E-4	7.106077974E-4	7.226093439E-4	7.792336401E-4	9.603458457E-4	1.198131940E-3	1.046152320E-3	5.901980330E-4	4.625980800E-4	7.302588783E-4	1.043749158E-3	1.206763904E-3	1.239849022E-3	1.192662981E-3	9.242024971E-4	6.152443239E-4	6.985558430E-4	1.022477867E-3	1.126486692E-3	9.313859046E-4	5.434560007E-4	1.524854888E-4	1.375912689E-4	4.484137753E-4	6.832099753E-4	1.017942326E-3	1.610022155E-3	NaN	1.630819752E-3	1.036640373E-3	5.396931665E-4	3.082069743E-4	2.426520950E-4	2.819971414E-4	4.252491635E-4	6.572270067E-4	1.006370410E-3	1.291892142E-3	1.300883712E-3	1.082209055E-3	8.460843237E-4	8.290582919E-4	9.461781592E-4	9.907749481E-4	8.478857344E-4	5.780254141E-4	5.263905623E-4	6.164392107E-4	5.011254689E-4	4.060170322E-4	5.724109360E-4	7.114194450E-4	7.234384539E-4	8.349321433E-4	1.049832324E-3	1.076751738E-3	7.560771191E-4	4.245571035E-4	4.737834097E-4	8.604092291E-4	1.194037730E-3	1.086282660E-3	5.482063862E-4	7.701139111E-6	NaN	7.508354611E-5	4.469621053E-4	5.024735001E-4	4.924375680E-4	7.660666597E-4	1.102089649E-3	1.308547449E-3	1.261253026E-3	1.131479512E-3	1.092506456E-3	8.753536968E-4	6.069500814E-4	6.710885209E-4	1.017711125E-3	1.120541943E-3
8.495439542E-4	7.863393985E-4	7.134923362E-4	7.206505979E-4	7.181672845E-4	6.303457194E-4	6.285714917E-4	7.084973040E-4	7.223660941E-4	7.938437629E-4	8.527407190E-4	7.417636225E-4	5.806370755E-4	4.879306362E-4	6.621624343E-4	9.740371024E-4	8.869961603E-4	6.740274839E-4	1.114272629E-3	NaN	NaN	NaN	NaN	7.206854061E-4	6.924703484E-4	7.986880955E-4	9.402795113E-4	1.035369118E-3	8.068417083E-4	5.007267464E-4	7.095685578E-4	1.136232400E-3	1.242810627E-3	1.143823843E-3	1.068216399E-3	1.046665362E-3	9.982947959E-4	1.015510992E-3	1.157082268E-3	1.166570815E-3	1.018870622E-3	8.758906624E-4	6.246201810E-4	2.706800005E-4	1.791567483E-4	3.604679951E-4	5.532025243E-4	9.345631115E-4	NaN	NaN	1.616078313E-3	1.107598655E-3	6.320459652E-4	2.959372941E-4	2.159528522E-4	4.430776753E-4	5.800098297E-4	6.556449807E-4	1.090153935E-3	1.478459802E-3	1.347802579E-3	9.816302918E-4	7.772222743E-4	8.918488747E-4	1.126042800E-3	1.115291612E-3	7.748526987E-4	5.426350981E-4	6.984152715E-4	7.422949420E-4	4.493871529E-4	3.117921005E-4	5.304231890E-4	7.288330817E-4	7.517770282E-4	8.474065689E-4	9.833496297E-4	8.252789266E-4	3.755687212E-4	3.917239155E-5	1.188262322E-4	5.733335856E-4	1.019039075E-3	1.040423522E-3	6.424649619E-4	2.471332846E-4	2.173250832E-4	5.258484161E-4	7.679234841E-4	6.209457642E-4	4.962775274E-4	7.482303772E-4	1.065338845E-3	1.258744393E-3	1.214151387E-3	9.861922590E-4	8.304789662E-4	7.010184927E-4	6.378072430E-4	7.172130281E-4	8.369439165E-4	8.144070744E-4
