5.116766552E-4	5.257149460E-4	1.825357758E-4	2.394044277E-4	8.105678135E-4	9.993613930E-4	7.314372342E-4	6.657642662E-4	7.432857528E-4	6.891392986E-4	6.786302547E-4	6.240321090E-4	4.708882771E-4	7.136042113E-4	1.082214527E-3	9.174874285E-4	6.524497294E-4	6.282723043E-4	5.487485905E-4	6.054191035E-4	9.360992699E-4	1.082080184E-3	8.967875037E-4	6.235655746E-4	4.310926015E-4	3.099644673E-4	1.536899072E-4	8.907562005E-5	2.876524231E-4	5.429376033E-4	6.647808477E-4	8.084236761E-4	9.520355379E-4	9.889390785E-4	1.148024225E-3	1.430111006E-3	NaN	NaN	8.990385686E-4	6.223960081E-4	5.295682931E-4	8.890199824E-4	1.157771330E-3	1.055214787E-3	7.925730897E-4	4.989505978E-4	3.948479716E-4	6.505543133E-4	1.070621423E-3	1.245546504E-3	1.157132909E-3	1.164147514E-3	1.206257031E-3	9.533998673E-4	6.441932637E-4	6.075988640E-4	6.349738105E-4	5.471102777E-4	5.065401783E-4	6.230964791E-4	7.347452338E-4	7.246576715E-4	7.887108368E-4	1.164749265E-3	1.452849596E-3	1.115874737E-3	5.777102779E-4	3.650746949E-4	4.716693948E-4	8.969878545E-4	NaN	NaN	NaN	NaN	NaN	NaN	6.303063128E-4	7.072414737E-4	8.899454842E-4	9.774198988E-4	1.059112255E-3	9.548073285E-4	6.742971600E-4	6.468802458E-4	9.113159031E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.063020900E-3	9.295723867E-4	7.734916871E-4	8.127388428E-4	1.126752817E-3	1.289804699E-3	1.135554397E-3	8.808093844E-4	6.729060551E-4	7.924605161E-4	1.255969633E-3	1.447267714E-3	1.135023544E-3	6.958260783E-4	4.738238931E-4	6.475640112E-4	9.442405426E-4	1.012126333E-3	1.085850643E-3	1.314425725E-3	1.427435083E-3	1.437070547E-3	1.373175764E-3	1.077742316E-3	6.880193832E-4	5.354064633E-4	7.609285531E-4	1.073382911E-3	1.178018167E-3	1.171626034E-3	1.110003912E-3	9.916247800E-4	9.673461318E-4	9.289693553E-4	7.627329323E-4	6.379354745E-4	7.095022593E-4	1.122148125E-3	1.389838406E-3	9.673450259E-4	5.846450222E-4	8.016023785E-4	1.088960678E-3	1.202869578E-3	1.115434570E-3	7.576117059E-4	6.114693242E-4	7.826994988E-4	8.217843715E-4	7.967647398E-4	8.150116773E-4	8.314852021E-4	9.790371405E-4	1.143377973E-3	1.189100905E-3	1.054927008E-3	5.723712384E-4	1.650129998E-4	4.819942696E-4	1.082108705E-3	1.251115347E-3	NaN	1.528758206E-3	1.548114233E-3
5.910023465E-4	4.887873074E-4	1.482437365E-4	2.555001411E-4	9.069257067E-4	1.171938726E-3	8.738407632E-4	6.661342341E-4	6.610414712E-4	6.641694345E-4	6.544223870E-4	4.761313612E-4	2.489006729E-4	4.177439841E-4	6.623614463E-4	5.385347758E-4	4.678077239E-4	5.644031917E-4	5.139542627E-4	6.108746165E-4	9.705544799E-4	1.041272772E-3	7.139335503E-4	4.269970814E-4	3.862199956E-4	4.029021657E-4	3.950796381E-4	5.556303659E-4	7.722306182E-4	7.698583649E-4	7.848117384E-4	1.040859381E-3	1.129157143E-3	9.578521131E-4	1.065165619E-3	NaN	NaN	NaN	8.116628742E-4	5.871832836E-4	6.924867048E-4	1.036516158E-3	1.141983550E-3	1.030750922E-3	7.920612697E-4	4.768023791E-4	4.224271979E-4	7.381541654E-4	1.163347508E-3	1.292207162E-3	1.127905911E-3	1.123794471E-3	1.261712285E-3	1.159691950E-3	8.948798059E-4	6.966936635E-4	6.174167502E-4	6.464500329E-4	6.655973848E-4	6.596792955E-4	6.562703056E-4	6.094365381E-4	6.903373869E-4	1.095239422E-3	1.354926731E-3	1.006003469E-3	5.836025812E-4	5.033854977E-4	6.109527894E-4	9.452428785E-4	NaN	NaN	NaN	NaN	NaN	NaN	5.647841608E-4	7.579379017E-4	1.187208109E-3	1.282045851E-3	1.114420011E-3	8.274922147E-4	5.610957742E-4	6.516409339E-4	1.069395221E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.133964147E-4	5.547858891E-4	8.637091960E-4	1.408692333E-3	1.443444053E-3	1.057618414E-3	7.547884597E-4	5.444178241E-4	5.938024842E-4	1.083369600E-3	1.361833070E-3	1.063189935E-3	6.335367798E-4	4.857772146E-4	7.087126723E-4	9.360230179E-4	9.046021150E-4	1.031675492E-3	1.395836123E-3	1.469290699E-3	1.259133918E-3	1.048372826E-3	8.252497646E-4	5.712214625E-4	4.578384105E-4	6.181528443E-4	8.510518819E-4	1.063891686E-3	1.286805025E-3	1.276291092E-3	1.050392981E-3	9.397225804E-4	8.257313166E-4	5.896268995E-4	4.915348254E-4	6.454755785E-4	9.892530506E-4	1.054228400E-3	6.207967526E-4	4.333616816E-4	7.745003677E-4	1.122964779E-3	1.266580541E-3	1.104981755E-3	7.383739576E-4	6.530089304E-4	7.649103645E-4	7.549003349E-4	7.589584566E-4	7.775560953E-4	8.234760608E-4	1.008752617E-3	1.151516801E-3	1.156990067E-3	9.805579903E-4	5.174513790E-4	2.443846315E-4	6.545738433E-4	1.165819587E-3	1.231222996E-3	1.285670791E-3	1.488553011E-3	1.372998697E-3
7.767046336E-4	4.396510485E-4	1.383023337E-4	4.049231065E-4	1.083735493E-3	1.230914262E-3	8.248809027E-4	5.677601439E-4	5.594723625E-4	5.498232204E-4	4.517117050E-4	3.175213351E-4	3.366383025E-4	5.420105881E-4	5.543464795E-4	3.377336834E-4	3.308847081E-4	4.747135681E-4	4.868861579E-4	6.050503580E-4	9.149971302E-4	9.951707907E-4	7.481166394E-4	5.472417688E-4	5.579710705E-4	5.862942780E-4	6.340345135E-4	8.385975962E-4	9.225612739E-4	7.222507265E-4	7.119814982E-4	1.027244376E-3	1.088767429E-3	9.187278338E-4	1.081444905E-3	NaN	NaN	NaN	1.079859212E-3	8.786484250E-4	9.630650165E-4	1.046743244E-3	8.940490079E-4	7.539402577E-4	6.243081880E-4	4.675070813E-4	5.273341085E-4	8.787008701E-4	1.263759099E-3	1.256137737E-3	9.579564212E-4	9.270017617E-4	1.195646357E-3	1.382169314E-3	1.352875028E-3	1.144052600E-3	9.315652424E-4	8.620254230E-4	7.878966280E-4	7.410676335E-4	8.545625024E-4	9.760007961E-4	1.103228424E-3	1.366779907E-3	1.385738724E-3	9.600461926E-4	7.152078324E-4	8.206925704E-4	9.035043768E-4	1.031703898E-3	NaN	NaN	NaN	NaN	NaN	NaN	7.805694477E-4	8.746414678E-4	1.229641610E-3	1.198141254E-3	7.933268207E-4	4.116157943E-4	4.373769334E-4	8.588790661E-4	1.321232878E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.566838758E-4	4.973656614E-4	9.068166255E-4	1.339910785E-3	1.127805212E-3	7.067761617E-4	6.195518072E-4	5.850410671E-4	6.194558227E-4	1.033871667E-3	1.284541679E-3	1.008850290E-3	6.453178357E-4	5.330687272E-4	6.340643740E-4	6.949959206E-4	6.877190899E-4	9.794572834E-4	1.452049706E-3	1.473346725E-3	1.104414347E-3	8.214177215E-4	6.501419120E-4	5.071201595E-4	5.948788603E-4	8.382934611E-4	9.291604511E-4	1.076498767E-3	1.276003895E-3	1.094534993E-3	7.510607247E-4	6.704617990E-4	6.269082660E-4	5.168524222E-4	5.911794724E-4	7.818824961E-4	8.888106095E-4	7.231485215E-4	3.958128218E-4	4.148835433E-4	7.752434467E-4	1.062828698E-3	1.105294097E-3	8.519091643E-4	5.995317479E-4	6.611280260E-4	7.703641313E-4	8.302098722E-4	9.681876400E-4	1.022046083E-3	1.040748437E-3	1.092956169E-3	1.084109186E-3	1.112332684E-3	1.073916093E-3	8.236659924E-4	7.368282531E-4	9.876954136E-4	1.086358447E-3	9.757517255E-4	1.100762747E-3	1.297734096E-3	1.072963234E-3
1.076513319E-3	5.590356304E-4	2.809586585E-4	6.572763086E-4	1.219609869E-3	1.125177718E-3	7.028348628E-4	5.923821009E-4	6.154249422E-4	4.419496690E-4	1.713758538E-4	1.575255301E-4	4.783693876E-4	7.320399163E-4	5.916669616E-4	3.519981983E-4	3.605113889E-4	4.984624684E-4	6.483269390E-4	8.709995891E-4	1.051318017E-3	9.973006090E-4	8.465920691E-4	8.104353910E-4	7.783903275E-4	6.908886135E-4	7.597920485E-4	8.848375292E-4	7.221929263E-4	4.634763463E-4	5.566838081E-4	8.080875268E-4	8.018181543E-4	8.396480698E-4	1.167282695E-3	NaN	NaN	NaN	1.219010912E-3	1.064506010E-3	1.023942139E-3	8.723452338E-4	6.269342266E-4	5.198987201E-4	5.228377995E-4	5.961711868E-4	7.766620256E-4	1.071028062E-3	1.279212418E-3	1.122019603E-3	8.251735708E-4	8.406135603E-4	1.164131099E-3	1.438718522E-3	1.465451205E-3	1.286654500E-3	1.051909407E-3	8.588230121E-4	6.940224557E-4	7.104936522E-4	9.862174047E-4	1.252471120E-3	1.373730483E-3	1.442002947E-3	1.288522384E-3	9.146605153E-4	8.131518844E-4	9.904393228E-4	1.067651669E-3	1.087111072E-3	NaN	NaN	NaN	NaN	NaN	NaN	8.566292818E-4	8.709370741E-4	9.829193586E-4	8.482318372E-4	4.798392765E-4	1.872818102E-4	4.615509533E-4	1.070712111E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.535424713E-4	1.096714870E-3	1.238453435E-3	9.165857336E-4	7.907238323E-4	1.127505093E-3	1.204930828E-3	7.241004496E-4	3.756764054E-4	5.907230661E-4	8.606735501E-4	9.822929278E-4	1.176396268E-3	1.145755756E-3	8.242111653E-4	6.105367793E-4	6.224566605E-4	6.623006775E-4	5.698289024E-4	5.254423595E-4	8.690462564E-4	1.361405128E-3	1.343153184E-3	9.110562387E-4	5.935162771E-4	3.932203108E-4	2.989119675E-4	6.120932521E-4	1.035720226E-3	1.090226695E-3	1.077360241E-3	1.030334854E-3	6.570176338E-4	3.743809648E-4	5.029324093E-4	6.670098519E-4	7.182279951E-4	8.479285170E-4	1.030861633E-3	1.109896693E-3	9.165724623E-4	5.599907599E-4	4.482509685E-4	6.666136323E-4	9.159041219E-4	8.534212247E-4	4.995568306E-4	3.792800126E-4	5.724977236E-4	6.553383428E-4	7.841808838E-4	1.082587754E-3	1.182783861E-3	1.148024341E-3	1.058028080E-3	9.021367296E-4	9.749504388E-4	1.126736286E-3	1.083258772E-3	1.069953782E-3	1.079263282E-3	8.424969274E-4	6.894889520E-4	9.244527901E-4	1.085837255E-3	8.130009519E-4
1.223045751E-3	8.010883466E-4	6.422870792E-4	1.015664195E-3	1.293246052E-3	1.024284982E-3	7.899268530E-4	8.573970408E-4	8.483600104E-4	5.634368863E-4	2.073978540E-4	1.743121829E-4	4.848328535E-4	6.764527643E-4	5.017566145E-4	3.155343002E-4	3.539328754E-4	5.152887315E-4	8.221222670E-4	1.175812446E-3	1.244562096E-3	1.020217082E-3	9.344277787E-4	1.026874874E-3	8.715646691E-4	6.490096566E-4	7.717332337E-4	8.338753250E-4	5.168404896E-4	3.337579838E-4	5.400584196E-4	6.892778329E-4	6.462066085E-4	8.308358956E-4	1.140364446E-3	1.126067829E-3	NaN	1.087968238E-3	1.045308076E-3	9.462341550E-4	8.905654540E-4	7.193275378E-4	5.250044633E-4	4.383714113E-4	5.253533600E-4	8.281454211E-4	1.169698662E-3	1.398257911E-3	1.366178039E-3	1.043754513E-3	7.352711400E-4	7.773311809E-4	1.105295843E-3	1.209297567E-3	9.708603029E-4	8.052159683E-4	8.147374028E-4	7.918188348E-4	7.287380286E-4	7.897989708E-4	1.000936492E-3	1.182217035E-3	1.164837158E-3	1.042296179E-3	9.222184308E-4	8.178227581E-4	8.422674728E-4	9.795604274E-4	1.090220059E-3	1.156170038E-3	1.209787559E-3	NaN	NaN	NaN	NaN	7.802541950E-4	7.542653475E-4	9.002060397E-4	8.361552027E-4	6.183176301E-4	3.992966667E-4	2.643792832E-4	6.083469489E-4	1.187364105E-3	NaN	NaN	NaN	NaN	NaN	NaN	8.311325801E-4	5.226375069E-4	5.462121335E-4	9.565496002E-4	1.187219983E-3	1.097096363E-3	1.210265094E-3	1.448798925E-3	1.236901968E-3	6.387017784E-4	3.361368144E-4	6.386704626E-4	1.087553683E-3	1.342563308E-3	1.345469849E-3	9.844249580E-4	5.949969636E-4	5.620611482E-4	7.775750710E-4	9.265623521E-4	8.198818541E-4	6.519394810E-4	7.630817709E-4	9.684701217E-4	8.104056469E-4	4.904202069E-4	3.158433537E-4	1.363591145E-4	8.573303057E-5	4.747478524E-4	9.612079593E-4	1.132304897E-3	1.111425809E-3	8.824927500E-4	4.993411130E-4	4.110700393E-4	6.586405216E-4	8.848360158E-4	1.000022050E-3	1.090323087E-3	1.243577455E-3	1.428502263E-3	1.355363289E-3	9.409061167E-4	5.504742730E-4	5.322743091E-4	7.249680348E-4	6.266027340E-4	3.224413085E-4	3.850341309E-4	6.502277683E-4	6.587377284E-4	7.442561327E-4	1.034315210E-3	1.096853870E-3	1.053441898E-3	9.759259992E-4	7.857927121E-4	8.388255374E-4	1.036791247E-3	1.063307049E-3	1.048229868E-3	9.640471544E-4	7.058522315E-4	6.968385424E-4	1.060886658E-3	1.185183646E-3	8.892022888E-4
8.887603763E-4	6.954052369E-4	7.745291805E-4	1.138133463E-3	1.178807579E-3	9.782057023E-4	1.023812685E-3	1.062909607E-3	9.054686525E-4	6.916451966E-4	4.686769971E-4	3.392087528E-4	3.880778677E-4	4.705631582E-4	3.608028928E-4	2.441134275E-4	3.387836914E-4	5.736059393E-4	9.481384768E-4	1.289378852E-3	1.288517960E-3	1.085471828E-3	1.114029321E-3	1.196326339E-3	8.786065737E-4	6.047272473E-4	7.366527570E-4	7.017187309E-4	3.985192452E-4	3.760794061E-4	6.197988987E-4	7.568186265E-4	8.526307065E-4	1.105871168E-3	1.225128304E-3	9.404242155E-4	6.900546141E-4	7.330209482E-4	7.337014540E-4	7.377511938E-4	8.412568131E-4	8.072300116E-4	6.198441260E-4	4.163730191E-4	4.958296195E-4	9.433588712E-4	1.397345331E-3	1.630666782E-3	1.542156911E-3	1.125432667E-3	6.615366437E-4	6.427360349E-4	9.811901255E-4	8.693615091E-4	3.753409255E-4	3.317730734E-4	7.300180732E-4	1.043173019E-3	1.140684006E-3	1.097277389E-3	1.036039786E-3	1.022971701E-3	8.734464063E-4	6.615633611E-4	6.594771985E-4	7.823143387E-4	8.395626210E-4	8.841201779E-4	9.727629949E-4	1.056097331E-3	1.159307663E-3	1.123269671E-3	NaN	NaN	NaN	6.669164286E-4	8.682333864E-4	1.134929131E-3	9.720118251E-4	6.223607925E-4	4.211174091E-4	4.017764877E-4	7.984538097E-4	1.340315328E-3	NaN	NaN	NaN	NaN	1.255859970E-3	1.113460166E-3	6.762167322E-4	4.531376471E-4	6.936998689E-4	1.035252237E-3	1.124498667E-3	1.176361111E-3	1.387137803E-3	1.426118659E-3	1.118000713E-3	7.476888131E-4	6.165722734E-4	8.234020788E-4	1.221272163E-3	1.572864130E-3	1.532915863E-3	9.905899642E-4	5.316052702E-4	5.561440485E-4	8.453683695E-4	1.073733089E-3	1.053489977E-3	9.135522414E-4	8.729358087E-4	7.310393848E-4	3.552265698E-4	2.168269129E-4	3.412520746E-4	2.997987613E-4	2.817864006E-4	5.348834093E-4	8.543811273E-4	1.145605231E-3	1.256747171E-3	9.311091271E-4	5.579062854E-4	6.053906982E-4	7.961019874E-4	8.577465778E-4	9.526698850E-4	1.114944229E-3	1.253554132E-3	1.359728398E-3	1.322509605E-3	1.020514523E-3	6.425448810E-4	5.712942220E-4	7.009266992E-4	5.491473130E-4	2.957482066E-4	4.481467186E-4	7.566594868E-4	7.787104114E-4	7.788894000E-4	9.591961280E-4	1.067898935E-3	1.136589912E-3	1.085426891E-3	8.316345629E-4	7.895178860E-4	9.756473009E-4	1.053692424E-3	1.005489379E-3	8.853551117E-4	7.239913684E-4	8.331225836E-4	1.226774417E-3	1.324681682E-3	1.058036345E-3
4.399350437E-4	4.594237544E-4	6.867340417E-4	9.495022823E-4	9.264744585E-4	9.622050566E-4	1.120023779E-3	9.429444326E-4	6.808820181E-4	6.756537477E-4	7.084233803E-4	5.206727074E-4	2.921843843E-4	3.286867868E-4	3.792764037E-4	3.459353757E-4	4.632011696E-4	7.350898231E-4	1.084604417E-3	1.280749915E-3	1.244393876E-3	1.234294265E-3	1.355219050E-3	1.296182047E-3	8.898772066E-4	6.463634199E-4	6.676702178E-4	4.755337432E-4	2.491256746E-4	3.483663604E-4	5.554925301E-4	7.146991557E-4	9.991870029E-4	1.365984557E-3	1.450166223E-3	1.085573225E-3	6.638747873E-4	5.261272890E-4	5.533199874E-4	7.427065284E-4	1.038502785E-3	1.150024007E-3	9.575292352E-4	6.579810870E-4	7.035096060E-4	1.044033444E-3	1.289664418E-3	1.477711019E-3	1.576798968E-3	1.286751823E-3	7.377025322E-4	6.380141131E-4	8.893622435E-4	6.140122423E-4	1.441759960E-4	3.311870969E-4	9.150797268E-4	1.338827540E-3	1.480576466E-3	1.310509047E-3	1.006159582E-3	8.068417083E-4	6.153144059E-4	4.825334472E-4	5.555297830E-4	6.666943082E-4	6.857071421E-4	7.511368021E-4	8.503756253E-4	9.125056094E-4	1.080404152E-3	1.125228941E-3	1.016153838E-3	1.034839661E-3	9.850190254E-4	9.702492389E-4	1.292063389E-3	1.545216190E-3	1.266831532E-3	7.702856092E-4	5.290450645E-4	6.141475169E-4	1.077060355E-3	1.577923889E-3	NaN	NaN	NaN	8.783490630E-4	9.781813715E-4	8.997394470E-4	6.440341240E-4	7.237393293E-4	1.103376388E-3	1.196019817E-3	1.039511291E-3	1.090495614E-3	1.192249358E-3	9.731129394E-4	7.405912038E-4	8.495348739E-4	1.030200627E-3	1.077696565E-3	1.249477617E-3	1.614771201E-3	1.675169915E-3	1.182258595E-3	6.930044619E-4	6.304814015E-4	8.308448014E-4	9.743717383E-4	9.275574121E-4	9.045167826E-4	1.000469900E-3	8.257144946E-4	3.666929260E-4	3.084930067E-4	6.128777168E-4	7.025648374E-4	7.210212643E-4	8.383162785E-4	9.474212420E-4	1.224536332E-3	1.399719855E-3	9.916789131E-4	5.383332609E-4	5.829901784E-4	7.342473255E-4	7.239570259E-4	8.638737490E-4	1.187420334E-3	1.265182509E-3	1.059373608E-3	8.834271575E-4	7.427691016E-4	6.462769816E-4	7.646156591E-4	8.733768482E-4	6.191176362E-4	2.757035254E-4	3.420418943E-4	6.977453595E-4	8.597421111E-4	8.084663423E-4	8.671992691E-4	1.084821881E-3	1.275789924E-3	1.185940695E-3	8.703063941E-4	7.861512131E-4	1.013885019E-3	1.112932223E-3	9.105169447E-4	7.390945102E-4	7.657620590E-4	9.950344684E-4	1.341138734E-3	1.377335633E-3	1.114939107E-3
4.990138696E-4	7.759162690E-4	9.425552562E-4	8.450152818E-4	7.146323333E-4	8.569510537E-4	9.264879045E-4	6.849658093E-4	5.946128513E-4	8.111048373E-4	9.616628522E-4	6.497914437E-4	2.188170911E-4	3.096403670E-4	5.461974069E-4	5.691626575E-4	6.278120563E-4	8.623127360E-4	1.181408064E-3	1.240417943E-3	1.182232285E-3	1.325966208E-3	1.377169625E-3	1.099006855E-3	7.251157076E-4	6.041891174E-4	5.537483958E-4	2.884407295E-4	1.129189914E-4	2.359665523E-4	4.196355876E-4	5.622681929E-4	8.586262120E-4	1.282047830E-3	1.493623946E-3	1.295737689E-3	8.544694283E-4	5.276866141E-4	5.508934846E-4	8.952359203E-4	1.275895862E-3	1.400986104E-3	1.194329467E-3	9.690127918E-4	1.081030350E-3	1.165104914E-3	9.755904321E-4	9.965307545E-4	1.298479270E-3	1.308014500E-3	8.996168617E-4	6.974254502E-4	7.003010833E-4	3.920441086E-4	2.102547587E-4	5.554977106E-4	9.604528896E-4	1.181795960E-3	1.282708370E-3	1.160927466E-3	8.825153345E-4	6.710700109E-4	5.921358243E-4	6.279544323E-4	6.266177515E-4	5.037367810E-4	4.512808518E-4	6.168877590E-4	7.818663726E-4	8.737525786E-4	1.069890801E-3	1.050053746E-3	9.103884804E-4	1.010907814E-3	1.068693236E-3	1.252223854E-3	1.689473749E-3	1.785609405E-3	1.289603766E-3	6.799839321E-4	4.964741529E-4	7.362384349E-4	1.225579763E-3	1.654025051E-3	1.523645478E-3	1.065444783E-3	7.851664559E-4	6.675718469E-4	6.973552518E-4	7.205854636E-4	6.527648657E-4	8.775871247E-4	1.215449185E-3	1.147464733E-3	9.440180729E-4	9.855045937E-4	9.112075786E-4	5.273727002E-4	4.478404881E-4	9.376900271E-4	1.303138677E-3	1.134145074E-3	9.923935868E-4	1.269105822E-3	1.484551933E-3	1.214014133E-3	7.784915506E-4	6.542637711E-4	8.750612033E-4	1.045643818E-3	9.669066640E-4	9.674220346E-4	1.102856593E-3	9.335397626E-4	5.544185988E-4	6.026678602E-4	9.211940342E-4	9.627870168E-4	9.376376984E-4	1.026507583E-3	1.094732317E-3	1.350502367E-3	1.550505171E-3	1.153706107E-3	6.241737283E-4	5.424673436E-4	6.986622466E-4	8.113281801E-4	1.071109087E-3	1.476872945E-3	1.425851020E-3	9.500420419E-4	6.522919284E-4	5.903593847E-4	6.965090870E-4	8.952036733E-4	9.082886390E-4	6.435150863E-4	3.469557269E-4	4.168575397E-4	8.286939701E-4	1.080508693E-3	1.000142307E-3	9.215539321E-4	1.017613336E-3	1.092212857E-3	9.892454837E-4	8.046399453E-4	8.055466460E-4	1.057579415E-3	1.084653195E-3	7.338520372E-4	6.171481218E-4	8.466769359E-4	1.131646219E-3	1.406317810E-3	1.389492303E-3	1.120102825E-3
9.556396981E-4	1.398856868E-3	1.426510746E-3	9.258791106E-4	5.724223447E-4	6.183581427E-4	6.140971091E-4	6.063521141E-4	8.406722918E-4	1.095916727E-3	1.071071252E-3	5.588668864E-4	1.466036920E-4	4.634804791E-4	8.453901974E-4	8.812538581E-4	8.894284838E-4	1.037396025E-3	1.242646133E-3	1.129783457E-3	9.597693570E-4	1.077891677E-3	1.012480352E-3	6.376747624E-4	4.068387789E-4	4.739782889E-4	4.689083144E-4	2.625428024E-4	1.873068541E-4	3.830633941E-4	6.429259665E-4	7.515481557E-4	8.369710995E-4	1.045372919E-3	1.204577042E-3	1.159597305E-3	9.015885298E-4	6.376435631E-4	7.274141535E-4	1.128292410E-3	1.394537743E-3	1.263941056E-3	9.276079945E-4	8.796259644E-4	1.179631217E-3	1.193057164E-3	7.977270288E-4	6.436464610E-4	9.186418029E-4	1.088294666E-3	8.311480051E-4	5.216110731E-4	3.563470964E-4	2.207226935E-4	3.834262898E-4	7.802057662E-4	9.483750327E-4	9.568921523E-4	9.899997385E-4	9.629837587E-4	8.795681642E-4	8.674760466E-4	1.028861152E-3	1.164631569E-3	9.294038173E-4	4.875654704E-4	3.022304736E-4	4.614668724E-4	6.470110384E-4	8.273146814E-4	1.047249534E-3	8.954876103E-4	6.965698558E-4	8.632674580E-4	1.020988682E-3	1.299732132E-3	1.669545076E-3	1.581020537E-3	1.014575828E-3	4.451291752E-4	3.442364687E-4	6.388574839E-4	1.031830674E-3	1.394211431E-3	1.438940992E-3	1.143103233E-3	8.355764439E-4	6.884231116E-4	7.169189630E-4	7.001195918E-4	6.624850794E-4	9.487932548E-4	1.220992766E-3	1.094483887E-3	9.823456639E-4	1.066153054E-3	8.692499832E-4	4.013907164E-4	3.833554802E-4	9.593119612E-4	1.327864593E-3	1.045904937E-3	7.223482826E-4	8.849461447E-4	1.173895202E-3	1.056556706E-3	6.397560937E-4	4.951613373E-4	8.681126637E-4	1.261774567E-3	1.305902959E-3	1.308029867E-3	1.274467097E-3	9.164827061E-4	6.402335130E-4	9.110285901E-4	1.202814863E-3	1.040464966E-3	8.731163689E-4	9.738878580E-4	1.144944807E-3	1.428784104E-3	1.579862670E-3	1.184534514E-3	6.406349712E-4	4.896509927E-4	6.826944882E-4	9.053066024E-4	1.198396203E-3	1.544864266E-3	1.403316041E-3	9.539026069E-4	7.761619054E-4	7.852367125E-4	8.458844386E-4	7.940896321E-4	6.088686641E-4	4.972526222E-4	4.760366573E-4	7.137368084E-4	1.149325282E-3	1.343965298E-3	1.285527600E-3	1.208960661E-3	1.057875808E-3	8.001259412E-4	6.805781741E-4	7.337462157E-4	8.666818612E-4	1.074315049E-3	9.727372671E-4	5.830211448E-4	5.720961490E-4	8.141451399E-4	9.635846945E-4	1.149284071E-3	1.188024762E-3	1.056986046E-3
1.172576100E-3	1.556780771E-3	1.534796087E-3	9.783523856E-4	5.642869510E-4	4.740651348E-4	4.013234866E-4	5.983088631E-4	9.916770505E-4	1.105804113E-3	8.426896529E-4	2.763303928E-4	9.191388381E-5	6.343050045E-4	1.044201781E-3	1.105573727E-3	1.195004093E-3	1.287232619E-3	1.275757793E-3	9.488277719E-4	6.015766994E-4	6.043839967E-4	5.833298783E-4	3.821353312E-4	3.713761107E-4	5.536344252E-4	5.219178856E-4	3.873852547E-4	4.956970806E-4	7.684417651E-4	1.007914660E-3	1.051229425E-3	9.447789635E-4	8.891765028E-4	8.514223155E-4	7.670087507E-4	6.821332499E-4	6.952253752E-4	9.887313936E-4	1.433852827E-3	1.515807468E-3	1.049115090E-3	5.695497966E-4	6.142782513E-4	9.933706606E-4	1.133259619E-3	8.627995267E-4	6.373381475E-4	7.825613138E-4	9.290226735E-4	7.144941483E-4	4.370389797E-4	3.361112904E-4	3.301571123E-4	5.792092998E-4	9.612016147E-4	1.092556631E-3	1.093137194E-3	1.096664579E-3	1.054594060E-3	1.039540512E-3	1.156920567E-3	1.450210228E-3	1.556306379E-3	1.122009126E-3	5.059524556E-4	2.426786814E-4	3.700300003E-4	5.818039062E-4	8.602083544E-4	1.043633674E-3	7.305373438E-4	5.086052697E-4	7.851815899E-4	1.007799059E-3	1.106317155E-3	1.205791603E-3	1.178888488E-3	9.293047478E-4	5.643710028E-4	4.780606832E-4	6.787228049E-4	8.794600726E-4	1.132351928E-3	1.303672092E-3	1.085861702E-3	7.394989370E-4	6.864619208E-4	7.772980607E-4	6.608449621E-4	6.424264284E-4	1.060525887E-3	1.319892239E-3	1.097337692E-3	9.960262105E-4	1.141470391E-3	9.723250405E-4	5.370922736E-4	4.751005035E-4	8.899468230E-4	1.179412939E-3	9.951414540E-4	7.637327071E-4	8.863051771E-4	1.091808779E-3	9.167243261E-4	4.669797781E-4	3.370601626E-4	7.827308145E-4	1.280592405E-3	1.415843377E-3	1.446631853E-3	1.331361476E-3	8.715033764E-4	6.515887217E-4	1.019800198E-3	1.247304492E-3	9.911630768E-4	8.205074701E-4	9.864080930E-4	1.262782491E-3	1.496834680E-3	1.436655060E-3	9.581837221E-4	4.840906768E-4	3.928449587E-4	5.840516533E-4	7.741792942E-4	1.001319382E-3	1.221343759E-3	1.084686490E-3	9.047908825E-4	1.026518876E-3	1.117463456E-3	9.492334793E-4	5.225656787E-4	2.255341387E-4	3.372429346E-4	5.649537197E-4	8.931345074E-4	1.234122901E-3	1.290742075E-3	1.308690757E-3	1.418750733E-3	1.191825257E-3	6.659497740E-4	4.852024722E-4	6.815399975E-4	8.940574480E-4	1.047197846E-3	8.714543656E-4	5.370237050E-4	6.291843602E-4	8.365229005E-4	8.522455464E-4	9.349136380E-4	9.962768527E-4	9.721680544E-4
