1.288053463E-3	1.108610537E-3	1.051431173E-3	1.141429646E-3	1.147483359E-3	9.048735374E-4	5.871899775E-4	3.946288489E-4	4.333531542E-4	6.650682772E-4	8.228298975E-4	8.676768630E-4	1.144140959E-3	1.609965577E-3	1.695598126E-3	1.252599293E-3	8.816260379E-4	9.186994284E-4	9.670894942E-4	8.779797354E-4	9.658583440E-4	1.084536780E-3	8.196489653E-4	4.956066259E-4	6.050923839E-4	8.490300388E-4	8.551806095E-4	8.891364560E-4	1.178919221E-3	1.291461056E-3	9.563898202E-4	6.203398807E-4	5.166155752E-4	4.813356791E-4	5.231502000E-4	7.636529044E-4	1.104679424E-3	1.134559279E-3	9.349409956E-4	9.412848158E-4	1.044388395E-3	1.053037122E-3	9.483558242E-4	9.299453232E-4	1.100289286E-3	1.079669455E-3	8.598277345E-4	8.613879327E-4	1.181875705E-3	1.608067076E-3	1.654871041E-3	1.127657364E-3	6.843987503E-4	7.429401740E-4	9.225430549E-4	9.192512371E-4	9.312353213E-4	1.140890177E-3	1.229467802E-3	1.078455825E-3	9.325822466E-4	7.537162164E-4	6.084177876E-4	7.738316199E-4	1.104377327E-3	1.232835115E-3	1.134010730E-3	9.952452965E-4	9.627824766E-4	9.745280840E-4	9.390963241E-4	9.071301902E-4	7.943749661E-4	6.459036958E-4	6.960739847E-4	9.834453231E-4	1.242684433E-3	1.135443570E-3	8.595980471E-4	8.574970998E-4	8.802470402E-4	6.491112872E-4	6.310517201E-4	9.277600329E-4	1.113349223E-3	1.160843181E-3	1.156826038E-3	8.736905875E-4	3.979994799E-4	3.921719326E-4	7.015140145E-4	6.891674711E-4	6.711684982E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.745508432E-4	7.645152509E-4	7.170354947E-4	9.054726106E-4	1.009087311E-3	8.297382738E-4	6.894566468E-4	8.927369490E-4	1.227943809E-3	1.166992821E-3	6.927248905E-4	4.177286755E-4	5.911224871E-4	8.644331247E-4	9.643413941E-4	8.860823582E-4	7.826265646E-4	8.547772886E-4	NaN	NaN	NaN	1.256774878E-3	1.359442365E-3	9.539108141E-4	6.928851362E-4	6.455433904E-4	4.697535769E-4	4.281773872E-4	7.243629079E-4	1.033078879E-3	1.064639655E-3	8.749127737E-4	9.804420406E-4	1.442250097E-3	1.509252004E-3	1.118501648E-3	8.081993437E-4	6.046689814E-4	4.782495089E-4	7.508820272E-4	1.292558736E-3	1.488437061E-3	1.373398467E-3	1.216212520E-3	7.878540200E-4	4.110271402E-4	7.653679932E-4	1.330079278E-3	1.251812791E-3	8.681623149E-4	6.431589136E-4	5.355253816E-4
1.371769817E-3	1.156149781E-3	9.422375006E-4	9.439190035E-4	8.934983634E-4	7.844762877E-4	8.030953468E-4	7.966476260E-4	7.934243185E-4	9.180016350E-4	9.274567710E-4	8.661079919E-4	1.125786803E-3	1.493633376E-3	1.415280625E-3	9.935300332E-4	8.261320181E-4	1.008954598E-3	1.082519884E-3	9.565336513E-4	9.623666410E-4	1.023500925E-3	7.781329914E-4	5.004242994E-4	7.173155318E-4	1.150314230E-3	1.223731204E-3	1.121832873E-3	1.199747203E-3	1.182301319E-3	8.806525148E-4	5.683615454E-4	4.941738443E-4	6.436623516E-4	8.269735263E-4	1.084982068E-3	1.329579973E-3	1.139137777E-3	8.296701708E-4	8.686443907E-4	9.893594543E-4	9.653358138E-4	8.193149115E-4	8.167767082E-4	1.001210068E-3	9.360391996E-4	6.847046316E-4	7.121131639E-4	1.021435251E-3	1.328660292E-3	1.278130105E-3	7.878738106E-4	5.199219449E-4	7.401516777E-4	8.104477311E-4	5.982552539E-4	5.953696673E-4	8.387811831E-4	9.314419585E-4	7.862748462E-4	6.118781748E-4	5.423276452E-4	6.588365650E-4	9.504719055E-4	1.251643524E-3	1.406077296E-3	1.424197224E-3	1.291296096E-3	9.138357127E-4	4.757370334E-4	4.225870071E-4	8.050581091E-4	9.989038808E-4	7.313259412E-4	6.615652237E-4	1.056793029E-3	1.263728482E-3	1.051621279E-3	8.187761414E-4	7.462435751E-4	6.316658692E-4	5.065330770E-4	8.051652694E-4	1.254899427E-3	1.344100572E-3	1.296325470E-3	1.146134106E-3	5.805969704E-4	7.253794320E-5	4.324886831E-4	1.014582347E-3	1.033488661E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.185610308E-3	1.055974630E-3	9.170704288E-4	7.318811258E-4	7.545329281E-4	9.143013740E-4	9.341259138E-4	8.972318610E-4	1.100304304E-3	1.340711256E-3	1.091134967E-3	4.953487660E-4	2.345300891E-4	4.335492849E-4	7.313344977E-4	8.998893900E-4	8.467818261E-4	7.570324815E-4	9.735805797E-4	1.360153547E-3	NaN	1.279343269E-3	1.218301011E-3	1.010388252E-3	6.398998667E-4	5.384524702E-4	6.388428155E-4	6.812970387E-4	7.823696360E-4	9.808966424E-4	1.067184028E-3	9.458226850E-4	NaN	NaN	NaN	NaN	1.212479081E-3	9.207298863E-4	6.383482832E-4	6.217574701E-4	9.985220386E-4	1.251650392E-3	1.151469070E-3	1.029930543E-3	8.639610023E-4	5.265077343E-4	NaN	NaN	NaN	1.263152342E-3	1.017735107E-3	8.552114596E-4	6.908687064E-4
1.206168788E-3	1.197703998E-3	1.019578427E-3	9.241189691E-4	7.976092165E-4	7.544854889E-4	8.144911844E-4	7.732174709E-4	7.310687797E-4	7.352356333E-4	6.471690722E-4	6.410389324E-4	9.181085043E-4	1.143101370E-3	1.013403758E-3	8.192539681E-4	8.697127923E-4	1.010752982E-3	9.744387935E-4	8.388492279E-4	8.251398103E-4	8.550959756E-4	7.370816893E-4	6.224660901E-4	9.021467413E-4	1.417615218E-3	1.527012093E-3	1.318250899E-3	1.225452172E-3	1.113815932E-3	8.548159967E-4	6.005606265E-4	6.263371906E-4	9.337690426E-4	1.161926077E-3	1.291452558E-3	1.254949137E-3	9.136068984E-4	8.057781379E-4	1.038529328E-3	1.048534643E-3	8.059287211E-4	6.439801655E-4	7.599678938E-4	9.632796864E-4	8.955288213E-4	6.668004207E-4	6.241388619E-4	7.246463792E-4	7.849911344E-4	7.267992478E-4	5.256046425E-4	5.135562387E-4	7.277211407E-4	6.543514319E-4	4.025238159E-4	4.258262925E-4	6.287013530E-4	7.466689567E-4	6.184736849E-4	3.418361885E-4	3.953682608E-4	8.629924851E-4	1.230353257E-3	1.302549383E-3	1.324640354E-3	1.420238521E-3	1.335334731E-3	7.666132296E-4	1.507513371E-4	2.733501024E-4	9.791232878E-4	1.328199636E-3	1.101969392E-3	1.082299859E-3	1.362997689E-3	1.279889955E-3	9.718978545E-4	8.105171146E-4	7.321931771E-4	6.246580160E-4	5.426557618E-4	7.581598475E-4	1.013894449E-3	1.057231450E-3	1.170035219E-3	1.131875091E-3	6.081365282E-4	2.170666703E-4	6.335217622E-4	1.113860169E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.396637526E-3	1.152159763E-3	9.533558041E-4	8.138907142E-4	7.392255939E-4	8.047360461E-4	9.977837326E-4	1.117149135E-3	1.137725660E-3	1.238955767E-3	1.166482805E-3	7.191884797E-4	3.266246931E-4	3.747519804E-4	6.990639376E-4	1.012333203E-3	1.105130999E-3	8.924662834E-4	7.876604213E-4	1.136145322E-3	1.569837215E-3	1.607666491E-3	1.350485603E-3	1.112996251E-3	8.229305386E-4	5.451388424E-4	5.746142124E-4	7.100988878E-4	7.043135702E-4	7.929274580E-4	1.034556422E-3	1.058866270E-3	NaN	NaN	NaN	NaN	NaN	1.163854962E-3	8.885508869E-4	6.649235147E-4	8.832115564E-4	1.236106269E-3	1.172199263E-3	9.874560637E-4	8.880647947E-4	6.237659836E-4	4.716276599E-4	NaN	NaN	NaN	1.203566906E-3	1.237389166E-3	1.124293543E-3	8.008787408E-4
9.975201683E-4	1.222833176E-3	1.148609677E-3	1.049062354E-3	1.010989072E-3	9.466761840E-4	7.138331421E-4	5.281460471E-4	5.403863615E-4	4.725754843E-4	3.835711395E-4	5.322718644E-4	8.154329262E-4	9.340373217E-4	8.627269417E-4	8.705533692E-4	9.657116607E-4	9.760467219E-4	8.897679509E-4	7.740949513E-4	6.482772296E-4	5.725975498E-4	6.488062209E-4	7.838213351E-4	1.046217396E-3	1.411581994E-3	1.410247525E-3	1.176665304E-3	1.114004175E-3	1.096695778E-3	9.967423975E-4	8.530444466E-4	9.068213985E-4	1.137322863E-3	1.178649254E-3	1.024566707E-3	7.069764542E-4	4.087216512E-4	6.444121827E-4	1.148804557E-3	1.175817801E-3	7.758060819E-4	5.884923739E-4	8.087015594E-4	1.001618104E-3	9.198329062E-4	7.532486925E-4	6.842373405E-4	6.033029058E-4	4.448649997E-4	3.800058330E-4	4.794046399E-4	7.470937562E-4	9.818393737E-4	8.933664067E-4	6.659496576E-4	5.680780159E-4	6.273993640E-4	7.623535930E-4	6.613847800E-4	4.001623602E-4	5.933102220E-4	1.168736955E-3	1.420565066E-3	1.259005745E-3	1.113528153E-3	1.157722785E-3	1.123272115E-3	6.889409851E-4	2.555133542E-4	4.844420182E-4	1.092966297E-3	1.347160665E-3	1.291997498E-3	1.432843041E-3	1.547468128E-3	1.213689218E-3	7.998360670E-4	6.613692967E-4	7.553370087E-4	8.471958572E-4	7.669320330E-4	6.996710435E-4	6.005110918E-4	5.918180104E-4	9.188027470E-4	1.117193839E-3	9.042858146E-4	7.322647143E-4	9.598491597E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.198660233E-3	9.819467086E-4	5.769931595E-4	3.814705706E-4	5.952748470E-4	8.812158485E-4	1.087511424E-3	1.265991596E-3	1.395271043E-3	1.313784858E-3	7.553761825E-4	1.630811166E-4	1.805546926E-4	6.355288206E-4	1.071913866E-3	1.291779103E-3	1.198823331E-3	9.049960063E-4	8.735448355E-4	1.204305678E-3	1.448400901E-3	1.383587136E-3	1.213205745E-3	1.104994328E-3	9.103635675E-4	6.843977026E-4	6.775712827E-4	6.432799855E-4	4.609815660E-4	5.624152836E-4	9.604535880E-4	NaN	NaN	NaN	NaN	NaN	NaN	8.743773215E-4	7.000213373E-4	7.315703551E-4	1.137269312E-3	1.378661254E-3	1.196247293E-3	1.057430287E-3	8.953633951E-4	6.023111055E-4	7.023256039E-4	NaN	NaN	NaN	NaN	1.326479483E-3	1.087153680E-3	6.009532372E-4
8.362290682E-4	1.046266989E-3	9.519769810E-4	9.115919820E-4	1.136056846E-3	1.121840440E-3	6.925032358E-4	5.331155844E-4	6.604769733E-4	5.583563470E-4	4.700715363E-4	5.655300920E-4	6.855144165E-4	8.097427781E-4	8.848118014E-4	9.329483146E-4	9.577041492E-4	9.673168533E-4	9.755320498E-4	8.908030577E-4	7.031218847E-4	6.260983064E-4	7.960942457E-4	9.816769743E-4	1.190162729E-3	1.352788182E-3	1.076750690E-3	7.014470175E-4	6.235906039E-4	7.236825186E-4	9.102750337E-4	1.031008782E-3	1.122223679E-3	1.158752595E-3	9.207632393E-4	5.215533893E-4	1.821737387E-4	1.169164025E-4	4.802556068E-4	1.025833888E-3	1.237556688E-3	9.530662792E-4	7.517741178E-4	9.524868801E-4	1.081973664E-3	9.392700740E-4	8.051249897E-4	8.103576838E-4	7.359595038E-4	4.556125205E-4	2.852179168E-4	5.478970124E-4	1.074558590E-3	1.373362727E-3	1.299878815E-3	1.070355065E-3	8.483870188E-4	8.230713429E-4	9.540283354E-4	9.063769830E-4	7.807648508E-4	9.266505949E-4	1.215331489E-3	1.313555404E-3	1.167843002E-3	9.566837689E-4	8.556806715E-4	7.989761070E-4	6.125949440E-4	5.046707229E-4	7.370957173E-4	1.005737693E-3	1.045370707E-3	NaN	1.487744274E-3	1.471580705E-3	9.382812423E-4	4.211254127E-4	3.788653994E-4	7.492745062E-4	1.004175516E-3	9.108571103E-4	7.250070921E-4	4.619478714E-4	3.683312971E-4	6.812875508E-4	1.026734710E-3	1.214663382E-3	1.264684950E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.023041317E-3	8.986740722E-4	5.782329827E-4	1.781913015E-4	1.719433931E-4	5.936847883E-4	8.601927548E-4	9.569705580E-4	1.211773371E-3	1.493563526E-3	1.293020672E-3	4.188999010E-4	NaN	1.565578714E-4	8.758160402E-4	1.272567548E-3	1.173681114E-3	8.406431298E-4	6.735065253E-4	8.196605486E-4	1.097557833E-3	1.217121258E-3	1.130086603E-3	1.016488532E-3	9.768445743E-4	9.070752421E-4	7.845103391E-4	6.670351722E-4	4.853859718E-4	4.340814194E-4	7.603014819E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.462686531E-4	4.378550802E-4	6.996176089E-4	1.124428352E-3	1.286515733E-3	1.161967637E-3	1.041390700E-3	8.488093736E-4	7.488317206E-4	1.064430689E-3	NaN	NaN	NaN	NaN	1.119276858E-3	6.788072060E-4	3.060871386E-4
7.819516468E-4	8.694658172E-4	6.971138064E-4	6.516398280E-4	1.031697495E-3	1.087768818E-3	6.854228559E-4	6.847633631E-4	9.591234266E-4	9.566468652E-4	8.626119816E-4	7.095414912E-4	5.989549682E-4	7.274475647E-4	8.157962002E-4	7.771651726E-4	7.939350326E-4	9.380259435E-4	1.068562386E-3	1.026842510E-3	9.458978893E-4	1.007824903E-3	1.106948592E-3	1.140089240E-3	1.321361633E-3	1.343743526E-3	7.976944325E-4	2.410730813E-4	3.709082739E-5	1.699818822E-4	6.522528129E-4	1.037376584E-3	1.113270060E-3	9.940518066E-4	6.440129364E-4	2.671081747E-4	2.060698753E-4	4.023666552E-4	5.784311797E-4	8.500333643E-4	1.204066095E-3	1.196184312E-3	1.020090887E-3	1.076584565E-3	1.117445063E-3	9.675143519E-4	8.372053271E-4	8.638716536E-4	8.071013144E-4	4.511190928E-4	2.221077157E-4	6.368784234E-4	1.298702322E-3	1.491077826E-3	1.303373370E-3	1.067600446E-3	8.714337018E-4	8.876278880E-4	1.013989444E-3	1.012774766E-3	9.781819535E-4	9.606408421E-4	9.676964837E-4	1.054689870E-3	1.046304824E-3	8.729944238E-4	7.272294024E-4	6.177165778E-4	5.246078945E-4	6.542959600E-4	9.546524961E-4	1.034708810E-3	NaN	NaN	NaN	1.315947971E-3	5.890132743E-4	1.145271890E-4	3.313324705E-4	8.302477654E-4	9.303709376E-4	7.206884911E-4	5.980094429E-4	4.406684602E-4	3.075664863E-4	4.324382171E-4	7.833583513E-4	1.243961276E-3	1.451206161E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.178243896E-3	6.890327786E-4	2.278240427E-4	8.668530791E-5	4.159724922E-4	8.222370525E-4	8.113071090E-4	7.746069459E-4	1.086348435E-3	1.395397470E-3	1.165938796E-3	3.367667086E-4	NaN	4.339649167E-4	1.212719595E-3	1.397220069E-3	8.993239026E-4	3.756262595E-4	3.168695257E-4	5.198013969E-4	7.855336880E-4	9.500908782E-4	8.530411287E-4	6.667778362E-4	6.148305838E-4	6.889277720E-4	7.303094026E-4	6.130279507E-4	5.299742916E-4	8.245704230E-4	1.292162808E-3	NaN	NaN	NaN	NaN	NaN	NaN	9.572447161E-4	4.587401054E-4	3.327051527E-4	5.992195802E-4	8.680410683E-4	9.979436873E-4	9.481459274E-4	8.083287976E-4	7.510992000E-4	9.915295523E-4	1.394170686E-3	NaN	NaN	NaN	NaN	9.830442723E-4	4.722402373E-4	3.517444420E-4
8.923433488E-4	8.673067787E-4	6.565586082E-4	4.928866401E-4	7.233881042E-4	7.521001971E-4	4.909881973E-4	6.548961392E-4	1.120613073E-3	1.360215596E-3	1.280320459E-3	9.347705636E-4	6.970065879E-4	7.107913261E-4	7.178813103E-4	7.915231981E-4	9.954259731E-4	1.177492668E-3	1.168418094E-3	1.004797057E-3	1.001535566E-3	1.166599221E-3	1.189869945E-3	1.168597839E-3	1.360205584E-3	1.298740739E-3	7.456709282E-4	3.026717750E-4	1.701786096E-4	3.625105892E-4	8.874742780E-4	1.209891750E-3	1.148785814E-3	9.518578299E-4	6.571315462E-4	4.865924129E-4	7.073446759E-4	9.501782479E-4	7.944830577E-4	7.017141907E-4	1.017832197E-3	1.214609132E-3	1.112790196E-3	1.027358579E-3	1.018519746E-3	9.624237427E-4	8.199393633E-4	7.398158778E-4	6.577524473E-4	3.840677091E-4	3.305597638E-4	8.878617082E-4	1.440753811E-3	1.393137616E-3	1.119394787E-3	9.121720213E-4	7.162538241E-4	7.291545626E-4	8.845728589E-4	9.181023343E-4	8.438383811E-4	7.071371074E-4	6.735008792E-4	8.609800134E-4	9.754982311E-4	8.653911063E-4	7.240601699E-4	5.550392088E-4	4.310463264E-4	6.689876318E-4	1.112495549E-3	1.258692122E-3	NaN	NaN	NaN	1.052243635E-3	2.691817936E-4	5.139093628E-5	5.738302716E-4	9.849200724E-4	7.678925176E-4	4.833567364E-4	5.092612701E-4	5.065837759E-4	3.698158835E-4	3.630742140E-4	6.405083113E-4	1.066844328E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.551497146E-3	1.253787079E-3	6.961678737E-4	3.259017831E-4	3.621297947E-4	7.195861544E-4	9.351768531E-4	7.863137289E-4	7.977685891E-4	1.087597222E-3	1.244930550E-3	1.041738200E-3	5.155794788E-4	3.871091467E-4	1.036368310E-3	1.657581306E-3	1.547285123E-3	8.803887758E-4	3.678351641E-4	2.729691623E-4	3.366681049E-4	5.414599436E-4	6.985514774E-4	5.432261969E-4	3.630486317E-4	4.474657180E-4	6.587967509E-4	7.241124986E-4	6.315302453E-4	7.331782253E-4	1.175524085E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.036140951E-3	5.079830298E-4	3.992206184E-4	5.436891806E-4	6.470387452E-4	7.527515991E-4	6.870368961E-4	5.083375145E-4	6.260506925E-4	1.110537327E-3	1.468059607E-3	1.425922732E-3	NaN	NaN	NaN	1.009871252E-3	7.098994101E-4	7.982373354E-4
9.309722227E-4	8.111788775E-4	6.721445825E-4	4.465131788E-4	4.059418861E-4	3.506425710E-4	2.519771515E-4	5.470719188E-4	1.194650424E-3	1.662690542E-3	1.599523239E-3	1.194638666E-3	9.089816594E-4	7.570395828E-4	7.588430890E-4	1.098225708E-3	1.421386958E-3	1.369352918E-3	9.881530423E-4	6.347869639E-4	7.011275156E-4	9.816212114E-4	1.128219767E-3	1.235048287E-3	1.336568268E-3	1.178582548E-3	8.433975163E-4	7.198520470E-4	8.633413818E-4	1.145496382E-3	1.391990110E-3	1.387842465E-3	1.201629639E-3	9.945043130E-4	8.665641071E-4	9.811457712E-4	1.243180945E-3	1.217805082E-3	7.895760937E-4	5.021280958E-4	6.564163486E-4	8.440240636E-4	8.351376164E-4	7.943969104E-4	8.668604423E-4	9.335432551E-4	7.776174461E-4	6.140907062E-4	6.212206790E-4	6.626543473E-4	9.165948723E-4	1.416482381E-3	NaN	NaN	NaN	9.609715780E-4	7.198402309E-4	6.399511476E-4	7.841634797E-4	8.028488955E-4	6.602794747E-4	4.912670120E-4	4.704513995E-4	7.336888812E-4	9.744680719E-4	8.663134067E-4	6.167825195E-4	4.292338854E-4	3.695229825E-4	6.576417363E-4	1.170394826E-3	1.466470538E-3	NaN	NaN	NaN	8.397707134E-4	2.313278383E-4	2.635128913E-4	8.380665677E-4	1.014185837E-3	6.670970470E-4	5.399266956E-4	6.922952016E-4	7.026662934E-4	5.858239601E-4	5.808348069E-4	7.303554448E-4	9.266617708E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.106021460E-3	1.211965806E-3	1.091582119E-3	8.675894933E-4	7.112881867E-4	6.679400103E-4	7.583003026E-4	8.502582787E-4	8.624687325E-4	9.432124207E-4	9.769214084E-4	9.101864416E-4	8.591791848E-4	7.592276088E-4	9.484699694E-4	1.545893610E-3	1.844553859E-3	1.532106777E-3	1.027377555E-3	7.377535803E-4	6.491709501E-4	6.482528406E-4	7.322143065E-4	6.746580475E-4	4.265407624E-4	3.688997531E-4	6.274374318E-4	8.503440768E-4	7.990463637E-4	7.256281679E-4	9.037821437E-4	1.185318921E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.061362896E-4	4.438071628E-4	4.826350196E-4	6.423070445E-4	7.471113349E-4	7.846403169E-4	6.055698614E-4	4.140180827E-4	6.350281765E-4	1.125736511E-3	1.307072002E-3	1.180273015E-3	1.215936500E-3	1.362517476E-3	1.249889494E-3	1.008540858E-3	1.043538796E-3	1.239887322E-3
8.569284691E-4	7.668086328E-4	7.765219780E-4	6.205125246E-4	4.192835768E-4	2.450377797E-4	2.001654211E-4	5.874531926E-4	1.335986890E-3	1.840879908E-3	1.726154820E-3	NaN	1.055213506E-3	8.523673750E-4	8.824265096E-4	1.259717508E-3	1.428214717E-3	1.105707604E-3	5.829236470E-4	3.357236565E-4	5.686482182E-4	9.161904454E-4	NaN	NaN	1.136384322E-3	8.723100182E-4	7.555806660E-4	8.437392535E-4	1.221243176E-3	1.597218099E-3	1.595536363E-3	1.353509608E-3	1.055143308E-3	8.279738249E-4	1.011263812E-3	1.450490789E-3	1.490430674E-3	1.061586314E-3	6.287526921E-4	4.647632013E-4	4.794372944E-4	4.930649302E-4	5.411677994E-4	6.637260667E-4	8.258232265E-4	9.045899496E-4	7.506205002E-4	6.064056652E-4	6.933372351E-4	9.574228898E-4	1.394007355E-3	NaN	NaN	NaN	NaN	NaN	8.650319069E-4	7.132121245E-4	7.811064715E-4	7.746119518E-4	7.027696702E-4	6.308426964E-4	5.979476264E-4	8.450303576E-4	1.142850029E-3	9.936218848E-4	5.963039584E-4	3.726326977E-4	4.102262610E-4	7.158959634E-4	1.139526838E-3	1.437650179E-3	NaN	NaN	1.263221377E-3	9.009365458E-4	5.729296827E-4	6.755280774E-4	9.882078739E-4	9.134788415E-4	7.238062099E-4	8.819379145E-4	1.019562245E-3	9.060053271E-4	8.039587410E-4	7.750174263E-4	7.486182149E-4	8.291769773E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.961942370E-4	7.034807932E-4	7.997356588E-4	9.539329913E-4	1.047726488E-3	1.001046854E-3	8.364028181E-4	7.228085888E-4	8.336193860E-4	1.036282512E-3	9.756388608E-4	6.206613034E-4	4.465058737E-4	6.389917107E-4	9.028665954E-4	1.244349638E-3	1.604106859E-3	1.579403179E-3	1.260533580E-3	1.047019148E-3	9.745536372E-4	9.432593943E-4	9.847778128E-4	9.739841335E-4	7.499376079E-4	5.249693058E-4	5.848255823E-4	8.468499291E-4	9.246911504E-4	7.823707419E-4	8.143250598E-4	9.893616661E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.041803509E-3	5.914967041E-4	4.755094706E-4	6.956708385E-4	9.461165173E-4	1.053430606E-3	9.105687495E-4	6.172992871E-4	4.948793794E-4	7.268022164E-4	1.011223067E-3	9.625514504E-4	8.076446247E-4	8.739462355E-4	9.903823957E-4	9.600716876E-4	9.504272020E-4	1.104538445E-3	1.184940920E-3
9.656525217E-4	9.539104067E-4	1.005173079E-3	9.201822104E-4	7.024818333E-4	4.308834614E-4	3.717086220E-4	8.053501952E-4	1.441476517E-3	1.687750570E-3	NaN	NaN	NaN	1.034750370E-3	9.926196653E-4	1.188142225E-3	1.200575382E-3	8.558898699E-4	5.206707865E-4	5.672195111E-4	8.949486655E-4	NaN	NaN	NaN	NaN	5.944175064E-4	6.116474979E-4	6.936214631E-4	1.088667545E-3	1.462488668E-3	1.384966890E-3	1.104976633E-3	7.978751673E-4	6.906415801E-4	1.192579744E-3	1.733813784E-3	1.453085453E-3	8.250912069E-4	6.203740486E-4	6.657963386E-4	6.007470656E-4	5.286436644E-4	6.270015729E-4	7.755353581E-4	8.440852980E-4	7.886528037E-4	6.249425351E-4	5.431763711E-4	5.942116259E-4	8.307329263E-4	1.274759532E-3	NaN	NaN	NaN	NaN	NaN	1.009204309E-3	8.434035699E-4	8.626595372E-4	8.831429877E-4	9.456404368E-4	9.980305331E-4	9.851411451E-4	1.143422211E-3	1.342801144E-3	1.204720931E-3	8.122856962E-4	5.228564260E-4	5.772331497E-4	8.650743985E-4	1.091165934E-3	1.206799410E-3	1.236421056E-3	1.202064101E-3	1.158862608E-3	1.020064927E-3	8.847678546E-4	9.574951255E-4	1.007555169E-3	8.788780542E-4	9.447375778E-4	1.222933526E-3	1.239505014E-3	1.029924839E-3	9.002180886E-4	7.626655279E-4	6.270915619E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.926211015E-4	5.943809520E-4	5.402615061E-4	6.953552365E-4	9.895404801E-4	1.137131127E-3	1.135303639E-3	1.024075085E-3	8.795190370E-4	9.504897753E-4	1.106607611E-3	8.788027917E-4	4.477510520E-4	3.934190026E-4	7.234825753E-4	1.105662435E-3	1.366022509E-3	1.370861428E-3	1.141832327E-3	9.868846973E-4	1.013222733E-3	9.971854743E-4	9.021468577E-4	8.585265023E-4	7.844505017E-4	6.457378040E-4	5.845688283E-4	7.042676443E-4	9.269981529E-4	9.194922750E-4	7.712024380E-4	8.833100437E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.481881862E-4	5.877448712E-4	6.695495103E-4	9.373573703E-4	1.145156333E-3	1.100479742E-3	7.510485011E-4	4.613733327E-4	4.755894770E-4	6.662688102E-4	7.564240950E-4	6.365239969E-4	5.100835697E-4	4.968059366E-4	5.429266021E-4	6.630354328E-4	8.673462435E-4	9.732811595E-4	8.436059579E-4
